|6.6.6
Archiving\03_Data\frac/QFM_m0.5/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1498.75        2500.00        98.6090                 NaN            NaN            NaN            NaN            NaN   1.39096                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.0379                 NaN            NaN  0.111492E-001            NaN            NaN  0.880152        1.07077                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.8737                 NaN            NaN  0.149086                 NaN            NaN   1.48246       0.494790                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.9048                 NaN            NaN  0.143481                 NaN            NaN  0.494949        1.45680                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        97.9315                 NaN            NaN  0.138472                 NaN            NaN   1.43546       0.494598                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        97.9593                 NaN            NaN  0.133124                 NaN            NaN   1.41145       0.496146                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        97.9843                 NaN            NaN  0.128206                 NaN            NaN   1.39059       0.496870                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.0064                 NaN            NaN  0.124214                 NaN            NaN  0.495506        1.37386                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.0338                 NaN            NaN  0.118682                 NaN            NaN   1.35249       0.495016                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.0576                 NaN            NaN  0.113915                 NaN            NaN   1.33283       0.495624                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.0773                 NaN            NaN  0.109750                 NaN            NaN  0.494602        1.31834                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.0988                 NaN            NaN  0.105313                 NaN            NaN  0.495240        1.30060                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.1171                 NaN            NaN  0.101299                 NaN            NaN  0.496829        1.28474                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.1400                 NaN            NaN  0.967409E-001            NaN            NaN   1.26667       0.496601                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.1553                 NaN            NaN  0.927998E-001            NaN            NaN   1.25405       0.497865                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.1730                 NaN            NaN  0.890549E-001            NaN            NaN   1.24095       0.497004                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.1890                 NaN            NaN  0.850493E-001            NaN            NaN   1.22809       0.497808                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.2062                 NaN            NaN  0.808716E-001            NaN            NaN  0.498048        1.21484                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4393                 NaN            NaN  0.673034E-001            NaN            NaN   1.05439       0.439005                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.0113                 NaN            NaN  0.838547E-001            NaN            NaN  0.560145        1.34466                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.2460                 NaN            NaN  0.700586E-001            NaN            NaN   1.18265       0.501254                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3974                 NaN            NaN  0.238162                 NaN            NaN   1.36442                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4004                 NaN            NaN  0.230025                 NaN            NaN   1.36962                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.0424                 NaN            NaN            NaN            NaN            NaN   1.05585       0.901778                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.2803                 NaN            NaN  0.365227E-005            NaN            NaN   1.13635       0.583385                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.2906                 NaN            NaN            NaN            NaN            NaN   1.13070       0.578701                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.2980                 NaN            NaN            NaN            NaN            NaN  0.575799        1.12622                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        96.8107                 NaN            NaN  0.278110                 NaN            NaN  0.907300        1.27836                 NaN  0.725502                 NaN            NaN            NaN
  1428.57        2500.00        95.9503                 NaN            NaN  0.677236                 NaN            NaN   1.41328       0.783118                 NaN   1.17602                 NaN            NaN            NaN
  1426.07        2500.00        96.0500                 NaN            NaN  0.680247                 NaN            NaN   1.38695       0.735065                 NaN   1.14770                 NaN            NaN            NaN
  1423.56        2500.00        96.1526                 NaN            NaN  0.682502                 NaN            NaN   1.36264       0.684635                 NaN   1.11766                 NaN            NaN            NaN
  1421.05        2500.00        96.2349                 NaN            NaN  0.687753                 NaN            NaN   1.34264       0.640703                 NaN   1.09400                 NaN            NaN            NaN
  1418.55        2500.00        96.3187                 NaN            NaN  0.691995                 NaN            NaN   1.32325       0.596365                 NaN   1.06967                 NaN            NaN            NaN
  1416.04        2500.00        96.3981                 NaN            NaN  0.696780                 NaN            NaN  0.554996        1.30376                 NaN   1.04640                 NaN            NaN            NaN
  1413.53        2500.00        96.4768                 NaN            NaN  0.701017                 NaN            NaN   1.28426       0.513596                 NaN   1.02428                 NaN            NaN            NaN
  1411.03        2500.00        96.5537                 NaN            NaN  0.704336                 NaN            NaN   1.26639       0.474282                 NaN   1.00133                 NaN            NaN            NaN
  1408.52        2500.00        96.6022                 NaN            NaN  0.709188                 NaN            NaN   1.26280       0.435959                 NaN  0.989865                 NaN            NaN            NaN
  1406.02        2500.00        96.7097                 NaN            NaN  0.714321                 NaN            NaN   1.23121       0.389272                 NaN  0.955507                 NaN            NaN            NaN
  1403.51        2500.00        96.7531                 NaN            NaN  0.719015                 NaN            NaN  0.363081        1.22152                 NaN  0.943269                 NaN            NaN            NaN
  1401.00        2500.00        96.8152                 NaN            NaN  0.723458                 NaN            NaN   1.20784       0.328519                 NaN  0.925029                 NaN            NaN            NaN
  1398.50        2500.00        96.8735                 NaN            NaN  0.728095                 NaN            NaN  0.295551        1.19508                 NaN  0.907761                 NaN            NaN            NaN
  1395.99        2500.00        96.9299                 NaN            NaN  0.731875                 NaN            NaN   1.18409       0.263237                 NaN  0.890850                 NaN            NaN            NaN
  1393.48        2500.00        96.9823                 NaN            NaN  0.737489                 NaN            NaN   1.17342       0.231331                 NaN  0.875472                 NaN            NaN            NaN
  1390.98        2500.00        97.0344                 NaN            NaN  0.740987                 NaN            NaN   1.16262       0.202335                 NaN  0.859658                 NaN            NaN            NaN
  1388.47        2500.00        97.0823                 NaN            NaN  0.744986                 NaN            NaN   1.15414       0.173448                 NaN  0.845134                 NaN            NaN            NaN
  1385.96        2500.00        97.1318                 NaN            NaN  0.748108                 NaN            NaN  0.146086        1.14395                 NaN  0.830036                 NaN            NaN            NaN
  1383.46        2500.00        97.1764                 NaN            NaN  0.751841                 NaN            NaN   1.13479       0.120399                 NaN  0.816561                 NaN            NaN            NaN
  1380.95        2500.00        97.2227                 NaN            NaN  0.753967                 NaN            NaN  0.951288E-001   1.12606                 NaN  0.802190                 NaN            NaN            NaN
  1378.45        2500.00        97.2662                 NaN            NaN  0.755959                 NaN            NaN   1.11769       0.713972E-001            NaN  0.788717                 NaN            NaN            NaN
  1375.94        2500.00        97.3045                 NaN            NaN  0.758179                 NaN            NaN   1.11130       0.496990E-001            NaN  0.776310                 NaN            NaN            NaN
  1373.43        2500.00        97.3440                 NaN            NaN  0.759283                 NaN            NaN  0.289848E-001   1.10402                 NaN  0.763700                 NaN            NaN            NaN
  1370.93        2500.00        97.2719                 NaN            NaN  0.707429       0.543236E-001            NaN   1.14517       0.582259E-001            NaN  0.762970                 NaN            NaN            NaN
  1368.42        2500.00        96.3311                 NaN            NaN  0.224871       0.538752                 NaN   1.56072       0.493015                 NaN  0.851541                 NaN            NaN            NaN
  1365.91        2500.00        96.3857                 NaN            NaN  0.203763       0.543714                 NaN   1.54912       0.482895                 NaN  0.834804                 NaN            NaN            NaN
  1363.41        2500.00        96.4618                 NaN            NaN  0.190141       0.539651                 NaN   1.52279       0.469779                 NaN  0.815791                 NaN            NaN            NaN
  1360.90        2500.00        96.5485                 NaN            NaN  0.183710       0.529695                 NaN   1.48994       0.451884                 NaN  0.796274                 NaN            NaN            NaN
  1358.40        2500.00        96.6379                 NaN            NaN  0.178017       0.517841                 NaN   1.45254       0.436900                 NaN  0.776765                 NaN            NaN            NaN
  1355.89        2500.00        96.7251                 NaN            NaN  0.170898       0.506868                 NaN   1.41602       0.423848                 NaN  0.757293                 NaN            NaN            NaN
  1353.38        2500.00        96.8178                 NaN            NaN  0.168075       0.493575                 NaN   1.37380       0.408678                 NaN  0.738103                 NaN            NaN            NaN
  1350.88        2500.00        96.8950                 NaN            NaN  0.158045       0.483623                 NaN  0.401107        1.34234                 NaN  0.719913                 NaN            NaN            NaN
  1348.37        2500.00        96.9751                 NaN            NaN  0.151033       0.472034                 NaN   1.30529       0.394128                 NaN  0.702454                 NaN            NaN            NaN
  1345.86        2500.00        97.0537                 NaN            NaN  0.143978       0.460793                 NaN   1.26877       0.387542                 NaN  0.685170                 NaN            NaN            NaN
  1343.36        2500.00        97.1301                 NaN            NaN  0.137024       0.449680                 NaN  0.382064        1.23282                 NaN  0.668282                 NaN            NaN            NaN
  1340.85        2500.00        97.2024                 NaN            NaN  0.128350       0.439076                 NaN   1.19682       0.381191                 NaN  0.652164                 NaN            NaN            NaN
  1338.35        2500.00        97.2741                 NaN            NaN  0.120740       0.428732                 NaN   1.16222       0.377916                 NaN  0.636266                 NaN            NaN            NaN
  1335.84        2500.00        97.3420                 NaN            NaN  0.111798       0.418885                 NaN  0.378364        1.12785                 NaN  0.621082                 NaN            NaN            NaN
  1333.33        2500.00        97.4086                 NaN            NaN  0.103111       0.409296                 NaN   1.09445       0.378378                 NaN  0.606124                 NaN            NaN            NaN
  1330.83        2500.00        97.4748                 NaN            NaN  0.946880E-001  0.399838                 NaN  0.378744        1.06064                 NaN  0.591330                 NaN            NaN            NaN
  1328.32        2500.00        97.5341                 NaN            NaN  0.841251E-001  0.391337                 NaN  0.383129        1.02970                 NaN  0.577592                 NaN            NaN            NaN
  1325.81        2500.00        97.5940                 NaN            NaN  0.738702E-001  0.382683                 NaN  0.388587       0.996879                 NaN  0.563933                 NaN            NaN            NaN
  1323.31        2500.00        97.6515                 NaN            NaN  0.633268E-001  0.374228                 NaN  0.965615       0.394538                 NaN  0.550773                 NaN            NaN            NaN
  1320.80        2500.00        97.7096                 NaN            NaN  0.560523E-001  0.366062                 NaN  0.394092       0.936321                 NaN  0.537880                 NaN            NaN            NaN
  1318.30        2500.00        97.7652                 NaN            NaN  0.456743E-001  0.358161                 NaN  0.402153       0.903652                 NaN  0.525127                 NaN            NaN            NaN
  1315.79        2500.00        97.8137                 NaN            NaN  0.325211E-001  0.350984                 NaN  0.876835       0.412748                 NaN  0.513189                 NaN            NaN            NaN
  1313.28        2500.00        97.8654                 NaN            NaN  0.217189E-001  0.343546                 NaN  0.846500       0.421447                 NaN  0.501356                 NaN            NaN            NaN
  1310.78        2500.00        97.9153                 NaN            NaN  0.110029E-001  0.336620                 NaN  0.429020       0.818389                 NaN  0.489718                 NaN            NaN            NaN
  1308.27        2500.00        97.9626                 NaN            NaN  0.138371E-002  0.329662                 NaN  0.436591       0.790844                 NaN  0.478956                 NaN            NaN            NaN
  1305.76        2500.00        98.0115                 NaN            NaN            NaN  0.320716                 NaN  0.767150       0.432001                 NaN  0.468633                 NaN            NaN            NaN
  1303.26        2500.00        98.0586                 NaN            NaN  0.321581E-005  0.312076                 NaN  0.744201       0.426217                 NaN  0.458860                 NaN            NaN            NaN
  1300.75        2500.00        98.1045                 NaN            NaN            NaN  0.302906                 NaN  0.721553       0.421650                 NaN  0.449384                 NaN            NaN            NaN
  1298.25        2500.00        98.1498                 NaN            NaN            NaN  0.294642                 NaN  0.700352       0.415291                 NaN  0.439921                 NaN            NaN            NaN
  1295.74        2500.00        98.1930                 NaN            NaN            NaN  0.285825                 NaN  0.410846       0.679315                 NaN  0.431011                 NaN            NaN            NaN
  1293.23        2500.00        98.2371                 NaN            NaN            NaN  0.277401                 NaN  0.658053       0.405774                 NaN  0.421717                 NaN            NaN            NaN
  1290.73        2500.00        78.0326                 NaN            NaN            NaN   1.59710                 NaN   3.05003        3.68684                 NaN   2.88688        10.7466                 NaN            NaN
  1288.22        2500.00        78.3725                 NaN            NaN            NaN   1.46787                 NaN   3.87546        2.77744                 NaN   2.83847        10.6683                 NaN            NaN
  1285.71        2500.00        82.3950                 NaN            NaN            NaN   1.15620                 NaN   3.32152        2.17648                 NaN   2.33821        8.61261                 NaN            NaN
  1283.21        2500.00        80.6202                 NaN            NaN            NaN   1.28437                 NaN   3.50175        2.46391                 NaN   2.61790        9.51184                 NaN            NaN
  1280.70        2500.00        89.6228                 NaN            NaN            NaN  0.732867                 NaN  0.698853        2.36155                 NaN   1.43870        5.14522                 NaN            NaN
  1278.20        2500.00        86.9500                 NaN            NaN            NaN  0.745931                 NaN   2.19633        2.27276                 NaN   1.77565        6.05934                 NaN            NaN
  1275.69        2500.00        93.5361                 NaN            NaN            NaN  0.326588                 NaN   1.66755       0.688822                 NaN  0.836500        2.94447                 NaN            NaN
  1273.18        2500.00        90.8358                 NaN            NaN            NaN  0.549428                 NaN   1.96507        1.01626                 NaN   1.26605        4.36736                 NaN            NaN
  1270.68        2500.00        90.8027                 NaN            NaN            NaN  0.628382                 NaN  0.385671        2.29122                 NaN   1.22425        4.66779                 NaN            NaN
  1268.17        2500.00        93.1682                 NaN            NaN            NaN  0.387286                 NaN   2.51265                 NaN            NaN  0.983759        2.94812                 NaN            NaN
  1265.66        2500.00        93.1540                 NaN            NaN            NaN  0.389763                 NaN   1.76288       0.478570                 NaN  0.963378        3.25145                 NaN            NaN
  1263.16        2500.00        93.1205                 NaN            NaN            NaN  0.375231                 NaN  0.654314        1.66395                 NaN  0.960233        3.22574                 NaN            NaN
  1260.65        2500.00        92.6999                 NaN            NaN            NaN  0.376274                 NaN   2.23263       0.174213                 NaN   1.06310        3.45391                 NaN            NaN
  1258.15        2500.00        95.2694                 NaN            NaN            NaN  0.332290                 NaN   1.02036       0.522873                 NaN  0.618875        2.23621                 NaN            NaN
  1255.64        2500.00        94.2778                 NaN            NaN            NaN  0.347759                 NaN   1.19808       0.643984                 NaN  0.798561        2.73383                 NaN            NaN
  1253.13        2500.00        95.0198                 NaN            NaN            NaN  0.255610                 NaN   1.26384       0.430984                 NaN  0.696143        2.33367                 NaN            NaN
  1250.63        2500.00        94.6030                 NaN            NaN            NaN  0.295196                 NaN  0.216786        1.58624                 NaN  0.768698        2.53009                 NaN            NaN
  1248.12        2500.00        95.7714                 NaN            NaN            NaN  0.210827                 NaN  0.990279       0.438776                 NaN  0.571712        2.01704                 NaN            NaN
  1245.61        2500.00        95.4860                 NaN            NaN            NaN  0.210833                 NaN  0.297555        1.25779                 NaN  0.628460        2.11932                 NaN            NaN
  1243.11        2500.00        92.9975                 NaN            NaN            NaN  0.326191                 NaN  0.523034        1.34114                 NaN  0.853913        3.05021       0.908057                 NaN
  1240.60        2500.00        70.5034                 NaN            NaN            NaN   1.50652                 NaN   3.21812        1.48373                 NaN   2.93739        11.5751        8.77573                 NaN
  1238.10        2500.00        75.1314                 NaN            NaN            NaN   1.37857                 NaN   2.90882       0.792684                 NaN   2.43274        9.84511        7.51072                 NaN
  1235.59        2500.00        75.4294                 NaN            NaN            NaN  0.658334                 NaN  0.728700        4.38987                 NaN   2.51596        9.38089        6.89686                 NaN
  1233.08        2500.00        76.7986                 NaN            NaN            NaN  0.720856                 NaN   3.24031        1.15758                 NaN   2.40102        9.15510        6.52652                 NaN
  1230.58        2500.00        82.0934                 NaN            NaN            NaN  0.878894                 NaN  0.189109        2.68849                 NaN   1.62268        6.96840        5.55906                 NaN
  1228.07        2500.00        80.0050                 NaN            NaN            NaN  0.773187                 NaN   1.97264        1.42445                 NaN   1.94119        7.96201        5.92153                 NaN
  1225.56        2500.00        75.6405                 NaN            NaN            NaN  0.882318                 NaN   1.34071        2.63573                 NaN   2.31355        9.90280        7.28436                 NaN
  1223.06        2500.00        29.2721                 NaN            NaN            NaN   2.63475                 NaN   3.85370        6.00058                 NaN   6.24337        30.2393        21.7562                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN   3.06472                 NaN   4.53380        9.18439                 NaN   8.62906        43.4166        30.9162       0.255234     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   3.75677                 NaN   4.67652        8.32698                 NaN   8.59184        43.3877        31.2602                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN   3.70399                 NaN   8.52592        4.54078                 NaN   8.62292        43.4081        31.1983                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   4.00471                 NaN  0.526680E-002   1.69303        10.8492        8.66898        43.3750        31.4038                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN   3.69481                 NaN   7.94109        5.17118                 NaN   8.61487        43.3507        31.2273                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN   3.68996                 NaN   8.26977        4.84971                 NaN   8.62759        43.3365        31.2265                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN  0.178882                 NaN   17.5982                 NaN            NaN   8.90098        42.8569        29.4963       0.968820     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.7344       0.884923E-001            NaN   8.91979        42.8297        29.4089        1.01872     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.6767       0.146943                 NaN   8.92956        42.8211        29.4083        1.01746     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.2648       0.554189                 NaN   8.93191        42.8203        29.4098        1.01897     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.0896       0.727772                 NaN   8.93882        42.8149        29.4100        1.01888     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.86192        15.9387                 NaN   8.92366        42.8343        29.4146        1.02682     
  1190.48        2500.00                 NaN            NaN            NaN  0.368519        5.46148                 NaN   9.51212                 NaN            NaN   8.42790        43.7508        32.4792                 NaN
  1187.97        2500.00                 NaN            NaN            NaN  0.380787        5.42974                 NaN   9.54017       0.528436E-004            NaN   8.44493        43.7519        32.4524                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.03255        12.6079                 NaN   8.78154        43.0476        29.4249        1.10551     
  1182.96        2500.00                 NaN            NaN            NaN  0.593467        5.36575                 NaN   9.36223                 NaN            NaN   8.44780        43.7669        32.4639                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.93405        12.7167                 NaN   8.80293        43.0221        29.4259        1.09827     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.52036        16.2218                 NaN   8.99873        42.8405        29.3823        1.03638     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.79078        12.8722                 NaN   8.82789        42.9903        29.4280        1.09081     
  1172.93        2500.00                 NaN            NaN            NaN  0.889903        5.28642                 NaN   9.09227                 NaN            NaN   8.46591        43.7762        32.4893                 NaN
  1170.43        2500.00                 NaN            NaN            NaN  0.960259        5.26286                 NaN   9.03650                 NaN            NaN   8.47109        43.7772        32.4921                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.92722        15.8767                 NaN   9.01869        42.7496        29.4119        1.01592     
  1165.41        2500.00                 NaN            NaN            NaN   1.13926        5.20141                 NaN   8.89466       0.370705E-005            NaN   8.47929        43.7902        32.4952                 NaN
  1162.91        2500.00                 NaN            NaN            NaN   1.14376        5.20133                 NaN   8.87970       0.100198E-004            NaN   8.49929        43.7793        32.4966                 NaN
  1160.40        2500.00                 NaN            NaN            NaN   1.26354        5.16326                 NaN   8.79036                 NaN            NaN   8.48790        43.7924        32.5026                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.01283        15.7939                 NaN   9.05463        42.7153        29.4119        1.01152     
  1155.39        2500.00                 NaN            NaN            NaN   1.38291        5.13182                 NaN   8.68175                 NaN            NaN   8.49646        43.7934        32.5137                 NaN
  1152.88        2500.00                 NaN            NaN            NaN   6.35883                 NaN            NaN   8.24322                 NaN            NaN   8.82301        43.9911        31.1203        1.46352     
  1150.38        2500.00                 NaN            NaN            NaN   6.50116                 NaN            NaN   8.02245                 NaN            NaN   8.80137        44.0343        31.1598        1.48097     
  1147.87        2500.00                 NaN            NaN            NaN   7.64896                 NaN            NaN   6.03093                 NaN            NaN   8.70627        44.6142        31.4099        1.58976     
  1145.36        2500.00                 NaN            NaN            NaN  0.147805E-005            NaN            NaN   2.23109        15.5824                 NaN   9.08694        42.6758        29.4156        1.00823     
  1142.86        2500.00                 NaN            NaN            NaN   6.64079                 NaN            NaN   7.82027       0.819176E-005            NaN   8.82167        44.0324        31.1998        1.48506     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.10145        13.6062                 NaN   8.98863        42.8229        29.4278        1.05305     
  1137.84        2500.00                 NaN            NaN            NaN   6.59234                 NaN            NaN   7.89376                 NaN            NaN   8.81428        44.0263        31.1908        1.48251     
  1135.34        2500.00                 NaN            NaN            NaN   6.62069                 NaN            NaN   7.85448                 NaN            NaN   8.81894        44.0184        31.2023        1.48521     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.43376        15.3752                 NaN   9.13429        42.6376        29.4151        1.00395     
  1130.33        2500.00                 NaN            NaN            NaN   6.67701                 NaN            NaN   7.76570       0.126514E-005            NaN   8.83074        44.0133        31.2245        1.48879     
  1127.82        2500.00                 NaN            NaN            NaN   6.59533                 NaN            NaN   7.90385       0.160363E-004            NaN   8.84301        43.9838        31.1968        1.47722     
  1125.31        2500.00                 NaN            NaN            NaN   6.61585                 NaN            NaN   7.87025                 NaN            NaN   8.83960        43.9927        31.1996        1.48201     
  1122.81        2500.00                 NaN            NaN            NaN   7.62609                 NaN            NaN   6.17788       0.147457E-001            NaN   8.66305        44.5055        31.4310        1.58181     
  1120.30        2500.00                 NaN            NaN            NaN   6.84189                 NaN            NaN   7.53059                 NaN            NaN   8.83465        44.0307        31.2656        1.49661     
  1117.79        2500.00                 NaN            NaN            NaN   7.47774                 NaN            NaN   6.39636       0.227558E-003            NaN   8.67226        44.4736        31.3975        1.58225     
  1115.29        2500.00                 NaN            NaN            NaN   6.80567                 NaN            NaN   7.59809       0.357803E-005            NaN   8.86878        43.9620        31.2682        1.49722     
  1112.78        2500.00                 NaN            NaN            NaN   6.91021                 NaN            NaN   7.43045       0.178288E-005            NaN   8.83835        44.0322        31.2879        1.50090     
  1110.28        2500.00                 NaN            NaN            NaN   6.92793                 NaN            NaN   7.40537                 NaN            NaN   8.83992        44.0310        31.2940        1.50184     
  1107.77        2500.00                 NaN            NaN            NaN   6.94502                 NaN            NaN   7.38123                 NaN            NaN   8.84149        44.0296        31.2999        1.50276     
  1105.26        2500.00                 NaN            NaN            NaN   6.96172                 NaN            NaN   7.35772                 NaN            NaN   8.84307        44.0281        31.3058        1.50363     
  1102.76        2500.00                 NaN            NaN            NaN   6.97787                 NaN            NaN   7.33505                 NaN            NaN   8.84468        44.0265        31.3115        1.50446     
  1100.25        2500.00                 NaN            NaN            NaN   6.99362                 NaN            NaN   7.31302                 NaN            NaN   8.84631        44.0247        31.3171        1.50528     
  1097.74        2500.00                 NaN            NaN            NaN   7.47814                 NaN            NaN   6.39522       0.157355E-003            NaN   8.67282        44.4738        31.3974        1.58247     
  1095.24        2500.00                 NaN            NaN            NaN   7.02393                 NaN            NaN   7.27086                 NaN            NaN   8.84961        44.0208        31.3280        1.50678     
  1092.73        2500.00                 NaN            NaN            NaN   7.03851                 NaN            NaN   7.25069                 NaN            NaN   8.85130        44.0187        31.3333        1.50749     
  1090.23        2500.00                 NaN            NaN            NaN   7.05271                 NaN            NaN   7.23113                 NaN            NaN   8.85299        44.0164        31.3386        1.50816     
  1087.72        2500.00                 NaN            NaN            NaN   7.06664                 NaN            NaN   7.21198                 NaN            NaN   8.85472        44.0141        31.3437        1.50882     
  1085.21        2500.00                 NaN            NaN            NaN   7.08018                 NaN            NaN   7.19345                 NaN            NaN   8.85646        44.0116        31.3488        1.50945     
  1082.71        2500.00                 NaN            NaN            NaN   7.09342                 NaN            NaN   7.17540                 NaN            NaN   8.85822        44.0091        31.3538        1.51006     
  1080.20        2500.00                 NaN            NaN            NaN   7.10636                 NaN            NaN   7.15783                 NaN            NaN   8.85999        44.0064        31.3588        1.51064     
  1077.69        2500.00                 NaN            NaN            NaN   7.11477                 NaN            NaN   7.14801                 NaN            NaN   8.86059        44.0026        31.3627        1.51133     
  1075.19        2500.00                 NaN            NaN            NaN   7.72553                 NaN            NaN   5.95580                 NaN            NaN   8.73619        44.5409        31.4531        1.58851     
  1072.68        2500.00                 NaN            NaN            NaN   7.07974                 NaN            NaN   7.19722                 NaN            NaN   8.86710        43.9904        31.3553        1.51026     
  1070.18        2500.00                 NaN            NaN            NaN   7.15536                 NaN            NaN   7.09192                 NaN            NaN   8.86730        43.9948        31.3779        1.51276     
  1067.67        2500.00                 NaN            NaN            NaN   7.53053                 NaN            NaN   6.38223       0.305495E-005            NaN   8.67347        44.4032        31.4278        1.58272     
  1065.16        2500.00                 NaN            NaN            NaN   7.17835                 NaN            NaN   7.06140                 NaN            NaN   8.87109        43.9883        31.3871        1.51370     
  1062.66        2500.00                 NaN            NaN            NaN   7.18949                 NaN            NaN   7.04671                 NaN            NaN   8.87300        43.9850        31.3917        1.51414     
  1060.15        2500.00                 NaN            NaN            NaN   7.20043                 NaN            NaN   7.03236                 NaN            NaN   8.87495        43.9815        31.3962        1.51457     
  1057.64        2500.00                 NaN            NaN            NaN   7.21112                 NaN            NaN   7.01839                 NaN            NaN   8.87691        43.9780        31.4006        1.51498     
  1055.14        2500.00                 NaN            NaN            NaN   7.22163                 NaN            NaN   7.00473                 NaN            NaN   8.87890        43.9743        31.4050        1.51537     
  1052.63        2500.00                 NaN            NaN            NaN   7.51830                 NaN            NaN   6.43447                 NaN            NaN   8.67047        44.3634        31.4314        1.58200     
  1050.13        2500.00                 NaN            NaN            NaN   7.52873                 NaN            NaN   6.38508                 NaN            NaN   8.67414        44.4016        31.4275        1.58295     
  1047.62        2500.00                 NaN            NaN            NaN   7.52880                 NaN            NaN   6.38488                 NaN            NaN   8.67421        44.4016        31.4275        1.58297     
  1045.11        2500.00                 NaN            NaN            NaN   7.21919                 NaN            NaN   7.00674                 NaN            NaN   8.88816        43.9618        31.4074        1.51675     
  1042.61        2500.00                 NaN            NaN            NaN   7.20393                 NaN            NaN   7.03340                 NaN            NaN   8.89497        43.9454        31.4068        1.51557     
  1040.10        2500.00                 NaN            NaN            NaN   7.21936                 NaN            NaN   7.01417                 NaN            NaN   8.90072        43.9319        31.4164        1.51738     
  1037.59        2500.00                 NaN            NaN            NaN   7.24112                 NaN            NaN   6.97640                 NaN            NaN   8.89741        43.9449        31.4210        1.51917     
  1035.09        2500.00                 NaN            NaN            NaN   7.25102                 NaN            NaN   6.96781                 NaN            NaN   8.89945        43.9397        31.4245        1.51754     
  1032.58        2500.00                 NaN            NaN            NaN   7.24192                 NaN            NaN   6.99454                 NaN            NaN   8.90100        43.9162        31.4289        1.51749     
  1030.08        2500.00                 NaN            NaN            NaN   7.26774                 NaN            NaN   6.95245                 NaN            NaN   8.90048        43.9261        31.4345        1.51869     
  1027.57        2500.00                 NaN            NaN            NaN   7.32510                 NaN            NaN   6.87442                 NaN            NaN   8.90229        43.9282        31.4512        1.51871     
