|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1528.82        500.000        97.2478                 NaN            NaN            NaN  0.557731E-002            NaN  0.463415        2.28324                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        97.2393                 NaN            NaN            NaN  0.289277E-002            NaN  0.640590        2.11719                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        97.3279                 NaN            NaN            NaN  0.243015E-002            NaN  0.620338        2.04929                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        97.4129                 NaN            NaN            NaN  0.190425E-002            NaN  0.604407        1.98082                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        97.4937                 NaN            NaN            NaN  0.138994E-002            NaN  0.591212        1.91373                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        97.5701                 NaN            NaN            NaN  0.102205E-002            NaN  0.571587        1.85732                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        97.6423                 NaN            NaN            NaN  0.642495E-003            NaN  0.554205        1.80281                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        97.7088                 NaN            NaN            NaN  0.244779E-003            NaN  0.538559        1.75242                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        97.7795                 NaN            NaN            NaN  0.177644E-003            NaN  0.517942        1.70238                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        97.8414                 NaN            NaN            NaN  0.424321E-003            NaN  0.493526        1.66463                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        97.9012                 NaN            NaN            NaN            NaN            NaN  0.476073        1.62272                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        97.9563                 NaN            NaN            NaN            NaN            NaN  0.447799        1.59592                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.0141                 NaN            NaN            NaN            NaN            NaN  0.435001        1.55094                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.0655                 NaN            NaN            NaN            NaN            NaN  0.420506        1.51403                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.1160                 NaN            NaN            NaN            NaN            NaN  0.403151        1.48080                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.1610                 NaN            NaN            NaN            NaN            NaN  0.381115        1.45790                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.2104                 NaN            NaN            NaN            NaN            NaN  0.361129        1.42849                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.2480                 NaN            NaN            NaN            NaN            NaN  0.344633        1.40733                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.2963                 NaN            NaN            NaN            NaN            NaN  0.324449        1.37507       0.415822E-002            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.3077                 NaN            NaN            NaN            NaN            NaN  0.158498        1.28208       0.251678                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.3379                 NaN            NaN            NaN            NaN            NaN  0.113061        1.24192       0.307100                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.3728                 NaN            NaN            NaN            NaN            NaN  0.934928E-001   1.21105       0.322663                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.4014                 NaN            NaN            NaN  0.383027E-002            NaN            NaN   1.15990       0.434850                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.4331                 NaN            NaN            NaN  0.432387E-002            NaN            NaN  0.428472        1.13407                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.4652                 NaN            NaN            NaN  0.410983E-002            NaN            NaN   1.11144       0.419252                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.4960                 NaN            NaN            NaN  0.390769E-002            NaN            NaN   1.08877       0.411365                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.5256                 NaN            NaN            NaN  0.370450E-002            NaN            NaN  0.402523        1.06813                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.5544                 NaN            NaN            NaN  0.351987E-002            NaN            NaN   1.04663       0.395461                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5822                 NaN            NaN            NaN  0.333221E-002            NaN            NaN  0.387581        1.02685                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.6089                 NaN            NaN            NaN  0.315572E-002            NaN            NaN  0.380856        1.00707                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.6333                 NaN            NaN            NaN  0.299427E-002            NaN            NaN  0.989901       0.373835                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.6612                 NaN            NaN            NaN  0.281507E-002            NaN            NaN  0.366977       0.969053                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.6767                 NaN            NaN            NaN  0.266960E-002            NaN            NaN  0.362738       0.957904                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.7154                 NaN            NaN            NaN  0.249764E-002            NaN            NaN  0.929159       0.352953                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.7302                 NaN            NaN            NaN  0.235687E-002            NaN            NaN  0.348155       0.919307                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.7536                 NaN            NaN            NaN  0.220715E-002            NaN            NaN  0.902235       0.341993                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.7737                 NaN            NaN            NaN  0.206485E-002            NaN            NaN  0.335886       0.888339                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7959                 NaN            NaN            NaN  0.193216E-002            NaN            NaN  0.331138       0.871022                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.8158                 NaN            NaN            NaN  0.180219E-002            NaN            NaN  0.325708       0.856726                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.8348                 NaN            NaN            NaN  0.167519E-002            NaN            NaN  0.320127       0.843399                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.8543                 NaN            NaN            NaN  0.155235E-002            NaN            NaN  0.314794       0.829325                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.8725                 NaN            NaN            NaN  0.143467E-002            NaN            NaN  0.310259       0.815841                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.8856                 NaN            NaN            NaN  0.132006E-002            NaN            NaN  0.807298       0.305764                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.9125                 NaN            NaN            NaN  0.120979E-002            NaN            NaN  0.299930       0.786335                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.9234                 NaN            NaN            NaN  0.109295E-002            NaN            NaN  0.296691       0.778822                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.9422                 NaN            NaN            NaN  0.100348E-002            NaN            NaN  0.765211       0.291621                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.9571                 NaN            NaN            NaN  0.899524E-003            NaN            NaN  0.287770       0.754254                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.9723                 NaN            NaN            NaN  0.804256E-003            NaN            NaN  0.283978       0.742896                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.9871                 NaN            NaN            NaN  0.710392E-003            NaN            NaN  0.732831       0.279363                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        99.0016                 NaN            NaN            NaN  0.613262E-003            NaN            NaN  0.275218       0.722613                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        97.4874                 NaN            NaN            NaN  0.175485E-003            NaN            NaN  0.877723       0.842684                 NaN  0.791995                 NaN            NaN            NaN
  1401.00        500.000        97.1890                 NaN            NaN  0.260810E-001            NaN            NaN            NaN  0.951586       0.870602                 NaN  0.962690                 NaN            NaN            NaN
  1398.50        500.000        97.1466                 NaN            NaN  0.532106E-001            NaN            NaN            NaN   1.04004       0.756008                 NaN   1.00417                 NaN            NaN            NaN
  1395.99        500.000        97.2641                 NaN            NaN  0.503200E-001            NaN            NaN            NaN  0.999327       0.722899                 NaN  0.963316                 NaN            NaN            NaN
  1393.48        500.000        97.3826                 NaN            NaN  0.476126E-001            NaN            NaN            NaN  0.685866       0.962169                 NaN  0.921756                 NaN            NaN            NaN
  1390.98        500.000        97.4869                 NaN            NaN  0.450404E-001            NaN            NaN            NaN  0.656231       0.926634                 NaN  0.885211                 NaN            NaN            NaN
  1388.47        500.000        97.5844                 NaN            NaN  0.427306E-001            NaN            NaN            NaN  0.892851       0.628961                 NaN  0.851042                 NaN            NaN            NaN
  1385.96        500.000        97.6771                 NaN            NaN  0.404768E-001            NaN            NaN            NaN  0.862105       0.601979                 NaN  0.818325                 NaN            NaN            NaN
  1383.46        500.000        97.7635                 NaN            NaN  0.383235E-001            NaN            NaN            NaN  0.578091       0.832375                 NaN  0.787754                 NaN            NaN            NaN
  1380.95        500.000        97.8456                 NaN            NaN  0.362938E-001            NaN            NaN            NaN  0.804246       0.555206                 NaN  0.758642                 NaN            NaN            NaN
  1378.45        500.000        97.9223                 NaN            NaN  0.343270E-001            NaN            NaN            NaN  0.777213       0.534905                 NaN  0.731282                 NaN            NaN            NaN
  1375.94        500.000        7.37934        88.3547                 NaN  0.103112                 NaN            NaN            NaN  0.756838        1.83193                 NaN   1.57411                 NaN            NaN            NaN
  1373.43        500.000        34.1117        55.8836                 NaN  0.253539                 NaN            NaN            NaN   4.29655        1.73388                 NaN   3.72081                 NaN            NaN            NaN
  1370.93        500.000        54.6668        38.6291                 NaN  0.128464                 NaN            NaN            NaN   2.56354        1.59729                 NaN   2.41473                 NaN            NaN            NaN
  1368.42        500.000        70.4829        25.7198                 NaN  0.126216                 NaN            NaN            NaN   1.88159       0.328894                 NaN   1.46051                 NaN            NaN            NaN
  1365.91        500.000        80.8021        17.0951                 NaN  0.879654E-001            NaN            NaN            NaN   1.17545                 NaN            NaN  0.839329                 NaN            NaN            NaN
  1363.41        500.000        99.2560                 NaN            NaN  0.264078E-001            NaN            NaN            NaN  0.412503       0.170654E-001            NaN  0.288064                 NaN            NaN            NaN
  1360.90        500.000        99.5591                 NaN            NaN  0.993480E-002            NaN            NaN            NaN  0.192085       0.765251E-001            NaN  0.162397                 NaN            NaN            NaN
  1358.40        500.000        99.6682                 NaN            NaN  0.512038E-002            NaN            NaN            NaN  0.126455       0.816363E-001            NaN  0.118620                 NaN            NaN            NaN
  1355.89        500.000        99.7214                 NaN            NaN  0.314774E-002            NaN            NaN            NaN  0.974311E-001  0.800890E-001            NaN  0.979056E-001            NaN            NaN            NaN
  1353.38        500.000        99.7546                 NaN            NaN  0.216898E-002            NaN            NaN            NaN  0.763866E-001  0.814293E-001            NaN  0.854575E-001            NaN            NaN            NaN
  1350.88        500.000        99.7783                 NaN            NaN  0.153644E-002            NaN            NaN            NaN  0.705356E-001  0.729845E-001            NaN  0.766612E-001            NaN            NaN            NaN
  1348.37        500.000        95.9187        3.73538                 NaN  0.273710E-002            NaN            NaN            NaN  0.211255                 NaN            NaN  0.131897                 NaN            NaN            NaN
  1345.86        500.000        99.6443                 NaN            NaN            NaN            NaN            NaN            NaN  0.231263                 NaN            NaN  0.124404                 NaN            NaN            NaN
  1343.36        500.000        99.5981                 NaN            NaN            NaN  0.166226E-002            NaN            NaN  0.302605                 NaN            NaN  0.976230E-001            NaN            NaN            NaN
  1340.85        500.000        99.5558                 NaN            NaN            NaN            NaN            NaN            NaN  0.425687                 NaN            NaN  0.184946E-001            NaN            NaN            NaN
  1338.35        500.000        99.9357                 NaN            NaN            NaN  0.441513E-002            NaN            NaN            NaN            NaN            NaN  0.598631E-001            NaN            NaN            NaN
  1335.84        500.000        94.2757        5.70888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.154656E-001            NaN            NaN            NaN
  1333.33        500.000        99.9895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.105317E-001            NaN            NaN            NaN
  1330.83        500.000        99.6721                 NaN            NaN            NaN  0.523802E-002            NaN            NaN  0.267646                 NaN            NaN  0.550643E-001            NaN            NaN            NaN
  1328.32        500.000        99.7503                 NaN            NaN  0.423059E-001            NaN            NaN            NaN  0.581148E-001            NaN            NaN  0.149252                 NaN            NaN            NaN
  1325.81        500.000        99.6921                 NaN            NaN            NaN            NaN            NaN            NaN  0.192717                 NaN            NaN  0.115192                 NaN            NaN            NaN
  1323.31        500.000        99.9902                 NaN            NaN            NaN  0.351465E-003            NaN            NaN  0.948237E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1320.80        500.000        78.7847        20.8675                 NaN            NaN            NaN            NaN            NaN  0.207873       0.228972E-001            NaN  0.117026                 NaN            NaN            NaN
  1318.30        500.000        78.7288        21.0607                 NaN            NaN            NaN            NaN            NaN  0.607746E-001  0.786266E-001            NaN  0.711465E-001            NaN            NaN            NaN
  1315.79        500.000        78.4902        21.2972                 NaN            NaN            NaN            NaN            NaN  0.613450E-001  0.797418E-001            NaN  0.714481E-001            NaN            NaN            NaN
  1313.28        500.000        78.1582        21.6235                 NaN            NaN            NaN            NaN            NaN  0.629363E-001  0.824461E-001            NaN  0.729120E-001            NaN            NaN            NaN
  1310.78        500.000        77.7120        22.0612                 NaN            NaN            NaN            NaN            NaN  0.858583E-001  0.657254E-001            NaN  0.752574E-001            NaN            NaN            NaN
  1308.27        500.000        75.2505        24.2886                 NaN            NaN            NaN            NaN            NaN  0.220099       0.957431E-001            NaN  0.145062                 NaN            NaN            NaN
  1305.76        500.000        75.1945        24.6076                 NaN            NaN            NaN            NaN            NaN  0.743152E-001  0.572269E-001            NaN  0.663631E-001            NaN            NaN            NaN
  1303.26        500.000        77.2342        20.8848                 NaN            NaN            NaN            NaN            NaN   1.27185                 NaN            NaN  0.609121                 NaN            NaN            NaN
  1300.75        500.000        78.1324        21.5029                 NaN            NaN            NaN            NaN            NaN  0.236870                 NaN            NaN  0.127832                 NaN            NaN            NaN
  1298.25        500.000        77.6126        21.9873                 NaN            NaN            NaN            NaN            NaN  0.260315                 NaN            NaN  0.139738                 NaN            NaN            NaN
  1295.74        500.000        75.7953        22.6022                 NaN            NaN            NaN            NaN            NaN   1.02552                 NaN            NaN  0.554683       0.223395E-001            NaN            NaN
  1293.23        500.000        99.7305                 NaN            NaN            NaN            NaN            NaN            NaN  0.184009                 NaN            NaN  0.855322E-001            NaN            NaN            NaN
  1290.73        500.000        99.8442                 NaN            NaN            NaN            NaN            NaN            NaN  0.834382E-001            NaN            NaN  0.648355E-001  0.755375E-002            NaN            NaN
  1288.22        500.000        72.9937        26.8325                 NaN            NaN            NaN            NaN            NaN  0.899003E-001            NaN            NaN  0.720230E-001  0.118818E-001            NaN            NaN
  1285.71        500.000        72.5658        27.2442                 NaN            NaN            NaN            NaN            NaN  0.996379E-001            NaN            NaN  0.774920E-001  0.128166E-001            NaN            NaN
  1283.21        500.000        71.9145        27.8633                 NaN            NaN            NaN            NaN            NaN  0.261135E-001  0.952689E-001            NaN  0.855595E-001  0.152291E-001            NaN            NaN
  1280.70        500.000        70.3667        29.2527                 NaN            NaN            NaN            NaN            NaN  0.229924                 NaN            NaN  0.121921       0.288080E-001            NaN            NaN
  1278.20        500.000        68.3497        31.1969                 NaN            NaN            NaN            NaN            NaN  0.275656                 NaN            NaN  0.144703       0.330177E-001            NaN            NaN
  1275.69        500.000        65.3574        34.0565                 NaN            NaN            NaN            NaN            NaN  0.359255                 NaN            NaN  0.185997       0.408126E-001            NaN            NaN
  1273.18        500.000        60.2711        38.8574                 NaN            NaN            NaN            NaN            NaN  0.539191                 NaN            NaN  0.274055       0.582811E-001            NaN            NaN
  1270.68        500.000        48.2972        49.8762                 NaN            NaN            NaN            NaN            NaN   1.14520                 NaN            NaN  0.567247       0.114161                 NaN            NaN
  1268.17        500.000        10.8114        83.7463                 NaN            NaN            NaN            NaN            NaN   3.46261                 NaN            NaN   1.66402       0.315664                 NaN            NaN
  1265.66        500.000        4.31587        94.4932                 NaN            NaN            NaN            NaN            NaN  0.767095                 NaN            NaN  0.360653       0.631340E-001            NaN            NaN
  1263.16        500.000        98.9771                 NaN            NaN            NaN            NaN            NaN            NaN  0.654921                 NaN            NaN  0.314018       0.539679E-001            NaN            NaN
  1260.65        500.000        99.3785                 NaN            NaN            NaN            NaN            NaN            NaN  0.390102                 NaN            NaN  0.196428       0.350145E-001            NaN            NaN
  1258.15        500.000        99.3862                 NaN            NaN            NaN            NaN            NaN            NaN  0.386990                 NaN            NaN  0.193628       0.331629E-001            NaN            NaN
  1255.64        500.000        99.3962                 NaN            NaN            NaN            NaN            NaN            NaN  0.382092                 NaN            NaN  0.190166       0.315693E-001            NaN            NaN
  1253.13        500.000        99.4004                 NaN            NaN            NaN            NaN            NaN            NaN  0.380834                 NaN            NaN  0.189265       0.295176E-001            NaN            NaN
  1250.63        500.000        99.4107                 NaN            NaN            NaN            NaN            NaN            NaN  0.375430                 NaN            NaN  0.185850       0.280228E-001            NaN            NaN
  1248.12        500.000        99.4183                 NaN            NaN            NaN            NaN            NaN            NaN  0.371712                 NaN            NaN  0.183539       0.264101E-001            NaN            NaN
  1245.61        500.000        98.5750                 NaN            NaN            NaN            NaN            NaN            NaN  0.486638                 NaN            NaN  0.256804       0.389728E-001  0.642545                 NaN
  1243.11        500.000        96.5513                 NaN            NaN            NaN            NaN            NaN            NaN  0.760475                 NaN            NaN  0.427231       0.704790E-001   2.19047                 NaN
  1240.60        500.000        96.7481                 NaN            NaN            NaN            NaN            NaN            NaN  0.717438                 NaN            NaN  0.402647       0.642928E-001   2.06748                 NaN
  1238.10        500.000        96.9294                 NaN            NaN            NaN            NaN            NaN            NaN  0.677126                 NaN            NaN  0.379079       0.589251E-001   1.95545                 NaN
  1235.59        500.000        97.0934                 NaN            NaN            NaN            NaN            NaN            NaN  0.641591                 NaN            NaN  0.356414       0.543463E-001   1.85425                 NaN
  1233.08        500.000        97.2447                 NaN            NaN            NaN            NaN            NaN            NaN  0.608360                 NaN            NaN  0.336685       0.498591E-001   1.76043                 NaN
  1230.58        500.000        97.3828                 NaN            NaN            NaN            NaN            NaN            NaN  0.578378                 NaN            NaN  0.317803       0.459814E-001   1.67499                 NaN
  1228.07        500.000        97.5146                 NaN            NaN            NaN            NaN            NaN            NaN  0.548442                 NaN            NaN  0.299130       0.426173E-001   1.59524                 NaN
  1225.56        500.000        97.6297                 NaN            NaN            NaN            NaN            NaN            NaN  0.523998                 NaN            NaN  0.282290       0.396189E-001   1.52438                 NaN
  1223.06        500.000        87.8466                 NaN            NaN            NaN            NaN            NaN            NaN   1.37355                 NaN            NaN   1.02784       0.925389E-001   5.37048        4.28901     
  1220.55        500.000        57.1079                 NaN            NaN            NaN            NaN            NaN            NaN   4.47179                 NaN            NaN   3.44067       0.231581        17.2269        17.5211     
  1218.05        500.000        57.1605                 NaN            NaN            NaN            NaN            NaN            NaN   4.79210                 NaN            NaN   3.48237       0.200655        16.9391        17.4253     
  1215.54        500.000        61.7147                 NaN            NaN            NaN            NaN            NaN            NaN   4.45665                 NaN            NaN   3.14080       0.160777        14.9985        15.5286     
  1213.03        500.000        67.9105                 NaN            NaN            NaN            NaN            NaN            NaN   3.79976                 NaN            NaN   2.64306       0.125367        12.5213        13.0000     
  1210.53        500.000        73.3052                 NaN            NaN            NaN            NaN            NaN            NaN   3.17034                 NaN            NaN   2.19617       0.100106        10.4127        10.8155     
  1208.02        500.000        77.3103                 NaN            NaN            NaN            NaN            NaN            NaN   2.68658                 NaN            NaN   1.86575       0.817653E-001   8.86040        9.19520     
  1205.51        500.000        60.1265                 NaN            NaN            NaN            NaN   1.08457                 NaN   2.13032                 NaN            NaN   3.11631       0.210139        16.1269        17.2053     
  1203.01        500.000        98.2204                 NaN            NaN            NaN            NaN            NaN            NaN  0.345441       0.710362                 NaN  0.128956                 NaN  0.594871                 NaN
  1200.50        500.000        91.7803                 NaN            NaN            NaN            NaN            NaN            NaN   1.15527       0.481362E-001            NaN  0.665182       0.169855E-001   3.26242        3.07175     
  1197.99        500.000        84.4575                 NaN            NaN            NaN            NaN            NaN            NaN   1.45948       0.257102       0.135344E-003   1.22752       0.553441E-001   6.22257        6.32039     
  1195.49        500.000        80.3483                 NaN            NaN            NaN            NaN            NaN            NaN  0.398712        1.32528                 NaN   1.44174       0.858051E-001   8.09076        8.30936     
  1192.98        500.000        83.9301                 NaN            NaN            NaN            NaN            NaN            NaN   1.31007       0.566304       0.179454E-002   1.19210       0.546308E-001   6.64860        6.29645     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.63420        6.10223                 NaN   7.14801       0.309950        42.7440        41.0616     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.43590        1.26935       0.613884E-004   7.13172       0.316105        42.7908        41.0561     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN  0.864465E-001            NaN   8.56601       0.743019E-005            NaN   7.13682       0.318607        42.7991        41.0930     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.09330                 NaN   4.99487       0.129144E-001            NaN   6.72446       0.469449        43.8131        41.8919     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   2.10041                 NaN   4.99611       0.120072E-004            NaN   6.72382       0.469682        43.8131        41.8968     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   2.10404                 NaN   4.98911       0.154853E-002            NaN   6.72387       0.469660        43.8114        41.9004     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.37713        1.34887                 NaN   7.15439       0.310198        42.7404        41.0690     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33205        1.39549                 NaN   7.16153       0.309543        42.7318        41.0696     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.88714        1.84415       0.669338E-004   7.16237       0.309027        42.7234        41.0738     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.96224        1.77172                 NaN   7.16789       0.307814        42.7159        41.0745     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.54144        2.20734       0.560030E-004   7.17755       0.304216        42.6896        41.0798     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.35545        2.39602       0.140352E-003   7.18050       0.303433        42.6824        41.0821     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.88746        4.88254                 NaN   7.19902       0.298946        42.6441        41.0879     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.00443        2.75327       0.778566E-004   7.18764       0.301681        42.6660        41.0869     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN  0.514014                 NaN   7.87616       0.683128E-005            NaN   7.10640       0.334914        42.8695        41.2990     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.10898                 NaN   4.98290                 NaN            NaN   6.72249       0.469462        43.7940        41.9222     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   2.12055                 NaN   4.98454                 NaN            NaN   6.72406       0.469424        43.7640        41.9374     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   2.12421                 NaN   4.97907                 NaN            NaN   6.72411       0.469415        43.7622        41.9410     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   2.12784                 NaN   4.97365                 NaN            NaN   6.72415       0.469405        43.7604        41.9446     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.13145                 NaN   4.96827                 NaN            NaN   6.72421       0.469393        43.7586        41.9481     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   2.13503                 NaN   4.96293                 NaN            NaN   6.72426       0.469380        43.7567        41.9517     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.99255        3.79414                 NaN   7.21973       0.293760        42.5929        41.1069     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   2.14111                 NaN   4.94877       0.549699E-002            NaN   6.72467       0.469255        43.7523        41.9584     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN  0.781347                 NaN   7.46086                 NaN            NaN   7.09316       0.341633        42.8881        41.4349     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   2.14860                 NaN   4.94016       0.282422E-002            NaN   6.72469       0.469265        43.7488        41.9656     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.15222                 NaN   4.93549       0.211612E-002            NaN   6.72474       0.469257        43.7470        41.9692     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   2.15576                 NaN   4.93076       0.159609E-002            NaN   6.72481       0.469243        43.7451        41.9727     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   2.15925                 NaN   4.92598       0.122207E-002            NaN   6.72489       0.469226        43.7432        41.9762     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   2.16270                 NaN   4.92119       0.916950E-003            NaN   6.72498       0.469206        43.7413        41.9797     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   2.16611                 NaN   4.91640       0.704573E-003            NaN   6.72508       0.469183        43.7393        41.9832     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   2.16949                 NaN   4.91158       0.574895E-003            NaN   6.72519       0.469158        43.7373        41.9867     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   2.17284                 NaN   4.90681       0.446844E-003            NaN   6.72531       0.469130        43.7353        41.9902     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   2.17622                 NaN   4.90230                 NaN            NaN   6.72542       0.469106        43.7333        41.9937     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   2.17951                 NaN   4.89753                 NaN            NaN   6.72555       0.469074        43.7312        41.9971     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   2.18073                 NaN   4.88342       0.132514E-001            NaN   6.72632       0.468825        43.7277        41.9998     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   2.18442                 NaN   4.88092       0.102053E-001            NaN   6.72632       0.468841        43.7260        42.0033     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.18809                 NaN   4.87794       0.772324E-002            NaN   6.72636       0.468842        43.7241        42.0069     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.19135                 NaN   4.87341       0.667433E-002            NaN   6.72760       0.469050        43.7220        42.0099     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   2.18167                 NaN   4.92528                 NaN            NaN   6.72503       0.470034        43.6766        42.0213     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   2.18474                 NaN   4.92004                 NaN            NaN   6.72635       0.470223        43.6744        42.0242     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   2.18789                 NaN   4.91552                 NaN            NaN   6.72652       0.470176        43.6723        42.0276     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.19103                 NaN   4.91103                 NaN            NaN   6.72670       0.470128        43.6701        42.0310     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.19414                 NaN   4.90659                 NaN            NaN   6.72689       0.470078        43.6679        42.0344     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   2.19723                 NaN   4.90218                 NaN            NaN   6.72708       0.470027        43.6658        42.0377     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   2.20030                 NaN   4.89782                 NaN            NaN   6.72728       0.469973        43.6635        42.0411     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.20336                 NaN   4.89350                 NaN            NaN   6.72749       0.469918        43.6613        42.0444     
