|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/EETA/EETA_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1949.87        500.000        99.2155       0.773369       0.110840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.2155       0.773424       0.110840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.2154       0.773480       0.110840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.2154       0.773535       0.110840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.2153       0.773591       0.110841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.2153       0.773647       0.110841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.2152       0.773702       0.110841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.2152       0.773757       0.110841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.2151       0.773813       0.110841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.2150       0.773869       0.110842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.2150       0.773924       0.110842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.2149       0.773980       0.110842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.2149       0.774035       0.110842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.2148       0.774091       0.110843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.2148       0.774147       0.110843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.2147       0.774202       0.110843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.2147       0.774258       0.110843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.2146       0.774314       0.110844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.2145       0.774370       0.110844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.2145       0.774426       0.110844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.2144       0.774481       0.110845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.2144       0.774537       0.110845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.2143       0.774593       0.110846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.2143       0.774649       0.110846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.2142       0.774705       0.110846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.2142       0.774761       0.110847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.2141       0.774817       0.110847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.2140       0.774873       0.110848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.2140       0.774929       0.110848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.2139       0.774985       0.110849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.2139       0.775041       0.110849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.2138       0.775097       0.110850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.2138       0.775153       0.110850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.2137       0.775209       0.110851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.2137       0.775265       0.110851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.2136       0.775321       0.110852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.2135       0.775377       0.110852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.2135       0.775433       0.110853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.2134       0.775489       0.110853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.2134       0.775545       0.110854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.2133       0.775601       0.110854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.2133       0.775658       0.110855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.2132       0.775714       0.110856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.2131       0.775770       0.110856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.2131       0.775826       0.110857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.2130       0.775882       0.110858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.2130       0.775939       0.110858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.2129       0.775995       0.110859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.2129       0.776051       0.110860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.2128       0.776107       0.110860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.2128       0.776164       0.110861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.2127       0.776220       0.110862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.2126       0.776276       0.110862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.2126       0.776333       0.110863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.2125       0.776389       0.110864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.2125       0.776445       0.110865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.2124       0.776502       0.110865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.2124       0.776558       0.110866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.2123       0.776615       0.110867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.2122       0.776671       0.110868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.2122       0.776727       0.110869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.2121       0.776784       0.110869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.2121       0.776840       0.110870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.2120       0.776897       0.110871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.2120       0.776953       0.110872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.2119       0.777010       0.110873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.2118       0.777066       0.110874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.2118       0.777123       0.110874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.2117       0.777179       0.110875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.2117       0.777236       0.110876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.2116       0.777292       0.110877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.2116       0.777349       0.110878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.2115       0.777405       0.110879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.2115       0.777462       0.110880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.2114       0.777519       0.110881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.2113       0.777575       0.110882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.2113       0.777632       0.110883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.2112       0.777688       0.110884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2112       0.777745       0.110885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.2111       0.777802       0.110886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2111       0.777858       0.110887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2110       0.777915       0.110888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2109       0.777971       0.110889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2109       0.778028       0.110890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2108       0.778085       0.110891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2108       0.778141       0.110892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2107       0.778198       0.110893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2107       0.778254       0.110894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2106       0.778311       0.110895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2105       0.778368       0.110896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2105       0.778424       0.110897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2104       0.778481       0.110898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2104       0.778538       0.110900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2103       0.778594       0.110901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2103       0.778651       0.110902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2102       0.778708       0.110903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2101       0.778764       0.110904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2101       0.778821       0.110905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2100       0.778878       0.110906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2100       0.778934       0.110908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2099       0.778991       0.110909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2099       0.779048       0.110910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2098       0.779105       0.110911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2097       0.779161       0.110912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2097       0.779218       0.110914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2096       0.779275       0.110915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2096       0.779331       0.110916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2095       0.779388       0.110917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2095       0.779445       0.110918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2094       0.779501       0.110920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2093       0.779558       0.110921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2093       0.779615       0.110922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2092       0.779671       0.110924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2092       0.779728       0.110925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2091       0.779784       0.110926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2091       0.779841       0.110927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2090       0.779898       0.110929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2090       0.779955       0.110930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2089       0.780011       0.110931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2088       0.780068       0.110933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.8754       0.780218       0.375088E-002  0.340666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.9989                 NaN            NaN            NaN  0.111986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.9915                 NaN            NaN            NaN  0.849661E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.9936                 NaN            NaN            NaN  0.641783E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.9897                 NaN            NaN            NaN  0.103476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.9917                 NaN            NaN            NaN  0.829417E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.9918                 NaN            NaN            NaN  0.818756E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.9919                 NaN            NaN            NaN  0.814229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.9919                 NaN            NaN            NaN  0.807517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.9919                 NaN            NaN            NaN  0.807641E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.9921                 NaN            NaN            NaN  0.786182E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.9921                 NaN            NaN            NaN  0.786791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.9922                 NaN            NaN            NaN  0.781208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.9923                 NaN            NaN            NaN  0.772509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.9923                 NaN            NaN            NaN  0.765839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.9924                 NaN            NaN            NaN  0.759731E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.9925                 NaN            NaN            NaN  0.754557E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.9919                 NaN            NaN            NaN  0.808199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.9932                 NaN            NaN            NaN  0.680026E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.1541                 NaN            NaN  0.844830       0.103556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.7935                 NaN            NaN  0.191847       0.146217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4420                 NaN            NaN  0.550227       0.777909E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4446                 NaN            NaN  0.547654       0.774573E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4474                 NaN            NaN  0.544887       0.770640E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4501                 NaN            NaN  0.542253       0.766923E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4522                 NaN            NaN  0.540114       0.763843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4555                 NaN            NaN  0.536877       0.760258E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4595                 NaN            NaN  0.532989       0.754873E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4619                 NaN            NaN  0.530593       0.752435E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4657                 NaN            NaN  0.526845       0.747739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4686                 NaN            NaN  0.523940       0.743542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4711                 NaN            NaN  0.521513       0.740474E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4748                 NaN            NaN  0.517870       0.735820E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3460                 NaN            NaN  0.644667       0.935321E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.6197                 NaN            NaN  0.374983       0.528693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4860                 NaN            NaN  0.506798       0.722789E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4870                 NaN            NaN  0.505790       0.722286E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4956                 NaN            NaN  0.497330       0.710784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.4970                 NaN            NaN  0.495865       0.710022E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.5019                 NaN            NaN  0.491065       0.703713E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.5053                 NaN            NaN  0.487707       0.700181E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4372                 NaN            NaN  0.554832       0.796957E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5843                 NaN            NaN  0.409810       0.590560E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.9997                 NaN            NaN            NaN  0.325427E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0401                 NaN            NaN  0.946577       0.133441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0496                 NaN            NaN  0.843660E-001            NaN  0.865987                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5182                 NaN            NaN  0.375891E-004            NaN  0.481752                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.4661                 NaN            NaN  0.359860E-002            NaN   1.53033                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0175                 NaN            NaN  0.113363E-001            NaN  0.971125                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0258                 NaN            NaN  0.687974E-002            NaN  0.967294                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0425                 NaN            NaN  0.682509E-002            NaN  0.950644                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0517                 NaN            NaN  0.357508E-001            NaN  0.912594                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0719                 NaN            NaN  0.359121E-001            NaN  0.892178                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0743                 NaN            NaN            NaN            NaN  0.925707                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0997                 NaN            NaN  0.742654E-001            NaN  0.826022                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0970                 NaN            NaN            NaN            NaN  0.902962                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1065                 NaN            NaN            NaN            NaN  0.893478                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1178                 NaN            NaN  0.114166E-001            NaN  0.870741                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1271                 NaN            NaN            NaN            NaN  0.872901                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1351                 NaN            NaN            NaN            NaN  0.864923                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1459                 NaN            NaN            NaN            NaN  0.854129                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1846                 NaN            NaN  0.314269                 NaN  0.501120                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2041                 NaN            NaN            NaN            NaN  0.795887                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1718                 NaN            NaN            NaN            NaN  0.828234                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1804                 NaN            NaN            NaN            NaN  0.819582                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1383                 NaN            NaN            NaN            NaN  0.600909       0.260828                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9656                 NaN            NaN            NaN            NaN            NaN   1.03440                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9620                 NaN            NaN            NaN            NaN            NaN   1.03797                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9662                 NaN            NaN            NaN            NaN            NaN   1.03381                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9560                 NaN            NaN            NaN            NaN            NaN   1.04405                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9621                 NaN            NaN            NaN            NaN            NaN   1.03792                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9208                 NaN            NaN            NaN            NaN            NaN   1.07925                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9185                 NaN            NaN            NaN            NaN            NaN   1.08145                 NaN            NaN            NaN            NaN            NaN
