|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1466.17        500.000        98.7025                 NaN            NaN            NaN            NaN            NaN  0.165117E-001   1.28103                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.0660                 NaN            NaN            NaN            NaN            NaN   1.29057       0.643403                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.0956                 NaN            NaN            NaN            NaN            NaN   1.27052       0.633854                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.1255                 NaN            NaN            NaN            NaN            NaN   1.24878       0.625727                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.1564                 NaN            NaN            NaN            NaN            NaN   1.22769       0.615942                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.1831                 NaN            NaN            NaN            NaN            NaN   1.20954       0.607382                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.2105                 NaN            NaN            NaN            NaN            NaN   1.19082       0.598719                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.2377                 NaN            NaN            NaN            NaN            NaN   1.17005       0.592207                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.2619                 NaN            NaN            NaN            NaN            NaN  0.584234        1.15386                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.2861                 NaN            NaN            NaN            NaN            NaN  0.578667        1.13520                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.3108                 NaN            NaN            NaN            NaN            NaN   1.11898       0.570207                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3351                 NaN            NaN            NaN            NaN            NaN   1.10242       0.562456                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3555                 NaN            NaN            NaN            NaN            NaN  0.555974        1.08857                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3785                 NaN            NaN            NaN            NaN            NaN  0.548646        1.07289                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.3973                 NaN            NaN            NaN            NaN            NaN   1.05930       0.543440                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4190                 NaN            NaN            NaN            NaN            NaN   1.04422       0.536775                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4403                 NaN            NaN            NaN            NaN            NaN   1.03067       0.529004                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4593                 NaN            NaN            NaN            NaN            NaN  0.524963        1.01570                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4781                 NaN            NaN            NaN            NaN            NaN  0.520805        1.00108                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.4965                 NaN            NaN            NaN            NaN            NaN  0.989751       0.513734                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.5124                 NaN            NaN            NaN            NaN            NaN  0.978537       0.509087                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.5322                 NaN            NaN            NaN            NaN            NaN  0.502054       0.965781                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.5471                 NaN            NaN            NaN            NaN            NaN  0.954504       0.498429                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.5645                 NaN            NaN            NaN  0.115744E-001            NaN  0.913504       0.510412                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.5842                 NaN            NaN            NaN            NaN            NaN  0.485796       0.929973                 NaN            NaN            NaN            NaN
  1403.51        500.000        97.9171                 NaN            NaN            NaN            NaN            NaN  0.987167       0.791231       0.304493                 NaN            NaN            NaN
  1401.00        500.000        96.5702                 NaN            NaN            NaN            NaN            NaN   1.09455        1.41111       0.924154                 NaN            NaN            NaN
  1398.50        500.000        96.6561                 NaN            NaN            NaN            NaN            NaN   1.37644        1.06821       0.899262                 NaN            NaN            NaN
  1395.99        500.000        96.7411                 NaN            NaN            NaN            NaN            NaN   1.04222        1.34190       0.874754                 NaN            NaN            NaN
  1393.48        500.000        96.8199                 NaN            NaN            NaN            NaN            NaN   1.31121        1.01650       0.852385                 NaN            NaN            NaN
  1390.98        500.000        96.8997                 NaN            NaN            NaN            NaN            NaN   1.27890       0.991333       0.830080                 NaN            NaN            NaN
  1388.47        500.000        96.9727                 NaN            NaN            NaN            NaN            NaN  0.968412        1.25022       0.808706                 NaN            NaN            NaN
  1385.96        500.000        97.0396                 NaN            NaN            NaN            NaN            NaN   1.22376       0.947392       0.789265                 NaN            NaN            NaN
  1383.46        500.000        97.1020                 NaN            NaN            NaN            NaN            NaN  0.926389        1.20049       0.771070                 NaN            NaN            NaN
  1380.95        500.000        97.1669                 NaN            NaN            NaN            NaN            NaN   1.17395       0.906711       0.752385                 NaN            NaN            NaN
  1378.45        500.000        97.2237                 NaN            NaN            NaN            NaN            NaN   1.15359       0.887220       0.735521                 NaN            NaN            NaN
  1375.94        500.000        97.2805                 NaN            NaN            NaN            NaN            NaN  0.868868        1.13166       0.718955                 NaN            NaN            NaN
  1373.43        500.000        97.3310                 NaN            NaN            NaN            NaN            NaN  0.851871        1.11371       0.703379                 NaN            NaN            NaN
  1370.93        500.000        97.3851                 NaN            NaN            NaN            NaN            NaN  0.834256        1.09272       0.687930                 NaN            NaN            NaN
  1368.42        500.000        97.4352                 NaN            NaN            NaN            NaN            NaN   1.07483       0.816849       0.673163                 NaN            NaN            NaN
  1365.91        500.000        97.4804                 NaN            NaN            NaN            NaN            NaN   1.05789       0.802057       0.659642                 NaN            NaN            NaN
  1363.41        500.000        97.5234                 NaN            NaN            NaN            NaN            NaN   1.04369       0.786793       0.646152                 NaN            NaN            NaN
  1360.90        500.000        97.5633                 NaN            NaN            NaN            NaN            NaN   1.02996       0.772914       0.633870                 NaN            NaN            NaN
  1358.40        500.000        97.6048                 NaN            NaN            NaN            NaN            NaN   1.01558       0.758117       0.621478                 NaN            NaN            NaN
  1355.89        500.000        97.6419                 NaN            NaN            NaN            NaN            NaN  0.744779        1.00340       0.609957                 NaN            NaN            NaN
  1353.38        500.000        97.6775                 NaN            NaN  0.206667E-001            NaN            NaN  0.956406       0.743321       0.602071                 NaN            NaN            NaN
  1350.88        500.000        97.7024                 NaN            NaN  0.551287                 NaN            NaN   1.03064       0.534465E-001  0.662212                 NaN            NaN            NaN
  1348.37        500.000        97.7430                 NaN            NaN  0.551012                 NaN            NaN  0.331921E-001   1.02279       0.649995                 NaN            NaN            NaN
  1345.86        500.000        97.7859                 NaN            NaN  0.550247                 NaN            NaN  0.124474E-001   1.01436       0.637025                 NaN            NaN            NaN
  1343.36        500.000        97.8186                 NaN            NaN  0.546079                 NaN            NaN   1.00938                 NaN  0.625967                 NaN            NaN            NaN
  1340.85        500.000        97.8619                 NaN            NaN  0.540440                 NaN            NaN  0.985145                 NaN  0.612492                 NaN            NaN            NaN
  1338.35        500.000        97.8553                 NaN            NaN  0.542573                 NaN            NaN  0.987498                 NaN  0.614628                 NaN            NaN            NaN
  1335.84        500.000        97.9571                 NaN            NaN  0.509844                 NaN            NaN  0.954729                 NaN  0.578367                 NaN            NaN            NaN
  1333.33        500.000        97.9625                 NaN            NaN  0.509564                 NaN            NaN  0.950239                 NaN  0.577712                 NaN            NaN            NaN
  1330.83        500.000        97.9778                 NaN            NaN  0.516348                 NaN            NaN  0.931822                 NaN  0.574068                 NaN            NaN            NaN
  1328.32        500.000        98.0442                 NaN            NaN  0.484489                 NaN            NaN  0.919258       0.231161E-002  0.549773                 NaN            NaN            NaN
  1325.81        500.000        98.0579                 NaN            NaN  0.474171                 NaN            NaN  0.908094       0.153365E-001  0.544485                 NaN            NaN            NaN
  1323.31        500.000        98.0733                 NaN            NaN  0.417533                 NaN            NaN  0.845272       0.131203       0.532670                 NaN            NaN            NaN
  1320.80        500.000        98.1235                 NaN            NaN  0.466136                 NaN            NaN  0.886585                 NaN  0.523805                 NaN            NaN            NaN
  1318.30        500.000        98.1442                 NaN            NaN  0.457181                 NaN            NaN  0.882622                 NaN  0.516046                 NaN            NaN            NaN
  1315.79        500.000        98.1784                 NaN            NaN  0.447715                 NaN            NaN  0.869688                 NaN  0.504214                 NaN            NaN            NaN
  1313.28        500.000        98.2050                 NaN            NaN  0.439992                 NaN            NaN  0.859117                 NaN  0.495887                 NaN            NaN            NaN
  1310.78        500.000        98.1454                 NaN            NaN  0.429864                 NaN            NaN  0.882386                 NaN  0.504489       0.378126E-001            NaN            NaN
  1308.27        500.000        97.9619                 NaN            NaN  0.418113                 NaN            NaN  0.948513                 NaN  0.540145       0.131379                 NaN            NaN
  1305.76        500.000        98.0166                 NaN            NaN  0.408247                 NaN            NaN  0.924612                 NaN  0.524252       0.126295                 NaN            NaN
  1303.26        500.000        98.0530                 NaN            NaN  0.401973                 NaN            NaN  0.907686                 NaN  0.514412       0.122888                 NaN            NaN
  1300.75        500.000        98.2957                 NaN            NaN  0.380940                 NaN            NaN  0.731738                 NaN  0.524660       0.669308E-001            NaN            NaN
  1298.25        500.000        97.9319                 NaN            NaN  0.428819                 NaN            NaN  0.998053                 NaN  0.471525       0.169683                 NaN            NaN
  1295.74        500.000        98.1789                 NaN            NaN  0.380634                 NaN            NaN  0.848554                 NaN  0.480049       0.111877                 NaN            NaN
  1293.23        500.000        98.2175                 NaN            NaN  0.372932                 NaN            NaN  0.831955                 NaN  0.469236       0.108387                 NaN            NaN
  1290.73        500.000        98.2577                 NaN            NaN  0.365209                 NaN            NaN  0.813804                 NaN  0.458278       0.105008                 NaN            NaN
  1288.22        500.000        98.2951                 NaN            NaN  0.356860                 NaN            NaN  0.798489                 NaN  0.447802       0.101699                 NaN            NaN
  1285.71        500.000        98.3337                 NaN            NaN  0.349514                 NaN            NaN  0.780803                 NaN  0.437425       0.985844E-001            NaN            NaN
  1283.21        500.000        98.3706                 NaN            NaN  0.340602                 NaN            NaN  0.766410                 NaN  0.427023       0.953445E-001            NaN            NaN
  1280.70        500.000        98.3993                 NaN            NaN  0.340600                 NaN            NaN  0.745377                 NaN  0.421566       0.931937E-001            NaN            NaN
  1278.20        500.000        98.4456                 NaN            NaN  0.319102                 NaN            NaN  0.742973                 NaN  0.403655       0.886519E-001            NaN            NaN
  1275.69        500.000        98.4758                 NaN            NaN  0.317283                 NaN            NaN  0.722353                 NaN  0.397965       0.866081E-001            NaN            NaN
  1273.18        500.000        98.5106                 NaN            NaN  0.309250                 NaN            NaN  0.707843                 NaN  0.388478       0.838109E-001            NaN            NaN
  1270.68        500.000        98.5437                 NaN            NaN  0.301769                 NaN            NaN  0.694016                 NaN  0.379403       0.811439E-001            NaN            NaN
  1268.17        500.000        98.5756                 NaN            NaN  0.294412                 NaN            NaN  0.680979                 NaN  0.370476       0.785164E-001            NaN            NaN
  1265.66        500.000        98.6086                 NaN            NaN  0.284871                 NaN            NaN  0.669215                 NaN  0.361465       0.758918E-001            NaN            NaN
  1263.16        500.000        91.5467                 NaN            NaN  0.754405                 NaN            NaN   2.03237                 NaN   1.13558       0.306826        4.22411                 NaN
  1260.65        500.000        89.5102                 NaN            NaN  0.858156                 NaN            NaN   2.42648                 NaN   1.34376       0.366394        5.49505                 NaN
  1258.15        500.000        90.5741                 NaN            NaN  0.758956                 NaN            NaN   2.21403                 NaN   1.21220       0.325374        4.91536                 NaN
  1255.64        500.000        91.4493                 NaN            NaN  0.676254                 NaN            NaN   2.03745                 NaN   1.10281       0.291393        4.44284                 NaN
  1253.13        500.000        92.1717                 NaN            NaN  0.610053                 NaN            NaN   1.88857                 NaN   1.01153       0.263204        4.05493                 NaN
  1250.63        500.000        92.7930                 NaN            NaN  0.553180                 NaN            NaN   1.75769                 NaN  0.932207       0.238738        3.72516                 NaN
  1248.12        500.000        93.3284                 NaN            NaN  0.504022                 NaN            NaN   1.64400                 NaN  0.863146       0.217496        3.44290                 NaN
  1245.61        500.000        93.7951                 NaN            NaN  0.461908                 NaN            NaN   1.54312                 NaN  0.802156       0.198842        3.19885                 NaN
  1243.11        500.000        94.2108                 NaN            NaN  0.424282                 NaN            NaN   1.45209                 NaN  0.747340       0.182167        2.98332                 NaN
  1240.60        500.000        94.5845                 NaN            NaN  0.389619                 NaN            NaN   1.36973                 NaN  0.697464       0.167140        2.79158                 NaN
  1238.10        500.000        94.9158                 NaN            NaN  0.358837                 NaN            NaN   1.29704                 NaN  0.652806       0.153630        2.62192                 NaN
  1235.59        500.000        95.2199                 NaN            NaN  0.329431                 NaN            NaN   1.23041                 NaN  0.611491       0.141205        2.46751                 NaN
  1233.08        500.000        95.4938                 NaN            NaN  0.303023                 NaN            NaN   1.17036                 NaN  0.573922       0.129951        2.32899                 NaN
  1230.58        500.000        95.7466                 NaN            NaN  0.276863                 NaN            NaN   1.11631                 NaN  0.539083       0.119532        2.20164                 NaN
  1228.07        500.000        95.9745                 NaN            NaN  0.251770                 NaN            NaN   1.06989                 NaN  0.507405       0.109927        2.08651                 NaN
  1225.56        500.000        96.1859                 NaN            NaN  0.229189                 NaN            NaN   1.02557                 NaN  0.477857       0.101141        1.98039                 NaN
  1223.06        500.000        96.3303                 NaN            NaN  0.962850E-001            NaN            NaN  0.519867       0.622427       0.458082       0.867702E-001   1.88628                 NaN
  1220.55        500.000        96.4661                 NaN            NaN            NaN            NaN            NaN  0.981655       0.236657       0.439482       0.749049E-001   1.80121                 NaN
  1218.05        500.000        96.6325                 NaN            NaN            NaN            NaN            NaN  0.900902       0.262349       0.415961       0.690837E-001   1.71924                 NaN
  1215.54        500.000        96.7787                 NaN            NaN            NaN            NaN            NaN  0.924797       0.192447       0.396381       0.630276E-001   1.64466                 NaN
  1213.03        500.000        96.9324                 NaN            NaN            NaN            NaN            NaN  0.874825       0.188884       0.374424       0.583197E-001   1.57115                 NaN
  1210.53        500.000        78.8945                 NaN            NaN  0.691673                 NaN            NaN   2.78070                 NaN   1.83748       0.215579        8.02298        7.55706     
  1208.02        500.000        70.1480                 NaN            NaN   1.06774                 NaN            NaN   3.55722                 NaN   2.53784       0.278467        11.0605        11.3503     
  1205.51        500.000        74.4046                 NaN            NaN  0.917905                 NaN            NaN   3.04987                 NaN   2.16940       0.233994        9.48429        9.73998     
  1203.01        500.000        75.4693                 NaN            NaN  0.929656                 NaN            NaN   2.78589                 NaN   2.06379       0.225035        9.10212        9.42416     
  1200.50        500.000        80.9944                 NaN            NaN  0.662665                 NaN            NaN   2.31373                 NaN   1.61613       0.159964        7.06984        7.18325     
  1197.99        500.000        78.5994                 NaN            NaN  0.658276                 NaN            NaN   2.48891       0.643969E-003   1.80011       0.179950        7.94492        8.32777     
  1195.49        500.000        86.4126                 NaN            NaN            NaN            NaN            NaN   2.29496       0.163356E-002   1.15249       0.861529E-001   5.11427        4.93784     
  1192.98        500.000        82.8033                 NaN            NaN  0.691844                 NaN            NaN   1.71495                 NaN   1.39577       0.154784        6.61964        6.61970     
  1190.48        500.000        79.4521                 NaN            NaN            NaN            NaN            NaN   3.19402                 NaN   1.70043       0.116114        7.80713        7.73020     
  1187.97        500.000        61.7466                 NaN            NaN            NaN            NaN            NaN   4.42549       0.789667        3.01871       0.221146        15.1613        14.6370     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.69615        2.72374        7.53391       0.597435        40.6715        38.7773     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.85113        2.57275        7.54000       0.595505        40.6630        38.7776     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.93931        2.49040        7.54776       0.592706        40.6518        38.7780     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1843        2.25077        7.55372       0.590338        40.6424        38.7784     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.4012        2.03545        7.56029       0.589670        40.6343        38.7791     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.31245        11.1251        7.56546       0.587656        40.6310        38.7784     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.6598        1.78747        7.57439       0.585114        40.6117        38.7816     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.5591        1.89349        7.57189       0.582873        40.6126        38.7800     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.6589        1.80296        7.58743       0.578039        40.5939        38.7789     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.5483        1.91964        7.58228       0.576430        40.5924        38.7810     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.2897        1.18201        7.59851       0.573520        40.5763        38.7799     
  1157.89        500.000                 NaN            NaN            NaN  0.399840E-004            NaN            NaN   11.6037       0.872365        7.60451       0.571372        40.5682        38.7798     
  1155.39        500.000                 NaN            NaN            NaN   2.95389                 NaN            NaN   8.06306                 NaN   7.35161       0.796251        41.2491        39.5861     
  1152.88        500.000                 NaN            NaN            NaN   3.00161                 NaN            NaN   7.99397                 NaN   7.34633       0.799250        41.2587        39.6001     
  1150.38        500.000                 NaN            NaN            NaN   3.06509                 NaN            NaN   7.89945                 NaN   7.34228       0.804089        41.2706        39.6184     
  1147.87        500.000                 NaN            NaN            NaN   3.11977                 NaN            NaN   7.81796                 NaN   7.33890       0.808155        41.2811        39.6341     
  1145.36        500.000                 NaN            NaN            NaN   3.16817                 NaN            NaN   7.74576                 NaN   7.33631       0.811765        41.2900        39.6480     
  1142.86        500.000                 NaN            NaN            NaN   3.21876                 NaN            NaN   7.67021                 NaN   7.33333       0.815520        41.2996        39.6625     
  1140.35        500.000                 NaN            NaN            NaN   3.24015                 NaN            NaN   7.64069                 NaN   7.33244       0.816177        41.3021        39.6685     
  1137.84        500.000                 NaN            NaN            NaN   3.29928                 NaN            NaN   7.55121                 NaN   7.32925       0.821215        41.3128        39.6862     
  1135.34        500.000                 NaN            NaN            NaN   3.33638                 NaN            NaN   7.49650                 NaN   7.32761       0.823823        41.3185        39.6972     
  1132.83        500.000                 NaN            NaN            NaN   3.37070                 NaN            NaN   7.44596                 NaN   7.32615       0.826203        41.3237        39.7073     
  1130.33        500.000                 NaN            NaN            NaN   3.40609                 NaN            NaN   7.39376                 NaN   7.32459       0.828695        41.3291        39.7178     
  1127.82        500.000                 NaN            NaN            NaN   3.43830                 NaN            NaN   7.34622                 NaN   7.32374       0.830807        41.3332        39.7277     
  1125.31        500.000                 NaN            NaN            NaN   3.46049                 NaN            NaN   7.31354                 NaN   7.32204       0.832279        41.3371        39.7345     
  1122.81        500.000                 NaN            NaN            NaN   3.50623                 NaN            NaN   7.24569                 NaN   7.31970       0.836603        41.3442        39.7475     
  1120.30        500.000                 NaN            NaN            NaN   3.52825                 NaN            NaN   7.21449                 NaN   7.31988       0.837227        41.3455        39.7546     
  1117.79        500.000                 NaN            NaN            NaN   3.55018                 NaN            NaN   7.18156                 NaN   7.32020       0.838769        41.3483        39.7610     
  1115.29        500.000                 NaN            NaN            NaN   3.58135                 NaN            NaN   7.13820                 NaN   7.32089       0.840261        41.3478        39.7715     
  1112.78        500.000                 NaN            NaN            NaN   3.59773                 NaN            NaN   7.11153                 NaN   7.31807       0.842595        41.3541        39.7760     
  1110.28        500.000                 NaN            NaN            NaN   3.62036                 NaN            NaN   7.08031                 NaN   7.31843       0.843000        41.3553        39.7826     
  1107.77        500.000                 NaN            NaN            NaN   3.64213                 NaN            NaN   7.04894                 NaN   7.31767       0.844376        41.3575        39.7894     
  1105.26        500.000                 NaN            NaN            NaN   3.71672                 NaN            NaN   6.91526                 NaN   7.30159       0.859104        41.3993        39.8080     
  1102.76        500.000                 NaN            NaN            NaN   3.68502                 NaN            NaN   6.98686                 NaN   7.31707       0.847102        41.3612        39.8027     
  1100.25        500.000                 NaN            NaN            NaN   3.70517                 NaN            NaN   6.95805                 NaN   7.31682       0.848311        41.3624        39.8092     
  1097.74        500.000                 NaN            NaN            NaN   3.72464                 NaN            NaN   6.93014                 NaN   7.31686       0.849498        41.3635        39.8154     
  1095.24        500.000                 NaN            NaN            NaN   3.74222                 NaN            NaN   6.90497                 NaN   7.31674       0.850527        41.3646        39.8209     
  1092.73        500.000                 NaN            NaN            NaN   3.75946                 NaN            NaN   6.88058                 NaN   7.31690       0.851487        41.3651        39.8265     
  1090.23        500.000                 NaN            NaN            NaN   3.77658                 NaN            NaN   6.85634                 NaN   7.31707       0.852452        41.3655        39.8321     
  1087.72        500.000                 NaN            NaN            NaN   3.88502                 NaN            NaN   6.65273                 NaN   7.29011       0.870389        41.4471        39.8546     
  1085.21        500.000                 NaN            NaN            NaN   3.88502                 NaN            NaN   6.65273                 NaN   7.29011       0.870389        41.4471        39.8546     
  1082.71        500.000                 NaN            NaN            NaN   3.82750                 NaN            NaN   6.78218                 NaN   7.31649       0.855846        41.3698        39.8482     
  1080.20        500.000                 NaN            NaN            NaN   3.85253                 NaN            NaN   6.74265                 NaN   7.31453       0.858154        41.3768        39.8553     
  1077.69        500.000                 NaN            NaN            NaN   3.87082                 NaN            NaN   6.71369                 NaN   7.31298       0.859921        41.3821        39.8605     
  1075.19        500.000                 NaN            NaN            NaN   3.88707                 NaN            NaN   6.68746                 NaN   7.31187       0.861569        41.3872        39.8648     
  1072.68        500.000                 NaN            NaN            NaN   3.89903                 NaN            NaN   6.66935                 NaN   7.31097       0.862550        41.3894        39.8687     
  1070.18        500.000                 NaN            NaN            NaN   3.92336                 NaN            NaN   6.61247                 NaN   7.29878       0.869117        41.4256        39.8707     
  1067.67        500.000                 NaN            NaN            NaN   3.92687                 NaN            NaN   6.60672                 NaN   7.29841       0.869497        41.4269        39.8716     
  1065.16        500.000                 NaN            NaN            NaN   3.92985                 NaN            NaN   6.60180                 NaN   7.29806       0.869832        41.4280        39.8724     
  1062.66        500.000                 NaN            NaN            NaN   3.93236                 NaN            NaN   6.59759                 NaN   7.29774       0.870128        41.4291        39.8731     
  1060.15        500.000                 NaN            NaN            NaN   3.93455                 NaN            NaN   6.59411                 NaN   7.29758       0.870342        41.4297        39.8737     
  1057.64        500.000                 NaN            NaN            NaN   3.96393                 NaN            NaN   6.59494                 NaN   7.32245       0.862227        41.3611        39.8954     
  1055.14        500.000                 NaN            NaN            NaN   3.93232                 NaN            NaN   6.59007                 NaN   7.29358       0.871917        41.4410        39.8711     
  1052.63        500.000                 NaN            NaN            NaN   3.98717                 NaN            NaN   6.56363                 NaN   7.32379       0.863204        41.3587        39.9035     
  1050.13        500.000                 NaN            NaN            NaN   3.99958                 NaN            NaN   6.54631                 NaN   7.32437       0.863867        41.3580        39.9078     
  1047.62        500.000                 NaN            NaN            NaN   4.08309                 NaN            NaN   6.43161                 NaN   7.32950       0.867764        41.3500        39.9380     
  1045.11        500.000                 NaN            NaN            NaN   4.02172                 NaN            NaN   6.51648                 NaN   7.32604       0.864790        41.3551        39.9159     
  1042.61        500.000                 NaN            NaN            NaN   4.03251                 NaN            NaN   6.50209                 NaN   7.32698       0.865212        41.3534        39.9198     
  1040.10        500.000                 NaN            NaN            NaN   4.04231                 NaN            NaN   6.48955                 NaN   7.32807       0.865469        41.3510        39.9236     
  1037.59        500.000                 NaN            NaN            NaN   4.05280                 NaN            NaN   6.47628                 NaN   7.32930       0.865777        41.3480        39.9279     
  1035.09        500.000                 NaN            NaN            NaN   4.06201                 NaN            NaN   6.46378                 NaN   7.32985       0.866177        41.3471        39.9311     
  1032.58        500.000                 NaN            NaN            NaN   4.07226                 NaN            NaN   6.45057                 NaN   7.33113       0.866511        41.3443        39.9352     
  1030.08        500.000                 NaN            NaN            NaN   4.08077                 NaN            NaN   6.43976                 NaN   7.33225       0.866659        41.3422        39.9384     
  1027.57        500.000                 NaN            NaN            NaN   4.09110                 NaN            NaN   6.42644                 NaN   7.33336       0.867069        41.3395        39.9426     
  1025.06        500.000                 NaN            NaN            NaN   4.10045                 NaN            NaN   6.41429                 NaN   7.33443       0.867362        41.3373        39.9462     
  1022.56        500.000                 NaN            NaN            NaN   4.10945                 NaN            NaN   6.40289                 NaN   7.33561       0.867600        41.3347        39.9497     
  1020.05        500.000                 NaN            NaN            NaN   4.11852                 NaN            NaN   6.39133                 NaN   7.33678       0.867842        41.3322        39.9533     
  1017.54        500.000                 NaN            NaN            NaN   4.12732                 NaN            NaN   6.38019                 NaN   7.33798       0.868090        41.3296        39.9568     
  1015.04        500.000                 NaN            NaN            NaN   4.18404                 NaN            NaN   6.30546                 NaN   7.34442       0.870172        41.3170        39.9789     
  1012.53        500.000                 NaN            NaN            NaN   4.18461                 NaN            NaN   6.30474                 NaN   7.34446       0.870192        41.3168        39.9792     
  1010.03        500.000                 NaN            NaN            NaN   4.18518                 NaN            NaN   6.30401                 NaN   7.34453       0.870209        41.3167        39.9794     
  1007.52        500.000                 NaN            NaN            NaN   4.18575                 NaN            NaN   6.30329                 NaN   7.34465       0.870217        41.3165        39.9796     
  1005.01        500.000                 NaN            NaN            NaN   4.16938                 NaN            NaN   6.32807                 NaN   7.34464       0.868958        41.3147        39.9742     
  1002.51        500.000                 NaN            NaN            NaN   4.17786                 NaN            NaN   6.31716                 NaN   7.34568       0.869287        41.3124        39.9776     
  1000.00        500.000                 NaN            NaN            NaN   4.18620                 NaN            NaN   6.30697                 NaN   7.34737       0.869420        41.3087        39.9813     
