|6.6.6
Archiving\03_Data\eqLP/QFM_m3.75/Y98/Y98_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1253.21        500.000                 NaN            NaN  0.964209                 NaN  0.434325        15.9830        26.9109        17.5350        28.0472        10.1254     
  1250.00        500.000                 NaN            NaN  0.964209                 NaN  0.434325        15.9830        26.9109        17.5350        28.0472        10.1254     
  1246.79        500.000                 NaN            NaN  0.964209                 NaN  0.434325        15.9830        26.9109        17.5350        28.0472        10.1254     
  1243.59        500.000                 NaN            NaN  0.964209                 NaN  0.434325        15.9830        26.9109        17.5350        28.0472        10.1254     
  1240.38        500.000                 NaN            NaN  0.964209                 NaN  0.434325        15.9830        26.9109        17.5350        28.0472        10.1254     
  1237.18        500.000                 NaN            NaN  0.964209                 NaN  0.434325        15.9830        26.9109        17.5350        28.0472        10.1254     
  1233.97        500.000                 NaN            NaN  0.964209                 NaN  0.434325        15.9830        26.9109        17.5350        28.0472        10.1254     
  1230.77        500.000                 NaN            NaN  0.964210                 NaN  0.430741        16.0544        28.2802        17.7092        26.3431        10.2181     
  1227.56        500.000                 NaN            NaN  0.964210                 NaN  0.430741        16.0544        28.2802        17.7092        26.3431        10.2181     
  1224.36        500.000                 NaN            NaN  0.964210                 NaN  0.430741        16.0544        28.2802        17.7092        26.3431        10.2181     
  1221.15        500.000                 NaN            NaN  0.964210                 NaN  0.430741        16.0544        28.2802        17.7092        26.3431        10.2181     
  1217.95        500.000                 NaN            NaN  0.964210                 NaN  0.430741        16.0544        28.2802        17.7092        26.3431        10.2181     
  1214.74        500.000                 NaN            NaN  0.964210                 NaN  0.430741        16.0544        28.2802        17.7092        26.3431        10.2181     
  1211.54        500.000                 NaN            NaN  0.964210                 NaN  0.430741        16.0544        28.2802        17.7092        26.3431        10.2181     
  1208.33        500.000                 NaN            NaN  0.964210                 NaN  0.430741        16.0544        28.2802        17.7092        26.3431        10.2181     
  1205.13        500.000                 NaN            NaN  0.964211                 NaN  0.434932        16.1161        29.5067        24.8432        17.8262        10.3088     
  1201.92        500.000                 NaN            NaN  0.964211                 NaN  0.434932        16.1161        29.5067        24.8432        17.8262        10.3088     
  1198.72        500.000                 NaN            NaN  0.964211                 NaN  0.434932        16.1161        29.5067        24.8432        17.8262        10.3088     
  1195.51        500.000                 NaN            NaN  0.964211                 NaN  0.434932        16.1161        29.5067        24.8432        17.8262        10.3088     
  1192.31        500.000                 NaN            NaN  0.964211                 NaN  0.434932        16.1161        29.5067        24.8432        17.8262        10.3088     
  1189.10        500.000                 NaN            NaN  0.964211                 NaN  0.434932        16.1161        29.5067        24.8432        17.8262        10.3088     
  1185.90        500.000                 NaN            NaN  0.964211                 NaN  0.434932        16.1161        29.5067        24.8432        17.8262        10.3088     
  1182.69        500.000                 NaN            NaN  0.964211                 NaN  0.434932        16.1161        29.5067        24.8432        17.8262        10.3088     
  1179.49        500.000                 NaN            NaN  0.964212                 NaN  0.445428        16.1698        30.6374        17.9081        23.4810        10.3940     
  1176.28        500.000                 NaN            NaN  0.964212                 NaN  0.445428        16.1698        30.6374        17.9081        23.4810        10.3940     
  1173.08        500.000                 NaN            NaN  0.964212                 NaN  0.445428        16.1698        30.6374        17.9081        23.4810        10.3940     
  1169.87        500.000                 NaN            NaN  0.964212                 NaN  0.445428        16.1698        30.6374        17.9081        23.4810        10.3940     
  1166.67        500.000                 NaN            NaN  0.964212                 NaN  0.445428        16.1698        30.6374        17.9081        23.4810        10.3940     
  1163.46        500.000                 NaN            NaN  0.964212                 NaN  0.445428        16.1698        30.6374        17.9081        23.4810        10.3940     
  1160.26        500.000                 NaN            NaN  0.964212                 NaN  0.445428        16.1698        30.6374        17.9081        23.4810        10.3940     
  1157.05        500.000                 NaN            NaN  0.964212                 NaN  0.445428        16.1698        30.6374        17.9081        23.4810        10.3940     
  1153.85        500.000                 NaN            NaN  0.964214                 NaN  0.462225        16.2166        31.6784        22.2427        17.9582        10.4776     
  1150.64        500.000                 NaN            NaN  0.964214                 NaN  0.462225        16.2166        31.6784        22.2427        17.9582        10.4776     
  1147.44        500.000                 NaN            NaN  0.964214                 NaN  0.462225        16.2166        31.6784        22.2427        17.9582        10.4776     
  1144.23        500.000                 NaN            NaN  0.964214                 NaN  0.462225        16.2166        31.6784        22.2427        17.9582        10.4776     
  1141.03        500.000                 NaN            NaN  0.964214                 NaN  0.462225        16.2166        31.6784        22.2427        17.9582        10.4776     
  1137.82        500.000                 NaN            NaN  0.964214                 NaN  0.462225        16.2166        31.6784        22.2427        17.9582        10.4776     
  1134.62        500.000                 NaN            NaN  0.964214                 NaN  0.462225        16.2166        31.6784        22.2427        17.9582        10.4776     
  1131.41        500.000                 NaN            NaN  0.964214                 NaN  0.462225        16.2166        31.6784        22.2427        17.9582        10.4776     
  1128.21        500.000                 NaN            NaN  0.964215                 NaN  0.484688        16.2572        32.6516        17.9856        21.0996        10.5571     
  1125.00        500.000                 NaN            NaN  0.964215                 NaN  0.484688        16.2572        32.6516        17.9856        21.0996        10.5571     
  1121.79        500.000                 NaN            NaN  0.964215                 NaN  0.484688        16.2572        32.6516        17.9856        21.0996        10.5571     
  1118.59        500.000                 NaN            NaN  0.964215                 NaN  0.484688        16.2572        32.6516        17.9856        21.0996        10.5571     
  1115.38        500.000                 NaN            NaN  0.964215                 NaN  0.484688        16.2572        32.6516        17.9856        21.0996        10.5571     
  1112.18        500.000                 NaN            NaN  0.964215                 NaN  0.484688        16.2572        32.6516        17.9856        21.0996        10.5571     
  1108.97        500.000                 NaN            NaN  0.964215                 NaN  0.484688        16.2572        32.6516        17.9856        21.0996        10.5571     
  1105.77        500.000                 NaN            NaN  0.964215                 NaN  0.484688        16.2572        32.6516        17.9856        21.0996        10.5571     
  1102.56        500.000                 NaN            NaN  0.964216                 NaN  0.512116        16.2917        33.5707        20.0330        17.9944        10.6338     
  1099.36        500.000                 NaN            NaN  0.964216                 NaN  0.512116        16.2917        33.5707        20.0330        17.9944        10.6338     
  1096.15        500.000                 NaN            NaN  0.964216                 NaN  0.512116        16.2917        33.5707        20.0330        17.9944        10.6338     
  1092.95        500.000                 NaN            NaN  0.964216                 NaN  0.512116        16.2917        33.5707        20.0330        17.9944        10.6338     
  1089.74        500.000                 NaN            NaN  0.964216                 NaN  0.512116        16.2917        33.5707        20.0330        17.9944        10.6338     
  1086.54        500.000                 NaN            NaN  0.964216                 NaN  0.512116        16.2917        33.5707        20.0330        17.9944        10.6338     
  1083.33        500.000                 NaN            NaN  0.964216                 NaN  0.512116        16.2917        33.5707        20.0330        17.9944        10.6338     
  1080.13        500.000                 NaN            NaN  0.964216                 NaN  0.512116        16.2917        33.5707        20.0330        17.9944        10.6338     
  1076.92        500.000                 NaN            NaN  0.964218                 NaN  0.545336        16.3197        34.4329        17.9833        19.0443        10.7103     
  1073.72        500.000                 NaN            NaN  0.964218                 NaN  0.545336        16.3197        34.4329        17.9833        19.0443        10.7103     
  1070.51        500.000                 NaN            NaN  0.964218                 NaN  0.545336        16.3197        34.4329        17.9833        19.0443        10.7103     
  1067.31        500.000                 NaN            NaN  0.964218                 NaN  0.545336        16.3197        34.4329        17.9833        19.0443        10.7103     
  1064.10        500.000                 NaN            NaN  0.964218                 NaN  0.545336        16.3197        34.4329        17.9833        19.0443        10.7103     
  1060.90        500.000                 NaN            NaN  0.964218                 NaN  0.545336        16.3197        34.4329        17.9833        19.0443        10.7103     
  1057.69        500.000                 NaN            NaN  0.964218                 NaN  0.545336        16.3197        34.4329        17.9833        19.0443        10.7103     
  1054.49        500.000                 NaN            NaN  0.964218                 NaN  0.545336        16.3197        34.4329        17.9833        19.0443        10.7103     
  1051.28        500.000                 NaN            NaN  0.964219                 NaN  0.583241        16.3416        35.2594        18.1065        17.9619        10.7832     
  1048.08        500.000                 NaN            NaN  0.964219                 NaN  0.583241        16.3416        35.2594        18.1065        17.9619        10.7832     
  1044.87        500.000                 NaN            NaN  0.964219                 NaN  0.583241        16.3416        35.2594        18.1065        17.9619        10.7832     
  1041.67        500.000                 NaN            NaN  0.964219                 NaN  0.583241        16.3416        35.2594        18.1065        17.9619        10.7832     
  1038.46        500.000                 NaN            NaN  0.964219                 NaN  0.583241        16.3416        35.2594        18.1065        17.9619        10.7832     
  1035.26        500.000                 NaN            NaN  0.964219                 NaN  0.583241        16.3416        35.2594        18.1065        17.9619        10.7832     
  1032.05        500.000                 NaN            NaN  0.964219                 NaN  0.583241        16.3416        35.2594        18.1065        17.9619        10.7832     
  1028.85        500.000                 NaN            NaN  0.964219                 NaN  0.583241        16.3416        35.2594        18.1065        17.9619        10.7832     
  1025.64        500.000                 NaN            NaN  0.964221                 NaN  0.626703        16.3607        36.0465        17.2238        17.9199        10.8582     
  1022.44        500.000                 NaN            NaN  0.964221                 NaN  0.626703        16.3607        36.0465        17.2238        17.9199        10.8582     
  1019.23        500.000                 NaN            NaN  0.964221                 NaN  0.626703        16.3607        36.0465        17.2238        17.9199        10.8582     
  1016.03        500.000                 NaN            NaN  0.964221                 NaN  0.626703        16.3607        36.0465        17.2238        17.9199        10.8582     
  1012.82        500.000                 NaN            NaN  0.964221                 NaN  0.626703        16.3607        36.0465        17.2238        17.9199        10.8582     
  1009.62        500.000                 NaN            NaN  0.964221                 NaN  0.626703        16.3607        36.0465        17.2238        17.9199        10.8582     
  1006.41        500.000                 NaN            NaN  0.964221                 NaN  0.626703        16.3607        36.0465        17.2238        17.9199        10.8582     
  1003.21        500.000                 NaN            NaN  0.964221                 NaN  0.626703        16.3607        36.0465        17.2238        17.9199        10.8582     
  1000.00        500.000                 NaN            NaN  0.964222                 NaN  0.674674        16.3722        36.8073        16.3790        17.8743        10.9283     
