|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/Y98/Y98_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1146.11        500.000                 NaN   6.73698                 NaN   3.88376        7.30962       0.881860        41.4999        39.6878     
  1144.98        500.000                 NaN   6.72938                 NaN   3.88936        7.30996       0.882065        41.4995        39.6897     
  1143.84        500.000                 NaN   6.72181                 NaN   3.89492        7.31031       0.882268        41.4991        39.6916     
  1142.71        500.000                 NaN   6.71431                 NaN   3.90044        7.31065       0.882470        41.4987        39.6934     
  1141.58        500.000                 NaN   6.70685                 NaN   3.90594        7.31100       0.882669        41.4983        39.6953     
  1140.45        500.000                 NaN   6.69946                 NaN   3.91139        7.31135       0.882866        41.4978        39.6971     
  1139.31        500.000                 NaN   6.72176                 NaN   3.90128        7.32298       0.881625        41.4734        39.6990     
  1138.18        500.000                 NaN   6.71432                 NaN   3.90681        7.32317       0.881788        41.4731        39.7008     
  1137.05        500.000                 NaN   6.70690                 NaN   3.91232        7.32336       0.881949        41.4728        39.7026     
  1135.92        500.000                 NaN   7.02292                 NaN   3.72686        7.34040       0.856307        41.4026        39.6509     
  1134.78        500.000                 NaN   7.00694                 NaN   3.73806        7.34128       0.857145        41.4021        39.6545     
  1133.65        500.000                 NaN   6.58579                 NaN   3.99775        7.31349       0.884007        41.4949        39.7240     
  1132.52        500.000                 NaN   6.64902                 NaN   3.94870        7.31385       0.884193        41.4944        39.7098     
  1131.39        500.000                 NaN   6.64201                 NaN   3.95390        7.31422       0.884375        41.4939        39.7116     
  1130.25        500.000                 NaN   6.63505                 NaN   3.95907        7.31458       0.884555        41.4934        39.7134     
  1129.12        500.000                 NaN   6.62814                 NaN   3.96420        7.31496       0.884732        41.4928        39.7151     
  1127.99        500.000                 NaN   6.62128                 NaN   3.96930        7.31533       0.884908        41.4923        39.7169     
  1126.85        500.000                 NaN   6.88123                 NaN   3.82184        7.34509       0.863593        41.4084        39.6799     
  1125.72        500.000                 NaN   6.87266                 NaN   3.82539        7.34148       0.865072        41.4157        39.6797     
  1124.59        500.000                 NaN   6.82900                 NaN   3.85544        7.33811       0.868291        41.4197        39.6894     
  1123.46        500.000                 NaN   6.88972                 NaN   3.82217        7.34437       0.862581        41.3999        39.6812     
  1122.32        500.000                 NaN   6.62773                 NaN   3.96617        7.31508       0.884569        41.4884        39.7180     
  1121.19        500.000                 NaN   6.83638                 NaN   3.85824        7.34495       0.865337        41.4020        39.6931     
  1120.06        500.000                 NaN   6.82448                 NaN   3.86661        7.34477       0.865875        41.4025        39.6958     
  1118.93        500.000                 NaN   6.58240                 NaN   4.00055        7.31969       0.885172        41.4836        39.7286     
  1117.79        500.000                 NaN   6.76026                 NaN   3.90199        7.33995       0.869618        41.4250        39.7031     
  1116.66        500.000                 NaN   6.77298                 NaN   3.89592        7.34318       0.868245        41.4173        39.7024     
  1115.53        500.000                 NaN   6.77513                 NaN   3.89861        7.34158       0.866436        41.4137        39.7046     
  1114.40        500.000                 NaN   6.76340                 NaN   3.90706        7.34101       0.867196        41.4137        39.7077     
  1113.26        500.000                 NaN   6.74769                 NaN   3.91860        7.34415       0.869052        41.4086        39.7119     
  1112.13        500.000                 NaN   6.73911                 NaN   3.92581        7.34177       0.870304        41.4079        39.7151     
  1111.00        500.000                 NaN   6.72984                 NaN   3.92957        7.34151       0.869670        41.4138        39.7156     
  1109.87        500.000                 NaN   6.71437                 NaN   3.94094        7.34178       0.869143        41.4155        39.7183     
  1108.73        500.000                 NaN   6.71014                 NaN   3.94010        7.34439       0.870497        41.4175        39.7173     
  1107.60        500.000                 NaN   6.69140                 NaN   3.95837        7.34177       0.872234        41.4109        39.7253     
  1106.47        500.000                 NaN   6.68521                 NaN   3.96161        7.34173       0.870316        41.4160        39.7251     
  1105.33        500.000                 NaN   6.67316                 NaN   3.97019        7.34187       0.870850        41.4159        39.7281     
  1104.20        500.000                 NaN   6.66261                 NaN   3.97758        7.34195       0.871291        41.4161        39.7305     
  1103.07        500.000                 NaN   6.65262                 NaN   3.98461        7.34214       0.871669        41.4162        39.7328     
  1101.94        500.000                 NaN   6.41574                 NaN   4.12251        7.32555       0.889445        41.4785        39.7683     
  1100.80        500.000                 NaN   6.40061                 NaN   4.13537        7.32700       0.888927        41.4758        39.7723     
  1099.67        500.000                 NaN   6.43039                 NaN   4.10617        7.32317       0.891999        41.4854        39.7628     
  1098.54        500.000                 NaN   6.42604                 NaN   4.10938        7.32346       0.892129        41.4850        39.7640     
  1097.41        500.000                 NaN   6.42134                 NaN   4.11279        7.32372       0.892287        41.4846        39.7653     
  1096.27        500.000                 NaN   6.37781                 NaN   4.15430        7.32889       0.888864        41.4710        39.7792     
  1095.14        500.000                 NaN   6.37305                 NaN   4.15830        7.32931       0.888979        41.4696        39.7808     
  1094.01        500.000                 NaN   6.36458                 NaN   4.16428        7.32722       0.888868        41.4727        39.7823     
  1092.88        500.000                 NaN   6.35628                 NaN   4.17017        7.32979       0.889609        41.4684        39.7857     
  1091.74        500.000                 NaN   6.35053                 NaN   4.17452        7.33014       0.889751        41.4678        39.7873     
  1090.61        500.000                 NaN   6.34480                 NaN   4.17884        7.33049       0.889892        41.4672        39.7888     
  1089.48        500.000                 NaN   6.34037                 NaN   4.18314        7.33191       0.889315        41.4648        39.7905     
  1088.35        500.000                 NaN   6.33753                 NaN   4.18442        7.33139       0.889864        41.4667        39.7901     
  1087.21        500.000                 NaN   6.33517                 NaN   4.18646        7.33204       0.890066        41.4649        39.7914     
  1086.08        500.000                 NaN   6.32693                 NaN   4.19220        7.33209       0.890397        41.4651        39.7933     
  1084.95        500.000                 NaN   6.33019                 NaN   4.19207        7.33285       0.889762        41.4613        39.7938     
  1083.81        500.000                 NaN   6.31700                 NaN   4.20035        7.33200       0.890511        41.4635        39.7966     
  1082.68        500.000                 NaN   6.31170                 NaN   4.20443        7.33246       0.890630        41.4626        39.7982     
  1081.55        500.000                 NaN   6.30967                 NaN   4.20642        7.33311       0.890588        41.4611        39.7991     
  1080.42        500.000                 NaN   6.30437                 NaN   4.21051        7.33358       0.890700        41.4602        39.8007     
  1079.28        500.000                 NaN   6.29910                 NaN   4.21457        7.33404       0.890812        41.4593        39.8022     
  1078.15        500.000                 NaN   6.29266                 NaN   4.21937        7.33425       0.890979        41.4589        39.8039     
  1077.02        500.000                 NaN   6.28757                 NaN   4.22332        7.33474       0.891083        41.4579        39.8054     
  1075.89        500.000                 NaN   6.28251                 NaN   4.22725        7.33524       0.891186        41.4569        39.8069     
  1074.75        500.000                 NaN   6.27658                 NaN   4.23188        7.33585       0.891397        41.4555        39.8088     
  1073.62        500.000                 NaN   6.27154                 NaN   4.23575        7.33631       0.891528        41.4546        39.8103     
  1072.49        500.000                 NaN   6.26653                 NaN   4.23960        7.33679       0.891655        41.4537        39.8118     
  1071.36        500.000                 NaN   6.26241                 NaN   4.24302        7.33737       0.891558        41.4526        39.8130     
  1070.22        500.000                 NaN   6.25753                 NaN   4.24684        7.33788       0.891654        41.4516        39.8145     
  1069.09        500.000                 NaN   6.25188                 NaN   4.25097        7.33806       0.891935        41.4511        39.8161     
  1067.96        500.000                 NaN   6.24717                 NaN   4.25467        7.33861       0.892000        41.4500        39.8175     
  1066.83        500.000                 NaN   6.24323                 NaN   4.25793        7.33928       0.892009        41.4487        39.8189     
  1065.69        500.000                 NaN   6.23799                 NaN   4.26189        7.34020       0.892100        41.4475        39.8204     
  1064.56        500.000                 NaN   6.23378                 NaN   4.26543        7.34038       0.892140        41.4464        39.8218     
  1063.43        500.000                 NaN   6.22899                 NaN   4.26917        7.34090       0.892239        41.4454        39.8233     
  1062.29        500.000                 NaN   6.22471                 NaN   4.27267        7.34147       0.892288        41.4441        39.8248     
  1061.16        500.000                 NaN   6.21951                 NaN   4.27656        7.34211       0.892484        41.4431        39.8263     
  1060.03        500.000                 NaN   6.21481                 NaN   4.28029        7.34245       0.892545        41.4422        39.8277     
  1058.90        500.000                 NaN   6.21053                 NaN   4.28378        7.34307       0.892572        41.4409        39.8292     
  1057.76        500.000                 NaN   6.20607                 NaN   4.28734        7.34363       0.892639        41.4397        39.8306     
  1056.63        500.000                 NaN   6.20166                 NaN   4.29085        7.34424       0.892715        41.4385        39.8320     
  1055.50        500.000                 NaN   6.19724                 NaN   4.29439        7.34476       0.892787        41.4374        39.8334     
  1054.37        500.000                 NaN   6.19282                 NaN   4.29792        7.34528       0.892861        41.4362        39.8349     
  1053.23        500.000                 NaN   6.18984                 NaN   4.30086        7.34634       0.892713        41.4341        39.8362     
  1052.10        500.000                 NaN   6.18403                 NaN   4.30496        7.34635       0.893008        41.4339        39.8378     
  1050.97        500.000                 NaN   6.17975                 NaN   4.30842        7.34691       0.893072        41.4326        39.8392     
  1049.84        500.000                 NaN   6.17511                 NaN   4.31204        7.34747       0.893174        41.4316        39.8407     
  1048.70        500.000                 NaN   6.17171                 NaN   4.31509        7.34832       0.893137        41.4298        39.8420     
  1047.57        500.000                 NaN   6.16713                 NaN   4.31867        7.34885       0.893241        41.4287        39.8434     
  1046.44        500.000                 NaN   6.16262                 NaN   4.32221        7.34940       0.893336        41.4276        39.8449     
  1045.31        500.000                 NaN   6.15820                 NaN   4.32570        7.34996       0.893423        41.4264        39.8463     
  1044.17        500.000                 NaN   6.15410                 NaN   4.32905        7.35026       0.893485        41.4254        39.8477     
  1043.04        500.000                 NaN   6.14998                 NaN   4.33240        7.35083       0.893543        41.4241        39.8492     
  1041.91        500.000                 NaN   6.14566                 NaN   4.33583        7.35167       0.893616        41.4227        39.8505     
  1040.77        500.000                 NaN   6.14177                 NaN   4.33908        7.35228       0.893651        41.4213        39.8519     
  1039.64        500.000                 NaN   6.13800                 NaN   4.34228        7.35292       0.893668        41.4198        39.8533     
  1038.51        500.000                 NaN   6.13348                 NaN   4.34575        7.35352       0.893792        41.4187        39.8547     
  1037.38        500.000                 NaN   6.12947                 NaN   4.34902        7.35414       0.893847        41.4174        39.8561     
  1036.24        500.000                 NaN   6.12537                 NaN   4.35235        7.35476       0.893901        41.4161        39.8575     
  1035.11        500.000                 NaN   6.12140                 NaN   4.35560        7.35539       0.893952        41.4147        39.8589     
  1033.98        500.000                 NaN   6.11748                 NaN   4.35881        7.35602       0.893998        41.4134        39.8603     
  1032.85        500.000                 NaN   6.11358                 NaN   4.36204        7.35666       0.894048        41.4120        39.8617     
  1031.71        500.000                 NaN   6.10967                 NaN   4.36525        7.35729       0.894099        41.4106        39.8631     
  1030.58        500.000                 NaN   6.10582                 NaN   4.36844        7.35794       0.894143        41.4092        39.8645     
  1029.45        500.000                 NaN   6.10199                 NaN   4.37160        7.35859       0.894187        41.4078        39.8659     
  1028.32        500.000                 NaN   6.09898                 NaN   4.37447        7.35924       0.894053        41.4060        39.8672     
  1027.18        500.000                 NaN   6.09532                 NaN   4.37757        7.35993       0.894063        41.4045        39.8686     
  1026.05        500.000                 NaN   6.09067                 NaN   4.38100        7.36053       0.894318        41.4035        39.8700     
  1024.92        500.000                 NaN   6.08695                 NaN   4.38410        7.36119       0.894357        41.4021        39.8713     
  1023.79        500.000                 NaN   6.08325                 NaN   4.38719        7.36186       0.894395        41.4006        39.8727     
  1022.65        500.000                 NaN   6.07961                 NaN   4.39026        7.36253       0.894428        41.3991        39.8741     
  1021.52        500.000                 NaN   6.07596                 NaN   4.39331        7.36320       0.894464        41.3976        39.8754     
  1020.39        500.000                 NaN   6.07234                 NaN   4.39636        7.36388       0.894498        41.3961        39.8768     
  1019.25        500.000                 NaN   6.06873                 NaN   4.39939        7.36457       0.894532        41.3946        39.8782     
  1018.12        500.000                 NaN   6.06517                 NaN   4.40240        7.36525       0.894563        41.3931        39.8795     
  1016.99        500.000                 NaN   6.06163                 NaN   4.40539        7.36594       0.894593        41.3916        39.8809     
  1015.86        500.000                 NaN   6.05811                 NaN   4.40838        7.36663       0.894622        41.3900        39.8822     
  1014.72        500.000                 NaN   6.05462                 NaN   4.41134        7.36733       0.894649        41.3885        39.8836     
  1013.59        500.000                 NaN   6.05115                 NaN   4.41430        7.36804       0.894676        41.3869        39.8849     
  1012.46        500.000                 NaN   6.04771                 NaN   4.41723        7.36875       0.894697        41.3853        39.8863     
  1011.33        500.000                 NaN   6.04429                 NaN   4.42016        7.36947       0.894720        41.3838        39.8876     
  1010.19        500.000                 NaN   6.04091                 NaN   4.42305        7.37018       0.894740        41.3822        39.8890     
  1009.06        500.000                 NaN   6.03755                 NaN   4.42595        7.37091       0.894760        41.3805        39.8903     
  1007.93        500.000                 NaN   6.03419                 NaN   4.42885        7.37164       0.894778        41.3789        39.8916     
  1006.80        500.000                 NaN   6.03088                 NaN   4.43170        7.37236       0.894797        41.3773        39.8930     
  1005.66        500.000                 NaN   6.02759                 NaN   4.43455        7.37310       0.894813        41.3756        39.8943     
  1004.53        500.000                 NaN   6.02433                 NaN   4.43738        7.37384       0.894827        41.3740        39.8957     
  1003.40        500.000                 NaN   6.02109                 NaN   4.44021        7.37459       0.894839        41.3723        39.8970     
  1002.27        500.000                 NaN   6.01785                 NaN   4.44303        7.37534       0.894851        41.3706        39.8983     
  1001.13        500.000                 NaN   6.01465                 NaN   4.44582        7.37610       0.894862        41.3689        39.8997     
  1000.00        500.000                 NaN   6.01148                 NaN   4.44860        7.37686       0.894871        41.3672        39.9010     
