|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)        
  1592.23        2500.00        99.2493       0.670093       0.806029E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1590.68        2500.00        99.1853       0.726130       0.885306E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1589.13        2500.00        99.1921       0.720574       0.873058E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1587.58        2500.00        99.1012       0.802010       0.968265E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1586.03        2500.00        99.5783       0.376193       0.454780E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1584.48        2500.00        98.9424       0.945699       0.111914                 NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        2500.00        99.2205       0.697535       0.819921E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1581.38        2500.00        99.2271       0.692099       0.808317E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        2500.00        99.2342       0.686244       0.795784E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1578.28        2500.00        99.2370       0.685136       0.778478E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        2500.00        99.2497       0.671641       0.787054E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1575.18        2500.00        99.1634       0.751537       0.850548E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.63        2500.00        99.3501       0.583668       0.662157E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.08        2500.00        99.2660       0.660150       0.738729E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.53        2500.00        99.2710       0.656231       0.727542E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1568.98        2500.00        99.1391       0.778128       0.827305E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.43        2500.00        99.4211       0.520893       0.580310E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1565.88        2500.00        99.9807       0.193110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.33        2500.00        98.6079        1.25421       0.137886                 NaN            NaN            NaN            NaN            NaN            NaN
  1562.78        2500.00        99.2406       0.688116       0.712458E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.23        2500.00        99.3638       0.574576       0.615940E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1559.68        2500.00        99.2325       0.686713       0.807836E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.13        2500.00        99.3950       0.577547       0.274120E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1556.58        2500.00        99.3201       0.595463       0.844596E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.03        2500.00        99.3279       0.610419       0.616836E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1553.48        2500.00        99.3304       0.609806       0.597809E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.92        2500.00        99.3311       0.609905       0.589813E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1550.37        2500.00        99.3454       0.595991       0.586135E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.82        2500.00        99.3467       0.595401       0.578908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1547.27        2500.00        99.3500       0.593737       0.562416E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.72        2500.00        99.3567       0.587476       0.558215E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1544.17        2500.00        99.3598       0.586331       0.538799E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.62        2500.00        99.3649       0.580986       0.541049E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.07        2500.00        99.3688       0.578748       0.524101E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.52        2500.00        99.3744       0.570153       0.554473E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        2500.00        99.3789       0.571640       0.494847E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        2500.00        99.3812       0.569133       0.496234E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.87        2500.00        99.3777       0.578769       0.434844E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        2500.00        99.3918       0.561225       0.469521E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.77        2500.00        99.3932       0.561384       0.454010E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.22        2500.00        99.3950       0.560735       0.442517E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.67        2500.00        99.3981       0.558075       0.437770E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.12        2500.00        99.4059       0.551422       0.426512E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.57        2500.00        99.4066       0.553449       0.399007E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.02        2500.00        99.4121       0.543880       0.440451E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1522.47        2500.00        99.4137       0.545528       0.407703E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.92        2500.00        99.4208       0.540446       0.388008E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1519.37        2500.00        99.3543       0.326279       0.216853E-001  0.297777                 NaN            NaN            NaN            NaN            NaN
  1517.82        2500.00        99.2229                 NaN            NaN  0.777139                 NaN            NaN            NaN            NaN            NaN
  1516.27        2500.00        99.2194                 NaN            NaN  0.780581                 NaN            NaN            NaN            NaN            NaN
  1514.72        2500.00        99.2178                 NaN  0.106458E-005  0.782160                 NaN            NaN            NaN            NaN            NaN
  1513.17        2500.00        99.2132                 NaN            NaN  0.786817                 NaN            NaN            NaN            NaN            NaN
  1511.62        2500.00        99.2089                 NaN            NaN  0.791102                 NaN            NaN            NaN            NaN            NaN
  1510.07        2500.00        99.2017                 NaN            NaN  0.798257                 NaN            NaN            NaN            NaN            NaN
  1508.52        2500.00        99.1922                 NaN            NaN  0.807792                 NaN            NaN            NaN            NaN            NaN
  1506.96        2500.00        99.0972                 NaN            NaN  0.902807                 NaN            NaN            NaN            NaN            NaN
  1505.41        2500.00        99.1316                 NaN            NaN  0.221603       0.646835                 NaN            NaN            NaN            NaN
  1503.86        2500.00        98.6989                 NaN            NaN  0.828383       0.472749                 NaN            NaN            NaN            NaN
  1502.31        2500.00        98.7128                 NaN            NaN  0.466890       0.820289                 NaN            NaN            NaN            NaN
  1500.76        2500.00        98.7240                 NaN  0.154451E-003  0.461451       0.814440                 NaN            NaN            NaN            NaN
  1499.21        2500.00        98.7358                 NaN  0.184393E-005  0.807482       0.456716                 NaN            NaN            NaN            NaN
  1497.66        2500.00        98.7481                 NaN            NaN  0.452957       0.798973                 NaN            NaN            NaN            NaN
  1496.11        2500.00        98.7597                 NaN            NaN  0.792994       0.447320                 NaN            NaN            NaN            NaN
  1494.56        2500.00        98.7715                 NaN            NaN  0.442389       0.786112                 NaN            NaN            NaN            NaN
  1493.01        2500.00        99.1146                 NaN  0.296074E-004  0.317786       0.567606                 NaN            NaN            NaN            NaN
  1491.46        2500.00        98.4611                 NaN            NaN  0.985333       0.553528                 NaN            NaN            NaN            NaN
  1489.91        2500.00        98.8051                 NaN            NaN  0.765491       0.429425                 NaN            NaN            NaN            NaN
  1488.36        2500.00        98.8135                 NaN            NaN  0.761910       0.424575                 NaN            NaN            NaN            NaN
  1486.81        2500.00        98.8260                 NaN  0.113910E-005  0.420760       0.753269                 NaN            NaN            NaN            NaN
  1485.26        2500.00        98.8344                 NaN            NaN  0.417025       0.748613                 NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8445                 NaN            NaN  0.743019       0.412508                 NaN            NaN            NaN            NaN
  1482.16        2500.00        98.8605                 NaN  0.393609E-001  0.349815       0.750344                 NaN            NaN            NaN            NaN
  1480.61        2500.00        98.8633                 NaN  0.282591E-004  0.404562       0.732086                 NaN            NaN            NaN            NaN
  1479.06        2500.00        98.8715                 NaN  0.180882E-005  0.400357       0.728092                 NaN            NaN            NaN            NaN
  1477.51        2500.00        98.8821                 NaN  0.205734E-002  0.393431       0.722420                 NaN            NaN            NaN            NaN
  1475.96        2500.00        98.8911                 NaN  0.145056E-001  0.721828       0.372596                 NaN            NaN            NaN            NaN
  1474.41        2500.00        98.9024                 NaN  0.185002E-001  0.717354       0.361742                 NaN            NaN            NaN            NaN
  1472.86        2500.00        98.9095                 NaN  0.173766E-001  0.360315       0.712813                 NaN            NaN            NaN            NaN
  1471.31        2500.00        98.9175                 NaN  0.163378E-001  0.708116       0.358001                 NaN            NaN            NaN            NaN
  1469.76        2500.00        98.9226                 NaN  0.154634E-001  0.704652       0.357273                 NaN            NaN            NaN            NaN
  1468.21        2500.00        99.1739                 NaN  0.102776E-001  0.541103       0.274696                 NaN            NaN            NaN            NaN
  1466.66        2500.00        98.6980                 NaN  0.160119E-001  0.432537       0.853414                 NaN            NaN            NaN            NaN
  1465.11        2500.00        98.9461                 NaN  0.120158E-001  0.691470       0.350444                 NaN            NaN            NaN            NaN
  1463.55        2500.00        97.7880                 NaN  0.169499       0.877476       0.658749       0.506236                 NaN            NaN            NaN
  1462.00        2500.00        96.9712                 NaN  0.300283       0.860982       0.949367       0.918201                 NaN            NaN            NaN
  1460.45        2500.00        96.3871                 NaN  0.363910        1.14033        1.01550        1.09319                 NaN            NaN            NaN
  1458.90        2500.00        96.8103                 NaN  0.326808       0.889086        1.00752       0.966329                 NaN            NaN            NaN
  1457.35        2500.00        96.8864                 NaN  0.324323       0.988239       0.857166       0.943905                 NaN            NaN            NaN
  1455.80        2500.00        96.9578                 NaN  0.321998       0.827792       0.969520       0.922862                 NaN            NaN            NaN
  1454.25        2500.00        97.0317                 NaN  0.319709       0.950053       0.797608       0.900916                 NaN            NaN            NaN
  1452.70        2500.00        97.1003                 NaN  0.317128       0.930661       0.771168       0.880697                 NaN            NaN            NaN
  1451.15        2500.00        97.1616                 NaN  0.315834       0.744899       0.915346       0.862284                 NaN            NaN            NaN
  1449.60        2500.00        97.2333                 NaN  0.311938       0.895328       0.718568       0.840871                 NaN            NaN            NaN
  1448.05        2500.00        97.2891                 NaN  0.311131       0.694637       0.881065       0.824112                 NaN            NaN            NaN
  1446.50        2500.00        97.3501                 NaN  0.308765       0.670351       0.864453       0.806314                 NaN            NaN            NaN
  1444.95        2500.00        97.4054                 NaN  0.306938       0.850617       0.647162       0.789873                 NaN            NaN            NaN
  1443.40        2500.00        97.4540                 NaN  0.306155       0.839836       0.624404       0.775570                 NaN            NaN            NaN
  1441.85        2500.00        97.5122                 NaN  0.303109       0.605366       0.821428       0.757864                 NaN            NaN            NaN
  1440.30        2500.00        97.5610                 NaN  0.302068       0.583827       0.809658       0.743476                 NaN            NaN            NaN
  1438.75        2500.00        97.6082                 NaN  0.300773       0.796329       0.565176       0.729533                 NaN            NaN            NaN
  1437.20        2500.00        97.6564                 NaN  0.298945       0.546101       0.783664       0.714921                 NaN            NaN            NaN
  1435.65        2500.00        97.7038                 NaN  0.289605       0.768575       0.538358       0.699630                 NaN            NaN            NaN
  1434.10        2500.00        97.7405                 NaN  0.305185       0.497939       0.764993       0.691386                 NaN            NaN            NaN
  1432.55        2500.00        97.7882                 NaN  0.294769       0.492586       0.749146       0.675302                 NaN            NaN            NaN
  1431.00        2500.00        97.8262                 NaN  0.294314       0.739634       0.475832       0.664025                 NaN            NaN            NaN
  1429.45        2500.00        97.8663                 NaN  0.293041       0.728537       0.460150       0.651938                 NaN            NaN            NaN
  1427.90        2500.00        97.9038                 NaN  0.292035       0.720324       0.443159       0.640682                 NaN            NaN            NaN
  1426.35        2500.00        97.9396                 NaN  0.291440       0.428053       0.710564       0.630376                 NaN            NaN            NaN
  1424.80        2500.00        97.9788                 NaN  0.289110       0.414123       0.699979       0.617963                 NaN            NaN            NaN
  1423.25        2500.00        98.0105                 NaN  0.289239       0.399224       0.692623       0.608412                 NaN            NaN            NaN
  1421.70        2500.00        98.0444                 NaN  0.287931       0.682868       0.386562       0.598199                 NaN            NaN            NaN
  1420.15        2500.00        98.0778                 NaN  0.287034       0.675260       0.371706       0.588193                 NaN            NaN            NaN
  1418.59        2500.00        98.1090                 NaN  0.286187       0.358901       0.667214       0.578689                 NaN            NaN            NaN
  1417.04        2500.00        98.1367                 NaN  0.285889       0.346965       0.660188       0.570270                 NaN            NaN            NaN
  1415.49        2500.00        98.1690                 NaN  0.284934       0.332846       0.652550       0.560711                 NaN            NaN            NaN
  1413.94        2500.00        98.1996                 NaN  0.282986       0.645716       0.320683       0.550965                 NaN            NaN            NaN
  1412.39        2500.00        98.2247                 NaN  0.283019       0.638735       0.310273       0.543298                 NaN            NaN            NaN
  1410.84        2500.00        98.2545                 NaN  0.282027       0.298192       0.630832       0.534466                 NaN            NaN            NaN
  1409.29        2500.00        98.2808                 NaN  0.281254       0.286905       0.624671       0.526414                 NaN            NaN            NaN
  1407.74        2500.00        98.3059                 NaN  0.280443       0.276429       0.618535       0.518651                 NaN            NaN            NaN
  1406.19        2500.00        98.3315                 NaN  0.279236       0.611653       0.266497       0.511113                 NaN            NaN            NaN
  1404.64        2500.00        98.3576                 NaN  0.279861       0.253013       0.606213       0.503314                 NaN            NaN            NaN
  1403.09        2500.00        98.3700                 NaN  0.280140       0.245925       0.604964       0.498990                 NaN            NaN            NaN
  1401.54        2500.00        98.4096                 NaN  0.274276       0.237509       0.592687       0.485944                 NaN            NaN            NaN
  1399.99        2500.00        98.4237                 NaN  0.276606       0.226296       0.590955       0.482420                 NaN            NaN            NaN
  1398.44        2500.00        98.4474                 NaN  0.275261       0.217698       0.584812       0.474834                 NaN            NaN            NaN
  1396.89        2500.00        98.4707                 NaN  0.274292       0.208192       0.578979       0.467808                 NaN            NaN            NaN
  1395.34        2500.00        98.4904                 NaN  0.273559       0.575426       0.198958       0.461681                 NaN            NaN            NaN
  1393.79        2500.00        98.5107                 NaN  0.272574       0.570002       0.191486       0.455223                 NaN            NaN            NaN
  1392.24        2500.00        98.5302                 NaN  0.271706       0.565310       0.183624       0.449185                 NaN            NaN            NaN
  1390.69        2500.00        98.5504                 NaN  0.270435       0.561519       0.174854       0.442799                 NaN            NaN            NaN
  1389.14        2500.00        98.5697                 NaN  0.269517       0.556644       0.167182       0.436964                 NaN            NaN            NaN
  1387.59        2500.00        98.5835                 NaN  0.269959       0.552989       0.160523       0.432986                 NaN            NaN            NaN
  1386.04        2500.00        98.6088                 NaN  0.265929       0.550092       0.151482       0.423730                 NaN            NaN            NaN
  1384.49        2500.00        98.6254                 NaN  0.265648       0.145991       0.543808       0.419151                 NaN            NaN            NaN
  1382.94        2500.00        98.6408                 NaN  0.264765       0.541226       0.138979       0.414194                 NaN            NaN            NaN
  1381.39        2500.00        98.6593                 NaN  0.263374       0.536694       0.132289       0.408310                 NaN            NaN            NaN
  1379.84        2500.00        98.6747                 NaN  0.262244       0.126562       0.533151       0.403344                 NaN            NaN            NaN
  1378.29        2500.00        98.6938                 NaN  0.261408       0.527490       0.119313       0.397951                 NaN            NaN            NaN
  1376.74        2500.00        98.7088                 NaN  0.258412       0.525547       0.115109       0.392176                 NaN            NaN            NaN
  1375.18        2500.00        98.7236                 NaN  0.257676       0.522447       0.108621       0.387669                 NaN            NaN            NaN
  1373.63        2500.00        98.7284                 NaN  0.258068       0.525875       0.101969       0.385686                 NaN            NaN            NaN
  1372.08        2500.00        98.7601                 NaN  0.252425       0.100674       0.511190       0.375564                 NaN            NaN            NaN
  1370.53        2500.00        98.7676                 NaN  0.253501       0.510837       0.942612E-001  0.373771                 NaN            NaN            NaN
  1368.98        2500.00        98.7848                 NaN  0.250148       0.509936       0.878153E-001  0.367264                 NaN            NaN            NaN
  1367.43        2500.00        98.7964                 NaN  0.248925       0.843259E-001  0.506670       0.363729                 NaN            NaN            NaN
  1365.88        2500.00        98.8106                 NaN  0.247289       0.502963       0.800243E-001  0.359166                 NaN            NaN            NaN
  1364.33        2500.00        98.8245                 NaN  0.245270       0.759302E-001  0.499787       0.354468                 NaN            NaN            NaN
  1362.78        2500.00        98.8366                 NaN  0.242834       0.497728       0.725791E-001  0.350293                 NaN            NaN            NaN
  1361.23        2500.00        98.8495                 NaN  0.241232       0.495363       0.677377E-001  0.346164                 NaN            NaN            NaN
  1359.68        2500.00        98.8628                 NaN  0.239015       0.647549E-001  0.491788       0.341639                 NaN            NaN            NaN
  1358.13        2500.00        98.8759                 NaN  0.236048       0.487535       0.633805E-001  0.337147                 NaN            NaN            NaN
  1356.58        2500.00        98.8871                 NaN  0.234023       0.485660       0.598761E-001  0.333317                 NaN            NaN            NaN
  1355.03        2500.00        98.8916                 NaN  0.239331       0.440366E-001  0.491502       0.333577                 NaN            NaN            NaN
  1353.48        2500.00        98.9216                 NaN  0.222226       0.470242       0.654625E-001  0.320474                 NaN            NaN            NaN
  1351.93        2500.00        98.9218                 NaN  0.226398       0.529947E-001  0.477369       0.321399                 NaN            NaN            NaN
  1350.38        2500.00        98.9309                 NaN  0.223921       0.476210       0.509730E-001  0.318015                 NaN            NaN            NaN
  1348.83        2500.00        98.9421                 NaN  0.220669       0.497047E-001  0.473511       0.314005                 NaN            NaN            NaN
  1347.28        2500.00        98.9552                 NaN  0.217300       0.468535       0.494112E-001  0.309554                 NaN            NaN            NaN
  1345.73        2500.00        98.9651                 NaN  0.215165       0.469730E-001  0.466504       0.306308                 NaN            NaN            NaN
  1344.18        2500.00        98.9752                 NaN  0.211960       0.461783E-001  0.463990       0.302710                 NaN            NaN            NaN
  1342.63        2500.00        98.9860                 NaN  0.209264       0.446024E-001  0.461132       0.299011                 NaN            NaN            NaN
  1341.08        2500.00        98.9847                 NaN  0.212179       0.471502       0.321183E-001  0.299481                 NaN            NaN            NaN
  1339.53        2500.00        99.0086                 NaN  0.194091       0.442179       0.656504E-001  0.289446                 NaN            NaN            NaN
  1337.98        2500.00        99.0146                 NaN  0.199084       0.452888       0.447329E-001  0.288650                 NaN            NaN            NaN
  1336.43        2500.00        99.0229                 NaN  0.195731       0.451638       0.440817E-001  0.285603                 NaN            NaN            NaN
  1334.88        2500.00        99.0305                 NaN  0.194484       0.352741E-001  0.456611       0.283128                 NaN            NaN            NaN
  1333.33        2500.00        99.0436                 NaN  0.187256       0.443454       0.476831E-001  0.278034                 NaN            NaN            NaN
  1331.78        2500.00        99.0491                 NaN  0.184164       0.442810       0.480049E-001  0.275970                 NaN            NaN            NaN
  1330.22        2500.00        99.0590                 NaN  0.182390       0.438891       0.465976E-001  0.273110                 NaN            NaN            NaN
  1328.67        2500.00        99.0654                 NaN  0.175937       0.497860E-001  0.439551       0.269312                 NaN            NaN            NaN
  1327.12        2500.00        99.0740                 NaN  0.173290       0.506206E-001  0.435284       0.266834                 NaN            NaN            NaN
  1325.57        2500.00        99.0818                 NaN  0.169436       0.516786E-001  0.433116       0.263939                 NaN            NaN            NaN
  1324.02        2500.00        99.0895                 NaN  0.165554       0.430994       0.528200E-001  0.261105                 NaN            NaN            NaN
  1322.47        2500.00        99.0967                 NaN  0.161566       0.428807       0.545939E-001  0.258345                 NaN            NaN            NaN
  1320.92        2500.00        99.1038                 NaN  0.156940       0.426166       0.574666E-001  0.255589                 NaN            NaN            NaN
  1319.37        2500.00        99.1109                 NaN  0.153017       0.424149       0.589433E-001  0.252965                 NaN            NaN            NaN
  1317.82        2500.00        99.1166                 NaN  0.147767       0.418235       0.667224E-001  0.250700                 NaN            NaN            NaN
  1316.27        2500.00        99.1242                 NaN  0.143700       0.644368E-001  0.419889       0.247787                 NaN            NaN            NaN
  1314.72        2500.00        99.1305                 NaN  0.139686       0.664364E-001  0.417909       0.245482                 NaN            NaN            NaN
  1313.17        2500.00        99.1352                 NaN  0.134668       0.418463       0.682672E-001  0.243354                 NaN            NaN            NaN
  1311.62        2500.00        99.1434                 NaN  0.130579       0.414214       0.712823E-001  0.240561                 NaN            NaN            NaN
  1310.07        2500.00        99.1485                 NaN  0.125862       0.414803       0.723050E-001  0.238509                 NaN            NaN            NaN
  1308.52        2500.00        99.1556                 NaN  0.122193       0.710956E-001  0.415056       0.236075                 NaN            NaN            NaN
  1306.97        2500.00        99.1604                 NaN  0.116469       0.418383       0.708182E-001  0.233975                 NaN            NaN            NaN
  1305.42        2500.00        87.2850                 NaN  0.947866        3.02924                 NaN   1.69329        7.04465                 NaN            NaN
  1303.87        2500.00        87.3051                 NaN  0.972386        3.00200                 NaN   1.68936        7.03113                 NaN            NaN
  1302.32        2500.00        88.1285                 NaN  0.931411        2.81267                 NaN   1.58717        6.54024                 NaN            NaN
  1300.77        2500.00        88.8612                 NaN  0.859249        2.68870                 NaN   1.49644        6.09442                 NaN            NaN
  1299.22        2500.00        88.8433                 NaN  0.855012        2.68772                 NaN   1.50215        6.07090       0.409568E-001            NaN
  1297.67        2500.00        77.4570                 NaN   1.63654        4.86091                 NaN   2.96951        12.2731       0.802980                 NaN
  1296.12        2500.00        78.9962                 NaN   1.62249        4.47486                 NaN   2.76375        11.4026       0.740072                 NaN
  1294.57        2500.00        80.4320                 NaN   1.57000        4.15435                 NaN   2.57362        10.5906       0.679418                 NaN
  1293.02        2500.00        68.9001                 NaN   2.82849        6.04769                 NaN   4.18014        16.9048        1.13880                 NaN
  1291.47        2500.00        97.2314                 NaN  0.190053       0.916102                 NaN  0.217996        1.43585       0.864762E-002            NaN
  1289.92        2500.00        81.6966                 NaN   1.55855        3.95564                 NaN   2.40111        9.78448       0.603642                 NaN
  1288.37        2500.00        80.8597                 NaN   1.81447        3.73624                 NaN   2.55193        10.3921       0.645521                 NaN
  1286.81        2500.00        88.8780                 NaN  0.458722        2.98138                 NaN   1.36068        5.95227       0.369005                 NaN
  1285.26        2500.00        83.8024                 NaN   1.80038        3.24862                 NaN   2.12021        8.57520       0.453228                 NaN
  1283.71        2500.00        83.2530                 NaN   1.44506        3.58635                 NaN   2.15471        9.04371       0.517165                 NaN
  1282.16        2500.00        81.1428                 NaN   1.63605        3.99630                 NaN   2.40157        10.2500       0.573264                 NaN
  1280.61        2500.00        76.5811                 NaN   2.03072        4.90863                 NaN   2.93794        12.8448       0.696783                 NaN
  1279.06        2500.00        53.7410                 NaN   3.98674        9.46240                 NaN   5.66577        25.7920        1.35215                 NaN
  1277.51        2500.00                 NaN            NaN   9.12529        16.4865        3.37974        12.0753        55.9239        2.68327       0.326017     
  1275.96        2500.00                 NaN            NaN   9.11733        16.3765        3.50029        12.0798        55.9159        2.67669       0.333385     
  1274.41        2500.00                 NaN            NaN   8.54891        20.5424                 NaN   12.0866        55.7032        2.33704       0.781926     
  1272.86        2500.00                 NaN            NaN   8.64962        20.4541                 NaN   12.0931        55.7143        2.39947       0.689392     
  1271.31        2500.00                 NaN            NaN   8.74362        20.3809                 NaN   12.1009        55.7169        2.46026       0.597388     
  1269.76        2500.00                 NaN            NaN   8.83643        20.3046                 NaN   12.1080        55.7228        2.51914       0.509017     
  1268.21        2500.00                 NaN            NaN   8.93637        20.2023                 NaN   12.1095        55.7469        2.57210       0.432795     
  1266.66        2500.00                 NaN            NaN   9.01705        20.1504                 NaN   12.1200        55.7393        2.63010       0.343229     
  1265.11        2500.00                 NaN            NaN   9.08915        20.1058                 NaN   12.1294        55.7309        2.68206       0.262655     
  1263.56        2500.00                 NaN            NaN   9.09881        20.0970                 NaN   12.1332        55.7291        2.68694       0.254929     
  1262.01        2500.00                 NaN            NaN   9.14318        20.2321                 NaN   12.1622        55.5907        2.75939       0.112460     
  1260.46        2500.00                 NaN            NaN   9.21309        20.1923                 NaN   12.1717        55.5796        2.80912       0.342464E-001
  1258.91        2500.00                 NaN            NaN   9.14831        20.0597                 NaN   12.1465        55.7207        2.71581       0.208898     
  1257.36        2500.00                 NaN            NaN   9.16591        20.0472                 NaN   12.1510        55.7175        2.72647       0.191929     
  1255.81        2500.00                 NaN            NaN   9.18602        20.0333                 NaN   12.1555        55.7140        2.73894       0.172126     
  1254.26        2500.00                 NaN            NaN   9.20442        20.0205                 NaN   12.1599        55.7107        2.75020       0.154193     
  1252.71        2500.00                 NaN            NaN   9.22267        20.0079                 NaN   12.1643        55.7074        2.76139       0.136361     
  1251.16        2500.00                 NaN            NaN   9.24142        19.9950                 NaN   12.1687        55.7040        2.77295       0.117950     
  1249.61        2500.00                 NaN            NaN   9.25756        19.9836                 NaN   12.1729        55.7009        2.78266       0.102419     
  1248.06        2500.00                 NaN            NaN   9.27919        19.9693                 NaN   12.1774        55.6970        2.79636       0.806294E-001
  1246.51        2500.00                 NaN            NaN   9.52876        1.81778        17.6916        12.1602        55.9203        2.88140                 NaN
  1244.96        2500.00                 NaN            NaN   9.31617        19.9444                 NaN   12.1860        55.6901        2.81930       0.440054E-001
  1243.41        2500.00                 NaN            NaN   9.33514        19.9319                 NaN   12.1903        55.6864        2.83116       0.250673E-001
  1241.85        2500.00                 NaN            NaN   9.35386        19.9195                 NaN   12.1946        55.6828        2.84285       0.636754E-002
  1240.30        2500.00                 NaN            NaN   9.36012        19.9166                 NaN   12.1982        55.6785        2.84652                 NaN
  1238.75        2500.00                 NaN            NaN   9.53264        1.95631        17.5526        12.1734        55.9056        2.87938                 NaN
  1237.20        2500.00                 NaN            NaN   9.35989        19.9205                 NaN   12.2047        55.6694        2.84555                 NaN
  1235.65        2500.00                 NaN            NaN   9.35979        19.9225                 NaN   12.2079        55.6648        2.84505                 NaN
  1234.10        2500.00                 NaN            NaN   9.36252        19.9181                 NaN   12.2108        55.6639        2.84467                 NaN
  1232.55        2500.00                 NaN            NaN   9.35606        19.9298                 NaN   12.2155        55.6546        2.84408                 NaN
