|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/WD94/WD94_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1430.40        500.000        97.3909                 NaN            NaN            NaN  0.756956       0.988130                 NaN  0.863985                 NaN            NaN            NaN            NaN
  1428.89        500.000        97.4591                 NaN            NaN            NaN  0.960859       0.738464                 NaN  0.841592                 NaN            NaN            NaN            NaN
  1427.38        500.000        97.5149                 NaN            NaN            NaN  0.937720       0.723663                 NaN  0.823675                 NaN            NaN            NaN            NaN
  1425.87        500.000        97.5723                 NaN            NaN            NaN  0.707964       0.914812                 NaN  0.804906                 NaN            NaN            NaN            NaN
  1424.36        500.000        97.6292                 NaN            NaN            NaN  0.692112       0.891967                 NaN  0.786758                 NaN            NaN            NaN            NaN
  1422.85        500.000        97.6819                 NaN            NaN            NaN  0.870621       0.677902                 NaN  0.769601                 NaN            NaN            NaN            NaN
  1421.34        500.000        97.4116                 NaN            NaN            NaN  0.838294       0.823718                 NaN  0.891871       0.344965E-001            NaN            NaN            NaN
  1419.83        500.000        97.2601                 NaN            NaN            NaN  0.939424       0.777726                 NaN  0.965050       0.577050E-001            NaN            NaN            NaN
  1418.32        500.000        97.3836                 NaN            NaN            NaN  0.898000       0.742302                 NaN  0.921466       0.546796E-001            NaN            NaN            NaN
  1416.81        500.000        97.4646                 NaN            NaN            NaN  0.716486       0.872399                 NaN  0.893825       0.526562E-001            NaN            NaN            NaN
  1415.30        500.000        97.5523                 NaN            NaN            NaN  0.688870       0.844626                 NaN  0.863564       0.506321E-001            NaN            NaN            NaN
  1413.79        500.000        97.6363                 NaN            NaN            NaN  0.664356       0.816684                 NaN  0.834152       0.485072E-001            NaN            NaN            NaN
  1412.28        500.000        97.7133                 NaN            NaN            NaN  0.790855       0.641734                 NaN  0.807533       0.465941E-001            NaN            NaN            NaN
  1410.77        500.000        97.7869                 NaN            NaN            NaN  0.766599       0.619814                 NaN  0.781840       0.448079E-001            NaN            NaN            NaN
  1409.26        500.000        97.8442                 NaN            NaN            NaN  0.602166       0.748107                 NaN  0.762160       0.433333E-001            NaN            NaN            NaN
  1407.75        500.000        97.9333                 NaN            NaN            NaN  0.576855       0.718158                 NaN  0.730430       0.412120E-001            NaN            NaN            NaN
  1406.24        500.000        97.9847                 NaN            NaN            NaN  0.701286       0.561090                 NaN  0.712906       0.400074E-001            NaN            NaN            NaN
  1404.73        500.000        98.0243                 NaN            NaN            NaN  0.689076       0.547928                 NaN  0.699713       0.389570E-001            NaN            NaN            NaN
  1403.22        500.000        98.1174                 NaN            NaN            NaN  0.656417       0.523863                 NaN  0.665586       0.367082E-001            NaN            NaN            NaN
  1401.71        500.000        98.1530                 NaN            NaN            NaN  0.644666       0.512507                 NaN  0.653976       0.358339E-001            NaN            NaN            NaN
  1400.20        500.000        98.2041                 NaN            NaN            NaN  0.497354       0.627827                 NaN  0.636108       0.346003E-001            NaN            NaN            NaN
  1398.69        500.000        98.2525                 NaN            NaN            NaN  0.612269       0.482815                 NaN  0.619066       0.333916E-001            NaN            NaN            NaN
  1397.18        500.000        98.2989                 NaN            NaN            NaN  0.595818       0.470544                 NaN  0.602566       0.321904E-001            NaN            NaN            NaN
  1395.67        500.000        98.3398                 NaN            NaN            NaN  0.458161       0.582316                 NaN  0.588470       0.312454E-001            NaN            NaN            NaN
  1394.16        500.000        98.3895                 NaN            NaN            NaN  0.444518       0.565433                 NaN  0.570535       0.300165E-001            NaN            NaN            NaN
  1392.65        500.000        98.4252                 NaN            NaN            NaN  0.434008       0.553617                 NaN  0.558100       0.291123E-001            NaN            NaN            NaN
  1391.14        500.000        98.4656                 NaN            NaN            NaN  0.422824       0.539593                 NaN  0.543790       0.281719E-001            NaN            NaN            NaN
  1389.63        500.000        98.5030                 NaN            NaN            NaN  0.412282       0.526908                 NaN  0.530567       0.272208E-001            NaN            NaN            NaN
  1388.12        500.000        98.5398                 NaN            NaN            NaN  0.402396       0.514299                 NaN  0.517245       0.262582E-001            NaN            NaN            NaN
  1386.60        500.000        98.5745                 NaN            NaN            NaN  0.501984       0.393019                 NaN  0.505129       0.254088E-001            NaN            NaN            NaN
  1385.09        500.000        98.6071                 NaN            NaN            NaN  0.490602       0.384226                 NaN  0.493543       0.245746E-001            NaN            NaN            NaN
  1383.58        500.000        98.6382                 NaN            NaN            NaN  0.375783       0.479860                 NaN  0.482371       0.237761E-001            NaN            NaN            NaN
  1382.07        500.000        98.6699                 NaN            NaN            NaN  0.367369       0.468661                 NaN  0.471070       0.229708E-001            NaN            NaN            NaN
  1380.56        500.000        98.6999                 NaN            NaN            NaN  0.359013       0.458505                 NaN  0.460308       0.222323E-001            NaN            NaN            NaN
  1379.05        500.000        98.7282                 NaN            NaN            NaN  0.448571       0.351366                 NaN  0.450311       0.215520E-001            NaN            NaN            NaN
  1377.54        500.000        98.7559                 NaN            NaN            NaN  0.344812       0.438268                 NaN  0.440209       0.207698E-001            NaN            NaN            NaN
  1376.03        500.000        98.7827                 NaN            NaN            NaN  0.337328       0.429219                 NaN  0.430618       0.201195E-001            NaN            NaN            NaN
  1374.52        500.000        98.8085                 NaN            NaN            NaN  0.419879       0.330817                 NaN  0.421375       0.194517E-001            NaN            NaN            NaN
  1373.01        500.000        6.45442        90.3899                 NaN            NaN   1.23880       0.687941                 NaN   1.15707       0.718303E-001            NaN            NaN            NaN
  1371.50        500.000        17.7271        77.9764                 NaN            NaN   1.72917       0.870082                 NaN   1.59192       0.105334                 NaN            NaN            NaN
  1369.99        500.000        25.5253        71.6345                 NaN            NaN  0.586073        1.13445                 NaN   1.05115       0.685679E-001            NaN            NaN            NaN
  1368.48        500.000        31.1649        66.7542                 NaN            NaN  0.439615       0.823351                 NaN  0.768666       0.492332E-001            NaN            NaN            NaN
  1366.97        500.000        35.4660        62.9075                 NaN            NaN  0.637719       0.351762                 NaN  0.599416       0.375628E-001            NaN            NaN            NaN
  1365.46        500.000        38.8700        59.8029                 NaN            NaN  0.515466       0.293944                 NaN  0.487816       0.298638E-001            NaN            NaN            NaN
  1363.95        500.000        41.6276        57.2575                 NaN            NaN  0.254242       0.427743                 NaN  0.408488       0.243475E-001            NaN            NaN            NaN
  1362.44        500.000        43.9168        55.1211                 NaN            NaN  0.365420       0.224878                 NaN  0.351420       0.203780E-001            NaN            NaN            NaN
  1360.93        500.000        45.8457        53.3092                 NaN            NaN  0.317676       0.202535                 NaN  0.307628       0.173189E-001            NaN            NaN            NaN
  1359.42        500.000        47.4901        51.7563                 NaN            NaN  0.280010       0.185384                 NaN  0.273360       0.149126E-001            NaN            NaN            NaN
  1357.91        500.000        48.9045        50.4151                 NaN            NaN  0.249950       0.171594                 NaN  0.245822       0.129647E-001            NaN            NaN            NaN
  1356.40        500.000        50.1342        49.2441                 NaN            NaN  0.225796       0.160637                 NaN  0.223785       0.113962E-001            NaN            NaN            NaN
  1354.89        500.000        51.2009        48.2280                 NaN            NaN  0.204938       0.151343                 NaN  0.204724       0.100363E-001            NaN            NaN            NaN
  1353.38        500.000        52.1397        47.3293                 NaN            NaN  0.188533       0.143846                 NaN  0.189675       0.896267E-002            NaN            NaN            NaN
  1351.87        500.000        52.9580        46.5470                 NaN            NaN  0.137527       0.173471                 NaN  0.176061       0.797575E-002            NaN            NaN            NaN
  1350.36        500.000        53.6847        45.8486                 NaN            NaN  0.161807       0.132242                 NaN  0.165457       0.719813E-002            NaN            NaN            NaN
  1348.85        500.000        54.3088        45.2527                 NaN            NaN  0.149922       0.127574                 NaN  0.154568       0.637171E-002            NaN            NaN            NaN
  1347.34        500.000        54.8612        44.7211                 NaN            NaN  0.141351       0.123809                 NaN  0.146755       0.579700E-002            NaN            NaN            NaN
  1345.83        500.000        99.6016                 NaN            NaN            NaN  0.120506       0.133284                 NaN  0.139407       0.523877E-002            NaN            NaN            NaN
  1344.32        500.000        99.6178                 NaN            NaN            NaN  0.117588       0.126654                 NaN  0.133246       0.474362E-002            NaN            NaN            NaN
  1342.81        500.000        99.6338                 NaN            NaN            NaN  0.119540       0.115373                 NaN  0.127061       0.426126E-002            NaN            NaN            NaN
  1341.30        500.000        99.6458                 NaN            NaN            NaN  0.114563       0.113306                 NaN  0.122471       0.388000E-002            NaN            NaN            NaN
  1339.79        500.000        99.6578                 NaN            NaN            NaN  0.109364       0.111553                 NaN  0.117790       0.349996E-002            NaN            NaN            NaN
  1338.28        500.000        99.6677                 NaN            NaN            NaN  0.110175       0.105022                 NaN  0.113927       0.316079E-002            NaN            NaN            NaN
  1336.77        500.000        99.6763                 NaN            NaN            NaN  0.101165       0.109138                 NaN  0.110552       0.285304E-002            NaN            NaN            NaN
  1335.26        500.000        99.6838                 NaN            NaN            NaN  0.978110E-001  0.108218                 NaN  0.107568       0.256818E-002            NaN            NaN            NaN
  1333.75        500.000        99.6905                 NaN            NaN            NaN  0.947472E-001  0.107594                 NaN  0.104901       0.230350E-002            NaN            NaN            NaN
  1332.24        500.000        99.6961                 NaN            NaN            NaN  0.919981E-001  0.107298                 NaN  0.102591       0.204074E-002            NaN            NaN            NaN
  1330.73        500.000        99.6998                 NaN            NaN            NaN  0.898645E-001  0.107310                 NaN  0.101198       0.186296E-002            NaN            NaN            NaN
  1329.22        500.000        99.7052                 NaN            NaN            NaN  0.106957       0.876696E-001            NaN  0.986525E-001  0.155987E-002            NaN            NaN            NaN
  1327.71        500.000        99.7064                 NaN            NaN            NaN  0.107293       0.866542E-001            NaN  0.982123E-001  0.144164E-002            NaN            NaN            NaN
  1326.20        500.000        99.7107                 NaN            NaN            NaN  0.831518E-001  0.108932                 NaN  0.960919E-001  0.109864E-002            NaN            NaN            NaN
  1324.69        500.000        99.7112                 NaN            NaN            NaN  0.830113E-001  0.109192                 NaN  0.956653E-001  0.947097E-003            NaN            NaN            NaN
  1323.18        500.000        99.7112                 NaN            NaN            NaN  0.110228       0.823868E-001            NaN  0.953983E-001  0.785859E-003            NaN            NaN            NaN
  1321.67        500.000        99.7108                 NaN            NaN            NaN  0.111523       0.818849E-001            NaN  0.952235E-001  0.608777E-003            NaN            NaN            NaN
  1320.16        500.000        99.7094                 NaN            NaN            NaN  0.813662E-001  0.113457                 NaN  0.953511E-001  0.419956E-003            NaN            NaN            NaN
  1318.65        500.000        99.7071                 NaN            NaN            NaN  0.115517       0.813559E-001            NaN  0.957998E-001  0.241653E-003            NaN            NaN            NaN
  1317.14        500.000        99.7037                 NaN            NaN            NaN  0.117937       0.817186E-001            NaN  0.966105E-001  0.631914E-004            NaN            NaN            NaN
  1315.63        500.000        99.6988                 NaN            NaN            NaN  0.120332       0.828169E-001            NaN  0.980626E-001            NaN            NaN            NaN            NaN
  1314.12        500.000        99.6930                 NaN            NaN            NaN  0.844944E-001  0.122718                 NaN  0.998126E-001            NaN            NaN            NaN            NaN
  1312.61        500.000        99.6855                 NaN            NaN            NaN  0.873574E-001  0.125030                 NaN  0.102111                 NaN            NaN            NaN            NaN
  1311.10        500.000        99.6754                 NaN            NaN            NaN  0.910382E-001  0.127903                 NaN  0.105488       0.220588E-003            NaN            NaN            NaN
  1309.59        500.000        99.6641                 NaN            NaN            NaN  0.133432       0.935975E-001            NaN  0.108885                 NaN            NaN            NaN            NaN
  1308.08        500.000        99.6500                 NaN            NaN            NaN  0.138824       0.978313E-001            NaN  0.113355                 NaN            NaN            NaN            NaN
  1306.57        500.000        99.6325                 NaN            NaN            NaN  0.103545       0.145027                 NaN  0.118927                 NaN            NaN            NaN            NaN
  1305.06        500.000        99.6109                 NaN            NaN            NaN  0.153151       0.110166                 NaN  0.125786                 NaN            NaN            NaN            NaN
  1303.55        500.000        99.5849                 NaN            NaN            NaN  0.118265       0.162683                 NaN  0.134196                 NaN            NaN            NaN            NaN
  1302.04        500.000        99.5518                 NaN            NaN            NaN  0.128350       0.175025                 NaN  0.144869                 NaN            NaN            NaN            NaN
  1300.52        500.000        99.5100                 NaN            NaN            NaN  0.141689       0.190058                 NaN  0.158298                 NaN            NaN            NaN            NaN
  1299.01        500.000        99.4535                 NaN            NaN            NaN  0.159156       0.210862                 NaN  0.176524                 NaN            NaN            NaN            NaN
  1297.50        500.000        99.3821                 NaN            NaN            NaN  0.238513       0.179693                 NaN  0.199674                 NaN            NaN            NaN            NaN
  1295.99        500.000        99.2805                 NaN            NaN            NaN  0.213148       0.274043                 NaN  0.232285                 NaN            NaN            NaN            NaN
  1294.48        500.000        99.1406                 NaN            NaN            NaN  0.256949       0.324872                 NaN  0.277588                 NaN            NaN            NaN            NaN
  1292.97        500.000        98.3364                 NaN            NaN            NaN  0.240853       0.998276                 NaN  0.424504                 NaN            NaN            NaN            NaN
  1291.46        500.000        99.1143                 NaN            NaN            NaN  0.502052                 NaN            NaN  0.383660                 NaN            NaN            NaN            NaN
