|6.6.6
Archiving\03_Data\eqLP/QFM_m4.25/TIS/TIS_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.1929       0.801440       0.564288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.1928       0.801525       0.564296E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.1927       0.801610       0.564304E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.1927       0.801696       0.564312E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.1926       0.801781       0.564320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.1925       0.801867       0.564328E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.1924       0.801952       0.564336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.1923       0.802038       0.564345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.1922       0.802123       0.564353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1921       0.802209       0.564362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.1921       0.802295       0.564371E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.1920       0.802381       0.564379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.1919       0.802467       0.564388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.1918       0.802553       0.564398E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.1917       0.802639       0.564407E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.1916       0.802725       0.564416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.1915       0.802811       0.564426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.1915       0.802897       0.564436E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.1914       0.802984       0.564445E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.1913       0.803070       0.564455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.1912       0.803156       0.564465E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.1911       0.803243       0.564476E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.1910       0.803330       0.564486E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.1909       0.803416       0.564496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1909       0.803503       0.564507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.1908       0.803590       0.564518E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.1907       0.803676       0.564528E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.1906       0.803763       0.564539E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.1905       0.803850       0.564550E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.1904       0.803937       0.564562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.1903       0.804024       0.564573E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.1902       0.804111       0.564584E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.1902       0.804199       0.564596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.1901       0.804286       0.564608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.1900       0.804373       0.564619E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.1899       0.804461       0.564631E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.1898       0.804548       0.564643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.1897       0.804636       0.564655E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.1896       0.804723       0.564668E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.1895       0.804811       0.564680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.1895       0.804898       0.564693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.1894       0.804986       0.564705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.1893       0.805074       0.564718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.1892       0.805162       0.564731E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.1891       0.805250       0.564744E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.1890       0.805338       0.564757E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.1889       0.805426       0.564770E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.1888       0.805514       0.564784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.1887       0.805602       0.564797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.1887       0.805690       0.564811E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.1886       0.805779       0.564824E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.1885       0.805867       0.564838E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.1884       0.805956       0.564852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.1883       0.806044       0.564866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.1882       0.806133       0.564880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.1881       0.806221       0.564894E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.1880       0.806310       0.564909E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.1880       0.806399       0.564923E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.1879       0.806487       0.564938E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.1878       0.806576       0.564953E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.1877       0.806665       0.564967E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.1876       0.806754       0.564982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.1875       0.806843       0.564997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.1874       0.806932       0.565013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.1873       0.807021       0.565028E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.1872       0.807111       0.565043E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.1871       0.807200       0.565059E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.1871       0.807289       0.565074E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.1870       0.807378       0.565090E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.1869       0.807468       0.565106E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.1868       0.807557       0.565122E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.1867       0.807647       0.565138E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.1866       0.807737       0.565154E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.1865       0.807826       0.565171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.1864       0.807916       0.565187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.1863       0.808006       0.565203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.1863       0.808096       0.565220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        99.1862       0.808185       0.565237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        99.1861       0.808275       0.565254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        99.1860       0.808365       0.565271E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        99.1859       0.808456       0.565288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        99.1858       0.808546       0.565305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        99.1857       0.808636       0.565322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        99.1856       0.808726       0.565339E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        99.1855       0.808816       0.565357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        99.1854       0.808907       0.565374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        99.1853       0.808997       0.565392E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        99.1853       0.809087       0.565410E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        99.1852       0.809178       0.565428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        99.1851       0.809268       0.565446E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        99.1850       0.809359       0.565464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        99.1849       0.809450       0.565482E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        99.1848       0.809540       0.565500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        99.1847       0.809631       0.565519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        99.1846       0.809722       0.565537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        99.1845       0.809813       0.565556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        99.1844       0.809904       0.565574E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        99.1843       0.809995       0.565593E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        99.1843       0.810086       0.565612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        99.1842       0.810177       0.565631E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        99.1841       0.810268       0.565650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        99.1840       0.810359       0.565669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        99.1839       0.810450       0.565689E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        99.1796       0.810549       0.565713E-002  0.415426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1689       0.810658       0.565745E-002  0.147472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        99.1583       0.810767       0.565777E-002  0.252308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        99.1477       0.810875       0.565808E-002  0.357175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        99.1373       0.810984       0.565840E-002  0.460235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        98.6881       0.811266       0.528577E-002  0.568109E-001  0.438504                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        97.9442       0.811663       0.464981E-002  0.676965E-001   1.17184                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        97.1995       0.812058       0.401331E-002  0.785927E-001   1.90586                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        96.4541       0.812451       0.337627E-002  0.894994E-001   2.64057                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        95.7081       0.812840       0.273870E-002  0.100416        3.37595                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        94.9872       0.813221       0.210441E-002  0.110885        4.08662                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        94.2657       0.813600       0.146961E-002  0.121363        4.79792                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        93.5435       0.813976       0.834309E-003  0.131850        5.50983                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        92.8207       0.814349       0.198521E-003  0.142347        6.22237                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        92.1417       0.814708                 NaN  0.152504        6.89109                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        91.4757       0.815061                 NaN  0.162604        7.54664                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        90.8139       0.815410                 NaN  0.172460        8.19827                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        90.1515       0.815757                 NaN  0.182323        8.85040                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        89.5201       0.816093                 NaN  0.191732        9.47205                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        88.8883       0.816428                 NaN  0.201148        10.0942                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        88.2559       0.816759                 NaN  0.210571        10.7167                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        87.6232       0.817089                 NaN  0.220001        11.3397                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        86.9899       0.817416                 NaN  0.229439        11.9632                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        86.3563       0.817740                 NaN  0.238883        12.5871                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        85.7221       0.818062                 NaN  0.248334        13.2115                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        85.0876       0.818381                 NaN  0.257793        13.8362                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        84.5182       0.818679                 NaN  0.266413        14.3967                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        83.9485       0.818975                 NaN  0.275039        14.9575                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        83.3784       0.819269                 NaN  0.283671        15.5186                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        82.8080       0.819561                 NaN  0.292308        16.0801                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        82.2373       0.819850                 NaN  0.300951        16.6419                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        81.6662       0.820137                 NaN  0.309599        17.2041                 NaN            NaN            NaN            NaN            NaN            NaN
