|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1258.21        500.000                 NaN   95.7433                 NaN  0.955627E-001            NaN  0.977331                 NaN            NaN  0.573403       0.815943E-001   2.52879                 NaN
  1256.89        500.000                 NaN   95.9471                 NaN  0.814606E-001            NaN  0.945820                 NaN            NaN  0.547374       0.765133E-001   2.40177                 NaN
  1255.57        500.000                 NaN   96.1377                 NaN  0.762898E-001            NaN  0.905652                 NaN            NaN  0.522618       0.723323E-001   2.28540                 NaN
  1254.26        500.000                 NaN   96.3135                 NaN  0.761446E-001            NaN  0.862109                 NaN            NaN  0.499479       0.687765E-001   2.17995                 NaN
  1252.94        500.000                 NaN   96.4770                 NaN  0.799101E-001            NaN  0.816106                 NaN            NaN  0.477805       0.657168E-001   2.08344                 NaN
  1251.62        500.000                 NaN   96.6231                 NaN  0.708605E-001            NaN  0.792083                 NaN            NaN  0.458471       0.621317E-001   1.99337                 NaN
  1250.30        500.000                 NaN   96.7592                 NaN  0.587396E-001            NaN  0.773733                 NaN            NaN  0.440537       0.585773E-001   1.90917                 NaN
  1248.99        500.000                 NaN   96.8943                 NaN  0.619060E-001            NaN  0.734697                 NaN            NaN  0.422129       0.561287E-001   1.83081                 NaN
  1247.67        500.000                 NaN   97.0041                 NaN  0.581318E-001            NaN  0.713432                 NaN            NaN  0.407600       0.534074E-001   1.76329                 NaN
  1246.35        500.000                 NaN   97.1232                 NaN  0.594537E-001            NaN  0.680766                 NaN            NaN  0.391113       0.511773E-001   1.69425                 NaN
  1245.04        500.000                 NaN   97.2262                 NaN  0.541705E-001            NaN  0.661697                 NaN            NaN  0.377072       0.487016E-001   1.63213                 NaN
  1243.72        500.000                 NaN   97.3254                 NaN  0.510768E-001            NaN  0.640271                 NaN            NaN  0.363451       0.464369E-001   1.57332                 NaN
  1242.40        500.000                 NaN   97.4174                 NaN  0.475638E-001            NaN  0.621607                 NaN            NaN  0.350665       0.443178E-001   1.51845                 NaN
  1241.08        500.000                 NaN   97.5067                 NaN  0.473251E-001            NaN  0.599082                 NaN            NaN  0.338174       0.424401E-001   1.46626                 NaN
  1239.77        500.000                 NaN   97.5890                 NaN  0.450616E-001            NaN  0.580956                 NaN            NaN  0.326664       0.405844E-001   1.41774                 NaN
  1238.45        500.000                 NaN   97.6704                 NaN  0.467482E-001            NaN  0.557760                 NaN            NaN  0.315094       0.389925E-001   1.37102                 NaN
  1237.13        500.000                 NaN   97.7395                 NaN  0.372378E-001            NaN  0.552793                 NaN            NaN  0.305393       0.369141E-001   1.32811                 NaN
  1235.81        500.000                 NaN   97.8116                 NaN  0.365019E-001            NaN  0.535173                 NaN            NaN  0.295274       0.353618E-001   1.28614                 NaN
  1234.50        500.000                 NaN   97.8805                 NaN  0.358067E-001            NaN  0.518100                 NaN            NaN  0.285208       0.339106E-001   1.24646                 NaN
  1233.18        500.000                 NaN   97.9411                 NaN  0.278076E-001            NaN  0.513299                 NaN            NaN  0.276659       0.321125E-001   1.20898                 NaN
  1231.86        500.000                 NaN   98.0008                 NaN  0.246918E-001            NaN  0.502086                 NaN            NaN  0.268127       0.306366E-001   1.17366                 NaN
  1230.54        500.000                 NaN   98.0592                 NaN  0.224718E-001            NaN  0.490083                 NaN            NaN  0.259637       0.292908E-001   1.13933                 NaN
  1229.23        500.000                 NaN   98.1111                 NaN  0.156861E-001            NaN  0.485330                 NaN            NaN  0.252270       0.277545E-001   1.10783                 NaN
  1227.91        500.000                 NaN   98.1657                 NaN  0.121931E-001            NaN  0.476285                 NaN            NaN  0.244273       0.263909E-001   1.07517                 NaN
  1226.59        500.000                 NaN   98.2907                 NaN            NaN            NaN  0.350049E-001  0.402301                 NaN  0.220887       0.267447E-001   1.02432                 NaN
  1225.27        500.000                 NaN   97.0289                 NaN            NaN            NaN  0.708136                 NaN            NaN  0.388610       0.387260E-001   1.83567                 NaN
  1223.96        500.000                 NaN   99.3778                 NaN  0.507974E-001            NaN  0.230481                 NaN            NaN  0.876025E-001  0.103733E-001  0.242958                 NaN
  1222.64        500.000                 NaN   88.5957                 NaN  0.961586E-001            NaN   1.68787        1.17705                 NaN   1.52831       0.147533        6.76743                 NaN
  1221.32        500.000                 NaN   99.8947                 NaN  0.222163E-001  0.516692E-001            NaN            NaN            NaN  0.131037E-001  0.223359E-002  0.161187E-001            NaN
  1220.00        500.000                 NaN   99.0202                 NaN  0.228676E-005            NaN  0.244123                 NaN            NaN  0.106202       0.147284E-001  0.614699                 NaN
  1218.69        500.000                 NaN   99.9161                 NaN  0.237117E-005            NaN  0.198110E-001            NaN            NaN  0.104667E-001  0.131579E-002  0.523464E-001            NaN
  1217.37        500.000                 NaN   99.9858                 NaN            NaN            NaN  0.545564E-002  0.566514E-002            NaN  0.207165E-002  0.100066E-002            NaN            NaN
  1216.05        500.000                 NaN   99.9904                 NaN            NaN            NaN  0.285710E-003            NaN            NaN            NaN  0.409665E-003  0.889092E-002            NaN
  1214.74        500.000                 NaN   99.9905                 NaN            NaN            NaN  0.629419E-003            NaN            NaN            NaN  0.525253E-003  0.829950E-002            NaN
  1213.42        500.000                 NaN   99.8751                 NaN            NaN            NaN  0.424647E-001            NaN            NaN  0.982409E-002  0.295746E-003  0.723076E-001            NaN
  1212.10        500.000                 NaN   99.5919                 NaN            NaN            NaN  0.953043E-001  0.158723E-001            NaN  0.566284E-001  0.423197E-002  0.236108                 NaN
  1210.78        500.000                 NaN   99.9008                 NaN            NaN            NaN  0.196997E-001            NaN            NaN  0.835902E-002  0.200088E-002  0.691828E-001            NaN
  1209.47        500.000                 NaN   98.7069                 NaN            NaN            NaN  0.257060       0.955566E-001            NaN  0.164268       0.199096E-001  0.756258                 NaN
  1208.15        500.000                 NaN   97.3784                 NaN            NaN            NaN  0.241021       0.427879                 NaN  0.334765       0.367870E-001   1.58118                 NaN
  1206.83        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1205.51        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1204.20        500.000                 NaN   90.5499                 NaN            NaN            NaN  0.121554       0.974297                 NaN  0.805610       0.366132E-001   3.50981        4.00226     
  1202.88        500.000                 NaN   79.6975                 NaN            NaN            NaN  0.315101        2.34339                 NaN   1.72541       0.737457E-001   8.39436        7.45049     
  1201.56        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1200.24        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1198.93        500.000                 NaN   81.1533                 NaN            NaN            NaN   1.41249       0.841070       0.216341E-005   1.58614       0.671943E-001   7.41207        7.52771     
  1197.61        500.000                 NaN   90.9896                 NaN            NaN            NaN  0.936025       0.172246                 NaN  0.741396       0.323643E-001   3.56867        3.55975     
  1196.29        500.000                 NaN   91.5410                 NaN            NaN            NaN  0.976413                 NaN            NaN  0.690349       0.321091E-001   3.36323        3.39690     
  1194.97        500.000                 NaN   90.2369                 NaN            NaN            NaN   1.14646                 NaN            NaN  0.827069       0.262521E-001   3.85727        3.90606     
  1193.66        500.000                 NaN   92.4982                 NaN            NaN            NaN  0.863748                 NaN            NaN  0.600726       0.290933E-001   3.02567        2.98252     
  1192.34        500.000                 NaN   84.2869                 NaN            NaN            NaN  0.675486       0.995365                 NaN   1.23763       0.601244E-001   6.40675        6.33774     
  1191.02        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.70        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1188.39        500.000                 NaN            NaN            NaN            NaN            NaN   9.26915                 NaN            NaN   7.38534       0.323567        42.5669        40.4551     
  1187.07        500.000                 NaN            NaN            NaN            NaN            NaN   9.28398                 NaN            NaN   7.39417       0.320091        42.5433        40.4584     
  1185.75        500.000                 NaN            NaN            NaN            NaN            NaN   9.28113                 NaN            NaN   7.39127       0.320645        42.5485        40.4585     
  1184.44        500.000                 NaN            NaN            NaN            NaN            NaN   9.28701                 NaN            NaN   7.39966       0.319107        42.5337        40.4605     
  1183.12        500.000                 NaN            NaN            NaN            NaN            NaN   9.28659                 NaN            NaN   7.39855       0.319132        42.5345        40.4612     
  1181.80        500.000                 NaN            NaN            NaN            NaN            NaN   9.28924                 NaN            NaN   7.40523       0.318342        42.5247        40.4625     
  1180.48        500.000                 NaN            NaN            NaN            NaN            NaN   9.29331                 NaN            NaN   7.40632       0.317420        42.5185        40.4644     
  1179.17        500.000                 NaN            NaN            NaN            NaN            NaN   9.29424                 NaN            NaN   7.41026       0.316793        42.5138        40.4649     
  1177.85        500.000                 NaN            NaN            NaN            NaN            NaN   9.29593                 NaN            NaN   7.41290       0.316258        42.5089        40.4660     
  1176.53        500.000                 NaN            NaN            NaN            NaN            NaN   9.29690                 NaN            NaN   7.41479       0.315917        42.5053        40.4671     
  1175.21        500.000                 NaN            NaN            NaN            NaN            NaN   9.29859                 NaN            NaN   7.41739       0.315382        42.5005        40.4682     
  1173.90        500.000                 NaN            NaN            NaN            NaN            NaN   9.29886                 NaN            NaN   7.41864       0.315251        42.4981        40.4692     
  1172.58        500.000                 NaN            NaN            NaN            NaN            NaN   9.30035                 NaN            NaN   7.42093       0.314756        42.4937        40.4702     
  1171.26        500.000                 NaN            NaN            NaN            NaN            NaN   9.30205                 NaN            NaN   7.42316       0.314219        42.4892        40.4713     
  1169.94        500.000                 NaN            NaN            NaN            NaN            NaN   9.30367                 NaN            NaN   7.42569       0.313704        42.4845        40.4724     
  1168.63        500.000                 NaN            NaN            NaN            NaN            NaN   9.30566                 NaN            NaN   7.42896       0.313042        42.4788        40.4736     
  1167.31        500.000                 NaN            NaN            NaN            NaN            NaN  0.367457E-005   9.30847                 NaN   7.43274       0.312227        42.4718        40.4747     
  1165.99        500.000                 NaN            NaN            NaN            NaN            NaN  0.575005E-005   9.30950                 NaN   7.43433       0.311682        42.4687        40.4758     
  1164.67        500.000                 NaN            NaN            NaN            NaN            NaN   9.31183                 NaN            NaN   7.43780       0.311163        42.4623        40.4769     
  1163.36        500.000                 NaN            NaN            NaN            NaN            NaN   9.31344                 NaN            NaN   7.44024       0.310652        42.4576        40.4781     
  1162.04        500.000                 NaN            NaN            NaN            NaN            NaN  0.462210        4.20093        4.64366        7.43274       0.313752        42.4654        40.4813     
  1160.72        500.000                 NaN            NaN            NaN            NaN            NaN   9.31734                 NaN            NaN   7.44571       0.309448        42.4472        40.4803     
  1159.40        500.000                 NaN            NaN            NaN            NaN            NaN   9.31913                 NaN            NaN   7.44828       0.308889        42.4423        40.4814     
  1158.09        500.000                 NaN            NaN            NaN            NaN            NaN   3.18458        6.13153                 NaN   7.44601       0.309711        42.4459        40.4823     
  1156.77        500.000                 NaN            NaN            NaN            NaN            NaN   2.05802        7.25169                 NaN   7.43752       0.311270        42.4576        40.4839     
  1155.45        500.000                 NaN            NaN            NaN            NaN            NaN   2.24758        7.05854                 NaN   7.44163       0.312390        42.4557        40.4842     
  1154.14        500.000                 NaN            NaN            NaN            NaN            NaN   1.84946        7.46201                 NaN   7.44650       0.310806        42.4458        40.4854     
  1152.82        500.000                 NaN            NaN            NaN            NaN            NaN   1.92514        7.38542                 NaN   7.44669       0.311451        42.4457        40.4856     
  1151.50        500.000                 NaN            NaN            NaN            NaN            NaN   1.16582        8.15513                 NaN   7.45429       0.308038        42.4286        40.4881     
  1150.18        500.000                 NaN            NaN            NaN            NaN            NaN   1.36402        7.95403                 NaN   7.45737       0.308439        42.4278        40.4884     
  1148.87        500.000                 NaN            NaN            NaN            NaN            NaN   1.86517        7.45242                 NaN   7.45388       0.309197        42.4289        40.4904     
  1147.55        500.000                 NaN            NaN            NaN            NaN            NaN   7.22059        2.10324                 NaN   7.46106       0.307204        42.4162        40.4917     
  1146.23        500.000                 NaN            NaN            NaN            NaN            NaN   7.35789        1.96901                 NaN   7.46348       0.306434        42.4105        40.4926     
  1144.91        500.000                 NaN            NaN            NaN            NaN            NaN   1.20513        8.12499                 NaN   7.46766       0.305936        42.4013        40.4950     
  1143.60        500.000                 NaN            NaN            NaN            NaN            NaN   9.34012                 NaN            NaN   7.47656       0.302440        42.3858        40.4950     
  1142.28        500.000                 NaN            NaN            NaN            NaN            NaN   9.34326                 NaN            NaN   7.48132       0.301773        42.3768        40.4968     
  1140.96        500.000                 NaN            NaN            NaN            NaN            NaN   9.34473                 NaN            NaN   7.48361       0.300965        42.3732        40.4975     
  1139.64        500.000                 NaN            NaN            NaN            NaN            NaN  0.762923        8.57359                 NaN   7.47972       0.302659        42.3825        40.4986     
  1138.33        500.000                 NaN            NaN            NaN            NaN            NaN   9.05250       0.292781                 NaN   7.48678       0.300436        42.3677        40.4998     
  1137.01        500.000                 NaN            NaN            NaN            NaN            NaN  0.920224        8.42357                 NaN   7.48580       0.301124        42.3682        40.5011     
  1135.69        500.000                 NaN            NaN            NaN   1.44877                 NaN   6.85473                 NaN            NaN   7.25046       0.401555        42.9261        41.1184     
  1134.37        500.000                 NaN            NaN            NaN   1.52386                 NaN   6.72426                 NaN            NaN   7.23788       0.407175        42.9552        41.1516     
  1133.06        500.000                 NaN            NaN            NaN   1.71872                 NaN   6.24577                 NaN            NaN   7.12317       0.445419        43.2528        41.2141     
  1131.74        500.000                 NaN            NaN            NaN   1.61489                 NaN   6.56719                 NaN            NaN   7.22357       0.413786        42.9877        41.1929     
  1130.42        500.000                 NaN            NaN            NaN   1.65401                 NaN   6.49955                 NaN            NaN   7.21746       0.416642        43.0015        41.2108     
  1129.10        500.000                 NaN            NaN            NaN   1.68824                 NaN   6.44045                 NaN            NaN   7.21222       0.419122        43.0133        41.2266     
  1127.79        500.000                 NaN            NaN            NaN   1.71881                 NaN   6.38774                 NaN            NaN   7.20764       0.421319        43.0236        41.2409     
  1126.47        500.000                 NaN            NaN            NaN   1.74667                 NaN   6.33972                 NaN            NaN   7.20352       0.423313        43.0327        41.2541     
  1125.15        500.000                 NaN            NaN            NaN   1.77192                 NaN   6.29636                 NaN            NaN   7.19990       0.425096        43.0406        41.2661     
  1123.83        500.000                 NaN            NaN            NaN   1.79546                 NaN   6.25592                 NaN            NaN   7.19656       0.426752        43.0479        41.2774     
  1122.52        500.000                 NaN            NaN            NaN   1.81744                 NaN   6.21820                 NaN            NaN   7.19350       0.428290        43.0545        41.2880     
  1121.20        500.000                 NaN            NaN            NaN   1.84039                 NaN   6.17825                 NaN            NaN   7.19009       0.429963        43.0622        41.2991     
  1119.88        500.000                 NaN            NaN            NaN   1.85943                 NaN   6.14570                 NaN            NaN   7.18755       0.431270        43.0676        41.3085     
  1118.57        500.000                 NaN            NaN            NaN   1.87754                 NaN   6.11474                 NaN            NaN   7.18517       0.432508        43.0726        41.3175     
  1117.25        500.000                 NaN            NaN            NaN   1.90707                 NaN   6.05973                 NaN            NaN   7.17958       0.435050        43.0872        41.3314     
  1115.93        500.000                 NaN            NaN            NaN   1.91293                 NaN   6.05476                 NaN            NaN   7.18069       0.434915        43.0815        41.3352     
  1114.61        500.000                 NaN            NaN            NaN   1.92695                 NaN   6.03096                 NaN            NaN   7.17904       0.435819        43.0848        41.3424     
  1113.30        500.000                 NaN            NaN            NaN   1.94262                 NaN   6.00420                 NaN            NaN   7.17707       0.436884        43.0888        41.3504     
  1111.98        500.000                 NaN            NaN            NaN   1.95833                 NaN   5.97733                 NaN            NaN   7.17513       0.437950        43.0929        41.3584     
  1110.66        500.000                 NaN            NaN            NaN   1.97214                 NaN   5.95372                 NaN            NaN   7.17337       0.438884        43.0963        41.3656     
  1109.34        500.000                 NaN            NaN            NaN   1.98567                 NaN   5.93071                 NaN            NaN   7.17172       0.439780        43.0995        41.3726     
  1108.03        500.000                 NaN            NaN            NaN   1.99892                 NaN   5.90811                 NaN            NaN   7.17021       0.440665        43.1025        41.3796     
  1106.71        500.000                 NaN            NaN            NaN   2.46057                 NaN   5.14369                 NaN            NaN   7.13584       0.471502        43.1861        41.6023     
  1105.39        500.000                 NaN            NaN            NaN   2.02330                 NaN   5.86677                 NaN            NaN   7.16748       0.442245        43.1076        41.3926     
  1104.07        500.000                 NaN            NaN            NaN   2.10734                 NaN   5.71311                 NaN            NaN   7.15396       0.449460        43.1483        41.4278     
  1102.76        500.000                 NaN            NaN            NaN   2.45966                 NaN   5.11780       0.267736E-001            NaN   7.13590       0.471418        43.1838        41.6047     
  1101.44        500.000                 NaN            NaN            NaN   2.05676                 NaN   5.81026                 NaN            NaN   7.16394       0.444369        43.1139        41.4107     
  1100.12        500.000                 NaN            NaN            NaN   2.06725                 NaN   5.79260                 NaN            NaN   7.16288       0.445026        43.1157        41.4165     
  1098.80        500.000                 NaN            NaN            NaN   2.07753                 NaN   5.77532                 NaN            NaN   7.16186       0.445667        43.1174        41.4222     
  1097.49        500.000                 NaN            NaN            NaN   2.08767                 NaN   5.75824                 NaN            NaN   7.16085       0.446303        43.1191        41.4278     
  1096.17        500.000                 NaN            NaN            NaN   2.09599                 NaN   5.74450                 NaN            NaN   7.16022       0.446760        43.1199        41.4327     
  1094.85        500.000                 NaN            NaN            NaN   2.10650                 NaN   5.72676                 NaN            NaN   7.15904       0.447456        43.1217        41.4385     
  1093.53        500.000                 NaN            NaN            NaN   2.13001                 NaN   5.68832                 NaN            NaN   7.15720       0.449670        43.1216        41.4532     
  1092.22        500.000                 NaN            NaN            NaN   2.46522                 NaN   5.13448                 NaN            NaN   7.13597       0.471604        43.1775        41.6152     
  1090.90        500.000                 NaN            NaN            NaN   2.13438                 NaN   5.67998                 NaN            NaN   7.15654       0.449158        43.1256        41.4543     
  1089.58        500.000                 NaN            NaN            NaN   2.14310                 NaN   5.66538                 NaN            NaN   7.15578       0.449684        43.1267        41.4594     
  1088.27        500.000                 NaN            NaN            NaN   2.46610                 NaN   5.13253                 NaN            NaN   7.13596       0.471616        43.1753        41.6185     
  1086.95        500.000                 NaN            NaN            NaN   2.15944                 NaN   5.63829                 NaN            NaN   7.15450       0.450632        43.1282        41.4690     
  1085.63        500.000                 NaN            NaN            NaN   2.16742                 NaN   5.62505                 NaN            NaN   7.15389       0.451094        43.1288        41.4737     
  1084.31        500.000                 NaN            NaN            NaN   2.18063                 NaN   5.60187                 NaN            NaN   7.15207       0.452114        43.1327        41.4806     
  1083.00        500.000                 NaN            NaN            NaN   2.21317                 NaN   5.54118                 NaN            NaN   7.14537       0.455224        43.1500        41.4950     
  1081.68        500.000                 NaN            NaN            NaN   2.18989                 NaN   5.58808                 NaN            NaN   7.15237       0.452349        43.1300        41.4873     
  1080.36        500.000                 NaN            NaN            NaN   2.19775                 NaN   5.57499                 NaN            NaN   7.15175       0.452817        43.1307        41.4920     
  1079.04        500.000                 NaN            NaN            NaN   2.21670                 NaN   5.54049                 NaN            NaN   7.14842       0.454492        43.1388        41.5011     
  1077.73        500.000                 NaN            NaN            NaN   2.20916                 NaN   5.55670                 NaN            NaN   7.15224       0.453377        43.1291        41.4994     
  1076.41        500.000                 NaN            NaN            NaN   2.24326                 NaN   5.49296                 NaN            NaN   7.14432       0.456656        43.1482        41.5146     
  1075.09        500.000                 NaN            NaN            NaN   2.22682                 NaN   5.52694                 NaN            NaN   7.15088       0.454492        43.1311        41.5098     
  1073.77        500.000                 NaN            NaN            NaN   2.23213                 NaN   5.51875                 NaN            NaN   7.14975       0.454685        43.1313        41.5134     
  1072.46        500.000                 NaN            NaN            NaN   2.23900                 NaN   5.50748                 NaN            NaN   7.14934       0.455066        43.1315        41.5176     
  1071.14        500.000                 NaN            NaN            NaN   2.26443                 NaN   5.45984                 NaN            NaN   7.14415       0.457532        43.1449        41.5291     
  1069.82        500.000                 NaN            NaN            NaN   2.26981                 NaN   5.45137                 NaN            NaN   7.14407       0.457766        43.1442        41.5328     
  1068.50        500.000                 NaN            NaN            NaN   2.27511                 NaN   5.44304                 NaN            NaN   7.14401       0.457995        43.1434        41.5364     
  1067.19        500.000                 NaN            NaN            NaN   2.28034                 NaN   5.43482                 NaN            NaN   7.14395       0.458219        43.1426        41.5400     
  1065.87        500.000                 NaN            NaN            NaN   2.28535                 NaN   5.42705                 NaN            NaN   7.14396       0.458419        43.1417        41.5436     
  1064.55        500.000                 NaN            NaN            NaN   2.29399                 NaN   5.41377                 NaN            NaN   7.14468       0.459082        43.1382        41.5502     
  1063.23        500.000                 NaN            NaN            NaN   2.30033                 NaN   5.40024                 NaN            NaN   7.14174       0.460335        43.1444        41.5529     
  1061.92        500.000                 NaN            NaN            NaN   2.30091                 NaN   5.40547                 NaN            NaN   7.14469       0.459079        43.1349        41.5549     
  1060.60        500.000                 NaN            NaN            NaN   2.30585                 NaN   5.39791                 NaN            NaN   7.14474       0.459262        43.1337        41.5585     
  1059.28        500.000                 NaN            NaN            NaN   2.31072                 NaN   5.39044                 NaN            NaN   7.14479       0.459448        43.1325        41.5621     
  1057.97        500.000                 NaN            NaN            NaN   2.31565                 NaN   5.38044                 NaN            NaN   7.14346       0.459449        43.1364        41.5646     
  1056.65        500.000                 NaN            NaN            NaN   2.31886                 NaN   5.37527                 NaN            NaN   7.14397       0.460339        43.1324        41.5692     
  1055.33        500.000                 NaN            NaN            NaN   2.32515                 NaN   5.36494                 NaN            NaN   7.14364       0.460076        43.1346        41.5716     
  1054.01        500.000                 NaN            NaN            NaN   2.32973                 NaN   5.35787                 NaN            NaN   7.14392       0.460252        43.1333        41.5749     
  1052.70        500.000                 NaN            NaN            NaN   2.32819                 NaN   5.36340                 NaN            NaN   7.14592       0.459680        43.1267        41.5761     
  1051.38        500.000                 NaN            NaN            NaN   2.33073                 NaN   5.36036                 NaN            NaN   7.14648       0.459613        43.1242        41.5786     
  1050.06        500.000                 NaN            NaN            NaN   2.47592                 NaN   5.11913                 NaN            NaN   7.13961       0.470460        43.1423        41.6526     
  1048.74        500.000                 NaN            NaN            NaN   2.47584                 NaN   5.11902                 NaN            NaN   7.13958       0.470448        43.1416        41.6535     
  1047.43        500.000                 NaN            NaN            NaN   2.47578                 NaN   5.11889                 NaN            NaN   7.13955       0.470437        43.1409        41.6544     
  1046.11        500.000                 NaN            NaN            NaN   2.47571                 NaN   5.11876                 NaN            NaN   7.13952       0.470426        43.1403        41.6553     
  1044.79        500.000                 NaN            NaN            NaN   2.47565                 NaN   5.11864                 NaN            NaN   7.13949       0.470414        43.1396        41.6562     
  1043.47        500.000                 NaN            NaN            NaN   2.47558                 NaN   5.11851                 NaN            NaN   7.13946       0.470403        43.1390        41.6571     
  1042.16        500.000                 NaN            NaN            NaN   2.47551                 NaN   5.11839                 NaN            NaN   7.13943       0.470392        43.1383        41.6580     
  1040.84        500.000                 NaN            NaN            NaN   2.47544                 NaN   5.11827                 NaN            NaN   7.13940       0.470380        43.1376        41.6589     
  1039.52        500.000                 NaN            NaN            NaN   2.47538                 NaN   5.11814                 NaN            NaN   7.13937       0.470369        43.1370        41.6597     
  1038.20        500.000                 NaN            NaN            NaN   2.47531                 NaN   5.11802                 NaN            NaN   7.13934       0.470357        43.1363        41.6606     
  1036.89        500.000                 NaN            NaN            NaN   2.47524                 NaN   5.11790                 NaN            NaN   7.13931       0.470346        43.1357        41.6615     
  1035.57        500.000                 NaN            NaN            NaN   2.47518                 NaN   5.11778                 NaN            NaN   7.13928       0.470334        43.1350        41.6624     
  1034.25        500.000                 NaN            NaN            NaN   2.47511                 NaN   5.11765                 NaN            NaN   7.13925       0.470323        43.1344        41.6633     
  1032.93        500.000                 NaN            NaN            NaN   2.47504                 NaN   5.11753                 NaN            NaN   7.13923       0.470311        43.1337        41.6642     
  1031.62        500.000                 NaN            NaN            NaN   2.47497                 NaN   5.11741                 NaN            NaN   7.13920       0.470300        43.1330        41.6651     
  1030.30        500.000                 NaN            NaN            NaN   2.47491                 NaN   5.11729                 NaN            NaN   7.13917       0.470288        43.1324        41.6660     
  1028.98        500.000                 NaN            NaN            NaN   2.47484                 NaN   5.11717                 NaN            NaN   7.13914       0.470277        43.1317        41.6669     
  1027.67        500.000                 NaN            NaN            NaN   2.47477                 NaN   5.11705                 NaN            NaN   7.13911       0.470265        43.1311        41.6677     
  1026.35        500.000                 NaN            NaN            NaN   2.47470                 NaN   5.11692                 NaN            NaN   7.13908       0.470254        43.1304        41.6686     
  1025.03        500.000                 NaN            NaN            NaN   2.47463                 NaN   5.11680                 NaN            NaN   7.13905       0.470242        43.1297        41.6695     
  1023.71        500.000                 NaN            NaN            NaN   2.47457                 NaN   5.11668                 NaN            NaN   7.13903       0.470231        43.1291        41.6704     
  1022.40        500.000                 NaN            NaN            NaN   2.47450                 NaN   5.11656                 NaN            NaN   7.13900       0.470219        43.1284        41.6713     
  1021.08        500.000                 NaN            NaN            NaN   2.47443                 NaN   5.11644                 NaN            NaN   7.13897       0.470208        43.1278        41.6722     
  1019.76        500.000                 NaN            NaN            NaN   2.47436                 NaN   5.11632                 NaN            NaN   7.13894       0.470196        43.1271        41.6731     
  1018.44        500.000                 NaN            NaN            NaN   2.47430                 NaN   5.11620                 NaN            NaN   7.13891       0.470185        43.1265        41.6740     
  1017.13        500.000                 NaN            NaN            NaN   2.47423                 NaN   5.11608                 NaN            NaN   7.13888       0.470173        43.1258        41.6748     
  1015.81        500.000                 NaN            NaN            NaN   2.47416                 NaN   5.11596                 NaN            NaN   7.13886       0.470161        43.1251        41.6757     
  1014.49        500.000                 NaN            NaN            NaN   2.47409                 NaN   5.11584                 NaN            NaN   7.13883       0.470150        43.1245        41.6766     
  1013.17        500.000                 NaN            NaN            NaN   2.47403                 NaN   5.11572                 NaN            NaN   7.13880       0.470138        43.1238        41.6775     
  1011.86        500.000                 NaN            NaN            NaN   2.47396                 NaN   5.11560                 NaN            NaN   7.13877       0.470127        43.1232        41.6784     
  1010.54        500.000                 NaN            NaN            NaN   2.47389                 NaN   5.11548                 NaN            NaN   7.13875       0.470115        43.1225        41.6793     
  1009.22        500.000                 NaN            NaN            NaN   2.47382                 NaN   5.11536                 NaN            NaN   7.13872       0.470103        43.1219        41.6801     
  1007.90        500.000                 NaN            NaN            NaN   2.47375                 NaN   5.11524                 NaN            NaN   7.13869       0.470092        43.1212        41.6810     
  1006.59        500.000                 NaN            NaN            NaN   2.47369                 NaN   5.11512                 NaN            NaN   7.13866       0.470080        43.1205        41.6819     
  1005.27        500.000                 NaN            NaN            NaN   2.47362                 NaN   5.11500                 NaN            NaN   7.13864       0.470069        43.1199        41.6828     
  1003.95        500.000                 NaN            NaN            NaN   2.47355                 NaN   5.11488                 NaN            NaN   7.13861       0.470057        43.1192        41.6837     
  1002.63        500.000                 NaN            NaN            NaN   2.47348                 NaN   5.11476                 NaN            NaN   7.13858       0.470045        43.1186        41.6846     
  1001.32        500.000                 NaN            NaN            NaN   2.47341                 NaN   5.11464                 NaN            NaN   7.13855       0.470034        43.1179        41.6854     
  1000.00        500.000                 NaN            NaN            NaN   2.47335                 NaN   5.11452                 NaN            NaN   7.13853       0.470022        43.1173        41.6863     
