|6.6.6
Archiving\03_Data\Deq/QFM/WD94/WD94_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1887.82        2500.00        95.1936       0.121675        4.68476                 NaN            NaN            NaN            NaN
  1884.62        2500.00        94.4460       0.138658        5.41537                 NaN            NaN            NaN            NaN
  1881.41        2500.00        93.6983       0.155642        6.14601                 NaN            NaN            NaN            NaN
  1878.21        2500.00        92.9507       0.172626        6.87668                 NaN            NaN            NaN            NaN
  1875.00        2500.00        92.2030       0.189611        7.60737                 NaN            NaN            NaN            NaN
  1871.79        2500.00        91.4553       0.206597        8.33808                 NaN            NaN            NaN            NaN
  1868.59        2500.00        90.7566       0.222127        9.02123                 NaN            NaN            NaN            NaN
  1865.38        2500.00        90.0579       0.237657        9.70441                 NaN            NaN            NaN            NaN
  1862.18        2500.00        89.3592       0.253188        10.3876                 NaN            NaN            NaN            NaN
  1858.97        2500.00        88.6604       0.268720        11.0708                 NaN            NaN            NaN            NaN
  1855.77        2500.00        87.9617       0.284252        11.7541                 NaN            NaN            NaN            NaN
  1852.56        2500.00        87.2628       0.299785        12.4374                 NaN            NaN            NaN            NaN
  1849.36        2500.00        86.5640       0.315319        13.1207                 NaN            NaN            NaN            NaN
  1846.15        2500.00        85.8651       0.330853        13.8040                 NaN            NaN            NaN            NaN
  1842.95        2500.00        85.1940       0.345314        14.4607                 NaN            NaN            NaN            NaN
  1839.74        2500.00        84.5229       0.359775        15.1174                 NaN            NaN            NaN            NaN
  1836.54        2500.00        83.8517       0.374237        15.7741                 NaN            NaN            NaN            NaN
  1833.33        2500.00        83.1805       0.388700        16.4308                 NaN            NaN            NaN            NaN
  1830.13        2500.00        82.5092       0.403163        17.0876                 NaN            NaN            NaN            NaN
  1826.92        2500.00        81.8380       0.417627        17.7444                 NaN            NaN            NaN            NaN
  1823.72        2500.00        81.1667       0.432091        18.4012                 NaN            NaN            NaN            NaN
  1820.51        2500.00        80.4954       0.446556        19.0581                 NaN            NaN            NaN            NaN
  1817.31        2500.00        79.8452       0.459872        19.6949                 NaN            NaN            NaN            NaN
  1814.10        2500.00        79.1950       0.473188        20.3318                 NaN            NaN            NaN            NaN
  1810.90        2500.00        78.5448       0.486505        20.9687                 NaN            NaN            NaN            NaN
  1807.69        2500.00        77.8945       0.499822        21.6057                 NaN            NaN            NaN            NaN
  1804.49        2500.00        77.2442       0.513140        22.2426                 NaN            NaN            NaN            NaN
  1801.28        2500.00        76.5939       0.526459        22.8796                 NaN            NaN            NaN            NaN
  1798.08        2500.00        75.9436       0.539778        23.5166                 NaN            NaN            NaN            NaN
  1794.87        2500.00        75.2932       0.553098        24.1537                 NaN            NaN            NaN            NaN
  1791.67        2500.00        74.6560       0.565372        24.7786                 NaN            NaN            NaN            NaN
  1788.46        2500.00        74.0188       0.577647        25.4035                 NaN            NaN            NaN            NaN
  1785.26        2500.00        73.3816       0.589922        26.0285                 NaN            NaN            NaN            NaN
  1782.05        2500.00        72.7443       0.602198        26.6535                 NaN            NaN            NaN            NaN
  1778.85        2500.00        72.1070       0.614474        27.2786                 NaN            NaN            NaN            NaN
  1775.64        2500.00        71.4696       0.626751        27.9036                 NaN            NaN            NaN            NaN
  1772.44        2500.00        70.8323       0.639029        28.5287                 NaN            NaN            NaN            NaN
  1769.23        2500.00        70.1949       0.651307        29.1538                 NaN            NaN            NaN            NaN
  1766.03        2500.00        69.5668       0.662734        29.7705                 NaN            NaN            NaN            NaN
  1762.82        2500.00        68.9387       0.674162        30.3872                 NaN            NaN            NaN            NaN
  1759.62        2500.00        68.3105       0.685591        31.0039                 NaN            NaN            NaN            NaN
  1756.41        2500.00        67.6823       0.697020        31.6207                 NaN            NaN            NaN            NaN
  1753.21        2500.00        67.0541       0.708449        32.2375                 NaN            NaN            NaN            NaN
  1750.00        2500.00        66.4258       0.719880        32.8543                 NaN            NaN            NaN            NaN
  1746.79        2500.00        65.7976       0.731310        33.4711                 NaN            NaN            NaN            NaN
  1743.59        2500.00        65.1692       0.742742        34.0880                 NaN            NaN            NaN            NaN
  1740.38        2500.00        64.5600       0.753250        34.6868                 NaN            NaN            NaN            NaN
  1737.18        2500.00        63.9507       0.763760        35.2856                 NaN            NaN            NaN            NaN
  1733.97        2500.00        63.3413       0.774270        35.8844                 NaN            NaN            NaN            NaN
  1730.77        2500.00        62.7319       0.784780        36.4833                 NaN            NaN            NaN            NaN
  1727.56        2500.00        62.1225       0.795291        37.0822                 NaN            NaN            NaN            NaN
  1724.36        2500.00        61.5131       0.805802        37.6811                 NaN            NaN            NaN            NaN
  1721.15        2500.00        60.9037       0.816314        38.2800                 NaN            NaN            NaN            NaN
  1717.95        2500.00        60.2942       0.826826        38.8790                 NaN            NaN            NaN            NaN
  1714.74        2500.00        59.7046       0.836496        39.4589                 NaN            NaN            NaN            NaN
  1711.54        2500.00        59.1150       0.846165        40.0389                 NaN            NaN            NaN            NaN
  1708.33        2500.00        58.5253       0.855835        40.6188                 NaN            NaN            NaN            NaN
  1705.13        2500.00        57.9357       0.865506        41.1988                 NaN            NaN            NaN            NaN
  1701.92        2500.00        57.3460       0.875177        41.7788                 NaN            NaN            NaN            NaN
  1698.72        2500.00        56.7563       0.884848        42.3589                 NaN            NaN            NaN            NaN
  1695.51        2500.00        56.1665       0.894520        42.9390                 NaN            NaN            NaN            NaN
  1692.31        2500.00        55.5767       0.904193        43.5191                 NaN            NaN            NaN            NaN
  1689.10        2500.00        55.0223       0.913213        44.0645                 NaN            NaN            NaN            NaN
  1685.90        2500.00        54.4678       0.922233        44.6099                 NaN            NaN            NaN            NaN
  1682.69        2500.00        53.9133       0.931253        45.1554                 NaN            NaN            NaN            NaN
  1679.49        2500.00        53.3588       0.940275        45.7009                 NaN            NaN            NaN            NaN
  1676.28        2500.00        52.8043       0.949296        46.2464                 NaN            NaN            NaN            NaN
  1673.08        2500.00        52.2497       0.958318        46.7920                 NaN            NaN            NaN            NaN
  1669.87        2500.00        51.6951       0.967340        47.3376                 NaN            NaN            NaN            NaN
  1666.67        2500.00        51.1405       0.976363        47.8832                 NaN            NaN            NaN            NaN
  1663.46        2500.00        50.6012       0.985656        48.4131                 NaN            NaN            NaN            NaN
  1660.26        2500.00        50.0619       0.994950        48.9431                 NaN            NaN            NaN            NaN
  1657.05        2500.00        50.9111       0.966199        48.1227                 NaN            NaN            NaN            NaN
  1653.85        2500.00        48.4378        1.00266        49.7838       0.775822                 NaN            NaN            NaN
  1650.64        2500.00        47.0955       0.998107        50.0042        1.90222                 NaN            NaN            NaN
  1647.44        2500.00        45.7532       0.993550        50.2246        3.02869                 NaN            NaN            NaN
  1644.23        2500.00        44.4108       0.988993        50.4450        4.15522                 NaN            NaN            NaN
  1641.03        2500.00        43.0683       0.984436        50.6655        5.28181                 NaN            NaN            NaN
  1637.82        2500.00        42.0275       0.978875        50.8326        6.16100                 NaN            NaN            NaN
  1634.62        2500.00        40.9867       0.973313        50.9998        7.04023                 NaN            NaN            NaN
  1631.41        2500.00        39.9458       0.967751        51.1670        7.91950                 NaN            NaN            NaN
  1628.21        2500.00        38.9048       0.962189        51.3342        8.79880                 NaN            NaN            NaN
  1625.00        2500.00        37.8639       0.956627        51.5014        9.67815                 NaN            NaN            NaN
  1621.79        2500.00        36.8228       0.951064        51.6686        10.5575                 NaN            NaN            NaN
  1618.59        2500.00        35.7818       0.945501        51.8358        11.4370                 NaN            NaN            NaN
  1615.38        2500.00        34.7406       0.939938        52.0030        12.3164                 NaN            NaN            NaN
  1612.18        2500.00        33.9628       0.933162        52.1208        12.9833                 NaN            NaN            NaN
  1608.97        2500.00        33.1848       0.926385        52.2386        13.6502                 NaN            NaN            NaN
  1605.77        2500.00        32.4069       0.919608        52.3564        14.3171                 NaN            NaN            NaN
  1602.56        2500.00        31.6289       0.912832        52.4742        14.9840                 NaN            NaN            NaN
  1599.36        2500.00        30.8509       0.906054        52.5921        15.6510                 NaN            NaN            NaN
  1596.15        2500.00        30.0729       0.899277        52.7099        16.3179                 NaN            NaN            NaN
  1592.95        2500.00        29.2948       0.892499        52.8277        16.9849                 NaN            NaN            NaN
  1589.74        2500.00        28.5168       0.885722        52.9456        17.6520                 NaN            NaN            NaN
  1586.54        2500.00        27.9001       0.877615        53.0301        18.1922                 NaN            NaN            NaN
  1583.33        2500.00        27.2833       0.869508        53.1147        18.7324                 NaN            NaN            NaN
  1580.13        2500.00        26.6666       0.861401        53.1993        19.2727                 NaN            NaN            NaN
  1576.92        2500.00        26.0498       0.853293        53.2839        19.8129                 NaN            NaN            NaN
  1573.72        2500.00        25.4331       0.845186        53.3686        20.3532                 NaN            NaN            NaN
  1570.51        2500.00        24.8163       0.837078        53.4532        20.8935                 NaN            NaN            NaN
  1567.31        2500.00        24.1995       0.828970        53.5378        21.4338                 NaN            NaN            NaN
  1564.10        2500.00        23.5827       0.820862        53.6224        21.9741                 NaN            NaN            NaN
  1560.90        2500.00        23.0629       0.811796        53.6863        22.4391                 NaN            NaN            NaN
  1557.69        2500.00        22.5430       0.802730        53.7502        22.9041                 NaN            NaN            NaN
  1554.49        2500.00        22.0232       0.793665        53.8141        23.3691                 NaN            NaN            NaN
  1551.28        2500.00        21.5034       0.784599        53.8780        23.8341                 NaN            NaN            NaN
  1548.08        2500.00        20.9835       0.775532        53.9419        24.2991                 NaN            NaN            NaN
  1544.87        2500.00        20.4637       0.766466        54.0058        24.7641                 NaN            NaN            NaN
  1541.67        2500.00        19.9438       0.757399        54.0697        25.2291                 NaN            NaN            NaN
  1538.46        2500.00        19.4239       0.748333        54.1336        25.6942                 NaN            NaN            NaN
  1535.26        2500.00        18.9538       0.736652        54.1840        26.1256                 NaN            NaN            NaN
  1532.05        2500.00        18.4836       0.724972        54.2344        26.5571                 NaN            NaN            NaN
  1528.85        2500.00        18.0134       0.713291        54.2848        26.9885                 NaN            NaN            NaN
  1525.64        2500.00        17.5431       0.701610        54.3353        27.4200                 NaN            NaN            NaN
  1522.44        2500.00        17.0729       0.689929        54.3857        27.8515                 NaN            NaN            NaN
  1519.23        2500.00        16.6027       0.678248        54.4361        28.2829                 NaN            NaN            NaN
  1516.03        2500.00        16.1325       0.666567        54.4865        28.7144                 NaN            NaN            NaN
  1512.82        2500.00        15.6622       0.654885        54.5370        29.1459                 NaN            NaN            NaN
  1509.62        2500.00        15.2174       0.641091        54.5807        29.5608                 NaN            NaN            NaN
  1506.41        2500.00        14.7726       0.627296        54.6244        29.9757                 NaN            NaN            NaN
  1503.21        2500.00        14.3277       0.613501        54.6681        30.3906                 NaN            NaN            NaN
  1500.00        2500.00        13.8829       0.599706        54.7119        30.8056                 NaN            NaN            NaN
  1496.79        2500.00        13.4432       0.585884        54.7500        31.2209                 NaN            NaN            NaN
  1493.59        2500.00        13.0036       0.572061        54.7881        31.6362                 NaN            NaN            NaN
  1490.38        2500.00        12.5744       0.558007        54.8227        32.0450                 NaN            NaN            NaN
  1487.18        2500.00        11.9795       0.552614        54.8663        32.2696       0.331957                 NaN            NaN
  1483.97        2500.00        11.4410       0.557857        54.8882        32.3604       0.752537                 NaN            NaN
  1480.77        2500.00        10.9024       0.563101        54.9102        32.4512        1.17312                 NaN            NaN
  1477.56        2500.00        10.3638       0.568345        54.9322        32.5420        1.59371                 NaN            NaN
  1474.36        2500.00        9.82515       0.573588        54.9542        32.6328        2.01430                 NaN            NaN
  1471.15        2500.00        9.28654       0.578832        54.9762        32.7236        2.43490                 NaN            NaN
  1467.95        2500.00        8.74792       0.584076        54.9981        32.8144        2.85550                 NaN            NaN
  1464.74        2500.00        8.20930       0.589320        55.0201        32.9052        3.27611                 NaN            NaN
  1461.54        2500.00        7.67067       0.594564        55.0421        32.9960        3.69672                 NaN            NaN
  1458.33        2500.00        7.28937       0.604310        55.0399        33.0389        4.02761                 NaN            NaN
  1455.13        2500.00        6.90806       0.614055        55.0376        33.0818        4.35850                 NaN            NaN
  1451.92        2500.00        6.52675       0.623801        55.0354        33.1247        4.68940                 NaN            NaN
  1448.72        2500.00        6.14544       0.633547        55.0331        33.1676        5.02030                 NaN            NaN
  1445.51        2500.00        5.81900       0.644863        55.0200        33.2093        5.30693                 NaN            NaN
  1442.31        2500.00        5.46885       0.657356        55.0471        33.0768        5.60095       0.148928                 NaN
  1439.10        2500.00        5.46885       0.657356        55.0471        33.0768        5.60095       0.148928                 NaN
  1435.90        2500.00        4.84318       0.698183        54.9837        32.7798       0.611726        6.08340                 NaN
  1432.69        2500.00        4.84318       0.698183        54.9837        32.7798       0.611726        6.08340                 NaN
  1429.49        2500.00        4.84318       0.698183        54.9837        32.7798       0.611726        6.08340                 NaN
  1426.28        2500.00        4.84318       0.698183        54.9837        32.7798       0.611726        6.08340                 NaN
  1423.08        2500.00        4.84318       0.698183        54.9837        32.7798       0.611726        6.08340                 NaN
  1419.87        2500.00        4.84318       0.698183        54.9837        32.7798       0.611726        6.08340                 NaN
  1416.67        2500.00        4.84318       0.698183        54.9837        32.7798       0.611726        6.08340                 NaN
  1413.46        2500.00        4.84318       0.698183        54.9837        32.7798       0.611726        6.08340                 NaN
  1410.26        2500.00        3.01408       0.846982        54.7279        32.0106        1.82817        7.57221                 NaN
  1407.05        2500.00        3.01408       0.846982        54.7279        32.0106        1.82817        7.57221                 NaN
  1403.85        2500.00        3.01408       0.846982        54.7279        32.0106        1.82817        7.57221                 NaN
  1400.64        2500.00        3.01408       0.846982        54.7279        32.0106        1.82817        7.57221                 NaN
  1397.44        2500.00        3.01408       0.846982        54.7279        32.0106        1.82817        7.57221                 NaN
  1394.23        2500.00        3.01408       0.846982        54.7279        32.0106        1.82817        7.57221                 NaN
  1391.03        2500.00        3.01408       0.846982        54.7279        32.0106        1.82817        7.57221                 NaN
  1387.82        2500.00        3.01408       0.846982        54.7279        32.0106        1.82817        7.57221                 NaN
  1384.62        2500.00        1.80573       0.986457        54.4490        31.6111        2.52029        8.62744                 NaN
  1381.41        2500.00        1.80573       0.986457        54.4490        31.6111        2.52029        8.62744                 NaN
  1378.21        2500.00        1.80573       0.986457        54.4490        31.6111        2.52029        8.62744                 NaN
  1375.00        2500.00        1.80573       0.986457        54.4490        31.6111        2.52029        8.62744                 NaN
  1371.79        2500.00        1.33061        1.05299        54.3231        31.4707        2.76231        9.06027                 NaN
  1368.59        2500.00        1.33061        1.05299        54.3231        31.4707        2.76231        9.06027                 NaN
  1365.38        2500.00        1.11437        1.08811        54.2381        31.4318        9.25826        2.86939                 NaN
  1362.18        2500.00        1.00074        1.09951        54.2351        31.3651        9.31230        2.94497       0.423085E-001
  1358.97        2500.00       0.889612        1.10896        54.2420        31.2850        3.02654        9.35128       0.966228E-001
  1355.77        2500.00       0.889612        1.10896        54.2420        31.2850        3.02654        9.35128       0.966228E-001
  1352.56        2500.00       0.889612        1.10896        54.2420        31.2850        3.02654        9.35128       0.966228E-001
  1349.36        2500.00       0.889612        1.10896        54.2420        31.2850        3.02654        9.35128       0.966228E-001
  1346.15        2500.00       0.889612        1.10896        54.2420        31.2850        3.02654        9.35128       0.966228E-001
  1342.95        2500.00       0.889612        1.10896        54.2420        31.2850        3.02654        9.35128       0.966228E-001
  1339.74        2500.00       0.889612        1.10896        54.2420        31.2850        3.02654        9.35128       0.966228E-001
  1336.54        2500.00       0.889612        1.10896        54.2420        31.2850        3.02654        9.35128       0.966228E-001
  1333.33        2500.00       0.924485E-001   1.18289        54.2482        30.7794        9.63906        3.56832       0.489686     
  1330.13        2500.00       0.136580E-002   1.19201        54.2430        30.7318        9.67332        3.62460       0.533898     
  1326.92        2500.00                 NaN   1.19756        54.2619        30.6968        9.65389        3.63168       0.558147     
  1323.72        2500.00                 NaN   1.19756        54.2619        30.6968        9.65389        3.63168       0.558147     
  1320.51        2500.00                 NaN   1.20533        54.3150        30.6211        9.60755        3.63794       0.613130     
  1317.31        2500.00                 NaN   1.20533        54.3150        30.6211        9.60755        3.63794       0.613130     
  1314.10        2500.00                 NaN   1.20533        54.3150        30.6211        9.60755        3.63794       0.613130     
  1310.90        2500.00                 NaN   1.20533        54.3150        30.6211        9.60755        3.63794       0.613130     
  1307.69        2500.00                 NaN   1.22723        54.3765        30.5088        3.64004        9.54700       0.700464     
  1304.49        2500.00                 NaN   1.22723        54.3765        30.5088        3.64004        9.54700       0.700464     
  1301.28        2500.00                 NaN   1.22723        54.3765        30.5088        3.64004        9.54700       0.700464     
  1298.08        2500.00                 NaN   1.22723        54.3765        30.5088        3.64004        9.54700       0.700464     
  1294.87        2500.00                 NaN   1.22723        54.3765        30.5088        3.64004        9.54700       0.700464     
  1291.67        2500.00                 NaN   1.22723        54.3765        30.5088        3.64004        9.54700       0.700464     
  1288.46        2500.00                 NaN   1.22723        54.3765        30.5088        3.64004        9.54700       0.700464     
  1285.26        2500.00                 NaN   1.22723        54.3765        30.5088        3.64004        9.54700       0.700464     
  1282.05        2500.00                 NaN   1.26847        54.5141        30.2789        9.42557        3.63728       0.875699     
  1278.85        2500.00                 NaN   1.26847        54.5141        30.2789        9.42557        3.63728       0.875699     
  1275.64        2500.00                 NaN   1.26847        54.5141        30.2789        9.42557        3.63728       0.875699     
  1272.44        2500.00                 NaN   1.26847        54.5141        30.2789        9.42557        3.63728       0.875699     
  1269.23        2500.00                 NaN   1.26847        54.5141        30.2789        9.42557        3.63728       0.875699     
  1266.03        2500.00                 NaN   1.26847        54.5141        30.2789        9.42557        3.63728       0.875699     
  1262.82        2500.00                 NaN   1.26847        54.5141        30.2789        9.42557        3.63728       0.875699     
  1259.62        2500.00                 NaN   1.26847        54.5141        30.2789        9.42557        3.63728       0.875699     
  1256.41        2500.00                 NaN   1.31074        54.6375        30.0720        9.31576        3.62476        1.03925     
  1253.21        2500.00                 NaN   1.31074        54.6375        30.0720        9.31576        3.62476        1.03925     
  1250.00        2500.00                 NaN   1.31074        54.6375        30.0720        9.31576        3.62476        1.03925     
  1246.79        2500.00                 NaN   1.31074        54.6375        30.0720        9.31576        3.62476        1.03925     
  1243.59        2500.00                 NaN   1.31074        54.6375        30.0720        9.31576        3.62476        1.03925     
  1240.38        2500.00                 NaN   1.31074        54.6375        30.0720        9.31576        3.62476        1.03925     
  1237.18        2500.00                 NaN   1.31074        54.6375        30.0720        9.31576        3.62476        1.03925     
  1233.97        2500.00                 NaN   1.31074        54.6375        30.0720        9.31576        3.62476        1.03925     
  1230.77        2500.00                 NaN   1.35659        54.7446        29.8839        3.60617        9.22452        1.18419     
  1227.56        2500.00                 NaN   1.35659        54.7446        29.8839        3.60617        9.22452        1.18419     
  1224.36        2500.00                 NaN   1.35659        54.7446        29.8839        3.60617        9.22452        1.18419     
  1221.15        2500.00                 NaN   1.35659        54.7446        29.8839        3.60617        9.22452        1.18419     
  1217.95        2500.00                 NaN   1.35659        54.7446        29.8839        3.60617        9.22452        1.18419     
  1214.74        2500.00                 NaN   1.35659        54.7446        29.8839        3.60617        9.22452        1.18419     
  1211.54        2500.00                 NaN   1.35659        54.7446        29.8839        3.60617        9.22452        1.18419     
  1208.33        2500.00                 NaN   1.35659        54.7446        29.8839        3.60617        9.22452        1.18419     
  1205.13        2500.00                 NaN   1.40313        54.8350        29.7253        9.14452        3.57354        1.31850     
  1201.92        2500.00                 NaN   1.40313        54.8350        29.7253        9.14452        3.57354        1.31850     
  1198.72        2500.00                 NaN   1.40313        54.8350        29.7253        9.14452        3.57354        1.31850     
  1195.51        2500.00                 NaN   1.40313        54.8350        29.7253        9.14452        3.57354        1.31850     
  1192.31        2500.00                 NaN   1.40313        54.8350        29.7253        9.14452        3.57354        1.31850     
  1189.10        2500.00                 NaN   1.40313        54.8350        29.7253        9.14452        3.57354        1.31850     
  1185.90        2500.00                 NaN   1.40313        54.8350        29.7253        9.14452        3.57354        1.31850     
  1182.69        2500.00                 NaN   1.40313        54.8350        29.7253        9.14452        3.57354        1.31850     
  1179.49        2500.00                 NaN   1.45327        54.9110        29.5775        3.53949        9.08264        1.43617     
  1176.28        2500.00                 NaN   1.45327        54.9110        29.5775        3.53949        9.08264        1.43617     
  1173.08        2500.00                 NaN   1.45327        54.9110        29.5775        3.53949        9.08264        1.43617     
  1169.87        2500.00                 NaN   1.45327        54.9110        29.5775        3.53949        9.08264        1.43617     
  1166.67        2500.00                 NaN   1.45327        54.9110        29.5775        3.53949        9.08264        1.43617     
  1163.46        2500.00                 NaN   1.45327        54.9110        29.5775        3.53949        9.08264        1.43617     
  1160.26        2500.00                 NaN   1.45327        54.9110        29.5775        3.53949        9.08264        1.43617     
  1157.05        2500.00                 NaN   1.45327        54.9110        29.5775        3.53949        9.08264        1.43617     
  1153.85        2500.00                 NaN   1.50793        54.9664        29.4702        3.49115        9.02737        1.53697     
  1150.64        2500.00                 NaN   1.50793        54.9664        29.4702        3.49115        9.02737        1.53697     
  1147.44        2500.00                 NaN   1.50793        54.9664        29.4702        3.49115        9.02737        1.53697     
  1144.23        2500.00                 NaN   1.50793        54.9664        29.4702        3.49115        9.02737        1.53697     
  1141.03        2500.00                 NaN   1.50793        54.9664        29.4702        3.49115        9.02737        1.53697     
  1137.82        2500.00                 NaN   1.50793        54.9664        29.4702        3.49115        9.02737        1.53697     
  1134.62        2500.00                 NaN   1.50793        54.9664        29.4702        3.49115        9.02737        1.53697     
  1131.41        2500.00                 NaN   1.50793        54.9664        29.4702        3.49115        9.02737        1.53697     
  1128.21        2500.00                 NaN   1.56375        55.0107        29.3755        8.97578        3.44150        1.63269     
  1125.00        2500.00                 NaN   1.56375        55.0107        29.3755        8.97578        3.44150        1.63269     
  1121.79        2500.00                 NaN   1.56375        55.0107        29.3755        8.97578        3.44150        1.63269     
  1118.59        2500.00                 NaN   1.56375        55.0107        29.3755        8.97578        3.44150        1.63269     
  1115.38        2500.00                 NaN   1.56375        55.0107        29.3755        8.97578        3.44150        1.63269     
  1112.18        2500.00                 NaN   1.56375        55.0107        29.3755        8.97578        3.44150        1.63269     
  1108.97        2500.00                 NaN   1.56375        55.0107        29.3755        8.97578        3.44150        1.63269     
  1105.77        2500.00                 NaN   1.56375        55.0107        29.3755        8.97578        3.44150        1.63269     
  1102.56        2500.00                 NaN   1.62419        55.0375        29.3047        8.93958        3.38364        1.71047     
  1099.36        2500.00                 NaN   1.62419        55.0375        29.3047        8.93958        3.38364        1.71047     
  1096.15        2500.00                 NaN   1.62419        55.0375        29.3047        8.93958        3.38364        1.71047     
  1092.95        2500.00                 NaN   1.62419        55.0375        29.3047        8.93958        3.38364        1.71047     
  1089.74        2500.00                 NaN   1.62419        55.0375        29.3047        8.93958        3.38364        1.71047     
  1086.54        2500.00                 NaN   1.62419        55.0375        29.3047        8.93958        3.38364        1.71047     
  1083.33        2500.00                 NaN   1.62419        55.0375        29.3047        8.93958        3.38364        1.71047     
  1080.13        2500.00                 NaN   1.62419        55.0375        29.3047        8.93958        3.38364        1.71047     
  1076.92        2500.00                 NaN   1.68805        55.0516        29.2543        8.91167        3.31828        1.77606     
  1073.72        2500.00                 NaN   1.68805        55.0516        29.2543        8.91167        3.31828        1.77606     
  1070.51        2500.00                 NaN   1.68805        55.0516        29.2543        8.91167        3.31828        1.77606     
  1067.31        2500.00                 NaN   1.68805        55.0516        29.2543        8.91167        3.31828        1.77606     
  1064.10        2500.00                 NaN   1.68805        55.0516        29.2543        8.91167        3.31828        1.77606     
  1060.90        2500.00                 NaN   1.68805        55.0516        29.2543        8.91167        3.31828        1.77606     
  1057.69        2500.00                 NaN   1.68805        55.0516        29.2543        8.91167        3.31828        1.77606     
  1054.49        2500.00                 NaN   1.68805        55.0516        29.2543        8.91167        3.31828        1.77606     
  1051.28        2500.00                 NaN   1.75855        55.0478        29.2203        8.89393        3.25492        1.82448     
  1048.08        2500.00                 NaN   1.75855        55.0478        29.2203        8.89393        3.25492        1.82448     
  1044.87        2500.00                 NaN   1.75855        55.0478        29.2203        8.89393        3.25492        1.82448     
  1041.67        2500.00                 NaN   1.75855        55.0478        29.2203        8.89393        3.25492        1.82448     
  1038.46        2500.00                 NaN   1.75855        55.0478        29.2203        8.89393        3.25492        1.82448     
  1035.26        2500.00                 NaN   1.75855        55.0478        29.2203        8.89393        3.25492        1.82448     
  1032.05        2500.00                 NaN   1.75855        55.0478        29.2203        8.89393        3.25492        1.82448     
  1028.85        2500.00                 NaN   1.75855        55.0478        29.2203        8.89393        3.25492        1.82448     
  1025.64        2500.00                 NaN   1.82611        55.0478        29.1981        8.87090        3.18008        1.87702     
  1022.44        2500.00                 NaN   1.82611        55.0478        29.1981        8.87090        3.18008        1.87702     
