|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/WD94/WD94_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ne             ilm            lc            
  1303.79        2500.00                 NaN   91.4357                 NaN  0.812478       0.900931E-001   1.23981                 NaN   1.03376        5.38816                 NaN            NaN            NaN
  1302.25        2500.00                 NaN   92.0826                 NaN  0.751345       0.840641E-001   1.14695                 NaN  0.955943        4.97906                 NaN            NaN            NaN
  1300.72        2500.00                 NaN   92.6223                 NaN  0.659007       0.822728E-001  0.888896E-001   1.03678       0.892591        4.61814                 NaN            NaN            NaN
  1299.19        2500.00                 NaN   93.1535                 NaN  0.653920       0.740676E-001  0.988593                 NaN  0.826446        4.30351                 NaN            NaN            NaN
  1297.65        2500.00                 NaN   93.5907                 NaN  0.612027       0.696023E-001  0.928246                 NaN  0.774030        4.02539                 NaN            NaN            NaN
  1296.12        2500.00                 NaN   93.6286                 NaN  0.617032       0.691341E-001  0.907357                 NaN  0.770916        4.00698                 NaN            NaN            NaN
  1294.58        2500.00                 NaN   92.3298                 NaN            NaN  0.138639        1.58494       0.599971       0.980020        4.36663                 NaN            NaN            NaN
  1293.05        2500.00                 NaN   94.1778                 NaN  0.596652       0.714102E-001  0.889929                 NaN  0.738146        3.52605                 NaN            NaN            NaN
  1291.51        2500.00                 NaN   97.7931                 NaN  0.166816       0.107511E-001  0.292980                 NaN  0.204906        1.53144                 NaN            NaN            NaN
  1289.98        2500.00                 NaN   95.3383                 NaN  0.454820       0.520129E-001  0.674792                 NaN  0.561541        2.91855                 NaN            NaN            NaN
  1288.45        2500.00                 NaN   93.8006                 NaN  0.585117       0.695229E-001  0.916365                 NaN  0.768399        3.85995                 NaN            NaN            NaN
  1286.91        2500.00                 NaN   94.3276                 NaN  0.554866       0.540088E-001  0.941090                 NaN  0.684271        3.43813                 NaN            NaN            NaN
  1285.38        2500.00                 NaN   98.0811                 NaN  0.230032       0.349130E-001  0.101660                 NaN  0.221179        1.33108                 NaN            NaN            NaN
  1283.84        2500.00                 NaN   95.6856                 NaN  0.347737       0.421055E-001  0.800189                 NaN  0.496908        2.62745                 NaN            NaN            NaN
  1282.31        2500.00                 NaN   95.9400                 NaN  0.432995       0.633797E-001  0.390360                 NaN  0.497882        2.67534                 NaN            NaN            NaN
  1280.77        2500.00                 NaN   95.2857                 NaN  0.443249       0.379241E-001  0.956811                 NaN  0.581879        2.69442                 NaN            NaN            NaN
  1279.24        2500.00                 NaN   99.3402                 NaN  0.672572E-001  0.952168E-002            NaN            NaN  0.598157E-001  0.523175                 NaN            NaN            NaN
  1277.71        2500.00                 NaN   95.8929                 NaN  0.353016       0.404133E-001  0.739569                 NaN  0.484261        2.48981                 NaN            NaN            NaN
  1276.17        2500.00                 NaN   97.9590                 NaN  0.242165       0.336036E-001  0.169311                 NaN  0.258838        1.33711                 NaN            NaN            NaN
  1274.64        2500.00                 NaN   97.1148                 NaN  0.274605       0.318515E-001  0.457664                 NaN  0.346026        1.77508                 NaN            NaN            NaN
  1273.10        2500.00                 NaN   96.8413                 NaN  0.298276       0.349124E-001  0.499153                 NaN  0.378348        1.94806                 NaN            NaN            NaN
  1271.57        2500.00                 NaN   96.1373                 NaN  0.244694       0.750716E-001  0.606185                 NaN  0.455327        2.48147                 NaN            NaN            NaN
  1270.03        2500.00                 NaN   97.9275                 NaN  0.265420                 NaN  0.379136                 NaN  0.249140        1.17877                 NaN            NaN            NaN
  1268.50        2500.00                 NaN   96.8400                 NaN  0.147892       0.948532E-001  0.664926                 NaN  0.436057        1.81623                 NaN            NaN            NaN
  1266.97        2500.00                 NaN   97.8261                 NaN  0.330499                 NaN  0.233366                 NaN  0.209729        1.40032                 NaN            NaN            NaN
  1265.43        2500.00                 NaN   98.8834                 NaN            NaN            NaN  0.320622       0.269148E-001  0.132379       0.636673                 NaN            NaN            NaN
  1263.90        2500.00                 NaN   95.9796                 NaN  0.474643       0.917491E-002  0.583461                 NaN  0.463072        2.49000                 NaN            NaN            NaN
  1262.36        2500.00                 NaN   95.7595                 NaN  0.394010       0.507779E-001  0.727666                 NaN  0.512515        2.55551                 NaN            NaN            NaN
  1260.83        2500.00                 NaN   99.9952                 NaN  0.372725E-002            NaN            NaN            NaN            NaN  0.105996E-002            NaN            NaN            NaN
  1259.29        2500.00                 NaN   98.6773                 NaN  0.102344       0.136723E-001  0.250574                 NaN  0.153068       0.803011                 NaN            NaN            NaN
  1257.76        2500.00                 NaN   96.1940                 NaN  0.255366                 NaN  0.635030                 NaN  0.413439        2.15297       0.175428       0.173805                 NaN
  1256.23        2500.00                 NaN   86.1569                 NaN  0.522683                 NaN   2.46891                 NaN   1.21659        6.90223        2.22211       0.510531                 NaN
  1254.69        2500.00                 NaN   76.9755                 NaN  0.223369                 NaN   3.17465        1.98621        2.01337        11.0878        3.83017       0.709029                 NaN
  1253.16        2500.00                 NaN            NaN   3.58067                 NaN            NaN   7.02157        13.8331        7.11729        44.5607        15.2242        2.32506        6.33734     
  1251.62        2500.00                 NaN            NaN   3.53836                 NaN            NaN   7.06047        13.8219        7.14890        44.5664        15.2423        2.33124        6.29046     
  1250.09        2500.00                 NaN            NaN   3.47754                 NaN            NaN   7.20105        13.7037        7.18463        44.5754        15.2643        2.34733        6.24602     
  1248.55        2500.00                 NaN            NaN   3.44135                 NaN            NaN   7.22986        13.6999        7.21376        44.5829        15.2820        2.35202        6.19825     
  1247.02        2500.00                 NaN            NaN   3.40518                 NaN            NaN   7.25848        13.6963        7.24294        44.5906        15.2997        2.35668        6.15017     
  1245.49        2500.00                 NaN            NaN   3.32713                 NaN            NaN   7.33444        13.6789        7.29255        44.5811        15.3191        2.36700        6.09972     
  1243.95        2500.00                 NaN            NaN   3.27185                 NaN            NaN   13.7130        7.33440        7.33246        44.5827        15.3393        2.37577        6.05054     
  1242.42        2500.00                 NaN            NaN   3.18693                 NaN            NaN   7.37633        13.7302        7.38007        44.5778        15.3603        2.38749        6.00091     
  1240.88        2500.00                 NaN            NaN   3.12667                 NaN            NaN   7.38572        13.7575        7.42236        44.5781        15.3810        2.39729        5.95139     
  1239.35        2500.00                 NaN            NaN   3.06642                 NaN            NaN   13.7836        7.39637        7.46473        44.5785        15.4018        2.40704        5.90157     
  1237.81        2500.00                 NaN            NaN   3.00470                 NaN            NaN   7.41259        13.8053        7.50755        44.5787        15.4227        2.41704        5.85145     
  1236.28        2500.00                 NaN            NaN   2.94197                 NaN            NaN   7.43275        13.8238        7.55068        44.5788        15.4437        2.42719        5.80103     
  1234.75        2500.00                 NaN            NaN   2.87924                 NaN            NaN   13.8416        7.45372        7.59390        44.5792        15.4649        2.43732        5.75022     
  1233.21        2500.00                 NaN            NaN   2.81649                 NaN            NaN   13.8587        7.47545        7.63719        44.5797        15.4862        2.44742        5.69892     
  1231.68        2500.00                 NaN            NaN   2.75573                 NaN            NaN   7.49549        13.8762        7.67982        44.5809        15.5075        2.45716        5.64727     
  1230.14        2500.00                 NaN            NaN   2.69610                 NaN            NaN   7.51483        13.8938        7.72210        44.5825        15.5288        2.46667        5.59528     
  1228.61        2500.00                 NaN            NaN   2.63645                 NaN            NaN   7.53481        13.9108        7.76446        44.5842        15.5502        2.47616        5.54296     
  1227.07        2500.00                 NaN            NaN   2.57604                 NaN            NaN   7.55749        13.9257        7.80706        44.5859        15.5717        2.48578        5.49034     
  1225.54        2500.00                 NaN            NaN   2.40077                 NaN            NaN   8.14156        13.4428        7.92190        44.5147        15.6054        2.51940        5.45346     
  1224.01        2500.00                 NaN            NaN   2.49366                 NaN            NaN   7.36463        14.1850        7.89463        44.5791        15.6104        2.49093        5.38154     
  1222.47        2500.00                 NaN            NaN   2.36257                 NaN            NaN   7.68538        13.9379        7.94200        44.5855        15.6381        2.51868        5.32982     
  1220.94        2500.00                 NaN            NaN   2.32050                 NaN            NaN   7.69102        13.9521        7.98125        44.5927        15.6596        2.52671        5.27615     
  1219.40        2500.00                 NaN            NaN   2.32950                 NaN            NaN   8.10456        13.4507        8.31057        44.3660        15.7097        2.52047        5.20843     
  1217.87        2500.00                 NaN            NaN   2.32950                 NaN            NaN   8.10455        13.4507        8.31057        44.4012        15.7266        2.52047        5.15632     
  1216.33        2500.00                 NaN            NaN   2.32951                 NaN            NaN   8.10455        13.4507        8.31058        44.4366        15.7437        2.52047        5.10384     
  1214.80        2500.00                 NaN            NaN   2.11773                 NaN            NaN   8.26561        13.4183        8.42939        44.3844        15.7768        2.55862        5.04919     
  1213.27        2500.00                 NaN            NaN   2.11773                 NaN            NaN   8.26561        13.4183        8.42939        44.4202        15.7941        2.55862        4.99610     
  1211.73        2500.00                 NaN            NaN   2.11773                 NaN            NaN   8.26561        13.4183        8.42939        44.4563        15.8116        2.55862        4.94247     
  1210.20        2500.00                 NaN            NaN   2.11773                 NaN            NaN   8.26561        13.4183        8.42939        44.4930        15.8292        2.55862        4.88817     
  1208.66        2500.00                 NaN            NaN   2.38736                 NaN            NaN   7.03138        14.4226        8.39590        44.5787        15.8528        2.52057        4.81068     
  1207.13        2500.00                 NaN            NaN   2.38734                 NaN            NaN   7.03140        14.4226        8.39590        44.6159        15.8708        2.52058        4.75557     
  1205.59        2500.00                 NaN            NaN   1.62872                 NaN            NaN   13.9050        8.17516        8.43263        44.6151        15.8899        2.63842        4.71508     
  1204.06        2500.00                 NaN            NaN   1.55309                 NaN            NaN   13.8872        8.24097        8.47936        44.6178        15.9139        2.65085        4.65681     
  1202.53        2500.00                 NaN            NaN   1.47702                 NaN            NaN   8.30688        13.8696        8.52635        44.6205        15.9381        2.66334        4.59823     
  1200.99        2500.00                 NaN            NaN   1.40091                 NaN            NaN   13.8524        8.37248        8.57341        44.6234        15.9623        2.67583        4.53929     
  1199.46        2500.00                 NaN            NaN   1.32485                 NaN            NaN   8.43772        13.8355        8.62052        44.6264        15.9867        2.68829        4.47997     
  1197.92        2500.00                 NaN            NaN   1.24898                 NaN            NaN   8.50251        13.8190        8.66758        44.6299        16.0113        2.70073        4.42007     
  1196.39        2500.00                 NaN            NaN   1.17309                 NaN            NaN   8.56698        13.8028        8.71471        44.6335        16.0359        2.71315        4.35979     
  1194.85        2500.00                 NaN            NaN   1.09728                 NaN            NaN   8.63102        13.7871        8.76188        44.6373        16.0607        2.72553        4.29915     
  1193.32        2500.00                 NaN            NaN   1.02154                 NaN            NaN   13.7715        8.69484        8.80905        44.6414        16.0856        2.73793        4.23817     
  1191.79        2500.00                 NaN            NaN  0.945430                 NaN            NaN   8.75852        13.7565        8.85653        44.6454        16.1106        2.75033        4.17676     
  1190.25        2500.00                 NaN            NaN  0.869685                 NaN            NaN   13.7418        8.82171        8.90382        44.6498        16.1357        2.76265        4.11495     
  1188.72        2500.00                 NaN            NaN  0.793913                 NaN            NaN   8.88454        13.7274        8.95126        44.6542        16.1609        2.77497        4.05283     
  1187.18        2500.00                 NaN            NaN  0.718157                 NaN            NaN   13.7133        8.94712        8.99869        44.6590        16.1862        2.78729        3.99024     
  1185.65        2500.00                 NaN            NaN  0.642414                 NaN            NaN   9.00958        13.6994        9.04619        44.6646        16.2120        2.79959        3.92619     
  1184.11        2500.00                 NaN            NaN  0.568089                 NaN            NaN   9.06976        13.6870        9.09330        44.6702        16.2376        2.81158        3.86252     
  1182.58        2500.00                 NaN            NaN  0.499468                 NaN            NaN   13.6774        9.12347        9.13827        44.6777        16.2630        2.82255        3.79820     
  1181.05        2500.00                 NaN            NaN  0.431205                 NaN            NaN   13.6685        9.17641        9.18313        44.6855        16.2885        2.83339        3.73338     
  1179.51        2500.00                 NaN            NaN  0.362769                 NaN            NaN   13.6596        9.22944        9.22813        44.6935        16.3142        2.84430        3.66811     
  1177.98        2500.00                 NaN            NaN  0.294162                 NaN            NaN   13.6511        9.28237        9.27328        44.7015        16.3400        2.85514        3.60243     
  1176.44        2500.00                 NaN            NaN  0.225965                 NaN            NaN   13.6444        9.33342        9.31847        44.7098        16.3659        2.86586        3.53625     
  1174.91        2500.00                 NaN            NaN  0.158622                 NaN            NaN   9.38062        13.6413        9.36376        44.7180        16.3919        2.87626        3.46953     
  1173.37        2500.00                 NaN            NaN  0.910631E-001            NaN            NaN   13.6384        9.42792        9.40921        44.7265        16.4179        2.88666        3.40236     
  1171.84        2500.00                 NaN            NaN  0.267588E-001            NaN            NaN   13.6492        9.46072        9.45495        44.7342        16.4438        2.89589        3.33455     
  1170.31        2500.00                 NaN            NaN            NaN            NaN            NaN   13.6748        9.45389        9.48604        44.7534        16.4681        2.89832        3.26544     
  1168.77        2500.00                 NaN            NaN  0.964850                 NaN            NaN   14.1106        8.34461        9.21810        44.9737        16.4526        2.71484        3.22081     
  1167.24        2500.00                 NaN            NaN            NaN            NaN            NaN   9.38861        13.7410        9.52269        44.8139        16.5151        2.89434        3.12426     
  1165.70        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8023        9.31654        9.54026        44.8500        16.5406        2.89597        3.05436     
  1164.17        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8414        9.28168        9.56159        44.8768        16.5636        2.89309        2.98183     
  1162.63        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8811        9.24634        9.58306        44.9037        16.5868        2.89015        2.90880     
  1161.10        2500.00                 NaN            NaN            NaN            NaN            NaN   9.21549        13.9301        9.61033        44.9199        16.6079        2.88333        2.83289     
  1159.57        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9342        9.21285        9.62774        44.9536        16.6309        2.88217        2.75856     
  1158.03        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9643        9.17328        9.65999        44.9692        16.6615        2.87909        2.69263     
  1156.50        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0181        9.12456        9.66557        45.0191        16.6818        2.87939        2.61141     
  1154.96        2500.00                 NaN            NaN            NaN            NaN            NaN   9.28088        13.8888        9.59260        45.1317        16.7040        2.87587        2.52616     
  1153.43        2500.00                 NaN            NaN            NaN            NaN            NaN   9.08956        14.0592        9.72702        45.0629        16.7351        2.86736        2.45883     
  1151.89        2500.00                 NaN            NaN            NaN            NaN            NaN   9.09232        14.0748        9.72951        45.1014        16.7542        2.86114        2.38669     
  1150.36        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9880        9.17754        9.74389        45.1466        16.7830        2.86278        2.29811     
  1148.83        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2200        8.93491        9.89990        45.0206        16.7915        2.85260        2.28058     
  1147.29        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2474        8.90982        9.91627        45.0506        16.8158        2.85022        2.20989     
  1145.76        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2718        8.88756        9.92757        45.0902        16.8403        2.84877        2.13385     
  1144.22        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2432        8.96903        9.83770        45.2467        16.8722        2.84891        1.98230     
  1142.69        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3107        8.85086        9.95169        45.1682        16.8894        2.84626        1.98294     
  1141.15        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3191        8.86483        9.91325        45.2834        16.9258        2.84342        1.85014     
  1139.62        2500.00                 NaN            NaN            NaN            NaN            NaN   8.80610        14.3918        9.89839        45.3584        16.9565        2.84656        1.74228     
  1138.09        2500.00                 NaN            NaN            NaN            NaN            NaN   8.76655        14.4366        9.92863        45.3826        16.9827        2.84179        1.66108     
  1136.55        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2644        8.91444        9.93510        45.4403        17.0174        2.84695        1.58149     
  1135.02        2500.00                 NaN            NaN            NaN            NaN            NaN   8.77620        14.4142        9.93985        45.4876        17.0397        2.83590        1.50660     
  1133.48        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8916        9.19066        10.1272        45.2825        17.0311        2.85152        1.62544     
  1131.95        2500.00                 NaN            NaN            NaN            NaN            NaN   8.74415        14.5051        10.0067        45.5142        17.0815        2.82499        1.32334     
  1130.41        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5914        8.65581        10.0340        45.5464        17.1097        2.82216        1.24052     
  1128.88        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8916        9.19066        10.1272        45.4408        17.1075        2.85152        1.39065     
  1127.35        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8622        8.39021        10.1539        45.4798        17.1295        2.81268        1.17171     
  1125.81        2500.00                 NaN            NaN            NaN            NaN            NaN   8.62340        14.6631        10.1009        45.6416        17.1871        2.80726       0.976608     
  1124.28        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6902        8.59893        10.1217        45.6796        17.2159        2.80480       0.888869     
  1122.74        2500.00                 NaN            NaN            NaN            NaN            NaN   8.35784        14.9332        10.1995        45.6429        17.2330        2.79820       0.835312     
  1121.21        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7385        8.55900        10.1626        45.7562        17.2722        2.79875       0.712763     
  1119.67        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5796        8.63417        10.1052        45.8964        17.3181        2.81353       0.652967     
  1118.14        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7739        8.52179        10.1987        45.8428        17.3308        2.79267       0.539280     
  1116.61        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8071        8.49650        10.2208        45.8797        17.3591        2.78882       0.447945     
  1115.07        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8403        8.47139        10.2430        45.9169        17.3874        2.78490       0.356050     
  1113.54        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8726        8.44679        10.2652        45.9536        17.4156        2.78104       0.265084     
  1112.00        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9039        8.42283        10.2875        45.9901        17.4436        2.77726       0.174852     
  1110.47        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9353        8.39890        10.3099        46.0267        17.4718        2.77340       0.840074E-001
  1108.93        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9668        8.37511        10.3323        46.0587        17.4976        2.76946                 NaN
  1107.40        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9951        8.35473        10.3545        46.0340        17.4961        2.76552                 NaN
  1105.87        2500.00                 NaN            NaN            NaN            NaN            NaN   8.23588        15.1494        10.4007        45.9720        17.4879        2.75408                 NaN
  1104.33        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9318        8.37869        10.3748        46.0296        17.5040        2.78115                 NaN
  1102.80        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9594        8.35913        10.3968        46.0051        17.5024        2.77721                 NaN
  1101.26        2500.00                 NaN            NaN            NaN            NaN            NaN   8.14629        15.2634        10.4757        45.8906        17.4835        2.74047                 NaN
  1099.73        2500.00                 NaN            NaN            NaN            NaN            NaN   8.11331        15.3067        10.5040        45.8592        17.4819        2.73492                 NaN
  1098.19        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9170        8.34048        10.4562        45.9771        17.5236        2.78559                 NaN
  1096.66        2500.00                 NaN            NaN            NaN            NaN            NaN   8.06149        15.3764        10.5496        45.8084        17.4780        2.72617                 NaN
  1095.13        2500.00                 NaN            NaN            NaN            NaN            NaN   15.1802        8.21595        10.5464        45.8289        17.4951        2.73335                 NaN
  1093.59        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5067        7.95451        10.6142        45.7377        17.4746        2.71236                 NaN
  1092.06        2500.00                 NaN            NaN            NaN            NaN            NaN   7.88906        15.5539        10.6307        45.7321        17.4803        2.71396                 NaN
  1090.52        2500.00                 NaN            NaN            NaN            NaN            NaN   7.98003        15.4421        10.6416        45.7313        17.4888        2.71614                 NaN
  1088.99        2500.00                 NaN            NaN            NaN            NaN            NaN   7.79847        15.6771        10.8609        45.5110        17.4782        2.67429                 NaN
  1087.45        2500.00                 NaN            NaN            NaN            NaN            NaN   7.86335        15.6225        10.7051        45.6408        17.4710        2.69714                 NaN
  1085.92        2500.00                 NaN            NaN            NaN            NaN            NaN   7.82209        15.6746        10.7318        45.6114        17.4688        2.69140                 NaN
  1084.39        2500.00                 NaN            NaN            NaN            NaN            NaN   7.77893        15.7254        10.7563        45.5854        17.4674        2.68650                 NaN
  1082.85        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7749        7.73746        10.7813        45.5589        17.4660        2.68146                 NaN
  1081.32        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8282        7.69548        10.8099        45.5271        17.4640        2.67524                 NaN
  1079.78        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8704        7.66902        10.8377        45.4939        17.4606        2.66839                 NaN
  1078.25        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9276        7.62087        10.8665        45.4631        17.4594        2.66254                 NaN
  1076.71        2500.00                 NaN            NaN            NaN            NaN            NaN   7.55443        16.0193        10.9124        45.4081        17.4552        2.65048                 NaN
  1075.18        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9378        7.61347        10.9148        45.4134        17.4660        2.65449                 NaN
  1073.65        2500.00                 NaN            NaN            NaN            NaN            NaN   16.1190        7.48988        10.9704        45.3380        17.4474        2.63540                 NaN
  1072.11        2500.00                 NaN            NaN            NaN            NaN            NaN   16.1731        7.44715        10.9992        45.3060        17.4455        2.62899                 NaN
  1070.58        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2283        7.40429        11.0284        45.2732        17.4435        2.62232                 NaN
  1069.04        2500.00                 NaN            NaN            NaN            NaN            NaN   7.38365        16.2668        11.0564        45.2387        17.4394        2.61498                 NaN
  1067.51        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3309        7.33008        11.0864        45.2062        17.4380        2.60835                 NaN
  1065.97        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3665        7.30149        11.1104        45.1811        17.4375        2.60302                 NaN
  1064.44        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3109        7.30245        11.1710        45.1546        17.4530        2.60815                 NaN
  1062.91        2500.00                 NaN            NaN            NaN            NaN            NaN   16.4881        7.21720        11.1744        45.1041        17.4295        2.58674                 NaN
  1061.37        2500.00                 NaN            NaN            NaN            NaN            NaN   16.4719        7.22539        11.1822        45.1023        17.4338        2.58435                 NaN
  1059.84        2500.00                 NaN            NaN            NaN            NaN            NaN   7.13108        16.6032        11.2345        45.0350        17.4244        2.57188                 NaN
  1058.30        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6700        7.08117        11.2670        44.9973        17.4211        2.56342                 NaN
  1056.77        2500.00                 NaN            NaN            NaN            NaN            NaN   16.4512        7.24123        11.2418        45.0519        17.4395        2.57441                 NaN
  1055.23        2500.00                 NaN            NaN            NaN            NaN            NaN   7.02664        16.7548        11.3209        44.9326        17.4152        2.54985                 NaN
  1053.70        2500.00                 NaN            NaN            NaN            NaN            NaN   16.4457        7.23148        11.2710        45.0328        17.4437        2.57529                 NaN
  1052.17        2500.00                 NaN            NaN            NaN            NaN            NaN   16.7754        7.03375        11.3567        44.8874        17.4098        2.53695                 NaN
  1050.63        2500.00                 NaN            NaN            NaN            NaN            NaN   6.90278        16.9366        11.4177        44.8165        17.4033        2.52312                 NaN
  1049.10        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9977        6.85882        11.4491        44.7796        17.4001        2.51472                 NaN
  1047.56        2500.00                 NaN            NaN            NaN            NaN            NaN   6.81928        17.0537        11.4805        44.7431        17.3969        2.50653                 NaN
  1046.03        2500.00                 NaN            NaN            NaN            NaN            NaN   17.1157        6.77544        11.5122        44.7054        17.3935        2.49783                 NaN
  1044.49        2500.00                 NaN            NaN            NaN            NaN            NaN   6.73194        17.1768        11.5438        44.6680        17.3902        2.48922                 NaN
  1042.96        2500.00                 NaN            NaN            NaN            NaN            NaN   17.2441        6.68627        11.5768        44.6274        17.3860        2.47945                 NaN
  1041.43        2500.00                 NaN            NaN            NaN            NaN            NaN   17.1888        6.71782        11.5657        44.6501        17.3929        2.48465                 NaN
  1039.89        2500.00                 NaN            NaN            NaN            NaN            NaN   17.2374        6.68526        11.5932        44.6175        17.3898        2.47674                 NaN
  1038.36        2500.00                 NaN            NaN            NaN            NaN            NaN   17.3170        6.62669        11.6329        44.5710        17.3859        2.46660                 NaN
  1036.82        2500.00                 NaN            NaN            NaN            NaN            NaN   17.5034        6.50816        11.7078        44.4687        17.3704        2.44156                 NaN
  1035.29        2500.00                 NaN            NaN            NaN            NaN            NaN   6.52717        17.4570        11.7059        44.4836        17.3776        2.44877                 NaN
  1033.75        2500.00                 NaN            NaN            NaN            NaN            NaN   6.49165        17.5173        11.7402        44.4401        17.3726        2.43813                 NaN
  1032.22        2500.00                 NaN            NaN            NaN            NaN            NaN   6.39339        17.6712        11.7990        44.3606        17.3598        2.41602                 NaN
  1030.69        2500.00                 NaN            NaN            NaN            NaN            NaN   6.35257        17.7386        11.8322        44.3171        17.3543        2.40511                 NaN
  1029.15        2500.00                 NaN            NaN            NaN            NaN            NaN   6.36839        17.6968        11.8327        44.3291        17.3617        2.41135                 NaN
  1027.62        2500.00                 NaN            NaN            NaN            NaN            NaN   6.25846        17.8785        11.9028        44.2306        17.3459        2.38370                 NaN
  1026.08        2500.00                 NaN            NaN            NaN            NaN            NaN   6.18895        17.9554        11.9324        44.2013        17.3455        2.37640                 NaN
  1024.55        2500.00                 NaN            NaN            NaN            NaN            NaN   6.17018        17.9822        11.9576        44.1732        17.3452        2.37154                 NaN
  1023.01        2500.00                 NaN            NaN            NaN            NaN            NaN   6.08937        18.1020        11.9999        44.1175        17.3366        2.35463                 NaN
  1021.48        2500.00                 NaN            NaN            NaN            NaN            NaN   6.28345        17.8447        11.9662        44.1769        17.3492        2.37948                 NaN
  1019.95        2500.00                 NaN            NaN            NaN            NaN            NaN   6.02065        18.2233        12.0711        44.0255        17.3257        2.33379                 NaN
  1018.41        2500.00                 NaN            NaN            NaN            NaN            NaN   5.99151        18.2907        12.1105        43.9722        17.3174        2.31766                 NaN
  1016.88        2500.00                 NaN            NaN            NaN            NaN            NaN   18.3018        5.97913        12.1221        43.9639        17.3199        2.31330                 NaN
  1015.34        2500.00                 NaN            NaN            NaN            NaN            NaN   18.3812        5.92775        12.1592        43.9166        17.3143        2.30086                 NaN
  1013.81        2500.00                 NaN            NaN            NaN            NaN            NaN   18.4501        5.88551        12.1947        43.8710        17.3087        2.29004                 NaN
  1012.27        2500.00                 NaN            NaN            NaN            NaN            NaN   18.5339        5.83103        12.2289        43.8260        17.3027        2.27754                 NaN
  1010.74        2500.00                 NaN            NaN            NaN            NaN            NaN   5.91935        18.4677        12.1711        43.8642        17.2976        2.28013                 NaN
  1009.21        2500.00                 NaN            NaN            NaN            NaN            NaN   5.69431        18.7760        12.3367        43.6765        17.2777        2.23886                 NaN
  1007.67        2500.00                 NaN            NaN            NaN            NaN            NaN   18.8561        5.62231        12.3713        43.6414        17.2785        2.23039                 NaN
  1006.14        2500.00                 NaN            NaN            NaN            NaN            NaN   18.7593        5.69883        12.3546        43.6668        17.2843        2.23611                 NaN
  1004.60        2500.00                 NaN            NaN            NaN            NaN            NaN   18.8399        5.64737        12.3963        43.6149        17.2785        2.22301                 NaN
  1003.07        2500.00                 NaN            NaN            NaN            NaN            NaN   5.59662        18.9174        12.4309        43.5705        17.2735        2.21110                 NaN
  1001.53        2500.00                 NaN            NaN            NaN            NaN            NaN   19.0073        5.53795        12.4707        43.5202        17.2679        2.19589                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   19.1021        5.47672        12.5180        43.4602        17.2614        2.18159                 NaN
