|6.6.6
Archiving\03_Data\eqfrac/QFM/GRV/GRV_3.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1583.33        2500.00       0.916177E-002   99.2892       0.641502       0.601577E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1581.87        2500.00       0.210445E-003   99.1980       0.755315       0.464332E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1580.41        2500.00       0.162622E-003   99.2042       0.750568       0.451154E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1578.94        2500.00       0.735635E-004   99.2102       0.745889       0.438617E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1577.48        2500.00       0.721050E-004   99.2129       0.744365       0.426378E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        2500.00       0.104681E-002   99.8616       0.128600       0.876250E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1574.56        2500.00       0.888927E-002   98.8144        1.09907       0.776636E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00                 NaN   98.6382        1.29643       0.653251E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1571.63        2500.00                 NaN   99.6042       0.375701       0.201246E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.17        2500.00                 NaN   99.2336       0.729654       0.367875E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1568.71        2500.00                 NaN   99.2364       0.728258       0.353633E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.25        2500.00                 NaN   99.2426       0.723054       0.343694E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1565.79        2500.00                 NaN   99.2447       0.722406       0.329279E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.32        2500.00                 NaN   99.2475       0.720408       0.321282E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1562.86        2500.00                 NaN   99.2516       0.717461       0.309821E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00                 NaN   99.2549       0.715298       0.297875E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1559.94        2500.00                 NaN   99.2557       0.715624       0.287185E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.48        2500.00                 NaN   99.2605       0.711890       0.275984E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1557.01        2500.00                 NaN   99.2586       0.715237       0.262069E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.55        2500.00                 NaN   99.2671       0.707672       0.252409E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1554.09        2500.00                 NaN   98.9992       0.231762       0.265336E-001  0.742463                 NaN            NaN            NaN            NaN            NaN
  1552.63        2500.00                 NaN   99.5660       0.420356       0.136726E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.17        2500.00                 NaN   99.0439       0.819639       0.288666E-001  0.107549                 NaN            NaN            NaN            NaN            NaN
  1549.70        2500.00       0.281956E-003   98.9359                 NaN  0.394920E-002   1.05986                 NaN            NaN            NaN            NaN            NaN
  1548.24        2500.00       0.209747E-002   98.6344                 NaN  0.103264       0.584701       0.675546                 NaN            NaN            NaN            NaN
  1546.78        2500.00       0.451687E-002   98.3619       0.189718       0.168235        1.27562                 NaN            NaN            NaN            NaN            NaN
  1545.32        2500.00       0.382505E-002   98.3691       0.249036       0.148969        1.22911                 NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00       0.361125E-002   98.3925       0.250492       0.147825        1.20552                 NaN            NaN            NaN            NaN            NaN
  1542.39        2500.00       0.341891E-002   98.4158       0.250800       0.146735        1.18328                 NaN            NaN            NaN            NaN            NaN
  1540.93        2500.00       0.326333E-002   98.4383       0.248656       0.145659        1.16414                 NaN            NaN            NaN            NaN            NaN
  1539.47        2500.00       0.271618E-002   98.4432       0.287919       0.132342        1.13384                 NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00       0.331399E-002   98.4978       0.206398       0.156050        1.13642                 NaN            NaN            NaN            NaN            NaN
  1536.55        2500.00       0.270508E-002   98.4968       0.248541       0.142478        1.10944                 NaN            NaN            NaN            NaN            NaN
  1535.08        2500.00       0.263061E-002   98.5307       0.239539       0.141349        1.08582                 NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00       0.255261E-002   98.5253       0.235915       0.140349        1.09591                 NaN            NaN            NaN            NaN            NaN
  1532.16        2500.00       0.242384E-002   98.5647       0.231251       0.139902        1.06177                 NaN            NaN            NaN            NaN            NaN
  1530.70        2500.00       0.300967E-002   98.2385       0.271646       0.173172        1.31369                 NaN            NaN            NaN            NaN            NaN
  1529.24        2500.00       0.153355E-002   98.9588       0.172164       0.102868       0.764616                 NaN            NaN            NaN            NaN            NaN
  1527.77        2500.00       0.199839E-002   98.6170       0.226654       0.136787        1.01753                 NaN            NaN            NaN            NaN            NaN
  1526.31        2500.00       0.177862E-002   98.6336       0.228387       0.136093        1.00019                 NaN            NaN            NaN            NaN            NaN
  1524.85        2500.00       0.215592E-002   98.3884       0.261085       0.162319        1.18606                 NaN            NaN            NaN            NaN            NaN
  1523.39        2500.00       0.127056E-002   98.9449       0.173447       0.106755       0.773609                 NaN            NaN            NaN            NaN            NaN
  1521.93        2500.00       0.147432E-002   98.6887       0.216104       0.133393       0.960280                 NaN            NaN            NaN            NaN            NaN
  1520.46        2500.00       0.136411E-002   98.7045       0.213487       0.132703       0.947993                 NaN            NaN            NaN            NaN            NaN
  1519.00        2500.00       0.127845E-002   98.7209       0.209302       0.131796       0.936715                 NaN            NaN            NaN            NaN            NaN
  1517.54        2500.00       0.125638E-002   98.7241       0.206995       0.131799       0.935828                 NaN            NaN            NaN            NaN            NaN
  1516.08        2500.00       0.112378E-002   98.7605       0.198431       0.130320       0.909670                 NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00       0.101372E-002   98.7683       0.198193       0.129553       0.902924                 NaN            NaN            NaN            NaN            NaN
  1513.15        2500.00       0.922123E-003   98.7811       0.195338       0.128842       0.893759                 NaN            NaN            NaN            NaN            NaN
  1511.69        2500.00       0.838788E-003   98.7956       0.191951       0.128039       0.883615                 NaN            NaN            NaN            NaN            NaN
  1510.23        2500.00       0.724254E-003   98.8065       0.191253       0.127529       0.874037                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00       0.730340E-003   98.8200       0.184410       0.126516       0.868310                 NaN            NaN            NaN            NaN            NaN
  1507.31        2500.00       0.573499E-003   98.8425       0.181696       0.125974       0.849269                 NaN            NaN            NaN            NaN            NaN
  1505.85        2500.00       0.499575E-003   98.8485       0.180172       0.125169       0.845682                 NaN            NaN            NaN            NaN            NaN
  1504.38        2500.00       0.440509E-003   98.8657       0.175831       0.124501       0.833503                 NaN            NaN            NaN            NaN            NaN
  1502.92        2500.00       0.403944E-003   98.8745       0.171983       0.124093       0.829056                 NaN            NaN            NaN            NaN            NaN
  1501.46        2500.00       0.310535E-003   98.8884       0.169677       0.123285       0.818305                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00       0.229985E-003   98.8931       0.169688       0.122549       0.814480                 NaN            NaN            NaN            NaN            NaN
  1498.54        2500.00       0.223750E-003   98.9179       0.160702       0.122268       0.798911                 NaN            NaN            NaN            NaN            NaN
  1497.07        2500.00       0.137372E-003   98.9215       0.160651       0.121337       0.796387                 NaN            NaN            NaN            NaN            NaN
  1495.61        2500.00       0.662630E-004   98.9354       0.157506       0.121089       0.785965                 NaN            NaN            NaN            NaN            NaN
  1494.15        2500.00       0.106039E-003   98.9429       0.154320       0.120797       0.781883                 NaN            NaN            NaN            NaN            NaN
