|6.6.6
Archiving\03_Data\eqfrac/QFM/GRV/GRV_1.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1583.33        2500.00       0.143405E-001   99.2036       0.712873       0.691453E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1581.87        2500.00       0.329479E-003   99.1069       0.839399       0.533857E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1580.41        2500.00       0.254589E-003   99.1137       0.834193       0.518822E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1578.94        2500.00       0.115170E-003   99.1203       0.829135       0.504569E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1577.48        2500.00       0.112896E-003   99.1233       0.827499       0.490604E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        2500.00       0.164133E-002   99.8450       0.143284       0.101090E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1574.56        2500.00       0.139141E-001   98.6754        1.22133       0.893616E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00                 NaN   98.4842        1.44063       0.752007E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1571.63        2500.00                 NaN   99.5588       0.418044       0.231949E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.17        2500.00                 NaN   99.1459       0.811710       0.424052E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1568.71        2500.00                 NaN   99.1490       0.810209       0.407673E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.25        2500.00                 NaN   99.1558       0.804523       0.396294E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1565.79        2500.00                 NaN   99.1581       0.803889       0.379855E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.32        2500.00                 NaN   99.1612       0.801762       0.370690E-001            NaN            NaN            NaN            NaN            NaN            NaN
