|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/ALH/ALH_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             ilm            San(TH)        q             
  1491.74        500.000        99.3844                 NaN  0.378776E-001  0.577740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.41        500.000        99.3859                 NaN  0.249957E-003  0.613882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.09        500.000        99.3874                 NaN  0.140708E-001  0.598508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.76        500.000        99.3861                 NaN  0.119081E-001  0.602017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.44        500.000        99.3858                 NaN  0.922996E-002  0.604954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        500.000        99.3855                 NaN  0.625703E-002  0.608213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.79        500.000        99.3833                 NaN  0.278050E-002  0.613925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.46        500.000        99.3839                 NaN            NaN  0.616052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.13        500.000        99.2963                 NaN  0.263369E-001  0.677368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.81        500.000        99.5964                 NaN  0.114860E-001  0.392159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.48        500.000        99.2498                 NaN            NaN  0.750224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        500.000        99.3742                 NaN            NaN  0.625838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.83        500.000        99.3718                 NaN            NaN  0.628159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.51        500.000        99.4369                 NaN            NaN  0.560410                 NaN            NaN  0.268945E-002            NaN            NaN            NaN            NaN
  1473.18        500.000        99.2760                 NaN            NaN  0.717423                 NaN            NaN  0.655175E-002            NaN            NaN            NaN            NaN
  1471.86        500.000        99.3466                 NaN            NaN  0.647605                 NaN            NaN  0.580350E-002            NaN            NaN            NaN            NaN
  1470.53        500.000        98.7896                 NaN            NaN  0.682438       0.523061                 NaN  0.492873E-002            NaN            NaN            NaN            NaN
  1469.21        500.000        99.2486                 NaN            NaN  0.283080       0.465635                 NaN  0.266076E-002            NaN            NaN            NaN            NaN
  1467.88        500.000        99.0017                 NaN            NaN  0.618512       0.376288                 NaN  0.347537E-002            NaN            NaN            NaN            NaN
  1466.55        500.000        99.0112                 NaN            NaN  0.372601       0.612804                 NaN  0.338935E-002            NaN            NaN            NaN            NaN
  1465.23        500.000        99.0203                 NaN            NaN  0.368847       0.607596                 NaN  0.328244E-002            NaN            NaN            NaN            NaN
  1463.90        500.000        99.0300                 NaN            NaN  0.365476       0.601294                 NaN  0.318885E-002            NaN            NaN            NaN            NaN
  1462.58        500.000        99.0370                 NaN            NaN  0.361999       0.597893                 NaN  0.310531E-002            NaN            NaN            NaN            NaN
  1461.25        500.000        99.0485                 NaN            NaN  0.590050       0.358457                 NaN  0.300212E-002            NaN            NaN            NaN            NaN
  1459.93        500.000        99.0562                 NaN            NaN  0.355288       0.585587                 NaN  0.291371E-002            NaN            NaN            NaN            NaN
  1458.60        500.000        99.4849                 NaN            NaN  0.192926       0.320581                 NaN  0.156112E-002            NaN            NaN            NaN            NaN
  1457.28        500.000        98.6468                 NaN            NaN  0.838510       0.510707                 NaN  0.399921E-002            NaN            NaN            NaN            NaN
  1455.95        500.000        99.0881                 NaN            NaN  0.565852       0.343383                 NaN  0.264244E-002            NaN            NaN            NaN            NaN
  1454.63        500.000        98.7620                 NaN            NaN  0.771989       0.462566                 NaN  0.341866E-002            NaN            NaN            NaN            NaN
  1453.30        500.000        99.4264                 NaN            NaN  0.216185       0.355858                 NaN  0.156954E-002            NaN            NaN            NaN            NaN
  1451.97        500.000        99.1047                 NaN            NaN  0.336544       0.556336                 NaN  0.241992E-002            NaN            NaN            NaN            NaN
  1450.65        500.000        99.1122                 NaN            NaN  0.551558       0.333896                 NaN  0.234605E-002            NaN            NaN            NaN            NaN
  1449.32        500.000        99.1220                 NaN            NaN  0.330405       0.545293                 NaN  0.225711E-002            NaN            NaN            NaN            NaN
  1448.00        500.000        99.4341                 NaN            NaN  0.212419       0.352076                 NaN  0.141789E-002            NaN            NaN            NaN            NaN
  1446.67        500.000        98.8230                 NaN            NaN  0.733862       0.440273                 NaN  0.290281E-002            NaN            NaN            NaN            NaN
  1445.35        500.000        99.1494                 NaN            NaN  0.528058       0.320569                 NaN  0.201748E-002            NaN            NaN            NaN            NaN
  1444.02        500.000        99.1496                 NaN            NaN  0.319134       0.529280                 NaN  0.196303E-002            NaN            NaN            NaN            NaN
  1442.70        500.000        99.1576                 NaN            NaN  0.316332       0.524206                 NaN  0.187536E-002            NaN            NaN            NaN            NaN
  1441.37        500.000        99.1596                 NaN            NaN  0.524212       0.314384                 NaN  0.183425E-002            NaN            NaN            NaN            NaN
  1440.05        500.000        99.1765                 NaN            NaN  0.309312       0.512480                 NaN  0.174702E-002            NaN            NaN            NaN            NaN
  1438.72        500.000        99.1785                 NaN            NaN  0.511777       0.308011                 NaN  0.168051E-002            NaN            NaN            NaN            NaN
  1437.39        500.000        99.1845                 NaN            NaN  0.305427       0.508456                 NaN  0.161516E-002            NaN            NaN            NaN            NaN
  1436.07        500.000        99.1910                 NaN            NaN  0.303175       0.504254                 NaN  0.154807E-002            NaN            NaN            NaN            NaN
  1434.74        500.000        99.1980                 NaN            NaN  0.500408       0.300100                 NaN  0.148897E-002            NaN            NaN            NaN            NaN
  1433.42        500.000        98.9430                 NaN            NaN  0.658225       0.396879                 NaN  0.185343E-002            NaN            NaN            NaN            NaN
  1432.09        500.000        99.4717                 NaN            NaN  0.198029       0.329371                 NaN  0.920677E-003            NaN            NaN            NaN            NaN
  1430.77        500.000        99.2162                 NaN            NaN  0.293248       0.489234                 NaN  0.130634E-002            NaN            NaN            NaN            NaN
  1429.44        500.000        99.2222                 NaN            NaN  0.290652       0.485917                 NaN  0.124607E-002            NaN            NaN            NaN            NaN
  1428.12        500.000        99.2281                 NaN            NaN  0.288408       0.482288                 NaN  0.119132E-002            NaN            NaN            NaN            NaN
  1426.79        500.000        99.2339                 NaN            NaN  0.285867       0.479114                 NaN  0.113821E-002            NaN            NaN            NaN            NaN
  1425.47        500.000        99.2394                 NaN            NaN  0.283776       0.475712                 NaN  0.108536E-002            NaN            NaN            NaN            NaN
  1424.14        500.000        99.2451                 NaN            NaN  0.472385       0.281498                 NaN  0.102374E-002            NaN            NaN            NaN            NaN
  1422.81        500.000        99.2509                 NaN            NaN  0.279127       0.469028                 NaN  0.979465E-003            NaN            NaN            NaN            NaN
  1421.49        500.000        99.2555                 NaN            NaN  0.466827       0.276739                 NaN  0.928532E-003            NaN            NaN            NaN            NaN
  1420.16        500.000        99.2622                 NaN            NaN  0.274732       0.462240                 NaN  0.864005E-003            NaN            NaN            NaN            NaN
  1418.84        500.000        99.2674                 NaN            NaN  0.459132       0.272608                 NaN  0.823225E-003            NaN            NaN            NaN            NaN
  1417.51        500.000        99.1341                 NaN            NaN  0.328930       0.475352                 NaN  0.527616E-003  0.611378E-001            NaN            NaN            NaN
  1416.19        500.000        98.0971                 NaN            NaN  0.770734       0.607163                 NaN  0.729606E-003  0.524307                 NaN            NaN            NaN
  1414.86        500.000        98.1317                 NaN            NaN  0.598783       0.754854                 NaN            NaN  0.514699                 NaN            NaN            NaN
  1413.54        500.000        98.1649                 NaN            NaN  0.587775       0.741750                 NaN            NaN  0.505572                 NaN            NaN            NaN
  1412.21        500.000        98.1926                 NaN            NaN  0.579557       0.729910                 NaN            NaN  0.497887                 NaN            NaN            NaN
  1410.89        500.000        98.2228                 NaN            NaN  0.566611       0.719419                 NaN  0.170562E-002  0.489493                 NaN            NaN            NaN
  1409.56        500.000        98.2532                 NaN            NaN  0.560898       0.704536                 NaN            NaN  0.481329                 NaN            NaN            NaN
  1408.24        500.000        98.2798                 NaN            NaN  0.693339       0.553180                 NaN            NaN  0.473709                 NaN            NaN            NaN
  1406.91        500.000        98.3039                 NaN            NaN  0.683564       0.545439                 NaN            NaN  0.467095                 NaN            NaN            NaN
  1405.58        500.000        98.3334                 NaN            NaN  0.535909       0.671841                 NaN            NaN  0.458820                 NaN            NaN            NaN
  1404.26        500.000        98.3566                 NaN            NaN  0.529147       0.661969                 NaN            NaN  0.452319                 NaN            NaN            NaN
  1402.93        500.000        98.3825                 NaN            NaN  0.521233       0.651109                 NaN            NaN  0.445132                 NaN            NaN            NaN
  1401.61        500.000        98.4058                 NaN            NaN  0.641992       0.513587                 NaN            NaN  0.438623                 NaN            NaN            NaN
  1400.28        500.000        98.4276                 NaN            NaN  0.633408       0.506506                 NaN            NaN  0.432489                 NaN            NaN            NaN
  1398.96        500.000        98.4521                 NaN            NaN  0.622816       0.499368                 NaN            NaN  0.425676                 NaN            NaN            NaN
  1397.63        500.000        98.4736                 NaN            NaN  0.492974       0.613936                 NaN            NaN  0.419501                 NaN            NaN            NaN
  1396.31        500.000        98.4950                 NaN            NaN  0.605522       0.485845                 NaN            NaN  0.413663                 NaN            NaN            NaN
  1394.98        500.000        98.5159                 NaN            NaN  0.597065       0.479280                 NaN            NaN  0.407765                 NaN            NaN            NaN
  1393.66        500.000        98.5366                 NaN            NaN  0.588830       0.472607                 NaN            NaN  0.401926                 NaN            NaN            NaN
  1392.33        500.000        98.5531                 NaN            NaN  0.468978       0.580719                 NaN            NaN  0.397232                 NaN            NaN            NaN
  1391.00        500.000        98.5809                 NaN            NaN  0.458015       0.571699                 NaN            NaN  0.389401                 NaN            NaN            NaN
  1389.68        500.000        98.5944                 NaN            NaN  0.565642       0.454316                 NaN            NaN  0.385690                 NaN            NaN            NaN
  1388.35        500.000        98.6141                 NaN            NaN  0.558122       0.447682                 NaN            NaN  0.380099                 NaN            NaN            NaN
  1387.03        500.000        98.6311                 NaN            NaN  0.442724       0.550958                 NaN            NaN  0.375223                 NaN            NaN            NaN
  1385.70        500.000        98.6497                 NaN            NaN  0.544132       0.436108                 NaN            NaN  0.370048                 NaN            NaN            NaN
  1384.38        500.000        98.6646                 NaN            NaN  0.538239       0.431123                 NaN            NaN  0.366053                 NaN            NaN            NaN
  1383.05        500.000        98.6828                 NaN            NaN  0.425696       0.530914                 NaN            NaN  0.360637                 NaN            NaN            NaN
  1381.73        500.000        98.6990                 NaN            NaN  0.524236       0.420759                 NaN            NaN  0.355957                 NaN            NaN            NaN
  1380.40        500.000        98.7156                 NaN            NaN  0.415245       0.517993                 NaN            NaN  0.351155                 NaN            NaN            NaN
  1379.08        500.000        98.7296                 NaN            NaN  0.512031       0.411074                 NaN            NaN  0.347309                 NaN            NaN            NaN
  1377.75        500.000        98.7468                 NaN            NaN  0.404353       0.506489                 NaN            NaN  0.342383                 NaN            NaN            NaN
  1376.42        500.000        98.7612                 NaN            NaN  0.400350       0.500140                 NaN            NaN  0.338288                 NaN            NaN            NaN
  1375.10        500.000        98.7742                 NaN            NaN  0.495430       0.395875                 NaN            NaN  0.334543                 NaN            NaN            NaN
  1373.77        500.000        98.7895                 NaN            NaN  0.390906       0.489417                 NaN            NaN  0.330192                 NaN            NaN            NaN
  1372.45        500.000        98.8026                 NaN            NaN  0.386513       0.484531                 NaN            NaN  0.326370                 NaN            NaN            NaN
  1371.12        500.000        98.8139                 NaN            NaN  0.383110       0.479787                 NaN            NaN  0.323227                 NaN            NaN            NaN
  1369.80        500.000        98.8315                 NaN            NaN  0.376632       0.473815                 NaN            NaN  0.318088                 NaN            NaN            NaN
  1368.47        500.000        98.8397                 NaN            NaN  0.374713       0.469702                 NaN            NaN  0.315866                 NaN            NaN            NaN
  1367.15        500.000        98.8572                 NaN            NaN  0.463697       0.368515                 NaN            NaN  0.310569                 NaN            NaN            NaN
  1365.82        500.000        98.8673                 NaN            NaN  0.364934       0.459941                 NaN            NaN  0.307842                 NaN            NaN            NaN
  1364.50        500.000        98.8800                 NaN            NaN  0.360624       0.455269                 NaN            NaN  0.304112                 NaN            NaN            NaN
  1363.17        500.000        98.8912                 NaN            NaN  0.357014       0.450933                 NaN            NaN  0.300810                 NaN            NaN            NaN
  1361.84        500.000        98.9011                 NaN            NaN  0.353317       0.447616                 NaN            NaN  0.297962                 NaN            NaN            NaN
  1360.52        500.000        98.9150                 NaN            NaN  0.442303       0.348623                 NaN            NaN  0.294096                 NaN            NaN            NaN
  1359.19        500.000        98.9252                 NaN            NaN  0.438494       0.345267                 NaN            NaN  0.291039                 NaN            NaN            NaN
  1357.87        500.000        98.9361                 NaN            NaN  0.341457       0.434472                 NaN            NaN  0.287984                 NaN            NaN            NaN
  1356.54        500.000        98.9467                 NaN            NaN  0.430537       0.337904                 NaN            NaN  0.284865                 NaN            NaN            NaN
  1355.22        500.000        98.9568                 NaN            NaN  0.426924       0.334340                 NaN            NaN  0.281918                 NaN            NaN            NaN
  1353.89        500.000        98.9664                 NaN            NaN  0.330815       0.423713                 NaN            NaN  0.279041                 NaN            NaN            NaN
  1352.57        500.000        98.9761                 NaN            NaN  0.327385       0.420297                 NaN            NaN  0.276179                 NaN            NaN            NaN
  1351.24        500.000        98.9866                 NaN            NaN  0.323628       0.416546                 NaN            NaN  0.273218                 NaN            NaN            NaN
  1349.92        500.000        98.9960                 NaN            NaN  0.320452       0.413079                 NaN            NaN  0.270517                 NaN            NaN            NaN
  1348.59        500.000        99.0058                 NaN            NaN  0.316920       0.409602                 NaN            NaN  0.267655                 NaN            NaN            NaN
  1347.26        500.000        99.0142                 NaN            NaN  0.406695       0.313905                 NaN            NaN  0.265165                 NaN            NaN            NaN
  1345.94        500.000        99.0230                 NaN            NaN  0.310631       0.403802                 NaN            NaN  0.262616                 NaN            NaN            NaN
  1344.61        500.000        99.0323                 NaN            NaN  0.400448       0.307397                 NaN            NaN  0.259855                 NaN            NaN            NaN
  1343.29        500.000        99.0406                 NaN            NaN  0.304368       0.397576                 NaN            NaN  0.257491                 NaN            NaN            NaN
  1341.96        500.000        99.0486                 NaN            NaN  0.301163       0.395157                 NaN            NaN  0.255076                 NaN            NaN            NaN
  1340.64        500.000        99.0565                 NaN            NaN  0.298289       0.392461                 NaN            NaN  0.252724                 NaN            NaN            NaN
  1339.31        500.000        99.0643                 NaN            NaN  0.389285       0.295817                 NaN            NaN  0.250563                 NaN            NaN            NaN
  1337.99        500.000        99.0732                 NaN            NaN  0.292196       0.386752                 NaN            NaN  0.247875                 NaN            NaN            NaN
  1336.66        500.000        99.0813                 NaN            NaN  0.289079       0.383957                 NaN            NaN  0.245683                 NaN            NaN            NaN
  1335.34        500.000        99.0885                 NaN            NaN  0.381786       0.286254                 NaN            NaN  0.243458                 NaN            NaN            NaN
  1334.01        500.000        99.0952                 NaN            NaN  0.379982       0.283396                 NaN            NaN  0.241435                 NaN            NaN            NaN
  1332.69        500.000        99.1027                 NaN            NaN  0.377565       0.280433                 NaN            NaN  0.239274                 NaN            NaN            NaN
  1331.36        500.000        99.1098                 NaN            NaN  0.375175       0.277803                 NaN            NaN  0.237187                 NaN            NaN            NaN
  1330.03        500.000        99.1169                 NaN            NaN  0.274788       0.373170                 NaN            NaN  0.235129                 NaN            NaN            NaN
  1328.71        500.000        99.1202                 NaN            NaN  0.272565       0.373119                 NaN            NaN  0.234091                 NaN            NaN            NaN
  1327.38        500.000        99.1322                 NaN            NaN  0.268687       0.368463                 NaN            NaN  0.230688                 NaN            NaN            NaN
  1326.06        500.000        99.1343                 NaN            NaN  0.367866       0.267953                 NaN            NaN  0.229866                 NaN            NaN            NaN
  1324.73        500.000        99.1437                 NaN            NaN  0.365148       0.263818                 NaN            NaN  0.227317                 NaN            NaN            NaN
  1323.41        500.000        99.1498                 NaN            NaN  0.261302       0.363400                 NaN            NaN  0.225511                 NaN            NaN            NaN
  1322.08        500.000        99.1558                 NaN            NaN  0.258423       0.362027                 NaN            NaN  0.223785                 NaN            NaN            NaN
  1320.76        500.000        99.1613                 NaN            NaN  0.361097       0.255432                 NaN            NaN  0.222165                 NaN            NaN            NaN
  1319.43        500.000        99.1614                 NaN            NaN  0.257417       0.359050                 NaN            NaN  0.222135                 NaN            NaN            NaN
  1318.11        500.000        99.1779                 NaN            NaN  0.248463       0.356188                 NaN            NaN  0.217402                 NaN            NaN            NaN
  1316.78        500.000        99.1796                 NaN            NaN  0.356048       0.247538                 NaN            NaN  0.216798                 NaN            NaN            NaN
  1315.45        500.000        99.1835                 NaN            NaN  0.245222       0.355475                 NaN            NaN  0.215822                 NaN            NaN            NaN
  1314.13        500.000        99.1908                 NaN            NaN  0.242041       0.353388                 NaN            NaN  0.213727                 NaN            NaN            NaN
  1312.80        500.000        99.1934                 NaN            NaN  0.238955       0.354960                 NaN            NaN  0.212729                 NaN            NaN            NaN
  1311.48        500.000        99.2001                 NaN            NaN  0.352607       0.236415                 NaN            NaN  0.210926                 NaN            NaN            NaN
  1310.15        500.000        99.2036                 NaN            NaN  0.353309       0.233000                 NaN            NaN  0.210057                 NaN            NaN            NaN
  1308.83        500.000        99.2111                 NaN            NaN  0.230648       0.350528                 NaN            NaN  0.207718                 NaN            NaN            NaN
  1307.50        500.000        99.2153                 NaN            NaN  0.227613       0.350401                 NaN            NaN  0.206677                 NaN            NaN            NaN
  1306.18        500.000        99.2201                 NaN            NaN  0.224356       0.350232                 NaN            NaN  0.205273                 NaN            NaN            NaN
  1304.85        500.000        99.2242                 NaN            NaN  0.221207       0.350475                 NaN            NaN  0.204126                 NaN            NaN            NaN
  1303.53        500.000        99.2290                 NaN            NaN  0.350713       0.217516                 NaN            NaN  0.202784                 NaN            NaN            NaN
  1302.20        500.000        99.2319                 NaN            NaN  0.213144       0.352766                 NaN            NaN  0.202174                 NaN            NaN            NaN
  1300.87        500.000        99.2390                 NaN            NaN  0.210926       0.350092                 NaN            NaN  0.199848       0.179983E-003            NaN            NaN
  1299.55        500.000        99.1778                 NaN            NaN  0.244944       0.315175                 NaN            NaN  0.212230       0.498030E-001            NaN            NaN
  1298.22        500.000        99.1860                 NaN            NaN  0.309621       0.245422                 NaN            NaN  0.210252       0.487371E-001            NaN            NaN
  1296.90        500.000        99.1941                 NaN            NaN  0.305164       0.244666                 NaN            NaN  0.208284       0.477648E-001            NaN            NaN
  1295.57        500.000        99.2017                 NaN            NaN  0.243607       0.301458                 NaN            NaN  0.206444       0.467969E-001            NaN            NaN
  1294.25        500.000        99.2081                 NaN            NaN  0.243484       0.297769                 NaN            NaN  0.204872       0.458136E-001            NaN            NaN
  1292.92        500.000        99.2164                 NaN            NaN  0.291174       0.244509                 NaN            NaN  0.202973       0.449095E-001            NaN            NaN
  1291.60        500.000        99.2221                 NaN            NaN  0.289422       0.243205                 NaN            NaN  0.201393       0.438446E-001            NaN            NaN
  1290.27        500.000        99.2285                 NaN            NaN  0.284663       0.243819                 NaN            NaN  0.200016       0.430180E-001            NaN            NaN
  1288.95        500.000        99.2361                 NaN            NaN  0.281360       0.242598                 NaN            NaN  0.197963       0.419796E-001            NaN            NaN
  1287.62        500.000        99.2425                 NaN            NaN  0.243785       0.275990                 NaN            NaN  0.196538       0.411501E-001            NaN            NaN
  1286.29        500.000        99.2446                 NaN            NaN  0.486968       0.277601E-001            NaN            NaN  0.203737       0.369224E-001            NaN            NaN
  1284.97        500.000        99.2549                 NaN            NaN  0.349290E-001  0.481905                 NaN            NaN  0.185687       0.425607E-001            NaN            NaN
  1283.64        500.000        99.2624                 NaN            NaN  0.247841       0.259423                 NaN            NaN  0.191777       0.385150E-001            NaN            NaN
  1282.32        500.000        99.2679                 NaN            NaN  0.241519       0.262497                 NaN            NaN  0.190441       0.376596E-001            NaN            NaN
  1280.99        500.000        99.2757                 NaN            NaN  0.228213       0.270568                 NaN            NaN  0.188471       0.370699E-001            NaN            NaN
  1279.67        500.000        99.2796                 NaN            NaN  0.232242       0.264531                 NaN            NaN  0.187822       0.358247E-001            NaN            NaN
  1278.34        500.000        91.5108                 NaN            NaN   2.59621                 NaN            NaN            NaN   1.06153       0.275492        4.55601                 NaN
  1277.02        500.000        89.5128                 NaN            NaN   3.13196                 NaN            NaN            NaN   1.28211       0.331878        5.74123                 NaN
  1275.69        500.000        90.5170                 NaN            NaN   2.85355                 NaN            NaN            NaN   1.16732       0.295373        5.16672                 NaN
  1274.37        500.000        91.3105                 NaN            NaN   2.63369                 NaN            NaN            NaN   1.07382       0.268068        4.71395                 NaN
  1273.04        500.000        92.0045                 NaN            NaN   2.43803                 NaN            NaN            NaN  0.992021       0.244449        4.32096                 NaN
  1271.71        500.000        92.5930                 NaN            NaN   2.27355                 NaN            NaN            NaN  0.923622       0.223555        3.98627                 NaN
  1270.39        500.000        93.1198                 NaN            NaN   2.12212                 NaN            NaN            NaN  0.860848       0.206133        3.69109                 NaN
  1269.06        500.000        93.5645                 NaN            NaN   1.99583                 NaN            NaN            NaN  0.808152       0.190883        3.44067                 NaN
  1267.74        500.000        93.9618                 NaN            NaN   1.88151                 NaN            NaN            NaN  0.760294       0.177758        3.21862                 NaN
  1266.41        500.000        94.3264                 NaN            NaN   1.77334                 NaN            NaN            NaN  0.714657       0.166914        3.01866                 NaN
  1265.09        500.000        94.6339                 NaN            NaN   1.68643                 NaN            NaN            NaN  0.679536       0.155228        2.84490                 NaN
  1263.76        500.000        94.9187                 NaN            NaN   1.60277                 NaN            NaN            NaN  0.643820       0.146389        2.68828                 NaN
  1262.44        500.000        95.1716                 NaN            NaN   1.52820                 NaN            NaN            NaN  0.611573       0.138779        2.54984                 NaN
  1261.11        500.000        95.3945                 NaN            NaN   1.46675                 NaN            NaN            NaN  0.587704       0.128861        2.42217                 NaN
  1259.79        500.000        95.6137                 NaN            NaN   1.39957                 NaN            NaN            NaN  0.558769       0.122910        2.30509                 NaN
  1258.46        500.000        95.8123       0.124234E-002            NaN   1.33867                 NaN            NaN            NaN  0.534371       0.116249        2.19718                 NaN
  1257.14        500.000        95.9887                 NaN            NaN   1.28796                 NaN            NaN            NaN  0.512175       0.110334        2.10088                 NaN
  1255.81        500.000        96.1566       0.198515E-005            NaN   1.23658                 NaN            NaN            NaN  0.489552       0.105611        2.01163                 NaN
  1254.48        500.000        96.3058                 NaN            NaN   1.19343                 NaN            NaN            NaN  0.471773       0.998350E-001   1.92916                 NaN
  1253.16        500.000        96.4460                 NaN            NaN   1.15163                 NaN            NaN            NaN  0.454412       0.948371E-001   1.85313                 NaN
  1251.83        500.000        96.5782                 NaN            NaN   1.11177                 NaN            NaN            NaN  0.436971       0.906183E-001   1.78248                 NaN
  1250.51        500.000        96.7000       0.122497E-002            NaN   1.07405                 NaN            NaN            NaN  0.421613       0.862927E-001   1.71677                 NaN
  1249.18        500.000        96.8173                 NaN            NaN   1.03979                 NaN            NaN            NaN  0.406433       0.822741E-001   1.65420                 NaN
  1247.86        500.000        96.9269                 NaN            NaN   1.00547                 NaN            NaN            NaN  0.390524       0.794850E-001   1.59761                 NaN
  1246.53        500.000        97.0254                 NaN            NaN  0.977156                 NaN            NaN            NaN  0.379196       0.750967E-001   1.54318                 NaN
  1245.21        500.000        97.1202                 NaN            NaN  0.948449                 NaN            NaN            NaN  0.366541       0.718524E-001   1.49300                 NaN
  1243.88        500.000        97.2161                 NaN            NaN  0.918559                 NaN            NaN            NaN  0.354344       0.684901E-001   1.44252                 NaN
  1242.56        500.000        97.3033                 NaN            NaN  0.891533                 NaN            NaN            NaN  0.342711       0.655335E-001   1.39693                 NaN
  1241.23        500.000        97.3878                 NaN            NaN  0.864736                 NaN            NaN            NaN  0.330889       0.629539E-001   1.35362                 NaN
  1239.90        500.000        97.4663                 NaN            NaN  0.840429                 NaN            NaN            NaN  0.320289       0.603298E-001   1.31261                 NaN
  1238.58        500.000        97.5422                 NaN            NaN  0.816719                 NaN            NaN            NaN  0.310758       0.574435E-001   1.27289                 NaN
