|6.6.6
Archiving\03_Data\eqLP/QFM_m0.5/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.2222       0.769504       0.828333E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.2221       0.769575       0.828333E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.2221       0.769647       0.828333E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.2220       0.769718       0.828333E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.2219       0.769790       0.828334E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.2219       0.769862       0.828335E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2218       0.769933       0.828335E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2217       0.770005       0.828337E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2216       0.770077       0.828338E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.2216       0.770149       0.828339E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.2215       0.770220       0.828341E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.2214       0.770292       0.828342E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.2214       0.770364       0.828344E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.2213       0.770436       0.828346E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.2212       0.770507       0.828348E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2211       0.770579       0.828350E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2211       0.770651       0.828353E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2210       0.770723       0.828355E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2209       0.770795       0.828358E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2208       0.770867       0.828361E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2208       0.770939       0.828363E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2207       0.771011       0.828367E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.2206       0.771083       0.828370E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.2206       0.771155       0.828373E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.2205       0.771227       0.828377E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.2204       0.771299       0.828380E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.2203       0.771371       0.828384E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.2203       0.771443       0.828388E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.2202       0.771515       0.828392E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.2201       0.771587       0.828396E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.2201       0.771660       0.828401E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.2200       0.771732       0.828405E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.2199       0.771804       0.828410E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.2198       0.771876       0.828414E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.2198       0.771948       0.828419E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.2197       0.772020       0.828424E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.2196       0.772093       0.828429E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.2196       0.772165       0.828434E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.2195       0.772237       0.828440E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.2194       0.772310       0.828445E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.2193       0.772382       0.828451E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.2193       0.772454       0.828457E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.2192       0.772526       0.828463E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.2191       0.772599       0.828468E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.2190       0.772671       0.828474E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.2190       0.772743       0.828481E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.2189       0.772816       0.828487E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.2188       0.772888       0.828494E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.2188       0.772961       0.828501E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.2187       0.773033       0.828507E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.2186       0.773105       0.828514E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.2185       0.773177       0.828521E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.2185       0.773250       0.828528E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.2184       0.773322       0.828535E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.2183       0.773395       0.828542E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.2182       0.773467       0.828550E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.2182       0.773540       0.828558E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.2181       0.773612       0.828565E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.2180       0.773684       0.828573E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.2180       0.773756       0.828580E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.2179       0.773829       0.828588E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.2178       0.773901       0.828596E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.2177       0.773973       0.828604E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.2177       0.774046       0.828613E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.2176       0.774118       0.828621E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.2175       0.774191       0.828630E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.1009       0.774275                 NaN  0.124872                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.0986       0.774348                 NaN  0.127026                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.0964       0.774422                 NaN  0.129181                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.0938       0.774495                 NaN  0.131678                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.0913       0.774568                 NaN  0.134175                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.0887       0.774641                 NaN  0.136672                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.0861       0.774715                 NaN  0.139170                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.0827       0.774788                 NaN  0.142522                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.0793       0.774861                 NaN  0.145874                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.0758       0.774935                 NaN  0.149227                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.0724       0.775008                 NaN  0.152580                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        99.0690       0.775082                 NaN  0.155933                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        99.0656       0.775156                 NaN  0.159288                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        99.0621       0.775229                 NaN  0.162642                 NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        99.0587       0.775303                 NaN  0.165998                 NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        99.0535       0.775377                 NaN  0.171137                 NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        99.0483       0.775451                 NaN  0.176278                 NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        99.0431       0.775525                 NaN  0.181419                 NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        99.0378       0.775599                 NaN  0.186562                 NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        99.0326       0.775673                 NaN  0.191705                 NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        99.0274       0.775747                 NaN  0.196849                 NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        99.0222       0.775822                 NaN  0.201993                 NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        99.0170       0.775896                 NaN  0.207139                 NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        99.0094       0.775971                 NaN  0.214605                 NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        99.0019       0.776045                 NaN  0.222073                 NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        98.9943       0.776120                 NaN  0.229542                 NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        98.9868       0.776195                 NaN  0.237012                 NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        98.9774       0.776271                 NaN  0.246328                 NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        98.9628       0.776355                 NaN  0.260192       0.681923E-003            NaN            NaN            NaN            NaN
  1695.51        500.000        98.9495       0.776433                 NaN  0.269478       0.463858E-002            NaN            NaN            NaN            NaN
  1692.31        500.000        98.9361       0.776511                 NaN  0.278765       0.859606E-002            NaN            NaN            NaN            NaN
  1689.10        500.000        98.9038       0.776609                 NaN  0.298752       0.208800E-001            NaN            NaN            NaN            NaN
  1685.90        500.000        98.8714       0.776706                 NaN  0.318744       0.331671E-001            NaN            NaN            NaN            NaN
  1682.69        500.000        98.8390       0.776803                 NaN  0.338739       0.454574E-001            NaN            NaN            NaN            NaN
  1679.49        500.000        98.8066       0.776901                 NaN  0.358739       0.577509E-001            NaN            NaN            NaN            NaN
  1676.28        500.000        98.7742       0.776998                 NaN  0.378744       0.700476E-001            NaN            NaN            NaN            NaN
  1673.08        500.000        98.7418       0.777095                 NaN  0.398753       0.823474E-001            NaN            NaN            NaN            NaN
  1669.87        500.000        98.7094       0.777192                 NaN  0.418766       0.946504E-001            NaN            NaN            NaN            NaN
  1666.67        500.000        98.6770       0.777289                 NaN  0.438783       0.106957                 NaN            NaN            NaN            NaN
  1663.46        500.000        98.6000       0.777402                 NaN  0.504169       0.118462                 NaN            NaN            NaN            NaN
  1660.26        500.000        98.5229       0.777514                 NaN  0.569572       0.129971                 NaN            NaN            NaN            NaN
  1657.05        500.000        98.4459       0.777626                 NaN  0.634991       0.141483                 NaN            NaN            NaN            NaN
  1653.85        500.000        98.3688       0.777739                 NaN  0.700427       0.152998                 NaN            NaN            NaN            NaN
  1650.64        500.000        98.2918       0.777850                 NaN  0.765880       0.164517                 NaN            NaN            NaN            NaN
  1647.44        500.000        98.2146       0.777962                 NaN  0.831350       0.176039                 NaN            NaN            NaN            NaN
  1644.23        500.000        98.1375       0.778074                 NaN  0.896836       0.187565                 NaN            NaN            NaN            NaN
  1641.03        500.000        98.0604       0.778185                 NaN  0.962339       0.199093                 NaN            NaN            NaN            NaN
  1637.82        500.000        97.7158       0.778396                 NaN   1.29585       0.209906                 NaN            NaN            NaN            NaN
  1634.62        500.000        97.3711       0.778607                 NaN   1.62953       0.220724                 NaN            NaN            NaN            NaN
  1631.41        500.000        97.0263       0.778816                 NaN   1.96338       0.231548                 NaN            NaN            NaN            NaN
  1628.21        500.000        96.6812       0.779024                 NaN   2.29740       0.242377                 NaN            NaN            NaN            NaN
  1625.00        500.000        96.3360       0.779230                 NaN   2.63158       0.253211                 NaN            NaN            NaN            NaN
  1621.79        500.000        95.9906       0.779436                 NaN   2.96592       0.264051                 NaN            NaN            NaN            NaN
  1618.59        500.000        95.6450       0.779641                 NaN   3.30042       0.274897                 NaN            NaN            NaN            NaN
  1615.38        500.000        95.2993       0.779844                 NaN   3.63509       0.285748                 NaN            NaN            NaN            NaN
  1612.18        500.000        94.6816       0.780150                 NaN   4.24245       0.295834                 NaN            NaN            NaN            NaN
  1608.97        500.000        94.0634       0.780454                 NaN   4.85026       0.305926                 NaN            NaN            NaN            NaN
  1605.77        500.000        93.4447       0.780755                 NaN   5.45850       0.316026                 NaN            NaN            NaN            NaN
  1602.56        500.000        92.8256       0.781054                 NaN   6.06718       0.326132                 NaN            NaN            NaN            NaN
  1599.36        500.000        92.2061       0.781350                 NaN   6.67628       0.336246                 NaN            NaN            NaN            NaN
  1596.15        500.000        91.5862       0.781644                 NaN   7.28580       0.346365                 NaN            NaN            NaN            NaN
  1592.95        500.000        90.9658       0.781936                 NaN   7.89574       0.356492                 NaN            NaN            NaN            NaN
  1589.74        500.000        90.3451       0.782224                 NaN   8.50608       0.366625                 NaN            NaN            NaN            NaN
  1586.54        500.000        89.7170       0.782519                 NaN   9.12427       0.376183                 NaN            NaN            NaN            NaN
  1583.33        500.000        89.0886       0.782811                 NaN   9.74287       0.385747                 NaN            NaN            NaN            NaN
  1580.13        500.000        88.4597       0.783100                 NaN   10.3619       0.395317                 NaN            NaN            NaN            NaN
  1576.92        500.000        87.8304       0.783386                 NaN   10.9813       0.404893                 NaN            NaN            NaN            NaN
  1573.72        500.000        87.0439       0.783892                 NaN   11.4869       0.411234       0.274057                 NaN            NaN            NaN
  1570.51        500.000        85.4456       0.785485                 NaN   11.5247       0.402002        1.84221                 NaN            NaN            NaN
  1567.31        500.000        83.9237       0.787012                 NaN   11.5441       0.392406        3.35272                 NaN            NaN            NaN
  1564.10        500.000        82.3960       0.788543                 NaN   11.5636       0.382771        4.86906                 NaN            NaN            NaN
  1560.90        500.000        81.0605       0.789907                 NaN   11.5703       0.371861        6.20740                 NaN            NaN            NaN
  1557.69        500.000        79.7205       0.791274                 NaN   11.5770       0.360912        7.55031                 NaN            NaN            NaN
  1554.49        500.000        78.3760       0.792644                 NaN   11.5836       0.349923        8.89782                 NaN            NaN            NaN
  1551.28        500.000        77.0269       0.794017                 NaN   11.5903       0.338896        10.2499                 NaN            NaN            NaN
  1548.08        500.000        75.6731       0.795393                 NaN   11.5970       0.327830        11.6067                 NaN            NaN            NaN
  1544.87        500.000        74.3148       0.796772                 NaN   11.6036       0.316725        12.9681                 NaN            NaN            NaN
  1541.67        500.000        72.9519       0.798154                 NaN   11.6103       0.305581        14.3341                 NaN            NaN            NaN
  1538.46        500.000        71.5843       0.799539                 NaN   11.6169       0.294397        15.7048                 NaN            NaN            NaN
  1535.26        500.000        70.4386       0.800737                 NaN   11.6063       0.280508        16.8739                 NaN            NaN            NaN
  1532.05        500.000        69.2895       0.801937                 NaN   11.5957       0.266576        18.0463                 NaN            NaN            NaN
  1528.85        500.000        68.1370       0.803139                 NaN   11.5850       0.252603        19.2222                 NaN            NaN            NaN
  1525.64        500.000        66.9812       0.804343                 NaN   11.5742       0.238586        20.4016                 NaN            NaN            NaN
  1522.44        500.000        65.8221       0.805550                 NaN   11.5634       0.224528        21.5844                 NaN            NaN            NaN
  1519.23        500.000        64.6595       0.806759                 NaN   11.5526       0.210426        22.7707                 NaN            NaN            NaN
  1516.03        500.000        63.4936       0.807970                 NaN   11.5417       0.196282        23.9605                 NaN            NaN            NaN
  1512.82        500.000        62.3242       0.809183                 NaN   11.5307       0.182095        25.1538                 NaN            NaN            NaN
  1509.62        500.000        61.2715       0.810302                 NaN   11.5149       0.163359        26.2399                 NaN            NaN            NaN
  1506.41        500.000        60.2160       0.811423                 NaN   11.4991       0.144572        27.3289                 NaN            NaN            NaN
  1503.21        500.000        59.1577       0.812546                 NaN   11.4832       0.125732        28.4208                 NaN            NaN            NaN
  1500.00        500.000        58.0966       0.813671                 NaN   11.4673       0.106839        29.5156                 NaN            NaN            NaN
  1496.79        500.000        57.0327       0.814798                 NaN   11.4513       0.878932E-001   30.6133                 NaN            NaN            NaN
  1493.59        500.000        55.9659       0.815927                 NaN   11.4352       0.688948E-001   31.7140                 NaN            NaN            NaN
  1490.38        500.000        54.8963       0.817058                 NaN   11.4191       0.498434E-001   32.8177                 NaN            NaN            NaN
  1487.18        500.000        53.8238       0.818191                 NaN   11.4029       0.307389E-001   33.9243                 NaN            NaN            NaN
  1483.97        500.000        52.7775       0.819307                 NaN   11.3882       0.774028E-002   35.0073                 NaN            NaN            NaN
  1480.77        500.000        51.7986       0.820346                 NaN   11.3846                 NaN   35.9964                 NaN            NaN            NaN
  1477.56        500.000        50.8603       0.821339                 NaN   11.3878                 NaN   36.9306                 NaN            NaN            NaN
  1474.36        500.000        49.9198       0.822335                 NaN   11.3910                 NaN   37.8669                 NaN            NaN            NaN
  1471.15        500.000        48.9532       0.823363                 NaN   11.3847                 NaN   38.8388                 NaN            NaN            NaN
