|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1426.28        2500.00       0.280632E-001   95.1061        3.17261        1.68740                 NaN  0.582881E-002            NaN            NaN            NaN            NaN
  1425.21        2500.00       0.138731E-003   99.4826       0.126034       0.369776                 NaN  0.214782E-001            NaN            NaN            NaN            NaN
  1424.14        2500.00       0.135738E-003   99.4845       0.125445       0.368121                 NaN  0.217612E-001            NaN            NaN            NaN            NaN
  1423.07        2500.00       0.185427E-003   98.9961       0.246624       0.716682                 NaN  0.404211E-001            NaN            NaN            NaN            NaN
  1422.01        2500.00       0.735013E-005   99.9722       0.777278E-002  0.191769E-001            NaN  0.795784E-003            NaN            NaN            NaN            NaN
  1420.94        2500.00       0.864320E-004   99.5036       0.123265       0.353789                 NaN  0.192904E-001            NaN            NaN            NaN            NaN
  1419.87        2500.00       0.751601E-004   99.4918       0.362432       0.126464                 NaN  0.192289E-001            NaN            NaN            NaN            NaN
  1418.80        2500.00       0.649443E-004   99.4937       0.126849       0.360619                 NaN  0.187839E-001            NaN            NaN            NaN            NaN
  1417.73        2500.00       0.412834E-002   99.5004       0.379582                 NaN            NaN  0.115911                 NaN            NaN            NaN            NaN
  1416.66        2500.00                 NaN   99.5108       0.143782       0.345394                 NaN            NaN            NaN            NaN            NaN            NaN
  1415.60        2500.00                 NaN   99.0977       0.328065       0.350630                 NaN  0.249750E-001  0.198644                 NaN            NaN            NaN
  1414.53        2500.00                 NaN   98.7763       0.234187       0.421613                 NaN  0.189725       0.378195                 NaN            NaN            NaN
  1413.46        2500.00                 NaN   98.7581       0.429675       0.234564                 NaN  0.194174       0.383468                 NaN            NaN            NaN
