|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1426.28        2500.00       0.182721E-001   95.8532        2.70427        1.41966                 NaN  0.456996E-002            NaN            NaN            NaN            NaN
  1425.21        2500.00       0.897205E-004   99.5651       0.105242       0.312836                 NaN  0.167105E-001            NaN            NaN            NaN            NaN
  1424.14        2500.00       0.879009E-004   99.5668       0.104735       0.311424                 NaN  0.169305E-001            NaN            NaN            NaN            NaN
  1423.07        2500.00       0.120106E-003   99.1562       0.205895       0.606343                 NaN  0.314416E-001            NaN            NaN            NaN            NaN
  1422.01        2500.00       0.475503E-005   99.9767       0.647497E-002  0.161897E-001            NaN  0.617074E-003            NaN            NaN            NaN            NaN
  1420.94        2500.00       0.559829E-004   99.5835       0.102702       0.298767                 NaN  0.149622E-001            NaN            NaN            NaN            NaN
  1419.87        2500.00       0.487011E-004   99.5738       0.305926       0.105314                 NaN  0.149039E-001            NaN            NaN            NaN            NaN
  1418.80        2500.00       0.420962E-004   99.5755       0.105585       0.304277                 NaN  0.145482E-001            NaN            NaN            NaN            NaN
  1417.73        2500.00       0.268213E-002   99.5874       0.320496                 NaN            NaN  0.894242E-001            NaN            NaN            NaN            NaN
  1416.66        2500.00                 NaN   99.5894       0.119523       0.291099                 NaN            NaN            NaN            NaN            NaN            NaN
  1415.60        2500.00                 NaN   99.2077       0.272615       0.295448                 NaN  0.192929E-001  0.204965                 NaN            NaN            NaN
  1414.53        2500.00                 NaN   98.9139       0.194490       0.355071                 NaN  0.146391       0.390141                 NaN            NaN            NaN
  1413.46        2500.00                 NaN   98.8989       0.361508       0.194613                 NaN  0.149563       0.395384                 NaN            NaN            NaN
  1412.39        2500.00                 NaN   98.9691       0.338986       0.180303                 NaN  0.141091       0.370544                 NaN            NaN            NaN
  1411.32        2500.00                 NaN   99.9374       0.206223E-001            NaN            NaN  0.170702E-001  0.249069E-001            NaN            NaN            NaN
  1410.25        2500.00                 NaN   97.9826       0.667260       0.356349                 NaN  0.270477       0.723296                 NaN            NaN            NaN
  1409.19        2500.00                 NaN   98.9768       0.169440       0.340613                 NaN  0.144271       0.368901                 NaN            NaN            NaN
  1408.12        2500.00                 NaN   98.9925       0.335853       0.167814                 NaN  0.141427       0.362370                 NaN            NaN            NaN
  1407.05        2500.00                 NaN   99.0009       0.334386       0.162440                 NaN  0.142210       0.360037                 NaN            NaN            NaN
  1405.98        2500.00                 NaN   99.0114       0.332555       0.158053                 NaN  0.141679       0.356273                 NaN            NaN            NaN
  1404.91        2500.00                 NaN   99.0234       0.154209       0.329075                 NaN  0.141100       0.352168                 NaN            NaN            NaN
  1403.84        2500.00                 NaN   99.0338       0.327390       0.149834                 NaN  0.140439       0.348552                 NaN            NaN            NaN
  1402.78        2500.00                 NaN   99.0441       0.144771       0.325558                 NaN  0.140372       0.345206                 NaN            NaN            NaN
  1401.71        2500.00                 NaN   99.0568       0.321112       0.142804                 NaN  0.138871       0.340428                 NaN            NaN            NaN
  1400.64        2500.00                 NaN   99.0660       0.138496       0.319563                 NaN  0.138680       0.337289                 NaN            NaN            NaN
  1399.57        2500.00                 NaN   99.0763       0.317620       0.134184                 NaN  0.138182       0.333723                 NaN            NaN            NaN
  1398.50        2500.00                 NaN   99.0854       0.316597       0.129412                 NaN  0.138070       0.330531                 NaN            NaN            NaN
  1397.43        2500.00                 NaN   99.0937       0.314727       0.126126                 NaN  0.137718       0.327771                 NaN            NaN            NaN
  1396.37        2500.00                 NaN   98.9585       0.361735       0.146184                 NaN  0.157683       0.375941                 NaN            NaN            NaN
  1395.30        2500.00                 NaN   99.2626       0.991694E-001  0.258165                 NaN  0.113469       0.266620                 NaN            NaN            NaN
  1394.23        2500.00                 NaN   99.9825                 NaN            NaN            NaN            NaN  0.175064E-001            NaN            NaN            NaN
  1393.16        2500.00                 NaN   98.2766       0.611795       0.230239                 NaN  0.269200       0.612142                 NaN            NaN            NaN
  1392.09        2500.00                 NaN   99.1453       0.109846       0.301833                 NaN  0.133767       0.309280                 NaN            NaN            NaN
  1391.02        2500.00                 NaN   99.1463       0.106056       0.303706                 NaN  0.134462       0.309436                 NaN            NaN            NaN
  1389.96        2500.00                 NaN   99.1651       0.103497       0.297827                 NaN  0.131733       0.301861                 NaN            NaN            NaN
  1388.89        2500.00                 NaN   99.1704       0.101045       0.296206                 NaN  0.131969       0.300392                 NaN            NaN            NaN
  1387.82        2500.00                 NaN   99.1790       0.294212       0.977401E-001            NaN  0.131610       0.297452                 NaN            NaN            NaN
  1386.75        2500.00                 NaN   99.1870       0.292937       0.942479E-001            NaN  0.131204       0.294625                 NaN            NaN            NaN
  1385.68        2500.00                 NaN   99.1957       0.926042E-001  0.290351                 NaN  0.129995       0.291366                 NaN            NaN            NaN
  1384.61        2500.00                 NaN   98.2759       0.630121       0.190378                 NaN  0.280233       0.623334                 NaN            NaN            NaN
  1383.55        2500.00                 NaN   99.9775       0.859694E-002  0.209634E-002            NaN  0.394031E-002  0.791032E-002            NaN            NaN            NaN
  1382.48        2500.00                 NaN   99.3816       0.226201       0.659010E-001            NaN  0.102185       0.224143                 NaN            NaN            NaN
  1381.41        2500.00                 NaN   99.2272       0.828470E-001  0.283124                 NaN  0.126910       0.279964                 NaN            NaN            NaN
