|6.6.6
Archiving\03_Data\eqLP/QFM_m3.5/TAY13/TAY13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.5351       0.441228       0.236397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.5351       0.441227       0.236396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.5351       0.441227       0.236396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.5351       0.441226       0.236396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.5351       0.441226       0.236396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.5351       0.441225       0.236395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.5351       0.441225       0.236395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.5351       0.441224       0.236395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.5351       0.441224       0.236395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.5351       0.441224       0.236395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.5351       0.441223       0.236394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.5351       0.441223       0.236394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.5351       0.441222       0.236394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.5351       0.441222       0.236393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.5351       0.441221       0.236393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.5351       0.441221       0.236393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.5351       0.441220       0.236393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.5351       0.441220       0.236392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.5351       0.441219       0.236392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.5351       0.441219       0.236392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.5351       0.441218       0.236392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.5351       0.441218       0.236391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.5351       0.441217       0.236391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.5351       0.441217       0.236391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.5351       0.441216       0.236391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.5351       0.441216       0.236390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.5351       0.441215       0.236390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0357       0.441214       0.219052E-001  0.501196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.1518       0.441211       0.187870E-001   1.38825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        97.2918       0.441209       0.156585E-001   2.25138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        96.4318       0.441207       0.125300E-001   3.11450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        95.5718       0.441205       0.940150E-002   3.97761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        94.7118       0.441203       0.627306E-002   4.84072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        93.8740       0.441201       0.317763E-002   5.68163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        93.0416       0.441199                 NaN   6.51717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        92.3152       0.441200                 NaN   7.24364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        91.5887       0.441201                 NaN   7.97011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        90.8465       0.441203                 NaN   8.71225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        90.1044       0.441204                 NaN   9.45439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        89.3623       0.441206                 NaN   10.1965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        88.6201       0.441208                 NaN   10.9387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        87.8833       0.441209                 NaN   11.6755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        85.8434       0.122996                 NaN   13.4459                 NaN  0.587745                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        84.6227                 NaN            NaN   14.5623                 NaN  0.814923                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        83.9065                 NaN            NaN   15.2786                 NaN  0.814926                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        83.1834                 NaN            NaN   15.9889       0.128311E-001  0.814929                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        82.4511                 NaN            NaN   16.7043       0.297193E-001  0.814932                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        81.7288                 NaN            NaN   17.4100       0.463073E-001  0.814935                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        81.0065                 NaN            NaN   18.1157       0.628954E-001  0.814938                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        80.3079                 NaN            NaN   18.7985       0.786525E-001  0.814941                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        79.6094                 NaN            NaN   19.4813       0.944098E-001  0.814944                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        78.9109                 NaN            NaN   20.1640       0.110167       0.814947                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        78.2123                 NaN            NaN   20.8468       0.125925       0.814950                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        77.5138                 NaN            NaN   21.5296       0.141682       0.814953                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        76.8152                 NaN            NaN   22.2124       0.157440       0.814956                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        76.1166                 NaN            NaN   22.8952       0.173198       0.814959                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        75.4181                 NaN            NaN   23.5780       0.188956       0.814963                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        74.7557                 NaN            NaN   24.2258       0.203483       0.814966                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        74.0934                 NaN            NaN   24.8736       0.218011       0.814969                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        73.4310                 NaN            NaN   25.5215       0.232538       0.814972                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        72.7687                 NaN            NaN   26.1693       0.247066       0.814975                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        72.1063                 NaN            NaN   26.8171       0.261593       0.814978                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        71.4439                 NaN            NaN   27.4650       0.276121       0.814982                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        70.7816                 NaN            NaN   28.1128       0.290649       0.814985                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        70.1192                 NaN            NaN   28.7607       0.305177       0.814988                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        69.4912                 NaN            NaN   29.3753       0.318503       0.814991                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        68.8632                 NaN            NaN   29.9899       0.331830       0.814994                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        68.2353                 NaN            NaN   30.6046       0.345157       0.814997                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        67.6073                 NaN            NaN   31.2192       0.358484       0.815001                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        66.9793                 NaN            NaN   31.8339       0.371811       0.815004                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        66.3513                 NaN            NaN   32.4485       0.385138       0.815007                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        65.7233                 NaN            NaN   33.0632       0.398465       0.815010                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        65.0953                 NaN            NaN   33.6779       0.411792       0.815013                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        64.4994                 NaN            NaN   34.2615       0.424067       0.815017                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        63.9034                 NaN            NaN   34.8452       0.436343       0.815020                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        63.3075                 NaN            NaN   35.4289       0.448618       0.815023                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        62.7115                 NaN            NaN   36.0126       0.460894       0.815026                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        62.1156                 NaN            NaN   36.5962       0.473170       0.815029                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        61.5196                 NaN            NaN   37.1799       0.485446       0.815032                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        60.9236                 NaN            NaN   37.7636       0.497722       0.815036                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        60.3276                 NaN            NaN   38.3473       0.509998       0.815039                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        59.7667                 NaN            NaN   38.8968       0.521378       0.815042                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        59.2058                 NaN            NaN   39.4464       0.532759       0.815045                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        58.6449                 NaN            NaN   39.9959       0.544139       0.815048                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        58.0840                 NaN            NaN   40.5454       0.555520       0.815051                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        57.5231                 NaN            NaN   41.0950       0.566901       0.815054                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        56.9622                 NaN            NaN   41.6445       0.578282       0.815057                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        56.4012                 NaN            NaN   42.1940       0.589663       0.815061                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        55.8403                 NaN            NaN   42.7436       0.601044       0.815064                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        55.3198                 NaN            NaN   43.2536       0.611520       0.815067                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        54.7994                 NaN            NaN   43.7636       0.621996       0.815070                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        54.2789                 NaN            NaN   44.2736       0.632472       0.815073                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        53.7584                 NaN            NaN   44.7836       0.642948       0.815075                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        53.2379                 NaN            NaN   45.2936       0.653424       0.815078                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        52.7174                 NaN            NaN   45.8036       0.663901       0.815081                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        52.1969                 NaN            NaN   46.3137       0.674377       0.815084                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        51.6764                 NaN            NaN   46.8237       0.684854       0.815087                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        51.1993                 NaN            NaN   47.2909       0.694736       0.815090                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        50.7223                 NaN            NaN   47.7580       0.704619       0.815093                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        50.2452                 NaN            NaN   48.2252       0.714502       0.815095                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        49.7681                 NaN            NaN   48.6924       0.724384       0.815098                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        49.2911                 NaN            NaN   49.1596       0.734267       0.815101                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        48.8140                 NaN            NaN   49.6268       0.744150       0.815104                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        48.3369                 NaN            NaN   50.0940       0.754033       0.815106                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        47.8598                 NaN            NaN   50.5612       0.763916       0.815109                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        47.4290                 NaN            NaN   50.9828       0.773053       0.815112                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        46.9982                 NaN            NaN   51.4045       0.782190       0.815114                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        46.5675                 NaN            NaN   51.8261       0.791327       0.815117                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        46.1367                 NaN            NaN   52.2478       0.800465       0.815119                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        45.7059                 NaN            NaN   52.6694       0.809602       0.815121                 NaN            NaN            NaN            NaN            NaN            NaN
