|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ilm            q             
  1527.42        2500.00        99.2392       0.687416       0.733488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00        99.4496       0.500332       0.500309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.43        2500.00        99.4520       0.498310       0.496785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        2500.00        99.4561       0.493672       0.502562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.44        2500.00        99.6936       0.226416       0.799597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        2500.00        99.2262       0.760467       0.133577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.46        2500.00        99.4656       0.487669       0.467106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.96        2500.00        99.4668       0.488526       0.446916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.47        2500.00        99.4717       0.485015       0.432672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.97        2500.00        99.4760       0.479103       0.448472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.48        2500.00        99.2928       0.642885       0.642876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.99        2500.00        99.6870       0.288704       0.242703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.49        2500.00        99.4653       0.493043       0.416213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        2500.00        98.8019        1.09971       0.984193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.50        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.01        2500.00        99.6734       0.304460       0.221680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.52        2500.00        99.4924       0.471079       0.364783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.02        2500.00        99.4954       0.473540       0.310478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.53        2500.00        99.5028       0.461870       0.353185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.03        2500.00        99.5028       0.463646       0.335354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.54        2500.00        99.5045       0.463129       0.323439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.04        2500.00        99.5101       0.457102       0.328187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.55        2500.00        99.4823       0.484604       0.330599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00        99.5414       0.430056       0.285158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.56        2500.00        99.5139       0.458492       0.276307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.07        2500.00        99.5180       0.453291       0.287209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.57        2500.00        99.5185       0.453759       0.277842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        2500.00        99.5216       0.452084       0.262773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.59        2500.00        99.5259       0.448838       0.253062E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.09        2500.00        99.5266       0.446082       0.272817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.60        2500.00        99.5290       0.447631       0.233756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.10        2500.00        99.7057       0.283846       0.104404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.61        2500.00        99.8804       0.112948       0.670140E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.12        2500.00        99.0068       0.947522       0.456456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        2500.00        99.5355       0.446212       0.182826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.13        2500.00        99.5389       0.441454       0.196960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.63        2500.00        99.5386       0.444337       0.170868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.14        2500.00        99.2393       0.681617E-001  0.220906E-001  0.317698       0.352792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.64        2500.00        99.0711       0.845905E-001  0.566294E-001  0.629095       0.158614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.15        2500.00        99.0772       0.773259E-001  0.555599E-001  0.623094       0.166861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.66        2500.00        99.9820       0.961033E-002  0.838279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.16        2500.00        98.1946       0.131253       0.987959E-001   1.22638       0.349018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.67        2500.00        99.0966       0.691598E-001  0.517431E-001  0.607142       0.175313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.17        2500.00        99.1052       0.625997E-001  0.501673E-001  0.183102       0.598942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.68        2500.00        99.1097       0.555202E-001  0.494143E-001  0.594383       0.191022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.19        2500.00        99.1177       0.579903E-001  0.477830E-001  0.187545       0.588983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.69        2500.00        99.1217       0.489134E-001  0.470319E-001  0.584069       0.198257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.20        2500.00        99.1296       0.532339E-001  0.451034E-001  0.579225       0.192833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.70        2500.00        99.1356       0.494141E-001  0.441863E-001  0.574145       0.196675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.21        2500.00        99.1407       0.473613E-001  0.430115E-001  0.570118       0.198813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.72        2500.00        99.1463       0.450836E-001  0.417412E-001  0.201533       0.565390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.22        2500.00        99.1520       0.413684E-001  0.407644E-001  0.560554       0.205312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.73        2500.00        99.1575       0.406966E-001  0.395314E-001  0.205878       0.556358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00        99.1599       0.406985E-001  0.384309E-001  0.554302       0.206685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.74        2500.00        99.1691       0.368997E-001  0.349414E-001  0.212812       0.546215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.24        2500.00        99.1728       0.356240E-001  0.384614E-001  0.545196       0.207929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.75        2500.00        99.1772       0.366330E-001  0.348300E-001  0.541240       0.210071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.26        2500.00        99.1830       0.322370E-001  0.341196E-001  0.214275       0.536377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.76        2500.00        99.2094       0.167679       0.500018E-001  0.572952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00        99.1699                 NaN  0.702564E-002  0.321920       0.501136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.77        2500.00        99.1964                 NaN  0.329457E-001  0.247655       0.522967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.28        2500.00        99.2001                 NaN  0.318897E-001  0.519704       0.248313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00        99.2057                 NaN  0.306943E-001  0.515664       0.247965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.29        2500.00        99.2095       0.164367E-001  0.284450E-001  0.230494       0.515104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.80        2500.00        99.2135       0.285903E-001  0.264139E-001  0.513523       0.218015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1430.30        2500.00        99.2176       0.283404E-001  0.253915E-001  0.218019       0.510659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.81        2500.00        98.8744       0.357683       0.273214E-002  0.761398       0.377431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.32        2500.00        99.5698                 NaN  0.193469E-001  0.119714       0.291167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1425.82        2500.00        99.2321                 NaN  0.375259E-001  0.228279       0.502118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.33        2500.00        99.2301                 NaN  0.102191E-001  0.266345       0.493294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1422.83        2500.00        99.2359                 NaN  0.224067E-001  0.246948       0.494794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.34        2500.00        99.2397                 NaN  0.220989E-001  0.246055       0.492119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1419.84        2500.00        99.2433                 NaN  0.200774E-001  0.247450       0.489139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.35        2500.00        99.1776       0.791479E-001  0.183188E-001  0.489000       0.206662                 NaN  0.292659E-001            NaN            NaN            NaN            NaN            NaN
  1416.86        2500.00        98.2905                 NaN  0.250686       0.401462       0.546727                 NaN  0.510664                 NaN            NaN            NaN            NaN            NaN
  1415.36        2500.00        98.2933                 NaN  0.246043       0.530828       0.420869                 NaN  0.508912                 NaN            NaN            NaN            NaN            NaN
  1413.87        2500.00        98.3188                 NaN  0.245869       0.523940       0.409813                 NaN  0.501541                 NaN            NaN            NaN            NaN            NaN
  1412.37        2500.00        98.3450                 NaN  0.244870       0.516320       0.400316                 NaN  0.493502                 NaN            NaN            NaN            NaN            NaN
  1410.88        2500.00        98.3688                 NaN  0.244694       0.389801       0.510242                 NaN  0.486474                 NaN            NaN            NaN            NaN            NaN
  1409.39        2500.00        98.4494                 NaN  0.236329       0.366275       0.485493                 NaN  0.462539                 NaN            NaN            NaN            NaN            NaN
  1407.89        2500.00        98.3551                 NaN  0.252299       0.386293       0.515863                 NaN  0.490414                 NaN            NaN            NaN            NaN            NaN
  1406.40        2500.00        98.4384                 NaN  0.243381       0.361392       0.490982                 NaN  0.465862                 NaN            NaN            NaN            NaN            NaN
  1404.90        2500.00        98.4609                 NaN  0.242971       0.485157       0.351840                 NaN  0.459086                 NaN            NaN            NaN            NaN            NaN
  1403.41        2500.00        98.4825                 NaN  0.242566       0.479447       0.342654                 NaN  0.452857                 NaN            NaN            NaN            NaN            NaN
  1401.92        2500.00        98.5022                 NaN  0.242565       0.474213       0.334155                 NaN  0.446884                 NaN            NaN            NaN            NaN            NaN
  1400.42        2500.00        98.5244                 NaN  0.241829       0.468426       0.325123                 NaN  0.440239                 NaN            NaN            NaN            NaN            NaN
  1398.93        2500.00        98.5433                 NaN  0.241196       0.462887       0.317872                 NaN  0.434722                 NaN            NaN            NaN            NaN            NaN
  1397.43        2500.00        98.5644                 NaN  0.241340       0.308997       0.457002                 NaN  0.428235                 NaN            NaN            NaN            NaN            NaN
  1395.94        2500.00        98.5826                 NaN  0.240827       0.452285       0.301481                 NaN  0.422848                 NaN            NaN            NaN            NaN            NaN
  1394.45        2500.00        98.5988                 NaN  0.241508       0.449129       0.292360                 NaN  0.418213                 NaN            NaN            NaN            NaN            NaN
  1392.95        2500.00        98.6197                 NaN  0.239742       0.442343       0.286699                 NaN  0.411510                 NaN            NaN            NaN            NaN            NaN
  1391.46        2500.00        98.6358                 NaN  0.240198       0.278552       0.438562                 NaN  0.406876                 NaN            NaN            NaN            NaN            NaN
  1389.96        2500.00        98.6537                 NaN  0.239714       0.433109       0.272091                 NaN  0.401420                 NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        98.6704                 NaN  0.239596       0.428945       0.264709                 NaN  0.396391                 NaN            NaN            NaN            NaN            NaN
  1386.97        2500.00        98.6821                 NaN  0.244186       0.251683       0.428116                 NaN  0.393956                 NaN            NaN            NaN            NaN            NaN
  1385.48        2500.00        98.7088                 NaN  0.234211       0.257031       0.416193                 NaN  0.383744                 NaN            NaN            NaN            NaN            NaN
  1383.99        2500.00        98.7164                 NaN  0.239146       0.245755       0.416301                 NaN  0.382389                 NaN            NaN            NaN            NaN            NaN
  1382.49        2500.00        98.7358                 NaN  0.237991       0.410975       0.238610                 NaN  0.376586                 NaN            NaN            NaN            NaN            NaN
  1381.00        2500.00        98.7496                 NaN  0.238124       0.407762       0.232115                 NaN  0.372385                 NaN            NaN            NaN            NaN            NaN
  1379.50        2500.00        98.7646                 NaN  0.237708       0.226141       0.403737                 NaN  0.367863                 NaN            NaN            NaN            NaN            NaN
  1378.01        2500.00        98.7793                 NaN  0.237298       0.220338       0.399691                 NaN  0.363332                 NaN            NaN            NaN            NaN            NaN
  1376.52        2500.00        98.7923                 NaN  0.237436       0.214911       0.395939                 NaN  0.359449                 NaN            NaN            NaN            NaN            NaN
  1375.02        2500.00        98.8078                 NaN  0.236384       0.392349       0.208817                 NaN  0.354694                 NaN            NaN            NaN            NaN            NaN
  1373.53        2500.00        98.8201                 NaN  0.237281       0.387985       0.203353                 NaN  0.351285                 NaN            NaN            NaN            NaN            NaN
  1372.03        2500.00        98.8350                 NaN  0.232858       0.201834       0.384690                 NaN  0.345648                 NaN            NaN            NaN            NaN            NaN
  1370.54        2500.00        98.8440                 NaN  0.253312       0.167233       0.388496                 NaN  0.347008                 NaN            NaN            NaN            NaN            NaN
  1369.05        2500.00        98.8654                 NaN  0.219899       0.370455       0.209208                 NaN  0.335010                 NaN            NaN            NaN            NaN            NaN
  1367.55        2500.00        98.8769                 NaN  0.232311       0.375032       0.183267                 NaN  0.332532                 NaN            NaN            NaN            NaN            NaN
  1366.06        2500.00        98.8843                 NaN  0.233913       0.178831       0.371916                 NaN  0.331027                 NaN            NaN            NaN            NaN            NaN
  1364.56        2500.00        98.8964                 NaN  0.233383       0.174390       0.368511                 NaN  0.327267                 NaN            NaN            NaN            NaN            NaN
  1363.07        2500.00        98.9078                 NaN  0.233205       0.365694       0.169557                 NaN  0.323789                 NaN            NaN            NaN            NaN            NaN
  1361.57        2500.00        98.9203                 NaN  0.231982       0.165869       0.361935                 NaN  0.319881                 NaN            NaN            NaN            NaN            NaN
  1360.08        2500.00        98.9322                 NaN  0.231210       0.161590       0.358995                 NaN  0.316041                 NaN            NaN            NaN            NaN            NaN
  1358.59        2500.00        98.9423                 NaN  0.230986       0.355977       0.157839                 NaN  0.312880                 NaN            NaN            NaN            NaN            NaN
  1357.09        2500.00        98.9536                 NaN  0.230384       0.353132       0.153393                 NaN  0.309486                 NaN            NaN            NaN            NaN            NaN
  1355.60        2500.00        98.9646                 NaN  0.228848       0.349903       0.150904                 NaN  0.305776                 NaN            NaN            NaN            NaN            NaN
  1354.10        2500.00        98.9734                 NaN  0.229368       0.145940       0.348083                 NaN  0.303197                 NaN            NaN            NaN            NaN            NaN
  1352.61        2500.00        98.9851                 NaN  0.228825       0.141533       0.344572                 NaN  0.299987                 NaN            NaN            NaN            NaN            NaN
  1351.12        2500.00        98.9969                 NaN  0.224385       0.142190       0.341546                 NaN  0.294977                 NaN            NaN            NaN            NaN            NaN
  1349.62        2500.00        99.0054                 NaN  0.225816       0.338925       0.136947                 NaN  0.292893                 NaN            NaN            NaN            NaN            NaN
  1348.13        2500.00        99.0154                 NaN  0.224957       0.336120       0.133793                 NaN  0.289749                 NaN            NaN            NaN            NaN            NaN
  1346.63        2500.00        99.0251                 NaN  0.223627       0.333455       0.131285                 NaN  0.286533                 NaN            NaN            NaN            NaN            NaN
  1345.14        2500.00        99.0344                 NaN  0.222749       0.330904       0.128304                 NaN  0.283627                 NaN            NaN            NaN            NaN            NaN
  1343.65        2500.00        99.0435                 NaN  0.221387       0.328177       0.126378                 NaN  0.280554                 NaN            NaN            NaN            NaN            NaN
  1342.15        2500.00        99.0511                 NaN  0.220726       0.326405       0.123773                 NaN  0.278016                 NaN            NaN            NaN            NaN            NaN
  1340.66        2500.00        99.0615                 NaN  0.219624       0.121442       0.322620                 NaN  0.274862                 NaN            NaN            NaN            NaN            NaN
  1339.16        2500.00        99.0708                 NaN  0.217061       0.120587       0.320023                 NaN  0.271541                 NaN            NaN            NaN            NaN            NaN
  1337.67        2500.00        99.0786                 NaN  0.217063       0.318337       0.116763                 NaN  0.269237                 NaN            NaN            NaN            NaN            NaN
  1336.17        2500.00        99.0880                 NaN  0.214652       0.116275       0.315063                 NaN  0.265971                 NaN            NaN            NaN            NaN            NaN
  1334.68        2500.00        99.0955                 NaN  0.213574       0.312826       0.114598                 NaN  0.263476                 NaN            NaN            NaN            NaN            NaN
  1333.19        2500.00        99.1043                 NaN  0.212010       0.112690       0.310381                 NaN  0.260660                 NaN            NaN            NaN            NaN            NaN
  1331.69        2500.00        99.1121                 NaN  0.210958       0.307763       0.111100                 NaN  0.258072                 NaN            NaN            NaN            NaN            NaN
  1330.20        2500.00        99.1203                 NaN  0.208619       0.305129       0.110694                 NaN  0.255306                 NaN            NaN            NaN            NaN            NaN
  1328.70        2500.00        99.1269                 NaN  0.209637       0.106319       0.303645                 NaN  0.253519                 NaN            NaN            NaN            NaN            NaN
  1327.21        2500.00        99.1362                 NaN  0.203118       0.299376       0.111814                 NaN  0.249521                 NaN            NaN            NaN            NaN            NaN
  1325.72        2500.00        99.1432                 NaN  0.203781       0.298013       0.107372                 NaN  0.247620                 NaN            NaN            NaN            NaN            NaN
  1324.22        2500.00        99.1502                 NaN  0.202008       0.295896       0.106698                 NaN  0.245219                 NaN            NaN            NaN            NaN            NaN
  1322.73        2500.00        99.1576                 NaN  0.199810       0.106531       0.293460                 NaN  0.242620                 NaN            NaN            NaN            NaN            NaN
  1321.23        2500.00        99.1646                 NaN  0.197917       0.106148       0.291036                 NaN  0.240252                 NaN            NaN            NaN            NaN            NaN
  1319.74        2500.00        99.1716                 NaN  0.195975       0.105900       0.288733                 NaN  0.237832                 NaN            NaN            NaN            NaN            NaN
  1318.25        2500.00        99.1785                 NaN  0.193876       0.286165       0.105995                 NaN  0.235503                 NaN            NaN            NaN            NaN            NaN
  1316.75        2500.00        99.1843                 NaN  0.192274       0.105488       0.284443                 NaN  0.233490                 NaN            NaN            NaN            NaN            NaN
  1315.26        2500.00        99.1934                 NaN  0.189486       0.105692       0.280930                 NaN  0.230534                 NaN            NaN            NaN            NaN            NaN
  1313.76        2500.00        99.1976                 NaN  0.187132       0.107146       0.279508                 NaN  0.228651                 NaN            NaN            NaN            NaN            NaN
  1312.27        2500.00        99.2057                 NaN  0.185244       0.276524       0.106367                 NaN  0.226179                 NaN            NaN            NaN            NaN            NaN
  1310.77        2500.00        99.2113                 NaN  0.182478       0.274366       0.107814                 NaN  0.224035                 NaN            NaN            NaN            NaN            NaN
  1309.28        2500.00        99.2177                 NaN  0.180645       0.107657       0.272063                 NaN  0.221915                 NaN            NaN            NaN            NaN            NaN
  1307.79        2500.00        99.2243                 NaN  0.178066       0.269511       0.108439                 NaN  0.219647                 NaN            NaN            NaN            NaN            NaN
  1306.29        2500.00        99.2301                 NaN  0.175991       0.267691       0.108510                 NaN  0.217664                 NaN            NaN            NaN            NaN            NaN
  1304.80        2500.00        99.2360                 NaN  0.172486       0.111435       0.264749                 NaN  0.215347                 NaN            NaN            NaN            NaN            NaN
  1303.30        2500.00        99.2416                 NaN  0.170442       0.261878       0.112489                 NaN  0.213620                 NaN            NaN            NaN            NaN            NaN
  1301.81        2500.00        99.2470                 NaN  0.167734       0.260257       0.113597                 NaN  0.211426                 NaN            NaN            NaN            NaN            NaN
  1300.32        2500.00        91.3036                 NaN   1.14012       0.316118        1.29784                 NaN   1.19790        4.74445                 NaN            NaN            NaN            NaN
  1298.82        2500.00        87.7011                 NaN   1.57906        1.78618       0.406490                 NaN   1.64440        6.88273                 NaN            NaN            NaN            NaN
  1297.33        2500.00        88.4789                 NaN   1.49292       0.359044        1.70985                 NaN   1.54737        6.41195                 NaN            NaN            NaN            NaN
  1295.83        2500.00        89.1424                 NaN   1.42025        1.64685       0.314123                 NaN   1.46449        6.01186                 NaN            NaN            NaN            NaN
  1294.34        2500.00        89.7957                 NaN   1.34243        1.57879       0.283569                 NaN   1.38212        5.61738                 NaN            NaN            NaN            NaN
  1292.85        2500.00        71.8944                 NaN            NaN   4.33876        3.16249                 NaN   3.40677        14.8149        2.38267                 NaN            NaN            NaN
