|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ilm            q             
  1292.85        2500.00        73.3326                 NaN            NaN   3.44917        2.46005                 NaN   3.41433        15.9651        1.37883                 NaN            NaN            NaN
  1291.35        2500.00        76.8610                 NaN            NaN   2.17883        2.96214                 NaN   2.98198        13.8235        1.19261                 NaN            NaN            NaN
  1289.86        2500.00        80.3468                 NaN            NaN   2.46444        1.93158                 NaN   2.54842        11.7187       0.990016                 NaN            NaN            NaN
  1288.36        2500.00        82.8999                 NaN            NaN   2.09918        1.74765                 NaN   2.22985        10.1812       0.842262                 NaN            NaN            NaN
  1286.87        2500.00        84.6687                 NaN            NaN   1.84507        1.62665                 NaN   2.01121        9.11078       0.737546                 NaN            NaN            NaN
  1285.38        2500.00        86.4454                 NaN            NaN   1.59452        1.48412                 NaN   1.78391        8.05215       0.639890                 NaN            NaN            NaN
  1283.88        2500.00        87.4618                 NaN            NaN   1.43378        1.42280                 NaN   1.65937        7.44507       0.577157                 NaN            NaN            NaN
  1282.39        2500.00        87.7680                 NaN            NaN   1.36781        1.41376                 NaN   1.62795        7.26892       0.553528                 NaN            NaN            NaN
  1280.89        2500.00        90.2920                 NaN            NaN   1.20620        1.03974                 NaN   1.28956        5.75025       0.422268                 NaN            NaN            NaN
  1279.40        2500.00        89.8927                 NaN            NaN   1.07205        1.23498                 NaN   1.34878        6.00608       0.445444                 NaN            NaN            NaN
  1277.90        2500.00        90.7082                 NaN            NaN  0.958910        1.16715                 NaN   1.24128        5.52631       0.398186                 NaN            NaN            NaN
  1276.41        2500.00        90.8124                 NaN            NaN   1.14986       0.945049                 NaN   1.23049        5.47391       0.388329                 NaN            NaN            NaN
  1274.92        2500.00        91.1579                 NaN            NaN  0.879002        1.12564                 NaN   1.18769        5.27638       0.324923       0.484396E-001            NaN            NaN
  1273.42        2500.00        91.6769                 NaN            NaN   1.11800       0.777750                 NaN   1.11399        4.98119       0.332156                 NaN            NaN            NaN
  1271.93        2500.00        92.9548                 NaN            NaN  0.762295       0.777038                 NaN  0.937293        4.25711       0.311467                 NaN            NaN            NaN
  1270.43        2500.00        92.4913                 NaN            NaN  0.549856        1.24783                 NaN   1.00799        4.54244       0.160623                 NaN            NaN            NaN
  1268.94        2500.00        92.4037                 NaN            NaN  0.656476        1.05160                 NaN   1.03404        4.45816       0.396064                 NaN            NaN            NaN
  1267.45        2500.00        94.2501                 NaN            NaN  0.991245                 NaN            NaN  0.735056        3.68300       0.340586                 NaN            NaN            NaN
  1265.95        2500.00        92.2859                 NaN            NaN   1.93559                 NaN            NaN   1.05969        4.51950       0.199349                 NaN            NaN            NaN
  1264.46        2500.00        92.8617                 NaN            NaN  0.431487        1.25226                 NaN  0.958466        4.25357       0.242550                 NaN            NaN            NaN
  1262.96        2500.00        93.8767                 NaN            NaN  0.891791       0.459372                 NaN  0.819652        3.71642       0.236077                 NaN            NaN            NaN
  1261.47        2500.00        94.3180                 NaN            NaN  0.417624       0.830083                 NaN  0.756894        3.45747       0.219950                 NaN            NaN            NaN
  1259.98        2500.00        90.9837                 NaN            NaN  0.692579        1.21211       0.958593E-006   1.19723        5.52127       0.393076                 NaN            NaN            NaN
  1258.48        2500.00        99.8585                 NaN            NaN  0.696475E-002  0.328548E-001  0.833429E-006  0.187941E-001  0.828842E-001            NaN            NaN            NaN            NaN
  1256.99        2500.00        93.1639                 NaN            NaN   1.62044                 NaN            NaN  0.941371        4.08535       0.188935                 NaN            NaN            NaN
  1255.49        2500.00        95.4515                 NaN            NaN  0.431135       0.541863                 NaN  0.605748        2.77543       0.194345                 NaN            NaN            NaN
  1254.00        2500.00        95.5694                 NaN            NaN  0.549969       0.421137                 NaN  0.579397        2.73174       0.763921E-001            NaN  0.719240E-001            NaN
  1252.50        2500.00        95.3657                 NaN            NaN  0.730608E-001   1.03601                 NaN  0.612267        2.81532                 NaN            NaN  0.976051E-001            NaN
  1251.01        2500.00        96.8354                 NaN            NaN  0.116963       0.559593                 NaN  0.493396        1.85448       0.823316E-001            NaN  0.578157E-001            NaN
  1249.52        2500.00        96.8401                 NaN            NaN  0.357806       0.418575                 NaN  0.501917        1.69880       0.146903                 NaN  0.358895E-001            NaN
  1248.02        2500.00        95.0369                 NaN            NaN  0.726965       0.294569E-001            NaN  0.480735        3.49999       0.225929                 NaN            NaN            NaN
  1246.53        2500.00        96.2797                 NaN            NaN  0.348482       0.623554                 NaN  0.454949        2.20754                 NaN            NaN  0.857836E-001            NaN
  1245.03        2500.00        99.6771                 NaN            NaN  0.275674E-001  0.655161E-001            NaN  0.463452E-001  0.173692                 NaN            NaN  0.979922E-002            NaN
  1243.54        2500.00        87.5220                 NaN            NaN   2.94856                 NaN            NaN   1.66628        7.62307                 NaN            NaN  0.240061                 NaN
  1242.05        2500.00        99.9069                 NaN            NaN  0.197550E-001            NaN            NaN  0.108649E-001  0.604709E-001            NaN            NaN  0.200070E-002            NaN
  1240.55        2500.00        99.9818                 NaN            NaN  0.300898E-002  0.208494E-002            NaN  0.432329E-002  0.860878E-002            NaN            NaN  0.146325E-003            NaN
  1239.06        2500.00        99.9510                 NaN            NaN  0.426024E-002  0.698629E-002            NaN  0.589201E-002  0.308053E-001            NaN            NaN  0.107992E-002            NaN
  1237.56        2500.00        99.9651                 NaN            NaN  0.624292E-002            NaN            NaN  0.221777E-002  0.253320E-001            NaN            NaN  0.112963E-002            NaN
  1236.07        2500.00        99.8981                 NaN            NaN  0.112007E-001  0.119620E-001            NaN  0.152859E-001  0.627583E-001            NaN            NaN  0.654833E-003            NaN
  1234.58        2500.00        88.7657                 NaN            NaN   2.67011                 NaN            NaN   1.50160        6.85208                 NaN            NaN  0.210469                 NaN
  1233.08        2500.00        97.4729                 NaN            NaN  0.570628                 NaN            NaN  0.336131        1.57346                 NaN            NaN  0.468331E-001            NaN
  1231.59        2500.00        97.6886                 NaN            NaN  0.361630E-001  0.574953                 NaN  0.334418        1.31901                 NaN            NaN  0.468115E-001            NaN
  1230.09        2500.00        97.6389                 NaN            NaN  0.405117       0.960712E-001            NaN  0.272255        1.54666                 NaN            NaN  0.410338E-001            NaN
  1228.60        2500.00        97.2737                 NaN            NaN  0.165328       0.414756                 NaN  0.349021        1.74484                 NaN            NaN  0.524048E-001            NaN
  1227.10        2500.00        97.6907                 NaN            NaN  0.588027                 NaN            NaN  0.235026        1.43333                 NaN            NaN  0.529413E-001            NaN
  1225.61        2500.00        97.8929                 NaN            NaN  0.459774                 NaN            NaN  0.345455       0.968717                 NaN            NaN  0.513934E-001  0.281766     
  1224.12        2500.00        85.5845                 NaN            NaN  0.567014        1.26793                 NaN   1.24308        7.15203                 NaN            NaN  0.932082E-001   4.09220     
  1222.62        2500.00                 NaN            NaN            NaN   12.5443       0.412674E-001            NaN   8.65995        46.6068                 NaN            NaN  0.690775        31.4569     
  1221.13        2500.00                 NaN            NaN            NaN   12.3085       0.273288                 NaN   8.65877        46.6093                 NaN            NaN  0.691590        31.4586     
  1219.63        2500.00                 NaN            NaN            NaN   1.42650        11.0761                 NaN   8.61369        46.6386       0.445272E-001            NaN  0.688860        31.5117     
  1218.14        2500.00                 NaN            NaN            NaN   11.9317       0.641930                 NaN   8.65063        46.6200                 NaN            NaN  0.693571        31.4622     
  1216.65        2500.00                 NaN            NaN            NaN   11.9245       0.648875                 NaN   8.65184        46.6184                 NaN            NaN  0.693483        31.4630     
  1215.15        2500.00                 NaN            NaN            NaN   11.9168       0.656270                 NaN   8.65310        46.6167                 NaN            NaN  0.693393        31.4638     
  1213.66        2500.00                 NaN            NaN            NaN   12.0169       0.559648                 NaN   8.66414        46.6038                 NaN            NaN  0.692035        31.4635     
  1212.16        2500.00                 NaN            NaN            NaN   11.9231       0.649121                 NaN   8.65764        46.6118                 NaN            NaN  0.693317        31.4651     
  1210.67        2500.00                 NaN            NaN            NaN   12.2432       0.378453                 NaN   8.62410        46.6067                 NaN            NaN  0.675835        31.4717     
  1209.18        2500.00                 NaN            NaN            NaN   11.8809       0.691034                 NaN   8.65870        46.6093                 NaN            NaN  0.693006        31.4670     
  1207.68        2500.00                 NaN            NaN            NaN   11.9945       0.579953                 NaN   8.66223        46.6043                 NaN            NaN  0.691967        31.4670     
  1206.19        2500.00                 NaN            NaN            NaN   11.8587       0.712668                 NaN   8.66195        46.6052                 NaN            NaN  0.692790        31.4686     
  1204.69        2500.00                 NaN            NaN            NaN   12.2116       0.367318                 NaN   8.67803        46.5849                 NaN            NaN  0.690375        31.4678     
  1203.20        2500.00                 NaN            NaN            NaN   11.8139       0.763475                 NaN   8.69147        46.5724                 NaN            NaN  0.690241        31.4685     
  1201.70        2500.00                 NaN            NaN            NaN   11.9188       0.658649                 NaN   8.67015        46.5892                 NaN            NaN  0.691437        31.4718     
  1200.21        2500.00                 NaN            NaN            NaN   11.1616        1.42853                 NaN   8.68237        46.5455                 NaN            NaN  0.695693        31.4862     
  1198.72        2500.00                 NaN            NaN            NaN   11.9501       0.621051                 NaN   8.67746        46.5898                 NaN            NaN  0.691438        31.4701     
  1197.22        2500.00                 NaN            NaN            NaN   11.5276        1.05236                 NaN   8.73957        46.5240                 NaN            NaN  0.687303        31.4692     
  1195.73        2500.00                 NaN            NaN            NaN   11.9166       0.656786                 NaN   8.67928        46.5843                 NaN            NaN  0.690730        31.4723     
  1194.23        2500.00                 NaN            NaN            NaN   11.3383        1.22367                 NaN   8.74593        46.5340                 NaN            NaN  0.690840        31.4673     
  1192.74        2500.00                 NaN            NaN            NaN   11.7955       0.780548                 NaN   8.69452        46.5671                 NaN            NaN  0.690158        31.4721     
  1191.25        2500.00                 NaN            NaN            NaN   11.4056        1.17382                 NaN   8.75859        46.5037                 NaN            NaN  0.686274        31.4720     
  1189.75        2500.00                 NaN            NaN            NaN   11.3794        1.20032                 NaN   8.76352        46.4979                 NaN            NaN  0.685944        31.4729     
  1188.26        2500.00                 NaN            NaN            NaN   11.3523        1.22759                 NaN   8.76829        46.4925                 NaN            NaN  0.685645        31.4737     
  1186.76        2500.00                 NaN            NaN            NaN   11.4837        1.10936                 NaN   8.77588        46.4685                 NaN            NaN  0.684250        31.4783     
  1185.27        2500.00                 NaN            NaN            NaN   11.2333        1.34470                 NaN   8.77555        46.4852                 NaN            NaN  0.685660        31.4757     
  1183.78        2500.00                 NaN            NaN            NaN   1.37004        11.2076                 NaN   8.77460        46.4915                 NaN            NaN  0.684804        31.4714     
  1182.28        2500.00                 NaN            NaN            NaN   11.1301        1.44642                 NaN   8.78298        46.4774                 NaN            NaN  0.685603        31.4775     
  1180.79        2500.00                 NaN            NaN            NaN   11.0629        1.51209                 NaN   8.78573        46.4752                 NaN            NaN  0.685775        31.4783     
  1179.29        2500.00                 NaN            NaN            NaN   1.56727        11.0050                 NaN   8.79028        46.4724                 NaN            NaN  0.686209        31.4788     
  1177.80        2500.00                 NaN            NaN            NaN   1.59273        10.9795                 NaN   8.79478        46.4673                 NaN            NaN  0.685981        31.4797     
  1176.31        2500.00                 NaN            NaN            NaN   10.9548        1.61734                 NaN   8.79925        46.4623                 NaN            NaN  0.685768        31.4806     
  1174.81        2500.00                 NaN            NaN            NaN   10.9310        1.64099                 NaN   8.80378        46.4573                 NaN            NaN  0.685556        31.4814     
  1173.32        2500.00                 NaN            NaN            NaN   10.9076        1.66422                 NaN   8.80830        46.4523                 NaN            NaN  0.685347        31.4823     
  1171.82        2500.00                 NaN            NaN            NaN   10.8845        1.68718                 NaN   8.81281        46.4473                 NaN            NaN  0.685141        31.4831     
  1170.33        2500.00                 NaN            NaN            NaN   10.8617        1.70977                 NaN   8.81731        46.4423                 NaN            NaN  0.684942        31.4840     
  1168.83        2500.00                 NaN            NaN            NaN   1.68999        10.8866                 NaN   8.82375        46.4305                 NaN            NaN  0.683367        31.4857     
  1167.34        2500.00                 NaN            NaN            NaN   10.8463        1.72908                 NaN   8.82665        46.4279                 NaN            NaN  0.683461        31.4866     
  1165.85        2500.00                 NaN            NaN            NaN   10.8467        1.72966                 NaN   8.83235        46.4208                 NaN            NaN  0.682942        31.4876     
  1164.35        2500.00                 NaN            NaN            NaN   10.8242        1.75226                 NaN   8.83675        46.4155                 NaN            NaN  0.682686        31.4886     
  1162.86        2500.00                 NaN            NaN            NaN   10.7875        1.78844                 NaN   8.84031        46.4117                 NaN            NaN  0.682624        31.4895     
  1161.36        2500.00                 NaN            NaN            NaN   10.7687        1.80737                 NaN   8.84486        46.4063                 NaN            NaN  0.682344        31.4904     
  1159.87        2500.00                 NaN            NaN            NaN   10.8057        1.77451                 NaN   8.85080        46.3972                 NaN            NaN  0.682602        31.4892     
  1158.38        2500.00                 NaN            NaN            NaN   10.6771        1.90029                 NaN   8.86277        46.3861                 NaN            NaN  0.681447        31.4923     
  1156.88        2500.00                 NaN            NaN            NaN   10.6553        1.92205                 NaN   8.86638        46.3820                 NaN            NaN  0.681230        31.4931     
  1155.39        2500.00                 NaN            NaN            NaN   10.6338        1.94350                 NaN   8.86997        46.3779                 NaN            NaN  0.681011        31.4939     
  1153.89        2500.00                 NaN            NaN            NaN   10.6125        1.96466                 NaN   8.87356        46.3738                 NaN            NaN  0.680792        31.4947     
  1152.40        2500.00                 NaN            NaN            NaN   10.5916        1.98554                 NaN   8.87712        46.3697                 NaN            NaN  0.680571        31.4955     
  1150.91        2500.00                 NaN            NaN            NaN   10.6102        1.96690                 NaN   8.87975        46.3653                 NaN            NaN  0.680343        31.4975     
  1149.41        2500.00                 NaN            NaN            NaN   10.5990        1.97828                 NaN   8.88339        46.3606                 NaN            NaN  0.680110        31.4985     
  1147.92        2500.00                 NaN            NaN            NaN   10.5868        1.99069                 NaN   8.88695        46.3561                 NaN            NaN  0.679889        31.4996     
  1146.42        2500.00                 NaN            NaN            NaN   10.5748        2.00280                 NaN   8.89051        46.3515                 NaN            NaN  0.679666        31.5007     
  1144.93        2500.00                 NaN            NaN            NaN   10.5632        2.01463                 NaN   8.89407        46.3470                 NaN            NaN  0.679442        31.5017     
  1143.43        2500.00                 NaN            NaN            NaN   10.5518        2.02618                 NaN   8.89761        46.3424                 NaN            NaN  0.679218        31.5028     
  1141.94        2500.00                 NaN            NaN            NaN   10.5409        2.03731                 NaN   8.90119        46.3377                 NaN            NaN  0.678986        31.5038     
  1140.45        2500.00                 NaN            NaN            NaN   10.5305        2.04806                 NaN   8.90501        46.3328                 NaN            NaN  0.678722        31.5049     
  1138.95        2500.00                 NaN            NaN            NaN   10.5194        2.05950                 NaN   8.90900        46.3277                 NaN            NaN  0.678449        31.5060     
  1137.46        2500.00                 NaN            NaN            NaN   10.5011        2.07913                 NaN   8.91635        46.3185                 NaN            NaN  0.677893        31.5070     
  1135.96        2500.00                 NaN            NaN            NaN   2.08885        10.4924                 NaN   8.92107        46.3121                 NaN            NaN  0.677399        31.5081     
  1134.47        2500.00                 NaN            NaN            NaN   10.4760        2.10468                 NaN   8.92557        46.3075                 NaN            NaN  0.677148        31.5091     
  1132.98        2500.00                 NaN            NaN            NaN   2.11158        10.4697                 NaN   8.92985        46.3022                 NaN            NaN  0.676838        31.5098     
  1131.48        2500.00                 NaN            NaN            NaN   2.12943        10.4530                 NaN   8.93436        46.2954                 NaN            NaN  0.676503        31.5113     
  1129.99        2500.00                 NaN            NaN            NaN   2.18880        10.3900                 NaN   8.93442        46.2974                 NaN            NaN  0.677128        31.5123     
  1128.49        2500.00                 NaN            NaN            NaN   10.4137        2.16863                 NaN   8.94218        46.2858                 NaN            NaN  0.676191        31.5135     
  1127.00        2500.00                 NaN            NaN            NaN   2.18239        10.4004                 NaN   8.94668        46.2799                 NaN            NaN  0.675885        31.5147     
  1125.51        2500.00                 NaN            NaN            NaN   2.19645        10.3869                 NaN   8.95114        46.2740                 NaN            NaN  0.675586        31.5159     
  1124.01        2500.00                 NaN            NaN            NaN   10.3574        2.22066                 NaN   8.95288        46.2778                 NaN            NaN  0.676129        31.5151     
  1122.52        2500.00                 NaN            NaN            NaN   10.3580        2.22618                 NaN   8.95972        46.2627                 NaN            NaN  0.675035        31.5184     
  1121.02        2500.00                 NaN            NaN            NaN   2.23910        10.3453                 NaN   8.96346        46.2581                 NaN            NaN  0.674768        31.5192     
  1119.53        2500.00                 NaN            NaN            NaN   2.25332        10.3315                 NaN   8.96766        46.2526                 NaN            NaN  0.674489        31.5204     
  1118.03        2500.00                 NaN            NaN            NaN   10.3333        2.25309                 NaN   8.97297        46.2453                 NaN            NaN  0.673876        31.5215     
  1116.54        2500.00                 NaN            NaN            NaN   2.26008        10.3270                 NaN   8.97773        46.2388                 NaN            NaN  0.673493        31.5228     
  1115.05        2500.00                 NaN            NaN            NaN   2.28787        10.2988                 NaN   8.98068        46.2352                 NaN            NaN  0.673495        31.5239     
  1113.55        2500.00                 NaN            NaN            NaN   2.29431        10.2934                 NaN   8.98538        46.2289                 NaN            NaN  0.673053        31.5250     
  1112.06        2500.00                 NaN            NaN            NaN   10.2888        2.29974                 NaN   8.99038        46.2220                 NaN            NaN  0.672637        31.5264     
  1110.56        2500.00                 NaN            NaN            NaN   9.86747        2.66743                 NaN   8.97828        46.2879                 NaN            NaN  0.683097        31.5158     
  1109.07        2500.00                 NaN            NaN            NaN   10.2670        2.32267                 NaN   8.99882        46.2107                 NaN            NaN  0.672032        31.5288     
  1107.58        2500.00                 NaN            NaN            NaN   10.2413        2.34812                 NaN   9.00165        46.2071                 NaN            NaN  0.671979        31.5299     
  1106.08        2500.00                 NaN            NaN            NaN   2.39673        10.1920                 NaN   9.00018        46.2070                 NaN            NaN  0.671477        31.5326     
  1104.59        2500.00                 NaN            NaN            NaN   10.2361        2.35538                 NaN   9.01165        46.1934                 NaN            NaN  0.671073        31.5324     
  1103.09        2500.00                 NaN            NaN            NaN   9.92137        2.62177                 NaN   8.99012        46.2617                 NaN            NaN  0.681055        31.5239     
  1101.60        2500.00                 NaN            NaN            NaN   10.2232        2.36959                 NaN   9.02092        46.1809                 NaN            NaN  0.670068        31.5354     
  1100.11        2500.00                 NaN            NaN            NaN   2.38158        10.2105                 NaN   9.02269        46.1786                 NaN            NaN  0.670614        31.5360     
  1098.61        2500.00                 NaN            NaN            NaN   10.1927        2.40168                 NaN   9.02904        46.1691                 NaN            NaN  0.669804        31.5377     
  1097.12        2500.00                 NaN            NaN            NaN   10.1865        2.40892                 NaN   9.03373        46.1625                 NaN            NaN  0.669394        31.5389     
  1095.62        2500.00                 NaN            NaN            NaN   10.1827        2.41386                 NaN   9.03866        46.1556                 NaN            NaN  0.668930        31.5402     
  1094.13        2500.00                 NaN            NaN            NaN   10.1816        2.41642                 NaN   9.04386        46.1483                 NaN            NaN  0.668405        31.5414     
  1092.63        2500.00                 NaN            NaN            NaN   2.41618        10.1829                 NaN   9.04834        46.1422                 NaN            NaN  0.667890        31.5424     
  1091.14        2500.00                 NaN            NaN            NaN   2.42522        10.1730                 NaN   9.05254        46.1389                 NaN            NaN  0.667734        31.5427     
  1089.65        2500.00                 NaN            NaN            NaN   2.44359        10.1534                 NaN   9.05620        46.1366                 NaN            NaN  0.667619        31.5425     
  1088.15        2500.00                 NaN            NaN            NaN   2.45767        10.1381                 NaN   9.05555        46.1359                 NaN            NaN  0.667683        31.5451     
  1086.66        2500.00                 NaN            NaN            NaN   9.79008        2.72717                 NaN   8.98917        46.2787                 NaN            NaN  0.685358        31.5295     
  1085.16        2500.00                 NaN            NaN            NaN   9.78979        2.72711                 NaN   8.98916        46.2782                 NaN            NaN  0.685345        31.5304     
  1083.67        2500.00                 NaN            NaN            NaN   9.78952        2.72703                 NaN   8.98916        46.2776                 NaN            NaN  0.685329        31.5313     
  1082.18        2500.00                 NaN            NaN            NaN   2.77416        9.75682                 NaN   9.03153        46.2211                 NaN            NaN  0.681003        31.5354     
  1080.68        2500.00                 NaN            NaN            NaN   2.77239        9.75837                 NaN   9.03184        46.2199                 NaN            NaN  0.680984        31.5365     
  1079.19        2500.00                 NaN            NaN            NaN   2.82372        9.71745                 NaN   9.07172        46.1776                 NaN            NaN  0.674698        31.5348     
  1077.69        2500.00                 NaN            NaN            NaN   2.82356        9.71719                 NaN   9.07180        46.1770                 NaN            NaN  0.674700        31.5357     
  1076.20        2500.00                 NaN            NaN            NaN   10.0919        2.51734                 NaN   9.09560        46.0740                 NaN            NaN  0.663900        31.5573     
  1074.71        2500.00                 NaN            NaN            NaN   2.78874        9.75531                 NaN   9.07614        46.1650                 NaN            NaN  0.674290        31.5405     
  1073.21        2500.00                 NaN            NaN            NaN   2.78682        9.75714                 NaN   9.07642        46.1638                 NaN            NaN  0.674248        31.5416     
  1071.72        2500.00                 NaN            NaN            NaN   10.0455        2.55348                 NaN   9.10591        46.0712                 NaN            NaN  0.665734        31.5582     
  1070.22        2500.00                 NaN            NaN            NaN   2.67138        9.87929                 NaN   9.09049        46.1323                 NaN            NaN  0.673974        31.5526     
  1068.73        2500.00                 NaN            NaN            NaN   2.67132        9.87901                 NaN   9.09049        46.1317                 NaN            NaN  0.673960        31.5535     
  1067.23        2500.00                 NaN            NaN            NaN   2.67125        9.87873                 NaN   9.09048        46.1312                 NaN            NaN  0.673947        31.5544     
  1065.74        2500.00                 NaN            NaN            NaN   2.67119        9.87844                 NaN   9.09047        46.1307                 NaN            NaN  0.673934        31.5553     
  1064.25        2500.00                 NaN            NaN            NaN   2.67112        9.87817                 NaN   9.09046        46.1301                 NaN            NaN  0.673921        31.5562     
  1062.75        2500.00                 NaN            NaN            NaN   2.67106        9.87789                 NaN   9.09045        46.1296                 NaN            NaN  0.673907        31.5571     
  1061.26        2500.00                 NaN            NaN            NaN   2.67099        9.87761                 NaN   9.09045        46.1291                 NaN            NaN  0.673894        31.5580     
  1059.76        2500.00                 NaN            NaN            NaN   2.67093        9.87733                 NaN   9.09044        46.1285                 NaN            NaN  0.673881        31.5589     
  1058.27        2500.00                 NaN            NaN            NaN   2.67086        9.87705                 NaN   9.09043        46.1280                 NaN            NaN  0.673867        31.5598     
  1056.78        2500.00                 NaN            NaN            NaN   2.67080        9.87677                 NaN   9.09042        46.1275                 NaN            NaN  0.673854        31.5607     
  1055.28        2500.00                 NaN            NaN            NaN   2.67074        9.87649                 NaN   9.09041        46.1270                 NaN            NaN  0.673841        31.5616     
  1053.79        2500.00                 NaN            NaN            NaN   2.67067        9.87621                 NaN   9.09041        46.1264                 NaN            NaN  0.673828        31.5625     
  1052.29        2500.00                 NaN            NaN            NaN   2.67061        9.87593                 NaN   9.09040        46.1259                 NaN            NaN  0.673814        31.5634     
  1050.80        2500.00                 NaN            NaN            NaN   2.67054        9.87565                 NaN   9.09039        46.1254                 NaN            NaN  0.673801        31.5643     
  1049.31        2500.00                 NaN            NaN            NaN   2.67048        9.87537                 NaN   9.09038        46.1248                 NaN            NaN  0.673788        31.5651     
  1047.81        2500.00                 NaN            NaN            NaN   2.66702        9.89666                 NaN   9.10405        46.0856                 NaN            NaN  0.671871        31.5748     
  1046.32        2500.00                 NaN            NaN            NaN   9.89064        2.68004                 NaN   9.11193        46.0770                 NaN            NaN  0.668685        31.5717     
  1044.82        2500.00                 NaN            NaN            NaN   9.97478        2.66181                 NaN   9.18786        45.9327                 NaN            NaN  0.654912        31.5879     
  1043.33        2500.00                 NaN            NaN            NaN   9.87586        2.68348                 NaN   9.09989        46.0981                 NaN            NaN  0.671062        31.5717     
  1041.84        2500.00                 NaN            NaN            NaN   9.96545        2.67399                 NaN   9.19644        45.9192                 NaN            NaN  0.654029        31.5909     
  1040.34        2500.00                 NaN            NaN            NaN   9.96294        2.67835                 NaN   9.20100        45.9118                 NaN            NaN  0.653468        31.5924     
  1038.85        2500.00                 NaN            NaN            NaN   2.68271        9.96030                 NaN   9.20570        45.9043                 NaN            NaN  0.652964        31.5940     
  1037.35        2500.00                 NaN            NaN            NaN   2.70745        9.93271                 NaN   9.20576        45.9053                 NaN            NaN  0.653965        31.5948     
  1035.86        2500.00                 NaN            NaN            NaN   9.94627        2.69847                 NaN   9.21308        45.8932                 NaN            NaN  0.652319        31.5966     
  1034.36        2500.00                 NaN            NaN            NaN   9.94213        2.70504                 NaN   9.21865        45.8836                 NaN            NaN  0.651740        31.5988     
  1032.87        2500.00                 NaN            NaN            NaN   9.93894        2.71000                 NaN   9.22313        45.8763                 NaN            NaN  0.651229        31.6004     
  1031.38        2500.00                 NaN            NaN            NaN   9.93587        2.71486                 NaN   9.22763        45.8689                 NaN            NaN  0.650712        31.6020     
  1029.88        2500.00                 NaN            NaN            NaN   9.93292        2.71963                 NaN   9.23214        45.8615                 NaN            NaN  0.650190        31.6036     
  1028.39        2500.00                 NaN            NaN            NaN   9.93007        2.72432                 NaN   9.23666        45.8541                 NaN            NaN  0.649663        31.6052     
  1026.89        2500.00                 NaN            NaN            NaN   9.92721        2.72905                 NaN   9.24121        45.8466                 NaN            NaN  0.649133        31.6068     
  1025.40        2500.00                 NaN            NaN            NaN   9.92433        2.73382                 NaN   9.24577        45.8390                 NaN            NaN  0.648603        31.6084     
  1023.91        2500.00                 NaN            NaN            NaN   9.92205        2.73766                 NaN   9.24955        45.8331                 NaN            NaN  0.648089        31.6096     
  1022.41        2500.00                 NaN            NaN            NaN   9.92086        2.73988                 NaN   9.25486        45.8255                 NaN            NaN  0.647678        31.6113     
  1020.92        2500.00                 NaN            NaN            NaN   9.91962        2.74302                 NaN   9.25967        45.8178                 NaN            NaN  0.647118        31.6128     
  1019.42        2500.00                 NaN            NaN            NaN   9.90481        2.75921                 NaN   9.26307        45.8114                 NaN            NaN  0.646767        31.6148     
  1017.93        2500.00                 NaN            NaN            NaN   9.91063        2.75695                 NaN   9.26793        45.8022                 NaN            NaN  0.645930        31.6164     
  1016.44        2500.00                 NaN            NaN            NaN   9.89472        2.76234                 NaN   9.27330        45.8075                 NaN            NaN  0.647735        31.6145     
  1014.94        2500.00                 NaN            NaN            NaN   9.89530        2.76417                 NaN   9.27647        45.8005                 NaN            NaN  0.647185        31.6164     
  1013.45        2500.00                 NaN            NaN            NaN   9.89560        2.76646                 NaN   9.27988        45.7932                 NaN            NaN  0.646588        31.6183     
  1011.95        2500.00                 NaN            NaN            NaN   9.89558        2.76927                 NaN   9.28356        45.7854                 NaN            NaN  0.645941        31.6203     
  1010.46        2500.00                 NaN            NaN            NaN   9.89522        2.77266                 NaN   9.28753        45.7770                 NaN            NaN  0.645237        31.6223     
  1008.96        2500.00                 NaN            NaN            NaN   9.89448        2.77669                 NaN   9.29183        45.7681                 NaN            NaN  0.644468        31.6244     
  1007.47        2500.00                 NaN            NaN            NaN   9.89330        2.78145                 NaN   9.29651        45.7585                 NaN            NaN  0.643625        31.6266     
  1005.98        2500.00                 NaN            NaN            NaN   2.78941        9.89500                 NaN   9.30559        45.7387                 NaN            NaN  0.641268        31.6301     
  1004.48        2500.00                 NaN            NaN            NaN   2.79262        9.89486                 NaN   9.31040        45.7294                 NaN            NaN  0.640612        31.6321     
  1002.99        2500.00                 NaN            NaN            NaN   9.89296        2.79677                 NaN   9.31503        45.7214                 NaN            NaN  0.640023        31.6338     
  1001.49        2500.00                 NaN            NaN            NaN   9.88549        2.80566                 NaN   9.31961        45.7140                 NaN            NaN  0.639659        31.6355     
  1000.00        2500.00                 NaN            NaN            NaN   9.88367        2.80917                 NaN   9.32396        45.7070                 NaN            NaN  0.639179        31.6370     
