|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1580.13        2500.00       0.144148E-001   99.5705       0.347981       0.671473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.68        2500.00                 NaN   99.3290       0.584502       0.864996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.22        2500.00                 NaN   99.3463       0.631027       0.226953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00                 NaN   99.3482       0.632934       0.189046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.31        2500.00                 NaN   99.3491       0.580659       0.701920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        2500.00                 NaN   99.3531       0.577834       0.690538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.41        2500.00                 NaN   99.3583       0.571962       0.697135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00                 NaN   99.3689       0.563933       0.671460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.50        2500.00                 NaN   99.3703       0.562701       0.669753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.04        2500.00                 NaN   99.3766       0.557533       0.658476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.59        2500.00                 NaN   99.3431       0.592458       0.644611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.14        2500.00                 NaN   99.4191       0.521608       0.592622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.68        2500.00                 NaN   99.3817       0.555220       0.630508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.23        2500.00                 NaN   99.4010       0.537974       0.609902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.77        2500.00                 NaN   99.3944       0.542629       0.629444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
