|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1580.13        2500.00       0.928892E-002   99.6300       0.303483       0.572350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.68        2500.00                 NaN   99.4165       0.509766       0.737262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.22        2500.00                 NaN   99.4304       0.550228       0.193366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00                 NaN   99.4321       0.551750       0.161005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.31        2500.00                 NaN   99.4342       0.506048       0.597596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        2500.00                 NaN   99.4378       0.503422       0.587511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.41        2500.00                 NaN   99.4427       0.498007       0.592775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00                 NaN   99.4519       0.491040       0.570971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.50        2500.00                 NaN   99.4533       0.489773       0.569178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.04        2500.00                 NaN   99.4589       0.485134       0.559369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.59        2500.00                 NaN   99.4294       0.515801       0.547684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.14        2500.00                 NaN   99.4961       0.453609       0.502989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.68        2500.00                 NaN   99.4637       0.482816       0.534909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.23        2500.00                 NaN   99.4807       0.467599       0.517107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.77        2500.00                 NaN   99.4751       0.471588       0.533598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.32        2500.00                 NaN   99.4911       0.458055       0.508231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.87        2500.00                 NaN   99.4670       0.479749       0.532179E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.41        2500.00                 NaN   99.5141       0.438079       0.478177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.96        2500.00                 NaN   99.4943       0.456198       0.494727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.50        2500.00                 NaN   99.5030       0.448667       0.483204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.05        2500.00                 NaN   99.5043       0.447297       0.483925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.60        2500.00                 NaN   99.5082       0.444845       0.469515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
