|6.6.6
Archiving\03_Data\frac/QFM_m4.75/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1536.34        2500.00        97.3075                 NaN  0.607706E-001  0.582114E-002            NaN            NaN   2.62594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.3788                 NaN  0.581629E-001  0.558371E-002            NaN            NaN   2.55347       0.399037E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.4376                 NaN  0.548803E-001  0.555090E-002            NaN            NaN   2.33875       0.163246                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.5068                 NaN  0.527097E-001  0.527530E-002            NaN            NaN  0.185972        2.24925                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.5709                 NaN  0.510569E-001  0.500758E-002            NaN            NaN   2.15356       0.219483                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.6335                 NaN  0.492208E-001  0.472884E-002            NaN            NaN  0.237305        2.07523                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.6921                 NaN  0.475363E-001  0.446422E-002            NaN            NaN   2.00114       0.254730                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.7488                 NaN  0.458828E-001  0.420582E-002            NaN            NaN   1.93064       0.270465                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.8029                 NaN  0.443445E-001  0.394611E-002            NaN            NaN   1.86653       0.282257                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.8535                 NaN  0.428225E-001  0.372238E-002            NaN            NaN   1.80414       0.295770                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.8949                 NaN  0.419366E-001  0.348382E-002            NaN            NaN  0.304703        1.75493                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.9600                 NaN  0.396708E-001  0.325320E-002            NaN            NaN   1.68108       0.316026                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.9961                 NaN  0.387008E-001  0.303987E-002            NaN            NaN  0.321189        1.64093                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.0394                 NaN  0.373852E-001  0.283396E-002            NaN            NaN   1.59246       0.327904                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.0807                 NaN  0.361857E-001  0.263004E-002            NaN            NaN   1.54769       0.332817                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.1201                 NaN  0.350676E-001  0.243755E-002            NaN            NaN  0.337235        1.50513                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1591                 NaN  0.338670E-001  0.225520E-002            NaN            NaN  0.342351        1.46246                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1952                 NaN  0.328209E-001  0.207406E-002            NaN            NaN   1.42559       0.344340                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2312                 NaN  0.317314E-001  0.189874E-002            NaN            NaN   1.38847       0.346704                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2649                 NaN  0.306527E-001  0.173035E-002            NaN            NaN   1.35464       0.348052                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2977                 NaN  0.296066E-001  0.156609E-002            NaN            NaN  0.347477        1.32361                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3292                 NaN  0.286658E-001  0.140952E-002            NaN            NaN   1.29141       0.349356                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3593                 NaN  0.277917E-001  0.126700E-002            NaN            NaN   1.26103       0.350585                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3885                 NaN  0.268839E-001  0.112202E-002            NaN            NaN   1.23312       0.350345                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4167                 NaN  0.259405E-001  0.982485E-003            NaN            NaN  0.350196        1.20615                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4438                 NaN  0.250756E-001  0.847525E-003            NaN            NaN   1.18116       0.349079                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4696                 NaN  0.242551E-001  0.717984E-003            NaN            NaN   1.15714       0.348240                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4953                 NaN  0.234519E-001  0.598877E-003            NaN            NaN  0.347067        1.13360                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5184                 NaN  0.227227E-001  0.481884E-003            NaN            NaN   1.11162       0.346821                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5425                 NaN  0.219758E-001  0.370612E-003            NaN            NaN  0.345211        1.08991                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5662                 NaN  0.211150E-001  0.258867E-003            NaN            NaN   1.06993       0.342539                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5872                 NaN  0.203835E-001  0.151719E-003            NaN            NaN   1.05187       0.340435                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6081                 NaN  0.196829E-001  0.519683E-004            NaN            NaN   1.03328       0.338889                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6286                 NaN  0.189546E-001  0.577370E-004            NaN            NaN   1.01565       0.336754                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6483                 NaN  0.182673E-001            NaN            NaN            NaN  0.998658       0.334757                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6674                 NaN  0.176004E-001            NaN            NaN            NaN  0.332283       0.982746                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6851                 NaN  0.169085E-001            NaN            NaN            NaN  0.330330       0.967655                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7036                 NaN  0.162687E-001  0.355346E-004            NaN            NaN  0.328220       0.951900                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7203                 NaN  0.155943E-001  0.509981E-004            NaN            NaN  0.326620       0.937422                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7367                 NaN  0.149937E-001            NaN            NaN            NaN  0.925063       0.323248                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        97.0508                 NaN  0.633753E-001            NaN            NaN            NaN  0.847333        1.21597                 NaN            NaN  0.822557                 NaN            NaN            NaN
  1433.58        2500.00        95.6558                 NaN  0.103377                 NaN            NaN            NaN   1.43199        1.28083                 NaN            NaN   1.52801                 NaN            NaN            NaN
  1431.08        2500.00        95.8906                 NaN  0.967908E-001            NaN            NaN            NaN   1.20981        1.35683                 NaN            NaN   1.44600                 NaN            NaN            NaN
  1428.57        2500.00        96.1044                 NaN  0.907606E-001            NaN            NaN            NaN   1.28920        1.14474                 NaN            NaN   1.37089                 NaN            NaN            NaN
  1426.07        2500.00        96.2981                 NaN  0.851014E-001            NaN            NaN            NaN   1.22698        1.08703                 NaN            NaN   1.30283                 NaN            NaN            NaN
  1423.56        2500.00        96.4742                 NaN  0.799575E-001            NaN            NaN            NaN   1.03560        1.16930                 NaN            NaN   1.24090                 NaN            NaN            NaN
  1421.05        2500.00        96.6390                 NaN  0.752436E-001            NaN            NaN            NaN   1.11731       0.985901                 NaN            NaN   1.18251                 NaN            NaN            NaN
  1418.55        2500.00        96.7876                 NaN  0.710114E-001            NaN            NaN            NaN  0.942684        1.06870                 NaN            NaN   1.13002                 NaN            NaN            NaN
  1416.04        2500.00        96.9239                 NaN  0.670820E-001            NaN            NaN            NaN  0.901976        1.02514                 NaN            NaN   1.08191                 NaN            NaN            NaN
  1413.53        2500.00        97.0542                 NaN  0.631379E-001            NaN            NaN            NaN  0.980879       0.866265                 NaN            NaN   1.03548                 NaN            NaN            NaN
  1411.03        2500.00        97.1729                 NaN  0.596872E-001            NaN            NaN            NaN  0.832594       0.941388                 NaN            NaN  0.993444                 NaN            NaN            NaN
  1408.52        2500.00        97.2823                 NaN  0.563212E-001            NaN            NaN            NaN  0.904654       0.802315                 NaN            NaN  0.954384                 NaN            NaN            NaN
  1406.02        2500.00        97.3868                 NaN  0.532375E-001            NaN            NaN            NaN  0.867920       0.774947                 NaN            NaN  0.917113                 NaN            NaN            NaN
  1403.51        2500.00        97.4825                 NaN  0.503753E-001            NaN            NaN            NaN  0.747824       0.836446                 NaN            NaN  0.882873                 NaN            NaN            NaN
  1401.00        2500.00        97.5738                 NaN  0.477410E-001            NaN            NaN            NaN  0.805858       0.722524                 NaN            NaN  0.850100                 NaN            NaN            NaN
  1398.50        2500.00        97.6576                 NaN  0.450257E-001            NaN            NaN            NaN  0.701266       0.776171                 NaN            NaN  0.819889                 NaN            NaN            NaN
  1395.99        2500.00        97.7374                 NaN  0.426396E-001            NaN            NaN            NaN  0.748420       0.680282                 NaN            NaN  0.791247                 NaN            NaN            NaN
  1393.48        2500.00        97.8112                 NaN  0.403037E-001            NaN            NaN            NaN  0.722739       0.661328                 NaN            NaN  0.764474                 NaN            NaN            NaN
  1390.98        2500.00        97.8825                 NaN  0.380517E-001            NaN            NaN            NaN  0.697590       0.643070                 NaN            NaN  0.738762                 NaN            NaN            NaN
  1388.47        2500.00        97.9494                 NaN  0.359424E-001            NaN            NaN            NaN  0.672723       0.627437                 NaN            NaN  0.714482                 NaN            NaN            NaN
  1385.96        2500.00        98.0109                 NaN  0.340090E-001            NaN            NaN            NaN  0.612643       0.650062                 NaN            NaN  0.692347                 NaN            NaN            NaN
  1383.46        2500.00        98.0726                 NaN  0.319106E-001            NaN            NaN            NaN  0.627400       0.598578                 NaN            NaN  0.669489                 NaN            NaN            NaN
  1380.95        2500.00        98.1273                 NaN  0.300888E-001            NaN            NaN            NaN  0.606950       0.586046                 NaN            NaN  0.649612                 NaN            NaN            NaN
  1378.45        2500.00        98.1803                 NaN  0.283342E-001            NaN            NaN            NaN  0.587294       0.573758                 NaN            NaN  0.630309                 NaN            NaN            NaN
  1375.94        2500.00        98.2304                 NaN  0.265543E-001            NaN            NaN            NaN  0.563496       0.567751                 NaN            NaN  0.611834                 NaN            NaN            NaN
  1373.43        2500.00        98.2786                 NaN  0.248859E-001            NaN            NaN            NaN  0.548918       0.553493                 NaN            NaN  0.594130                 NaN            NaN            NaN
  1370.93        2500.00        98.3232                 NaN  0.233001E-001            NaN            NaN            NaN  0.530773       0.545028                 NaN            NaN  0.577687                 NaN            NaN            NaN
  1368.42        2500.00        98.3673                 NaN  0.217684E-001            NaN            NaN            NaN  0.513781       0.535956                 NaN            NaN  0.561164                 NaN            NaN            NaN
  1365.91        2500.00        98.4075                 NaN  0.202296E-001            NaN            NaN            NaN  0.529113       0.496855                 NaN            NaN  0.546320                 NaN            NaN            NaN
  1363.41        2500.00        98.4463                 NaN  0.188107E-001            NaN            NaN            NaN  0.522140       0.480898                 NaN            NaN  0.531857                 NaN            NaN            NaN
  1360.90        2500.00        98.4836                 NaN  0.173726E-001            NaN            NaN            NaN  0.464498       0.516555                 NaN            NaN  0.517973                 NaN            NaN            NaN
  1358.40        2500.00        98.5186                 NaN  0.160167E-001            NaN            NaN            NaN  0.511690       0.448824                 NaN            NaN  0.504879                 NaN            NaN            NaN
  1355.89        2500.00        98.5516                 NaN  0.145917E-001            NaN            NaN            NaN  0.508453       0.432962                 NaN            NaN  0.492386                 NaN            NaN            NaN
  1353.38        2500.00        98.5836                 NaN  0.133129E-001            NaN            NaN            NaN  0.504817       0.417891                 NaN            NaN  0.480389                 NaN            NaN            NaN
  1350.88        2500.00        98.6134                 NaN  0.119512E-001            NaN            NaN            NaN  0.402602       0.503108                 NaN            NaN  0.468951                 NaN            NaN            NaN
  1348.37        2500.00        98.6419                 NaN  0.106815E-001            NaN            NaN            NaN  0.502178       0.387056                 NaN            NaN  0.458137                 NaN            NaN            NaN
  1345.86        2500.00        98.6697                 NaN  0.947687E-002            NaN            NaN            NaN  0.501582       0.371592                 NaN            NaN  0.447630                 NaN            NaN            NaN
  1343.36        2500.00        98.6950                 NaN  0.825300E-002            NaN            NaN            NaN  0.502238       0.356540                 NaN            NaN  0.437973                 NaN            NaN            NaN
  1340.85        2500.00        98.7196                 NaN  0.695972E-002            NaN            NaN            NaN  0.339485       0.505576                 NaN            NaN  0.428350                 NaN            NaN            NaN
  1338.35        2500.00        98.7426                 NaN  0.584258E-002            NaN            NaN            NaN  0.508557       0.323431                 NaN            NaN  0.419572                 NaN            NaN            NaN
  1335.84        2500.00        98.7649                 NaN  0.460083E-002            NaN            NaN            NaN  0.304992       0.514632                 NaN            NaN  0.410896                 NaN            NaN            NaN
  1333.33        2500.00        98.7857                 NaN  0.341760E-002            NaN            NaN            NaN  0.284707       0.523417                 NaN            NaN  0.402800                 NaN            NaN            NaN
  1330.83        2500.00        98.8047                 NaN  0.216412E-002            NaN            NaN            NaN  0.536366       0.261497                 NaN            NaN  0.395298                 NaN            NaN            NaN
  1328.32        2500.00        98.8241                 NaN  0.105767E-002            NaN            NaN            NaN  0.549493       0.237594                 NaN            NaN  0.387784                 NaN            NaN            NaN
  1325.81        2500.00        98.8408                 NaN  0.750613E-003            NaN            NaN            NaN  0.562117       0.214261                 NaN            NaN  0.382048                 NaN            NaN            NaN
  1323.31        2500.00        98.8566                 NaN            NaN            NaN            NaN            NaN  0.593713       0.173768                 NaN            NaN  0.375929                 NaN            NaN            NaN
  1320.80        2500.00        98.8717                 NaN            NaN            NaN            NaN            NaN  0.626582       0.130586                 NaN            NaN  0.371116                 NaN            NaN            NaN
  1318.30        2500.00        98.8847                 NaN            NaN            NaN            NaN            NaN  0.704323       0.440086E-001            NaN            NaN  0.366988                 NaN            NaN            NaN
  1315.79        2500.00        98.9016                 NaN            NaN            NaN            NaN            NaN  0.737300                 NaN            NaN            NaN  0.361147                 NaN            NaN            NaN
  1313.28        2500.00        98.9184                 NaN            NaN            NaN            NaN            NaN  0.726039                 NaN            NaN            NaN  0.355519                 NaN            NaN            NaN
  1310.78        2500.00        98.9339                 NaN            NaN            NaN            NaN            NaN  0.716410                 NaN            NaN            NaN  0.349674                 NaN            NaN            NaN
  1308.27        2500.00        88.4104                 NaN  0.299777E-001            NaN            NaN            NaN   3.05403                 NaN            NaN            NaN   1.65331        6.85231                 NaN            NaN
  1305.76        2500.00        83.9075                 NaN  0.658537E-001            NaN            NaN            NaN   3.97637                 NaN            NaN            NaN   2.22511        9.82519                 NaN            NaN
  1303.26        2500.00        80.7920                 NaN  0.370122E-001            NaN            NaN            NaN   4.56022                 NaN            NaN            NaN   2.62417        11.7181       0.268435                 NaN
  1300.75        2500.00        79.5442                 NaN  0.551175E-002            NaN            NaN            NaN   4.75620                 NaN            NaN            NaN   2.77358        12.4434       0.477112                 NaN
  1298.25        2500.00        83.5642                 NaN            NaN            NaN            NaN            NaN   3.86961                 NaN            NaN            NaN   2.24561        9.93893       0.381627                 NaN
  1295.74        2500.00        86.3090                 NaN            NaN            NaN            NaN            NaN   3.24949                 NaN            NaN            NaN   1.88939        8.23691       0.315182                 NaN
  1293.23        2500.00        88.2808                 NaN            NaN            NaN            NaN            NaN   2.80103                 NaN            NaN            NaN   1.63041        7.01970       0.268017                 NaN
  1290.73        2500.00        89.7718                 NaN            NaN            NaN            NaN            NaN   2.45906                 NaN            NaN            NaN   1.43466        6.10273       0.231799                 NaN
  1288.22        2500.00        90.9343                 NaN            NaN            NaN            NaN            NaN   2.18981                 NaN            NaN            NaN   1.27642        5.39435       0.205096                 NaN
  1285.71        2500.00        91.8686                 NaN            NaN            NaN            NaN            NaN   1.97336                 NaN            NaN            NaN   1.15345        4.82316       0.181439                 NaN
  1283.21        2500.00        92.6351                 NaN            NaN            NaN            NaN            NaN   1.79379                 NaN            NaN            NaN   1.04694        4.36047       0.163700                 NaN
  1280.70        2500.00        91.5992                 NaN            NaN            NaN            NaN            NaN  0.611156        1.32409                 NaN            NaN   1.18431        5.09537       0.185829                 NaN
  1278.20        2500.00        94.2416                 NaN            NaN            NaN            NaN            NaN   1.10086       0.538092E-001            NaN            NaN  0.837604        3.57961       0.186480                 NaN
  1275.69        2500.00        94.0380                 NaN            NaN            NaN            NaN            NaN   1.72726                 NaN            NaN            NaN  0.848364        3.32452       0.618537E-001            NaN
  1273.18        2500.00        95.6089                 NaN            NaN            NaN            NaN            NaN   1.23440                 NaN            NaN            NaN  0.661584        2.41278       0.823466E-001            NaN
  1270.68        2500.00        95.2874                 NaN            NaN            NaN            NaN            NaN  0.565151       0.123326       0.177547       0.461204E-005  0.573690        3.13413       0.138711                 NaN
  1268.17        2500.00        92.4265                 NaN            NaN            NaN            NaN            NaN   1.79358       0.143203                 NaN            NaN   1.08801        4.40484       0.143912                 NaN
  1265.66        2500.00        98.4897                 NaN            NaN            NaN            NaN            NaN  0.696772                 NaN            NaN            NaN  0.322601       0.489696       0.125183E-002            NaN
  1263.16        2500.00        95.9664                 NaN            NaN            NaN            NaN            NaN  0.721794                 NaN            NaN            NaN  0.560727        2.64703       0.104021                 NaN
  1260.65        2500.00        95.4614                 NaN            NaN            NaN            NaN            NaN  0.971144E-001   1.11687                 NaN            NaN  0.625779        2.62678       0.720871E-001            NaN
  1258.15        2500.00        97.4333                 NaN            NaN            NaN            NaN            NaN  0.485108                 NaN            NaN            NaN  0.232894        1.75837       0.902813E-001            NaN
  1255.64        2500.00        96.5986                 NaN            NaN            NaN            NaN            NaN  0.894410                 NaN            NaN            NaN  0.502537        1.94577       0.586922E-001            NaN
  1253.13        2500.00        96.9258                 NaN            NaN            NaN            NaN            NaN   1.02339                 NaN            NaN            NaN  0.532723        1.49183       0.262859E-001            NaN
  1250.63        2500.00        80.1243                 NaN            NaN            NaN            NaN            NaN   2.76272                 NaN            NaN            NaN   1.92724        8.73889       0.175743        6.27114     
  1248.12        2500.00        77.6649                 NaN            NaN            NaN            NaN            NaN   3.08723                 NaN            NaN            NaN   2.12332        9.66293       0.183001        7.27863     
  1245.61        2500.00        82.1261                 NaN            NaN            NaN            NaN            NaN   1.43874       0.938196                 NaN            NaN   1.67953        7.80023       0.148583        5.86863     
  1243.11        2500.00        77.5979                 NaN            NaN            NaN            NaN            NaN   3.37183                 NaN            NaN            NaN   2.16565        9.51798       0.150543        7.19606     
  1240.60        2500.00        82.2199                 NaN            NaN            NaN            NaN            NaN   2.52158                 NaN            NaN            NaN   1.72134        7.65684       0.114965        5.76538     
  1238.10        2500.00        82.5287                 NaN            NaN            NaN            NaN            NaN  0.893802        1.54692                 NaN            NaN   1.64692        7.57297       0.117032        5.69364     
  1235.59        2500.00        80.1780                 NaN            NaN            NaN            NaN            NaN   2.77327                 NaN            NaN            NaN   1.83443        8.63754       0.126345        6.45039     
  1233.08        2500.00        65.5772                 NaN            NaN            NaN            NaN            NaN   3.70476                 NaN            NaN            NaN   2.85046        15.8007       0.260814        11.8061     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.431954        12.0544       0.821244E-004            NaN   8.65630        45.5882       0.512953        32.7561     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.46495        8.82316       0.212295E-005            NaN   8.47343        45.9742       0.552352        32.7119     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.43570        8.85481       0.210229E-005            NaN   8.48142        45.9628       0.551434        32.7138     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.96999        8.34094       0.166402E-005            NaN   8.47031        45.9476       0.551446        32.7197     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.82146        5.57654       0.132974E-005            NaN   8.58930        45.7413       0.530589        32.7408     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.88337        5.51674                 NaN            NaN   8.59582        45.7316       0.529783        32.7427     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.94725        5.45518                 NaN            NaN   8.60215        45.7219       0.528914        32.7446     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.03615        5.36917                 NaN            NaN   8.61367        45.7069       0.527680        32.7465     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.07263        5.33403                 NaN            NaN   8.61566        45.7018       0.527359        32.7486     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.14322        5.26596                 NaN            NaN   8.62240        45.6915       0.526446        32.7505     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.20640        5.20499                 NaN            NaN   8.62939        45.6813       0.525577        32.7524     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.25937        5.15575                 NaN            NaN   8.63686        45.6684       0.524691        32.7549     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.620783E-003   7.31193        5.10613                 NaN   8.64393        45.6563       0.523691        32.7574     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.36583        5.05397                 NaN            NaN   8.65024        45.6484       0.522701        32.7589     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.43279        4.98932                 NaN            NaN   8.65672        45.6386       0.521786        32.7608     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.49181        4.93403                 NaN            NaN   8.66426        45.6265       0.520579        32.7628     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55303        4.87626                 NaN            NaN   8.66962        45.6162       0.519805        32.7651     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.60064        4.83098                 NaN            NaN   8.67554        45.6070       0.518749        32.7671     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.84589        3.62435                 NaN            NaN   8.67723        45.5362       0.528203        32.7881     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.71299        4.72435                 NaN            NaN   8.68857        45.5860       0.516655        32.7714     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75386        4.68488                 NaN            NaN   8.69599        45.5764       0.516126        32.7727     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82460        4.61988                 NaN            NaN   8.70301        45.5618       0.514563        32.7761     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.87426        4.57106                 NaN            NaN   8.71245        45.5519       0.513634        32.7767     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.92761        3.55835                 NaN            NaN   8.71014        45.4868       0.520741        32.7964     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.95054        3.53835                 NaN            NaN   8.71275        45.4797       0.519998        32.7986     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.99353        3.49963                 NaN            NaN   8.71675        45.4700       0.518638        32.8015     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.04893        4.41119       0.133231E-005            NaN   8.73636        45.5077       0.509354        32.7865     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.09933        4.36600       0.405403E-005            NaN   8.74249        45.4949       0.507900        32.7894     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.15634        4.31270                 NaN            NaN   8.75099        45.4823       0.506401        32.7913     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.19128        4.28087                 NaN            NaN   8.75660        45.4715       0.505842        32.7939     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.24233        4.23497                 NaN            NaN   8.76421        45.4579       0.504312        32.7962     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.26528        4.21571                 NaN            NaN   8.77078        45.4467       0.503102        32.7985     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.33211        4.15281                 NaN            NaN   8.77713        45.4348       0.501956        32.8012     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.36822        4.11957                 NaN            NaN   8.78566        45.4226       0.500945        32.8030     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.38961        4.10328                 NaN            NaN   8.78929        45.4123       0.499619        32.8059     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.43861        4.05788                 NaN            NaN   8.79712        45.3999       0.498457        32.8080     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.47077        4.03036                 NaN            NaN   8.80499        45.3862       0.497141        32.8105     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.50945        3.99637                 NaN            NaN   8.81160        45.3737       0.495808        32.8130     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.28619        3.27841                 NaN            NaN   8.76821        45.3233       0.501866        32.8421     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.36974        3.21312                 NaN            NaN   8.78844        45.2872       0.495385        32.8461     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.39204        3.19644                 NaN            NaN   8.79392        45.2743       0.493931        32.8494     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.38133        3.21196                 NaN            NaN   8.79775        45.2650       0.492442        32.8516     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.67382        3.85371                 NaN            NaN   8.84281        45.3151       0.489207        32.8254     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.66064        3.86976                 NaN            NaN   8.85298        45.3004       0.488579        32.8277     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.70149        3.83483       0.832853E-006            NaN   8.85826        45.2878       0.487094        32.8305     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.42419        3.18026       0.212722E-005            NaN   8.80348        45.2401       0.490519        32.8614     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.49082        3.13015                 NaN            NaN   8.81209        45.2128       0.487130        32.8670     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.77717        3.77413       0.242541E-005            NaN   8.87832        45.2492       0.482825        32.8383     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.49661        3.13233                 NaN            NaN   8.82124        45.1935       0.484481        32.8719     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.48349        3.15119                 NaN            NaN   8.82567        45.1815       0.483181        32.8750     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.85127        3.71611       0.221525E-005            NaN   8.89804        45.2098       0.478369        32.8465     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.49008        3.15511       0.202027E-005            NaN   8.83746        45.1568       0.480258        32.8803     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.49809        3.15287       0.197653E-005            NaN   8.84250        45.1447       0.478665        32.8831     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.89413        3.68815       0.197493E-005            NaN   8.91521        45.1762       0.473294        32.8530     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.327840E-003   8.91673        3.67068       0.197257E-005   8.92248        45.1600       0.472719        32.8571     
