|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1819.55        500.000        99.3978                 NaN  0.588325       0.139105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3983                 NaN  0.587765       0.138905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3983                 NaN  0.587860       0.138632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3990                 NaN  0.587188       0.138266E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3994                 NaN  0.586811       0.138008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4000                 NaN  0.586239       0.137736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        98.4372                 NaN   1.52685       0.359697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.7029                 NaN  0.290047       0.703435E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.9997                 NaN            NaN  0.255266E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5156                 NaN  0.474028       0.104197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.9991                 NaN            NaN  0.861747E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        98.7592                 NaN   1.21346       0.272933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3973                 NaN  0.589050       0.136393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3993                 NaN  0.587134       0.135515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3979                 NaN  0.588530       0.135504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.2062                 NaN  0.776126       0.176816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5862                 NaN  0.404405       0.944225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3946                 NaN  0.591965       0.134725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3918                 NaN  0.594690       0.134998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3920                 NaN  0.594551       0.134381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.2517                 NaN  0.731892       0.164461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5279                 NaN  0.461705       0.103559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3868                 NaN  0.599819       0.134144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3270                 NaN  0.659451       0.135741E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4467                 NaN  0.540149       0.131038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3801                 NaN  0.606479       0.133747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3841                 NaN  0.602652       0.132226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3782                 NaN  0.608479       0.132932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3777                 NaN  0.608985       0.132698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3679                 NaN  0.618769       0.133579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3772                 NaN  0.609723       0.131079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        98.5603                 NaN   1.40954       0.301426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.9991                 NaN            NaN  0.944284E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5465                 NaN  0.445058       0.845649E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3638                 NaN  0.623049       0.131584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3601                 NaN  0.626739       0.131465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3593                 NaN  0.627648       0.130967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3552                 NaN  0.631673       0.131098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3535                 NaN  0.633392       0.130781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3505                 NaN  0.636424       0.130669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.1217                 NaN  0.860574       0.176918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.5730                 NaN  0.418561       0.847253E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3415                 NaN  0.645442       0.130227E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3394                 NaN  0.647562       0.129997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3367                 NaN  0.650349       0.129940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3073                 NaN  0.678666       0.140608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3562                 NaN  0.631940       0.118750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3277                 NaN  0.659394       0.129390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3238                 NaN  0.663269       0.129576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3234                 NaN  0.663704       0.128824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3205                 NaN  0.666634       0.128742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3170                 NaN  0.670101       0.128765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3150                 NaN  0.672127       0.128519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3116                 NaN  0.675594       0.128362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3077                 NaN  0.679500       0.128389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.9178                 NaN  0.705255E-001  0.117197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        98.6979                 NaN   1.28836       0.137738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2904                 NaN  0.696475       0.131125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3146                 NaN  0.673030       0.124143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2983                 NaN  0.688982       0.127322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2972                 NaN  0.690098       0.126773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2954                 NaN  0.691980       0.126620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2930                 NaN  0.694350       0.126664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2911                 NaN  0.696277       0.126366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2892                 NaN  0.698119       0.126432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2898                 NaN  0.697593       0.125598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2887                 NaN  0.698758       0.125372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2866                 NaN  0.700915       0.125232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2857                 NaN  0.701818       0.125008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2844                 NaN  0.703142       0.124769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2821                 NaN  0.705447       0.124866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2856                 NaN  0.702030       0.123795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4170                 NaN  0.564887       0.181166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1514                 NaN  0.842098       0.654682E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2851                 NaN  0.702553       0.123058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2846                 NaN  0.703156       0.122799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2843                 NaN  0.703399       0.122518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2860                 NaN  0.701814       0.122193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2867                 NaN  0.701140       0.121604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2871                 NaN  0.700737       0.121311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2876                 NaN  0.700289       0.120938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2909                 NaN  0.697054       0.120279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2914                 NaN  0.696562       0.120029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2904                 NaN  0.697537       0.120423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2964                 NaN  0.691715       0.118830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.1261                 NaN  0.858698       0.151987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4741                 NaN  0.517528       0.841891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3016                 NaN  0.686667       0.117753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3005                 NaN  0.687686       0.117855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3089                 NaN  0.679506       0.116298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3087                 NaN  0.679717       0.116310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3125                 NaN  0.675895       0.115605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3118                 NaN  0.676645       0.115817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3224                 NaN  0.666200       0.113888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3205                 NaN  0.668086       0.114454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3262                 NaN  0.662467       0.113572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3291                 NaN  0.659620       0.112786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3308                 NaN  0.657887       0.112783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3347                 NaN  0.654106       0.111870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3406                 NaN  0.648282       0.111007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.5568                 NaN   1.41758       0.256051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4873                 NaN  0.505394       0.735536E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3567                 NaN  0.632432       0.108478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.3597                 NaN  0.629516       0.108144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3639                 NaN  0.625360       0.107425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.3683                 NaN  0.621061       0.106734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.3727                 NaN  0.616643       0.106073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.3756                 NaN  0.613880       0.105631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.3819                 NaN  0.607673       0.104588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3852                 NaN  0.604374       0.104022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.3900                 NaN  0.599704       0.103446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.3945                 NaN  0.595201       0.102689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.4001                 NaN  0.589731       0.101803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.4036                 NaN  0.586254       0.101418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4089                 NaN  0.581086       0.100606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4130                 NaN  0.576958       0.100002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4173                 NaN  0.572716       0.993564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4231                 NaN  0.567023       0.983581E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4270                 NaN  0.563268       0.977504E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4267                 NaN  0.552076       0.947539E-002  0.117794E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0027                 NaN  0.719607E-001            NaN  0.925320                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9829                 NaN  0.142159E-001            NaN   1.00285                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9940                 NaN  0.568445E-001            NaN  0.949133                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0140                 NaN  0.358091E-001            NaN  0.950201                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0210                 NaN  0.338906E-001            NaN  0.945110                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0317                 NaN  0.321904E-001            NaN  0.936083                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0445                 NaN  0.375461E-001            NaN  0.918000                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0560                 NaN  0.318303E-001            NaN  0.912158                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0628                 NaN  0.295440E-001            NaN  0.907616                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0742                 NaN  0.274232E-001            NaN  0.898422                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0830                 NaN  0.264795E-001            NaN  0.890559                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0883                 NaN  0.229632E-001            NaN  0.888767                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1047                 NaN  0.223975E-001            NaN  0.872853                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1120                 NaN  0.238234E-001            NaN  0.864221                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1188                 NaN  0.205994E-001            NaN  0.860648                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9659                 NaN            NaN            NaN  0.157833       0.876260                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9284                 NaN            NaN            NaN            NaN   1.07162                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9333                 NaN            NaN            NaN            NaN   1.06673                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9471                 NaN            NaN            NaN  0.237938       0.815000                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9363                 NaN            NaN            NaN            NaN   1.06369                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9410                 NaN            NaN            NaN            NaN   1.05897                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9392                 NaN            NaN            NaN            NaN   1.06079                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9371                 NaN            NaN            NaN            NaN   1.06291                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9363                 NaN            NaN            NaN            NaN   1.06372                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9331                 NaN            NaN            NaN            NaN   1.06693                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9275                 NaN            NaN            NaN            NaN   1.07245                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9185                 NaN            NaN            NaN            NaN   1.08151                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9108                 NaN            NaN            NaN            NaN   1.08921                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.8953                 NaN            NaN  0.760313E-003            NaN   1.10394                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.8767                 NaN            NaN  0.377826E-002            NaN   1.11951                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.8395                 NaN            NaN  0.242316E-002            NaN   1.15812                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.5193                 NaN            NaN  0.512209E-002            NaN  0.727264       0.748330                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3577                 NaN            NaN  0.357361E-002            NaN  0.518771        1.11999                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3903                 NaN            NaN  0.335942E-002            NaN   1.09314       0.513227                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4069                 NaN            NaN  0.313950E-002            NaN   1.08066       0.509311                 NaN            NaN            NaN            NaN
