|6.6.6
Archiving\03_Data\eqfracLP/QFM/WD94/WD94_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1250.19        500.000       0.160956        96.4160                 NaN            NaN            NaN  0.383084       0.411664       0.471136        2.15717                 NaN            NaN
  1248.79        500.000       0.155818        96.5840                 NaN            NaN            NaN  0.396082       0.355997       0.449438        2.05865                 NaN            NaN
  1247.40        500.000       0.151436        96.7386                 NaN            NaN            NaN  0.330700       0.381576       0.429309        1.96835                 NaN            NaN
  1246.00        500.000       0.147110        96.8795                 NaN            NaN            NaN  0.307800       0.368782       0.410985        1.88586                 NaN            NaN
  1244.60        500.000       0.143092        97.0101                 NaN            NaN            NaN  0.356392       0.286693       0.393678        1.81006                 NaN            NaN
  1243.20        500.000       0.197695        96.0789                 NaN            NaN            NaN  0.484569       0.279252       0.517564        2.44202                 NaN            NaN
  1241.81        500.000       0.819829E-001   98.1678                 NaN            NaN            NaN  0.244585       0.214964       0.240965        1.04966                 NaN            NaN
  1240.41        500.000       0.124804        97.5122                 NaN            NaN            NaN  0.222031       0.303605       0.326613        1.51078                 NaN            NaN
  1239.01        500.000       0.140865        97.2015                 NaN            NaN            NaN  0.216518       0.362000       0.369420        1.70970                 NaN            NaN
  1237.61        500.000       0.114299        97.7777                 NaN            NaN            NaN  0.264837       0.196778       0.290324        1.35604                 NaN            NaN
  1236.21        500.000       0.129551        97.5066                 NaN            NaN            NaN  0.192395       0.312365       0.327232        1.53182                 NaN            NaN
  1234.82        500.000       0.122155        97.7332                 NaN            NaN            NaN  0.160233       0.290263       0.296350        1.39776                 NaN            NaN
  1233.42        500.000       0.105968        97.8789                 NaN            NaN            NaN  0.265602       0.172440       0.276798        1.30027                 NaN            NaN
  1232.02        500.000       0.181461        96.5483                 NaN            NaN            NaN  0.268313       0.436115       0.456691        2.10907                 NaN            NaN
  1230.62        500.000       0.179643E-001   99.5989                 NaN            NaN            NaN  0.395926E-001  0.357517E-001  0.457516E-001  0.262009                 NaN            NaN
  1229.23        500.000       0.734339E-001   98.8090                 NaN            NaN            NaN  0.252628                 NaN  0.145303       0.719671                 NaN            NaN
  1227.83        500.000       0.363563        93.7190                 NaN            NaN            NaN  0.775996       0.353372       0.809719        3.97835                 NaN            NaN
  1226.43        500.000                 NaN  100.0000       0.199278E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1225.03        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1223.64        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.122269E-005            NaN            NaN
  1222.24        500.000       0.130368        96.6383                 NaN            NaN            NaN  0.293635       0.378875       0.425175        2.10764       0.260013E-001            NaN
  1220.84        500.000       0.110866        96.9270                 NaN            NaN            NaN  0.239583       0.366888       0.385552        1.93766       0.324367E-001            NaN
  1219.44        500.000       0.383037E-001   99.3280                 NaN            NaN            NaN  0.596345E-001  0.709175E-001  0.990614E-001  0.404116                 NaN            NaN
  1218.04        500.000       0.123674        97.6723                 NaN            NaN            NaN  0.153401       0.315847       0.322737        1.39692       0.150789E-001            NaN
  1216.65        500.000       0.503228E-001   98.3838                 NaN            NaN            NaN  0.130463       0.192174       0.206838        1.01095       0.254615E-001            NaN
  1215.25        500.000       0.953094E-001   97.8305                 NaN            NaN            NaN  0.273631                 NaN  0.222312        1.57824                 NaN            NaN
  1213.85        500.000                 NaN   99.9192                 NaN            NaN            NaN  0.166829E-001  0.580727E-001            NaN  0.247975E-003  0.575915E-002            NaN
  1212.45        500.000       0.409291E-001   99.0142                 NaN            NaN            NaN  0.994939E-001            NaN  0.133916       0.708332       0.317770E-002            NaN
  1211.06        500.000       0.901695E-001   96.2342                 NaN            NaN            NaN  0.373705       0.464253       0.462092        2.30273       0.728155E-001            NaN
  1209.66        500.000       0.218533E-002   99.5010                 NaN            NaN            NaN  0.661669E-002  0.646439E-001  0.378721E-001  0.377244       0.104271E-001            NaN
  1208.26        500.000       0.169166E-002   99.9393                 NaN            NaN            NaN  0.407042E-002  0.747997E-002  0.711841E-002  0.392628E-001  0.105710E-002            NaN
  1206.86        500.000                 NaN   99.5277                 NaN            NaN            NaN  0.551885E-001  0.437307E-001  0.560433E-001  0.302499       0.148472E-001            NaN
  1205.46        500.000       0.575393E-001   97.8209                 NaN            NaN            NaN  0.228913                 NaN  0.237105        1.17545                 NaN  0.480097     
  1204.07        500.000       0.976289E-001   97.9014                 NaN            NaN            NaN  0.422277                 NaN  0.231751        1.32590       0.209948E-001            NaN
  1202.67        500.000       0.907770E-001   98.7823                 NaN            NaN            NaN  0.199836E-001  0.155044       0.152749       0.799190                 NaN            NaN
  1201.27        500.000       0.187252        91.7900                 NaN            NaN            NaN  0.484373       0.715826E-001  0.652965        3.46892       0.124776E-001   3.33243     
  1199.87        500.000       0.602064        78.8429                 NaN            NaN            NaN   1.29400                 NaN   1.67196        8.82246                 NaN   8.76666     
  1198.48        500.000                 NaN   99.0800                 NaN            NaN            NaN  0.587401E-001            NaN  0.703045E-001  0.394075       0.200725E-001  0.376818     
  1197.08        500.000       0.249778E-001   98.8274                 NaN            NaN            NaN  0.849638E-001            NaN  0.914106E-001  0.505488       0.525318E-002  0.460495     
  1195.68        500.000       0.857934E-001   96.9492                 NaN            NaN            NaN  0.181156       0.355763E-005  0.239747        1.27587                 NaN   1.26819     
  1194.28        500.000       0.377040        86.0310                 NaN            NaN            NaN  0.832464                 NaN   1.09024        5.89347                 NaN   5.77577     
  1192.89        500.000       0.446479        82.8778                 NaN            NaN            NaN  0.609146E-001  0.898684        1.32366        7.27356                 NaN   7.11885     
  1191.49        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.09        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1188.69        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1187.29        500.000        1.21092        47.5777                 NaN            NaN            NaN   2.57784                 NaN   3.74049        23.1369       0.345173E-001   21.7217     
  1185.90        500.000        2.14377                 NaN            NaN            NaN            NaN   4.34433                 NaN   6.83575        44.7759       0.886291E-001   41.8116     
  1184.50        500.000        2.12478                 NaN            NaN            NaN            NaN   4.38693                 NaN   6.84006        44.7554       0.937874E-001   41.7991     
  1183.10        500.000        2.11949                 NaN            NaN            NaN            NaN   4.38759                 NaN   6.84110        44.7533       0.985685E-001   41.8000     
  1181.70        500.000        2.11462                 NaN            NaN            NaN            NaN   4.38773                 NaN   6.84221        44.7510       0.103198        41.8012     
  1180.31        500.000        2.10974                 NaN            NaN            NaN            NaN   4.38801                 NaN   6.84323        44.7486       0.107825        41.8026     
  1178.91        500.000        2.12699                 NaN            NaN            NaN            NaN   4.34446                 NaN   6.83707        44.7681       0.105019        41.8184     
  1177.51        500.000        2.12697                 NaN            NaN            NaN            NaN   4.34438                 NaN   6.83728        44.7669       0.104987        41.8195     
  1176.11        500.000        2.12695                 NaN            NaN            NaN            NaN   4.34431                 NaN   6.83748        44.7657       0.104953        41.8206     
  1174.71        500.000        2.12693                 NaN            NaN            NaN            NaN   4.34423                 NaN   6.83768        44.7645       0.104920        41.8218     
  1173.32        500.000        2.10160                 NaN            NaN            NaN            NaN   4.34213                 NaN   6.83807        44.7676       0.129143        41.8214     
  1171.92        500.000        2.09691                 NaN            NaN            NaN            NaN   4.34187                 NaN   6.83833        44.7667       0.133651        41.8225     
  1170.52        500.000        2.09221                 NaN            NaN            NaN            NaN   4.34161                 NaN   6.83858        44.7658       0.138160        41.8236     
  1169.12        500.000        2.08752                 NaN            NaN            NaN            NaN   4.34135                 NaN   6.83883        44.7650       0.142667        41.8247     
  1167.73        500.000        2.08282                 NaN            NaN            NaN            NaN   4.34108                 NaN   6.83908        44.7641       0.147173        41.8257     
  1166.33        500.000        2.07813                 NaN            NaN            NaN            NaN   4.34081                 NaN   6.83933        44.7632       0.151676        41.8268     
  1164.93        500.000        2.07344                 NaN            NaN            NaN            NaN   4.34054                 NaN   6.83958        44.7624       0.156175        41.8279     
  1163.53        500.000        2.06876                 NaN            NaN            NaN            NaN   4.34026                 NaN   6.83983        44.7615       0.160672        41.8289     
  1162.14        500.000        2.06415                 NaN            NaN            NaN            NaN   4.33996                 NaN   6.84008        44.7607       0.165099        41.8300     
  1160.74        500.000        2.05968                 NaN            NaN            NaN            NaN   4.33963                 NaN   6.84033        44.7599       0.169398        41.8311     
  1159.34        500.000        2.05522                 NaN            NaN            NaN            NaN   4.33930                 NaN   6.84057        44.7590       0.173694        41.8322     
  1157.94        500.000        2.05076                 NaN            NaN            NaN            NaN   4.33896                 NaN   6.84082        44.7582       0.177985        41.8332     
  1156.54        500.000        2.04631                 NaN            NaN            NaN            NaN   4.33862                 NaN   6.84106        44.7574       0.182271        41.8343     
  1155.15        500.000        2.04186                 NaN            NaN            NaN            NaN   4.33828                 NaN   6.84131        44.7566       0.186554        41.8354     
  1153.75        500.000        2.03741                 NaN            NaN            NaN            NaN   4.33793                 NaN   6.84156        44.7558       0.190829        41.8365     
  1152.35        500.000        2.03297                 NaN            NaN            NaN            NaN   4.33759                 NaN   6.84180        44.7550       0.195099        41.8375     
  1150.95        500.000        2.02854                 NaN            NaN            NaN            NaN   4.33723                 NaN   6.84205        44.7542       0.199361        41.8386     
  1149.56        500.000        2.02411                 NaN            NaN            NaN            NaN   4.33688                 NaN   6.84229        44.7535       0.203610        41.8396     
  1148.16        500.000        2.01974                 NaN            NaN            NaN            NaN   4.33652                 NaN   6.84253        44.7527       0.207820        41.8407     
  1146.76        500.000        2.01536                 NaN            NaN            NaN            NaN   4.33615                 NaN   6.84278        44.7519       0.212022        41.8417     
  1145.36        500.000        2.01099                 NaN            NaN            NaN            NaN   4.33583                 NaN   6.84298        44.7512       0.216231        41.8428     
  1143.97        500.000        2.00679                 NaN            NaN            NaN            NaN   4.33869                 NaN   6.84496        44.7452       0.219874        41.8445     
  1142.57        500.000        2.00014                 NaN            NaN            NaN            NaN   4.32697                 NaN   6.84346        44.7667       0.224661        41.8380     
  1141.17        500.000        2.00005                 NaN            NaN            NaN            NaN   4.32685                 NaN   6.84342        44.7660       0.224660        41.8390     
  1139.77        500.000        1.99995                 NaN            NaN            NaN            NaN   4.32673                 NaN   6.84339        44.7653       0.224659        41.8399     
  1138.37        500.000        1.99986                 NaN            NaN            NaN            NaN   4.32661                 NaN   6.84335        44.7646       0.224658        41.8409     
  1136.98        500.000        1.98181                 NaN            NaN            NaN            NaN   4.32809                 NaN   6.84620        44.7609       0.241413        41.8416     
  1135.58        500.000        1.98173                 NaN            NaN            NaN            NaN   4.32801                 NaN   6.84623        44.7600       0.241400        41.8426     
  1134.18        500.000        1.98165                 NaN            NaN            NaN            NaN   4.32793                 NaN   6.84626        44.7591       0.241386        41.8436     
  1132.78        500.000        1.97232                 NaN            NaN            NaN            NaN   4.37822                 NaN   6.87640        44.6642       0.247154        41.8617     
  1131.39        500.000        1.96439                 NaN            NaN            NaN            NaN   4.38036                 NaN   6.87840        44.6629       0.253285        41.8607     
  1129.99        500.000        1.97728                 NaN            NaN            NaN            NaN   4.34654                 NaN   6.89896        44.6252       0.257250        41.8948     
  1128.59        500.000        1.97319                 NaN            NaN            NaN            NaN   4.34623                 NaN   6.89935        44.6241       0.261194        41.8959     
  1127.19        500.000        1.96912                 NaN            NaN            NaN            NaN   4.34588                 NaN   6.89975        44.6231       0.265120        41.8971     
  1125.79        500.000        1.96520                 NaN            NaN            NaN            NaN   4.33526                 NaN   6.91166        44.6180       0.269597        41.9003     
  1124.40        500.000        1.96109                 NaN            NaN            NaN            NaN   4.34520                 NaN   6.90053        44.6210       0.272866        41.8993     
  1123.00        500.000        1.95710                 NaN            NaN            NaN            NaN   4.34485                 NaN   6.90093        44.6199       0.276715        41.9005     
  1121.60        500.000        1.95315                 NaN            NaN            NaN            NaN   4.34450                 NaN   6.90133        44.6189       0.280524        41.9016     
  1120.20        500.000        1.94923                 NaN            NaN            NaN            NaN   4.34414                 NaN   6.90173        44.6178       0.284311        41.9028     
  1118.81        500.000        1.94532                 NaN            NaN            NaN            NaN   4.34377                 NaN   6.90213        44.6168       0.288081        41.9039     
  1117.41        500.000        1.94143                 NaN            NaN            NaN            NaN   4.34340                 NaN   6.90254        44.6158       0.291833        41.9050     
  1116.01        500.000        1.93759                 NaN            NaN            NaN            NaN   4.34302                 NaN   6.90295        44.6147       0.295539        41.9062     
  1114.61        500.000        1.93378                 NaN            NaN            NaN            NaN   4.34264                 NaN   6.90336        44.6137       0.299227        41.9073     
  1113.22        500.000        1.92998                 NaN            NaN            NaN            NaN   4.34226                 NaN   6.90377        44.6126       0.302897        41.9085     
  1111.82        500.000        1.92620                 NaN            NaN            NaN            NaN   4.34187                 NaN   6.90418        44.6116       0.306548        41.9096     
  1110.42        500.000        1.93414                 NaN            NaN            NaN            NaN   4.33306                 NaN   6.91253        44.6113       0.298616        41.9104     
  1109.02        500.000        1.91869                 NaN            NaN            NaN            NaN   4.34109                 NaN   6.90502        44.6095       0.313792        41.9119     
  1107.62        500.000        1.91498                 NaN            NaN            NaN            NaN   4.34070                 NaN   6.90543        44.6085       0.317373        41.9130     
  1106.23        500.000        1.91127                 NaN            NaN            NaN            NaN   4.34030                 NaN   6.90586        44.6075       0.320959        41.9142     
  1104.83        500.000        1.90759                 NaN            NaN            NaN            NaN   4.33990                 NaN   6.90629        44.6064       0.324511        41.9153     
  1103.43        500.000        1.90398                 NaN            NaN            NaN            NaN   4.33948                 NaN   6.90671        44.6054       0.327997        41.9164     
  1102.03        500.000        1.90044                 NaN            NaN            NaN            NaN   4.33904                 NaN   6.90713        44.6044       0.331421        41.9176     
  1100.64        500.000        1.89693                 NaN            NaN            NaN            NaN   4.33860                 NaN   6.90756        44.6034       0.334825        41.9187     
  1099.24        500.000        1.89343                 NaN            NaN            NaN            NaN   4.33816                 NaN   6.90799        44.6023       0.338210        41.9199     
  1097.84        500.000        1.88996                 NaN            NaN            NaN            NaN   4.33771                 NaN   6.90841        44.6013       0.341574        41.9210     
  1096.44        500.000        1.88650                 NaN            NaN            NaN            NaN   4.33727                 NaN   6.90885        44.6003       0.344918        41.9222     
  1095.04        500.000        1.88307                 NaN            NaN            NaN            NaN   4.33682                 NaN   6.90928        44.5993       0.348241        41.9233     
  1093.65        500.000        1.87716                 NaN            NaN            NaN            NaN   4.36388                 NaN   6.90670        44.5908       0.346537        41.9149     
  1092.25        500.000        1.87627                 NaN            NaN            NaN            NaN   4.33592                 NaN   6.91016        44.5972       0.354826        41.9256     
  1090.85        500.000        1.87290                 NaN            NaN            NaN            NaN   4.33547                 NaN   6.91059        44.5962       0.358087        41.9268     
  1089.45        500.000        1.86965                 NaN            NaN            NaN            NaN   4.33498                 NaN   6.91103        44.5952       0.361238        41.9279     
  1088.06        500.000        1.86644                 NaN            NaN            NaN            NaN   4.33448                 NaN   6.91147        44.5942       0.364364        41.9291     
  1086.66        500.000        1.86324                 NaN            NaN            NaN            NaN   4.33399                 NaN   6.91191        44.5931       0.367471        41.9302     
  1085.26        500.000        1.86011                 NaN            NaN            NaN            NaN   4.33351                 NaN   6.91234        44.5921       0.370527        41.9314     
  1083.86        500.000        1.85535                 NaN            NaN            NaN            NaN   4.35995                 NaN   6.91502        44.5725       0.369229        41.9279     
  1082.47        500.000        1.85394                 NaN            NaN            NaN            NaN   4.33307                 NaN   6.91326        44.5895       0.376456        41.9338     
  1081.07        500.000        1.85075                 NaN            NaN            NaN            NaN   4.33308                 NaN   6.91393        44.5879       0.379430        41.9349     
  1079.67        500.000        1.84755                 NaN            NaN            NaN            NaN   4.33319                 NaN   6.91404        44.5860       0.382723        41.9365     
  1078.27        500.000        1.84493                 NaN            NaN            NaN            NaN   4.33222                 NaN   6.91501        44.5853       0.385146        41.9374     
  1076.87        500.000        1.84177                 NaN            NaN            NaN            NaN   4.33173                 NaN   6.91529        44.5843       0.388273        41.9387     
  1075.48        500.000        1.83873                 NaN            NaN            NaN            NaN   4.33142                 NaN   6.91583        44.5828       0.391255        41.9400     
  1074.08        500.000        1.83596                 NaN            NaN            NaN            NaN   4.33104                 NaN   6.91639        44.5815       0.393930        41.9411     
  1072.68        500.000        1.83303                 NaN            NaN            NaN            NaN   4.33072                 NaN   6.91696        44.5801       0.396787        41.9424     
  1071.28        500.000        1.77474                 NaN            NaN            NaN            NaN   4.27266       0.202639        6.94725        44.5165       0.399748        41.8864     
  1069.89        500.000        1.82964                 NaN            NaN            NaN            NaN   4.35200                 NaN   6.92684        44.5441       0.398008        41.9494     
  1068.49        500.000        1.82762                 NaN            NaN            NaN            NaN   4.35057                 NaN   6.92749        44.5419       0.400598        41.9518     
  1067.09        500.000        1.82508                 NaN            NaN            NaN            NaN   4.34971                 NaN   6.92869        44.5392       0.403407        41.9539     
  1065.69        500.000        1.82003                 NaN            NaN            NaN            NaN   4.34564       0.891484E-002   6.93090        44.5349       0.406339        41.9533     
  1064.30        500.000        1.81339                 NaN            NaN            NaN            NaN   4.33908       0.239259E-001   6.93373        44.5297       0.409314        41.9509     
  1062.90        500.000        1.77783                 NaN            NaN            NaN            NaN   4.29236       0.141646        6.94788        44.5084       0.414298        41.9175     
  1061.50        500.000        1.79795                 NaN            NaN            NaN            NaN   4.32321       0.617406E-001   6.94034        44.5178       0.415301        41.9437     
  1060.10        500.000        1.79025                 NaN            NaN            NaN            NaN   4.31542       0.806661E-001   6.94369        44.5117       0.418230        41.9401     
  1058.70        500.000        1.77026                 NaN            NaN            NaN            NaN   4.28933       0.144225        6.95188        44.4992       0.421986        41.9231     
  1057.31        500.000        1.76843                 NaN            NaN            NaN            NaN   4.28905       0.143013        6.95293        44.4964       0.424459        41.9257     
  1055.91        500.000        1.76668                 NaN            NaN            NaN            NaN   4.28876       0.141682        6.95404        44.4937       0.426883        41.9283     
  1054.51        500.000        1.76483                 NaN            NaN            NaN            NaN  0.140831        4.28776        6.95507        44.4914       0.429325        41.9308     
  1053.11        500.000        1.76114                 NaN            NaN            NaN            NaN  0.146258        4.28511        6.95695        44.4874       0.431840        41.9313     
  1051.72        500.000        1.75449                 NaN            NaN            NaN            NaN  0.161898        4.27880        6.95996        44.4818       0.434515        41.9286     
  1050.32        500.000        1.74780                 NaN            NaN            NaN            NaN  0.177892        4.27234        6.96308        44.4761       0.437120        41.9257     
  1048.92        500.000        1.74124                 NaN            NaN            NaN            NaN  0.193469        4.26611        6.96621        44.4702       0.439698        41.9230     
  1047.52        500.000        1.73446                 NaN            NaN            NaN            NaN  0.209735        4.25964        6.96943        44.4645       0.442276        41.9200     
  1046.12        500.000        1.72794                 NaN            NaN            NaN            NaN  0.225196        4.25362        6.97250        44.4586       0.444807        41.9173     
  1044.73        500.000        1.71038                 NaN            NaN            NaN            NaN   4.23526       0.278365        6.98018        44.4456       0.447737        41.9025     
  1043.33        500.000        1.71460                 NaN            NaN            NaN            NaN  0.256968        4.24125        6.97889        44.4468       0.449879        41.9116     
  1041.93        500.000        1.69629                 NaN            NaN            NaN            NaN  0.313807        4.22142        6.98696        44.4333       0.452610        41.8956     
  1040.53        500.000        1.68923                 NaN            NaN            NaN            NaN  0.331679        4.21456        6.99041        44.4270       0.454993        41.8921     
  1039.14        500.000        1.68509                 NaN            NaN            NaN            NaN  0.338935        4.21107        6.99254        44.4230       0.457393        41.8919     
  1037.74        500.000        1.67813                 NaN            NaN            NaN            NaN  0.355955        4.20492        6.99593        44.4168       0.459744        41.8885     
  1036.34        500.000        1.67070                 NaN            NaN            NaN            NaN  0.375510        4.19749        6.99967        44.4101       0.462042        41.8845     
  1034.94        500.000        1.66307                 NaN            NaN            NaN            NaN  0.395789        4.18990        7.00344        44.4033       0.464292        41.8802     
  1033.55        500.000        1.65563                 NaN            NaN            NaN            NaN  0.415523        4.18256        7.00720        44.3965       0.466497        41.8761     
  1032.15        500.000        1.64831                 NaN            NaN            NaN            NaN  0.434732        4.17563        7.01086        44.3897       0.468669        41.8721     
  1030.75        500.000        1.64596                 NaN            NaN            NaN            NaN  0.437071        4.17431        7.01275        44.3857       0.470617        41.8736     
  1029.35        500.000        1.63390                 NaN            NaN            NaN            NaN  0.472838        4.16147        7.01823        44.3766       0.472919        41.8641     
  1027.95        500.000        1.62658                 NaN            NaN            NaN            NaN  0.492508        4.15496        7.02216        44.3691       0.474853        41.8599     
  1026.56        500.000        1.61972                 NaN            NaN            NaN            NaN  0.510348        4.14859        7.02577        44.3624       0.476890        41.8562     
  1025.16        500.000        1.61221                 NaN            NaN            NaN            NaN  0.530048        4.14179        7.02962        44.3555       0.478974        41.8519     
  1023.76        500.000        1.60534                 NaN            NaN            NaN            NaN  0.548101        4.13544        7.03328        44.3488       0.480939        41.8482     
  1022.36        500.000        1.59924                 NaN            NaN            NaN            NaN  0.563984        4.12967        7.03671        44.3424       0.482800        41.8452     
  1020.97        500.000        1.59244                 NaN            NaN            NaN            NaN  0.581913        4.12345        7.04040        44.3356       0.484703        41.8415     
  1019.57        500.000        1.58553                 NaN            NaN            NaN            NaN  0.600165        4.11736        7.04418        44.3286       0.486576        41.8376     
  1018.17        500.000        1.57884                 NaN            NaN            NaN            NaN  0.617866        4.11127        7.04788        44.3218       0.488411        41.8340     
  1016.77        500.000        1.57208                 NaN            NaN            NaN            NaN  0.635818        4.10518        7.05162        44.3149       0.490219        41.8302     
  1015.37        500.000        1.56546                 NaN            NaN            NaN            NaN  0.653402        4.09908        7.05529        44.3082       0.492003        41.8265     
  1013.98        500.000        1.55862                 NaN            NaN            NaN            NaN  0.671723        4.09311        7.05915        44.3010       0.493743        41.8226     
  1012.58        500.000        1.55183                 NaN            NaN            NaN            NaN  0.689858        4.08698        7.06291        44.2942       0.495477        41.8187     
  1011.18        500.000        1.54504                 NaN            NaN            NaN            NaN  0.708273        4.08085        7.06678        44.2871       0.497163        41.8148     
  1009.78        500.000        1.56903                 NaN            NaN            NaN            NaN  0.616649        4.11041        7.05647        44.3025       0.499121        41.8458     
  1008.39        500.000        1.53148                 NaN            NaN            NaN            NaN  0.744712        4.06927        7.07457        44.2726       0.500455        41.8069     
  1006.99        500.000        1.56506                 NaN            NaN            NaN            NaN  0.646529        4.09235        7.06868        44.2868       0.496748        41.8438     
  1005.59        500.000        1.51867                 NaN            NaN            NaN            NaN  0.779350        4.05775        7.08205        44.2589       0.503600        41.7997     
  1004.19        500.000        1.51183                 NaN            NaN            NaN            NaN  0.798040        4.05188        7.08602        44.2515       0.505130        41.7956     
  1002.80        500.000        1.54155                 NaN            NaN            NaN            NaN  0.688188        4.08604        7.07321        44.2708       0.507096        41.8331     
  1001.40        500.000        1.53569                 NaN            NaN            NaN            NaN  0.702753        4.08123        7.07670        44.2644       0.508892        41.8304     
  1000.00        500.000        1.49169                 NaN            NaN            NaN            NaN   4.03459       0.853373        7.09799        44.2294       0.509561        41.7834     
