|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1388.89        2500.00                 NaN   99.1714                 NaN  0.741571E-001  0.306360                 NaN            NaN  0.144836       0.303231                 NaN            NaN            NaN
  1387.82        2500.00                 NaN   99.1823                 NaN  0.122285       0.285156                 NaN            NaN  0.116814       0.293486                 NaN            NaN            NaN
  1386.75        2500.00                 NaN   99.1886                 NaN  0.932958E-001  0.293899                 NaN            NaN  0.130078       0.294139                 NaN            NaN            NaN
  1385.68        2500.00                 NaN   99.1967                 NaN  0.292117       0.903711E-001            NaN            NaN  0.129520       0.291265                 NaN            NaN            NaN
  1384.61        2500.00                 NaN   99.2058                 NaN  0.886727E-001  0.289097                 NaN            NaN  0.128495       0.287915                 NaN            NaN            NaN
  1383.55        2500.00                 NaN   99.2097                 NaN  0.856221E-001  0.288568                 NaN            NaN  0.128783       0.287287                 NaN            NaN            NaN
  1382.48        2500.00                 NaN   99.2274                 NaN  0.285651       0.806223E-001            NaN            NaN  0.126570       0.279718                 NaN            NaN            NaN
  1381.41        2500.00                 NaN   99.2294                 NaN  0.285090       0.793770E-001            NaN            NaN  0.126733       0.279373                 NaN            NaN            NaN
  1380.34        2500.00                 NaN   99.2370                 NaN  0.782120E-001  0.281939                 NaN            NaN  0.126026       0.276830                 NaN            NaN            NaN
  1379.27        2500.00                 NaN   99.2445                 NaN  0.281285       0.750371E-001            NaN            NaN  0.125220       0.273940                 NaN            NaN            NaN
  1378.20        2500.00                 NaN   99.2516                 NaN  0.279703       0.728799E-001            NaN            NaN  0.124503       0.271321                 NaN            NaN            NaN
  1377.13        2500.00                 NaN   99.2559                 NaN  0.280105       0.707005E-001            NaN            NaN  0.123722       0.269534                 NaN            NaN            NaN
  1376.07        2500.00                 NaN   99.2671                 NaN  0.679496E-001  0.276389                 NaN            NaN  0.122945       0.265623                 NaN            NaN            NaN
  1375.00        2500.00                 NaN   99.2736                 NaN  0.274647       0.663177E-001            NaN            NaN  0.122198       0.263201                 NaN            NaN            NaN
  1373.93        2500.00                 NaN   99.2805                 NaN  0.273623       0.631853E-001            NaN            NaN  0.121847       0.260860                 NaN            NaN            NaN
  1372.86        2500.00                 NaN   99.2874                 NaN  0.625241E-001  0.271156                 NaN            NaN  0.120690       0.258275                 NaN            NaN            NaN
  1371.79        2500.00                 NaN   98.5902                 NaN  0.113516       0.545067                 NaN            NaN  0.240354       0.510860                 NaN            NaN            NaN
  1370.72        2500.00                 NaN   99.9983                 NaN  0.150260E-002            NaN            NaN            NaN            NaN  0.199782E-003            NaN            NaN            NaN
  1369.66        2500.00                 NaN   99.3192                 NaN  0.560809E-001  0.262317                 NaN            NaN  0.116009       0.246435                 NaN            NaN            NaN
  1368.59        2500.00                 NaN   99.3137                 NaN  0.546033E-001  0.265785                 NaN            NaN  0.117500       0.248375                 NaN            NaN            NaN
  1367.52        2500.00                 NaN   99.3196                 NaN  0.264581       0.529630E-001            NaN            NaN  0.116665       0.246149                 NaN            NaN            NaN
  1366.45        2500.00                 NaN   99.3268                 NaN  0.514868E-001  0.262292                 NaN            NaN  0.115829       0.243563                 NaN            NaN            NaN
  1365.38        2500.00                 NaN   99.3320                 NaN  0.262024       0.493888E-001            NaN            NaN  0.115077       0.241543                 NaN            NaN            NaN
  1364.31        2500.00                 NaN   99.3393                 NaN  0.483740E-001  0.259198                 NaN            NaN  0.114231       0.238887                 NaN            NaN            NaN
  1363.25        2500.00                 NaN   99.3449                 NaN  0.461860E-001  0.259004                 NaN            NaN  0.113243       0.236701                 NaN            NaN            NaN
  1362.18        2500.00                 NaN   99.3510                 NaN  0.454885E-001  0.256787                 NaN            NaN  0.112293       0.234411                 NaN            NaN            NaN
  1361.11        2500.00                 NaN   99.3568                 NaN  0.255363       0.441596E-001            NaN            NaN  0.111449       0.232224                 NaN            NaN            NaN
  1360.04        2500.00                 NaN   99.3625                 NaN  0.425419E-001  0.253837                 NaN            NaN  0.110913       0.230241                 NaN            NaN            NaN
  1358.97        2500.00                 NaN   99.3676                 NaN  0.416776E-001  0.252970                 NaN            NaN  0.109592       0.228180                 NaN            NaN            NaN
  1357.90        2500.00                 NaN   99.3750                 NaN  0.251775       0.396458E-001            NaN            NaN  0.108516       0.225108                 NaN            NaN            NaN
  1356.84        2500.00                 NaN   99.3792                 NaN  0.391927E-001  0.250344                 NaN            NaN  0.107645       0.223615                 NaN            NaN            NaN
  1355.77        2500.00                 NaN   99.3845                 NaN  0.249251       0.379045E-001            NaN            NaN  0.106788       0.221560                 NaN            NaN            NaN
  1354.70        2500.00                 NaN   99.3900                 NaN  0.248553       0.361687E-001            NaN            NaN  0.105878       0.219449                 NaN            NaN            NaN
  1353.63        2500.00                 NaN   99.3954                 NaN  0.346845E-001  0.246222                 NaN            NaN  0.105836       0.217829                 NaN            NaN            NaN
  1352.56        2500.00                 NaN   99.4012                 NaN  0.245165       0.357430E-001            NaN            NaN  0.103132       0.214763                 NaN            NaN            NaN
  1351.49        2500.00                 NaN   99.4041                 NaN  0.243938       0.350986E-001            NaN            NaN  0.102961       0.213897                 NaN            NaN            NaN
  1350.43        2500.00                 NaN   99.4119                 NaN  0.241937       0.338870E-001            NaN            NaN  0.101391       0.210853                 NaN            NaN            NaN
  1349.36        2500.00                 NaN   99.4154                 NaN  0.242103       0.314538E-001            NaN            NaN  0.101289       0.209746                 NaN            NaN            NaN
  1348.29        2500.00                 NaN   99.4209                 NaN  0.238919       0.336632E-001            NaN            NaN  0.992036E-001  0.207323                 NaN            NaN            NaN
  1347.22        2500.00                 NaN   99.4256                 NaN  0.240194       0.295135E-001            NaN            NaN  0.990595E-001  0.205631                 NaN            NaN            NaN
  1346.15        2500.00                 NaN   99.4307                 NaN  0.328299E-001  0.236227                 NaN            NaN  0.968578E-001  0.203352                 NaN            NaN            NaN
  1345.08        2500.00                 NaN   99.4350                 NaN  0.308032E-001  0.235933                 NaN            NaN  0.964162E-001  0.201808                 NaN            NaN            NaN
  1344.02        2500.00                 NaN   99.4394                 NaN  0.235668       0.293472E-001            NaN            NaN  0.954660E-001  0.200113                 NaN            NaN            NaN
  1342.95        2500.00                 NaN   99.4443                 NaN  0.233460       0.304537E-001            NaN            NaN  0.938035E-001  0.197968                 NaN            NaN            NaN
  1341.88        2500.00                 NaN   99.4483                 NaN  0.234666       0.260473E-001            NaN            NaN  0.941894E-001  0.196798                 NaN            NaN            NaN
  1340.81        2500.00                 NaN   99.4534                 NaN  0.322690E-001  0.229350                 NaN            NaN  0.908668E-001  0.194163                 NaN            NaN            NaN
  1339.74        2500.00                 NaN   99.4579                 NaN  0.261383E-001  0.231339                 NaN            NaN  0.917079E-001  0.192871                 NaN            NaN            NaN
  1338.67        2500.00                 NaN   99.4618                 NaN  0.311457E-001  0.227044                 NaN            NaN  0.890423E-001  0.190958                 NaN            NaN            NaN
  1337.61        2500.00                 NaN   99.4659                 NaN  0.299138E-001  0.226941                 NaN            NaN  0.880004E-001  0.189272                 NaN            NaN            NaN
  1336.54        2500.00                 NaN   99.4699                 NaN  0.286680E-001  0.226780                 NaN            NaN  0.870358E-001  0.187639                 NaN            NaN            NaN
  1335.47        2500.00                 NaN   99.4746                 NaN  0.225422       0.277841E-001            NaN            NaN  0.862913E-001  0.185924                 NaN            NaN            NaN
  1334.40        2500.00                 NaN   99.4782                 NaN  0.224338       0.283342E-001            NaN            NaN  0.847771E-001  0.184314                 NaN            NaN            NaN
  1333.33        2500.00                 NaN   99.4831                 NaN  0.222607       0.278493E-001            NaN            NaN  0.838793E-001  0.182558                 NaN            NaN            NaN
  1332.26        2500.00                 NaN   99.4859                 NaN  0.293150E-001  0.221596                 NaN            NaN  0.821154E-001  0.181034                 NaN            NaN            NaN
  1331.19        2500.00                 NaN   99.4901                 NaN  0.220757       0.284231E-001            NaN            NaN  0.812321E-001  0.179507                 NaN            NaN            NaN
  1330.13        2500.00                 NaN   99.4935                 NaN  0.218461       0.305856E-001            NaN            NaN  0.794842E-001  0.177932                 NaN            NaN            NaN
  1329.06        2500.00                 NaN   99.4975                 NaN  0.218283       0.293503E-001            NaN            NaN  0.785248E-001  0.176317                 NaN            NaN            NaN
  1327.99        2500.00                 NaN   99.5011                 NaN  0.217402       0.293626E-001            NaN            NaN  0.773037E-001  0.174868                 NaN            NaN            NaN
  1326.92        2500.00                 NaN   99.5047                 NaN  0.216074       0.299581E-001            NaN            NaN  0.759376E-001  0.173292                 NaN            NaN            NaN
  1325.85        2500.00                 NaN   99.5085                 NaN  0.302025E-001  0.214638                 NaN            NaN  0.748558E-001  0.171836                 NaN            NaN            NaN
  1324.78        2500.00                 NaN   99.5118                 NaN  0.310544E-001  0.213365                 NaN            NaN  0.734222E-001  0.170394                 NaN            NaN            NaN
  1323.72        2500.00                 NaN   99.5152                 NaN  0.212532       0.312548E-001            NaN            NaN  0.720857E-001  0.168926                 NaN            NaN            NaN
  1322.65        2500.00                 NaN   99.5187                 NaN  0.210936       0.323022E-001            NaN            NaN  0.706334E-001  0.167473                 NaN            NaN            NaN
  1321.58        2500.00                 NaN   99.5223                 NaN  0.208499       0.337867E-001            NaN            NaN  0.693622E-001  0.166048                 NaN            NaN            NaN
  1320.51        2500.00                 NaN   99.5251                 NaN  0.210037       0.319245E-001            NaN            NaN  0.682604E-001  0.164681                 NaN            NaN            NaN
  1319.44        2500.00                 NaN   99.5283                 NaN  0.208548       0.329658E-001            NaN            NaN  0.668326E-001  0.163375                 NaN            NaN            NaN
  1318.37        2500.00                 NaN   99.5318                 NaN  0.208066       0.326892E-001            NaN            NaN  0.655611E-001  0.161931                 NaN            NaN            NaN
  1317.31        2500.00                 NaN   99.5343                 NaN  0.206490       0.343088E-001            NaN            NaN  0.640921E-001  0.160782                 NaN            NaN            NaN
  1316.24        2500.00                 NaN   99.2446                 NaN  0.357780                 NaN            NaN            NaN  0.123180       0.274406                 NaN            NaN            NaN
  1315.17        2500.00                 NaN   99.8471                 NaN  0.735662E-001            NaN            NaN            NaN  0.388242E-001  0.404692E-001            NaN            NaN            NaN
  1314.10        2500.00                 NaN   99.5320                 NaN  0.290852                 NaN            NaN            NaN  0.183453E-001  0.158817                 NaN            NaN            NaN
  1313.03        2500.00                 NaN   99.5489                 NaN  0.217419       0.150707E-001            NaN            NaN  0.628645E-001  0.155764                 NaN            NaN            NaN
  1311.96        2500.00                 NaN   99.5456                 NaN  0.169595       0.808071E-001            NaN            NaN  0.495851E-001  0.154394                 NaN            NaN            NaN
  1310.90        2500.00                 NaN   99.5518                 NaN  0.203354       0.358617E-001            NaN            NaN  0.558219E-001  0.153212                 NaN            NaN            NaN
  1309.83        2500.00                 NaN   99.5547                 NaN  0.349608E-001  0.203851                 NaN            NaN  0.545355E-001  0.151978                 NaN            NaN            NaN
  1308.76        2500.00                 NaN   99.5571                 NaN  0.388627E-001  0.200539                 NaN            NaN  0.526433E-001  0.150846                 NaN            NaN            NaN
  1307.69        2500.00                 NaN   94.0339                 NaN   1.18756                 NaN            NaN            NaN  0.309058       0.838095        3.63135                 NaN            NaN
  1306.62        2500.00                 NaN   90.8307                 NaN   1.75918                 NaN            NaN            NaN  0.443462        1.23608        5.73055                 NaN            NaN
  1305.55        2500.00                 NaN   91.2694                 NaN   1.68524                 NaN            NaN            NaN  0.422819        1.18100        5.44155                 NaN            NaN
  1304.49        2500.00                 NaN   91.6577                 NaN   1.62035                 NaN            NaN            NaN  0.404172        1.13229        5.18552                 NaN            NaN
  1303.42        2500.00                 NaN   92.0272                 NaN   1.57091                 NaN            NaN            NaN  0.377584        1.08605        4.93822                 NaN            NaN
  1302.35        2500.00                 NaN   92.3317                 NaN   1.53051                 NaN            NaN            NaN  0.356219        1.04791        4.73371                 NaN            NaN
  1301.28        2500.00                 NaN   92.6288                 NaN   1.46529                 NaN            NaN            NaN  0.352832        1.01043        4.54267                 NaN            NaN
  1300.21        2500.00                 NaN   92.8801                 NaN   1.44871                 NaN            NaN            NaN  0.323940       0.979475        4.36775                 NaN            NaN
  1299.14        2500.00                 NaN   93.1279                 NaN   1.40245                 NaN            NaN            NaN  0.315764       0.948048        4.20581                 NaN            NaN
  1298.08        2500.00                 NaN   93.3538                 NaN   1.37066                 NaN            NaN            NaN  0.300637       0.920055        4.05481                 NaN            NaN
  1297.01        2500.00                 NaN   93.5531                 NaN   1.33902                 NaN            NaN            NaN  0.290889       0.895065        3.92188                 NaN            NaN
  1295.94        2500.00                 NaN   93.7441                 NaN   1.30973                 NaN            NaN            NaN  0.280215       0.871200        3.79471                 NaN            NaN
  1294.87        2500.00                 NaN   92.3805                 NaN   1.54120                 NaN            NaN            NaN  0.318647        1.05599        4.63406       0.696493E-001            NaN
  1293.80        2500.00                 NaN   89.3327                 NaN   2.03801                 NaN            NaN            NaN  0.426429        1.46308        6.52487       0.214962                 NaN
  1292.73        2500.00                 NaN   89.5661                 NaN   1.97020                 NaN            NaN            NaN  0.440954        1.42772        6.38562       0.209456                 NaN
  1291.67        2500.00                 NaN   89.7976                 NaN   1.91343                 NaN            NaN            NaN  0.445085        1.39304        6.24737       0.203447                 NaN
  1290.60        2500.00                 NaN   90.0038                 NaN   1.86459                 NaN            NaN            NaN  0.448402        1.36162        6.12381       0.197744                 NaN
  1289.53        2500.00                 NaN   90.1221                 NaN   1.83789                 NaN            NaN            NaN  0.449235        1.34170        6.05550       0.193582                 NaN
  1288.46        2500.00                 NaN   90.1662                 NaN   1.82309                 NaN            NaN            NaN  0.453400        1.33120        6.03525       0.190820                 NaN
  1287.39        2500.00                 NaN   90.1464                 NaN   1.82335                 NaN            NaN            NaN  0.455320        1.32871        6.05701       0.189201                 NaN
  1286.32        2500.00                 NaN   82.8581                 NaN   3.06963                 NaN            NaN            NaN  0.844356        2.37706        10.5083       0.342543                 NaN
  1285.26        2500.00                 NaN   91.1598                 NaN   1.72334                 NaN            NaN            NaN  0.423720        1.22055        5.29895       0.173665                 NaN
  1284.19        2500.00                 NaN   93.5457                 NaN   1.00427                 NaN            NaN            NaN  0.265301       0.734418        4.34451       0.105751                 NaN
  1283.12        2500.00                 NaN   89.8301                 NaN   1.98062                 NaN            NaN            NaN  0.428488        1.28856        6.29915       0.173062                 NaN
  1282.05        2500.00                 NaN   85.5865                 NaN   2.58027                 NaN            NaN            NaN  0.677390        1.86676        9.02930       0.259751                 NaN
  1280.98        2500.00                 NaN   81.3761                 NaN   3.31930                 NaN            NaN            NaN  0.838981        2.37469        11.7594       0.331510                 NaN
  1279.91        2500.00                 NaN   75.7526                 NaN   4.30425                 NaN            NaN            NaN   1.07994        3.06429        15.3733       0.425627                 NaN
  1278.84        2500.00                 NaN   76.7362                 NaN   4.24204                 NaN            NaN            NaN   1.00056        2.92444        14.6955       0.401211                 NaN
  1277.78        2500.00                 NaN   79.0104                 NaN   3.84915                 NaN            NaN            NaN  0.878634        2.64847        13.2519       0.361472                 NaN
  1276.71        2500.00                 NaN   83.5799                 NaN   3.14502                 NaN            NaN            NaN  0.667466        2.08403        10.2476       0.275929                 NaN
  1275.64        2500.00                 NaN   84.3858                 NaN   3.04525                 NaN            NaN            NaN  0.555307        1.99548        9.75481       0.263354                 NaN
  1274.57        2500.00                 NaN   89.8050                 NaN   2.07661                 NaN            NaN            NaN  0.380167        1.30536        6.26687       0.166037                 NaN
  1273.50        2500.00                 NaN   89.4729                 NaN   2.13228                 NaN            NaN            NaN  0.373272        1.35547        6.49217       0.173958                 NaN
  1272.43        2500.00                 NaN   90.6795                 NaN   1.94234                 NaN            NaN            NaN  0.304686        1.20559        5.71572       0.152142                 NaN
  1271.37        2500.00                 NaN   80.6014                 NaN   3.01778       0.980044                 NaN            NaN            NaN   2.65974        12.3792       0.361940                 NaN
  1270.30        2500.00                 NaN   99.7914                 NaN            NaN            NaN            NaN            NaN            NaN  0.238384E-001  0.184062       0.740306E-003            NaN
  1269.23        2500.00                 NaN   97.9996                 NaN  0.317706                 NaN            NaN            NaN            NaN  0.248667        1.41421       0.197965E-001            NaN
  1268.16        2500.00                 NaN   93.9978                 NaN   1.51233                 NaN            NaN            NaN  0.421335E-001  0.765454        3.58625       0.960047E-001            NaN
  1267.09        2500.00                 NaN   94.9385                 NaN   1.18080                 NaN            NaN            NaN   1.13064       0.679888        1.99315       0.770600E-001            NaN
  1266.02        2500.00                 NaN   95.1801                 NaN            NaN            NaN            NaN            NaN  0.434534       0.459946        3.83485       0.906205E-001            NaN
  1264.96        2500.00                 NaN   93.8087        4.13276                 NaN            NaN            NaN            NaN  0.356870       0.243397        1.41222       0.460666E-001            NaN
  1263.89        2500.00                 NaN   98.9447                 NaN  0.238334                 NaN            NaN            NaN            NaN  0.228312       0.588674                 NaN            NaN
  1262.82        2500.00                 NaN   89.7423                 NaN   3.39675                 NaN            NaN            NaN            NaN   1.37846        5.36814       0.114399                 NaN
  1261.75        2500.00                 NaN   95.6791                 NaN   1.14700                 NaN            NaN            NaN            NaN  0.554767        2.55279       0.663217E-001            NaN
  1260.68        2500.00                 NaN   95.7688                 NaN   1.13553                 NaN            NaN            NaN            NaN  0.551287        2.48283       0.615737E-001            NaN
  1259.61        2500.00                 NaN   95.9179                 NaN   1.10303                 NaN            NaN            NaN            NaN  0.538425        2.38347       0.571280E-001            NaN
  1258.55        2500.00                 NaN   96.0980                 NaN   1.05352                 NaN            NaN            NaN            NaN  0.516487        2.27826       0.537251E-001            NaN
  1257.48        2500.00                 NaN   96.2788                 NaN   1.01058                 NaN            NaN            NaN            NaN  0.498502        2.16294       0.491725E-001            NaN
  1256.41        2500.00                 NaN   96.2984                 NaN  0.977578                 NaN            NaN            NaN            NaN  0.509570        2.16813       0.462887E-001            NaN
  1255.34        2500.00                 NaN   94.2835                 NaN  0.185584E-001   1.45760                 NaN            NaN            NaN  0.835523        3.32875       0.760704E-001            NaN
  1254.27        2500.00                 NaN   95.9814                 NaN            NaN            NaN            NaN            NaN            NaN  0.703075        3.24104       0.744622E-001            NaN
  1253.20        2500.00                 NaN   98.0075                 NaN  0.387144                 NaN            NaN            NaN            NaN  0.356900        1.21897       0.295106E-001            NaN
  1252.14        2500.00                 NaN   98.2293                 NaN  0.287790       0.332562E-001            NaN            NaN  0.507922E-005  0.260782        1.15777       0.311131E-001            NaN
  1251.07        2500.00                 NaN   83.0997                 NaN            NaN            NaN            NaN            NaN   1.92143        2.10483        12.4520       0.422050                 NaN
  1250.00        2500.00                 NaN   96.7595                 NaN   3.14613                 NaN            NaN            NaN            NaN  0.944191E-001            NaN            NaN            NaN
  1248.93        2500.00                 NaN   98.6821                 NaN   1.23924                 NaN            NaN            NaN            NaN  0.786188E-001            NaN            NaN            NaN
  1247.86        2500.00                 NaN   99.9370                 NaN            NaN            NaN            NaN            NaN            NaN  0.150921E-002            NaN  0.615298E-001            NaN
  1246.79        2500.00                 NaN   55.7076        44.0686                 NaN            NaN            NaN            NaN            NaN  0.172048                 NaN            NaN  0.517155E-001
  1245.73        2500.00                 NaN   99.3753                 NaN  0.445652                 NaN            NaN            NaN            NaN  0.147942       0.310965E-001            NaN            NaN
  1244.66        2500.00                 NaN   99.7906                 NaN            NaN            NaN            NaN            NaN            NaN  0.494601E-001  0.159981                 NaN            NaN
  1243.59        2500.00                 NaN   99.9734                 NaN            NaN            NaN            NaN            NaN            NaN  0.266034E-001            NaN            NaN            NaN
  1242.52        2500.00                 NaN   99.2245                 NaN  0.455916                 NaN            NaN            NaN            NaN  0.319572                 NaN            NaN            NaN
  1241.45        2500.00                 NaN   99.7287                 NaN            NaN            NaN            NaN            NaN            NaN  0.202851E-001  0.250987                 NaN            NaN
  1240.38        2500.00                 NaN   63.7409                 NaN            NaN            NaN            NaN            NaN   1.26187        2.79678        19.9078       0.287339        12.0053     
  1239.32        2500.00                 NaN   99.2594                 NaN  0.606394       0.785171E-001            NaN            NaN            NaN  0.410654E-001            NaN            NaN  0.146252E-001
  1238.25        2500.00                 NaN   95.8237                 NaN   3.76600                 NaN            NaN            NaN            NaN  0.410348                 NaN            NaN            NaN
  1237.18        2500.00                 NaN   99.2598                 NaN  0.130162                 NaN            NaN            NaN            NaN  0.636850E-001  0.546349                 NaN            NaN
  1236.11        2500.00                 NaN   86.2680                 NaN            NaN            NaN            NaN            NaN            NaN   1.01047        7.91739       0.131223        4.67296     
  1235.04        2500.00                 NaN   97.2367                 NaN  0.882293                 NaN            NaN            NaN            NaN  0.209625        1.16022       0.237511E-001  0.487434     
  1233.97        2500.00                 NaN   97.4164                 NaN   2.15507                 NaN            NaN            NaN            NaN  0.402287                 NaN  0.262874E-001            NaN
  1232.90        2500.00                 NaN   91.0546                 NaN   1.43472                 NaN            NaN            NaN            NaN  0.667363        4.51316                 NaN   2.33018     
  1231.84        2500.00                 NaN   94.9603                 NaN            NaN            NaN            NaN            NaN            NaN  0.286936        3.00839       0.857543E-001   1.65867     
  1230.77        2500.00                 NaN   97.3194                 NaN  0.408787                 NaN            NaN            NaN            NaN  0.312388       0.946365       0.165563E-002   1.01140     
  1229.70        2500.00                 NaN            NaN            NaN   7.99629        3.93864                 NaN            NaN            NaN   8.36313        46.2477       0.552995        32.9012     
  1228.63        2500.00                 NaN            NaN            NaN   9.15114        2.76234       0.425046E-005            NaN            NaN   8.34380        46.2593       0.570067        32.9134     
  1227.56        2500.00                 NaN            NaN            NaN   8.64841        3.32965                 NaN            NaN            NaN   8.35856        46.1903       0.548491        32.9246     
  1226.49        2500.00                 NaN            NaN            NaN   8.63080        3.31123                 NaN            NaN            NaN   8.38411        46.2058       0.552533        32.9155     
  1225.43        2500.00                 NaN            NaN            NaN   5.57571        6.41794                 NaN            NaN            NaN   8.44273        46.0985       0.540365        32.9248     
  1224.36        2500.00                 NaN            NaN            NaN   12.0338                 NaN            NaN            NaN            NaN   8.47079        46.0308       0.531298        32.9334     
  1223.29        2500.00                 NaN            NaN            NaN   9.06238        2.91073       0.140526E-004            NaN            NaN   8.36721        46.1754       0.550849        32.9334     
  1222.22        2500.00                 NaN            NaN            NaN   2.52040        9.35597                 NaN            NaN            NaN   8.33326        46.3244       0.565571        32.9004     
  1221.15        2500.00                 NaN            NaN            NaN   2.00686        9.55297       0.319511                 NaN            NaN   8.35475        46.3027       0.563193        32.9000     
  1220.08        2500.00                 NaN            NaN            NaN   8.86602        3.06570       0.212645E-005            NaN            NaN   8.41074        46.1950       0.551314        32.9112     
