|6.6.6
Archiving\03_Data\frac/QFM_m5/TIS/TIS_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          25
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              geik           wo             sill           tiTHL         
  1385.96        2500.00        98.1093                 NaN            NaN            NaN            NaN            NaN            NaN  0.516077E-001            NaN            NaN            NaN            NaN            NaN  0.584597       0.701422       0.553049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1383.46        2500.00        98.1591                 NaN            NaN            NaN            NaN            NaN            NaN  0.489486E-001            NaN            NaN            NaN            NaN            NaN  0.686667       0.567369       0.537867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1380.95        2500.00        98.2063                 NaN            NaN            NaN            NaN            NaN            NaN  0.462256E-001            NaN            NaN            NaN            NaN            NaN  0.550291       0.673556       0.523592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1378.45        2500.00        98.2511                 NaN            NaN            NaN            NaN            NaN            NaN  0.437105E-001            NaN            NaN            NaN            NaN            NaN  0.534356       0.660777       0.510065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2946                 NaN            NaN            NaN            NaN            NaN            NaN  0.412493E-001            NaN            NaN            NaN            NaN            NaN  0.518622       0.648700       0.496836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3358                 NaN            NaN            NaN            NaN            NaN            NaN  0.388357E-001            NaN            NaN            NaN            NaN            NaN  0.638173       0.502895       0.484287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3749                 NaN            NaN            NaN            NaN            NaN            NaN  0.364264E-001            NaN            NaN            NaN            NaN            NaN  0.488840       0.627563       0.472312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4126                 NaN            NaN            NaN            NaN            NaN            NaN  0.341516E-001            NaN            NaN            NaN            NaN            NaN  0.474343       0.618115       0.460811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4488                 NaN            NaN            NaN            NaN            NaN            NaN  0.318032E-001            NaN            NaN            NaN            NaN            NaN  0.609541       0.460093       0.449807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4830                 NaN            NaN            NaN            NaN            NaN            NaN  0.297033E-001            NaN            NaN            NaN            NaN            NaN  0.600672       0.447365       0.439304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5162                 NaN            NaN            NaN            NaN            NaN            NaN  0.276099E-001            NaN            NaN            NaN            NaN            NaN  0.592652       0.434324       0.429182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5477                 NaN            NaN            NaN            NaN            NaN            NaN  0.256455E-001            NaN            NaN            NaN            NaN            NaN  0.585140       0.421951       0.419538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1355.89        2500.00        98.5779                 NaN            NaN            NaN            NaN            NaN            NaN  0.235155E-001            NaN            NaN            NaN            NaN            NaN  0.409381       0.578965       0.410253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6072                 NaN            NaN            NaN            NaN            NaN            NaN  0.215170E-001            NaN            NaN            NaN            NaN            NaN  0.572551       0.397404       0.401331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6344                 NaN            NaN            NaN            NaN            NaN            NaN  0.196420E-001            NaN            NaN            NaN            NaN            NaN  0.567127       0.385848       0.393008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1348.37        2500.00        98.6620                 NaN            NaN            NaN            NaN            NaN            NaN  0.176817E-001            NaN            NaN            NaN            NaN            NaN  0.373927       0.561834       0.384525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        98.6875                 NaN            NaN            NaN            NaN            NaN            NaN  0.157684E-001            NaN            NaN            NaN            NaN            NaN  0.557550       0.362535       0.376696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7117                 NaN            NaN            NaN            NaN            NaN            NaN  0.139741E-001            NaN            NaN            NaN            NaN            NaN  0.351835       0.553185       0.369355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7348                 NaN            NaN            NaN            NaN            NaN            NaN  0.121749E-001            NaN            NaN            NaN            NaN            NaN  0.340285       0.550460       0.362237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.35        2500.00        98.7581                 NaN            NaN            NaN            NaN            NaN            NaN  0.103009E-001            NaN            NaN            NaN            NaN            NaN  0.329950       0.546599       0.355009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.84        2500.00        98.7792                 NaN            NaN            NaN            NaN            NaN            NaN  0.857621E-002            NaN            NaN            NaN            NaN            NaN  0.319282       0.544262       0.348638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        98.7997                 NaN            NaN            NaN            NaN            NaN            NaN  0.680766E-002            NaN            NaN            NaN            NaN            NaN  0.308928       0.542164       0.342424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8198                 NaN            NaN            NaN            NaN            NaN            NaN  0.503925E-002            NaN            NaN            NaN            NaN            NaN  0.540926       0.297952       0.336298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1328.32        2500.00        98.8385                 NaN            NaN            NaN            NaN            NaN            NaN  0.334935E-002            NaN            NaN            NaN            NaN            NaN  0.287469       0.540021       0.330618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.81        2500.00        98.8560                 NaN            NaN            NaN            NaN            NaN            NaN  0.158090E-002            NaN            NaN            NaN            NaN            NaN  0.276814       0.540394       0.325186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1323.31        2500.00        98.8716                 NaN            NaN            NaN            NaN            NaN            NaN  0.363908E-002            NaN            NaN            NaN            NaN            NaN  0.272859       0.530260       0.321653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.536122       0.258661       0.315701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1318.30        2500.00        97.3414                 NaN            NaN            NaN            NaN            NaN            NaN  0.112443E-001            NaN            NaN            NaN            NaN            NaN  0.789583       0.405538       0.491873       0.960314                 NaN            NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00        73.4042                 NaN            NaN            NaN            NaN            NaN            NaN  0.296154                 NaN            NaN            NaN            NaN            NaN   2.97430        4.32733        3.27284        15.7252                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.28        2500.00        79.0512                 NaN            NaN            NaN            NaN            NaN            NaN  0.211122                 NaN            NaN            NaN            NaN            NaN   2.37129        3.42617        2.58661        12.3536                 NaN            NaN            NaN            NaN            NaN            NaN
  1310.78        2500.00        82.7196                 NaN            NaN            NaN            NaN            NaN            NaN  0.154910                 NaN            NaN            NaN            NaN            NaN   1.96743        2.85444        2.14179        10.1619                 NaN            NaN            NaN            NaN            NaN            NaN
  1308.27        2500.00        54.2133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.46143        3.48632        5.43184        26.9647        2.44234                 NaN            NaN            NaN            NaN            NaN
  1305.76        2500.00        70.3010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.07822        4.95013        3.54986        17.4627        1.65805                 NaN            NaN            NaN            NaN            NaN
  1303.26        2500.00        78.8123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.56750        1.41454        2.55012        12.4462        1.20943                 NaN            NaN            NaN            NaN            NaN
  1300.75        2500.00        83.4732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.80834        1.04868        2.00007        9.70509       0.964574                 NaN            NaN            NaN            NaN            NaN
  1298.25        2500.00        86.4100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.32808       0.815844        1.65140        7.98351       0.811180                 NaN            NaN            NaN            NaN            NaN
  1295.74        2500.00        88.4286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.656080        1.99691        1.41055        6.80282       0.704989                 NaN            NaN            NaN            NaN            NaN
  1293.23        2500.00        89.9009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.75353       0.539405        1.23355        5.94518       0.627420                 NaN            NaN            NaN            NaN            NaN
  1290.73        2500.00        91.0287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.56208       0.452391        1.09680        5.29182       0.568245                 NaN            NaN            NaN            NaN            NaN
  1288.22        2500.00        91.9069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.41519       0.384732       0.990538        4.78277       0.519838                 NaN            NaN            NaN            NaN            NaN
  1285.71        2500.00        92.6577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.28835       0.325472       0.897162        4.35127       0.480029                 NaN            NaN            NaN            NaN            NaN
  1283.21        2500.00        93.2515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18229       0.283657       0.823910        4.01172       0.446921                 NaN            NaN            NaN            NaN            NaN
  1280.70        2500.00        93.7656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.248169        1.08957       0.759637        3.71897       0.418048                 NaN            NaN            NaN            NaN            NaN
  1278.20        2500.00        94.2114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01246       0.215772       0.703593        3.46505       0.391719                 NaN            NaN            NaN            NaN            NaN
  1275.69        2500.00        94.4814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.180329       0.969075       0.669038        3.32353       0.376647                 NaN            NaN            NaN            NaN            NaN
  1273.18        2500.00        94.9695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.171281       0.877272       0.608097        3.03114       0.342688                 NaN            NaN            NaN            NaN            NaN
  1270.68        2500.00        92.8746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02581       0.580739       0.866762        4.52313       0.128937                 NaN            NaN            NaN            NaN            NaN
  1268.17        2500.00        97.7859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.293332                 NaN  0.279068        1.11845       0.523256                 NaN            NaN            NaN            NaN            NaN
  1265.66        2500.00        93.1396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.685599       0.709809        1.02713        4.22962       0.208263                 NaN            NaN            NaN            NaN            NaN
  1263.16        2500.00        97.3981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.617232                 NaN  0.163865        1.37245       0.448358                 NaN            NaN            NaN            NaN            NaN
  1260.65        2500.00        97.3020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.298739                 NaN  0.260347        1.92798       0.210885                 NaN            NaN            NaN            NaN            NaN
  1258.15        2500.00        96.7392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.764825                 NaN  0.359145        1.94643       0.190430                 NaN            NaN            NaN            NaN            NaN
  1255.64        2500.00        90.4564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04363                 NaN  0.871006        4.90851       0.449023        2.27140                 NaN            NaN            NaN            NaN
  1253.13        2500.00        81.5519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.69047                 NaN   1.52207        8.75706       0.722172        5.75632                 NaN            NaN            NaN            NaN
  1250.63        2500.00        85.8733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.23151                 NaN   1.12720        6.89378       0.362110        4.51207                 NaN            NaN            NaN            NaN
  1248.12        2500.00        79.7164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.85629       0.616181E-001   1.71302        9.44919       0.943369        6.26011                 NaN            NaN            NaN            NaN
  1245.61        2500.00        24.4664        25.1309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.77846                 NaN   3.81663        24.9436        1.52956        16.3345                 NaN            NaN            NaN            NaN
  1243.11        2500.00        70.0567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.59548                 NaN   2.47675        14.1912        1.39796        9.28191                 NaN            NaN            NaN            NaN
  1240.60        2500.00        76.2696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.213346        1.69084        1.83754        11.7761       0.719470        7.49306                 NaN            NaN            NaN            NaN
  1238.10        2500.00        51.0171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.15959                 NaN   3.57702        24.3979        1.82651        16.0219                 NaN            NaN            NaN            NaN
  1235.59        2500.00        54.8173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.56111       0.313117        3.24582        22.7836        1.46929        14.8098                 NaN            NaN            NaN            NaN
  1233.08        2500.00        69.4687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.291344        1.60076        2.17151        15.4459       0.915065        10.1067                 NaN            NaN            NaN            NaN
  1230.58        2500.00        77.5442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.293703        1.09950        1.58896        11.3870       0.606377        7.48030                 NaN            NaN            NaN            NaN
  1228.07        2500.00        82.1649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.827169       0.295723        1.25965        9.06468       0.431582        5.95625                 NaN            NaN            NaN            NaN
  1225.56        2500.00        84.6952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.300398       0.675791        1.07924        7.79886       0.332547        5.11800                 NaN            NaN            NaN            NaN
  1223.06        2500.00        86.0347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.321182       0.595416       0.991134        7.14264       0.272142        4.64280                 NaN            NaN            NaN            NaN
  1220.55        2500.00        89.2817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.335106       0.371295       0.754557        5.51735       0.158445        3.58151                 NaN            NaN            NaN            NaN
  1218.05        2500.00        88.0276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.548588       0.275442       0.848499        6.14392       0.221637        3.93433                 NaN            NaN            NaN            NaN
  1215.54        2500.00        90.0458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.404376       0.310480       0.718311        5.15337       0.147168        3.22046                 NaN            NaN            NaN            NaN
  1213.03        2500.00        90.7259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.371969       0.314606       0.673867        4.82339       0.126085        2.96413                 NaN            NaN            NaN            NaN
  1210.53        2500.00        91.3206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.345560       0.316790       0.634944        4.54107       0.109139        2.73187                 NaN            NaN            NaN            NaN
  1208.02        2500.00        91.9144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.317470       0.321497       0.596919        4.25285       0.946044E-001   2.50224                 NaN            NaN            NaN            NaN
  1205.51        2500.00        92.0901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.318547       0.316716       0.588467        4.18743       0.874759E-001   2.41129                 NaN            NaN            NaN            NaN
  1203.01        2500.00        90.2174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.536994                 NaN  0.688088        5.38316       0.157782        3.01661                 NaN            NaN            NaN            NaN
  1200.50        2500.00        99.2886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.803368E-001            NaN  0.721524E-001  0.219322       0.174341E-001  0.322105                 NaN            NaN            NaN            NaN
  1197.99        2500.00        96.9869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.171264                 NaN  0.192656        1.86634       0.393036E-001  0.743491                 NaN            NaN            NaN            NaN
  1195.49        2500.00        88.4666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.31951       0.173436       0.961826        5.95200       0.226213E-001   3.10403                 NaN            NaN            NaN            NaN
  1192.98        2500.00        94.9597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.287360       0.206192       0.390068        2.75522       0.413020E-001   1.36014                 NaN            NaN            NaN            NaN
  1190.48        2500.00        96.1247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.216004                 NaN  0.285626        2.20391       0.547511E-001   1.11497                 NaN            NaN            NaN            NaN
  1187.97        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.126388E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1185.46        2500.00        85.0530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.791770       0.663223        1.13678        8.44236       0.141253        3.77158                 NaN            NaN            NaN            NaN
  1182.96        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1180.45        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1177.94        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1175.44        2500.00        87.6726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.859783       0.164495       0.904667        7.31250       0.148231        2.93767                 NaN            NaN            NaN            NaN
  1172.93        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1170.43        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1167.92        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1165.41        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.479127E-005            NaN  0.244524E-005  0.139966E-004            NaN  0.515216E-005            NaN            NaN            NaN            NaN
  1162.91        2500.00        87.9700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.09001                 NaN   1.10951        6.37472                 NaN   2.44247       0.132960E-001            NaN            NaN            NaN
  1160.40        2500.00        96.1616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.113540                 NaN  0.261841        2.28284       0.302930E-003  0.801865       0.377960                 NaN            NaN            NaN
  1157.89        2500.00        95.9773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.181327                 NaN            NaN            NaN            NaN  0.226315        2.36349       0.458242E-001  0.831755       0.373957                 NaN            NaN            NaN
  1155.39        2500.00        96.2446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.196693                 NaN            NaN            NaN            NaN  0.201079        2.21141       0.425127E-001  0.768502       0.335248                 NaN            NaN            NaN
  1152.88        2500.00        96.4473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.188637                 NaN            NaN            NaN            NaN  0.186301        2.11386       0.394549E-001  0.716113       0.308331                 NaN            NaN            NaN
  1150.38        2500.00        96.6778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.182101                 NaN            NaN            NaN            NaN  0.173002        1.98016       0.367643E-001  0.666039       0.284113                 NaN            NaN            NaN
  1147.87        2500.00        96.9167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.170593                 NaN            NaN            NaN            NaN  0.154660        1.86746       0.332709E-001  0.604239       0.253049                 NaN            NaN            NaN
  1145.36        2500.00        97.0779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.165765                 NaN            NaN            NaN            NaN  0.145462        1.77447       0.313422E-001  0.568899       0.236164                 NaN            NaN            NaN
  1142.86        2500.00        88.6533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.28212        5.76158       0.265806        2.35446        1.68275                 NaN            NaN            NaN
  1140.35        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.144905E-004            NaN            NaN            NaN            NaN  0.230264E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1137.84        2500.00        99.9998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.124041E-004  0.141463E-003            NaN  0.276284E-004            NaN            NaN            NaN            NaN
  1135.34        2500.00        93.1965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.531959                 NaN            NaN            NaN            NaN  0.359660        4.96294                 NaN  0.948975                 NaN            NaN            NaN            NaN
  1132.83        2500.00        99.9865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.450621E-002            NaN            NaN            NaN            NaN            NaN  0.849316E-002            NaN  0.459909E-003            NaN            NaN            NaN            NaN
  1130.33        2500.00        99.9738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.215676E-002            NaN            NaN            NaN            NaN  0.156503E-002  0.185646E-001  0.956233E-003  0.291160E-002            NaN            NaN            NaN            NaN
  1127.82        2500.00        98.9410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.971549E-001            NaN            NaN            NaN            NaN            NaN  0.746052                 NaN  0.180664       0.351473E-001            NaN            NaN            NaN
  1125.31        2500.00        96.3176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.396062                 NaN            NaN            NaN            NaN            NaN   2.65698                 NaN  0.629408                 NaN            NaN            NaN            NaN
  1122.81        2500.00        99.2943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.711916E-001            NaN            NaN            NaN            NaN            NaN  0.282564                 NaN  0.192515       0.159382                 NaN            NaN            NaN
  1120.30        2500.00        98.4468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.126544                 NaN            NaN   1.03791                 NaN  0.304432       0.843667E-001            NaN            NaN            NaN
  1117.79        2500.00        98.4841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.926954E-001            NaN            NaN            NaN            NaN  0.211682        1.02316                 NaN  0.188338                 NaN            NaN            NaN            NaN
  1115.29        2500.00        98.9783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.193362       0.275654E-005            NaN            NaN            NaN            NaN  0.547207                 NaN  0.270850       0.103206E-001            NaN            NaN            NaN
  1112.78        2500.00        98.6975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.100599                 NaN            NaN            NaN            NaN            NaN  0.845778                 NaN  0.257029       0.990745E-001            NaN            NaN            NaN
  1110.28        2500.00        98.2482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.113326                 NaN            NaN            NaN            NaN            NaN   1.37664                 NaN  0.261875                 NaN            NaN            NaN            NaN
  1107.77        2500.00        9.34492        82.2743        6.80187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.306321                 NaN            NaN   1.08489                 NaN  0.187704                 NaN            NaN            NaN            NaN
  1105.26        2500.00        6.23049        87.2467        5.98447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.106168                 NaN            NaN  0.345245                 NaN  0.869248E-001            NaN            NaN            NaN            NaN
  1102.76        2500.00        72.1659        25.7661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.326427        1.20162                 NaN  0.382029       0.157954                 NaN            NaN            NaN
  1100.25        2500.00        98.7991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13967                 NaN  0.203041E-002  0.591732E-001            NaN            NaN            NaN
  1097.74        2500.00        99.4479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.339704       0.212414                 NaN            NaN            NaN
  1095.24        2500.00        38.0078        61.4710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.257924                 NaN            NaN  0.162598       0.100621                 NaN            NaN            NaN
  1092.73        2500.00        97.1992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.192679E-001            NaN            NaN            NaN            NaN            NaN   2.70004                 NaN  0.814954E-001            NaN            NaN            NaN            NaN
  1090.23        2500.00        99.2717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.164669                 NaN            NaN            NaN            NaN            NaN  0.238015                 NaN  0.286175       0.394750E-001            NaN            NaN            NaN
  1087.72        2500.00        98.5905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.366047E-001            NaN            NaN            NaN            NaN            NaN   1.35511                 NaN  0.177744E-001            NaN            NaN            NaN            NaN
  1085.21        2500.00        99.2704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.355794E-001            NaN            NaN            NaN            NaN  0.408505       0.513882E-001            NaN  0.234166                 NaN            NaN            NaN            NaN
  1082.71        2500.00        98.8263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.868347E-003            NaN            NaN            NaN            NaN  0.319693       0.554969                 NaN  0.220397       0.777688E-001            NaN            NaN            NaN
