|6.6.6
Archiving\03_Data\frac/QFM_m5/TIS/TIS_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          25
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              geik           wo             sill           tiTHL         
  1388.47        2500.00        98.3513                 NaN            NaN            NaN            NaN            NaN            NaN  0.194025E-001            NaN            NaN            NaN            NaN            NaN  0.491963       0.575783       0.561515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3977                 NaN            NaN            NaN            NaN            NaN            NaN  0.183368E-001            NaN            NaN            NaN            NaN            NaN  0.475894       0.562841       0.545193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1383.46        2500.00        98.4423                 NaN            NaN            NaN            NaN            NaN            NaN  0.173644E-001            NaN            NaN            NaN            NaN            NaN  0.549929       0.461020       0.529422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1380.95        2500.00        98.4844                 NaN            NaN            NaN            NaN            NaN            NaN  0.163728E-001            NaN            NaN            NaN            NaN            NaN  0.446302       0.538359       0.514600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1378.45        2500.00        98.5243                 NaN            NaN            NaN            NaN            NaN            NaN  0.154580E-001            NaN            NaN            NaN            NaN            NaN  0.432580       0.527122       0.500565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1375.94        2500.00        98.5630                 NaN            NaN            NaN            NaN            NaN            NaN  0.145653E-001            NaN            NaN            NaN            NaN            NaN  0.419078       0.516501       0.486870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1373.43        2500.00        98.5997                 NaN            NaN            NaN            NaN            NaN            NaN  0.136924E-001            NaN            NaN            NaN            NaN            NaN  0.507141       0.405625       0.473889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1370.93        2500.00        98.6343                 NaN            NaN            NaN            NaN            NaN            NaN  0.128238E-001            NaN            NaN            NaN            NaN            NaN  0.393567       0.497760       0.461515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        98.6678                 NaN            NaN            NaN            NaN            NaN            NaN  0.120053E-001            NaN            NaN            NaN            NaN            NaN  0.381201       0.489344       0.449644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1365.91        2500.00        98.6998                 NaN            NaN            NaN            NaN            NaN            NaN  0.111635E-001            NaN            NaN            NaN            NaN            NaN  0.481630       0.369081       0.438298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1363.41        2500.00        98.7301                 NaN            NaN            NaN            NaN            NaN            NaN  0.104114E-001            NaN            NaN            NaN            NaN            NaN  0.473766       0.358230       0.427478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1360.90        2500.00        98.7595                 NaN            NaN            NaN            NaN            NaN            NaN  0.966390E-002            NaN            NaN            NaN            NaN            NaN  0.466600       0.347161       0.417064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1358.40        2500.00        98.7873                 NaN            NaN            NaN            NaN            NaN            NaN  0.896371E-002            NaN            NaN            NaN            NaN            NaN  0.459860       0.336693       0.407149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1355.89        2500.00        98.8139                 NaN            NaN            NaN            NaN            NaN            NaN  0.820784E-002            NaN            NaN            NaN            NaN            NaN  0.326075       0.454170       0.397613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1353.38        2500.00        98.8397                 NaN            NaN            NaN            NaN            NaN            NaN  0.750001E-002            NaN            NaN            NaN            NaN            NaN  0.448339       0.315979       0.388460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        98.8637                 NaN            NaN            NaN            NaN            NaN            NaN  0.683719E-002            NaN            NaN            NaN            NaN            NaN  0.443299       0.306273       0.379915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1348.37        2500.00        98.8879                 NaN            NaN            NaN            NaN            NaN            NaN  0.614659E-002            NaN            NaN            NaN            NaN            NaN  0.296283       0.438398       0.371242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9102                 NaN            NaN            NaN            NaN            NaN            NaN  0.547424E-002            NaN            NaN            NaN            NaN            NaN  0.434304       0.286747       0.363227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1343.36        2500.00        98.9315                 NaN            NaN            NaN            NaN            NaN            NaN  0.484499E-002            NaN            NaN            NaN            NaN            NaN  0.277820       0.430156       0.355708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.85        2500.00        98.9518                 NaN            NaN            NaN            NaN            NaN            NaN  0.421570E-002            NaN            NaN            NaN            NaN            NaN  0.268223       0.427329       0.348426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.35        2500.00        98.9721                 NaN            NaN            NaN            NaN            NaN            NaN  0.356228E-002            NaN            NaN            NaN            NaN            NaN  0.259626       0.423607       0.341060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.84        2500.00        98.9906                 NaN            NaN            NaN            NaN            NaN            NaN  0.296209E-002            NaN            NaN            NaN            NaN            NaN  0.250801       0.421092       0.334540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0084                 NaN            NaN            NaN            NaN            NaN            NaN  0.234833E-002            NaN            NaN            NaN            NaN            NaN  0.242237       0.418776       0.328189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.83        2500.00        99.0260                 NaN            NaN            NaN            NaN            NaN            NaN  0.173616E-002            NaN            NaN            NaN            NaN            NaN  0.417124       0.233236       0.321942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1328.32        2500.00        99.0423                 NaN            NaN            NaN            NaN            NaN            NaN  0.115254E-002            NaN            NaN            NaN            NaN            NaN  0.224646       0.415752       0.316140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.81        2500.00        99.0576                 NaN            NaN            NaN            NaN            NaN            NaN  0.543344E-003            NaN            NaN            NaN            NaN            NaN  0.215946       0.415367       0.310592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1323.31        2500.00        99.0725                 NaN            NaN            NaN            NaN            NaN            NaN  0.124923E-002            NaN            NaN            NaN            NaN            NaN  0.212496       0.406923       0.306870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.410798       0.201104       0.300851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1318.30        2500.00        97.6243                 NaN            NaN            NaN            NaN            NaN            NaN  0.385490E-002            NaN            NaN            NaN            NaN            NaN  0.604625       0.315048       0.468717       0.983465                 NaN            NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00        74.6721                 NaN            NaN            NaN            NaN            NaN            NaN  0.103103                 NaN            NaN            NaN            NaN            NaN   2.34240        3.36039        3.16726        16.3548                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.28        2500.00        80.1060                 NaN            NaN            NaN            NaN            NaN            NaN  0.733023E-001            NaN            NaN            NaN            NaN            NaN   1.85931        2.65008        2.49661        12.8147                 NaN            NaN            NaN            NaN            NaN            NaN
  1310.78        2500.00        83.6130                 NaN            NaN            NaN            NaN            NaN            NaN  0.537157E-001            NaN            NaN            NaN            NaN            NaN   1.53795        2.20236        2.06473        10.5283                 NaN            NaN            NaN            NaN            NaN            NaN
  1308.27        2500.00        56.0746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.94274        2.74077        5.34094        28.4978        1.40317                 NaN            NaN            NaN            NaN            NaN
  1305.76        2500.00        71.9303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.60965        3.88478        3.44092        18.1953       0.939036                 NaN            NaN            NaN            NaN            NaN
  1303.26        2500.00        80.1630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.77338        1.08518        2.44923        12.8506       0.678669                 NaN            NaN            NaN            NaN            NaN
  1300.75        2500.00        84.6285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.16887       0.799134        1.90867        9.95708       0.537790                 NaN            NaN            NaN            NaN            NaN
  1298.25        2500.00        87.4257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.78875       0.618433        1.56787        8.14936       0.449938                 NaN            NaN            NaN            NaN            NaN
  1295.74        2500.00        89.3409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.495060        1.52751        1.33330        6.91389       0.389299                 NaN            NaN            NaN            NaN            NaN
  1293.23        2500.00        90.7335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33611       0.405399        1.16135        6.01855       0.345076                 NaN            NaN            NaN            NaN            NaN
  1290.73        2500.00        91.7972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18619       0.338776        1.02880        5.33766       0.311370                 NaN            NaN            NaN            NaN            NaN
  1288.22        2500.00        92.6245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07092       0.287084       0.925925        4.80775       0.283852                 NaN            NaN            NaN            NaN            NaN
  1285.71        2500.00        93.3290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.972123       0.242116       0.835854        4.35968       0.261236                 NaN            NaN            NaN            NaN            NaN
  1283.21        2500.00        93.8856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.889497       0.210369       0.765184        4.00695       0.242442                 NaN            NaN            NaN            NaN            NaN
  1280.70        2500.00        94.3662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.183502       0.817580       0.703337        3.70335       0.226079                 NaN            NaN            NaN            NaN            NaN
  1278.20        2500.00        94.7821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.757590       0.159112       0.649522        3.44043       0.211208                 NaN            NaN            NaN            NaN            NaN
  1275.69        2500.00        95.0351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.132629       0.722969       0.615893        3.29090       0.202506                 NaN            NaN            NaN            NaN            NaN
  1273.18        2500.00        95.4871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.125518       0.652791       0.558166        2.99274       0.183706                 NaN            NaN            NaN            NaN            NaN
  1270.68        2500.00        93.4806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.766132       0.427727       0.794757        4.46173       0.690450E-001            NaN            NaN            NaN            NaN            NaN
  1268.17        2500.00        98.1525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.217345                 NaN  0.254462        1.09707       0.278633                 NaN            NaN            NaN            NaN            NaN
  1265.66        2500.00        93.7801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.499162       0.522922       0.936763        4.15015       0.110919                 NaN            NaN            NaN            NaN            NaN
  1263.16        2500.00        97.8192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.455358                 NaN  0.148643        1.33932       0.237498                 NaN            NaN            NaN            NaN            NaN
  1260.65        2500.00        97.5570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.219963                 NaN  0.235480        1.87620       0.111380                 NaN            NaN            NaN            NaN            NaN
  1258.15        2500.00        97.1193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.562852                 NaN  0.324608        1.89272       0.100501                 NaN            NaN            NaN            NaN            NaN
  1255.64        2500.00        91.2123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.772119                 NaN  0.789439        4.78698       0.237629        2.20158                 NaN            NaN            NaN            NaN
  1253.13        2500.00        82.7688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.25740                 NaN   1.38718        8.59169       0.384289        5.61060                 NaN            NaN            NaN            NaN
  1250.63        2500.00        86.7506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.913834                 NaN   1.02315        6.74019       0.191904        4.38029                 NaN            NaN            NaN            NaN
  1248.12        2500.00        81.1147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38123       0.451804E-001   1.56227        9.28792       0.502303        6.10642                 NaN            NaN            NaN            NaN
  1245.61        2500.00        25.4190        25.9609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.85927                 NaN   3.55009        25.1284       0.830624        16.2517                 NaN            NaN            NaN            NaN
  1243.11        2500.00        71.8503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.95634                 NaN   2.27265        14.0613       0.748874        9.11057                 NaN            NaN            NaN            NaN
  1240.60        2500.00        77.6251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.158734        1.27222        1.67272        11.5922       0.382339        7.29670                 NaN            NaN            NaN            NaN
  1238.10        2500.00        52.8781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.42962                 NaN   3.31393        24.5110       0.987821        15.8795                 NaN            NaN            NaN            NaN
  1235.59        2500.00        56.5426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.97712       0.240178        2.99654        22.8243       0.791812        14.6275                 NaN            NaN            NaN            NaN
  1233.08        2500.00        70.8443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.223191        1.23083        1.98639        15.3352       0.488609        9.89153                 NaN            NaN            NaN            NaN
  1230.58        2500.00        78.5958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.225504       0.845464        1.44837        11.2667       0.322627        7.29554                 NaN            NaN            NaN            NaN
  1228.07        2500.00        82.9889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.637353       0.227923        1.14744        8.96329       0.229468        5.80563                 NaN            NaN            NaN            NaN
  1225.56        2500.00        85.3691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.232610       0.522368       0.984145        7.72064       0.176993        4.99410                 NaN            NaN            NaN            NaN
  1223.06        2500.00        86.6122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.250063       0.462117       0.905788        7.08405       0.145157        4.54060                 NaN            NaN            NaN            NaN
  1220.55        2500.00        89.6840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.261262       0.288459       0.690316        5.48475       0.845997E-001   3.50658                 NaN            NaN            NaN            NaN
  1218.05        2500.00        88.4627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.429023       0.216494       0.779565        6.12478       0.118840        3.86862                 NaN            NaN            NaN            NaN
  1215.54        2500.00        90.3732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.317325       0.245090       0.661503        5.14952       0.790930E-001   3.17427                 NaN            NaN            NaN            NaN
  1213.03        2500.00        91.0004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.293092       0.249567       0.622535        4.83545       0.679745E-001   2.93100                 NaN            NaN            NaN            NaN
  1210.53        2500.00        91.5482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.273419       0.252535       0.588536        4.56782       0.590328E-001   2.71049                 NaN            NaN            NaN            NaN
  1208.02        2500.00        92.0997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.254300       0.255444       0.555193        4.29272       0.513456E-001   2.49133                 NaN            NaN            NaN            NaN
  1205.51        2500.00        92.2409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.256499       0.252783       0.549406        4.24279       0.476550E-001   2.41000                 NaN            NaN            NaN            NaN
  1203.01        2500.00        90.3203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.430926                 NaN  0.645999        5.48437       0.864335E-001   3.03198                 NaN            NaN            NaN            NaN
  1200.50        2500.00        99.3113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644951E-001            NaN  0.677091E-001  0.223356       0.954592E-002  0.323620                 NaN            NaN            NaN            NaN
  1197.99        2500.00        97.0066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.138073                 NaN  0.181142        1.90415       0.215613E-001  0.748472                 NaN            NaN            NaN            NaN
  1195.49        2500.00        88.5795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08325       0.140832       0.911687        6.12188       0.125101E-001   3.15037                 NaN            NaN            NaN            NaN
  1192.98        2500.00        94.9769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.236659       0.167901       0.370633        2.84115       0.228957E-001   1.38387                 NaN            NaN            NaN            NaN
  1190.48        2500.00        96.1040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.176420                 NaN  0.272135        2.27944       0.304329E-001   1.13757                 NaN            NaN            NaN            NaN
  1187.97        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130687E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1185.46        2500.00        84.8988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.653907       0.555901        1.09516        8.82548       0.793845E-001   3.89134                 NaN            NaN            NaN            NaN
  1182.96        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1180.45        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1177.94        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1175.44        2500.00        87.3828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.719039       0.139400       0.881269        7.72788       0.842246E-001   3.06540                 NaN            NaN            NaN            NaN
  1172.93        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1170.43        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1167.92        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1165.41        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.407553E-005            NaN  0.239119E-005  0.148399E-004            NaN  0.539803E-005            NaN            NaN            NaN            NaN
  1162.91        2500.00        87.6931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.80210                 NaN   1.09413        6.82059                 NaN   2.58072       0.939032E-002            NaN            NaN            NaN
  1160.40        2500.00        96.0671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.968220E-001            NaN  0.259607        2.45601       0.175153E-003  0.851877       0.268371                 NaN            NaN            NaN
  1157.89        2500.00        95.8938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.150052                 NaN            NaN            NaN            NaN  0.225135        2.55138       0.265832E-001  0.886634       0.266409                 NaN            NaN            NaN
  1155.39        2500.00        96.1553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.163214                 NaN            NaN            NaN            NaN  0.200656        2.39468       0.247385E-001  0.821810       0.239573                 NaN            NaN            NaN
  1152.88        2500.00        96.3482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.156961                 NaN            NaN            NaN            NaN  0.186483        2.29609       0.230292E-001  0.768190       0.221011                 NaN            NaN            NaN
  1150.38        2500.00        96.5743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.151928                 NaN            NaN            NaN            NaN  0.173703        2.15753       0.215239E-001  0.716704       0.204270                 NaN            NaN            NaN
  1147.87        2500.00        96.8065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.142713                 NaN            NaN            NaN            NaN  0.155752        2.04080       0.195364E-001  0.652185       0.182476                 NaN            NaN            NaN
  1145.36        2500.00        96.9639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.139040                 NaN            NaN            NaN            NaN  0.146926        1.94496       0.184583E-001  0.615903       0.170803                 NaN            NaN            NaN
  1142.86        2500.00        88.3907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30293        6.35978       0.157492        2.56471        1.22443                 NaN            NaN            NaN
  1140.35        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.121733E-004            NaN            NaN            NaN            NaN  0.234742E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1137.84        2500.00        99.9998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.126476E-004  0.156590E-003            NaN  0.301992E-004            NaN            NaN            NaN            NaN
  1135.34        2500.00        92.6200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.451457                 NaN            NaN            NaN            NaN  0.368485        5.51776                 NaN   1.04232                 NaN            NaN            NaN            NaN
  1132.83        2500.00        99.9861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.386771E-002            NaN            NaN            NaN            NaN            NaN  0.948498E-002            NaN  0.508421E-003            NaN            NaN            NaN            NaN
  1130.33        2500.00        99.9720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.184238E-002            NaN            NaN            NaN            NaN  0.161409E-002  0.207909E-001  0.574910E-003  0.321958E-002            NaN            NaN            NaN            NaN
  1127.82        2500.00        98.8555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.838594E-001            NaN            NaN            NaN            NaN            NaN  0.834723                 NaN  0.199975       0.259751E-001            NaN            NaN            NaN
  1125.31        2500.00        95.9736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.342410                 NaN            NaN            NaN            NaN            NaN   2.98464                 NaN  0.699401                 NaN            NaN            NaN            NaN
  1122.81        2500.00        99.2865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.619857E-001            NaN            NaN            NaN            NaN            NaN  0.318309                 NaN  0.214632       0.118621                 NaN            NaN            NaN
  1120.30        2500.00        98.3112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.114365                 NaN            NaN   1.17165                 NaN  0.339889       0.628747E-001            NaN            NaN            NaN
  1117.79        2500.00        98.3293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.804397E-001            NaN            NaN            NaN            NaN  0.220947        1.15854                 NaN  0.210820                 NaN            NaN            NaN            NaN
  1115.29        2500.00        98.8981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.168861       0.241671E-005            NaN            NaN            NaN            NaN  0.621319                 NaN  0.304006       0.773121E-002            NaN            NaN            NaN
  1112.78        2500.00        98.5867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.879913E-001            NaN            NaN            NaN            NaN            NaN  0.961955                 NaN  0.289045       0.743534E-001            NaN            NaN            NaN
  1110.28        2500.00        98.0351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.993499E-001            NaN            NaN            NaN            NaN            NaN   1.57023                 NaN  0.295279                 NaN            NaN            NaN            NaN
  1107.77        2500.00        9.10658        82.5133        6.65122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.280364                 NaN            NaN   1.23609                 NaN  0.212430                 NaN            NaN            NaN            NaN
  1105.26        2500.00        6.06772        87.4927        5.84949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.973751E-001            NaN            NaN  0.394143                 NaN  0.985970E-001            NaN            NaN            NaN            NaN
  1102.76        2500.00        72.2528        25.4675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.345830        1.37990                 NaN  0.434183       0.119763                 NaN            NaN            NaN
  1100.25        2500.00        98.6384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.31433                 NaN  0.231451E-002  0.449969E-001            NaN            NaN            NaN
  1097.74        2500.00        99.4501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.388079       0.161864                 NaN            NaN            NaN
  1095.24        2500.00        37.5460        61.9168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.274739                 NaN            NaN  0.185826       0.767001E-001            NaN            NaN            NaN
  1092.73        2500.00        96.7624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.171771E-001            NaN            NaN            NaN            NaN            NaN   3.12707                 NaN  0.933380E-001            NaN            NaN            NaN            NaN
  1090.23        2500.00        99.2147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.148142                 NaN            NaN            NaN            NaN            NaN  0.277258                 NaN  0.329563       0.303161E-001            NaN            NaN            NaN
  1087.72        2500.00        98.3671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.327293E-001            NaN            NaN            NaN            NaN            NaN   1.57962                 NaN  0.205041E-001            NaN            NaN            NaN            NaN
