|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1560.90        500.000       0.932051E-002   99.5715       0.397547       0.216356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.49        500.000                 NaN   99.2403       0.759682       0.135444E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.09        500.000                 NaN   99.2416       0.758450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000       0.219020E-003   99.2473       0.752468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.28        500.000                 NaN   99.2507       0.749349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        500.000                 NaN   99.2545       0.745477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.47        500.000                 NaN   99.2593       0.740656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        500.000                 NaN   98.8448        1.15522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.65        500.000                 NaN   99.6873       0.312679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.25        500.000                 NaN   99.2733       0.726749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000                 NaN   99.2743       0.725651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.44        500.000                 NaN   99.2788       0.721213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.03        500.000       0.545399E-002   99.2532       0.741315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.63        500.000                 NaN   99.3343       0.665703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.22        500.000                 NaN   99.2891       0.710889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.81        500.000                 NaN   99.2912       0.708769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.41        500.000                 NaN   99.2961       0.703932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.00        500.000                 NaN   99.2948       0.705171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.60        500.000                 NaN   99.3003       0.692567                 NaN  0.717480E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1534.19        500.000                 NaN   99.1251       0.546316E-001            NaN  0.820316                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.78        500.000                 NaN   98.9814                 NaN  0.120977E-004   1.01861                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000                 NaN   99.4010                 NaN            NaN  0.599042                 NaN            NaN            NaN            NaN            NaN            NaN
  1529.97        500.000                 NaN   98.7608                 NaN            NaN   1.23924                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.57        500.000       0.468782E-002   98.9181                 NaN            NaN  0.952281E-001  0.982019                 NaN            NaN            NaN            NaN            NaN
  1527.16        500.000       0.674063E-002   98.3965                 NaN            NaN  0.513653        1.08312                 NaN            NaN            NaN            NaN            NaN
  1525.76        500.000       0.659513E-002   98.4214                 NaN            NaN  0.503716        1.06831                 NaN            NaN            NaN            NaN            NaN
  1524.35        500.000       0.648615E-002   98.4450                 NaN            NaN   1.05232       0.496160                 NaN            NaN            NaN            NaN            NaN
  1522.94        500.000       0.155220E-002   98.4612       0.366064                 NaN   1.17118                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.54        500.000       0.929256E-003   98.4610       0.404435                 NaN   1.13368                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        500.000       0.765782E-003   98.4874       0.399093                 NaN   1.11275                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.73        500.000       0.611358E-003   98.5122       0.393137                 NaN   1.09403                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000       0.449251E-003   98.5383       0.387767                 NaN   1.07349                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000       0.329171E-003   98.5617       0.380857                 NaN   1.05714                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000       0.184881E-003   98.5848       0.376165                 NaN   1.03884                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000       0.724954E-004   98.6068       0.369063                 NaN   1.02403                 NaN            NaN            NaN            NaN            NaN            NaN
