|6.6.6
Archiving\03_Data\eq/QFM_m3.5/GRV/GRV_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3194       0.680607                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3193       0.680681                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3192       0.680755                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3192       0.680829                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3191       0.680903                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3190       0.680977                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3189       0.681051                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3189       0.681125                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3188       0.681199                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3187       0.681273                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3187       0.681347                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3186       0.681422                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3185       0.681496                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3184       0.681571                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3184       0.681645                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3183       0.681720                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3182       0.681795                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3181       0.681869                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3181       0.681944                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3180       0.682019                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3179       0.682094                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3178       0.682169                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.3178       0.682244                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3177       0.682319                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3176       0.682394                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3175       0.682469                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3175       0.682544                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3174       0.682620                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3173       0.682695                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.3172       0.682771                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.3172       0.682846                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.3171       0.682922                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.3170       0.682997                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.3169       0.683073                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.3169       0.683149                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.3168       0.683224                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.3167       0.683300                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.3166       0.683376                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.3165       0.683452                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.3165       0.683528                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.3164       0.683604                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.3163       0.683680                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.3162       0.683757                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.3162       0.683833                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.3161       0.683909                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.3160       0.683986                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.3159       0.684062                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.3159       0.684138                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.3158       0.684215                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.3157       0.684292                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.3156       0.684368                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.3156       0.684445                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.3155       0.684522                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.3154       0.684599                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.3153       0.684675                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.3152       0.684752                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.3152       0.684829                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.3151       0.684903                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.2971       0.685008       0.178944E-001            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2838       0.685104       0.311026E-001            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.2705       0.685200       0.443147E-001            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.2575       0.685295       0.571698E-001            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.2446       0.685390       0.700286E-001            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.2316       0.685485       0.828911E-001            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.2187       0.685580       0.957574E-001            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.2062       0.685675       0.108159                 NaN            NaN            NaN            NaN
  1788.46        2500.00        99.1937       0.685769       0.120563                 NaN            NaN            NaN            NaN
  1785.26        2500.00        99.1812       0.685864       0.132972                 NaN            NaN            NaN            NaN
  1782.05        2500.00        99.1687       0.685958       0.145383                 NaN            NaN            NaN            NaN
  1778.85        2500.00        99.1565       0.686053       0.157452                 NaN            NaN            NaN            NaN
  1775.64        2500.00        99.1443       0.686147       0.169523                 NaN            NaN            NaN            NaN
  1772.44        2500.00        98.8435       0.686342       0.181504       0.288631                 NaN            NaN            NaN
  1769.23        2500.00        98.0739       0.686701       0.193565        1.04580                 NaN            NaN            NaN
  1766.03        2500.00        97.2979       0.687060       0.205116        1.80995                 NaN            NaN            NaN
  1762.82        2500.00        96.5210       0.687417       0.216678        2.57488                 NaN            NaN            NaN
  1759.62        2500.00        95.7434       0.687772       0.228252        3.34056                 NaN            NaN            NaN
  1756.41        2500.00        94.9650       0.688126       0.239837        4.10699                 NaN            NaN            NaN
  1753.21        2500.00        94.1859       0.688477       0.251433        4.87417                 NaN            NaN            NaN
  1750.00        2500.00        93.4060       0.688826       0.263041        5.64209                 NaN            NaN            NaN
  1746.79        2500.00        92.6254       0.689173       0.274659        6.41074                 NaN            NaN            NaN
  1743.59        2500.00        91.8441       0.689518       0.286288        7.18012                 NaN            NaN            NaN
  1740.38        2500.00        91.0628       0.689861       0.296989        7.95033                 NaN            NaN            NaN
  1737.18        2500.00        90.2808       0.690201       0.307699        8.72126                 NaN            NaN            NaN
