|6.6.6
Archiving\03_Data\eq/QFM_m0.75/Y98/Y98_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.2169       0.774755       0.835186E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2168       0.774825       0.835184E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2168       0.774894       0.835181E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2167       0.774964       0.835179E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2166       0.775034       0.835177E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2165       0.775104       0.835176E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2165       0.775173       0.835174E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2164       0.775243       0.835173E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2163       0.775313       0.835172E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2163       0.775383       0.835170E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2162       0.775453       0.835169E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2161       0.775523       0.835168E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2161       0.775593       0.835168E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2160       0.775663       0.835167E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2159       0.775734       0.835167E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2158       0.775804       0.835167E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2158       0.775874       0.835167E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2157       0.775944       0.835167E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2156       0.776014       0.835167E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2156       0.776085       0.835168E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.2155       0.776155       0.835168E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.2154       0.776225       0.835169E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.2154       0.776296       0.835170E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.2153       0.776366       0.835171E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.2152       0.776437       0.835172E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.2151       0.776507       0.835174E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.2151       0.776577       0.835175E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.2150       0.776648       0.835177E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.2149       0.776718       0.835179E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.2149       0.776789       0.835181E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.2148       0.776860       0.835183E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2147       0.776930       0.835185E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.2146       0.777001       0.835188E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.2146       0.777072       0.835190E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2145       0.777142       0.835192E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.2144       0.777213       0.835195E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.2144       0.777283       0.835198E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.2143       0.777354       0.835201E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.2142       0.777425       0.835204E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.2142       0.777496       0.835208E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.2141       0.777567       0.835212E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.2140       0.777638       0.835215E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.2139       0.777708       0.835219E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.2139       0.777779       0.835223E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.2138       0.777850       0.835227E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.2137       0.777921       0.835231E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.2137       0.777992       0.835235E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.2136       0.778063       0.835240E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.2135       0.778134       0.835244E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.2134       0.778205       0.835249E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.2134       0.778276       0.835254E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.2133       0.778347       0.835259E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.2132       0.778418       0.835264E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.2132       0.778489       0.835269E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.2131       0.778560       0.835274E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.2130       0.778631       0.835280E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.2129       0.778703       0.835286E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.2129       0.778774       0.835291E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.2128       0.778845       0.835297E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2127       0.778916       0.835303E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.2127       0.778987       0.835309E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.2126       0.779058       0.835315E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.2125       0.779129       0.835322E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.2124       0.779201       0.835328E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.2124       0.779272       0.835335E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.2123       0.779343       0.835341E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.2122       0.779414       0.835348E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.2122       0.779486       0.835355E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.2121       0.779557       0.835362E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.2120       0.779628       0.835369E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.2119       0.779700       0.835377E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.2119       0.779771       0.835384E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.0691       0.779857                 NaN  0.151009                 NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.0650       0.779930                 NaN  0.155031                 NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.0609       0.780002                 NaN  0.159054                 NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.0568       0.780075                 NaN  0.163077                 NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.0528       0.780148                 NaN  0.167101                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.0487       0.780220                 NaN  0.171125                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.0446       0.780293                 NaN  0.175150                 NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.0405       0.780366                 NaN  0.179176                 NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.0364       0.780438                 NaN  0.183203                 NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.0296       0.780512                 NaN  0.189882                 NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.0229       0.780585                 NaN  0.196563                 NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.0161       0.780659                 NaN  0.203245                 NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.0093       0.780732                 NaN  0.209928                 NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.0026       0.780806                 NaN  0.216612                 NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        98.9958       0.780879                 NaN  0.223297                 NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        98.9891       0.780953                 NaN  0.229983                 NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        98.9823       0.781027                 NaN  0.236670                 NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        98.9733       0.781101                 NaN  0.245570                 NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        98.9644       0.781175                 NaN  0.254473                 NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        98.9501       0.781255                 NaN  0.265390       0.328344E-002            NaN            NaN            NaN            NaN
  1705.13        2500.00        98.9248       0.781348                 NaN  0.277998       0.158193E-001            NaN            NaN            NaN            NaN
  1701.92        2500.00        98.8982       0.781441                 NaN  0.292227       0.280956E-001            NaN            NaN            NaN            NaN
  1698.72        2500.00        98.8716       0.781534                 NaN  0.306458       0.403750E-001            NaN            NaN            NaN            NaN
  1695.51        2500.00        98.8450       0.781627                 NaN  0.320693       0.526575E-001            NaN            NaN            NaN            NaN
  1692.31        2500.00        98.8184       0.781720                 NaN  0.334931       0.649429E-001            NaN            NaN            NaN            NaN
  1689.10        2500.00        98.7752       0.781818                 NaN  0.366376       0.766299E-001            NaN            NaN            NaN            NaN
  1685.90        2500.00        98.7319       0.781916                 NaN  0.397828       0.883199E-001            NaN            NaN            NaN            NaN
  1682.69        2500.00        98.6887       0.782013                 NaN  0.429286       0.100013                 NaN            NaN            NaN            NaN
  1679.49        2500.00        98.6454       0.782111                 NaN  0.460752       0.111709                 NaN            NaN            NaN            NaN
  1676.28        2500.00        98.6022       0.782209                 NaN  0.492224       0.123408                 NaN            NaN            NaN            NaN
  1673.08        2500.00        98.5589       0.782306                 NaN  0.523704       0.135110                 NaN            NaN            NaN            NaN
  1669.87        2500.00        98.5156       0.782403                 NaN  0.555190       0.146815                 NaN            NaN            NaN            NaN
  1666.67        2500.00        98.4723       0.782501                 NaN  0.586683       0.158523                 NaN            NaN            NaN            NaN
  1663.46        2500.00        98.3202       0.782634                 NaN  0.727657       0.169478                 NaN            NaN            NaN            NaN
  1660.26        2500.00        98.1681       0.782767                 NaN  0.868674       0.180436                 NaN            NaN            NaN            NaN
  1657.05        2500.00        98.0160       0.782899                 NaN   1.00973       0.191398                 NaN            NaN            NaN            NaN
  1653.85        2500.00        97.8638       0.783031                 NaN   1.15084       0.202364                 NaN            NaN            NaN            NaN
  1650.64        2500.00        97.7115       0.783163                 NaN   1.29198       0.213334                 NaN            NaN            NaN            NaN
  1647.44        2500.00        97.5592       0.783294                 NaN   1.43317       0.224307                 NaN            NaN            NaN            NaN
  1644.23        2500.00        97.4069       0.783425                 NaN   1.57440       0.235283                 NaN            NaN            NaN            NaN
  1641.03        2500.00        97.2545       0.783555                 NaN   1.71567       0.246264                 NaN            NaN            NaN            NaN
  1637.82        2500.00        96.8229       0.783778                 NaN   2.13660       0.256746                 NaN            NaN            NaN            NaN
  1634.62        2500.00        96.3910       0.783999                 NaN   2.55774       0.267234                 NaN            NaN            NaN            NaN
  1631.41        2500.00        95.9590       0.784219                 NaN   2.97910       0.277727                 NaN            NaN            NaN            NaN
  1628.21        2500.00        95.5267       0.784438                 NaN   3.40068       0.288226                 NaN            NaN            NaN            NaN
  1625.00        2500.00        94.9608       0.784699                 NaN   3.95593       0.298536                 NaN            NaN            NaN            NaN
  1621.79        2500.00        94.3947       0.784958                 NaN   4.51151       0.308852                 NaN            NaN            NaN            NaN
  1618.59        2500.00        93.0960       0.786011                 NaN   4.85985       0.309483       0.948639                 NaN            NaN            NaN
  1615.38        2500.00        91.2773       0.787656                 NaN   5.01710       0.302221        2.61574                 NaN            NaN            NaN
  1612.18        2500.00        89.7026       0.789099                 NaN   5.15399       0.293953        4.06036                 NaN            NaN            NaN
  1608.97        2500.00        88.1222       0.790545                 NaN   5.29136       0.285653        5.51023                 NaN            NaN            NaN
  1605.77        2500.00        86.5361       0.791994                 NaN   5.42921       0.277322        6.96535                 NaN            NaN            NaN
  1602.56        2500.00        84.9443       0.793446                 NaN   5.56755       0.268959        8.42575                 NaN            NaN            NaN
  1599.36        2500.00        83.3467       0.794901                 NaN   5.70638       0.260565        9.89145                 NaN            NaN            NaN
  1596.15        2500.00        81.7434       0.796359                 NaN   5.84569       0.252140        11.3624                 NaN            NaN            NaN
  1592.95        2500.00        80.1342       0.797820                 NaN   5.98550       0.243682        12.8388                 NaN            NaN            NaN
  1589.74        2500.00        78.5193       0.799284                 NaN   6.12580       0.235193        14.3204                 NaN            NaN            NaN
  1586.54        2500.00        77.2323       0.800483                 NaN   6.23392       0.224706        15.5086                 NaN            NaN            NaN
  1583.33        2500.00        75.9415       0.801685                 NaN   6.34236       0.214187        16.7003                 NaN            NaN            NaN
  1580.13        2500.00        74.6469       0.802888                 NaN   6.45110       0.203636        17.8955                 NaN            NaN            NaN
  1576.92        2500.00        73.3485       0.804094                 NaN   6.56016       0.193052        19.0942                 NaN            NaN            NaN
  1573.72        2500.00        72.0463       0.805301                 NaN   6.66952       0.182437        20.2964                 NaN            NaN            NaN
  1570.51        2500.00        70.7404       0.806509                 NaN   6.77919       0.171788        21.5021                 NaN            NaN            NaN
  1567.31        2500.00        69.4306       0.807720                 NaN   6.88918       0.161108        22.7114                 NaN            NaN            NaN
  1564.10        2500.00        68.1170       0.808932                 NaN   6.99948       0.150395        23.9242                 NaN            NaN            NaN
  1560.90        2500.00        67.0067       0.809987                 NaN   7.08579       0.136758        24.9607                 NaN            NaN            NaN
  1557.69        2500.00        65.8937       0.811043                 NaN   7.17232       0.123086        25.9998                 NaN            NaN            NaN
  1554.49        2500.00        64.7779       0.812101                 NaN   7.25906       0.109377        27.0416                 NaN            NaN            NaN
  1551.28        2500.00        63.6593       0.813160                 NaN   7.34601       0.956320E-001   28.0859                 NaN            NaN            NaN
