|6.6.6
Archiving\03_Data\eq/QFM_m0.75/Y98/Y98_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.0136       0.962792       0.236316E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0136       0.962790       0.236315E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0136       0.962788       0.236315E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0136       0.962786       0.236314E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0136       0.962785       0.236314E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0136       0.962783       0.236313E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0136       0.962781       0.236313E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0136       0.962779       0.236313E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0136       0.962778       0.236312E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0136       0.962776       0.236312E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0136       0.962774       0.236311E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0136       0.962772       0.236311E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.0136       0.962770       0.236310E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0136       0.962768       0.236310E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0136       0.962766       0.236309E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0136       0.962764       0.236309E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0136       0.962762       0.236308E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0136       0.962760       0.236308E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0136       0.962758       0.236307E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.0136       0.962756       0.236307E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0136       0.962754       0.236306E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0136       0.962752       0.236306E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0136       0.962750       0.236305E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0136       0.962747       0.236305E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0136       0.962745       0.236304E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.0136       0.962743       0.236304E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.0136       0.962741       0.236303E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.0136       0.962738       0.236302E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.0136       0.962736       0.236302E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.0136       0.962734       0.236301E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.0136       0.962731       0.236301E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.0136       0.962729       0.236300E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.0136       0.962727       0.236300E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.0136       0.962724       0.236299E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.0136       0.962722       0.236298E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.0137       0.962719       0.236298E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.0137       0.962717       0.236297E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.0137       0.962714       0.236296E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.0137       0.962711       0.236296E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.0137       0.962709       0.236295E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.0137       0.962706       0.236295E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.0137       0.962704       0.236294E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.0137       0.962701       0.236293E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.0137       0.962698       0.236293E-001            NaN            NaN            NaN            NaN            NaN            NaN
