|6.6.6
Archiving\03_Data\eq/QFM/YM20/YM20_3.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5038       0.280075       0.216123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.4948       0.289107       0.216137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.4857       0.298140       0.216151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.4767       0.307176       0.216165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.4676       0.316213       0.216179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.4586       0.325252       0.216193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.4495       0.334293       0.216207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.4404       0.343335       0.216221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.4314       0.352380       0.216235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.4160       0.367795       0.216250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.4005       0.383214       0.216265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3851       0.398636       0.216280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3696       0.414061       0.216295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3542       0.429489       0.216311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3388       0.444921       0.216326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3233       0.460355       0.216341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3079       0.475793       0.216356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2738       0.509839       0.216374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2397       0.543893       0.216391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2056       0.577955       0.216409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1715       0.612024       0.216427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1375       0.646101       0.216444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1034       0.680186       0.216462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0692       0.714278       0.216480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0351       0.748378       0.216498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        98.9741       0.809423       0.216519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        98.9130       0.870484       0.216541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        98.8040       0.950666       0.198315                 NaN  0.470266E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        98.6403        1.06578       0.167569                 NaN  0.126337                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        98.4173        1.23015       0.130449                 NaN  0.222100                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        98.1942        1.39460       0.933123E-001            NaN  0.317914                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        97.8904        1.61906       0.467979E-001  0.579380E-002  0.437936                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        97.5004        1.91563                 NaN  0.252414E-001  0.558739                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        97.0933        2.30918                 NaN  0.385639E-001  0.558954                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        96.6859        2.70301                 NaN  0.518966E-001  0.559169                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        96.2783        3.09712                 NaN  0.652393E-001  0.559383                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        95.8703        3.49151                 NaN  0.785920E-001  0.559596                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        95.4620        3.88619                 NaN  0.919548E-001  0.559809                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        95.0535        4.28115                 NaN  0.105327       0.560021                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        94.6447        4.67639                 NaN  0.118710       0.560233                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        94.2356        5.07190                 NaN  0.132103       0.560444                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        93.6875        5.60780                 NaN  0.143970       0.560706                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        93.1390        6.14416                 NaN  0.155849       0.560967                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        92.5900        6.68100                 NaN  0.167738       0.561228                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        92.0406        7.21830                 NaN  0.179638       0.561487                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        91.4906        7.75606                 NaN  0.191548       0.561746                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        90.9402        8.29429                 NaN  0.203469       0.562005                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        90.3894        8.83298                 NaN  0.215401       0.562262                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        89.8380        9.37212                 NaN  0.227343       0.562519                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        89.2842        9.91484                 NaN  0.238203       0.562778                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        88.7299        10.4580                 NaN  0.249073       0.563037                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        88.1751        11.0016                 NaN  0.259952       0.563295                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        87.6199        11.5457                 NaN  0.270841       0.563552                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        87.0642        12.0903                 NaN  0.281739       0.563808                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        86.5080        12.6353                 NaN  0.292647       0.564063                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        85.9514        13.1807                 NaN  0.303564       0.564318                 NaN            NaN            NaN            NaN            NaN            NaN
