|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1280.51        500.000                 NaN   94.8032                 NaN            NaN            NaN  0.919335       0.545996                 NaN  0.594003        3.13744                 NaN            NaN
  1279.06        500.000                 NaN   95.1332                 NaN            NaN            NaN  0.515702       0.854247                 NaN  0.557179        2.93971                 NaN            NaN
  1277.62        500.000                 NaN   95.4282                 NaN            NaN            NaN  0.487942       0.796703                 NaN  0.524050        2.76315                 NaN            NaN
  1276.17        500.000                 NaN   95.6928                 NaN            NaN            NaN  0.462627       0.744782                 NaN  0.494083        2.60574                 NaN            NaN
  1274.72        500.000                 NaN   95.9287                 NaN            NaN            NaN  0.440364       0.698584                 NaN  0.467446        2.46489                 NaN            NaN
  1273.28        500.000                 NaN   96.1440                 NaN            NaN            NaN  0.656271       0.419890                 NaN  0.442907        2.33696                 NaN            NaN
  1271.83        500.000                 NaN   96.3368                 NaN            NaN            NaN  0.401665       0.618258                 NaN  0.420856        2.22245                 NaN            NaN
  1270.39        500.000                 NaN   96.5149                 NaN            NaN            NaN  0.583520       0.384191                 NaN  0.400396        2.11702                 NaN            NaN
  1268.94        500.000                 NaN   96.6768                 NaN            NaN            NaN  0.368888       0.551869                 NaN  0.381798        2.02064                 NaN            NaN
  1267.49        500.000                 NaN   96.8248                 NaN            NaN            NaN  0.354491       0.522843                 NaN  0.364639        1.93320                 NaN            NaN
  1266.05        500.000                 NaN   96.9652                 NaN            NaN            NaN  0.495177       0.341173                 NaN  0.348290        1.85016                 NaN            NaN
  1264.60        500.000                 NaN   97.0943                 NaN            NaN            NaN  0.470088       0.327686                 NaN  0.333250        1.77463                 NaN            NaN
  1263.16        500.000                 NaN   97.2121                 NaN            NaN            NaN  0.316528       0.447688                 NaN  0.319537        1.70411                 NaN            NaN
  1261.71        500.000                 NaN   97.3221                 NaN            NaN            NaN  0.305263       0.426224                 NaN  0.306619        1.63982                 NaN            NaN
  1260.26        500.000                 NaN   97.4282                 NaN            NaN            NaN  0.405176       0.295315                 NaN  0.294051        1.57729                 NaN            NaN
  1258.82        500.000                 NaN   97.5204                 NaN            NaN            NaN  0.387403       0.286426                 NaN  0.283311        1.52247                 NaN            NaN
  1257.37        500.000                 NaN   97.6113                 NaN            NaN            NaN  0.276862       0.370483                 NaN  0.272559        1.46877                 NaN            NaN
  1255.93        500.000                 NaN   97.6985                 NaN            NaN            NaN  0.267821       0.353820                 NaN  0.262130        1.41776                 NaN            NaN
  1254.48        500.000                 NaN   97.7791                 NaN            NaN            NaN  0.259557       0.338191                 NaN  0.252481        1.37068                 NaN            NaN
  1253.04        500.000                 NaN   97.8536                 NaN            NaN            NaN  0.252087       0.324172                 NaN  0.243666        1.32650                 NaN            NaN
  1251.59        500.000                 NaN   97.9253                 NaN            NaN            NaN  0.310178       0.245153                 NaN  0.235008        1.28439                 NaN            NaN
  1250.14        500.000                 NaN   97.9926                 NaN            NaN            NaN  0.297966       0.238033                 NaN  0.226988        1.24444                 NaN            NaN
  1248.70        500.000                 NaN   98.0570                 NaN            NaN            NaN  0.231198       0.285581                 NaN  0.219218        1.20699                 NaN            NaN
  1247.25        500.000                 NaN   98.1165                 NaN            NaN            NaN  0.225140       0.274695                 NaN  0.212130        1.17153                 NaN            NaN
  1245.81        500.000                 NaN   98.1744                 NaN            NaN            NaN  0.218919       0.263756                 NaN  0.205201        1.13773                 NaN            NaN
  1244.36        500.000                 NaN   98.2311                 NaN            NaN            NaN  0.253715       0.213026                 NaN  0.198243        1.10388                 NaN            NaN
  1242.91        500.000                 NaN   98.2818                 NaN            NaN            NaN  0.208050       0.243707                 NaN  0.192134        1.07429                 NaN            NaN
  1241.47        500.000                 NaN   98.3297                 NaN            NaN            NaN  0.235119       0.203186                 NaN  0.186408        1.04557                 NaN            NaN
  1240.02        500.000                 NaN   98.3785                 NaN            NaN            NaN  0.197853       0.226071                 NaN  0.180479        1.01711                 NaN            NaN
  1238.58        500.000                 NaN   98.4249                 NaN            NaN            NaN  0.192588       0.217312                 NaN  0.174814       0.990368                 NaN            NaN
  1237.13        500.000                 NaN   98.4682                 NaN            NaN            NaN  0.188681       0.209565                 NaN  0.169516       0.964007                 NaN            NaN
  1235.68        500.000                 NaN   98.5075                 NaN            NaN            NaN  0.202614       0.184464                 NaN  0.164875       0.940572                 NaN            NaN
  1234.24        500.000                 NaN   98.5465                 NaN            NaN            NaN  0.180606       0.195343                 NaN  0.160058       0.917494                 NaN            NaN
  1232.79        500.000                 NaN   98.5825                 NaN            NaN            NaN  0.188972       0.176813                 NaN  0.155830       0.895885                 NaN            NaN
  1231.35        500.000                 NaN   98.6178                 NaN            NaN            NaN  0.172553       0.182933                 NaN  0.151418       0.875269                 NaN            NaN
  1229.90        500.000                 NaN   98.6581                 NaN            NaN            NaN  0.175112       0.169210                 NaN  0.146516       0.851108                 NaN            NaN
  1228.45        500.000                 NaN   98.6880                 NaN            NaN            NaN  0.169739       0.166202                 NaN  0.142814       0.833226                 NaN            NaN
  1227.01        500.000                 NaN   98.7211                 NaN            NaN            NaN  0.164402       0.161625                 NaN  0.138950       0.813951                 NaN            NaN
  1225.56        500.000                 NaN   98.7511                 NaN            NaN            NaN  0.159863       0.158483                 NaN  0.135214       0.795376                 NaN            NaN
  1224.12        500.000                 NaN   98.7803                 NaN            NaN            NaN  0.156996       0.152636                 NaN  0.131665       0.778387                 NaN            NaN
  1222.67        500.000                 NaN   98.8085                 NaN            NaN            NaN  0.154169       0.148020                 NaN  0.128196       0.761159                 NaN            NaN
  1221.22        500.000                 NaN   98.8349                 NaN            NaN            NaN  0.151434       0.143477                 NaN  0.125050       0.745126                 NaN            NaN
  1219.78        500.000                 NaN   98.8611                 NaN            NaN            NaN  0.138402       0.149213                 NaN  0.121796       0.729518                 NaN            NaN
  1218.33        500.000                 NaN   98.8870                 NaN            NaN            NaN  0.146665       0.133731                 NaN  0.118669       0.713925                 NaN            NaN
  1216.89        500.000                 NaN   98.9111                 NaN            NaN            NaN  0.144584       0.129335                 NaN  0.115775       0.699210                 NaN            NaN
  1215.44        500.000                 NaN   98.9340                 NaN            NaN            NaN  0.124974       0.142505                 NaN  0.112964       0.685558                 NaN            NaN
  1214.00        500.000                 NaN   94.5768                 NaN            NaN            NaN  0.167271       0.441998                 NaN  0.419515        2.29118        2.10324                 NaN
  1212.55        500.000                 NaN   93.2950                 NaN            NaN            NaN  0.638418       0.750904E-001            NaN  0.510985        2.74811        2.73244                 NaN
  1211.10        500.000                 NaN   93.4575                 NaN            NaN            NaN  0.704922                 NaN            NaN  0.501500        2.67210        2.66398                 NaN
  1209.66        500.000                 NaN   92.3166                 NaN            NaN            NaN  0.769906                 NaN            NaN  0.592358        3.15753        3.07930       0.843337E-001
  1208.21        500.000                 NaN   92.0788                 NaN            NaN            NaN  0.783592                 NaN            NaN  0.610065        3.25739        3.16165       0.108473     
  1206.77        500.000                 NaN   92.2746                 NaN            NaN            NaN  0.768686                 NaN            NaN  0.592383        3.17496        3.08568       0.103690     
  1205.32        500.000                 NaN   92.4112                 NaN            NaN            NaN  0.760934                 NaN            NaN  0.581349        3.11552        3.03232       0.986810E-001
  1203.87        500.000                 NaN   92.4678                 NaN            NaN            NaN  0.760068                 NaN            NaN  0.573092        3.09142        3.01163       0.959941E-001
  1202.43        500.000                 NaN   92.4715                 NaN            NaN            NaN  0.762151                 NaN            NaN  0.570285        3.09066        3.01215       0.932871E-001
  1200.98        500.000                 NaN   92.3158                 NaN            NaN  0.651025E-002  0.771757                 NaN            NaN  0.581991        3.15352        3.07954       0.908536E-001
  1199.54        500.000                 NaN   91.6195                 NaN            NaN  0.561044E-001  0.766226                 NaN            NaN  0.638389        3.43344        3.39531       0.910244E-001
  1198.09        500.000                 NaN   90.9366                 NaN            NaN  0.639366E-001  0.809710                 NaN            NaN  0.680524        3.73250        3.67992       0.967628E-001
  1196.64        500.000                 NaN   89.5860                 NaN            NaN  0.764869E-001  0.901621                 NaN            NaN  0.769476        4.32034        4.23767       0.108388     
  1195.20        500.000                 NaN   84.0895                 NaN            NaN  0.158374        1.14096                 NaN            NaN   1.14212        6.71433        6.59117       0.163495     
  1193.75        500.000                 NaN   72.0211                 NaN            NaN  0.222562        2.25476                 NaN            NaN   1.94673        11.8728        11.4134       0.268682     
  1192.31        500.000                 NaN            NaN            NaN            NaN  0.876871        7.44453                 NaN            NaN   6.73423        42.6434        41.3661       0.934849     
  1190.86        500.000                 NaN            NaN            NaN            NaN  0.949506        2.04129        5.15813                 NaN   6.70426        42.7557        41.4371       0.953988     
  1189.41        500.000                 NaN            NaN            NaN            NaN  0.841024        7.54443                 NaN            NaN   6.74240        42.6163        41.3263       0.929472     
  1187.97        500.000                 NaN            NaN            NaN            NaN  0.816083        7.61390                 NaN            NaN   6.74815        42.5975        41.2987       0.925714     
  1186.52        500.000                 NaN            NaN            NaN            NaN  0.781988        7.71069                 NaN            NaN   6.75671        42.5694        41.2612       0.920059     
  1185.08        500.000                 NaN            NaN            NaN            NaN  0.736847        7.83907                 NaN            NaN   6.76824        42.5319        41.2116       0.912411     
  1183.63        500.000                 NaN            NaN            NaN            NaN  0.699898        7.94316                 NaN            NaN   6.77734        42.5025        41.1707       0.906385     
  1182.19        500.000                 NaN            NaN            NaN            NaN  0.647350        8.09268                 NaN            NaN   6.79078        42.4588        41.1129       0.897466     
  1180.74        500.000                 NaN            NaN            NaN            NaN  0.610660        8.19441                 NaN            NaN   6.79940        42.4318        41.0720       0.891743     
  1179.29        500.000                 NaN            NaN            NaN            NaN  0.578928        8.28166                 NaN            NaN   6.80661        42.4095        41.0364       0.886921     
  1177.85        500.000                 NaN            NaN            NaN            NaN  0.742196        2.55404        5.19942                 NaN   6.74307        42.6309        41.2024       0.928031     
  1176.40        500.000                 NaN            NaN            NaN            NaN  0.515829        8.45420                 NaN            NaN   6.82064        42.3665        40.9653       0.877475     
  1174.96        500.000                 NaN            NaN            NaN            NaN  0.475002        8.56607                 NaN            NaN   6.82982        42.3384        40.9194       0.871284     
  1173.51        500.000                 NaN            NaN            NaN            NaN  0.425888        8.70072                 NaN            NaN   6.84092        42.3044        40.8642       0.863795     
  1172.06        500.000                 NaN            NaN            NaN            NaN  0.365148        8.86709                 NaN            NaN   6.85457        42.2627        40.7960       0.854564     
  1170.62        500.000                 NaN            NaN            NaN            NaN  0.285100        9.08423                 NaN            NaN   6.87151        42.2104        40.7057       0.843093     
  1169.17        500.000                 NaN            NaN            NaN            NaN  0.192116        9.33607                 NaN            NaN   6.89107        42.1502        40.6008       0.829803     
  1167.73        500.000                 NaN            NaN            NaN            NaN  0.674458E-001   9.68318                 NaN            NaN   6.92084        42.0565        40.4622       0.809845     
  1166.28        500.000                 NaN            NaN            NaN            NaN            NaN   9.86071                 NaN            NaN   6.93473        42.0195        40.3847       0.800329     
  1164.83        500.000                 NaN            NaN            NaN            NaN            NaN   8.66897        1.18683                 NaN   6.93404        42.0251        40.3839       0.801227     
  1163.39        500.000                 NaN            NaN            NaN            NaN            NaN   7.68440        2.16976       0.756546E-005   6.93386        42.0272        40.3835       0.801194     
  1161.94        500.000                 NaN            NaN            NaN            NaN            NaN   6.51537        3.33529       0.675063E-005   6.93204        42.0323        40.3829       0.802042     
  1160.50        500.000                 NaN            NaN            NaN            NaN            NaN   3.31770        6.53950                 NaN   6.93343        42.0236        40.3843       0.801476     
  1159.05        500.000                 NaN            NaN            NaN            NaN            NaN   9.88094                 NaN            NaN   6.94574        41.9890        40.3892       0.795139     
  1157.60        500.000                 NaN            NaN            NaN            NaN            NaN   9.88108                 NaN            NaN   6.94628        41.9883        40.3892       0.795124     
  1156.16        500.000                 NaN            NaN            NaN            NaN            NaN   4.20963        5.63396                 NaN   6.92673        42.0422        40.3823       0.805229     
  1154.71        500.000                 NaN            NaN            NaN            NaN            NaN   4.25595        5.58957                 NaN   6.92843        42.0390        40.3826       0.804476     
  1153.27        500.000                 NaN            NaN            NaN            NaN            NaN   4.30238        5.54510                 NaN   6.93014        42.0357        40.3829       0.803715     
  1151.82        500.000                 NaN            NaN            NaN            NaN            NaN   4.34947        5.49998                 NaN   6.93186        42.0325        40.3833       0.802947     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   4.39637        5.45506                 NaN   6.93359        42.0292        40.3836       0.802172     
  1148.93        500.000                 NaN            NaN            NaN            NaN            NaN   4.44381        5.40963                 NaN   6.93533        42.0259        40.3840       0.801391     
  1147.48        500.000                 NaN            NaN            NaN            NaN            NaN   4.49160        5.36387                 NaN   6.93708        42.0225        40.3843       0.800602     
  1146.04        500.000                 NaN            NaN            NaN            NaN            NaN   4.54018        5.31734                 NaN   6.93883        42.0192        40.3847       0.799807     
  1144.59        500.000                 NaN            NaN            NaN            NaN            NaN   2.48248        4.58916        2.79888        6.94481        42.0014        40.3871       0.796145     
  1143.15        500.000                 NaN            NaN            NaN            NaN            NaN   9.90154                 NaN            NaN   6.96267        41.9551        40.3931       0.787622     
  1141.70        500.000                 NaN            NaN            NaN            NaN            NaN   9.91000                 NaN            NaN   6.96960        41.9433        40.3938       0.783286     
  1140.25        500.000                 NaN            NaN            NaN            NaN            NaN   9.91234                 NaN            NaN   6.97144        41.9395        40.3943       0.782420     
  1138.81        500.000                 NaN            NaN            NaN            NaN            NaN   3.48030        6.42635                 NaN   6.96841        41.9450        40.3948       0.785141     
  1137.36        500.000                 NaN            NaN            NaN            NaN            NaN   3.14027        6.76864                 NaN   6.96931        41.9433        40.3942       0.784326     
  1135.92        500.000                 NaN            NaN            NaN            NaN            NaN   1.96316        4.22704        3.61959        6.92354        42.0823        40.3752       0.809214     
  1134.47        500.000                 NaN            NaN            NaN            NaN            NaN   9.03545       0.878550                 NaN   6.97461        41.9362        40.3941       0.781052     
  1133.02        500.000                 NaN            NaN            NaN            NaN            NaN   3.61374        6.25667                 NaN   6.94879        41.9988        40.3871       0.794902     
  1131.58        500.000                 NaN            NaN            NaN            NaN            NaN   7.91571        2.00284                 NaN   6.97813        41.9290        40.3950       0.779367     
  1130.13        500.000                 NaN            NaN            NaN            NaN            NaN   2.16678        7.73039                 NaN   6.96361        41.9596        40.3924       0.787253     
  1128.69        500.000                 NaN            NaN            NaN            NaN            NaN   8.67784        1.24602                 NaN   6.98214        41.9206        40.3959       0.777437     
  1127.24        500.000                 NaN            NaN            NaN            NaN            NaN   9.92242                 NaN            NaN   6.97988        41.9218        40.3964       0.779519     
  1125.79        500.000                 NaN            NaN            NaN            NaN            NaN   9.69321       0.231100                 NaN   6.98140        41.9187        40.3967       0.778802     
  1124.35        500.000                 NaN            NaN            NaN            NaN            NaN   9.45553       0.471467                 NaN   6.98346        41.9145        40.3972       0.777784     
  1122.90        500.000                 NaN            NaN            NaN            NaN            NaN   9.94434                 NaN            NaN   6.99477        41.8895        40.4001       0.771195     
  1121.46        500.000                 NaN            NaN            NaN            NaN            NaN   3.75704        6.12556                 NaN   6.95883        41.9789        40.3894       0.790286     
  1120.01        500.000                 NaN            NaN            NaN            NaN            NaN  0.776266        9.16270                 NaN   6.99379        41.8967        40.3987       0.771869     
  1118.57        500.000                 NaN            NaN            NaN            NaN            NaN   3.86605        6.02043                 NaN   6.96311        41.9718        40.3905       0.788138     
  1117.12        500.000                 NaN            NaN            NaN            NaN            NaN   9.93842                 NaN            NaN   6.99229        41.8966        40.3992       0.773470     
  1115.67        500.000                 NaN            NaN            NaN            NaN            NaN   3.77698        6.11130                 NaN   6.96471        41.9684        40.3905       0.788156     
  1114.23        500.000                 NaN            NaN            NaN            NaN            NaN   3.79312        6.09721                 NaN   6.96638        41.9650        40.3909       0.787377     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   3.80885        6.08355                 NaN   6.96805        41.9617        40.3913       0.786594     
  1111.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.82404        6.07042                 NaN   6.96973        41.9584        40.3916       0.785808     
  1109.89        500.000                 NaN            NaN            NaN            NaN            NaN   3.83868        6.05786                 NaN   6.97141        41.9550        40.3920       0.785019     
  1108.44        500.000                 NaN            NaN            NaN            NaN            NaN   3.85280        6.04583                 NaN   6.97309        41.9517        40.3924       0.784227     
  1107.00        500.000                 NaN            NaN            NaN            NaN            NaN   3.86634        6.03439                 NaN   6.97478        41.9483        40.3928       0.783433     
  1105.55        500.000                 NaN            NaN            NaN            NaN            NaN   3.87917        6.02368                 NaN   6.97647        41.9449        40.3932       0.782636     
  1104.11        500.000                 NaN            NaN            NaN            NaN            NaN   3.89153        6.01343                 NaN   6.97816        41.9415        40.3936       0.781836     
  1102.66        500.000                 NaN            NaN            NaN            NaN            NaN   3.90342        6.00366                 NaN   6.97985        41.9381        40.3940       0.781033     
  1101.21        500.000                 NaN            NaN            NaN            NaN            NaN   3.91502        5.99421                 NaN   6.98155        41.9347        40.3943       0.780228     
  1099.77        500.000                 NaN            NaN            NaN            NaN            NaN   3.92578        5.98559                 NaN   6.98325        41.9312        40.3947       0.779420     
  1098.32        500.000                 NaN            NaN            NaN            NaN            NaN   3.93591        5.97760                 NaN   6.98495        41.9278        40.3951       0.778611     
  1096.88        500.000                 NaN            NaN            NaN            NaN            NaN   3.94544        5.97023                 NaN   6.98665        41.9243        40.3955       0.777800     
  1095.43        500.000                 NaN            NaN            NaN            NaN            NaN   3.95427        5.96356                 NaN   6.98835        41.9209        40.3959       0.776987     
  1093.98        500.000                 NaN            NaN            NaN            NaN            NaN   3.96265        5.95735                 NaN   6.99005        41.9174        40.3963       0.776172     
  1092.54        500.000                 NaN            NaN            NaN            NaN            NaN   3.97052        5.95166                 NaN   6.99176        41.9140        40.3967       0.775356     
  1091.09        500.000                 NaN            NaN            NaN            NaN            NaN   3.97758        5.94678                 NaN   6.99347        41.9105        40.3972       0.774538     
  1089.65        500.000                 NaN            NaN            NaN            NaN            NaN   3.98421        5.94234                 NaN   6.99517        41.9070        40.3976       0.773718     
  1088.20        500.000                 NaN            NaN            NaN            NaN            NaN   3.99009        5.93865                 NaN   6.99688        41.9035        40.3980       0.772898     
  1086.75        500.000                 NaN            NaN            NaN            NaN            NaN   3.99552        5.93542                 NaN   6.99859        41.9000        40.3984       0.772077     
  1085.31        500.000                 NaN            NaN            NaN            NaN            NaN   4.00040        5.93266       0.980495E-004   7.00030        41.8965        40.3988       0.771254     
  1083.86        500.000                 NaN            NaN            NaN            NaN            NaN   4.00472        5.93055       0.893761E-004   7.00200        41.8930        40.3992       0.770431     
  1082.42        500.000                 NaN            NaN            NaN            NaN            NaN   4.00841        5.92908       0.815337E-004   7.00371        41.8895        40.3996       0.769608     
  1080.97        500.000                 NaN            NaN            NaN            NaN            NaN   4.01148        5.92823       0.744186E-004   7.00542        41.8860        40.4001       0.768784     
  1079.53        500.000                 NaN            NaN            NaN            NaN            NaN  0.373526E-002   4.01614        5.92200        7.00707        41.8826        40.4004       0.767986     
  1078.08        500.000                 NaN            NaN            NaN            NaN            NaN   2.47456        7.50464                 NaN   7.02856        41.8308        40.4060       0.755416     
  1076.63        500.000                 NaN            NaN            NaN            NaN            NaN   2.49196        7.48949                 NaN   7.03025        41.8273        40.4064       0.754585     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   2.50865        7.47505                 NaN   7.03194        41.8238        40.4068       0.753751     
  1073.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.52499        7.46096                 NaN   7.03364        41.8202        40.4073       0.752915     
  1072.30        500.000                 NaN            NaN            NaN            NaN            NaN   2.54082        7.44740                 NaN   7.03533        41.8167        40.4077       0.752078     
  1070.85        500.000                 NaN            NaN            NaN            NaN            NaN   2.55643        7.43406                 NaN   7.03703        41.8131        40.4081       0.751240     
  1069.40        500.000                 NaN            NaN            NaN            NaN            NaN   2.57156        7.42120                 NaN   7.03873        41.8096        40.4085       0.750400     
  1067.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.58658        7.40847                 NaN   7.04043        41.8060        40.4090       0.749558     
  1066.51        500.000                 NaN            NaN            NaN            NaN            NaN   2.60095        7.39638                 NaN   7.04213        41.8024        40.4094       0.748716     
  1065.07        500.000                 NaN            NaN            NaN            NaN            NaN   2.61524        7.38438                 NaN   7.04383        41.7988        40.4098       0.747873     
  1063.62        500.000                 NaN            NaN            NaN            NaN            NaN   4.01661        5.94985                 NaN   7.02583        41.8438        40.4051       0.758839     
  1062.17        500.000                 NaN            NaN            NaN            NaN            NaN   2.64297        7.36125                 NaN   7.04723        41.7917        40.4107       0.746186     
  1060.73        500.000                 NaN            NaN            NaN            NaN            NaN   2.65666        7.34986                 NaN   7.04893        41.7881        40.4111       0.745341     
  1059.28        500.000                 NaN            NaN            NaN            NaN            NaN   2.67043        7.33835                 NaN   7.05061        41.7845        40.4116       0.744508     
  1057.84        500.000                 NaN            NaN            NaN            NaN            NaN   2.68385        7.32726                 NaN   7.05232        41.7809        40.4120       0.743659     
  1056.39        500.000                 NaN            NaN            NaN            NaN            NaN   2.69699        7.31643                 NaN   7.05402        41.7773        40.4125       0.742814     
  1054.94        500.000                 NaN            NaN            NaN            NaN            NaN   2.73372        7.28416                 NaN   7.05720        41.7705        40.4133       0.741110     
  1053.50        500.000                 NaN            NaN            NaN            NaN            NaN   2.74756        7.27273                 NaN   7.05896        41.7668        40.4137       0.740230     
  1052.05        500.000                 NaN            NaN            NaN            NaN            NaN   2.76125        7.26145                 NaN   7.06072        41.7630        40.4142       0.739349     
  1050.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.77506        7.25005                 NaN   7.06248        41.7593        40.4146       0.738469     
  1049.16        500.000                 NaN            NaN            NaN            NaN            NaN   2.78867        7.23884                 NaN   7.06424        41.7555        40.4151       0.737589     
  1047.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.80242        7.22751                 NaN   7.06600        41.7518        40.4156       0.736709     
  1046.27        500.000                 NaN            NaN            NaN            NaN            NaN   2.81616        7.21618                 NaN   7.06776        41.7480        40.4160       0.735830     
  1044.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.82989        7.20487                 NaN   7.06952        41.7443        40.4165       0.734951     
  1043.38        500.000                 NaN            NaN            NaN            NaN            NaN   2.84363        7.19355                 NaN   7.07128        41.7405        40.4170       0.734072     
  1041.93        500.000                 NaN            NaN            NaN            NaN            NaN   2.85746        7.18214                 NaN   7.07303        41.7367        40.4174       0.733194     
  1040.49        500.000                 NaN            NaN            NaN            NaN            NaN   2.87137        7.17062                 NaN   7.07478        41.7330        40.4179       0.732324     
  1039.04        500.000                 NaN            NaN            NaN            NaN            NaN   2.88533        7.15909                 NaN   7.07653        41.7292        40.4184       0.731446     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN  0.483682        4.12238        5.37546        7.04473        41.8149        40.4081       0.750763     
  1036.15        500.000                 NaN            NaN            NaN            NaN            NaN  0.500324        4.12585        5.35694        7.04617        41.8122        40.4084       0.750083     
  1034.70        500.000                 NaN            NaN            NaN            NaN            NaN  0.516646        4.12928        5.33881        7.04762        41.8095        40.4087       0.749399     
  1033.26        500.000                 NaN            NaN            NaN            NaN            NaN  0.532943        4.13270        5.32071        7.04907        41.8068        40.4090       0.748714     
  1031.81        500.000                 NaN            NaN            NaN            NaN            NaN  0.548960        4.13607        5.30295        7.05053        41.8041        40.4094       0.748027     
  1030.36        500.000                 NaN            NaN            NaN            NaN            NaN  0.565020        4.13949        5.28511        7.05198        41.8014        40.4097       0.747340     
  1028.92        500.000                 NaN            NaN            NaN            NaN            NaN  0.581035        4.14289        5.26732        7.05344        41.7987        40.4100       0.746652     
  1027.47        500.000                 NaN            NaN            NaN            NaN            NaN  0.597036        4.14635        5.24950        7.05490        41.7959        40.4103       0.745963     
  1026.03        500.000                 NaN            NaN            NaN            NaN            NaN  0.618761        4.15580        5.21988        7.05639        41.7933        40.4106       0.745262     
  1024.58        500.000                 NaN            NaN            NaN            NaN            NaN  0.640711        4.16522        5.19005        7.05788        41.7907        40.4109       0.744561     
  1023.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.662515        4.17436        5.16066        7.05938        41.7880        40.4112       0.743860     
  1021.69        500.000                 NaN            NaN            NaN            NaN            NaN  0.683849        4.18315        5.13210        7.06087        41.7853        40.4115       0.743155     
  1020.24        500.000                 NaN            NaN            NaN            NaN            NaN  0.705132        4.19173        5.10381        7.06237        41.7827        40.4118       0.742451     
  1018.80        500.000                 NaN            NaN            NaN            NaN            NaN  0.726390        4.20009        5.07577        7.06387        41.7800        40.4121       0.741747     
  1017.35        500.000                 NaN            NaN            NaN            NaN            NaN  0.747184        4.20819        5.04847        7.06538        41.7773        40.4124       0.741040     
  1015.91        500.000                 NaN            NaN            NaN            NaN            NaN  0.767850        4.21606        5.02152        7.06689        41.7746        40.4128       0.740331     
  1014.46        500.000                 NaN            NaN            NaN            NaN            NaN  0.788274        4.22370        4.99506        7.06839        41.7719        40.4131       0.739622     
  1013.01        500.000                 NaN            NaN            NaN            NaN            NaN  0.808072        4.23107        4.96952        7.06991        41.7691        40.4134       0.738906     
  1011.57        500.000                 NaN            NaN            NaN            NaN            NaN  0.828029        4.23830        4.94396        7.07143        41.7664        40.4137       0.738193     
  1010.12        500.000                 NaN            NaN            NaN            NaN            NaN  0.847295        4.24526        4.91938        7.07296        41.7636        40.4140       0.737473     
  1008.68        500.000                 NaN            NaN            NaN            NaN            NaN  0.866592        4.25210        4.89490        7.07448        41.7608        40.4144       0.736754     
  1007.23        500.000                 NaN            NaN            NaN            NaN            NaN   4.38737        5.50768                 NaN   7.03955        41.9160        40.3903       0.759089     
  1005.78        500.000                 NaN            NaN            NaN            NaN            NaN  0.818006        4.20074        4.99991        7.07734        41.7532        40.4155       0.735328     
  1004.34        500.000                 NaN            NaN            NaN            NaN            NaN   1.54852        8.57888                 NaN   7.13715        41.6042        40.4320       0.699196     
  1002.89        500.000                 NaN            NaN            NaN            NaN            NaN   1.88278        8.23974                 NaN   7.13419        41.6110        40.4313       0.700991     
  1001.45        500.000                 NaN            NaN            NaN            NaN            NaN  0.858381        4.21258        4.95315        7.08198        41.7442        40.4166       0.733122     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   1.42197        8.71720                 NaN   7.14536        41.5867        40.4340       0.694758     
