|6.6.6
Archiving\03_Data\frac/QFM_m2/GRV/GRV_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1909.77        2500.00        99.1679       0.832141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.1679       0.832140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.1679       0.832139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.1679       0.832138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.1679       0.832140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.1679       0.832135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.1679       0.832134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.1679       0.832133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.1679       0.832132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.1679       0.832131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.1679       0.832129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.1679       0.832128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.1679       0.832127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.1679       0.832126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.1679       0.832125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.1679       0.832123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.1679       0.832122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.1679       0.832121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.1679       0.832119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.1679       0.832118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.1679       0.832117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.1679       0.832116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.1679       0.832114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.1679       0.832113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.1679       0.832111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.1679       0.832110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.1679       0.832109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.1679       0.832107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.1679       0.832106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.1679       0.832104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.1679       0.832103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.1679       0.832102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1679       0.832100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.1679       0.832099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.1664       0.832097       0.148688E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.1546       0.832108       0.132466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.1516       0.832216       0.162220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.1513       0.832349       0.163135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.1514       0.832483       0.161282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.1513       0.832616       0.160447E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1513       0.832747       0.159186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.1522       0.832878       0.149183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.1504       0.833000       0.165754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.1513       0.833136       0.155803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1513       0.833264       0.154673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.1513       0.833391       0.153442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.1513       0.833517       0.152146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.1512       0.833642       0.151196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.1512       0.833766       0.150052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.1512       0.833889       0.148835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.1512       0.834011       0.148198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.1512       0.834133       0.146627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1511       0.834253       0.146213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.1512       0.834373       0.144070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.1512       0.834491       0.143198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.1511       0.834609       0.142656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.1512       0.834725       0.140739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        98.7352       0.834846       0.139925E-001  0.415986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3342                 NaN  0.140329E-001  0.651779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3282                 NaN  0.140602E-001  0.657758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3245                 NaN  0.140115E-001  0.661497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3282                 NaN  0.138382E-001  0.657947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3072                 NaN  0.141359E-001  0.678699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3073                 NaN  0.140781E-001  0.678660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3070                 NaN  0.139290E-001  0.679097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3005                 NaN  0.139363E-001  0.685580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2932                 NaN  0.139751E-001  0.692779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2905                 NaN  0.139283E-001  0.695566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2843                 NaN  0.139311E-001  0.701777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.2788                 NaN  0.139269E-001  0.707322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2699                 NaN  0.140123E-001  0.716089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2720                 NaN  0.138384E-001  0.714157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2635                 NaN  0.138958E-001  0.722634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2584                 NaN  0.138987E-001  0.727703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2524                 NaN  0.138965E-001  0.733714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2414                 NaN  0.139955E-001  0.744575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2476                 NaN  0.137691E-001  0.738668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2367                 NaN  0.138880E-001  0.749460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2320                 NaN  0.138659E-001  0.754106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        97.9678                 NaN  0.360801E-001   1.99612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.7489                 NaN  0.441681E-002  0.246731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.1706                 NaN  0.145985E-001  0.814834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2111                 NaN  0.137826E-001  0.775148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2026                 NaN  0.138908E-001  0.783478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2025                 NaN  0.137831E-001  0.783757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.1957                 NaN  0.138294E-001  0.790505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.1914                 NaN  0.138235E-001  0.794768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.0027                 NaN  0.169618E-001  0.980301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3720                 NaN  0.106445E-001  0.617381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.1808                 NaN  0.138239E-001  0.805389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1796                 NaN  0.137866E-001  0.806628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.7735                 NaN  0.205084E-001   1.20596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.5782                 NaN  0.700891E-002  0.414838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.1710                 NaN  0.137704E-001  0.815228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.1665                 NaN  0.137820E-001  0.819696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        98.7455                 NaN  0.126809E-001  0.669266       0.572550                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.6158                 NaN  0.953146E-002  0.263481        2.11119                 NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.6611                 NaN  0.913233E-002  0.255809        2.07394                 NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        93.2842                 NaN  0.255039E-001  0.728553        5.96178                 NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.9995                 NaN  0.482971E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9757                 NaN            NaN  0.353274E-002  0.207300E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.8481                 NaN  0.692790E-002  0.220123        1.92490                 NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.8830                 NaN  0.728699E-002  0.219681        1.89003                 NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.8952                 NaN  0.705635E-002  0.211427        1.88629                 NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.8646                 NaN  0.685437E-002  0.211039        1.91750                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.0281                 NaN  0.616603E-002  0.191586        1.77411                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        97.9948                 NaN  0.606945E-002  0.190862        1.80825                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.0282                 NaN  0.567770E-002  0.185283        1.78087                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        97.9046                 NaN  0.554857E-002  0.192136        1.89773                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2458                 NaN  0.472112E-002  0.158357        1.59113                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1166                 NaN  0.488616E-002  0.165842        1.71264                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.1364                 NaN  0.475413E-002  0.159143        1.69967                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.0061                 NaN  0.500878E-002  0.167517        1.82137                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3691                 NaN  0.349559E-002  0.134577        1.49283                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.2235                 NaN  0.364921E-002  0.142353        1.63049                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.2461                 NaN  0.343763E-002  0.136057        1.61444                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.2730                 NaN  0.310631E-002  0.131295        1.59264                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.2913                 NaN  0.276981E-002  0.125395        1.58056                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.3169                 NaN  0.252766E-002  0.120120        1.56048                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.3359                 NaN  0.228547E-002  0.114682        1.54718                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3568                 NaN  0.197591E-002  0.109539        1.53168                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.3730                 NaN  0.173177E-002  0.104193        1.52108                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.3981                 NaN  0.142728E-002  0.995425E-001   1.50089                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.4130                 NaN  0.105659E-002  0.942197E-001   1.49175                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.1974                 NaN  0.115740E-002  0.102156        1.69927                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6832                 NaN  0.494100E-003  0.717228E-001   1.24461                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.4661                 NaN  0.238355E-003  0.797488E-001   1.45394                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.4800                 NaN            NaN  0.747844E-001   1.44520                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.4975                 NaN  0.367295E-003  0.714704E-001   1.43071                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.5101                 NaN            NaN  0.669269E-001   1.42298                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.4712                 NaN            NaN  0.188153        1.34064                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.5992                 NaN  0.101785E-002            NaN   1.39975                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.5313                 NaN            NaN  0.617628E-001   1.40698                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.5818                 NaN            NaN            NaN   1.41816                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.5756                 NaN            NaN  0.224326E-001   1.40201                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.5874                 NaN            NaN  0.437075E-001   1.36890                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.3112                 NaN  0.585696E-002            NaN            NaN   1.68294                 NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.2412                 NaN  0.183354E-001            NaN            NaN   1.74044                 NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.2092                 NaN  0.181931E-001            NaN            NaN   1.77264                 NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.1769                 NaN  0.180464E-001            NaN            NaN   1.80503                 NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.1198                 NaN  0.179380E-001            NaN            NaN   1.86228                 NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.0539                 NaN  0.178269E-001            NaN            NaN   1.92832                 NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        97.9314                 NaN  0.176157E-001  0.174465E-005            NaN   2.05100                 NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        97.6445                 NaN  0.173449E-001            NaN            NaN  0.257694        2.08048                 NaN            NaN            NaN            NaN
  1546.37        2500.00        97.0558                 NaN  0.154909E-001  0.259518E-002            NaN   2.64608       0.280060                 NaN            NaN            NaN            NaN
  1543.86        2500.00        97.0505                 NaN  0.144331E-001  0.224967                 NaN   2.71010                 NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.1172                 NaN  0.133700E-001  0.291581                 NaN   2.57786                 NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.1810                 NaN  0.127993E-001  0.297366                 NaN   2.50879                 NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.2509                 NaN  0.121897E-001  0.292424                 NaN   2.44445                 NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.3112                 NaN  0.115991E-001  0.298667                 NaN   2.37856                 NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.3694                 NaN  0.111103E-001  0.291146                 NaN   2.32836                 NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.4408                 NaN  0.104069E-001  0.301199                 NaN   2.24758                 NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.4883                 NaN  0.100270E-001  0.288855                 NaN   2.21282                 NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.5423                 NaN  0.951733E-002  0.288092                 NaN   2.16010                 NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.5924                 NaN  0.905777E-002  0.283946                 NaN   2.11456                 NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.6388                 NaN  0.863547E-002  0.276491                 NaN   2.07603                 NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.6876                 NaN  0.817977E-002  0.274563                 NaN   2.02961                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.7320                 NaN  0.777945E-002  0.270699                 NaN   1.98949                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.7772                 NaN  0.733476E-002  0.269338                 NaN   1.94611                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.8176                 NaN  0.695916E-002  0.263198                 NaN   1.91222                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.8570                 NaN  0.658498E-002  0.257237                 NaN   1.87919                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.8870                 NaN  0.616155E-002  0.269716                 NaN   1.83713                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.8747                 NaN  0.609445E-002  0.220543                 NaN   1.89862                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.0044                 NaN  0.544440E-002  0.247554                 NaN   1.74264                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.9995                 NaN  0.521367E-002  0.243952                 NaN   1.75135                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.0275                 NaN  0.492623E-002  0.230662                 NaN   1.73695                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0669                 NaN  0.457115E-002  0.234751                 NaN   1.69378                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0941                 NaN  0.430989E-002  0.228419                 NaN   1.67319                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1240                 NaN  0.400197E-002  0.228727                 NaN   1.64329                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1514                 NaN  0.373096E-002  0.224943                 NaN   1.61992                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.8034                 NaN  0.300036E-002  0.804519E-001            NaN  0.972445E-001  0.159129E-001            NaN            NaN            NaN            NaN
  1478.70        2500.00        96.5754                 NaN  0.375420E-002  0.334954                 NaN   3.08587                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2215                 NaN  0.297694E-002  0.223023                 NaN   1.55251                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2589                 NaN  0.278963E-002  0.201848                 NaN   1.53644                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2684                 NaN  0.257458E-002  0.195360                 NaN   1.53371                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2942                 NaN  0.229981E-002  0.200473                 NaN   1.50305                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3237                 NaN  0.200766E-002  0.207192                 NaN   1.46712                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3399                 NaN  0.184216E-002  0.197952                 NaN   1.46031                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3518                 NaN  0.172475E-002  0.184727                 NaN   1.46176                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3747                 NaN  0.144825E-002  0.190350                 NaN   1.43350                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3920                 NaN  0.129338E-002  0.185363                 NaN   1.42138                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4100                 NaN  0.108367E-002  0.183674                 NaN   1.40523                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4223                 NaN  0.955398E-003  0.174222                 NaN   1.40253                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4395                 NaN  0.756880E-003  0.175316                 NaN   1.38439                 NaN            NaN            NaN            NaN            NaN
