|6.6.6
Archiving\03_Data\DeqLP/QFM_m4.75/K22/K22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1599.36        500.000        40.2756                 NaN            NaN   53.4157       0.717516        5.59117                 NaN            NaN            NaN            NaN
  1596.15        500.000        39.3389                 NaN            NaN   53.4658       0.712399        6.48285                 NaN            NaN            NaN            NaN
  1592.95        500.000        38.4003                 NaN            NaN   53.5160       0.707271        7.37645                 NaN            NaN            NaN            NaN
  1589.74        500.000        37.4597                 NaN            NaN   53.5662       0.702130        8.27198                 NaN            NaN            NaN            NaN
  1586.54        500.000        36.7448                 NaN            NaN   53.5933       0.696227        8.96562                 NaN            NaN            NaN            NaN
  1583.33        500.000        36.0288                 NaN            NaN   53.6205       0.690314        9.66043                 NaN            NaN            NaN            NaN
  1580.13        500.000        35.3116                 NaN            NaN   53.6476       0.684391        10.3564                 NaN            NaN            NaN            NaN
  1576.92        500.000        34.5933                 NaN            NaN   53.6748       0.678456        11.0535                 NaN            NaN            NaN            NaN
  1573.72        500.000        33.8738                 NaN            NaN   53.7019       0.672511        11.7518                 NaN            NaN            NaN            NaN
  1570.51        500.000        33.1531                 NaN            NaN   53.7290       0.666555        12.4513                 NaN            NaN            NaN            NaN
  1567.31        500.000        32.4314                 NaN            NaN   53.7561       0.660589        13.1519                 NaN            NaN            NaN            NaN
  1564.10        500.000        31.7084                 NaN            NaN   53.7832       0.654612        13.8537                 NaN            NaN            NaN            NaN
  1560.90        500.000        31.1270                 NaN            NaN   53.7982       0.647616        14.4271                 NaN            NaN            NaN            NaN
  1557.69        500.000        30.5449                 NaN            NaN   53.8132       0.640610        15.0013                 NaN            NaN            NaN            NaN
  1554.49        500.000        29.9620                 NaN            NaN   53.8281       0.633594        15.5763                 NaN            NaN            NaN            NaN
  1551.28        500.000        29.3784                 NaN            NaN   53.8431       0.626567        16.1520                 NaN            NaN            NaN            NaN
  1548.08        500.000        28.7940                 NaN            NaN   53.8580       0.619530        16.7285                 NaN            NaN            NaN            NaN
  1544.87        500.000        28.2088                 NaN            NaN   53.8729       0.612483        17.3058                 NaN            NaN            NaN            NaN
  1541.67        500.000        27.6229                 NaN            NaN   53.8877       0.605426        17.8839                 NaN            NaN            NaN            NaN
  1538.46        500.000        27.0362                 NaN            NaN   53.9026       0.598359        18.4628                 NaN            NaN            NaN            NaN
  1535.26        500.000        26.5365                 NaN            NaN   53.9129       0.589910        18.9607                 NaN            NaN            NaN            NaN
  1532.05        500.000        26.0362                 NaN            NaN   53.9233       0.581450        19.4591                 NaN            NaN            NaN            NaN
  1528.85        500.000        25.5354                 NaN            NaN   53.9336       0.572980        19.9581                 NaN            NaN            NaN            NaN
  1525.64        500.000        25.0340                 NaN            NaN   53.9439       0.564500        20.4576                 NaN            NaN            NaN            NaN
  1522.44        500.000        24.5321                 NaN            NaN   53.9541       0.556008        20.9578                 NaN            NaN            NaN            NaN
  1519.23        500.000        24.0296                 NaN            NaN   53.9644       0.547507        21.4585                 NaN            NaN            NaN            NaN
  1516.03        500.000        23.5265                 NaN            NaN   53.9746       0.538994        21.9599                 NaN            NaN            NaN            NaN
  1512.82        500.000        23.0229                 NaN            NaN   53.9848       0.530472        22.4618                 NaN            NaN            NaN            NaN
  1509.62        500.000        22.5792                 NaN            NaN   53.9961       0.520157        22.9046                 NaN            NaN            NaN            NaN
  1506.41        500.000        22.1351                 NaN            NaN   54.0073       0.509831        23.3478                 NaN            NaN            NaN            NaN
  1503.21        500.000        21.6906                 NaN            NaN   54.0185       0.499494        23.7915                 NaN            NaN            NaN            NaN
  1500.00        500.000        21.2456                 NaN            NaN   54.0297       0.489145        24.2356                 NaN            NaN            NaN            NaN
  1496.79        500.000        20.8002                 NaN            NaN   54.0408       0.478785        24.6802                 NaN            NaN            NaN            NaN
  1493.59        500.000        20.3543                 NaN            NaN   54.0520       0.468413        25.1253                 NaN            NaN            NaN            NaN
  1490.38        500.000        19.9080                 NaN            NaN   54.0632       0.458030        25.5708                 NaN            NaN            NaN            NaN
  1487.18        500.000        19.4613                 NaN            NaN   54.0743       0.447636        26.0167                 NaN            NaN            NaN            NaN
  1483.97        500.000        19.0384                 NaN            NaN   54.0865       0.436287        26.4388                 NaN            NaN            NaN            NaN
  1480.77        500.000        18.6152                 NaN            NaN   54.0988       0.424927        26.8612                 NaN            NaN            NaN            NaN
  1477.56        500.000        18.1149                 NaN            NaN   54.1180       0.416406        27.1971       0.153581                 NaN            NaN            NaN
  1474.36        500.000        17.4731                 NaN            NaN   54.1410       0.414466        27.3927       0.578689                 NaN            NaN            NaN
  1471.15        500.000        16.8997                 NaN            NaN   54.1559       0.414681        27.5620       0.967815                 NaN            NaN            NaN
  1467.95        500.000        16.3254                 NaN            NaN   54.1707       0.414898        27.7314        1.35754                 NaN            NaN            NaN
  1464.74        500.000        15.7503                 NaN            NaN   54.1855       0.415116        27.9012        1.74786                 NaN            NaN            NaN
  1461.54        500.000        15.1744                 NaN            NaN   54.2003       0.415336        28.0712        2.13878                 NaN            NaN            NaN
  1458.33        500.000        14.6498                 NaN            NaN   54.2075       0.417477        28.2220        2.50319                 NaN            NaN            NaN
  1455.13        500.000        14.1491                 NaN            NaN   54.2117       0.420806        28.3494       0.164067E-001   2.85264                 NaN            NaN
  1451.92        500.000        14.1484                 NaN            NaN   54.2121       0.420822        28.3497       0.164069E-001   2.85266                 NaN            NaN
  1448.72        500.000        13.0617                 NaN            NaN   54.1662       0.449657        28.0063        3.52130       0.794799                 NaN            NaN
  1445.51        500.000        13.0611                 NaN            NaN   54.1665       0.449673        28.0065        3.52133       0.794808                 NaN            NaN
  1442.31        500.000        13.0605                 NaN            NaN   54.1668       0.449690        28.0068        3.52135       0.794818                 NaN            NaN
  1439.10        500.000        13.0599                 NaN            NaN   54.1671       0.449706        28.0070        3.52138       0.794827                 NaN            NaN
  1435.90        500.000        11.2177                 NaN            NaN   54.0733       0.505900        27.5949        1.91575        4.69249                 NaN            NaN
  1432.69        500.000        10.8106                 NaN            NaN   54.0479       0.520322        27.5312        4.95709        2.13283                 NaN            NaN
  1429.49        500.000        10.3455                 NaN            NaN   54.0429       0.532433        27.4514        5.18911        2.37457       0.640843E-001            NaN
  1426.28        500.000        10.3451                 NaN            NaN   54.0431       0.532451        27.4516        5.18914        2.37460       0.640885E-001            NaN
  1423.08        500.000        9.23968                 NaN            NaN   54.1059       0.548548        27.1866        2.97642        5.52157       0.421235                 NaN
  1419.87        500.000        9.23930                 NaN            NaN   54.1060       0.548567        27.1868        2.97645        5.52160       0.421262                 NaN
  1416.67        500.000        9.23892                 NaN            NaN   54.1062       0.548585        27.1870        2.97648        5.52162       0.421289                 NaN
  1413.46        500.000        9.23853                 NaN            NaN   54.1063       0.548603        27.1871        2.97651        5.52165       0.421317                 NaN
  1410.26        500.000        7.57293                 NaN            NaN   54.1944       0.577445        26.7418        6.01597        3.91218       0.985333                 NaN
  1407.05        500.000        7.57264                 NaN            NaN   54.1944       0.577463        26.7419        6.01599        3.91221       0.985395                 NaN
  1403.85        500.000        7.57235                 NaN            NaN   54.1945       0.577481        26.7420        6.01601        3.91224       0.985458                 NaN
  1400.64        500.000        7.57206                 NaN            NaN   54.1945       0.577500        26.7421        6.01603        3.91228       0.985520                 NaN
  1397.44        500.000        7.57176                 NaN            NaN   54.1945       0.577518        26.7422        6.01605        3.91231       0.985583                 NaN
  1394.23        500.000        7.57147                 NaN            NaN   54.1946       0.577536        26.7424        6.01607        3.91234       0.985645                 NaN
  1391.03        500.000        7.57118                 NaN            NaN   54.1946       0.577554        26.7425        6.01609        3.91238       0.985708                 NaN
  1387.82        500.000        7.57088                 NaN            NaN   54.1946       0.577572        26.7426        6.01611        3.91241       0.985770                 NaN
  1384.62        500.000        5.42224                 NaN            NaN   54.2897       0.625891        26.0726        5.17995        6.62247        1.78719                 NaN
  1381.41        500.000        5.42206                 NaN            NaN   54.2896       0.625909        26.0727        5.17999        6.62248        1.78730                 NaN
  1378.21        500.000        5.42188                 NaN            NaN   54.2895       0.625928        26.0727        5.18003        6.62249        1.78741                 NaN
  1375.00        500.000        5.42170                 NaN            NaN   54.2895       0.625946        26.0728        5.18006        6.62251        1.78752                 NaN
  1371.79        500.000        5.42153                 NaN            NaN   54.2894       0.625965        26.0729        5.18010        6.62252        1.78763                 NaN
  1368.59        500.000        5.42135                 NaN            NaN   54.2893       0.625983        26.0730        5.18014        6.62253        1.78774                 NaN
  1365.38        500.000        5.42117                 NaN            NaN   54.2892       0.626001        26.0730        5.18018        6.62254        1.78785                 NaN
  1362.18        500.000        5.42099                 NaN            NaN   54.2892       0.626019        26.0731        5.18021        6.62256        1.78796                 NaN
  1358.97        500.000        4.03767                 NaN            NaN   54.3299       0.666464        25.5869        6.03645        6.96960        2.37302                 NaN
  1355.77        500.000        4.03756                 NaN            NaN   54.3297       0.666482        25.5870        6.03649        6.96960        2.37316                 NaN
  1352.56        500.000        4.03745                 NaN            NaN   54.3296       0.666501        25.5870        6.03653        6.96961        2.37330                 NaN
  1349.36        500.000        4.03734                 NaN            NaN   54.3294       0.666519        25.5871        6.03657        6.96962        2.37345                 NaN
  1346.15        500.000        4.03723                 NaN            NaN   54.3293       0.666538        25.5871        6.03661        6.96963        2.37359                 NaN
  1342.95        500.000        4.03711                 NaN            NaN   54.3291       0.666556        25.5872        6.03665        6.96964        2.37373                 NaN
  1339.74        500.000        4.03700                 NaN            NaN   54.3290       0.666575        25.5872        6.03669        6.96964        2.37387                 NaN
  1336.54        500.000        4.03689                 NaN            NaN   54.3288       0.666593        25.5873        6.03673        6.96965        2.37402                 NaN
  1333.33        500.000        3.02696                 NaN            NaN   54.3400       0.701690        25.2310        7.18724        6.67007        2.84308                 NaN
  1330.13        500.000        3.02689                 NaN            NaN   54.3398       0.701709        25.2310        7.18724        6.67011        2.84325                 NaN
  1326.92        500.000        3.02682                 NaN            NaN   54.3396       0.701728        25.2310        7.18725        6.67015        2.84342                 NaN
  1323.72        500.000        3.02674                 NaN            NaN   54.3394       0.701746        25.2311        7.18725        6.67020        2.84359                 NaN
  1320.51        500.000        3.02667                 NaN            NaN   54.3392       0.701765        25.2311        7.18726        6.67024        2.84375                 NaN
  1317.31        500.000        3.02660                 NaN            NaN   54.3390       0.701784        25.2311        7.18727        6.67028        2.84392                 NaN
  1314.10        500.000        3.02653                 NaN            NaN   54.3388       0.701802        25.2312        7.18727        6.67032        2.84409                 NaN
  1310.90        500.000        3.02646                 NaN            NaN   54.3386       0.701821        25.2312        7.18728        6.67037        2.84426                 NaN
  1307.69        500.000        2.23173                 NaN            NaN   54.3323       0.731649        24.9786        7.15257        7.33897        3.23423                 NaN
  1304.49        500.000        2.23168                 NaN            NaN   54.3320       0.731668        24.9786        7.15262        7.33897        3.23442                 NaN
  1301.28        500.000        2.23164                 NaN            NaN   54.3318       0.731687        24.9786        7.15266        7.33898        3.23461                 NaN
  1298.08        500.000        2.23159                 NaN            NaN   54.3315       0.731706        24.9787        7.15271        7.33898        3.23480                 NaN
  1294.87        500.000        1.88882                 NaN            NaN   54.3228       0.745010        24.8908        7.40175        7.34578        3.40502                 NaN
  1291.67        500.000        1.88879                 NaN            NaN   54.3226       0.745029        24.8908        7.40175        7.34583        3.40522                 NaN
  1288.46        500.000        1.72853                 NaN            NaN   54.3166       0.751496        24.8539        7.43261        7.43267        3.48424                 NaN
  1285.26        500.000        1.65072                 NaN            NaN   54.3133       0.754575        24.8390        7.47220        7.44778        3.52247                 NaN
  1282.05        500.000                 NaN            NaN            NaN   54.3945       0.758742        24.8366        7.57197        7.70818        3.69273        1.03726     
  1278.85        500.000                 NaN            NaN            NaN   54.3942       0.758760        24.8367        7.57197        7.70823        3.69294        1.03728     
  1275.64        500.000                 NaN            NaN            NaN   54.3939       0.758779        24.8367        7.57197        7.70828        3.69315        1.03731     
  1272.44        500.000                 NaN            NaN            NaN   54.3935       0.758798        24.8367        7.57198        7.70832        3.69336        1.03733     
  1269.23        500.000                 NaN            NaN            NaN   54.3932       0.758816        24.8367        7.57198        7.70837        3.69357        1.03736     
  1266.03        500.000                 NaN            NaN            NaN   54.3929       0.758835        24.8367        7.57198        7.70842        3.69378        1.03738     
  1262.82        500.000                 NaN            NaN            NaN   54.3926       0.758853        24.8367        7.57198        7.70846        3.69399        1.03740     
  1259.62        500.000                 NaN            NaN            NaN   54.3923       0.758872        24.8367        7.57199        7.70851        3.69420        1.03743     
  1256.41        500.000                 NaN            NaN            NaN   54.3983       0.781528        25.0166        7.62142        7.37249        3.75587        1.05378     
  1253.21        500.000                 NaN            NaN            NaN   54.3980       0.781547        25.0166        7.62142        7.37253        3.75608        1.05380     
  1250.00        500.000                 NaN            NaN            NaN   54.3977       0.781566        25.0166        7.62142        7.37258        3.75630        1.05382     
  1246.79        500.000                 NaN            NaN            NaN   54.3974       0.781585        25.0166        7.62142        7.37263        3.75651        1.05385     
  1243.59        500.000                 NaN            NaN            NaN   54.3971       0.781604        25.0166        7.62143        7.37268        3.75672        1.05387     
  1240.38        500.000                 NaN            NaN            NaN   54.3967       0.781623        25.0167        7.62143        7.37272        3.75694        1.05390     
