|6.6.6
Archiving\03_Data\Deq/QFM_m1.75/K22/K22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9859       0.140974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9859       0.140978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9859       0.140982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9859       0.140986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9859       0.140990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9859       0.140994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9859       0.140998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9859       0.141002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5266       0.901303E-002  0.464419                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.7105                 NaN   1.28946                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.5397                 NaN   1.46032                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.3249                 NaN   1.67508                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.1101                 NaN   1.88993                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        97.7458                 NaN   2.25421                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        97.3813                 NaN   2.61873                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        97.0165                 NaN   2.98348                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        96.6515                 NaN   3.34847                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        96.0667                 NaN   3.93325                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        95.4814                 NaN   4.51857                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        94.8956                 NaN   5.10443                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        94.3092                 NaN   5.69082                 NaN            NaN            NaN            NaN            NaN            NaN
