|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.5/YM20/YM20_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1583.33        500.000        99.5956       0.404370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.87        500.000        99.2488       0.746696       0.450024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.41        500.000        99.2587       0.721193       0.201371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.94        500.000        99.0409       0.933694       0.196866E-001  0.570891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.48        500.000        99.5404       0.439771       0.198550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        500.000        99.2847       0.682101       0.331988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.56        500.000        99.2855       0.682719       0.317942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        500.000        99.2842       0.686659       0.291854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.63        500.000        99.3064       0.662669       0.309525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.17        500.000        99.3036       0.666590       0.298236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.71        500.000        99.3143       0.657429       0.283138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.25        500.000        99.3175       0.654487       0.279799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.79        500.000        99.3205       0.652112       0.273551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.32        500.000        99.3335       0.641540       0.249952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.86        500.000        99.3330       0.644324       0.227157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3433       0.633278       0.233745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.94        500.000        99.3470       0.630283       0.227663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.48        500.000        99.3545       0.621870       0.236344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.01        500.000        99.3597       0.617884       0.223995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.55        500.000        99.3657       0.612493       0.218479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.09        500.000        99.3700       0.609179       0.208027E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        500.000        99.5649       0.422109       0.129906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.17        500.000        99.1904       0.784491       0.250851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        500.000        99.3862       0.595806       0.179609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.24        500.000        99.3408       0.640739       0.184223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        500.000        99.4459       0.537982       0.160736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.32        500.000        99.3993       0.583065       0.176458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4078       0.575894       0.163203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.39        500.000        99.3656       0.619852       0.145234E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.93        500.000        99.5238       0.463948       0.123010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.47        500.000        99.9449                 NaN  0.550937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
