|6.6.6
Archiving\03_Data\frac/QFM_m4.5/NWA1068/NWA1068_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1511.28        2500.00        98.9441                 NaN            NaN  0.745400E-002            NaN            NaN   1.04840                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9390                 NaN            NaN  0.733947E-002            NaN            NaN   1.05364                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9338                 NaN            NaN  0.721393E-002            NaN            NaN   1.05900                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9221                 NaN            NaN  0.706228E-002            NaN            NaN   1.07082                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9125                 NaN            NaN  0.693556E-002            NaN            NaN   1.08060                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8985                 NaN            NaN  0.677599E-002            NaN            NaN   1.09474                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8704                 NaN            NaN  0.658932E-002            NaN            NaN   1.12305                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8390                 NaN            NaN  0.638891E-002            NaN            NaN   1.15462                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.7395                 NaN            NaN  0.573940E-002            NaN            NaN   1.07792       0.176869                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4574                 NaN            NaN  0.316533E-002            NaN            NaN   1.18269       0.356763                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4778                 NaN            NaN  0.301886E-002            NaN            NaN   1.16206       0.357077                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.5004                 NaN            NaN  0.286930E-002            NaN            NaN  0.355852        1.14086                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.5214                 NaN            NaN  0.272167E-002            NaN            NaN  0.356266        1.11964                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.5423                 NaN            NaN  0.256206E-002            NaN            NaN  0.356767        1.09837                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5634                 NaN            NaN  0.242510E-002            NaN            NaN  0.355469        1.07866                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5815                 NaN            NaN  0.230449E-002            NaN            NaN  0.354753        1.06149                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6004                 NaN            NaN  0.216945E-002            NaN            NaN  0.354269        1.04320                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6187                 NaN            NaN  0.203229E-002            NaN            NaN   1.02692       0.352357                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6360                 NaN            NaN  0.190312E-002            NaN            NaN   1.01138       0.350753                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6631                 NaN            NaN  0.164125E-002            NaN  0.455990E-001   1.03600       0.253642                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6905                 NaN            NaN  0.139442E-002            NaN  0.870332E-001  0.166097        1.05495                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7063                 NaN            NaN  0.128340E-002            NaN  0.834091E-001  0.170766        1.03829                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7208                 NaN            NaN  0.112611E-002            NaN  0.815160E-001  0.174501        1.02205                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7763                 NaN            NaN  0.104785E-002            NaN  0.744008E-001  0.174194       0.974032                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7057                 NaN            NaN  0.101597E-002            NaN  0.768781E-001   1.02443       0.192018                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7651                 NaN            NaN  0.890673E-003            NaN  0.712577E-001  0.192166       0.970600                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7765                 NaN            NaN  0.796391E-003            NaN  0.685488E-001  0.957612       0.196570                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7884                 NaN            NaN  0.701099E-003            NaN  0.657541E-001  0.199897       0.945270                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8006                 NaN            NaN  0.617113E-003            NaN  0.631032E-001  0.930890       0.204750                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8133                 NaN            NaN  0.529480E-003            NaN  0.601690E-001  0.208280       0.917688                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8247                 NaN            NaN  0.445976E-003            NaN  0.577171E-001  0.212046       0.905108                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8335                 NaN            NaN  0.370656E-003            NaN  0.550915E-001  0.894004       0.217059                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8525                 NaN            NaN  0.178784E-003            NaN  0.784914E-001  0.903890       0.164948                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8479                 NaN            NaN  0.208621E-003            NaN  0.249745E-001  0.275053       0.851857                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8658                 NaN            NaN  0.143799E-003            NaN  0.479088E-001  0.861443       0.224677                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8728                 NaN            NaN  0.554032E-004            NaN  0.456890E-001  0.226912       0.854539                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.8814                 NaN            NaN            NaN            NaN  0.431225E-001  0.846185       0.229275                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.8902                 NaN            NaN  0.170694E-003            NaN  0.406506E-001  0.232099       0.836889                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.8985                 NaN            NaN  0.859377E-004            NaN  0.384272E-001  0.828120       0.234851                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.9047                 NaN            NaN            NaN            NaN  0.361038E-001  0.236764       0.822413                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.9116                 NaN            NaN            NaN            NaN  0.337526E-001  0.816182       0.238508                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.9150                 NaN            NaN            NaN            NaN  0.317370E-001  0.240916       0.811242                 NaN  0.110004E-002            NaN            NaN            NaN
  1406.02        2500.00        97.3270                 NaN            NaN            NaN            NaN  0.436829        1.09044       0.189252                 NaN  0.956458                 NaN            NaN            NaN
  1403.51        2500.00        97.3896                 NaN            NaN            NaN            NaN  0.433330        1.08227       0.160174                 NaN  0.934605                 NaN            NaN            NaN
  1401.00        2500.00        97.4533                 NaN            NaN            NaN            NaN  0.429440        1.07664       0.128131                 NaN  0.912504                 NaN            NaN            NaN
  1398.50        2500.00        97.5109                 NaN            NaN            NaN            NaN  0.425881        1.07066       0.100452                 NaN  0.892140                 NaN            NaN            NaN
  1395.99        2500.00        97.5674                 NaN            NaN            NaN            NaN  0.421659        1.06575       0.730999E-001            NaN  0.872047                 NaN            NaN            NaN
  1393.48        2500.00        97.6191                 NaN            NaN            NaN            NaN  0.418253       0.414169E-001   1.06758                 NaN  0.853691                 NaN            NaN            NaN
  1390.98        2500.00        97.6764                 NaN            NaN            NaN            NaN  0.412372        1.05950       0.190133E-001            NaN  0.832765                 NaN            NaN            NaN
  1388.47        2500.00        97.7228                 NaN            NaN            NaN            NaN  0.406802        1.05479                 NaN            NaN  0.815592                 NaN            NaN            NaN
  1385.96        2500.00        96.6067                 NaN            NaN            NaN            NaN  0.540496       0.233001        1.41744                 NaN   1.20239                 NaN            NaN            NaN
  1383.46        2500.00        98.9536                 NaN            NaN            NaN            NaN  0.185044       0.492672                 NaN            NaN  0.368669                 NaN            NaN            NaN
  1380.95        2500.00        97.8615                 NaN            NaN            NaN            NaN  0.381353       0.994837                 NaN            NaN  0.762291                 NaN            NaN            NaN
  1378.45        2500.00        97.9040                 NaN            NaN            NaN            NaN  0.373531       0.976601                 NaN            NaN  0.745861                 NaN            NaN            NaN
  1375.94        2500.00        97.9425                 NaN            NaN            NaN            NaN  0.361464       0.965710                 NaN            NaN  0.730323                 NaN            NaN            NaN
  1373.43        2500.00        97.9850                 NaN            NaN            NaN            NaN  0.352254       0.949820                 NaN            NaN  0.712918                 NaN            NaN            NaN
  1370.93        2500.00        98.0220                 NaN            NaN            NaN            NaN  0.346268       0.932879                 NaN            NaN  0.698808                 NaN            NaN            NaN
  1368.42        2500.00        98.0588                 NaN            NaN            NaN            NaN  0.335065       0.922619                 NaN            NaN  0.683560                 NaN            NaN            NaN
  1365.91        2500.00        98.0919                 NaN            NaN            NaN            NaN  0.325746       0.912688                 NaN            NaN  0.669676                 NaN            NaN            NaN
  1363.41        2500.00        98.1309                 NaN            NaN            NaN            NaN  0.321489       0.892302                 NaN            NaN  0.655341                 NaN            NaN            NaN
  1360.90        2500.00        98.1650                 NaN            NaN            NaN            NaN  0.313358       0.879419                 NaN            NaN  0.642178                 NaN            NaN            NaN
  1358.40        2500.00        98.1962                 NaN            NaN            NaN            NaN  0.308273       0.866604                 NaN            NaN  0.628957                 NaN            NaN            NaN
  1355.89        2500.00        98.2299                 NaN            NaN            NaN            NaN  0.295187       0.860232                 NaN            NaN  0.614657                 NaN            NaN            NaN
  1353.38        2500.00        98.2592                 NaN            NaN            NaN            NaN  0.289671       0.847708                 NaN            NaN  0.603464                 NaN            NaN            NaN
  1350.88        2500.00        98.2858                 NaN            NaN            NaN            NaN  0.283407       0.837972                 NaN            NaN  0.592830                 NaN            NaN            NaN
  1348.37        2500.00        98.3164                 NaN            NaN            NaN            NaN  0.268790       0.836798                 NaN            NaN  0.578058                 NaN            NaN            NaN
  1345.86        2500.00        98.3429                 NaN            NaN            NaN            NaN  0.266168       0.822319                 NaN            NaN  0.568634                 NaN            NaN            NaN
  1343.36        2500.00        98.3699                 NaN            NaN            NaN            NaN  0.259445       0.812876                 NaN            NaN  0.557774                 NaN            NaN            NaN
  1340.85        2500.00        98.3936                 NaN            NaN            NaN            NaN  0.248398       0.810915                 NaN            NaN  0.547076                 NaN            NaN            NaN
  1338.35        2500.00        98.4198                 NaN            NaN            NaN            NaN  0.243302       0.799973                 NaN            NaN  0.536935                 NaN            NaN            NaN
  1335.84        2500.00        98.3798                 NaN            NaN            NaN            NaN  0.227638       0.822071                 NaN            NaN  0.544398       0.260967E-001            NaN            NaN
  1333.33        2500.00        98.3021                 NaN            NaN            NaN            NaN  0.209773       0.854775                 NaN            NaN  0.563424       0.699132E-001            NaN            NaN
  1330.83        2500.00        98.3399                 NaN            NaN            NaN            NaN  0.204350       0.837573                 NaN            NaN  0.550674       0.674633E-001            NaN            NaN
  1328.32        2500.00        98.3783                 NaN            NaN            NaN            NaN  0.204882       0.813743                 NaN            NaN  0.537778       0.653452E-001            NaN            NaN
  1325.81        2500.00        98.4138                 NaN            NaN            NaN            NaN  0.197654       0.800117                 NaN            NaN  0.525515       0.629188E-001            NaN            NaN
  1323.31        2500.00        98.4504                 NaN            NaN            NaN            NaN  0.196054       0.779192                 NaN            NaN  0.513488       0.608488E-001            NaN            NaN
  1320.80        2500.00        98.4843                 NaN            NaN            NaN            NaN  0.189209       0.766347                 NaN            NaN  0.501591       0.585738E-001            NaN            NaN
  1318.30        2500.00        98.5191                 NaN            NaN            NaN            NaN  0.188175       0.744099                 NaN            NaN  0.491620       0.570167E-001            NaN            NaN
  1315.79        2500.00        98.5521                 NaN            NaN            NaN            NaN  0.176504       0.740788                 NaN            NaN  0.476638       0.539450E-001            NaN            NaN
  1313.28        2500.00        98.5772                 NaN            NaN            NaN            NaN  0.171459       0.730346                 NaN            NaN  0.468770       0.522707E-001            NaN            NaN
  1310.78        2500.00        98.6038                 NaN            NaN            NaN            NaN  0.169848       0.716166                 NaN            NaN  0.459746       0.504877E-001            NaN            NaN
  1308.27        2500.00        98.6363                 NaN            NaN            NaN            NaN  0.159305       0.708666                 NaN            NaN  0.447485       0.482634E-001            NaN            NaN
  1305.76        2500.00        98.6622                 NaN            NaN            NaN            NaN  0.153630       0.698173                 NaN            NaN  0.439345       0.466240E-001            NaN            NaN
  1303.26        2500.00        98.6910                 NaN            NaN            NaN            NaN  0.146562       0.690180                 NaN            NaN  0.427898       0.443777E-001            NaN            NaN
  1300.75        2500.00        98.7137                 NaN            NaN            NaN            NaN  0.136765       0.686508                 NaN            NaN  0.420488       0.425625E-001            NaN            NaN
  1298.25        2500.00        98.0687                 NaN            NaN            NaN            NaN  0.159152       0.795023                 NaN            NaN  0.497805       0.541292E-001  0.425223                 NaN
  1295.74        2500.00        71.6303                 NaN            NaN            NaN            NaN   1.22658        5.42721                 NaN            NaN   3.90634       0.562819        17.2467                 NaN
  1293.23        2500.00        74.2117                 NaN            NaN            NaN            NaN   1.15220        4.96357                 NaN            NaN   3.54465       0.498352        15.6295                 NaN
  1290.73        2500.00        76.1195                 NaN            NaN            NaN            NaN   1.07327        4.64529                 NaN            NaN   3.27301       0.448511        14.4405                 NaN
  1288.22        2500.00        77.3213                 NaN            NaN            NaN            NaN   1.01464        4.45300                 NaN            NaN   3.09356       0.413942        13.7036                 NaN
  1285.71        2500.00        77.7501                 NaN            NaN            NaN            NaN  0.974314        4.40767                 NaN            NaN   3.01265       0.394447        13.4608                 NaN
  1283.21        2500.00        77.0075                 NaN            NaN            NaN            NaN  0.970872        4.58045                 NaN            NaN   3.07710       0.395920        13.9681                 NaN
  1280.70        2500.00        74.7096                 NaN            NaN            NaN            NaN   1.00264        5.05375                 NaN            NaN   3.32979       0.423663        15.4805                 NaN
  1278.20        2500.00        72.3295                 NaN            NaN            NaN            NaN   1.00988        5.58861                 NaN            NaN   3.58940       0.451744        17.0308                 NaN
  1275.69        2500.00        73.2915                 NaN            NaN            NaN            NaN  0.813017        5.56819                 NaN            NaN   3.43335       0.426095        16.4679                 NaN
  1273.18        2500.00        78.3083                 NaN            NaN            NaN            NaN  0.523616        4.76247                 NaN            NaN   2.80322       0.338497        13.2639                 NaN
  1270.68        2500.00        81.8235                 NaN            NaN            NaN            NaN  0.199019        4.30182                 NaN            NaN   2.33633       0.280354        11.0589                 NaN
  1268.17        2500.00        84.5909                 NaN            NaN            NaN            NaN  0.211056E-001   4.11870                 NaN            NaN   2.04884       0.203314        9.01711                 NaN
  1265.66        2500.00        85.6387                 NaN            NaN            NaN            NaN  0.547207        1.76173                 NaN            NaN   1.86322       0.285120        9.90403                 NaN
  1263.16        2500.00        95.7439                 NaN            NaN            NaN            NaN            NaN   1.82869                 NaN            NaN  0.553729       0.174427E-001   1.85625                 NaN
  1260.65        2500.00        89.9506                 NaN            NaN            NaN            NaN            NaN   3.25038                 NaN            NaN   1.47735       0.115343        5.20630                 NaN
  1258.15        2500.00        91.3548                 NaN            NaN            NaN            NaN            NaN  0.461386        1.70225                 NaN   1.08093       0.108935        5.29171                 NaN
  1255.64        2500.00        92.4064                 NaN            NaN            NaN            NaN            NaN   2.02588                 NaN            NaN   1.01392       0.102005        4.45179                 NaN
  1253.13        2500.00        93.4711                 NaN            NaN            NaN            NaN            NaN   1.71939                 NaN            NaN  0.853846       0.943109E-001   3.86138                 NaN
  1250.63        2500.00        94.2388                 NaN            NaN            NaN            NaN            NaN   1.37218                 NaN            NaN  0.745945       0.890554E-001   3.55399                 NaN
  1248.12        2500.00        84.1619                 NaN            NaN            NaN            NaN   1.06395                 NaN            NaN            NaN   1.44267       0.395402        12.6802       0.255876     
  1245.61        2500.00        97.1443                 NaN            NaN            NaN            NaN            NaN  0.485957        1.36584                 NaN  0.697062       0.279784E-001  0.278888                 NaN
  1243.11        2500.00        98.2486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.456689                 NaN   1.13032       0.164431     
  1240.60        2500.00        96.5719                 NaN            NaN            NaN            NaN            NaN   2.75887                 NaN            NaN  0.669254                 NaN            NaN            NaN
  1238.10        2500.00        99.5618                 NaN            NaN            NaN            NaN            NaN  0.352342                 NaN            NaN  0.858502E-001            NaN            NaN            NaN
  1235.59        2500.00        86.7273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.488855       0.113935        8.31614        4.35379     
  1233.08        2500.00        94.6311                 NaN            NaN            NaN            NaN            NaN   1.63346        1.22866                 NaN   1.29003                 NaN   1.21674                 NaN
  1230.58        2500.00        74.2824                 NaN            NaN            NaN            NaN  0.724813                 NaN            NaN            NaN   1.28308       0.220489        13.6082        9.88104     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.25823        8.10778                 NaN   9.14213       0.587405        45.0367        30.8678     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.22401        8.14482                 NaN   9.14974       0.586443        45.0252        30.8698     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.18977        8.18190                 NaN   9.15752       0.585414        45.0135        30.8718     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.32306        10.2418       0.128248E-005   9.32520       0.550062        44.6445        30.9154     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.41614        10.1513       0.247261E-004   9.33070       0.549219        44.6351        30.9175     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.43030        10.1408       0.185568E-003   9.33708       0.548155        44.6235        30.9199     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.52695        10.0470       0.116088E-005   9.34257       0.547299        44.6141        30.9220     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.62026        9.95646       0.110617E-005   9.34815       0.546422        44.6045        30.9242     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.40710        10.1769                 NaN   9.35654       0.544777        44.5872        30.9275     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.78348        9.79928                 NaN   9.35973       0.544558        44.5843        30.9286     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.86983        9.71594                 NaN   9.36547       0.543626        44.5743        30.9308     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.94665        9.64231                 NaN   9.37128       0.542664        44.5640        30.9331     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.02507        9.56712                 NaN   9.37717       0.541687        44.5536        30.9354     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.09602        9.49959                 NaN   9.38313       0.540676        44.5429        30.9377     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.18439        9.41441                 NaN   9.38898       0.539701        44.5326        30.9399     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.25655        9.34575                 NaN   9.39497       0.538669        44.5218        30.9422     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.31863        9.28736                 NaN   9.40105       0.537605        44.5107        30.9446     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.39753        9.21196                 NaN   9.40705       0.536567        44.5000        30.9469     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.43356        9.18016                 NaN   9.41336       0.535414        44.4881        30.9494     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.53572        9.08123                 NaN   9.41923       0.534411        44.4777        30.9517     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.60270        9.01809                 NaN   9.42534       0.533305        44.4665        30.9541     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.67005        8.95463                 NaN   9.43148       0.532191        44.4551        30.9565     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.73591        8.89274                 NaN   9.43765       0.531062        44.4437        30.9590     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.80100        8.83167                 NaN   9.44386       0.529919        44.4321        30.9614     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.86442        8.77237                 NaN   9.45006       0.528761        44.4205        30.9639     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.92613        8.71485                 NaN   9.45628       0.527585        44.4088        30.9664     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.98889        8.65632                 NaN   9.46252       0.526401        44.3970        30.9689     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.05212        8.59735                 NaN   9.46879       0.525204        44.3852        30.9714     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.11140        8.54248                 NaN   9.47507       0.523987        44.3731        30.9739     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.17225        8.48605                 NaN   9.48137       0.522762        44.3611        30.9765     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.23229        8.43050                 NaN   9.48768       0.521521        44.3490        30.9790     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.29214        8.37515                 NaN   9.49403       0.520268        44.3368        30.9816     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.34863        8.32329                 NaN   9.50038       0.518995        44.3245        30.9842     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.40075        8.27592                 NaN   9.50674       0.517707        44.3120        30.9869     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.45393        8.22753                 NaN   9.51312       0.516411        44.2995        30.9895     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.50472        8.18161                 NaN   9.51950       0.515095        44.2869        30.9922     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.56123        8.12999                 NaN   9.52592       0.513772        44.2743        30.9948     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.61247        8.08373                 NaN   9.53234       0.512432        44.2615        30.9975     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.65406        8.04731                 NaN   9.53879       0.511068        44.2485        31.0002     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.70742        7.99900                 NaN   9.54521       0.509710        44.2357        31.0029     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.76077        7.95077                 NaN   9.55166       0.508339        44.2228        31.0057     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.81137        7.90535                 NaN   9.55810       0.506955        44.2098        31.0084     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.83928        7.88299                 NaN   9.56457       0.505533        44.1964        31.0112     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.88058        7.84694                 NaN   9.57107       0.504105        44.1832        31.0141     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.92299        7.80997                 NaN   9.57755       0.502680        44.1699        31.0169     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.96416        7.77433                 NaN   9.58401       0.501245        44.1565        31.0197     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.00863        7.73536                 NaN   9.59052       0.499798        44.1432        31.0225     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.04803        7.70161                 NaN   9.59701       0.498333        44.1297        31.0254     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.08337        7.67205                 NaN   9.60355       0.496846        44.1159        31.0283     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.14229        7.61855                 NaN   9.61003       0.495393        44.1027        31.0310     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.16007        7.60687                 NaN   9.61657       0.493873        44.0886        31.0340     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.21137        7.56125                 NaN   9.62315       0.492374        44.0750        31.0369     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.26103        7.51738                 NaN   9.62970       0.490860        44.0613        31.0398     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.26948        7.51508                 NaN   9.63609       0.489352        44.0472        31.0428     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30427        7.48635                 NaN   9.64259       0.487803        44.0333        31.0457     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.33299        7.46373                 NaN   9.64916       0.486250        44.0191        31.0487     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.38061        7.42209                 NaN   9.65575       0.484701        44.0052        31.0516     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.42259        7.38625                 NaN   9.66242       0.483124        43.9910        31.0546     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.41146        7.40397                 NaN   9.66868       0.481566        43.9766        31.0578     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.43688        7.38488                 NaN   9.67519       0.479992        43.9623        31.0608     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.46049        7.36771                 NaN   9.68178       0.478383        43.9478        31.0639     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.48599        7.34856                 NaN   9.68825       0.476806        43.9335        31.0669     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.53870        7.30203                 NaN   9.69494       0.475194        43.9193        31.0699     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.53095        7.31663                 NaN   9.70132       0.473583        43.9044        31.0731     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55829        7.29580                 NaN   9.70787       0.471971        43.8899        31.0762     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.59210        7.26840                 NaN   9.71445       0.470348        43.8755        31.0792     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.62695        7.24004                 NaN   9.72104       0.468703        43.8609        31.0823     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.64645        7.22727                 NaN   9.72758       0.467063        43.8462        31.0855     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.65911        7.22128                 NaN   9.73527       0.465374        43.8304        31.0885     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.68441        7.20285                 NaN   9.74068       0.463763        43.8165        31.0918     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.70103        7.19308                 NaN   9.74718       0.462104        43.8017        31.0949     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.71664        7.18438                 NaN   9.75371       0.460437        43.7867        31.0982     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.73097        7.17697                 NaN   9.76023       0.458773        43.7717        31.1014     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.73810        7.17684                 NaN   9.76668       0.457100        43.7567        31.1046     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75735        7.16455                 NaN   9.77339       0.455467        43.7414        31.1079     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75805        7.17099                 NaN   9.77973       0.453763        43.7264        31.1111     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.76409        7.17218                 NaN   9.78616       0.452064        43.7111        31.1144     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.76920        7.17430                 NaN   9.79244       0.450389        43.6959        31.1177     
