|6.6.6
Archiving\03_Data\frac/QFM_m4.5/NWA1068/NWA1068_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1511.28        2500.00        98.7878                 NaN            NaN  0.116423E-001            NaN            NaN   1.20051                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.7813                 NaN            NaN  0.114614E-001            NaN            NaN   1.20724                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.7745                 NaN            NaN  0.112639E-001            NaN            NaN   1.21428                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7605                 NaN            NaN  0.110306E-001            NaN            NaN   1.22850                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7489                 NaN            NaN  0.108303E-001            NaN            NaN   1.24031                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.7319                 NaN            NaN  0.105763E-001            NaN            NaN   1.25751                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.6993                 NaN            NaN  0.102838E-001            NaN            NaN   1.29046                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.6626                 NaN            NaN  0.996745E-002            NaN            NaN   1.32746                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.5498                 NaN            NaN  0.894966E-002            NaN            NaN   1.23953       0.201700                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2353                 NaN            NaN  0.493103E-002            NaN            NaN   1.34927       0.410515                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2574                 NaN            NaN  0.469906E-002            NaN            NaN   1.32661       0.411292                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2818                 NaN            NaN  0.446336E-002            NaN            NaN  0.410270        1.30343                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3045                 NaN            NaN  0.423063E-002            NaN            NaN  0.411154        1.28013                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3273                 NaN            NaN  0.397927E-002            NaN            NaN  0.412105        1.25660                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3502                 NaN            NaN  0.376406E-002            NaN            NaN  0.411031        1.23503                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3695                 NaN            NaN  0.357403E-002            NaN            NaN  0.410626        1.21630                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3900                 NaN            NaN  0.336207E-002            NaN            NaN  0.410470        1.19621                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4096                 NaN            NaN  0.314733E-002            NaN            NaN   1.17854       0.408686                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4282                 NaN            NaN  0.294520E-002            NaN            NaN   1.16160       0.407250                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4546                 NaN            NaN  0.253810E-002            NaN  0.571899E-001   1.19089       0.294825                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4815                 NaN            NaN  0.215495E-002            NaN  0.109349       0.193284        1.21367                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4985                 NaN            NaN  0.198211E-002            NaN  0.104933       0.198950        1.19567                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5137                 NaN            NaN  0.173816E-002            NaN  0.102811       0.203556        1.17817                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5769                 NaN            NaN  0.161617E-002            NaN  0.940187E-001  0.203458        1.12402                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4934                 NaN            NaN  0.156646E-002            NaN  0.973047E-001   1.18324       0.224516                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5611                 NaN            NaN  0.137221E-002            NaN  0.903828E-001  0.224984        1.12218                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5731                 NaN            NaN  0.122614E-002            NaN  0.871005E-001   1.10820       0.230411                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5856                 NaN            NaN  0.107873E-002            NaN  0.837109E-001  0.234582        1.09503                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5985                 NaN            NaN  0.948920E-003            NaN  0.804799E-001   1.07950       0.240606                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6119                 NaN            NaN  0.813607E-003            NaN  0.768958E-001  0.245056        1.06530                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6239                 NaN            NaN  0.684752E-003            NaN  0.739057E-001  0.249793        1.05173                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6330                 NaN            NaN  0.568609E-003            NaN  0.706585E-001   1.03980       0.255994                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6514                 NaN            NaN  0.274093E-003            NaN  0.100892        1.05264       0.194821                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6492                 NaN            NaN  0.319650E-003            NaN  0.321578E-001  0.325268       0.993077                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6666                 NaN            NaN  0.220143E-003            NaN  0.618368E-001   1.00536       0.266031                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6734                 NaN            NaN  0.847504E-004            NaN  0.590870E-001  0.269022       0.998386                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6822                 NaN            NaN            NaN            NaN  0.558893E-001  0.989778       0.272171                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6911                 NaN            NaN  0.260719E-003            NaN  0.527779E-001  0.275876       0.979990                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6995                 NaN            NaN  0.131173E-003            NaN  0.499964E-001  0.970813       0.279524                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7054                 NaN            NaN            NaN            NaN  0.470754E-001  0.282174       0.965340                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7121                 NaN            NaN            NaN            NaN  0.441022E-001  0.959181       0.284634                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.7150                 NaN            NaN            NaN            NaN  0.415580E-001  0.287884       0.954514                 NaN  0.104419E-002            NaN            NaN            NaN
  1406.02        2500.00        97.0086                 NaN            NaN            NaN            NaN  0.573314        1.28398       0.226328                 NaN  0.907739                 NaN            NaN            NaN
  1403.51        2500.00        97.0720                 NaN            NaN            NaN            NaN  0.570816        1.27725       0.191977                 NaN  0.888006                 NaN            NaN            NaN
  1401.00        2500.00        97.1368                 NaN            NaN            NaN            NaN  0.567883        1.27335       0.153894                 NaN  0.868026                 NaN            NaN            NaN
  1398.50        2500.00        97.1950                 NaN            NaN            NaN            NaN  0.565354        1.26907       0.120909                 NaN  0.849679                 NaN            NaN            NaN
  1395.99        2500.00        97.2521                 NaN            NaN            NaN            NaN  0.561897        1.26626       0.881858E-001            NaN  0.831575                 NaN            NaN            NaN
  1393.48        2500.00        97.3041                 NaN            NaN            NaN            NaN  0.559469       0.500679E-001   1.27122                 NaN  0.815110                 NaN            NaN            NaN
  1390.98        2500.00        97.3624                 NaN            NaN            NaN            NaN  0.553735        1.26465       0.230370E-001            NaN  0.796175                 NaN            NaN            NaN
  1388.47        2500.00        97.4089                 NaN            NaN            NaN            NaN  0.548352        1.26198                 NaN            NaN  0.780798                 NaN            NaN            NaN
  1385.96        2500.00        96.1347                 NaN            NaN            NaN            NaN  0.732885       0.283237        1.69758                 NaN   1.15157                 NaN            NaN            NaN
  1383.46        2500.00        98.8008                 NaN            NaN            NaN            NaN  0.251699       0.593051                 NaN            NaN  0.354491                 NaN            NaN            NaN
  1380.95        2500.00        97.5491                 NaN            NaN            NaN            NaN  0.519843        1.19823                 NaN            NaN  0.732801                 NaN            NaN            NaN
  1378.45        2500.00        97.5920                 NaN            NaN            NaN            NaN  0.511088        1.17888                 NaN            NaN  0.718040                 NaN            NaN            NaN
  1375.94        2500.00        97.6307                 NaN            NaN            NaN            NaN  0.496361        1.16879                 NaN            NaN  0.704108                 NaN            NaN            NaN
  1373.43        2500.00        97.6740                 NaN            NaN            NaN            NaN  0.485526        1.15217                 NaN            NaN  0.688347                 NaN            NaN            NaN
  1370.93        2500.00        97.7111                 NaN            NaN            NaN            NaN  0.479095        1.13408                 NaN            NaN  0.675736                 NaN            NaN            NaN
  1368.42        2500.00        97.7483                 NaN            NaN            NaN            NaN  0.465307        1.12440                 NaN            NaN  0.661996                 NaN            NaN            NaN
  1365.91        2500.00        97.7813                 NaN            NaN            NaN            NaN  0.454050        1.11514                 NaN            NaN  0.649545                 NaN            NaN            NaN
  1363.41        2500.00        97.8211                 NaN            NaN            NaN            NaN  0.449705        1.09252                 NaN            NaN  0.636634                 NaN            NaN            NaN
  1360.90        2500.00        97.8562                 NaN            NaN            NaN            NaN  0.439612        1.07938                 NaN            NaN  0.624831                 NaN            NaN            NaN
  1358.40        2500.00        97.8867                 NaN            NaN            NaN            NaN  0.434361        1.06600                 NaN            NaN  0.612938                 NaN            NaN            NaN
  1355.89        2500.00        97.9218                 NaN            NaN            NaN            NaN  0.417408        1.06079                 NaN            NaN  0.599964                 NaN            NaN            NaN
  1353.38        2500.00        97.9511                 NaN            NaN            NaN            NaN  0.411012        1.04785                 NaN            NaN  0.589990                 NaN            NaN            NaN
  1350.88        2500.00        97.9778                 NaN            NaN            NaN            NaN  0.403445        1.03819                 NaN            NaN  0.580537                 NaN            NaN            NaN
  1348.37        2500.00        98.0091                 NaN            NaN            NaN            NaN  0.384119        1.03974                 NaN            NaN  0.566999                 NaN            NaN            NaN
  1345.86        2500.00        98.0357                 NaN            NaN            NaN            NaN  0.381738        1.02387                 NaN            NaN  0.558675                 NaN            NaN            NaN
  1343.36        2500.00        98.0632                 NaN            NaN            NaN            NaN  0.373383        1.01451                 NaN            NaN  0.548917                 NaN            NaN            NaN
  1340.85        2500.00        98.0872                 NaN            NaN            NaN            NaN  0.358783        1.01476                 NaN            NaN  0.539287                 NaN            NaN            NaN
  1338.35        2500.00        98.1140                 NaN            NaN            NaN            NaN  0.352591        1.00321                 NaN            NaN  0.530181                 NaN            NaN            NaN
  1335.84        2500.00        98.0530                 NaN            NaN            NaN            NaN  0.330954        1.03349                 NaN            NaN  0.538437       0.441581E-001            NaN            NaN
  1333.33        2500.00        97.9402                 NaN            NaN            NaN            NaN  0.306051        1.07695                 NaN            NaN  0.558272       0.118519                 NaN            NaN
  1330.83        2500.00        97.9811                 NaN            NaN            NaN            NaN  0.299215        1.05823                 NaN            NaN  0.546846       0.114623                 NaN            NaN
  1328.32        2500.00        98.0220                 NaN            NaN            NaN            NaN  0.301231        1.03028                 NaN            NaN  0.535221       0.111274                 NaN            NaN
  1325.81        2500.00        98.0608                 NaN            NaN            NaN            NaN  0.291657        1.01595                 NaN            NaN  0.524171       0.107382                 NaN            NaN
  1323.31        2500.00        98.1005                 NaN            NaN            NaN            NaN  0.290354       0.991718                 NaN            NaN  0.513302       0.104082                 NaN            NaN
  1320.80        2500.00        98.1378                 NaN            NaN            NaN            NaN  0.281215       0.978087                 NaN            NaN  0.502509       0.100413                 NaN            NaN
  1318.30        2500.00        98.1764                 NaN            NaN            NaN            NaN  0.280463       0.951619                 NaN            NaN  0.493597       0.979609E-001            NaN            NaN
  1315.79        2500.00        98.2127                 NaN            NaN            NaN            NaN  0.264253       0.950588                 NaN            NaN  0.479589       0.928868E-001            NaN            NaN
  1313.28        2500.00        98.2398                 NaN            NaN            NaN            NaN  0.257588       0.939721                 NaN            NaN  0.472684       0.901996E-001            NaN            NaN
  1310.78        2500.00        98.2681                 NaN            NaN            NaN            NaN  0.256270       0.923757                 NaN            NaN  0.464577       0.873123E-001            NaN            NaN
  1308.27        2500.00        98.3056                 NaN            NaN            NaN            NaN  0.240944       0.916703                 NaN            NaN  0.453155       0.836471E-001            NaN            NaN
  1305.76        2500.00        98.3344                 NaN            NaN            NaN            NaN  0.233112       0.905617                 NaN            NaN  0.445849       0.809789E-001            NaN            NaN
  1303.26        2500.00        98.3669                 NaN            NaN            NaN            NaN  0.223175       0.897588                 NaN            NaN  0.435142       0.772413E-001            NaN            NaN
  1300.75        2500.00        98.3929                 NaN            NaN            NaN            NaN  0.208908       0.895492                 NaN            NaN  0.428491       0.742376E-001            NaN            NaN
  1298.25        2500.00        97.7112                 NaN            NaN            NaN            NaN  0.243871        1.03879                 NaN            NaN  0.508078       0.945640E-001  0.403538                 NaN
  1295.74        2500.00        70.1838                 NaN            NaN            NaN            NaN   1.85972        6.97429                 NaN            NaN   3.92153       0.967145        16.0935                 NaN
  1293.23        2500.00        72.8148                 NaN            NaN            NaN            NaN   1.75966        6.39424                 NaN            NaN   3.56551       0.858097        14.6077                 NaN
  1290.73        2500.00        74.7627                 NaN            NaN            NaN            NaN   1.64970        5.99926                 NaN            NaN   3.29860       0.773788        13.5159                 NaN
  1288.22        2500.00        75.9874                 NaN            NaN            NaN            NaN   1.56868        5.76394                 NaN            NaN   3.12325       0.715431        12.8413                 NaN
  1285.71        2500.00        76.4161                 NaN            NaN            NaN            NaN   1.51410        5.71716                 NaN            NaN   3.04620       0.682798        12.6237                 NaN
  1283.21        2500.00        75.6333                 NaN            NaN            NaN            NaN   1.51536        5.95136                 NaN            NaN   3.11443       0.686047        13.0995                 NaN
  1280.70        2500.00        73.2469                 NaN            NaN            NaN            NaN   1.57046        6.57476                 NaN            NaN   3.37094       0.734306        14.5026                 NaN
  1278.20        2500.00        70.7612                 NaN            NaN            NaN            NaN   1.58698        7.28957                 NaN            NaN   3.63542       0.783363        15.9435                 NaN
  1275.69        2500.00        71.7202                 NaN            NaN            NaN            NaN   1.28518        7.31594                 NaN            NaN   3.48907       0.741397        15.4482                 NaN
  1273.18        2500.00        76.8634                 NaN            NaN            NaN            NaN  0.834691        6.32416                 NaN            NaN   2.86728       0.592835        12.5176                 NaN
  1270.68        2500.00        80.5166                 NaN            NaN            NaN            NaN  0.319610        5.77665                 NaN            NaN   2.40352       0.493857        10.4898                 NaN
  1268.17        2500.00        83.2937                 NaN            NaN            NaN            NaN  0.340636E-001   5.59298                 NaN            NaN   2.11817       0.359926        8.60117                 NaN
  1265.66        2500.00        84.7006                 NaN            NaN            NaN            NaN  0.882941        2.46135                 NaN            NaN   1.93820       0.507894        9.50900                 NaN
  1263.16        2500.00        95.0917                 NaN            NaN            NaN            NaN            NaN   2.50115                 NaN            NaN  0.580764       0.313286E-001   1.79503                 NaN
  1260.65        2500.00        88.7618                 NaN            NaN            NaN            NaN            NaN   4.45401                 NaN            NaN   1.54798       0.206972        5.02927                 NaN
  1258.15        2500.00        90.5001                 NaN            NaN            NaN            NaN            NaN  0.636555        2.37456                 NaN   1.14081       0.196895        5.15104                 NaN
  1255.64        2500.00        91.5552                 NaN            NaN            NaN            NaN            NaN   2.83534                 NaN            NaN   1.07433       0.185107        4.35005                 NaN
  1253.13        2500.00        92.7193                 NaN            NaN            NaN            NaN            NaN   2.40949                 NaN            NaN  0.908878       0.171937        3.79040                 NaN
  1250.63        2500.00        93.6052                 NaN            NaN            NaN            NaN            NaN   1.93157                 NaN            NaN  0.797284       0.163028        3.50289                 NaN
  1248.12        2500.00        83.2170                 NaN            NaN            NaN            NaN   1.78218                 NaN            NaN            NaN   1.53983       0.722858        12.4828       0.255342     
  1245.61        2500.00        96.3116                 NaN            NaN            NaN            NaN            NaN  0.697567        1.91267                 NaN  0.750356       0.515872E-001  0.276256                 NaN
  1243.11        2500.00        98.2062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.495415                 NaN   1.13159       0.166753     
  1240.60        2500.00        95.3575                 NaN            NaN            NaN            NaN            NaN   3.91896                 NaN            NaN  0.723569                 NaN            NaN            NaN
  1238.10        2500.00        99.4025                 NaN            NaN            NaN            NaN            NaN  0.503501                 NaN            NaN  0.939521E-001            NaN            NaN            NaN
  1235.59        2500.00        86.5183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.530551       0.211828        8.32274        4.41661     
  1233.08        2500.00        93.3292                 NaN            NaN            NaN            NaN            NaN   2.32962        1.73053                 NaN   1.39697                 NaN   1.21366                 NaN
  1230.58        2500.00        73.5435                 NaN            NaN            NaN            NaN   1.22512                 NaN            NaN            NaN   1.38152       0.406724        13.4998        9.94339     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.11925        10.9326                 NaN   9.19523        1.01222        41.7254        29.0153     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.07404        10.9811                 NaN   9.20292        1.01060        41.7155        29.0158     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.02886        11.0296                 NaN   9.21077        1.00886        41.7056        29.0163     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.82339        13.4423       0.170024E-005   9.37786       0.947815        41.3578        29.0509     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.94791        13.3210       0.328396E-004   9.38341       0.946394        41.3499        29.0514     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.96670        13.3066       0.246642E-003   9.38984       0.944593        41.3399        29.0522     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.09596        13.1808       0.153817E-005   9.39539       0.943151        41.3320        29.0528     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.22070        13.0594       0.146535E-005   9.40102       0.941671        41.3239        29.0533     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.93541        13.3531                 NaN   9.40941       0.938864        41.3084        29.0548     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.43870        12.8488                 NaN   9.41269       0.938524        41.3067        29.0546     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.55401        12.7371                 NaN   9.41849       0.936950        41.2982        29.0552     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.65658        12.6384                 NaN   9.42435       0.935324        41.2895        29.0559     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.76123        12.5377                 NaN   9.43028       0.933672        41.2806        29.0566     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85585        12.4471                 NaN   9.43630       0.931962        41.2715        29.0573     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.97373        12.3331                 NaN   9.44219       0.930312        41.2627        29.0580     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.06992        12.2411                 NaN   9.44823       0.928564        41.2535        29.0587     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.15265        12.1628                 NaN   9.45436       0.926762        41.2440        29.0595     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.25779        12.0618                 NaN   9.46041       0.925004        41.2348        29.0602     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30569        12.0189                 NaN   9.46676       0.923047        41.2245        29.0611     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.44184        11.8867                 NaN   9.47268       0.921350        41.2157        29.0618     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.53102        11.8021                 NaN   9.47884       0.919474        41.2060        29.0626     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.62067        11.7171                 NaN   9.48503       0.917584        41.1963        29.0634     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.70830        11.6341                 NaN   9.49124       0.915668        41.1864        29.0642     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.79490        11.5523                 NaN   9.49749       0.913728        41.1765        29.0651     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.87924        11.4728                 NaN   9.50374       0.911761        41.1665        29.0659     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.96131        11.3957                 NaN   9.51000       0.909764        41.1564        29.0668     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.04474        11.3173                 NaN   9.51628       0.907752        41.1462        29.0677     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.12879        11.2383                 NaN   9.52260       0.905718        41.1360        29.0686     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.20755        11.1647                 NaN   9.52893       0.903649        41.1256        29.0695     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.28839        11.0891                 NaN   9.53527       0.901565        41.1152        29.0705     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.36815        11.0146                 NaN   9.54162       0.899455        41.1047        29.0714     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.44782        10.9403                 NaN   9.54801       0.897323        41.0942        29.0724     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.52283        10.8707                 NaN   9.55440       0.895157        41.0835        29.0734     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.59201        10.8071                 NaN   9.56080       0.892965        41.0727        29.0744     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.66259        10.7422                 NaN   9.56723       0.890758        41.0618        29.0754     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.73000        10.6805                 NaN   9.57365       0.888518        41.0509        29.0765     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.80495        10.6112                 NaN   9.58011       0.886264        41.0399        29.0775     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.87293        10.5491                 NaN   9.58657       0.883981        41.0289        29.0786     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.92807        10.5000                 NaN   9.59306       0.881657        41.0176        29.0797     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.99885        10.4351                 NaN   9.59951       0.879343        41.0064        29.0808     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.06959        10.3704                 NaN   9.60600       0.877005        40.9952        29.0818     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.13668        10.3093                 NaN   9.61249       0.874646        40.9839        29.0830     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.17368        10.2788                 NaN   9.61899       0.872221        40.9722        29.0842     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.22840        10.2303                 NaN   9.62551       0.869784        40.9606        29.0853     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.28462        10.1805                 NaN   9.63202       0.867352        40.9490        29.0865     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.33918        10.1323                 NaN   9.63853       0.864904        40.9374        29.0877     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.39813        10.0798                 NaN   9.64508       0.862434        40.9257        29.0889     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.45035        10.0341                 NaN   9.65160       0.859934        40.9139        29.0901     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.49716        9.99400                 NaN   9.65818       0.857395        40.9019        29.0914     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.57526        9.92221                 NaN   9.66470       0.854915        40.8904        29.0925     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.59881        9.90570                 NaN   9.67127       0.852319        40.8780        29.0939     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.66675        9.84436                 NaN   9.67789       0.849759        40.8662        29.0951     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.73253        9.78528                 NaN   9.68448       0.847174        40.8542        29.0963     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.74388        9.78103                 NaN   9.69090       0.844598        40.8419        29.0977     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.78997        9.74195                 NaN   9.69743       0.841951        40.8297        29.0990     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.82806        9.71094                 NaN   9.70404       0.839297        40.8173        29.1004     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.89109        9.65481                 NaN   9.71067       0.836650        40.8051        29.1017     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.94665        9.60634                 NaN   9.71737       0.833954        40.7927        29.1030     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.93220        9.62838                 NaN   9.72366       0.831290        40.7800        29.1045     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.96594        9.60191                 NaN   9.73020       0.828598        40.7675        29.1059     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.99728        9.57799                 NaN   9.73682       0.825847        40.7548        29.1073     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0312        9.55141                 NaN   9.74333       0.823150        40.7422        29.1087     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1009        9.48877                 NaN   9.75006       0.820394        40.7298        29.1101     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0909        9.50663                 NaN   9.75647       0.817637        40.7167        29.1116     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1272        9.47779                 NaN   9.76305       0.814880        40.7040        29.1131     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1721        9.44031                 NaN   9.76966       0.812103        40.6914        29.1145     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2183        9.40159                 NaN   9.77629       0.809289        40.6786        29.1159     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2443        9.38332                 NaN   9.78286       0.806481        40.6657        29.1174     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2610        9.37417                 NaN   9.79058       0.803590        40.6518        29.1189     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2948        9.34824                 NaN   9.79602       0.800834        40.6396        29.1205     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3170        9.33386                 NaN   9.80256       0.797993        40.6266        29.1220     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3379        9.32088                 NaN   9.80912       0.795139        40.6134        29.1236     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3571        9.30959                 NaN   9.81567       0.792290        40.6002        29.1251     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3669        9.30786                 NaN   9.82215       0.789425        40.5870        29.1267     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3925        9.29008                 NaN   9.82889       0.786630        40.5735        29.1283     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3938        9.29690                 NaN   9.83526       0.783711        40.5604        29.1299     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4021        9.29687                 NaN   9.84171       0.780801        40.5469        29.1316     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4092        9.29799                 NaN   9.84803       0.777931        40.5336        29.1332     
