|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1563.91        500.000        99.5873                 NaN            NaN            NaN            NaN            NaN  0.143813E-001  0.398290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.2347                 NaN            NaN            NaN            NaN            NaN  0.401170E-001   1.72514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8626                 NaN            NaN            NaN            NaN            NaN  0.228455E-001   1.11455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8835                 NaN            NaN            NaN            NaN            NaN  0.225289E-001   1.09394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8953                 NaN            NaN            NaN            NaN            NaN  0.185275E-001   1.08622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9108                 NaN            NaN            NaN            NaN            NaN  0.145904E-001   1.07461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9285                 NaN            NaN            NaN            NaN            NaN  0.151326E-001   1.05641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9424                 NaN            NaN            NaN            NaN            NaN  0.143748E-001   1.04327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9576                 NaN            NaN            NaN            NaN            NaN  0.113078E-001   1.03105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9710                 NaN            NaN            NaN            NaN            NaN  0.102320E-001   1.01873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9825                 NaN            NaN            NaN            NaN            NaN  0.583107E-002   1.01166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9975                 NaN            NaN            NaN            NaN            NaN  0.495704E-002  0.997521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0097                 NaN            NaN            NaN            NaN            NaN  0.323504E-002  0.987086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0183                 NaN            NaN            NaN            NaN            NaN  0.151134E-002  0.980199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0428                 NaN            NaN            NaN            NaN            NaN  0.357521E-001  0.921437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0605                 NaN            NaN            NaN            NaN            NaN  0.674540E-001  0.872078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0600                 NaN            NaN            NaN            NaN            NaN            NaN  0.940010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0713                 NaN            NaN            NaN            NaN            NaN            NaN  0.928676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0813                 NaN            NaN            NaN            NaN            NaN            NaN  0.918708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0930                 NaN            NaN            NaN            NaN            NaN            NaN  0.907048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1041                 NaN            NaN            NaN            NaN            NaN            NaN  0.895911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0686                 NaN            NaN            NaN            NaN            NaN            NaN  0.692742       0.238608                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9115                 NaN            NaN            NaN            NaN            NaN            NaN  0.246015E-001   1.06389                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9194                 NaN            NaN            NaN            NaN            NaN            NaN  0.639529E-001   1.01663                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9242                 NaN            NaN            NaN            NaN            NaN            NaN  0.386990E-001   1.03710                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9271                 NaN            NaN            NaN            NaN            NaN            NaN  0.226849E-001   1.05023                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9270                 NaN            NaN            NaN            NaN            NaN            NaN  0.674872E-002   1.06623                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06775                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2033                 NaN            NaN            NaN            NaN            NaN            NaN  0.457918E-001  0.750873                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.6592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.34080                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07391                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06756                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08585                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09902                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.8849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11506                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.7115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.261709        1.02680                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.1902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.20663       0.603135                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.2231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.590849        1.18608                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.2567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.580023        1.16333                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.2900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.568707        1.14129                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.3187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.559581        1.12169                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.3456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.548121        1.10625                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08211       0.536160                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.4060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.527429        1.06653                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.4327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04952       0.517798                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.4582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.509307        1.03248                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.4860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.499151        1.01481                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.5085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00016       0.491336                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.5329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.985820       0.481276                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.5527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.473867       0.973460                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.5814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.955145       0.463479                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.6002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.941028       0.458783                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        95.4545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68721        1.40459                 NaN   1.45371                 NaN            NaN            NaN
  1431.08        500.000        95.5112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.37147        1.66304                 NaN   1.45433                 NaN            NaN            NaN
  1428.57        500.000        95.6571                 NaN            NaN            NaN  0.262013E-002            NaN            NaN            NaN   1.59409        1.33555                 NaN   1.41068                 NaN            NaN            NaN
  1426.07        500.000        94.7182                 NaN            NaN            NaN  0.112515                 NaN            NaN            NaN   1.49518        1.85176                 NaN   1.82239                 NaN            NaN            NaN
  1423.56        500.000        95.0644                 NaN            NaN            NaN  0.104035                 NaN            NaN            NaN   1.38757        1.73900                 NaN   1.70499                 NaN            NaN            NaN
  1421.05        500.000        95.3803                 NaN            NaN            NaN  0.964225E-001            NaN            NaN            NaN   1.63441        1.29074                 NaN   1.59817                 NaN            NaN            NaN
  1418.55        500.000        95.6546                 NaN            NaN            NaN  0.896719E-001            NaN            NaN            NaN   1.54490        1.20599                 NaN   1.50483                 NaN            NaN            NaN
  1416.04        500.000        95.9007                 NaN            NaN            NaN  0.837219E-001            NaN            NaN            NaN   1.13046        1.46425                 NaN   1.42085                 NaN            NaN            NaN
  1413.53        500.000        96.1267                 NaN            NaN            NaN  0.782700E-001            NaN            NaN            NaN   1.38861        1.06253                 NaN   1.34393                 NaN            NaN            NaN
  1411.03        500.000        96.3288                 NaN            NaN            NaN  0.733222E-001            NaN            NaN            NaN   1.00118        1.32155                 NaN   1.27512                 NaN            NaN            NaN
  1408.52        500.000        96.5131                 NaN            NaN            NaN  0.688691E-001            NaN            NaN            NaN   1.26042       0.945635                 NaN   1.21201                 NaN            NaN            NaN
  1406.02        500.000        96.6793                 NaN            NaN            NaN  0.648353E-001            NaN            NaN            NaN  0.896118        1.20501                 NaN   1.15470                 NaN            NaN            NaN
  1403.51        500.000        96.8393                 NaN            NaN            NaN  0.609014E-001            NaN            NaN            NaN   1.15151       0.848623                 NaN   1.09967                 NaN            NaN            NaN
  1401.00        500.000        96.9797                 NaN            NaN            NaN  0.573451E-001            NaN            NaN            NaN  0.808884        1.10299                 NaN   1.05112                 NaN            NaN            NaN
  1398.50        500.000        97.1118                 NaN            NaN            NaN  0.540950E-001            NaN            NaN            NaN   1.05737       0.771264                 NaN   1.00549                 NaN            NaN            NaN
  1395.99        500.000        97.2338                 NaN            NaN            NaN  0.511105E-001            NaN            NaN            NaN   1.01694       0.734792                 NaN  0.963374                 NaN            NaN            NaN
  1393.48        500.000        97.3488                 NaN            NaN            NaN  0.482023E-001            NaN            NaN            NaN  0.702593       0.977144                 NaN  0.923238                 NaN            NaN            NaN
  1390.98        500.000        97.4552                 NaN            NaN            NaN  0.456510E-001            NaN            NaN            NaN  0.672357       0.940347                 NaN  0.886395                 NaN            NaN            NaN
  1388.47        500.000        97.5541                 NaN            NaN            NaN  0.431853E-001            NaN            NaN            NaN  0.645862       0.905079                 NaN  0.851768                 NaN            NaN            NaN
  1385.96        500.000        97.6470                 NaN            NaN            NaN  0.407262E-001            NaN            NaN            NaN  0.873739       0.619331                 NaN  0.819211                 NaN            NaN            NaN
  1383.46        500.000        97.7335                 NaN            NaN            NaN  0.385404E-001            NaN            NaN            NaN  0.843493       0.595690                 NaN  0.788731                 NaN            NaN            NaN
  1380.95        500.000        97.8142                 NaN            NaN            NaN  0.364744E-001            NaN            NaN            NaN  0.814332       0.574313                 NaN  0.760663                 NaN            NaN            NaN
  1378.45        500.000        97.8953                 NaN            NaN            NaN  0.343579E-001            NaN            NaN            NaN  0.785759       0.552827                 NaN  0.731753                 NaN            NaN            NaN
  1375.94        500.000        18.5245        72.7702                 NaN            NaN  0.228569                 NaN            NaN            NaN   3.76349        1.50237                 NaN   3.21088                 NaN            NaN            NaN
  1373.43        500.000        60.8538        23.7734                 NaN            NaN  0.362100                 NaN            NaN            NaN   3.00769        6.48630                 NaN   5.51679                 NaN            NaN            NaN
  1370.93        500.000        78.9081        18.3874                 NaN            NaN  0.602541E-001            NaN            NaN            NaN   1.11684       0.566436                 NaN  0.960960                 NaN            NaN            NaN
  1368.42        500.000        83.7438        15.1541                 NaN            NaN  0.238941E-001            NaN            NaN            NaN  0.448789       0.238981                 NaN  0.390466                 NaN            NaN            NaN
  1365.91        500.000        88.8064        9.41832                 NaN            NaN            NaN            NaN            NaN            NaN  0.768653       0.359901                 NaN  0.646740                 NaN            NaN            NaN
  1363.41        500.000        92.3100        6.84523                 NaN            NaN            NaN            NaN            NaN            NaN  0.373704       0.159871                 NaN  0.311182                 NaN            NaN            NaN
  1360.90        500.000        97.6795       0.431418                 NaN            NaN            NaN            NaN            NaN            NaN  0.802820       0.435568                 NaN  0.650717                 NaN            NaN            NaN
  1358.40        500.000        99.8757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.363690E-001  0.474548E-001            NaN  0.405162E-001            NaN            NaN            NaN
  1355.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1353.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1350.88        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1348.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1345.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1343.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.35        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.83        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1328.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1323.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1320.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1318.30        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1315.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1313.28        500.000        99.4229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.253796                 NaN            NaN  0.323318                 NaN            NaN            NaN
  1310.78        500.000        97.0457        2.82254                 NaN            NaN            NaN            NaN            NaN            NaN  0.667268E-001  0.631603E-001            NaN            NaN  0.183306E-002            NaN            NaN
  1308.27        500.000        97.0867        2.89303                 NaN            NaN            NaN            NaN            NaN            NaN  0.163115E-001  0.392607E-002            NaN            NaN            NaN            NaN            NaN
  1305.76        500.000        96.9952        2.98267                 NaN            NaN            NaN            NaN            NaN            NaN  0.222336E-002  0.199315E-001            NaN            NaN            NaN            NaN            NaN
  1303.26        500.000        96.8787        3.09622                 NaN            NaN            NaN            NaN            NaN            NaN  0.212084E-001  0.387309E-002            NaN            NaN            NaN            NaN            NaN
  1300.75        500.000        96.7239        3.24673                 NaN            NaN            NaN            NaN            NaN            NaN  0.460203E-002  0.247634E-001            NaN            NaN            NaN            NaN            NaN
  1298.25        500.000        96.5171        3.42559                 NaN            NaN            NaN            NaN            NaN            NaN  0.345793E-001  0.227343E-001            NaN            NaN            NaN            NaN            NaN
  1295.74        500.000        92.3978        6.81324                 NaN            NaN            NaN            NaN            NaN            NaN  0.489247       0.126312E-001            NaN  0.287077                 NaN            NaN            NaN
  1293.23        500.000        92.2233        7.59238                 NaN            NaN            NaN            NaN            NaN            NaN  0.105628                 NaN            NaN  0.697354E-001  0.890998E-002            NaN            NaN
  1290.73        500.000        91.8665        8.03083                 NaN            NaN            NaN            NaN            NaN            NaN  0.547607E-001            NaN            NaN  0.368948E-001  0.110456E-001            NaN            NaN
  1288.22        500.000        91.2739        8.60299                 NaN            NaN            NaN            NaN            NaN            NaN  0.654756E-001            NaN            NaN  0.441802E-001  0.134593E-001            NaN            NaN
  1285.71        500.000        90.4534        9.39121                 NaN            NaN            NaN            NaN            NaN            NaN  0.825498E-001            NaN            NaN  0.557445E-001  0.171116E-001            NaN            NaN
  1283.21        500.000        89.2208        10.5656                 NaN            NaN            NaN            NaN            NaN            NaN  0.113289                 NaN            NaN  0.764957E-001  0.237504E-001            NaN            NaN
  1280.70        500.000        86.2366        13.0405                 NaN            NaN            NaN            NaN            NaN            NaN  0.197595E-001  0.342967                 NaN  0.204838       0.155304                 NaN            NaN
  1278.20        500.000        80.9753        17.7845                 NaN            NaN            NaN            NaN            NaN            NaN  0.576310       0.232106                 NaN  0.431815                 NaN            NaN            NaN
  1275.69        500.000        72.7361        25.0577                 NaN            NaN            NaN            NaN            NaN            NaN   1.14981       0.274887                 NaN  0.606768       0.174731                 NaN            NaN
  1273.18        500.000        56.6718        39.3600                 NaN            NaN            NaN            NaN            NaN            NaN   2.69265       0.177668E-001            NaN   1.09305       0.164722                 NaN            NaN
  1270.68        500.000        53.9549        45.1352                 NaN            NaN            NaN            NaN            NaN            NaN  0.138415       0.451660                 NaN  0.284400       0.354569E-001            NaN            NaN
  1268.17        500.000        46.7880        51.9188                 NaN            NaN            NaN            NaN            NaN            NaN  0.592688       0.245722                 NaN  0.405613       0.491806E-001            NaN            NaN
  1265.66        500.000        33.5699        64.2477                 NaN            NaN            NaN            NaN            NaN            NaN   1.41300                 NaN            NaN  0.687842       0.815446E-001            NaN            NaN
  1263.16        500.000        94.8955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.29566                 NaN            NaN   1.62099       0.187853                 NaN            NaN
  1260.65        500.000        99.3068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.433660                 NaN            NaN  0.228349       0.311982E-001            NaN            NaN
  1258.15        500.000        99.3245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.423409                 NaN            NaN  0.221862       0.302403E-001            NaN            NaN
  1255.64        500.000        96.9937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.775340                 NaN            NaN  0.439539       0.737125E-001   1.71770                 NaN
  1253.13        500.000        95.5019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.982557                 NaN            NaN  0.566802       0.100593        2.84814                 NaN
  1250.63        500.000        95.8161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.910477                 NaN            NaN  0.524161       0.925688E-001   2.65667                 NaN
  1248.12        500.000        96.0956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.846889                 NaN            NaN  0.486923       0.849853E-001   2.48556                 NaN
  1245.61        500.000        96.3448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.790842                 NaN            NaN  0.453151       0.782736E-001   2.33294                 NaN
  1243.11        500.000        96.5689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.740237                 NaN            NaN  0.422285       0.722597E-001   2.19631                 NaN
  1240.60        500.000        96.7612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.696580                 NaN            NaN  0.395054       0.671437E-001   2.07998                 NaN
  1238.10        500.000        96.9494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.659236                 NaN            NaN  0.372482       0.608385E-001   1.95808                 NaN
  1235.59        500.000        97.1260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.616100                 NaN            NaN  0.347932       0.564115E-001   1.85355                 NaN
  1233.08        500.000        97.2775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.583078                 NaN            NaN  0.326728       0.522630E-001   1.76047                 NaN
  1230.58        500.000        97.4179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.552368                 NaN            NaN  0.307849       0.482363E-001   1.67366                 NaN
  1228.07        500.000        97.5484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.523954                 NaN            NaN  0.291481       0.442525E-001   1.59189                 NaN
  1225.56        500.000        97.6691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.497209                 NaN            NaN  0.274243       0.411701E-001   1.51830                 NaN
  1223.06        500.000        93.9620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.785896                 NaN            NaN  0.546797       0.613738E-001   2.96966        1.67427     
  1220.55        500.000        66.8740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.21586                 NaN            NaN   2.61116       0.200877        13.5174        13.5807     
  1218.05        500.000        67.8071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.35621                 NaN            NaN   2.57026       0.171800        12.9397        13.1550     
  1215.54        500.000        69.3441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37718                 NaN            NaN   2.47578       0.144974        12.1711        12.4868     
  1213.03        500.000        71.9583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.20064                 NaN            NaN   2.28297       0.119855        11.0430        11.3953     
  1210.53        500.000        64.3700                 NaN            NaN            NaN            NaN            NaN  0.140841                 NaN   3.66105                 NaN            NaN   2.91263       0.156624        14.2227        14.5361     
  1208.02        500.000        93.9259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01314                 NaN            NaN  0.450765       0.167641E-001   2.12376        2.46972     
  1205.51        500.000        76.2660                 NaN            NaN            NaN            NaN            NaN  0.231195                 NaN   2.37351                 NaN            NaN   1.91639       0.975370E-001   9.40132        9.71400     
  1203.01        500.000        87.7308                 NaN            NaN            NaN            NaN            NaN  0.191098                 NaN   1.10585       0.283369E-005            NaN  0.994458       0.487371E-001   4.83379        5.09530     
  1200.50        500.000        81.5249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.21231                 NaN            NaN   1.47562       0.621228E-001   7.27478        7.45029     
  1197.99        500.000        79.3263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38630       0.820322                 NaN   1.62072       0.720018E-001   8.22479        8.54958     
  1195.49        500.000        84.6061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.71765       0.945862E-006            NaN   1.25286       0.405201E-001   6.18837        6.19447     
  1192.98        500.000        82.6110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.696888       0.656679       0.426841        1.32259       0.563118E-001   7.20319        7.02649     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.53916                 NaN            NaN   7.05625       0.332296        42.9539        41.1184     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.209959E-001            NaN   8.51173       0.102360E-005            NaN   7.05986       0.332919        42.9503        41.1242     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.28026        2.28984                 NaN   7.07322       0.327081        42.9057        41.1239     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.998140E-001            NaN   8.38030       0.152597E-004            NaN   7.05145       0.336844        42.9697        41.1619     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.133859                 NaN   8.32554       0.942990E-006            NaN   7.04934       0.338093        42.9748        41.1784     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.170664                 NaN   8.26597       0.190463E-004            NaN   7.04663       0.339538        42.9812        41.1960     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.205957                 NaN   8.20896       0.214348E-004            NaN   7.04405       0.340904        42.9871        41.2130     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.242096                 NaN   8.15046       0.182286E-005            NaN   7.04119       0.342345        42.9936        41.2303     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.277090                 NaN   8.09386       0.211362E-005            NaN   7.03841       0.343731        42.9997        41.2472     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.310656                 NaN   8.03966       0.242055E-005            NaN   7.03576       0.345042        43.0054        41.2635     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.346423                 NaN   7.98161       0.276372E-005            NaN   7.03258       0.346520        43.0122        41.2807     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.380679                 NaN   7.92611       0.316757E-005            NaN   7.02956       0.347918        43.0185        41.2972     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.414888                 NaN   7.87063       0.361139E-005            NaN   7.02642       0.349333        43.0249        41.3138     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.448250                 NaN   7.81655       0.407666E-005            NaN   7.02333       0.350712        43.0312        41.3300     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.481014                 NaN   7.76344       0.459972E-005            NaN   7.02024       0.352071        43.0373        41.3459     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.513800                 NaN   7.71023       0.520194E-005            NaN   7.01703       0.353452        43.0437        41.3618     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.547627                 NaN   7.65513       0.587904E-005            NaN   7.01350       0.354931        43.0506        41.3782     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.578960                 NaN   7.60431       0.125677E-005            NaN   7.01035       0.356253        43.0566        41.3935     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.611062                 NaN   7.55208       0.133137E-005            NaN   7.00695       0.357654        43.0631        41.4092     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.641839                 NaN   7.50208       0.225178E-005            NaN   7.00371       0.358980        43.0691        41.4243     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.672533                 NaN   7.45216       0.145145E-005            NaN   7.00038       0.360322        43.0753        41.4393     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.698762                 NaN   7.41000       0.147559E-005            NaN   6.99791       0.361352        43.0794        41.4525     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.731837                 NaN   7.35576       0.153232E-005            NaN   6.99387       0.362917        43.0871        41.4685     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.760596                 NaN   7.30901       0.155538E-005            NaN   6.99067       0.364180        43.0928        41.4828     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.788933                 NaN   7.26294       0.156719E-005            NaN   6.98746       0.365432        43.0984        41.4968     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.816477                 NaN   7.21819       0.156538E-005            NaN   6.98434       0.366644        43.1038        41.5106     
