|6.6.6
Archiving\03_Data\eq/QFM_m4.5/NWA1068/NWA1068_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Opx(TH)        ab            
  1346.15        2500.00        11.7057       0.779332                 NaN   1.28193                 NaN   30.3748        26.1788        23.9926        5.68685                 NaN            NaN            NaN
  1342.95        2500.00        11.7057       0.779332                 NaN   1.28193                 NaN   30.3748        26.1788        23.9926        5.68685                 NaN            NaN            NaN
  1339.74        2500.00        11.7057       0.779332                 NaN   1.28193                 NaN   30.3748        26.1788        23.9926        5.68685                 NaN            NaN            NaN
  1336.54        2500.00        11.7057       0.779332                 NaN   1.28193                 NaN   30.3748        26.1788        23.9926        5.68685                 NaN            NaN            NaN
  1333.33        2500.00        7.77995       0.779336                 NaN   1.29732                 NaN   30.6653        25.8200        26.2177        7.44038                 NaN            NaN            NaN
  1330.13        2500.00        7.77995       0.779336                 NaN   1.29732                 NaN   30.6653        25.8200        26.2177        7.44038                 NaN            NaN            NaN
  1326.92        2500.00        7.77995       0.779336                 NaN   1.29732                 NaN   30.6653        25.8200        26.2177        7.44038                 NaN            NaN            NaN
  1323.72        2500.00        7.77995       0.779336                 NaN   1.29732                 NaN   30.6653        25.8200        26.2177        7.44038                 NaN            NaN            NaN
  1320.51        2500.00        6.21698       0.779336                 NaN   1.30377                 NaN   30.7388        26.1117        26.6532        8.19618                 NaN            NaN            NaN
  1317.31        2500.00        5.85631       0.779336                 NaN   1.30497                 NaN   30.7533        26.0793        26.8520        8.37483                 NaN            NaN            NaN
  1314.10        2500.00        3.70141       0.779338                 NaN   1.30742                 NaN   31.0177        26.3263        26.9696        8.75600        1.14222                 NaN            NaN
  1310.90        2500.00                 NaN  0.779343                 NaN   1.31174                 NaN   31.5463        26.8278        26.8833        9.25735        3.39421                 NaN            NaN
  1307.69        2500.00                 NaN  0.779343                 NaN   1.31433                 NaN   31.5652        26.9050        26.7560        9.28626        3.39396                 NaN            NaN
  1304.49        2500.00                 NaN  0.779343                 NaN   1.31433                 NaN   31.5652        26.9050        26.7560        9.28626        3.39396                 NaN            NaN
  1301.28        2500.00                 NaN  0.779343                 NaN   1.31433                 NaN   31.5652        26.9050        26.7560        9.28626        3.39396                 NaN            NaN
  1298.08        2500.00                 NaN  0.779343                 NaN   1.31433                 NaN   31.5652        26.9050        26.7560        9.28626        3.39396                 NaN            NaN
  1294.87        2500.00                 NaN  0.779343                 NaN   1.31433                 NaN   31.5652        26.9050        26.7560        9.28626        3.39396                 NaN            NaN
  1291.67        2500.00                 NaN  0.779343                 NaN   1.31433                 NaN   31.5652        26.9050        26.7560        9.28626        3.39396                 NaN            NaN
  1288.46        2500.00                 NaN  0.779343                 NaN   1.31433                 NaN   31.5652        26.9050        26.7560        9.28626        3.39396                 NaN            NaN
  1285.26        2500.00                 NaN  0.779343                 NaN   1.31433                 NaN   31.5652        26.9050        26.7560        9.28626        3.39396                 NaN            NaN
  1282.05        2500.00                 NaN  0.779344                 NaN   1.33489                 NaN   31.6973        27.0539        26.2395        9.50442        3.39063                 NaN            NaN
  1278.85        2500.00                 NaN  0.779344                 NaN   1.33489                 NaN   31.6973        27.0539        26.2395        9.50442        3.39063                 NaN            NaN
  1275.64        2500.00                 NaN  0.779344                 NaN   1.33489                 NaN   31.6973        27.0539        26.2395        9.50442        3.39063                 NaN            NaN
  1272.44        2500.00                 NaN  0.779344                 NaN   1.33489                 NaN   31.6973        27.0539        26.2395        9.50442        3.39063                 NaN            NaN
  1269.23        2500.00                 NaN  0.779344                 NaN   1.33489                 NaN   31.6973        27.0539        26.2395        9.50442        3.39063                 NaN            NaN
  1266.03        2500.00                 NaN  0.779344                 NaN   1.33489                 NaN   31.6973        27.0539        26.2395        9.50442        3.39063                 NaN            NaN
  1262.82        2500.00                 NaN  0.779344                 NaN   1.33489                 NaN   31.6973        27.0539        26.2395        9.50442        3.39063                 NaN            NaN
  1259.62        2500.00                 NaN  0.779344                 NaN   1.33489                 NaN   31.6973        27.0539        26.2395        9.50442        3.39063                 NaN            NaN
  1256.41        2500.00                 NaN  0.779345                 NaN   1.35523                 NaN   31.8163        25.7855        27.1765        9.70414        3.38302                 NaN            NaN
  1253.21        2500.00                 NaN  0.779345                 NaN   1.35523                 NaN   31.8163        25.7855        27.1765        9.70414        3.38302                 NaN            NaN
  1250.00        2500.00                 NaN  0.779345                 NaN   1.35523                 NaN   31.8163        25.7855        27.1765        9.70414        3.38302                 NaN            NaN
  1246.79        2500.00                 NaN  0.779345                 NaN   1.35523                 NaN   31.8163        25.7855        27.1765        9.70414        3.38302                 NaN            NaN
  1243.59        2500.00                 NaN  0.779345                 NaN   1.35523                 NaN   31.8163        25.7855        27.1765        9.70414        3.38302                 NaN            NaN
  1240.38        2500.00                 NaN  0.779345                 NaN   1.35523                 NaN   31.8163        25.7855        27.1765        9.70414        3.38302                 NaN            NaN
  1237.18        2500.00                 NaN  0.779345                 NaN   1.35523                 NaN   31.8163        25.7855        27.1765        9.70414        3.38302                 NaN            NaN
  1233.97        2500.00                 NaN  0.779345                 NaN   1.35523                 NaN   31.8163        25.7855        27.1765        9.70414        3.38302                 NaN            NaN
  1230.77        2500.00                 NaN  0.779346                 NaN   1.37540                 NaN   31.9215        27.2902        25.3748        9.88819        3.37058                 NaN            NaN
  1227.56        2500.00                 NaN  0.779346                 NaN   1.37540                 NaN   31.9215        27.2902        25.3748        9.88819        3.37058                 NaN            NaN
  1224.36        2500.00                 NaN  0.779346                 NaN   1.37540                 NaN   31.9215        27.2902        25.3748        9.88819        3.37058                 NaN            NaN
  1221.15        2500.00                 NaN  0.779346                 NaN   1.37540                 NaN   31.9215        27.2902        25.3748        9.88819        3.37058                 NaN            NaN
  1217.95        2500.00                 NaN  0.779346                 NaN   1.37540                 NaN   31.9215        27.2902        25.3748        9.88819        3.37058                 NaN            NaN
  1214.74        2500.00                 NaN  0.779346                 NaN   1.37540                 NaN   31.9215        27.2902        25.3748        9.88819        3.37058                 NaN            NaN
  1211.54        2500.00                 NaN  0.779346                 NaN   1.37540                 NaN   31.9215        27.2902        25.3748        9.88819        3.37058                 NaN            NaN
  1208.33        2500.00                 NaN  0.779346                 NaN   1.37540                 NaN   31.9215        27.2902        25.3748        9.88819        3.37058                 NaN            NaN
  1205.13        2500.00                 NaN  0.779347                 NaN   1.39537                 NaN   32.0174        27.3954        24.9998        10.0575        3.35520                 NaN            NaN
  1201.92        2500.00                 NaN  0.779347                 NaN   1.39537                 NaN   32.0174        27.3954        24.9998        10.0575        3.35520                 NaN            NaN
  1198.72        2500.00                 NaN  0.779347                 NaN   1.39537                 NaN   32.0174        27.3954        24.9998        10.0575        3.35520                 NaN            NaN
  1195.51        2500.00                 NaN  0.779347                 NaN   1.39537                 NaN   32.0174        27.3954        24.9998        10.0575        3.35520                 NaN            NaN
  1192.31        2500.00                 NaN  0.779347                 NaN   1.39537                 NaN   32.0174        27.3954        24.9998        10.0575        3.35520                 NaN            NaN
  1189.10        2500.00                 NaN  0.779347                 NaN   1.39537                 NaN   32.0174        27.3954        24.9998        10.0575        3.35520                 NaN            NaN
  1185.90        2500.00                 NaN  0.779347                 NaN   1.39537                 NaN   32.0174        27.3954        24.9998        10.0575        3.35520                 NaN            NaN
  1182.69        2500.00                 NaN  0.779347                 NaN   1.39537                 NaN   32.0174        27.3954        24.9998        10.0575        3.35520                 NaN            NaN
  1179.49        2500.00                 NaN  0.779348                 NaN   1.41587                 NaN   32.0998        27.5035        24.6529        10.2137        3.33494                 NaN            NaN
  1176.28        2500.00                 NaN  0.779348                 NaN   1.41587                 NaN   32.0998        27.5035        24.6529        10.2137        3.33494                 NaN            NaN
  1173.08        2500.00                 NaN  0.779348                 NaN   1.41587                 NaN   32.0998        27.5035        24.6529        10.2137        3.33494                 NaN            NaN
  1169.87        2500.00                 NaN  0.779348                 NaN   1.41587                 NaN   32.0998        27.5035        24.6529        10.2137        3.33494                 NaN            NaN
  1166.67        2500.00                 NaN  0.779348                 NaN   1.41587                 NaN   32.0998        27.5035        24.6529        10.2137        3.33494                 NaN            NaN
  1163.46        2500.00                 NaN  0.779348                 NaN   1.41587                 NaN   32.0998        27.5035        24.6529        10.2137        3.33494                 NaN            NaN
  1160.26        2500.00                 NaN  0.779348                 NaN   1.41587                 NaN   32.0998        27.5035        24.6529        10.2137        3.33494                 NaN            NaN
  1157.05        2500.00                 NaN  0.779348                 NaN   1.41587                 NaN   32.0998        27.5035        24.6529        10.2137        3.33494                 NaN            NaN
  1153.85        2500.00                 NaN  0.779349                 NaN   1.43695                 NaN   32.1737        27.6116        24.3287        10.3588        3.31087                 NaN            NaN
  1150.64        2500.00                 NaN  0.779349                 NaN   1.43695                 NaN   32.1737        27.6116        24.3287        10.3588        3.31087                 NaN            NaN
  1147.44        2500.00                 NaN  0.779349                 NaN   1.43695                 NaN   32.1737        27.6116        24.3287        10.3588        3.31087                 NaN            NaN
  1144.23        2500.00                 NaN  0.779349                 NaN   1.43695                 NaN   32.1737        27.6116        24.3287        10.3588        3.31087                 NaN            NaN
  1141.03        2500.00                 NaN  0.779349                 NaN   1.43695                 NaN   32.1737        27.6116        24.3287        10.3588        3.31087                 NaN            NaN
  1137.82        2500.00                 NaN  0.779349                 NaN   1.43695                 NaN   32.1737        27.6116        24.3287        10.3588        3.31087                 NaN            NaN
  1134.62        2500.00                 NaN  0.779349                 NaN   1.43695                 NaN   32.1737        27.6116        24.3287        10.3588        3.31087                 NaN            NaN
  1131.41        2500.00                 NaN  0.779349                 NaN   1.43695                 NaN   32.1737        27.6116        24.3287        10.3588        3.31087                 NaN            NaN
  1128.21        2500.00                 NaN  0.779349                 NaN   1.45884                 NaN   32.2369        24.0259        27.7229        10.4941        3.28195                 NaN            NaN
  1125.00        2500.00                 NaN  0.779349                 NaN   1.45884                 NaN   32.2369        24.0259        27.7229        10.4941        3.28195                 NaN            NaN
  1121.79        2500.00                 NaN  0.779349                 NaN   1.45884                 NaN   32.2369        24.0259        27.7229        10.4941        3.28195                 NaN            NaN
  1118.59        2500.00                 NaN  0.779349                 NaN   1.45884                 NaN   32.2369        24.0259        27.7229        10.4941        3.28195                 NaN            NaN
  1115.38        2500.00                 NaN  0.779349                 NaN   1.45884                 NaN   32.2369        24.0259        27.7229        10.4941        3.28195                 NaN            NaN
  1112.18        2500.00                 NaN  0.779349                 NaN   1.45884                 NaN   32.2369        24.0259        27.7229        10.4941        3.28195                 NaN            NaN
  1108.97        2500.00                 NaN  0.779349                 NaN   1.45884                 NaN   32.2369        24.0259        27.7229        10.4941        3.28195                 NaN            NaN
  1105.77        2500.00                 NaN  0.779349                 NaN   1.45884                 NaN   32.2369        24.0259        27.7229        10.4941        3.28195                 NaN            NaN
  1102.56        2500.00                 NaN  0.779350                 NaN   1.48141                 NaN   32.2917        27.8367        23.7409        10.6210        3.24893                 NaN            NaN
  1099.36        2500.00                 NaN  0.779350                 NaN   1.48141                 NaN   32.2917        27.8367        23.7409        10.6210        3.24893                 NaN            NaN
  1096.15        2500.00                 NaN  0.779350                 NaN   1.48141                 NaN   32.2917        27.8367        23.7409        10.6210        3.24893                 NaN            NaN
  1092.95        2500.00                 NaN  0.779350                 NaN   1.48141                 NaN   32.2917        27.8367        23.7409        10.6210        3.24893                 NaN            NaN
  1089.74        2500.00                 NaN  0.779350                 NaN   1.48141                 NaN   32.2917        27.8367        23.7409        10.6210        3.24893                 NaN            NaN
  1086.54        2500.00                 NaN  0.779350                 NaN   1.48141                 NaN   32.2917        27.8367        23.7409        10.6210        3.24893                 NaN            NaN
  1083.33        2500.00                 NaN  0.779350                 NaN   1.48141                 NaN   32.2917        27.8367        23.7409        10.6210        3.24893                 NaN            NaN
  1080.13        2500.00                 NaN  0.779350                 NaN   1.48141                 NaN   32.2917        27.8367        23.7409        10.6210        3.24893                 NaN            NaN
  1076.92        2500.00                 NaN  0.779350                 NaN   1.50507                 NaN   32.3404        27.9531        23.4699        10.7402        3.21207                 NaN            NaN
  1073.72        2500.00                 NaN  0.779350                 NaN   1.50507                 NaN   32.3404        27.9531        23.4699        10.7402        3.21207                 NaN            NaN
  1070.51        2500.00                 NaN  0.779350                 NaN   1.50507                 NaN   32.3404        27.9531        23.4699        10.7402        3.21207                 NaN            NaN
  1067.31        2500.00                 NaN  0.779350                 NaN   1.50507                 NaN   32.3404        27.9531        23.4699        10.7402        3.21207                 NaN            NaN
  1064.10        2500.00                 NaN  0.779350                 NaN   1.50507                 NaN   32.3404        27.9531        23.4699        10.7402        3.21207                 NaN            NaN
  1060.90        2500.00                 NaN  0.779350                 NaN   1.50507                 NaN   32.3404        27.9531        23.4699        10.7402        3.21207                 NaN            NaN
  1057.69        2500.00                 NaN  0.779350                 NaN   1.50507                 NaN   32.3404        27.9531        23.4699        10.7402        3.21207                 NaN            NaN
  1054.49        2500.00                 NaN  0.779350                 NaN   1.50507                 NaN   32.3404        27.9531        23.4699        10.7402        3.21207                 NaN            NaN
  1051.28        2500.00                 NaN  0.779350                 NaN   1.53052                 NaN   32.3778        28.0771        23.2126        10.8511        3.17149                 NaN            NaN
  1048.08        2500.00                 NaN  0.779350                 NaN   1.53052                 NaN   32.3778        28.0771        23.2126        10.8511        3.17149                 NaN            NaN
  1044.87        2500.00                 NaN  0.779350                 NaN   1.53737                 NaN   32.3858        23.1531        28.1065        10.8770        3.16090                 NaN            NaN
  1041.67        2500.00                 NaN  0.779350                 NaN   1.54039                 NaN   32.3915        28.1211        23.1210        10.8906        3.15606                 NaN            NaN
  1038.46        2500.00                 NaN  0.779350                 NaN   1.53968                 NaN   32.3918        23.1115        27.9412        10.8935        3.15008       0.192981                 NaN
  1035.26        2500.00                 NaN  0.779350                 NaN   1.53968                 NaN   32.3918        23.1115        27.9412        10.8935        3.15008       0.192981                 NaN
  1032.05        2500.00                 NaN  0.779350                 NaN   1.53768                 NaN   32.3985        23.0937        27.5207        10.8953        3.13955       0.635183                 NaN
  1028.85        2500.00                 NaN  0.779349                 NaN   1.53651                 NaN   32.3948        23.0846        27.3356        10.8987        3.13260       0.837916                 NaN
  1025.64        2500.00                 NaN  0.779349                 NaN   1.53589                 NaN   32.3884        23.0765        27.1612        10.9075        1.73919        1.04117        1.37077     
  1022.44        2500.00                 NaN  0.779349                 NaN   1.53560                 NaN   32.3794        26.9975        23.0682        10.9174                 NaN   1.23854        3.08401     
  1019.23        2500.00                 NaN  0.779349                 NaN   1.53520                 NaN   32.3840        23.0587        26.7906        10.9153                 NaN   1.45178        3.08508     
  1016.03        2500.00                 NaN  0.779349                 NaN   1.53520                 NaN   32.3840        23.0587        26.7906        10.9153                 NaN   1.45178        3.08508     
  1012.82        2500.00                 NaN  0.779348                 NaN   1.53482                 NaN   32.3860        23.0436        26.3932        10.9122                 NaN   1.86633        3.08441     
  1009.62        2500.00                 NaN  0.779348                 NaN   1.53482                 NaN   32.3860        23.0436        26.3932        10.9122                 NaN   1.86633        3.08441     
  1006.41        2500.00                 NaN  0.779348                 NaN   1.53482                 NaN   32.3860        23.0436        26.3932        10.9122                 NaN   1.86633        3.08441     
  1003.21        2500.00                 NaN  0.779348                 NaN   1.53482                 NaN   32.3860        23.0436        26.3932        10.9122                 NaN   1.86633        3.08441     
  1000.00        2500.00                 NaN  0.779348                 NaN   1.53648                 NaN   32.3914        25.6212        23.0027        10.9052                 NaN   2.67880        3.08485     
