|6.6.6
Archiving\03_Data\eqLP/QFM_m3/TAY13/TAY13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7305       0.260985       0.855228E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7304       0.261004       0.855258E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7304       0.261024       0.855287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7304       0.261044       0.855317E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7304       0.261064       0.855347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.7304       0.261084       0.855377E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.7303       0.261104       0.855408E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.7303       0.261124       0.855439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.7303       0.261144       0.855469E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.7303       0.261163       0.855500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.7303       0.261184       0.855531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.7302       0.261204       0.855562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.7302       0.261224       0.855594E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.7302       0.261244       0.855625E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.7302       0.261264       0.855657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.7302       0.261284       0.855689E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.7301       0.261305       0.855721E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.7301       0.261325       0.855753E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.7301       0.261345       0.855786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.7301       0.261365       0.855818E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.7301       0.261386       0.855851E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.7300       0.261406       0.855884E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.7300       0.261427       0.855917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.7300       0.261447       0.855950E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.7300       0.261468       0.855983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.7300       0.261488       0.856017E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.7299       0.261509       0.856050E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.9739       0.261657       0.674556E-002  0.757705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.1447       0.261817       0.472312E-002   1.58875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        97.3295       0.261975       0.269602E-002   2.40584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        96.5132       0.262133       0.666625E-003   3.22396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        95.8507       0.262266                 NaN   3.88700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        95.2320       0.262392                 NaN   4.50558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        94.5565       0.262529                 NaN   5.18094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        93.8803       0.262666                 NaN   5.85704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        93.2033       0.262803                 NaN   6.53388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        92.5256       0.262939                 NaN   7.21144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        91.8472       0.263075                 NaN   7.88973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        91.1680       0.263210                 NaN   8.56875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        90.4882       0.263345                 NaN   9.24849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        89.8076       0.263479                 NaN   9.92895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        89.1221       0.263616                 NaN   10.6142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        87.2701       0.889588E-001            NaN   12.1891                 NaN  0.451796                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        85.9885                 NaN            NaN   13.3294                 NaN  0.682118                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        85.3157                 NaN            NaN   13.9997       0.208416E-002  0.682496                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        84.6443                 NaN            NaN   14.6593       0.135410E-001  0.682884                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        83.9722                 NaN            NaN   15.3195       0.250110E-001  0.683271                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        83.2994                 NaN            NaN   15.9805       0.364941E-001  0.683657                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        82.6259                 NaN            NaN   16.6421       0.479903E-001  0.684041                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        81.9815                 NaN            NaN   17.2753       0.587507E-001  0.684415                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        81.3365                 NaN            NaN   17.9092       0.695229E-001  0.684788                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        80.6909                 NaN            NaN   18.5437       0.803069E-001  0.685160                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        80.0446                 NaN            NaN   19.1788       0.911026E-001  0.685531                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        79.3976                 NaN            NaN   19.8145       0.101910       0.685901                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        78.7501                 NaN            NaN   20.4509       0.112729       0.686269                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        78.1019                 NaN            NaN   21.0879       0.123559       0.686636                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        77.4531                 NaN            NaN   21.7255       0.134401       0.687002                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        76.8396                 NaN            NaN   22.3287       0.144314       0.687355                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        76.2255                 NaN            NaN   22.9325       0.154237       0.687707                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        75.6109                 NaN            NaN   23.5369       0.164171       0.688057                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        74.9957                 NaN            NaN   24.1418       0.174114       0.688406                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        74.3799                 NaN            NaN   24.7472       0.184066       0.688754                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        73.7637                 NaN            NaN   25.3532       0.194029       0.689101                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        73.1468                 NaN            NaN   25.9597       0.204002       0.689446                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        72.5295                 NaN            NaN   26.5668       0.213984       0.689790                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        71.9461                 NaN            NaN   27.1405       0.223192       0.690120                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        71.3623                 NaN            NaN   27.7148       0.232410       0.690449                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        70.7781                 NaN            NaN   28.2895       0.241635       0.690776                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        70.1933                 NaN            NaN   28.8647       0.250869       0.691102                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        69.6081                 NaN            NaN   29.4403       0.260112       0.691427                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        69.0224                 NaN            NaN   30.0164       0.269362       0.691751                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        68.4363                 NaN            NaN   30.5930       0.278621       0.692073                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        67.8497                 NaN            NaN   31.1700       0.287888       0.692394                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        67.2966                 NaN            NaN   31.7143       0.296418       0.692700                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        66.7431                 NaN            NaN   32.2590       0.304955       0.693004                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        66.1891                 NaN            NaN   32.8041       0.313499       0.693307                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        65.6348                 NaN            NaN   33.3495       0.322049       0.693609                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        65.0801                 NaN            NaN   33.8954       0.330607       0.693909                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        64.5250                 NaN            NaN   34.4416       0.339172       0.694208                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        63.9696                 NaN            NaN   34.9882       0.347743       0.694506                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        63.4137                 NaN            NaN   35.5352       0.356321       0.694802                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        62.8927                 NaN            NaN   36.0479       0.364288       0.695082                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        62.3714                 NaN            NaN   36.5610       0.372260       0.695360                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        61.8497                 NaN            NaN   37.0744       0.380238       0.695636                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        61.3278                 NaN            NaN   37.5881       0.388222       0.695912                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        60.8055                 NaN            NaN   38.1021       0.396212       0.696186                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        60.2829                 NaN            NaN   38.6164       0.404206       0.696458                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        59.7600                 NaN            NaN   39.1310       0.412207       0.696729                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        59.2368                 NaN            NaN   39.6459       0.420213       0.696999                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        58.7509                 NaN            NaN   40.1242       0.427574       0.697250                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        58.2648                 NaN            NaN   40.6028       0.434940       0.697500                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        57.7784                 NaN            NaN   41.0816       0.442310       0.697749                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        57.2918                 NaN            NaN   41.5606       0.449685       0.697996                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        56.8049                 NaN            NaN   42.0398       0.457064       0.698242                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        56.3178                 NaN            NaN   42.5193       0.464447       0.698487                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        55.8305                 NaN            NaN   42.9990       0.471835       0.698730                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        55.3429                 NaN            NaN   43.4789       0.479227       0.698971                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        54.8964                 NaN            NaN   43.9183       0.486154       0.699193                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        54.4497                 NaN            NaN   44.3578       0.493085       0.699413                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        54.0029                 NaN            NaN   44.7975       0.500020       0.699632                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        53.5558                 NaN            NaN   45.2374       0.506958       0.699850                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        53.1086                 NaN            NaN   45.6774       0.513899       0.700066                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        52.6613                 NaN            NaN   46.1176       0.520844       0.700281                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        52.2138                 NaN            NaN   46.5579       0.527792       0.700494                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        51.7661                 NaN            NaN   46.9984       0.534743       0.700706                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        51.3615                 NaN            NaN   47.3963       0.541347       0.700898                 NaN            NaN            NaN            NaN            NaN            NaN
