|6.6.6
Archiving\03_Data\Dfrac/QFM_m2/T13/T13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1914.79        2500.00        99.3716                 NaN  0.628428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3727                 NaN  0.627297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3796                 NaN  0.620401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3809                 NaN  0.619112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3880                 NaN  0.612042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3855                 NaN  0.614486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3918                 NaN  0.601043       0.719983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.6515                 NaN  0.342722       0.582750E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.1277                 NaN  0.857873       0.143865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3955                 NaN  0.594523       0.100253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3968                 NaN  0.593135       0.100498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4017                 NaN  0.588339       0.997962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4031                 NaN  0.586891       0.996453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4049                 NaN  0.585185       0.995003E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4071                 NaN  0.582964       0.996039E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4145                 NaN  0.575716       0.979739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4133                 NaN  0.576841       0.983363E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4153                 NaN  0.574864       0.982656E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4165                 NaN  0.573719       0.982570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4215                 NaN  0.568783       0.970762E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4213                 NaN  0.568963       0.973767E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4237                 NaN  0.566606       0.970845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4244                 NaN  0.565932       0.969145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4275                 NaN  0.562861       0.963691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4277                 NaN  0.562667       0.962640E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        98.8402                 NaN   1.14028       0.195028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.9996                 NaN            NaN  0.409231E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.6107                 NaN  0.383159       0.611778E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.2745                 NaN  0.713342       0.121521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4283                 NaN  0.562080       0.963976E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4385                 NaN  0.552132       0.936203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4433                 NaN  0.547342       0.931225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4240                 NaN  0.566401       0.963231E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4227                 NaN  0.567607       0.966927E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4462                 NaN  0.544671       0.913132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4346                 NaN  0.556051       0.938049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4340                 NaN  0.556595       0.936974E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4337                 NaN  0.556892       0.935959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4326                 NaN  0.558058       0.933828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4334                 NaN  0.557344       0.930355E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4326                 NaN  0.558110       0.928388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4311                 NaN  0.559636       0.928599E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4297                 NaN  0.561023       0.926911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4290                 NaN  0.561726       0.923408E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4271                 NaN  0.563644       0.926023E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4271                 NaN  0.563677       0.919771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4256                 NaN  0.565216       0.918885E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4236                 NaN  0.567189       0.918802E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4222                 NaN  0.568607       0.916683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4199                 NaN  0.570891       0.916106E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4185                 NaN  0.572314       0.913866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4160                 NaN  0.574866       0.914547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4145                 NaN  0.576366       0.911037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4132                 NaN  0.577687       0.907932E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4090                 NaN  0.581924       0.910700E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4070                 NaN  0.583949       0.908405E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4047                 NaN  0.586176       0.908064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4011                 NaN  0.589812       0.906558E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4001                 NaN  0.590878       0.905377E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4343                 NaN  0.557190       0.846690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3540                 NaN  0.636421       0.962066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3893                 NaN  0.601578       0.909055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3900                 NaN  0.601017       0.895733E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3829                 NaN  0.608069       0.903641E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3779                 NaN  0.613042       0.906572E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3817                 NaN  0.609337       0.893035E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3725                 NaN  0.618514       0.903319E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3720                 NaN  0.619084       0.896310E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3677                 NaN  0.623325       0.897660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3629                 NaN  0.628095       0.899952E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3618                 NaN  0.629257       0.895684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3571                 NaN  0.633893       0.897784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3487                 NaN  0.642246       0.904518E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3549                 NaN  0.636267       0.888222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.1063                 NaN  0.881460       0.122893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.5841                 NaN  0.410189       0.572559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3322                 NaN  0.658766       0.907768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3442                 NaN  0.647016       0.882394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3320                 NaN  0.659070       0.895633E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3309                 NaN  0.660216       0.891458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3254                 NaN  0.665610       0.894845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3249                 NaN  0.666142       0.891473E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3205                 NaN  0.670556       0.892856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3179                 NaN  0.673177       0.892343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3142                 NaN  0.676891       0.891833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3136                 NaN  0.677477       0.888937E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3095                 NaN  0.681598       0.890667E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3079                 NaN  0.683171       0.889877E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3027                 NaN  0.688345       0.891155E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3057                 NaN  0.685404       0.884977E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3024                 NaN  0.688787       0.886201E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2989                 NaN  0.692212       0.887375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2974                 NaN  0.693730       0.886552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2969                 NaN  0.694250       0.884510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2965                 NaN  0.694669       0.882255E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2910                 NaN  0.700112       0.889420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2984                 NaN  0.692885       0.875666E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2903                 NaN  0.700864       0.883777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2966                 NaN  0.694716       0.872712E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2934                 NaN  0.697820       0.877487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2938                 NaN  0.697492       0.875703E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2934                 NaN  0.697842       0.874838E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2937                 NaN  0.697601       0.873701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2953                 NaN  0.695977       0.870808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2941                 NaN  0.697213       0.872582E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2993                 NaN  0.692004       0.864954E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2981                 NaN  0.693236       0.866235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3009                 NaN  0.690475       0.862625E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3022                 NaN  0.689188       0.863705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3045                 NaN  0.686883       0.858914E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3063                 NaN  0.685099       0.857939E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.7978                 NaN  0.435987       0.580539E-003  0.765646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.4321                 NaN  0.249384                 NaN   1.31855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.4620                 NaN  0.243701                 NaN   1.29429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4857                 NaN  0.238010                 NaN   1.27628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4835                 NaN  0.236120                 NaN   1.28034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.5724                 NaN  0.225710                 NaN   1.20187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5658                 NaN  0.224621                 NaN   1.20956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5897                 NaN  0.221095                 NaN   1.18923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.6141                 NaN  0.220641                 NaN   1.16522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.6244                 NaN  0.213216                 NaN   1.16233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6733                 NaN  0.207976                 NaN   1.11874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6839                 NaN  0.203288                 NaN   1.11285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.7031                 NaN  0.199462                 NaN   1.09748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7242                 NaN  0.195569                 NaN   1.08027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7436                 NaN  0.192928                 NaN   1.06351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7646                 NaN  0.188635                 NaN   1.04681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7834                 NaN  0.185214                 NaN   1.03136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8009                 NaN  0.181987                 NaN   1.01709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.8069                 NaN  0.178436                 NaN   1.01467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.3231                 NaN  0.243920                 NaN   1.43297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.2190                 NaN  0.115876                 NaN  0.665141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.0318                 NaN  0.142735                 NaN  0.825437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8864                 NaN  0.164644                 NaN  0.948957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9036                 NaN  0.161105                 NaN  0.935264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9183                 NaN  0.158423                 NaN  0.923237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9348                 NaN  0.155446                 NaN  0.909791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9481                 NaN  0.151727                 NaN  0.900220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9635                 NaN  0.150293                 NaN  0.886206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9758                 NaN  0.145292                 NaN  0.878948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9897                 NaN  0.145576                 NaN  0.864768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9979                 NaN  0.138079                 NaN  0.863984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0226                 NaN  0.138592                 NaN  0.838810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0191                 NaN  0.135430                 NaN  0.845487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0537                 NaN  0.132230                 NaN  0.814022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0532                 NaN  0.130992                 NaN  0.815796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0638                 NaN  0.128512                 NaN  0.807714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0791                 NaN  0.124864                 NaN  0.796004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0867                 NaN  0.122152                 NaN  0.791139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0983                 NaN  0.118415                 NaN  0.783292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1086                 NaN  0.117121                 NaN  0.774288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1187                 NaN  0.114966                 NaN  0.766343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1274                 NaN  0.113472                 NaN  0.759153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1399                 NaN  0.109394                 NaN  0.750745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1504                 NaN  0.108800                 NaN  0.740828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8770                 NaN  0.156567                 NaN  0.966479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.4496                 NaN  0.526461E-001            NaN  0.497710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1762                 NaN  0.100955                 NaN  0.722864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1847                 NaN  0.992257E-001            NaN  0.716116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1919                 NaN  0.958506E-001            NaN  0.712293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2007                 NaN  0.958017E-001            NaN  0.703520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2080                 NaN  0.917837E-001            NaN  0.700195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2139                 NaN  0.885442E-001            NaN  0.697590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2224                 NaN  0.861579E-001            NaN  0.691416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2295                 NaN  0.842515E-001            NaN  0.686263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2366                 NaN  0.831311E-001            NaN  0.680253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1697                 NaN  0.472827E-001            NaN  0.392766       0.390224                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0452                 NaN  0.161222E-001            NaN  0.131461       0.807191                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0307                 NaN  0.245848E-005            NaN            NaN  0.969297                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0248                 NaN            NaN            NaN            NaN  0.975247                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0314                 NaN  0.164573E-001            NaN            NaN  0.952180                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0262                 NaN            NaN            NaN            NaN  0.973769                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0171                 NaN            NaN            NaN            NaN  0.982911                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0092                 NaN  0.215657E-003            NaN            NaN  0.990577                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9963                 NaN            NaN            NaN            NaN   1.00372                 NaN            NaN            NaN            NaN            NaN            NaN
