|6.6.6
Archiving\03_Data\frac/QFM_m2/TAY13/TAY13_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1954.89        2500.00        99.5354                 NaN  0.440949       0.236247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        99.5354                 NaN  0.440948       0.236247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.5354                 NaN  0.440947       0.236246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.5354                 NaN  0.440946       0.236246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.5354                 NaN  0.440946       0.236246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.5354                 NaN  0.440945       0.236245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.5354                 NaN  0.440944       0.236245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.5354                 NaN  0.440943       0.236244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        98.8266                 NaN  0.440927       0.814638E-002  0.724317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.9849                 NaN            NaN            NaN  0.151254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3247                 NaN            NaN            NaN  0.675328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3292                 NaN            NaN            NaN  0.670803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.2777                 NaN            NaN            NaN  0.722341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3929                 NaN            NaN            NaN  0.607084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3407                 NaN            NaN            NaN  0.659322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3427                 NaN            NaN            NaN  0.657331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3471                 NaN            NaN            NaN  0.652902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3481                 NaN            NaN            NaN  0.651946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3520                 NaN            NaN            NaN  0.648037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3558                 NaN            NaN            NaN  0.644241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3666                 NaN            NaN            NaN  0.633416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3637                 NaN            NaN            NaN  0.636330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3620                 NaN            NaN            NaN  0.638024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3705                 NaN            NaN            NaN  0.629484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3703                 NaN            NaN            NaN  0.629673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3873                 NaN            NaN            NaN  0.612695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3580                 NaN            NaN            NaN  0.638347       0.368333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3735                 NaN            NaN            NaN  0.620981       0.547686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3650                 NaN            NaN            NaN  0.620084       0.149197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3546                 NaN            NaN            NaN  0.630018       0.153660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3840                 NaN            NaN            NaN  0.601665       0.143357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3668                 NaN            NaN            NaN  0.618247       0.149206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3772                 NaN            NaN            NaN  0.608204       0.145911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4578                 NaN            NaN            NaN  0.529446       0.127459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.2891                 NaN            NaN            NaN  0.694159       0.166988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3740                 NaN            NaN            NaN  0.611302       0.147110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3735                 NaN            NaN            NaN  0.611757       0.147176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.3860                 NaN            NaN            NaN  0.599666       0.143354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3800                 NaN            NaN            NaN  0.605480       0.145089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3806                 NaN            NaN            NaN  0.604948       0.144819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3816                 NaN            NaN            NaN  0.603901       0.144592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4287                 NaN            NaN            NaN  0.557985       0.133349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3364                 NaN            NaN            NaN  0.648121       0.154475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3813                 NaN            NaN            NaN  0.604264       0.144421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3858                 NaN            NaN            NaN  0.599981       0.142410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.3843                 NaN            NaN            NaN  0.601473       0.142734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3820                 NaN            NaN            NaN  0.603685       0.143201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3841                 NaN            NaN            NaN  0.601606       0.142651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3559                 NaN            NaN            NaN  0.629310       0.147917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5928                 NaN            NaN            NaN  0.397572       0.965856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.2022                 NaN            NaN            NaN  0.779895       0.179457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3822                 NaN            NaN            NaN  0.603659       0.141164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3838                 NaN            NaN            NaN  0.602172       0.140301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.3834                 NaN            NaN            NaN  0.602608       0.139568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3804                 NaN            NaN            NaN  0.605624       0.140220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3742                 NaN            NaN            NaN  0.611693       0.141510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1025                 NaN            NaN            NaN  0.877459       0.200444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.6591                 NaN            NaN            NaN  0.333259       0.760279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3747                 NaN            NaN            NaN  0.611394       0.139264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3755                 NaN            NaN            NaN  0.610622       0.138362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3722                 NaN            NaN            NaN  0.613934       0.139096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3755                 NaN            NaN            NaN  0.610812       0.137011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3715                 NaN            NaN            NaN  0.614778       0.137621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3686                 NaN            NaN            NaN  0.617649       0.137565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3675                 NaN            NaN            NaN  0.618838       0.137083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3651                 NaN            NaN            NaN  0.621157       0.137236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3645                 NaN            NaN            NaN  0.621836       0.136570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3614                 NaN            NaN            NaN  0.624925       0.136465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3568                 NaN            NaN            NaN  0.629484       0.136972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3589                 NaN            NaN            NaN  0.627602       0.135437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3557                 NaN            NaN            NaN  0.630740       0.135678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3519                 NaN            NaN            NaN  0.634554       0.135716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3500                 NaN            NaN            NaN  0.636498       0.135192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4461                 NaN            NaN            NaN  0.543520       0.104221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2392                 NaN            NaN            NaN  0.744195       0.166046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3432                 NaN            NaN            NaN  0.643299       0.134643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3411                 NaN            NaN            NaN  0.645486       0.134223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3376                 NaN            NaN            NaN  0.648931       0.134530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3352                 NaN            NaN            NaN  0.651398       0.134075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3284                 NaN            NaN            NaN  0.658144       0.134552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3313                 NaN            NaN            NaN  0.655332       0.133317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3273                 NaN            NaN            NaN  0.659370       0.133565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3269                 NaN            NaN            NaN  0.659708       0.134383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3103                 NaN            NaN            NaN  0.676301       0.134420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3257                 NaN            NaN            NaN  0.661147       0.131124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3148                 NaN            NaN            NaN  0.671944       0.132981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3108                 NaN            NaN            NaN  0.675931       0.132794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3091                 NaN            NaN            NaN  0.677702       0.132426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3068                 NaN            NaN            NaN  0.679998       0.132323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3033                 NaN            NaN            NaN  0.683480       0.132386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3013                 NaN            NaN            NaN  0.685486       0.131901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2976                 NaN            NaN            NaN  0.689209       0.131931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        98.8447                 NaN            NaN            NaN   1.13373       0.215510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.7496                 NaN            NaN            NaN  0.245757       0.469119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2903                 NaN            NaN            NaN  0.696537       0.131335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2879                 NaN            NaN            NaN  0.698980       0.131264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2854                 NaN            NaN            NaN  0.701484       0.130884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2833                 NaN            NaN            NaN  0.703603       0.130835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2822                 NaN            NaN            NaN  0.704756       0.130393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2765                 NaN            NaN            NaN  0.710379       0.131112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2807                 NaN            NaN            NaN  0.706354       0.129585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2760                 NaN            NaN            NaN  0.711025       0.129990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2738                 NaN            NaN            NaN  0.713220       0.129831E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2733                 NaN            NaN            NaN  0.713802       0.129436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2715                 NaN            NaN            NaN  0.715580       0.129376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2689                 NaN            NaN            NaN  0.718150       0.129433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2693                 NaN            NaN            NaN  0.717829       0.128808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2682                 NaN            NaN            NaN  0.718985       0.128609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2674                 NaN            NaN            NaN  0.719711       0.128481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2669                 NaN            NaN            NaN  0.720241       0.128236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2660                 NaN            NaN            NaN  0.721225       0.128024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2664                 NaN            NaN            NaN  0.720800       0.127720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2639                 NaN            NaN            NaN  0.723271       0.127970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2695                 NaN            NaN            NaN  0.717862       0.126671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2668                 NaN            NaN            NaN  0.720522       0.126949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2672                 NaN            NaN            NaN  0.720127       0.126549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2666                 NaN            NaN            NaN  0.720738       0.126388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2588                 NaN            NaN            NaN  0.728463       0.127533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.7012                 NaN            NaN            NaN  0.293640       0.514740E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.8522                 NaN            NaN            NaN   1.12808       0.197067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2734                 NaN            NaN            NaN  0.714156       0.124907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2750                 NaN            NaN            NaN  0.712552       0.124437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.2762                 NaN            NaN            NaN  0.711422       0.124208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2769                 NaN            NaN            NaN  0.710656       0.124089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2823                 NaN            NaN            NaN  0.705382       0.123090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2838                 NaN            NaN            NaN  0.703859       0.122973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.2858                 NaN            NaN            NaN  0.701900       0.122642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2881                 NaN            NaN            NaN  0.699666       0.122123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.1528                 NaN            NaN            NaN  0.613923       0.843439E-002  0.224863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5308                 NaN            NaN            NaN  0.228396                 NaN   1.24077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5521                 NaN            NaN            NaN  0.223722                 NaN   1.22418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5793                 NaN            NaN            NaN  0.219886                 NaN   1.20080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6008                 NaN            NaN            NaN  0.215785                 NaN   1.18345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6254                 NaN            NaN            NaN  0.214088                 NaN   1.16048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6466                 NaN            NaN            NaN  0.208742                 NaN   1.14461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6675                 NaN            NaN            NaN  0.204437                 NaN   1.12806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6865                 NaN            NaN            NaN  0.203724                 NaN   1.10978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6175                 NaN            NaN            NaN  0.215598                 NaN   1.16691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8257                 NaN            NaN            NaN  0.177477                 NaN  0.996801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7470                 NaN            NaN            NaN  0.189397                 NaN   1.06365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7675                 NaN            NaN            NaN  0.187460                 NaN   1.04504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7855                 NaN            NaN            NaN  0.182935                 NaN   1.03156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8018                 NaN            NaN            NaN  0.179633                 NaN   1.01856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8201                 NaN            NaN            NaN  0.174259                 NaN   1.00560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8321                 NaN            NaN            NaN  0.177064                 NaN  0.990794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8547                 NaN            NaN            NaN  0.170344                 NaN  0.974931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8749                 NaN            NaN            NaN  0.165119                 NaN  0.959981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8835                 NaN            NaN            NaN  0.161196                 NaN  0.955277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9009                 NaN            NaN            NaN  0.161453                 NaN  0.937666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9098                 NaN            NaN            NaN  0.156028                 NaN  0.934126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9355                 NaN            NaN            NaN  0.154462                 NaN  0.910080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9436                 NaN            NaN            NaN  0.150941                 NaN  0.905439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9563                 NaN            NaN            NaN  0.146790                 NaN  0.896911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9688                 NaN            NaN            NaN  0.143263                 NaN  0.887955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9843                 NaN            NaN            NaN  0.141022                 NaN  0.874712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9940                 NaN            NaN            NaN  0.140141                 NaN  0.865848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0144                 NaN            NaN            NaN  0.135868                 NaN  0.849737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0204                 NaN            NaN            NaN  0.132349                 NaN  0.847264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0276                 NaN            NaN            NaN  0.126818                 NaN  0.845572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0479                 NaN            NaN            NaN  0.128035                 NaN  0.824034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0556                 NaN            NaN            NaN  0.124919                 NaN  0.819490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
