|6.6.6
Archiving\03_Data\frac/QFM_m2/TAY13/TAY13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1832.08        2500.00        99.4333                 NaN            NaN            NaN  0.556875       0.978431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4378                 NaN            NaN            NaN  0.552513       0.964112E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4368                 NaN            NaN            NaN  0.553561       0.965892E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4349                 NaN            NaN            NaN  0.555371       0.968722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4372                 NaN            NaN            NaN  0.553145       0.965043E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4120                 NaN            NaN            NaN  0.577992       0.999343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.6284                 NaN            NaN            NaN  0.365026       0.652743E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.2722                 NaN            NaN            NaN  0.715689       0.121112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4369                 NaN            NaN            NaN  0.553547       0.952540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4388                 NaN            NaN            NaN  0.551757       0.946382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4389                 NaN            NaN            NaN  0.551711       0.940571E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4364                 NaN            NaN            NaN  0.554182       0.944928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4310                 NaN            NaN            NaN  0.559506       0.953163E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1851                 NaN            NaN            NaN  0.801391       0.135013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.6906                 NaN            NaN            NaN  0.304256       0.511391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4328                 NaN            NaN            NaN  0.557811       0.936298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4339                 NaN            NaN            NaN  0.556784       0.929855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4311                 NaN            NaN            NaN  0.559561       0.934809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4346                 NaN            NaN            NaN  0.556191       0.919896E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4314                 NaN            NaN            NaN  0.559384       0.923715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4292                 NaN            NaN            NaN  0.561608       0.922844E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4286                 NaN            NaN            NaN  0.562200       0.919117E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4268                 NaN            NaN            NaN  0.563998       0.919780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4267                 NaN            NaN            NaN  0.564155       0.914804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4244                 NaN            NaN            NaN  0.566483       0.913607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4207                 NaN            NaN            NaN  0.570170       0.916597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4229                 NaN            NaN            NaN  0.568032       0.905601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4205                 NaN            NaN            NaN  0.570476       0.906983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4175                 NaN            NaN            NaN  0.573421       0.906764E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4163                 NaN            NaN            NaN  0.574682       0.902550E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.5035                 NaN            NaN            NaN  0.489524       0.694605E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3181                 NaN            NaN            NaN  0.670839       0.110725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4115                 NaN            NaN            NaN  0.579496       0.897649E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4101                 NaN            NaN            NaN  0.580948       0.894405E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4073                 NaN            NaN            NaN  0.583700       0.896157E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4058                 NaN            NaN            NaN  0.585300       0.892610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4002                 NaN            NaN            NaN  0.590877       0.894541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4033                 NaN            NaN            NaN  0.587788       0.886631E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4001                 NaN            NaN            NaN  0.591000       0.887926E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4003                 NaN            NaN            NaN  0.590818       0.892760E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3860                 NaN            NaN            NaN  0.605098       0.892814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4004                 NaN            NaN            NaN  0.590893       0.870006E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3911                 NaN            NaN            NaN  0.600063       0.881964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3882                 NaN            NaN            NaN  0.603005       0.879950E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3872                 NaN            NaN            NaN  0.604049       0.877165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3857                 NaN            NaN            NaN  0.605556       0.876038E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3832                 NaN            NaN            NaN  0.608077       0.876195E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3820                 NaN            NaN            NaN  0.609300       0.872323E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3793                 NaN            NaN            NaN  0.612003       0.872052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        98.9794                 NaN            NaN            NaN   1.00635       0.142379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.7792                 NaN            NaN            NaN  0.217667       0.309545E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3746                 NaN            NaN            NaN  0.616705       0.866578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3731                 NaN            NaN            NaN  0.618280       0.865671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3716                 NaN            NaN            NaN  0.619778       0.862464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3702                 NaN            NaN            NaN  0.621137       0.861778E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3699                 NaN            NaN            NaN  0.621518       0.858294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3655                 NaN            NaN            NaN  0.625919       0.862647E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3699                 NaN            NaN            NaN  0.621586       0.852034E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3663                 NaN            NaN            NaN  0.625121       0.854177E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3651                 NaN            NaN            NaN  0.626360       0.852482E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3653                 NaN            NaN            NaN  0.626200       0.849376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3644                 NaN            NaN            NaN  0.627109       0.848626E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3628                 NaN            NaN            NaN  0.628710       0.848437E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3640                 NaN            NaN            NaN  0.627587       0.843734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3636                 NaN            NaN            NaN  0.627982       0.841772E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3637                 NaN            NaN            NaN  0.627913       0.840592E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3639                 NaN            NaN            NaN  0.627714       0.838404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3637                 NaN            NaN            NaN  0.627897       0.836471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3649                 NaN            NaN            NaN  0.626759       0.834025E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3634                 NaN            NaN            NaN  0.628226       0.835078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3688                 NaN            NaN            NaN  0.622911       0.826153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3672                 NaN            NaN            NaN  0.624511       0.827332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3684                 NaN            NaN            NaN  0.623315       0.824108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3687                 NaN            NaN            NaN  0.623110       0.822352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3628                 NaN            NaN            NaN  0.628927       0.829480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.7435                 NaN            NaN            NaN  0.253133       0.334559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.0145                 NaN            NaN            NaN  0.972727       0.128059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3772                 NaN            NaN            NaN  0.614669       0.810854E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3794                 NaN            NaN            NaN  0.612511       0.807072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3811                 NaN            NaN            NaN  0.610826       0.805149E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3826                 NaN            NaN            NaN  0.609408       0.803751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3878                 NaN            NaN            NaN  0.604190       0.796788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3897                 NaN            NaN            NaN  0.602350       0.795502E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3922                 NaN            NaN            NaN  0.599862       0.793029E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3951                 NaN            NaN            NaN  0.597057       0.788944E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.2717                 NaN            NaN            NaN  0.523431       0.544756E-002  0.199395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7051                 NaN            NaN            NaN  0.194675                 NaN   1.10022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7248                 NaN            NaN            NaN  0.190456                 NaN   1.08478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7496                 NaN            NaN            NaN  0.187015                 NaN   1.06338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7693                 NaN            NaN            NaN  0.183341                 NaN   1.04735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.7921                 NaN            NaN            NaN  0.181732                 NaN   1.02622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8114                 NaN            NaN            NaN  0.177010                 NaN   1.01156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8306                 NaN            NaN            NaN  0.173151                 NaN  0.996251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8482                 NaN            NaN            NaN  0.172450                 NaN  0.979394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7887                 NaN            NaN            NaN  0.182293                 NaN   1.02902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9716                 NaN            NaN            NaN  0.149891                 NaN  0.878496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9034                 NaN            NaN            NaN  0.159800                 NaN  0.936829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9222                 NaN            NaN            NaN  0.158002                 NaN  0.919780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9388                 NaN            NaN            NaN  0.154012                 NaN  0.907209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9537                 NaN            NaN            NaN  0.151085                 NaN  0.895200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.9701                 NaN            NaN            NaN  0.146476                 NaN  0.883414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9821                 NaN            NaN            NaN  0.148591                 NaN  0.869331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0021                 NaN            NaN            NaN  0.142831                 NaN  0.855048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0203                 NaN            NaN            NaN  0.138315                 NaN  0.841405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0284                 NaN            NaN            NaN  0.134897                 NaN  0.836724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0443                 NaN            NaN            NaN  0.134982                 NaN  0.820711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0526                 NaN            NaN            NaN  0.130283                 NaN  0.817149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0757                 NaN            NaN            NaN  0.128851                 NaN  0.795456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0832                 NaN            NaN            NaN  0.125805                 NaN  0.790968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0949                 NaN            NaN            NaN  0.122203                 NaN  0.782934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1063                 NaN            NaN            NaN  0.119110                 NaN  0.774582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1203                 NaN            NaN            NaN  0.117174                 NaN  0.762517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1293                 NaN            NaN            NaN  0.116326                 NaN  0.754335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1477                 NaN            NaN            NaN  0.112623                 NaN  0.739667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1535                 NaN            NaN            NaN  0.109563                 NaN  0.736957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1600                 NaN            NaN            NaN  0.104914                 NaN  0.735071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1784                 NaN            NaN            NaN  0.105807                 NaN  0.715825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1855                 NaN            NaN            NaN  0.103123                 NaN  0.711404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
