|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1540.93        2500.00                 NaN            NaN   99.7563       0.224331       0.193484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.47        2500.00                 NaN            NaN   99.3516       0.600307       0.480914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00                 NaN            NaN   99.5272       0.437855       0.349933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.55        2500.00                 NaN            NaN   99.5343       0.430545       0.351306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.08        2500.00                 NaN            NaN   99.5362       0.430492       0.333311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00                 NaN            NaN   99.5395       0.427665       0.328480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.16        2500.00                 NaN            NaN   99.5421       0.425550       0.323054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        2500.00                 NaN            NaN   99.5455       0.422553       0.319762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        2500.00                 NaN            NaN   99.5484       0.421541       0.300888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.77        2500.00                 NaN            NaN   99.5512       0.420333       0.284938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        2500.00                 NaN            NaN   99.5561       0.412137       0.317359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.85        2500.00                 NaN            NaN   99.5556       0.416467       0.279359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.39        2500.00                 NaN            NaN   99.5621       0.409548       0.283923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.93        2500.00                 NaN            NaN   99.5635       0.409476       0.270141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.46        2500.00                 NaN            NaN   99.5666       0.406600       0.267976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.00        2500.00                 NaN            NaN   99.5693       0.404887       0.257649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.54        2500.00                 NaN            NaN   99.5679       0.407873       0.242435E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.08        2500.00                 NaN            NaN   99.5780       0.396939       0.250860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00                 NaN            NaN   99.5779       0.398271       0.238772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.15        2500.00                 NaN            NaN   99.5409       0.433617       0.255213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.69        2500.00                 NaN            NaN   99.6220       0.357905       0.201155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.23        2500.00                 NaN            NaN   99.5851       0.392498       0.224303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00                 NaN            NaN   99.5881       0.390375       0.214778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.31        2500.00                 NaN            NaN   99.5902       0.388661       0.211724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        2500.00                 NaN            NaN   99.5915       0.388554       0.199161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.38        2500.00                 NaN            NaN   98.7919        1.15842       0.496851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.46        2500.00                 NaN            NaN   99.9498       0.440129E-001  0.621747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00                 NaN            NaN   99.6574       0.281664       0.609076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.54        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.07        2500.00                 NaN            NaN   99.2050       0.794984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.61        2500.00                 NaN            NaN   99.6105       0.362213       0.273312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.15        2500.00                 NaN            NaN   99.6100       0.385577       0.439201E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.69        2500.00                 NaN            NaN   99.6226       0.286102       0.913015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00                 NaN            NaN   99.6132       0.386776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.76        2500.00                 NaN            NaN   99.5868       0.413228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.30        2500.00                 NaN            NaN   99.6488       0.346775       0.442807E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.84        2500.00                 NaN            NaN   99.5754       0.257695                 NaN  0.166922                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.38        2500.00                 NaN            NaN   99.4938       0.512465E-001            NaN  0.454967                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.92        2500.00                 NaN            NaN   99.2684       0.460921E-001            NaN  0.141160E-002  0.684093                 NaN            NaN            NaN            NaN            NaN
  1482.45        2500.00                 NaN            NaN   99.7106                 NaN  0.378872E-005  0.289369                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.99        2500.00                 NaN            NaN   99.3019                 NaN            NaN  0.393009       0.305099                 NaN            NaN            NaN            NaN            NaN
  1479.53        2500.00                 NaN            NaN   99.2362                 NaN  0.131609E-005  0.435831       0.327944                 NaN            NaN            NaN            NaN            NaN
  1478.07        2500.00                 NaN            NaN   99.2452                 NaN            NaN  0.430932       0.323840                 NaN            NaN            NaN            NaN            NaN
  1476.61        2500.00                 NaN            NaN   99.2496                 NaN            NaN  0.321740       0.428706                 NaN            NaN            NaN            NaN            NaN
  1475.14        2500.00                 NaN            NaN   99.2551                 NaN            NaN  0.319275       0.425638                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00                 NaN            NaN   99.2627                 NaN            NaN  0.421516       0.315736                 NaN            NaN            NaN            NaN            NaN
  1472.22        2500.00                 NaN            NaN   99.2687       0.184978E-001            NaN  0.420072       0.292702                 NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00                 NaN            NaN   99.2754       0.469615E-001            NaN  0.419032       0.258604                 NaN            NaN            NaN            NaN            NaN
  1469.30        2500.00                 NaN            NaN   99.2818       0.457281E-001            NaN  0.256850       0.415587                 NaN            NaN            NaN            NaN            NaN
  1467.83        2500.00                 NaN            NaN   99.2881       0.424290E-001            NaN  0.411308       0.258148                 NaN            NaN            NaN            NaN            NaN
  1466.37        2500.00                 NaN            NaN   99.2928       0.415910E-001            NaN  0.409309       0.256342                 NaN            NaN            NaN            NaN            NaN
  1464.91        2500.00                 NaN            NaN   99.3002       0.403013E-001  0.214137E-005  0.404842       0.254608                 NaN            NaN            NaN            NaN            NaN
  1463.45        2500.00                 NaN            NaN   99.3069       0.373197E-001  0.656550E-002  0.403694       0.245479                 NaN            NaN            NaN            NaN            NaN
  1461.99        2500.00                 NaN            NaN   99.3134       0.305507E-001  0.140627E-001  0.402928       0.239093                 NaN            NaN            NaN            NaN            NaN
  1460.52        2500.00                 NaN            NaN   99.3196       0.298921E-001  0.129200E-001  0.398557       0.239012                 NaN            NaN            NaN            NaN            NaN
  1459.06        2500.00                 NaN            NaN   99.3243       0.309530E-001  0.121334E-001  0.395946       0.236693                 NaN            NaN            NaN            NaN            NaN
  1457.60        2500.00                 NaN            NaN   99.3302       0.293807E-001  0.114520E-001  0.392359       0.236569                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00                 NaN            NaN   99.3366       0.288890E-001  0.105545E-001  0.235536       0.388420                 NaN            NaN            NaN            NaN            NaN
  1454.68        2500.00                 NaN            NaN   99.3391       0.269857E-001  0.991592E-002  0.237446       0.386599                 NaN            NaN            NaN            NaN            NaN
  1453.21        2500.00                 NaN            NaN   99.3467       0.275396E-001  0.923543E-002  0.382471       0.234057                 NaN            NaN            NaN            NaN            NaN
  1451.75        2500.00                 NaN            NaN   99.9734                 NaN  0.192487E-002  0.246440E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00                 NaN            NaN   98.7338       0.540842E-001  0.142518E-001  0.756266       0.441576                 NaN            NaN            NaN            NaN            NaN
  1448.83        2500.00                 NaN            NaN   99.3603       0.258865E-001  0.702135E-002  0.232840       0.373922                 NaN            NaN            NaN            NaN            NaN
  1447.37        2500.00                 NaN            NaN   99.3656       0.248942E-001  0.646869E-002  0.232090       0.370953                 NaN            NaN            NaN            NaN            NaN
  1445.90        2500.00                 NaN            NaN   99.3697       0.251478E-001  0.573469E-002  0.230908       0.368548                 NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00                 NaN            NaN   99.3726       0.210148E-001  0.566896E-002  0.234155       0.366512                 NaN            NaN            NaN            NaN            NaN
  1442.98        2500.00                 NaN            NaN   99.3795       0.247958E-001  0.424225E-002  0.362547       0.228905                 NaN            NaN            NaN            NaN            NaN
  1441.52        2500.00                 NaN            NaN   99.4871       0.217850E-001  0.290676E-002  0.300271       0.187938                 NaN            NaN            NaN            NaN            NaN
  1440.06        2500.00                 NaN            NaN   99.2828       0.235078E-001  0.747218E-003  0.417131       0.275785                 NaN            NaN            NaN            NaN            NaN
  1438.59        2500.00                 NaN            NaN   99.3934       0.231107E-001  0.620440E-002  0.221405       0.355883                 NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00                 NaN            NaN   99.3961       0.254066E-001  0.177980E-002  0.353132       0.223574                 NaN            NaN            NaN            NaN            NaN
  1435.67        2500.00                 NaN            NaN   99.4001       0.247364E-001  0.172851E-002  0.222367       0.351060                 NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00                 NaN            NaN   99.4040       0.251588E-001  0.242204E-003  0.348385       0.222256                 NaN            NaN            NaN            NaN            NaN
  1432.75        2500.00                 NaN            NaN   99.4083       0.271595E-001  0.135862E-003  0.218009       0.346430                 NaN            NaN            NaN            NaN            NaN
  1431.28        2500.00                 NaN            NaN   99.4118       0.224829E-001  0.365570E-005  0.221736       0.343946                 NaN            NaN            NaN            NaN            NaN
  1429.82        2500.00                 NaN            NaN   99.4464                 NaN  0.112010       0.764755E-001  0.365071                 NaN            NaN            NaN            NaN            NaN
  1428.36        2500.00                 NaN            NaN   99.4242       0.132878E-001            NaN  0.337238       0.225230                 NaN            NaN            NaN            NaN            NaN
  1426.90        2500.00                 NaN            NaN   99.4250       0.269838E-001            NaN  0.210390       0.337671                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00                 NaN            NaN   99.4283       0.259012E-001            NaN  0.335852       0.209983                 NaN            NaN            NaN            NaN            NaN
  1423.97        2500.00                 NaN            NaN   98.7767                 NaN            NaN  0.516887       0.344223       0.362184                 NaN            NaN            NaN            NaN
  1422.51        2500.00                 NaN            NaN   98.6605       0.762944E-001  0.879922E-001  0.362176       0.366746       0.446315                 NaN            NaN            NaN            NaN
  1421.05        2500.00                 NaN            NaN   98.6768       0.803185E-001  0.113370       0.320843       0.362895       0.445802                 NaN            NaN            NaN            NaN
  1419.59        2500.00                 NaN            NaN   98.7017                 NaN  0.118543       0.351662       0.388370       0.439726                 NaN            NaN            NaN            NaN
  1418.13        2500.00                 NaN            NaN   98.7198                 NaN  0.118800       0.347325       0.379992       0.434127                 NaN            NaN            NaN            NaN
  1416.66        2500.00                 NaN            NaN   98.9684                 NaN  0.402841E-001  0.229747       0.423989       0.337575                 NaN            NaN            NaN            NaN
  1415.20        2500.00                 NaN            NaN   98.5379                 NaN  0.194194       0.310429       0.449412       0.508016                 NaN            NaN            NaN            NaN
  1413.74        2500.00                 NaN            NaN   98.7821                 NaN  0.115685       0.330706       0.358012       0.413461                 NaN            NaN            NaN            NaN
  1412.28        2500.00                 NaN            NaN   98.8006                 NaN  0.115000       0.351050       0.325941       0.407411                 NaN            NaN            NaN            NaN
  1410.82        2500.00                 NaN            NaN   98.8239                 NaN  0.113376       0.343814       0.319641       0.399290                 NaN            NaN            NaN            NaN
  1409.35        2500.00                 NaN            NaN   98.8405                 NaN  0.112713       0.337854       0.314945       0.393962                 NaN            NaN            NaN            NaN
  1407.89        2500.00                 NaN            NaN   98.8586                 NaN  0.111941       0.331344       0.310133       0.387990                 NaN            NaN            NaN            NaN
  1406.43        2500.00                 NaN            NaN   98.8765                 NaN  0.111035       0.324951       0.305533       0.382001                 NaN            NaN            NaN            NaN
  1404.97        2500.00                 NaN            NaN   98.8930                 NaN  0.110566       0.300660       0.319079       0.376687                 NaN            NaN            NaN            NaN
  1403.51        2500.00                 NaN            NaN   98.9109                 NaN  0.109194       0.313343       0.296137       0.370473                 NaN            NaN            NaN            NaN
  1402.04        2500.00                 NaN            NaN   98.9277                 NaN  0.108176       0.291532       0.307680       0.364932                 NaN            NaN            NaN            NaN
  1400.58        2500.00                 NaN            NaN   98.9424                 NaN  0.107662       0.287652       0.302112       0.360166                 NaN            NaN            NaN            NaN
  1399.12        2500.00                 NaN            NaN   98.9593                 NaN  0.106786       0.296259       0.283267       0.354367                 NaN            NaN            NaN            NaN
  1397.66        2500.00                 NaN            NaN   98.9746                 NaN  0.105959       0.279316       0.290978       0.349133                 NaN            NaN            NaN            NaN
  1396.20        2500.00                 NaN            NaN   98.9891                 NaN  0.105196       0.275175       0.286139       0.344418                 NaN            NaN            NaN            NaN
  1394.73        2500.00                 NaN            NaN   99.0035                 NaN  0.104739       0.271439       0.280714       0.339637                 NaN            NaN            NaN            NaN
  1393.27        2500.00                 NaN            NaN   99.0174                 NaN  0.103938       0.276015       0.267628       0.334979                 NaN            NaN            NaN            NaN
  1391.81        2500.00                 NaN            NaN   99.0323                 NaN  0.102525       0.263600       0.271954       0.329664                 NaN            NaN            NaN            NaN
  1390.35        2500.00                 NaN            NaN   99.0450                 NaN  0.102752       0.265692       0.260951       0.325630                 NaN            NaN            NaN            NaN
  1388.89        2500.00                 NaN            NaN   99.0604                 NaN  0.100551       0.255821       0.263110       0.320129                 NaN            NaN            NaN            NaN
  1387.42        2500.00                 NaN            NaN   99.0717                 NaN  0.100771       0.253320       0.257527       0.316688                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN            NaN   99.0872                 NaN  0.994038E-001  0.253442       0.248744       0.311234                 NaN            NaN            NaN            NaN
  1384.50        2500.00                 NaN            NaN   99.0939                 NaN  0.999654E-001  0.248510       0.248147       0.309499                 NaN            NaN            NaN            NaN
  1383.04        2500.00                 NaN            NaN   99.1130                 NaN  0.971222E-001  0.241557       0.246188       0.302112                 NaN            NaN            NaN            NaN
  1381.58        2500.00                 NaN            NaN   99.1218                 NaN  0.976544E-001  0.239452       0.241411       0.299659                 NaN            NaN            NaN            NaN
  1380.11        2500.00                 NaN            NaN   99.1342                 NaN  0.963860E-001  0.236054       0.238027       0.295288                 NaN            NaN            NaN            NaN
  1378.65        2500.00                 NaN            NaN   99.1448                 NaN  0.961700E-001  0.232934       0.234223       0.291892                 NaN            NaN            NaN            NaN
  1377.19        2500.00                 NaN            NaN   99.1566                 NaN  0.952007E-001  0.230029       0.230480       0.287725                 NaN            NaN            NaN            NaN
  1375.73        2500.00                 NaN            NaN   99.1661                 NaN  0.948398E-001  0.227245       0.227195       0.284597                 NaN            NaN            NaN            NaN
  1374.27        2500.00                 NaN            NaN   99.1797                 NaN  0.932075E-001  0.223741       0.223717       0.279637                 NaN            NaN            NaN            NaN
  1372.80        2500.00                 NaN            NaN   99.1889                 NaN  0.929885E-001  0.220078       0.221363       0.276704                 NaN            NaN            NaN            NaN
  1371.34        2500.00                 NaN            NaN   99.1993                 NaN  0.922030E-001  0.216862       0.218475       0.273117                 NaN            NaN            NaN            NaN
  1369.88        2500.00                 NaN            NaN   99.2091                 NaN  0.914993E-001  0.215866       0.213740       0.269760                 NaN            NaN            NaN            NaN
  1368.42        2500.00                 NaN            NaN   99.1335                 NaN  0.453881E-001  0.361695       0.174892       0.284524                 NaN            NaN            NaN            NaN
  1366.96        2500.00                 NaN            NaN   99.3147                 NaN  0.136434       0.249866       0.542217E-001  0.244754                 NaN            NaN            NaN            NaN
  1365.49        2500.00                 NaN            NaN   99.2352                 NaN  0.902645E-001  0.208811       0.204494       0.261243                 NaN            NaN            NaN            NaN
  1364.03        2500.00                 NaN            NaN   99.2502                 NaN  0.876236E-001  0.202067       0.204933       0.255199                 NaN            NaN            NaN            NaN
  1362.57        2500.00                 NaN            NaN   99.2575                 NaN  0.877215E-001  0.198890       0.202853       0.253009                 NaN            NaN            NaN            NaN
  1361.11        2500.00                 NaN            NaN   99.2662                 NaN  0.872175E-001  0.196333       0.200205       0.250083                 NaN            NaN            NaN            NaN
  1359.65        2500.00                 NaN            NaN   99.2754                 NaN  0.863442E-001  0.197914       0.193513       0.246858                 NaN            NaN            NaN            NaN
  1358.19        2500.00                 NaN            NaN   99.2839                 NaN  0.855620E-001  0.195535       0.191121       0.243857                 NaN            NaN            NaN            NaN
  1356.72        2500.00                 NaN            NaN   99.2922                 NaN  0.847835E-001  0.193139       0.188836       0.241010                 NaN            NaN            NaN            NaN
  1355.26        2500.00                 NaN            NaN   99.3006                 NaN  0.841377E-001  0.186204       0.190993       0.238099                 NaN            NaN            NaN            NaN
  1353.80        2500.00                 NaN            NaN   99.3090                 NaN  0.833846E-001  0.183747       0.188660       0.235175                 NaN            NaN            NaN            NaN
  1352.34        2500.00                 NaN            NaN   99.3168                 NaN  0.825851E-001  0.181657       0.186496       0.232415                 NaN            NaN            NaN            NaN
  1350.88        2500.00                 NaN            NaN   99.3247                 NaN  0.818362E-001  0.184319       0.179510       0.229658                 NaN            NaN            NaN            NaN
  1349.41        2500.00                 NaN            NaN   99.3327                 NaN  0.812616E-001  0.181774       0.177180       0.227070                 NaN            NaN            NaN            NaN
  1347.95        2500.00                 NaN            NaN   99.3391                 NaN  0.809281E-001  0.180272       0.174919       0.224780                 NaN            NaN            NaN            NaN
  1346.49        2500.00                 NaN            NaN   99.3488                 NaN  0.788347E-001  0.177182       0.174110       0.221067                 NaN            NaN            NaN            NaN
  1345.03        2500.00                 NaN            NaN   99.3548                 NaN  0.786169E-001  0.171693       0.175811       0.219068                 NaN            NaN            NaN            NaN
  1343.57        2500.00                 NaN            NaN   99.2487                 NaN  0.939329E-001  0.197602       0.203649       0.256099                 NaN            NaN            NaN            NaN
  1342.10        2500.00                 NaN            NaN   99.4855                 NaN  0.620368E-001  0.140421       0.138119       0.173961                 NaN            NaN            NaN            NaN
  1340.64        2500.00                 NaN            NaN   99.3761                 NaN  0.764329E-001  0.170009       0.165908       0.211562                 NaN            NaN            NaN            NaN
  1339.18        2500.00                 NaN            NaN   99.3829                 NaN  0.756615E-001  0.168010       0.164290       0.209182                 NaN            NaN            NaN            NaN
  1337.72        2500.00                 NaN            NaN   99.3893                 NaN  0.748837E-001  0.166271       0.162602       0.206897                 NaN            NaN            NaN            NaN
  1336.26        2500.00                 NaN            NaN   99.3931                 NaN  0.525095E-001  0.157894       0.194948       0.201523                 NaN            NaN            NaN            NaN
  1334.79        2500.00                 NaN            NaN   99.4054                 NaN  0.947357E-001  0.125700       0.169116       0.205034                 NaN            NaN            NaN            NaN
  1333.33        2500.00                 NaN            NaN   99.4088                 NaN  0.723790E-001  0.158116       0.160770       0.199981                 NaN            NaN            NaN            NaN
  1331.87        2500.00                 NaN            NaN   99.4146                 NaN  0.718227E-001  0.156709       0.158965       0.197932                 NaN            NaN            NaN            NaN
  1330.41        2500.00                 NaN            NaN   99.4217                 NaN  0.704697E-001  0.155403       0.157234       0.195172                 NaN            NaN            NaN            NaN
  1328.95        2500.00                 NaN            NaN   99.4270                 NaN  0.699803E-001  0.155546       0.154082       0.193439                 NaN            NaN            NaN            NaN
  1327.48        2500.00                 NaN            NaN   99.4330                 NaN  0.690279E-001  0.153041       0.153638       0.191245                 NaN            NaN            NaN            NaN
  1326.02        2500.00                 NaN            NaN   99.4389                 NaN  0.681078E-001  0.151910       0.151970       0.189081                 NaN            NaN            NaN            NaN
  1324.56        2500.00                 NaN            NaN   99.4445                 NaN  0.673615E-001  0.150452       0.150598       0.187108                 NaN            NaN            NaN            NaN
  1323.10        2500.00                 NaN            NaN   99.4504                 NaN  0.665100E-001  0.148796       0.149370       0.184970                 NaN            NaN            NaN            NaN
  1321.64        2500.00                 NaN            NaN   99.4543                 NaN  0.662473E-001  0.146880       0.148654       0.183888                 NaN            NaN            NaN            NaN
  1320.17        2500.00                 NaN            NaN   99.4629                 NaN  0.642653E-001  0.145722       0.146935       0.180162                 NaN            NaN            NaN            NaN
  1318.71        2500.00                 NaN            NaN   99.4664                 NaN  0.639600E-001  0.144014       0.146457       0.179177                 NaN            NaN            NaN            NaN
  1317.25        2500.00                 NaN            NaN   99.4719                 NaN  0.632207E-001  0.142310       0.145301       0.177299                 NaN            NaN            NaN            NaN
  1315.79        2500.00                 NaN            NaN   99.4772                 NaN  0.620738E-001  0.140636       0.144866       0.175241                 NaN            NaN            NaN            NaN
  1314.33        2500.00                 NaN            NaN   99.4808                 NaN  0.621108E-001  0.143601       0.139193       0.174334                 NaN            NaN            NaN            NaN
  1312.86        2500.00                 NaN            NaN   99.4836                 NaN  0.397748E-001  0.176500       0.131108       0.169037                 NaN            NaN            NaN            NaN
  1311.40        2500.00                 NaN            NaN   95.9167                 NaN  0.428970       0.126506       0.492180       0.605438        2.43020                 NaN            NaN            NaN
  1309.94        2500.00                 NaN            NaN   83.9120                 NaN   1.59772        1.68212       0.155810        2.05425        10.5981                 NaN            NaN            NaN
  1308.48        2500.00                 NaN            NaN   85.7823                 NaN   1.45330       0.412208E-001   1.53773        1.82796        9.35747                 NaN            NaN            NaN
  1307.02        2500.00                 NaN            NaN   87.3255                 NaN   1.31132        1.39848                 NaN   1.63947        8.32528                 NaN            NaN            NaN
  1305.55        2500.00                 NaN            NaN   88.5831                 NaN   1.18115        1.27467                 NaN   1.48516        7.47595                 NaN            NaN            NaN
  1304.09        2500.00                 NaN            NaN   89.6559                 NaN   1.07155        1.16636                 NaN   1.35277        6.75344                 NaN            NaN            NaN
  1302.63        2500.00                 NaN            NaN   90.5752                 NaN  0.978068        1.07292                 NaN   1.23905        6.13476                 NaN            NaN            NaN
  1301.17        2500.00                 NaN            NaN   91.3710                 NaN  0.896877       0.992020                 NaN   1.14016        5.59994                 NaN            NaN            NaN
  1299.71        2500.00                 NaN            NaN   92.0687                 NaN  0.826206       0.920666                 NaN   1.05291        5.13151                 NaN            NaN            NaN
  1298.24        2500.00                 NaN            NaN   92.6682                 NaN  0.765594       0.860125                 NaN  0.978368        4.72775                 NaN            NaN            NaN
  1296.78        2500.00                 NaN            NaN   93.2057                 NaN  0.711492       0.805285                 NaN  0.911013        4.36651                 NaN            NaN            NaN
  1295.32        2500.00                 NaN            NaN   93.6797                 NaN  0.663668       0.756915                 NaN  0.851373        4.04833                 NaN            NaN            NaN
  1293.86        2500.00                 NaN            NaN   94.1006                 NaN  0.620963       0.715048                 NaN  0.798412        3.76493                 NaN            NaN            NaN
  1292.40        2500.00                 NaN            NaN   94.4859                 NaN  0.582145       0.674997                 NaN  0.749266        3.50768                 NaN            NaN            NaN
