|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1514.62        2500.00                 NaN            NaN   99.5076       0.463870       0.285017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.15        2500.00                 NaN            NaN   99.4644       0.505154       0.304814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.69        2500.00                 NaN            NaN   99.5589       0.417041       0.240323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.23        2500.00                 NaN            NaN   99.5156       0.457558       0.268095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00                 NaN            NaN   99.5192       0.455170       0.256798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.31        2500.00                 NaN            NaN   99.5214       0.453267       0.253213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        2500.00                 NaN            NaN   99.5227       0.453416       0.238387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.38        2500.00                 NaN            NaN   98.5903        1.35027       0.594246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.46        2500.00                 NaN            NaN   99.9411       0.514222E-001  0.745502E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00                 NaN            NaN   99.5979       0.329037       0.730198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.54        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.07        2500.00                 NaN            NaN   99.0716       0.928445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.61        2500.00                 NaN            NaN   99.5437       0.423470       0.328062E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.15        2500.00                 NaN            NaN   99.5438       0.450882       0.527392E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.69        2500.00                 NaN            NaN   99.5557       0.334648       0.109664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00                 NaN            NaN   99.5474       0.452557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.76        2500.00                 NaN            NaN   99.5163       0.483668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.30        2500.00                 NaN            NaN   99.5887       0.405987       0.532972E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.84        2500.00                 NaN            NaN   99.5039       0.301772                 NaN  0.194310                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.38        2500.00                 NaN            NaN   99.4101       0.600391E-001            NaN  0.529897                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.92        2500.00                 NaN            NaN   99.1475       0.539942E-001            NaN  0.164010E-002  0.796906                 NaN            NaN            NaN            NaN            NaN
  1482.45        2500.00                 NaN            NaN   99.6626                 NaN  0.457022E-005  0.337408                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.99        2500.00                 NaN            NaN   99.1873                 NaN            NaN  0.458086       0.354580                 NaN            NaN            NaN            NaN            NaN
  1479.53        2500.00                 NaN            NaN   99.1107                 NaN  0.158658E-005  0.506769       0.382484                 NaN            NaN            NaN            NaN            NaN
  1478.07        2500.00                 NaN            NaN   99.1208                 NaN            NaN  0.501273       0.377886                 NaN            NaN            NaN            NaN            NaN
  1476.61        2500.00                 NaN            NaN   99.1254                 NaN            NaN  0.375658       0.498933                 NaN            NaN            NaN            NaN            NaN
  1475.14        2500.00                 NaN            NaN   99.1315                 NaN            NaN  0.372966       0.495553                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00                 NaN            NaN   99.1400                 NaN            NaN  0.491000       0.369032                 NaN            NaN            NaN            NaN            NaN
  1472.22        2500.00                 NaN            NaN   99.1463       0.217610E-001            NaN  0.489570       0.342325                 NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00                 NaN            NaN   99.1535       0.552810E-001            NaN  0.488583       0.302614                 NaN            NaN            NaN            NaN            NaN
  1469.30        2500.00                 NaN            NaN   99.1606       0.538648E-001            NaN  0.300730       0.484790                 NaN            NaN            NaN            NaN            NaN
  1467.83        2500.00                 NaN            NaN   99.1676       0.500013E-001            NaN  0.480007       0.302411                 NaN            NaN            NaN            NaN            NaN
  1466.37        2500.00                 NaN            NaN   99.1725       0.490450E-001            NaN  0.477953       0.300511                 NaN            NaN            NaN            NaN            NaN
  1464.91        2500.00                 NaN            NaN   99.1809       0.475504E-001  0.260020E-005  0.472932       0.298614                 NaN            NaN            NaN            NaN            NaN
  1463.45        2500.00                 NaN            NaN   99.1881       0.440567E-001  0.797903E-002  0.471809       0.288070                 NaN            NaN            NaN            NaN            NaN
  1461.99        2500.00                 NaN            NaN   99.1948       0.360914E-001  0.171057E-001  0.471191       0.280769                 NaN            NaN            NaN            NaN            NaN
  1460.52        2500.00                 NaN            NaN   99.2018       0.353343E-001  0.157269E-001  0.466293       0.280835                 NaN            NaN            NaN            NaN            NaN
  1459.06        2500.00                 NaN            NaN   99.2069       0.366075E-001  0.147768E-001  0.463451       0.278240                 NaN            NaN            NaN            NaN            NaN
  1457.60        2500.00                 NaN            NaN   99.2135       0.347716E-001  0.139616E-001  0.459505       0.278300                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00                 NaN            NaN   99.2206       0.342091E-001  0.128744E-001  0.277238       0.455105                 NaN            NaN            NaN            NaN            NaN
  1454.68        2500.00                 NaN            NaN   99.2231       0.319724E-001  0.121049E-001  0.279636       0.453181                 NaN            NaN            NaN            NaN            NaN
  1453.21        2500.00                 NaN            NaN   99.2316       0.326529E-001  0.112830E-001  0.448603       0.275845                 NaN            NaN            NaN            NaN            NaN
  1451.75        2500.00                 NaN            NaN   99.9685                 NaN  0.236018E-002  0.291299E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00                 NaN            NaN   98.5111       0.641286E-001  0.174189E-001  0.886897       0.520451                 NaN            NaN            NaN            NaN            NaN
  1448.83        2500.00                 NaN            NaN   99.2466       0.307446E-001  0.859624E-002  0.274865       0.439198                 NaN            NaN            NaN            NaN            NaN
  1447.37        2500.00                 NaN            NaN   99.2523       0.295881E-001  0.792643E-002  0.274175       0.435972                 NaN            NaN            NaN            NaN            NaN
  1445.90        2500.00                 NaN            NaN   99.2568       0.299066E-001  0.703228E-002  0.272940       0.433353                 NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00                 NaN            NaN   99.2599       0.250102E-001  0.695920E-002  0.276962       0.431199                 NaN            NaN            NaN            NaN            NaN
  1442.98        2500.00                 NaN            NaN   99.2676       0.295230E-001  0.520872E-002  0.426727       0.270893                 NaN            NaN            NaN            NaN            NaN
  1441.52        2500.00                 NaN            NaN   99.3941       0.259599E-001  0.357460E-002  0.353721       0.222642                 NaN            NaN            NaN            NaN            NaN
  1440.06        2500.00                 NaN            NaN   99.1530       0.280232E-001  0.918917E-003  0.491388       0.326710                 NaN            NaN            NaN            NaN            NaN
  1438.59        2500.00                 NaN            NaN   99.2827       0.275704E-001  0.763786E-002  0.262518       0.419554                 NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00                 NaN            NaN   99.2857       0.303272E-001  0.219244E-002  0.416520       0.265248                 NaN            NaN            NaN            NaN            NaN
  1435.67        2500.00                 NaN            NaN   99.2900       0.295488E-001  0.213098E-002  0.263991       0.414320                 NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00                 NaN            NaN   99.2943       0.300690E-001  0.298819E-003  0.411348       0.264030                 NaN            NaN            NaN            NaN            NaN
  1432.75        2500.00                 NaN            NaN   99.2989       0.324840E-001  0.167773E-003  0.259151       0.409263                 NaN            NaN            NaN            NaN            NaN
  1431.28        2500.00                 NaN            NaN   99.3028       0.269079E-001  0.451908E-005  0.263743       0.406561                 NaN            NaN            NaN            NaN            NaN
  1429.82        2500.00                 NaN            NaN   99.3386                 NaN  0.138526       0.910388E-001  0.431832                 NaN            NaN            NaN            NaN            NaN
  1428.36        2500.00                 NaN            NaN   99.3167       0.159244E-001            NaN  0.399092       0.268260                 NaN            NaN            NaN            NaN            NaN
  1426.90        2500.00                 NaN            NaN   99.3171       0.323583E-001            NaN  0.250745       0.399822                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00                 NaN            NaN   99.3206       0.310809E-001            NaN  0.397888       0.250401                 NaN            NaN            NaN            NaN            NaN
  1423.97        2500.00                 NaN            NaN   98.6175                 NaN            NaN  0.616628       0.407874       0.357987                 NaN            NaN            NaN            NaN
  1422.51        2500.00                 NaN            NaN   98.4902       0.916771E-001  0.109334       0.429492       0.437915       0.441347                 NaN            NaN            NaN            NaN
  1421.05        2500.00                 NaN            NaN   98.5067       0.966254E-001  0.141319       0.383532       0.430743       0.441112                 NaN            NaN            NaN            NaN
  1419.59        2500.00                 NaN            NaN   98.5344                 NaN  0.147757       0.417767       0.464717       0.435382                 NaN            NaN            NaN            NaN
  1418.13        2500.00                 NaN            NaN   98.5533                 NaN  0.148337       0.413012       0.455199       0.430111                 NaN            NaN            NaN            NaN
  1416.66        2500.00                 NaN            NaN   98.8331                 NaN  0.504001E-001  0.273499       0.508305       0.334712                 NaN            NaN            NaN            NaN
  1415.20        2500.00                 NaN            NaN   98.3453                 NaN  0.243160       0.372547       0.535229       0.503813                 NaN            NaN            NaN            NaN
  1413.74        2500.00                 NaN            NaN   98.6198                 NaN  0.145136       0.394337       0.430268       0.410428                 NaN            NaN            NaN            NaN
  1412.28        2500.00                 NaN            NaN   98.6394                 NaN  0.144493       0.422403       0.388997       0.404686                 NaN            NaN            NaN            NaN
  1410.82        2500.00                 NaN            NaN   98.6645                 NaN  0.142689       0.414074       0.381855       0.396879                 NaN            NaN            NaN            NaN
  1409.35        2500.00                 NaN            NaN   98.6821                 NaN  0.142096       0.407357       0.376616       0.391839                 NaN            NaN            NaN            NaN
  1407.89        2500.00                 NaN            NaN   98.7013                 NaN  0.141361       0.399948       0.371202       0.386152                 NaN            NaN            NaN            NaN
  1406.43        2500.00                 NaN            NaN   98.7204                 NaN  0.140433       0.392636       0.366058       0.380442                 NaN            NaN            NaN            NaN
  1404.97        2500.00                 NaN            NaN   98.7380                 NaN  0.140075       0.360515       0.386017       0.375398                 NaN            NaN            NaN            NaN
  1403.51        2500.00                 NaN            NaN   98.7571                 NaN  0.138560       0.379472       0.355461       0.369450                 NaN            NaN            NaN            NaN
  1402.04        2500.00                 NaN            NaN   98.7751                 NaN  0.137483       0.350263       0.372984       0.364166                 NaN            NaN            NaN            NaN
  1400.58        2500.00                 NaN            NaN   98.7907                 NaN  0.137056       0.345949       0.366663       0.359649                 NaN            NaN            NaN            NaN
  1399.12        2500.00                 NaN            NaN   98.8088                 NaN  0.136164       0.359930       0.340986       0.354096                 NaN            NaN            NaN            NaN
  1397.66        2500.00                 NaN            NaN   98.8251                 NaN  0.135313       0.336546       0.353901       0.349099                 NaN            NaN            NaN            NaN
  1396.20        2500.00                 NaN            NaN   98.8405                 NaN  0.134590       0.331890       0.348409       0.344615                 NaN            NaN            NaN            NaN
  1394.73        2500.00                 NaN            NaN   98.8559                 NaN  0.134249       0.327669       0.342140       0.340060                 NaN            NaN            NaN            NaN
  1393.27        2500.00                 NaN            NaN   98.8708                 NaN  0.133417       0.336771       0.323372       0.335623                 NaN            NaN            NaN            NaN
  1391.81        2500.00                 NaN            NaN   98.8865                 NaN  0.131821       0.318880       0.332271       0.330522                 NaN            NaN            NaN            NaN
  1390.35        2500.00                 NaN            NaN   98.9001                 NaN  0.132354       0.324911       0.315939       0.326698                 NaN            NaN            NaN            NaN
  1388.89        2500.00                 NaN            NaN   98.9168                 NaN  0.129714       0.310012       0.322094       0.321397                 NaN            NaN            NaN            NaN
  1387.42        2500.00                 NaN            NaN   98.9289                 NaN  0.130133       0.307239       0.315585       0.318159                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN            NaN   98.9456                 NaN  0.128600       0.310903       0.301999       0.312893                 NaN            NaN            NaN            NaN
  1384.50        2500.00                 NaN            NaN   98.9522                 NaN  0.129598       0.302091       0.304739       0.311359                 NaN            NaN            NaN            NaN
  1383.04        2500.00                 NaN            NaN   98.9733                 NaN  0.126071       0.293852       0.302665       0.304137                 NaN            NaN            NaN            NaN
  1381.58        2500.00                 NaN            NaN   98.9825                 NaN  0.126972       0.291544       0.297129       0.301872                 NaN            NaN            NaN            NaN
  1380.11        2500.00                 NaN            NaN   98.9958                 NaN  0.125527       0.287705       0.293278       0.297672                 NaN            NaN            NaN            NaN
  1378.65        2500.00                 NaN            NaN   99.0070                 NaN  0.125449       0.284189       0.288916       0.294450                 NaN            NaN            NaN            NaN
  1377.19        2500.00                 NaN            NaN   99.0197                 NaN  0.124377       0.280877       0.284615       0.290445                 NaN            NaN            NaN            NaN
  1375.73        2500.00                 NaN            NaN   99.0297                 NaN  0.124134       0.277761       0.280889       0.287485                 NaN            NaN            NaN            NaN
  1374.27        2500.00                 NaN            NaN   99.0446                 NaN  0.122158       0.273731       0.276831       0.282669                 NaN            NaN            NaN            NaN
  1372.80        2500.00                 NaN            NaN   99.0543                 NaN  0.122074       0.272619       0.271089       0.279895                 NaN            NaN            NaN            NaN
  1371.34        2500.00                 NaN            NaN   99.0656                 NaN  0.121250       0.268918       0.267798       0.276457                 NaN            NaN            NaN            NaN
  1369.88        2500.00                 NaN            NaN   99.0760                 NaN  0.120520       0.264868       0.265340       0.273247                 NaN            NaN            NaN            NaN
  1368.42        2500.00                 NaN            NaN   98.9873                 NaN  0.600872E-001  0.449380       0.214878       0.288368                 NaN            NaN            NaN            NaN
  1366.96        2500.00                 NaN            NaN   99.1967                 NaN  0.180303       0.307211       0.674631E-001  0.248294                 NaN            NaN            NaN            NaN
  1365.49        2500.00                 NaN            NaN   99.1036                 NaN  0.119512       0.256979       0.254726       0.265166                 NaN            NaN            NaN            NaN
  1364.03        2500.00                 NaN            NaN   99.1203                 NaN  0.116170       0.251901       0.252396       0.259212                 NaN            NaN            NaN            NaN
  1362.57        2500.00                 NaN            NaN   99.1281                 NaN  0.116466       0.248197       0.250099       0.257163                 NaN            NaN            NaN            NaN
  1361.11        2500.00                 NaN            NaN   99.1373                 NaN  0.115965       0.245275       0.247069       0.254363                 NaN            NaN            NaN            NaN
  1359.65        2500.00                 NaN            NaN   99.1473                 NaN  0.114993       0.244476       0.242002       0.251256                 NaN            NaN            NaN            NaN
  1358.19        2500.00                 NaN            NaN   99.1565                 NaN  0.114152       0.241749       0.239261       0.248372                 NaN            NaN            NaN            NaN
  1356.72        2500.00                 NaN            NaN   99.1654                 NaN  0.113294       0.239019       0.236667       0.245642                 NaN            NaN            NaN            NaN
  1355.26        2500.00                 NaN            NaN   99.1744                 NaN  0.112604       0.233603       0.236588       0.242841                 NaN            NaN            NaN            NaN
  1353.80        2500.00                 NaN            NaN   99.1835                 NaN  0.111759       0.230748       0.233922       0.240024                 NaN            NaN            NaN            NaN
  1352.34        2500.00                 NaN            NaN   99.1919                 NaN  0.110877       0.228376       0.231460       0.237369                 NaN            NaN            NaN            NaN
  1350.88        2500.00                 NaN            NaN   99.2003                 NaN  0.110044       0.228979       0.225917       0.234715                 NaN            NaN            NaN            NaN
  1349.41        2500.00                 NaN            NaN   99.2091                 NaN  0.109444       0.226006       0.223179       0.232229                 NaN            NaN            NaN            NaN
  1347.95        2500.00                 NaN            NaN   99.2158                 NaN  0.109172       0.224380       0.220596       0.230044                 NaN            NaN            NaN            NaN
  1346.49        2500.00                 NaN            NaN   99.2266                 NaN  0.106499       0.220728       0.219804       0.226399                 NaN            NaN            NaN            NaN
  1345.03        2500.00                 NaN            NaN   99.2329                 NaN  0.106388       0.216976       0.219241       0.224505                 NaN            NaN            NaN            NaN
  1343.57        2500.00                 NaN            NaN   99.1063                 NaN  0.127205       0.249820       0.254088       0.262612                 NaN            NaN            NaN            NaN
  1342.10        2500.00                 NaN            NaN   99.3868                 NaN  0.842280E-001  0.175470       0.174935       0.178562                 NaN            NaN            NaN            NaN
  1340.64        2500.00                 NaN            NaN   99.2559                 NaN  0.103919       0.212597       0.210298       0.217257                 NaN            NaN            NaN            NaN
  1339.18        2500.00                 NaN            NaN   99.2632                 NaN  0.103032       0.210297       0.208470       0.214959                 NaN            NaN            NaN            NaN
  1337.72        2500.00                 NaN            NaN   99.2702                 NaN  0.102135       0.208324       0.206541       0.212755                 NaN            NaN            NaN            NaN
  1336.26        2500.00                 NaN            NaN   99.2750                 NaN  0.717234E-001  0.198010       0.247871       0.207365                 NaN            NaN            NaN            NaN
  1334.79        2500.00                 NaN            NaN   99.2870                 NaN  0.129613       0.159988       0.212276       0.211125                 NaN            NaN            NaN            NaN
  1333.33        2500.00                 NaN            NaN   99.2913                 NaN  0.991802E-001  0.201450       0.201998       0.206063                 NaN            NaN            NaN            NaN
  1331.87        2500.00                 NaN            NaN   99.2976                 NaN  0.985342E-001  0.199859       0.199919       0.204089                 NaN            NaN            NaN            NaN
  1330.41        2500.00                 NaN            NaN   99.3054                 NaN  0.968584E-001  0.198399       0.197928       0.201379                 NaN            NaN            NaN            NaN
  1328.95        2500.00                 NaN            NaN   99.3110                 NaN  0.963459E-001  0.195996       0.196913       0.199726                 NaN            NaN            NaN            NaN
  1327.48        2500.00                 NaN            NaN   99.3177                 NaN  0.951730E-001  0.195768       0.193765       0.197593                 NaN            NaN            NaN            NaN
  1326.02        2500.00                 NaN            NaN   99.3241                 NaN  0.940444E-001  0.194517       0.191844       0.195489                 NaN            NaN            NaN            NaN
  1324.56        2500.00                 NaN            NaN   99.3301                 NaN  0.931636E-001  0.190107       0.193028       0.193579                 NaN            NaN            NaN            NaN
  1323.10        2500.00                 NaN            NaN   99.3366                 NaN  0.921080E-001  0.188181       0.191625       0.191496                 NaN            NaN            NaN            NaN
  1321.64        2500.00                 NaN            NaN   99.3408                 NaN  0.918856E-001  0.185909       0.190873       0.190502                 NaN            NaN            NaN            NaN
  1320.17        2500.00                 NaN            NaN   99.3504                 NaN  0.892809E-001  0.184648       0.188870       0.186767                 NaN            NaN            NaN            NaN
  1318.71        2500.00                 NaN            NaN   99.3540                 NaN  0.889954E-001  0.182646       0.188460       0.185870                 NaN            NaN            NaN            NaN
  1317.25        2500.00                 NaN            NaN   99.3601                 NaN  0.880697E-001  0.180637       0.187129       0.184044                 NaN            NaN            NaN            NaN
  1315.79        2500.00                 NaN            NaN   99.3659                 NaN  0.866122E-001  0.178685       0.186767       0.182028                 NaN            NaN            NaN            NaN
  1314.33        2500.00                 NaN            NaN   99.3697                 NaN  0.868234E-001  0.185311       0.177009       0.181205                 NaN            NaN            NaN            NaN
  1312.86        2500.00                 NaN            NaN   99.3735                 NaN  0.558533E-001  0.227979       0.166886       0.175811                 NaN            NaN            NaN            NaN
  1311.40        2500.00                 NaN            NaN   95.6341                 NaN  0.600334       0.163263       0.625823       0.628688        2.34781                 NaN            NaN            NaN
  1309.94        2500.00                 NaN            NaN   83.1648                 NaN   2.22990        2.12554       0.199906        2.11732        10.1626                 NaN            NaN            NaN
  1308.48        2500.00                 NaN            NaN   85.1119                 NaN   2.03618       0.529513E-001   1.94486        1.88364        8.97045                 NaN            NaN            NaN
  1307.02        2500.00                 NaN            NaN   86.7205                 NaN   1.84295        1.76998                 NaN   1.68881        7.97780                 NaN            NaN            NaN
  1305.55        2500.00                 NaN            NaN   88.0315                 NaN   1.66504        1.61397                 NaN   1.52914        7.16033                 NaN            NaN            NaN
  1304.09        2500.00                 NaN            NaN   89.1513                 NaN   1.51440        1.47726                 NaN   1.39214        6.46488                 NaN            NaN            NaN
  1302.63        2500.00                 NaN            NaN   90.1114                 NaN   1.38560        1.35914                 NaN   1.27445        5.86938                 NaN            NaN            NaN
  1301.17        2500.00                 NaN            NaN   90.9432                 NaN   1.27316        1.25678                 NaN   1.17212        5.35469                 NaN            NaN            NaN
  1299.71        2500.00                 NaN            NaN   91.6727                 NaN   1.17500        1.16636                 NaN   1.08186        4.90406                 NaN            NaN            NaN
  1298.24        2500.00                 NaN            NaN   92.2989                 NaN   1.09085        1.08979                 NaN   1.00474        4.51567                 NaN            NaN            NaN
  1296.78        2500.00                 NaN            NaN   92.8607                 NaN   1.01554        1.02022                 NaN  0.935097        4.16843                 NaN            NaN            NaN
  1295.32        2500.00                 NaN            NaN   93.3563                 NaN  0.948649       0.958888                 NaN  0.873458        3.86271                 NaN            NaN            NaN
  1293.86        2500.00                 NaN            NaN   93.7959                 NaN  0.888973       0.905838                 NaN  0.818742        3.59052                 NaN            NaN            NaN
  1292.40        2500.00                 NaN            NaN   94.1992                 NaN  0.834273       0.854841                 NaN  0.768011        3.34368                 NaN            NaN            NaN
  1290.93        2500.00                 NaN            NaN   94.5484                 NaN  0.786026       0.814761                 NaN  0.724439        3.12641                 NaN            NaN            NaN
