|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1554.49        500.000       0.160127E-001   99.5593       0.424652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.10        500.000                 NaN   99.3734       0.626598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.71        500.000                 NaN   99.3811       0.618881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        500.000                 NaN   99.3843       0.615663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.93        500.000                 NaN   99.3760       0.601790       0.221756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        500.000                 NaN   99.4150       0.585004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.15        500.000                 NaN   99.4012       0.598833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        500.000                 NaN   99.4050       0.595037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.37        500.000                 NaN   99.4105       0.589529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.98        500.000                 NaN   99.6773       0.231479       0.912454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.59        500.000                 NaN   99.1648       0.835180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.20        500.000                 NaN   99.4222       0.577689       0.889559E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.81        500.000                 NaN   99.4297       0.561772       0.852370E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        500.000                 NaN   99.4322       0.565166       0.264305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.03        500.000                 NaN   99.4361       0.560577       0.336194E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.64        500.000                 NaN   99.4408       0.559169       0.163117E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.25        500.000                 NaN   99.4073       0.592719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.87        500.000                 NaN   99.7958       0.192685       0.115591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.48        500.000                 NaN   99.1477       0.823590       0.287551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.09        500.000                 NaN   99.4597       0.540284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.70        500.000                 NaN   99.4373       0.511555       0.511015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.31        500.000                 NaN   99.4971       0.502907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.92        500.000                 NaN   99.4701       0.526375       0.348500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.53        500.000                 NaN   99.4739       0.526092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.14        500.000                 NaN   99.4671       0.532912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        500.000                 NaN   99.8309       0.144586       0.245537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.36        500.000                 NaN   99.1512       0.848520       0.309555E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.97        500.000                 NaN   99.4877       0.512344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.58        500.000                 NaN   99.4936       0.506393       0.330288E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        500.000                 NaN   99.4937       0.506320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.80        500.000                 NaN   99.5001       0.492927       0.697838E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.41        500.000                 NaN   99.5060       0.462827       0.311411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.02        500.000                 NaN   99.5064       0.493624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        500.000                 NaN   99.5112       0.471680       0.171167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.24        500.000                 NaN   99.5140       0.474734       0.112592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        500.000                 NaN   99.5154       0.484577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.46        500.000                 NaN   99.5170       0.483029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.07        500.000                 NaN   99.5220       0.477990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.68        500.000                 NaN   99.5251       0.474935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.29        500.000                 NaN   99.4749       0.389477       0.135606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.90        500.000                 NaN   99.6045       0.395520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.51        500.000                 NaN   99.5342       0.465789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.12        500.000                 NaN   99.5392       0.460800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.73        500.000                 NaN   99.5424       0.457554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.34        500.000                 NaN   99.5428       0.457226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.95        500.000                 NaN   99.5465       0.453480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.56        500.000                 NaN   99.5417       0.458293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   99.5511       0.448894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.78        500.000                 NaN   99.5549       0.445088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   99.5591       0.440905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.01        500.000                 NaN   99.5595       0.440475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.62        500.000                 NaN   99.5610       0.438973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.23        500.000                 NaN   99.5616       0.437449       0.964059E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.84        500.000                 NaN   99.5682       0.431812       0.967488E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.45        500.000                 NaN   99.5685       0.431502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.06        500.000                 NaN   99.5686       0.431363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.67        500.000                 NaN   99.5242       0.475594       0.192240E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.28        500.000                 NaN   99.7268       0.273192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.89        500.000                 NaN   99.9499       0.501181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.50        500.000                 NaN   99.0616       0.689098                 NaN  0.249325                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.11        500.000                 NaN   99.4633       0.179768E-001  0.238388E-003  0.518453                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.72        500.000                 NaN   99.4998       0.121795E-001            NaN  0.488047                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.33        500.000                 NaN   99.4497                 NaN            NaN  0.550341                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.94        500.000                 NaN   99.5177       0.181512E-001            NaN  0.464190                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.55        500.000                 NaN   99.4846       0.327931E-002            NaN  0.512084                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.16        500.000                 NaN   99.4863       0.492217E-003            NaN  0.513211                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.77        500.000                 NaN   99.4915       0.150961                 NaN  0.357555                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.38        500.000                 NaN   99.4876                 NaN            NaN  0.512440                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.99        500.000                 NaN   99.4083                 NaN            NaN  0.591746                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.60        500.000                 NaN   99.7016                 NaN            NaN  0.298440                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.21        500.000                 NaN   99.3559       0.144834                 NaN  0.499248                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.82        500.000                 NaN   99.4891                 NaN            NaN  0.510930                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.43        500.000                 NaN   99.4815                 NaN            NaN  0.518468                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.04        500.000                 NaN   99.3946                 NaN            NaN  0.452457       0.152977                 NaN            NaN            NaN            NaN            NaN
  1451.65        500.000                 NaN   99.1967                 NaN            NaN  0.457882       0.345409                 NaN            NaN            NaN            NaN            NaN
  1450.26        500.000                 NaN   99.2046                 NaN            NaN  0.453856       0.341591                 NaN            NaN            NaN            NaN            NaN
  1448.87        500.000                 NaN   99.2115                 NaN            NaN  0.450036       0.338485                 NaN            NaN            NaN            NaN            NaN
  1447.48        500.000                 NaN   99.2191                 NaN            NaN  0.446318       0.334629                 NaN            NaN            NaN            NaN            NaN
  1446.09        500.000                 NaN   99.2254                 NaN            NaN  0.331255       0.443318                 NaN            NaN            NaN            NaN            NaN
  1444.70        500.000                 NaN   99.2341                 NaN            NaN  0.327614       0.438269                 NaN            NaN            NaN            NaN            NaN
  1443.31        500.000                 NaN   99.1986                 NaN            NaN  0.342662       0.458714                 NaN            NaN            NaN            NaN            NaN
  1441.92        500.000                 NaN   99.2898                 NaN            NaN  0.406729       0.303502                 NaN            NaN            NaN            NaN            NaN
  1440.53        500.000                 NaN   99.2540                 NaN            NaN  0.427970       0.318062                 NaN            NaN            NaN            NaN            NaN
  1439.14        500.000                 NaN   99.2608                 NaN            NaN  0.423925       0.315257                 NaN            NaN            NaN            NaN            NaN
  1437.76        500.000                 NaN   99.2680                 NaN            NaN  0.420205       0.311797                 NaN            NaN            NaN            NaN            NaN
  1436.37        500.000                 NaN   99.2737                 NaN            NaN  0.417669       0.308673                 NaN            NaN            NaN            NaN            NaN
  1434.98        500.000                 NaN   99.2725                 NaN            NaN  0.412814       0.314700                 NaN            NaN            NaN            NaN            NaN
  1433.59        500.000                 NaN   99.2947                 NaN            NaN  0.292832       0.412488                 NaN            NaN            NaN            NaN            NaN
  1432.20        500.000                 NaN   99.2933                 NaN            NaN  0.299553       0.407135                 NaN            NaN            NaN            NaN            NaN
  1430.81        500.000                 NaN   99.3038       0.195023                 NaN  0.407834       0.933635E-001            NaN            NaN            NaN            NaN            NaN
  1429.42        500.000                 NaN   99.3045                 NaN            NaN  0.293993       0.401533                 NaN            NaN            NaN            NaN            NaN
  1428.03        500.000                 NaN   99.3125                 NaN            NaN  0.290932       0.396579                 NaN            NaN            NaN            NaN            NaN
  1426.64        500.000                 NaN   99.3163                 NaN            NaN  0.288681       0.395000                 NaN            NaN            NaN            NaN            NaN
  1425.25        500.000                 NaN   99.3241                 NaN            NaN  0.285252       0.390697                 NaN            NaN            NaN            NaN            NaN
  1423.86        500.000                 NaN   99.3282                 NaN            NaN  0.389043       0.282752                 NaN            NaN            NaN            NaN            NaN
  1422.47        500.000                 NaN   99.3336                 NaN            NaN  0.385775       0.280598                 NaN            NaN            NaN            NaN            NaN
  1421.08        500.000                 NaN   99.3285                 NaN            NaN  0.384119       0.287420                 NaN            NaN            NaN            NaN            NaN
  1419.69        500.000                 NaN   98.3134                 NaN            NaN  0.733490       0.478511                 NaN  0.474606                 NaN            NaN            NaN
  1418.30        500.000                 NaN   98.2898                 NaN            NaN  0.748972       0.475595                 NaN  0.485636                 NaN            NaN            NaN
  1416.91        500.000                 NaN   98.3252                 NaN            NaN  0.465097       0.733894                 NaN  0.475829                 NaN            NaN            NaN
  1415.52        500.000                 NaN   98.3551                 NaN            NaN  0.456605       0.720692                 NaN  0.467583                 NaN            NaN            NaN
  1414.13        500.000                 NaN   98.3841                 NaN            NaN  0.708270       0.448391                 NaN  0.459276                 NaN            NaN            NaN
  1412.74        500.000                 NaN   98.4155                 NaN            NaN  0.694645       0.439381                 NaN  0.450519                 NaN            NaN            NaN
  1411.35        500.000                 NaN   98.4434                 NaN            NaN  0.431262       0.682630                 NaN  0.442690                 NaN            NaN            NaN
  1409.96        500.000                 NaN   98.4722                 NaN            NaN  0.670250       0.422954                 NaN  0.434625                 NaN            NaN            NaN
  1408.57        500.000                 NaN   98.4982                 NaN            NaN  0.415270       0.659028                 NaN  0.427453                 NaN            NaN            NaN
  1407.18        500.000                 NaN   98.5211                 NaN            NaN  0.408836       0.648976                 NaN  0.421043                 NaN            NaN            NaN
  1405.79        500.000                 NaN   98.5506                 NaN            NaN  0.400830       0.636122                 NaN  0.412492                 NaN            NaN            NaN
  1404.40        500.000                 NaN   98.5743                 NaN            NaN  0.626879       0.392683                 NaN  0.406125                 NaN            NaN            NaN
  1403.01        500.000                 NaN   98.5992                 NaN            NaN  0.615834       0.386009                 NaN  0.398919                 NaN            NaN            NaN
  1401.62        500.000                 NaN   98.6224                 NaN            NaN  0.378968       0.605953                 NaN  0.392655                 NaN            NaN            NaN
  1400.23        500.000                 NaN   98.6456                 NaN            NaN  0.372380       0.596007                 NaN  0.386016                 NaN            NaN            NaN
  1398.84        500.000                 NaN   98.6678                 NaN            NaN  0.586649       0.365894                 NaN  0.379699                 NaN            NaN            NaN
  1397.45        500.000                 NaN   98.6882                 NaN            NaN  0.360105       0.577770                 NaN  0.373960                 NaN            NaN            NaN
  1396.06        500.000                 NaN   98.7090                 NaN            NaN  0.569290       0.353672                 NaN  0.368042                 NaN            NaN            NaN
  1394.67        500.000                 NaN   98.7288                 NaN            NaN  0.560611       0.348209                 NaN  0.362424                 NaN            NaN            NaN
  1393.28        500.000                 NaN   98.7512                 NaN            NaN  0.551119       0.341735                 NaN  0.355967                 NaN            NaN            NaN
  1391.90        500.000                 NaN   98.7693                 NaN            NaN  0.543384       0.336289                 NaN  0.350983                 NaN            NaN            NaN
  1390.51        500.000                 NaN   98.7885                 NaN            NaN  0.535435       0.330609                 NaN  0.345474                 NaN            NaN            NaN
  1389.12        500.000                 NaN   98.8066                 NaN            NaN  0.527690       0.325346                 NaN  0.340392                 NaN            NaN            NaN
  1387.73        500.000                 NaN   98.8238                 NaN            NaN  0.520394       0.320439                 NaN  0.335378                 NaN            NaN            NaN
  1386.34        500.000                 NaN   98.8426                 NaN            NaN  0.512556       0.314725                 NaN  0.330153                 NaN            NaN            NaN
  1384.95        500.000                 NaN   98.8597                 NaN            NaN  0.505398       0.309670                 NaN  0.325279                 NaN            NaN            NaN
  1383.56        500.000                 NaN   98.8754                 NaN            NaN  0.305013       0.498813                 NaN  0.320770                 NaN            NaN            NaN
  1382.17        500.000                 NaN   98.8930                 NaN            NaN  0.300117       0.491122                 NaN  0.315769                 NaN            NaN            NaN
  1380.78        500.000                 NaN   98.9087                 NaN            NaN  0.484741       0.295375                 NaN  0.311174                 NaN            NaN            NaN
  1379.39        500.000                 NaN   98.9238                 NaN            NaN  0.290836       0.478444                 NaN  0.306936                 NaN            NaN            NaN
  1378.00        500.000                 NaN   98.9380                 NaN            NaN  0.472714       0.286451                 NaN  0.302827                 NaN            NaN            NaN
  1376.61        500.000                 NaN   98.9557                 NaN            NaN  0.465014       0.281642                 NaN  0.297687                 NaN            NaN            NaN
