|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/GRV/GRV_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1560.90        500.000       0.731564E-002   99.6359       0.289186       0.676440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.49        500.000                 NaN   99.2401       0.755452       0.441966E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.09        500.000                 NaN   99.2471       0.752916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000                 NaN   99.2508       0.749219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.28        500.000       0.487288E-002   99.2705       0.724595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        500.000                 NaN   99.2599       0.740057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.47        500.000                 NaN   99.2636       0.736371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        500.000                 NaN   99.2686       0.731433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.65        500.000                 NaN   99.2726       0.727442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.25        500.000                 NaN   99.2748       0.725211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000                 NaN   99.2803       0.719696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.44        500.000                 NaN   99.2815       0.718549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.03        500.000                 NaN   99.2868       0.713170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.63        500.000                 NaN   99.2900       0.710019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.22        500.000                 NaN   99.2928       0.707194       0.258318E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.81        500.000                 NaN   99.2960       0.704042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.41        500.000                 NaN   99.2914       0.708562       0.120145E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.00        500.000                 NaN   99.2343       0.384461                 NaN  0.381264                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.60        500.000                 NaN   99.1403       0.318687E-001            NaN  0.827782                 NaN            NaN            NaN            NaN            NaN            NaN
  1534.19        500.000                 NaN   99.0894       0.395243E-001            NaN  0.871036                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.78        500.000                 NaN   99.0222                 NaN            NaN  0.977776                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000       0.296280E-002   99.0684                 NaN            NaN  0.928673                 NaN            NaN            NaN            NaN            NaN            NaN
  1529.97        500.000       0.650514E-002   98.9821                 NaN            NaN   1.01140                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.57        500.000       0.668743E-002   98.5901                 NaN            NaN  0.684841       0.718364                 NaN            NaN            NaN            NaN            NaN
  1527.16        500.000       0.762205E-002   98.1680                 NaN            NaN  0.572735        1.25165                 NaN            NaN            NaN            NaN            NaN
  1525.76        500.000       0.547736E-002   98.6806                 NaN            NaN  0.411694       0.902254                 NaN            NaN            NaN            NaN            NaN
  1524.35        500.000       0.635598E-002   98.4601                 NaN            NaN  0.477706        1.05586                 NaN            NaN            NaN            NaN            NaN
  1522.94        500.000       0.621227E-002   98.4846                 NaN            NaN   1.03939       0.469801                 NaN            NaN            NaN            NaN            NaN
  1521.54        500.000       0.354864E-002   98.3312       0.237045                 NaN   1.22970       0.198539                 NaN            NaN            NaN            NaN            NaN
  1520.13        500.000       0.712513E-003   98.6800       0.333017                 NaN  0.986226                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.73        500.000       0.613404E-003   98.5300       0.373157                 NaN   1.09624                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000       0.476512E-003   98.5494       0.370657                 NaN   1.07951                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000       0.354313E-003   98.5837       0.360441                 NaN   1.05555                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000       0.219319E-003   98.6020       0.355600                 NaN   1.04218                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000       0.104371E-003   98.6268       0.349354                 NaN   1.02371                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        500.000                 NaN   98.6458       0.344127                 NaN   1.01007                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.29        500.000       0.351801E-003   98.6699       0.333360                 NaN  0.996410                 NaN            NaN            NaN            NaN            NaN            NaN
