|6.6.6
Archiving\03_Data\eqLP/QFM_m1.75/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.1679       0.832052                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.1679       0.832051                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.1680       0.832050                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.1680       0.832048                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.1680       0.832047                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.1680       0.832046                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.1680       0.832045                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.1680       0.832044                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.1680       0.832042                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1680       0.832041                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.1680       0.832040                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.1680       0.832038                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.1680       0.832037                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.1680       0.832036                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.1680       0.832034                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.1680       0.832033                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.1680       0.832032                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.1680       0.832030                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.1680       0.832029                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.1680       0.832027                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.1680       0.832026                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.1680       0.832024                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.1680       0.832023                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.1680       0.832021                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1680       0.832020                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.1680       0.832018                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.1680       0.832017                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.1680       0.832015                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.1680       0.832013                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.1680       0.832012                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.1680       0.832010                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.1680       0.832008                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.1680       0.832007                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.1680       0.832005                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.1680       0.832003                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.1680       0.832002                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.1680       0.832000                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.1680       0.831998                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.1680       0.831996                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.1680       0.831995                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.1680       0.831993                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.1680       0.831991                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.1680       0.831989                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.1680       0.831987                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.1680       0.831985                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.1680       0.831983                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.1680       0.831981                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.1680       0.831979                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.1680       0.831978                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.1680       0.831975                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.1680       0.831973                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.1680       0.831971                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.1680       0.831969                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.1680       0.831967                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.1680       0.831965                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.1680       0.831963                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.1680       0.831961                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.1680       0.831959                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.1680       0.831957                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.1680       0.831954                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.1626       0.831952       0.549100E-002            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.1414       0.831949       0.266824E-001            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.1202       0.831946       0.478736E-001            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.0990       0.831943       0.690647E-001            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.0778       0.831941       0.902556E-001            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.0577       0.831938       0.110342                 NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.0376       0.831935       0.130428                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.0176       0.831932       0.150514                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        98.9975       0.831929       0.170600                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        98.9774       0.831926       0.190685                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        98.9573       0.831923       0.210771                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        98.9372       0.831920       0.230856                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        98.9171       0.831917       0.250941                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        98.8981       0.831913       0.269993                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        98.8790       0.831910       0.289044                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        98.8600       0.831907       0.308096                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        98.8409       0.831904       0.327147                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        98.0153       0.831911       0.345447       0.807326                 NaN            NaN            NaN            NaN
  1750.00        500.000        97.1689       0.831919       0.363533        1.63569                 NaN            NaN            NaN            NaN
  1746.79        500.000        96.3158       0.831927       0.381419        2.47089                 NaN            NaN            NaN            NaN
  1743.59        500.000        95.4627       0.831936       0.399306        3.30610                 NaN            NaN            NaN            NaN
  1740.38        500.000        94.5982       0.831944       0.416375        4.15353                 NaN            NaN            NaN            NaN
  1737.18        500.000        93.7336       0.831953       0.433444        5.00097                 NaN            NaN            NaN            NaN
  1733.97        500.000        92.8691       0.831962       0.450513        5.84843                 NaN            NaN            NaN            NaN
  1730.77        500.000        92.0045       0.831971       0.467583        6.69590                 NaN            NaN            NaN            NaN
  1727.56        500.000        91.1400       0.831980       0.484653        7.54340                 NaN            NaN            NaN            NaN
  1724.36        500.000        90.2754       0.831988       0.501724        8.39091                 NaN            NaN            NaN            NaN
  1721.15        500.000        89.4108       0.831997       0.518795        9.23844                 NaN            NaN            NaN            NaN
  1717.95        500.000        88.5461       0.832006       0.535866        10.0860                 NaN            NaN            NaN            NaN
  1714.74        500.000        87.6744       0.832016       0.551599        10.9420                 NaN            NaN            NaN            NaN
  1711.54        500.000        86.8026       0.832025       0.567332        11.7981                 NaN            NaN            NaN            NaN
  1708.33        500.000        85.9307       0.832035       0.583065        12.6542                 NaN            NaN            NaN            NaN
  1705.13        500.000        85.0589       0.832045       0.598799        13.5103                 NaN            NaN            NaN            NaN
  1701.92        500.000        84.1870       0.832054       0.614533        14.3664                 NaN            NaN            NaN            NaN
  1698.72        500.000        83.3151       0.832064       0.630268        15.2225                 NaN            NaN            NaN            NaN
  1695.51        500.000        82.4432       0.832074       0.646003        16.0787                 NaN            NaN            NaN            NaN
  1692.31        500.000        81.5713       0.832084       0.661738        16.9349                 NaN            NaN            NaN            NaN
  1689.10        500.000        80.7233       0.832094       0.676146        17.7685                 NaN            NaN            NaN            NaN
  1685.90        500.000        79.8753       0.832104       0.690555        18.6021                 NaN            NaN            NaN            NaN
  1682.69        500.000        79.0272       0.832114       0.704964        19.4357                 NaN            NaN            NaN            NaN
  1679.49        500.000        78.1792       0.832124       0.719374        20.2693                 NaN            NaN            NaN            NaN
  1676.28        500.000        77.3311       0.832134       0.733784        21.1030                 NaN            NaN            NaN            NaN
  1673.08        500.000        76.4830       0.832144       0.748194        21.9367                 NaN            NaN            NaN            NaN
  1669.87        500.000        75.6349       0.832154       0.762605        22.7704                 NaN            NaN            NaN            NaN
  1666.67        500.000        74.7867       0.832164       0.777016        23.6041                 NaN            NaN            NaN            NaN
  1663.46        500.000        73.9906       0.832174       0.790154        24.3871                 NaN            NaN            NaN            NaN
  1660.26        500.000        73.1944       0.832184       0.803293        25.1701                 NaN            NaN            NaN            NaN
  1657.05        500.000        72.3983       0.832194       0.816432        25.9531                 NaN            NaN            NaN            NaN
  1653.85        500.000        71.6021       0.832204       0.829572        26.7361                 NaN            NaN            NaN            NaN
  1650.64        500.000        70.8059       0.832214       0.842712        27.5192                 NaN            NaN            NaN            NaN
  1647.44        500.000        70.0096       0.832224       0.855852        28.3023                 NaN            NaN            NaN            NaN
  1644.23        500.000        69.2134       0.832234       0.868992        29.0854                 NaN            NaN            NaN            NaN
  1641.03        500.000        68.4171       0.832244       0.882133        29.8685                 NaN            NaN            NaN            NaN
  1637.82        500.000        67.6767       0.832253       0.894415        30.5966                 NaN            NaN            NaN            NaN
  1634.62        500.000        66.9362       0.832262       0.906698        31.3248                 NaN            NaN            NaN            NaN
  1631.41        500.000        66.1957       0.832272       0.918981        32.0530                 NaN            NaN            NaN            NaN
  1628.21        500.000        65.4552       0.832281       0.931264        32.7812                 NaN            NaN            NaN            NaN
  1625.00        500.000        64.1993       0.832292       0.940253        33.1704       0.857712                 NaN            NaN            NaN
  1621.79        500.000        62.3491       0.832305       0.944971        33.1745        2.69910                 NaN            NaN            NaN
  1618.59        500.000        60.6061       0.832317       0.948437        33.1687        4.44441                 NaN            NaN            NaN
  1615.38        500.000        58.8631       0.832329       0.951903        33.1629        6.18977                 NaN            NaN            NaN
  1612.18        500.000        57.4051       0.832339       0.952052        33.1308        7.67977                 NaN            NaN            NaN
  1608.97        500.000        55.9471       0.832349       0.952201        33.0986        9.16980                 NaN            NaN            NaN
  1605.77        500.000        54.4890       0.832359       0.952350        33.0664        10.6599                 NaN            NaN            NaN
  1602.56        500.000        53.0309       0.832369       0.952499        33.0342        12.1500                 NaN            NaN            NaN
  1599.36        500.000        51.5728       0.832379       0.952648        33.0021        13.6401                 NaN            NaN            NaN
  1596.15        500.000        50.1146       0.832389       0.952797        32.9699        15.1303                 NaN            NaN            NaN
  1592.95        500.000        48.6564       0.832399       0.952946        32.9377        16.6205                 NaN            NaN            NaN
  1589.74        500.000        47.1982       0.832409       0.953095        32.9056        18.1107                 NaN            NaN            NaN
  1586.54        500.000        46.0257       0.832417       0.947458        32.8511        19.3433                 NaN            NaN            NaN
  1583.33        500.000        44.8533       0.832425       0.941820        32.7967        20.5758                 NaN            NaN            NaN
  1580.13        500.000        43.6808       0.832434       0.936183        32.7422        21.8084                 NaN            NaN            NaN
  1576.92        500.000        42.5082       0.832442       0.930546        32.6877        23.0410                 NaN            NaN            NaN
  1573.72        500.000        41.3357       0.832450       0.924908        32.6333        24.2737                 NaN            NaN            NaN
  1570.51        500.000        40.1631       0.832458       0.919271        32.5788        25.5063                 NaN            NaN            NaN
  1567.31        500.000        38.9905       0.832466       0.913633        32.5244        26.7390                 NaN            NaN            NaN
  1564.10        500.000        37.8179       0.832474       0.907995        32.4699        27.9717                 NaN            NaN            NaN
  1560.90        500.000        36.7717       0.832482       0.895115        32.4159        29.0848                 NaN            NaN            NaN
  1557.69        500.000        35.7256       0.832489       0.882235        32.3619        30.1978                 NaN            NaN            NaN
  1554.49        500.000        34.6794       0.832496       0.869354        32.3079        31.3109                 NaN            NaN            NaN
  1551.28        500.000        33.6331       0.832503       0.856473        32.2538        32.4241                 NaN            NaN            NaN
  1548.08        500.000        32.5869       0.832511       0.843592        32.1998        33.5372                 NaN            NaN            NaN
  1544.87        500.000        31.5407       0.832518       0.830711        32.1458        34.6503                 NaN            NaN            NaN
  1541.67        500.000        30.4944       0.832525       0.817829        32.0917        35.7635                 NaN            NaN            NaN
  1538.46        500.000        29.4481       0.832532       0.804947        32.0377        36.8767                 NaN            NaN            NaN
  1535.26        500.000        28.4227       0.832539       0.785240        31.9960        37.9636                 NaN            NaN            NaN
  1532.05        500.000        27.3972       0.832546       0.765533        31.9543        39.0504                 NaN            NaN            NaN
  1528.85        500.000        26.3782       0.832553       0.742911        31.9193        40.1271                 NaN            NaN            NaN
  1525.64        500.000        25.0612       0.832563       0.738582        31.8634        39.7006        1.80372                 NaN            NaN
  1522.44        500.000        23.5950       0.832572       0.707758        31.8838        40.5154        2.46548                 NaN            NaN
  1519.23        500.000        22.1289       0.832581       0.676934        31.9042        41.3302        3.12727                 NaN            NaN
  1516.03        500.000        20.6627       0.832590       0.646108        31.9246        42.1450        3.78906                 NaN            NaN
