|6.6.6
Archiving\03_Data\eqLP/QFM_m1.75/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.3243       0.675676                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.3242       0.675751                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.3242       0.675825                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.3241       0.675899                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3240       0.675974                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3240       0.676049                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3239       0.676123                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.3238       0.676198                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.3237       0.676273                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.3237       0.676347                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.3236       0.676422                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.3235       0.676497                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.3234       0.676572                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3234       0.676647                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3233       0.676722                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3232       0.676797                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3231       0.676872                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3231       0.676947                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.3230       0.677022                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.3229       0.677097                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.3228       0.677172                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.3228       0.677247                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.3227       0.677323                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.3226       0.677398                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.3225       0.677474                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.3225       0.677549                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.3224       0.677624                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.3223       0.677700                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.3222       0.677775                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.3221       0.677851                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.3221       0.677926                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.3220       0.678002                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.3219       0.678078                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.3218       0.678153                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.3218       0.678229                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.3217       0.678305                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.3216       0.678381                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.3215       0.678456                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.3215       0.678532                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.3214       0.678608                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.3213       0.678684                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.3212       0.678760                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.3212       0.678836                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.3211       0.678912                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.3210       0.678988                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.3209       0.679064                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.3209       0.679140                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.3208       0.679217                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.3207       0.679293                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.3206       0.679369                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.3206       0.679445                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.3205       0.679521                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.3204       0.679598                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.3203       0.679674                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.3202       0.679751                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.3202       0.679827                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.3201       0.679904                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.3200       0.679980                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.3199       0.680057                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.3199       0.680133                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.3162       0.680215       0.359208E-002            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.3022       0.680311       0.174522E-001            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.2883       0.680408       0.313163E-001            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.2743       0.680504       0.451845E-001            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.2603       0.680601       0.590567E-001            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.2471       0.680696       0.721959E-001            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.2339       0.680791       0.853388E-001            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.2206       0.680886       0.984855E-001            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.2074       0.680982       0.111636                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.1941       0.681077       0.124790                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.1809       0.681172       0.137948                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.1676       0.681268       0.151110                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.1544       0.681363       0.164276                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.1418       0.681457       0.176751                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.1292       0.681551       0.189229                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.1166       0.681646       0.201711                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.1041       0.681740       0.214196                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        98.3619       0.682118       0.226214       0.729738                 NaN            NaN            NaN            NaN
  1750.00        500.000        97.6007       0.682500       0.238103        1.47865                 NaN            NaN            NaN            NaN
  1746.79        500.000        96.8343       0.682884       0.249853        2.23297                 NaN            NaN            NaN            NaN
  1743.59        500.000        96.0670       0.683266       0.261615        2.98810                 NaN            NaN            NaN            NaN
  1740.38        500.000        95.2923       0.683648       0.272825        3.75127                 NaN            NaN            NaN            NaN
  1737.18        500.000        94.5167       0.684029       0.284046        4.51526                 NaN            NaN            NaN            NaN
  1733.97        500.000        93.7403       0.684408       0.295279        5.28005                 NaN            NaN            NaN            NaN
  1730.77        500.000        92.9630       0.684784       0.306523        6.04565                 NaN            NaN            NaN            NaN
  1727.56        500.000        92.1850       0.685159       0.317779        6.81204                 NaN            NaN            NaN            NaN
  1724.36        500.000        91.4062       0.685532       0.329046        7.57922                 NaN            NaN            NaN            NaN
  1721.15        500.000        90.6266       0.685902       0.340325        8.34718                 NaN            NaN            NaN            NaN
  1717.95        500.000        89.8462       0.686270       0.351614        9.11591                 NaN            NaN            NaN            NaN
  1714.74        500.000        89.0641       0.686638       0.362007        9.88725                 NaN            NaN            NaN            NaN
  1711.54        500.000        88.2812       0.687004       0.372411        10.6594                 NaN            NaN            NaN            NaN
  1708.33        500.000        87.4976       0.687367       0.382824        11.4322                 NaN            NaN            NaN            NaN
  1705.13        500.000        86.7132       0.687727       0.393247        12.2058                 NaN            NaN            NaN            NaN
  1701.92        500.000        85.9281       0.688086       0.403680        12.9802                 NaN            NaN            NaN            NaN
  1698.72        500.000        85.1422       0.688442       0.414121        13.7552                 NaN            NaN            NaN            NaN
  1695.51        500.000        84.3556       0.688796       0.424572        14.5310                 NaN            NaN            NaN            NaN
  1692.31        500.000        83.5683       0.689147       0.435032        15.3075                 NaN            NaN            NaN            NaN
  1689.10        500.000        82.8054       0.689486       0.444619        16.0605                 NaN            NaN            NaN            NaN
  1685.90        500.000        82.0419       0.689822       0.454214        16.8141                 NaN            NaN            NaN            NaN
  1682.69        500.000        81.2777       0.690156       0.463816        17.5684                 NaN            NaN            NaN            NaN
  1679.49        500.000        80.5128       0.690488       0.473426        18.3232                 NaN            NaN            NaN            NaN
  1676.28        500.000        79.7474       0.690816       0.483043        19.0788                 NaN            NaN            NaN            NaN
  1673.08        500.000        78.9813       0.691143       0.492667        19.8349                 NaN            NaN            NaN            NaN
  1669.87        500.000        78.2146       0.691466       0.502298        20.5916                 NaN            NaN            NaN            NaN
  1666.67        500.000        77.4474       0.691787       0.511937        21.3489                 NaN            NaN            NaN            NaN
  1663.46        500.000        76.7294       0.692088       0.520732        22.0578                 NaN            NaN            NaN            NaN
  1660.26        500.000        76.0109       0.692387       0.529532        22.7672                 NaN            NaN            NaN            NaN
  1657.05        500.000        75.2919       0.692683       0.538339        23.4770                 NaN            NaN            NaN            NaN
  1653.85        500.000        74.5725       0.692976       0.547150        24.1874                 NaN            NaN            NaN            NaN
  1650.64        500.000        73.8525       0.693267       0.555967        24.8982                 NaN            NaN            NaN            NaN
  1647.44        500.000        73.1321       0.693554       0.564789        25.6095                 NaN            NaN            NaN            NaN
  1644.23        500.000        72.4113       0.693840       0.573616        26.3213                 NaN            NaN            NaN            NaN
  1641.03        500.000        71.6899       0.694122       0.582448        27.0335                 NaN            NaN            NaN            NaN
  1637.82        500.000        71.0199       0.694384       0.590727        27.6950                 NaN            NaN            NaN            NaN
  1634.62        500.000        70.3494       0.694643       0.599010        28.3569                 NaN            NaN            NaN            NaN
  1631.41        500.000        69.6786       0.694900       0.607296        29.0192                 NaN            NaN            NaN            NaN
  1628.21        500.000        69.0075       0.695154       0.615587        29.6818                 NaN            NaN            NaN            NaN
  1625.00        500.000        67.8173       0.696002       0.622252        30.0614       0.803050                 NaN            NaN            NaN
  1621.79        500.000        66.0238       0.697540       0.626717        30.1198        2.53213                 NaN            NaN            NaN
  1618.59        500.000        64.3279       0.699005       0.630289        30.1657        4.17706                 NaN            NaN            NaN
  1615.38        500.000        62.6250       0.700475       0.633875        30.2118        5.82884                 NaN            NaN            NaN
  1612.18        500.000        61.1952       0.701737       0.635113        30.2260        7.24196                 NaN            NaN            NaN
  1608.97        500.000        59.7604       0.703003       0.636354        30.2402        8.66011                 NaN            NaN            NaN
  1605.77        500.000        58.3205       0.704271       0.637599        30.2543        10.0833                 NaN            NaN            NaN
  1602.56        500.000        56.8755       0.705544       0.638847        30.2685        11.5116                 NaN            NaN            NaN
  1599.36        500.000        55.4255       0.706819       0.640099        30.2827        12.9450                 NaN            NaN            NaN
  1596.15        500.000        53.9703       0.708098       0.641354        30.2968        14.3835                 NaN            NaN            NaN
  1592.95        500.000        52.5099       0.709380       0.642612        30.3110        15.8271                 NaN            NaN            NaN
  1589.74        500.000        51.0445       0.710665       0.643874        30.3251        17.2759                 NaN            NaN            NaN
  1586.54        500.000        49.8617       0.711739       0.641070        30.3102        18.4752                 NaN            NaN            NaN
  1583.33        500.000        48.6756       0.712816       0.638257        30.2952        19.6781                 NaN            NaN            NaN
  1580.13        500.000        47.4859       0.713894       0.635435        30.2801        20.8846                 NaN            NaN            NaN
  1576.92        500.000        46.2928       0.714976       0.632603        30.2650        22.0947                 NaN            NaN            NaN
  1573.72        500.000        45.0962       0.716059       0.629762        30.2497        23.3083                 NaN            NaN            NaN
  1570.51        500.000        43.8960       0.717145       0.626911        30.2344        24.5255                 NaN            NaN            NaN
  1567.31        500.000        42.6923       0.718233       0.624051        30.2190        25.7464                 NaN            NaN            NaN
  1564.10        500.000        41.4851       0.719323       0.621181        30.2035        26.9709                 NaN            NaN            NaN
  1560.90        500.000        40.4037       0.720323       0.613314        30.1846        28.0781                 NaN            NaN            NaN
  1557.69        500.000        39.3194       0.721325       0.605424        30.1656        29.1882                 NaN            NaN            NaN
  1554.49        500.000        38.2322       0.722329       0.597512        30.1466        30.3014                 NaN            NaN            NaN
  1551.28        500.000        37.1421       0.723335       0.589577        30.1275        31.4176                 NaN            NaN            NaN
  1548.08        500.000        36.0490       0.724344       0.581619        30.1083        32.5367                 NaN            NaN            NaN
  1544.87        500.000        34.9531       0.725354       0.573639        30.0890        33.6589                 NaN            NaN            NaN
  1541.67        500.000        33.8542       0.726366       0.565635        30.0696        34.7842                 NaN            NaN            NaN
  1538.46        500.000        32.7524       0.727380       0.557609        30.0501        35.9125                 NaN            NaN            NaN
  1535.26        500.000        31.6691       0.728384       0.544870        30.0416        37.0161                 NaN            NaN            NaN
  1532.05        500.000        30.5829       0.729390       0.532097        30.0330        38.1226                 NaN            NaN            NaN
  1528.85        500.000        29.5005       0.730394       0.517254        30.0300        39.2218                 NaN            NaN            NaN
  1525.64        500.000        28.0945       0.731700       0.515586        30.0198        38.8636        1.77490                 NaN            NaN
  1522.44        500.000        26.5298       0.733208       0.495544        30.0834        39.7241        2.43400                 NaN            NaN
  1519.23        500.000        24.9587       0.734717       0.475418        30.1470        40.5879        3.09620                 NaN            NaN
  1516.03        500.000        23.3814       0.736229       0.455208        30.2108        41.4551        3.76127                 NaN            NaN
  1512.82        500.000        21.7977       0.737746       0.434914        30.2748        42.3257        4.42915                 NaN            NaN
  1509.62        500.000        20.5584       0.738947       0.418020        30.3176        42.7559        5.21110                 NaN            NaN
  1506.41        500.000        19.3153       0.740151       0.401070        30.3605        43.1873        5.99556                 NaN            NaN
  1503.21        500.000        18.1860       0.741252       0.386704        30.3922        43.4211       0.221019        6.65168                 NaN
  1500.00        500.000        17.1236       0.742288       0.375483        30.4125        43.4232        7.20433       0.718523                 NaN
  1496.79        500.000        17.1227       0.742306       0.375496        30.4128        43.4237        7.20439       0.718531                 NaN
  1493.59        500.000        17.1218       0.742324       0.375508        30.4132        43.4242        7.20446       0.718540                 NaN
  1490.38        500.000        17.1209       0.742343       0.375521        30.4135        43.4246        7.20453       0.718548                 NaN
  1487.18        500.000        13.4462       0.745917       0.340767        30.4456        43.0580        2.89590        9.06771                 NaN
  1483.97        500.000        13.4454       0.745933       0.340778        30.4459        43.0583        2.89593        9.06777                 NaN
  1480.77        500.000        13.4447       0.745950       0.340788        30.4461        43.0587        2.89595        9.06783                 NaN
  1477.56        500.000        13.4440       0.745966       0.340799        30.4464        43.0590        2.89598        9.06789                 NaN
  1474.36        500.000        13.4433       0.745982       0.340810        30.4466        43.0594        2.89600        9.06796                 NaN
  1471.15        500.000        13.4426       0.745998       0.340820        30.4469        43.0597        2.89603        9.06802                 NaN
  1467.95        500.000        13.4418       0.746014       0.340831        30.4471        43.0601        2.89606        9.06808                 NaN
  1464.74        500.000        13.4411       0.746030       0.340841        30.4474        43.0604        2.89609        9.06814                 NaN
  1461.54        500.000        8.36109       0.751138       0.292371        30.3821        42.4133        11.8417        5.95827                 NaN
  1458.33        500.000        8.36068       0.751151       0.292379        30.3822        42.4135        11.8418        5.95830                 NaN
  1455.13        500.000        8.36026       0.751164       0.292388        30.3823        42.4137        11.8418        5.95834                 NaN
  1451.92        500.000        8.35985       0.751177       0.292396        30.3825        42.4139        11.8418        5.95837                 NaN
  1448.72        500.000        8.35943       0.751190       0.292404        30.3826        42.4141        11.8419        5.95841                 NaN
