|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1062.08        2500.00                 NaN            NaN   6.08898                 NaN            NaN            NaN   17.7411                 NaN            NaN   9.87651        46.6098        2.56012        17.1235                 NaN
  1060.60        2500.00                 NaN            NaN   6.09121                 NaN            NaN            NaN   17.7477                 NaN            NaN   9.88541        46.5986        2.55844        17.1186                 NaN
  1059.12        2500.00                 NaN            NaN   6.09314                 NaN            NaN            NaN   17.7552                 NaN            NaN   9.89473        46.5870        2.55675        17.1132                 NaN
  1057.64        2500.00                 NaN            NaN   6.09935                 NaN            NaN            NaN   17.7491                 NaN            NaN   9.89913        46.5834        2.55565        17.1133                 NaN
  1056.17        2500.00                 NaN            NaN   6.10577                 NaN            NaN            NaN   17.7467                 NaN            NaN   9.90329        46.5771        2.55359        17.1135                 NaN
  1054.69        2500.00                 NaN            NaN  0.675133        5.40127                 NaN            NaN   17.5122                 NaN            NaN   9.87265        46.7422        2.61590        17.1806                 NaN
  1053.21        2500.00                 NaN            NaN   2.04736        4.12485       0.152183E-001            NaN   17.5140                 NaN            NaN   9.87884        46.7354        2.61463        17.0697                 NaN
  1051.73        2500.00                 NaN            NaN   1.87529        4.17675       0.172937E-001            NaN   17.8643                 NaN            NaN   9.96165        46.4883        2.54723        17.0692                 NaN
  1050.25        2500.00                 NaN            NaN   1.75221        4.29925       0.197878E-001            NaN   17.8652                 NaN            NaN   9.97095        46.4811        2.54654        17.0650                 NaN
  1048.78        2500.00                 NaN            NaN   6.09980                 NaN            NaN            NaN   17.7703                 NaN            NaN   9.95217        46.5394        2.55645        17.0819                 NaN
  1047.30        2500.00                 NaN            NaN   1.48792        4.58597                 NaN            NaN   17.8877                 NaN            NaN   9.99302        46.4533        2.54281        17.0494                 NaN
  1045.82        2500.00                 NaN            NaN   1.34293        4.73231                 NaN            NaN   17.8990                 NaN            NaN   10.0041        46.4393        2.54090        17.0415                 NaN
  1044.34        2500.00                 NaN            NaN   1.18191        4.89457                 NaN            NaN   17.9107                 NaN            NaN   10.0153        46.4251        2.53898        17.0335                 NaN
  1042.86        2500.00                 NaN            NaN   6.10488                 NaN            NaN            NaN   17.8156                 NaN            NaN   9.99610        46.4839        2.54896        17.0505                 NaN
  1041.39        2500.00                 NaN            NaN   6.12147                 NaN            NaN            NaN   17.8438                 NaN            NaN   10.0017        46.4464        2.53385        17.0529                 NaN
  1039.91        2500.00                 NaN            NaN   6.12136                 NaN            NaN            NaN   17.8298                 NaN            NaN   10.0063        46.4481        2.53364        17.0608                 NaN
  1038.43        2500.00                 NaN            NaN   6.12640                 NaN            NaN            NaN   17.8330                 NaN            NaN   10.0126        46.4385        2.53130        17.0582                 NaN
  1036.95        2500.00                 NaN            NaN   6.13174                 NaN            NaN            NaN   17.8357                 NaN            NaN   10.0185        46.4292        2.52890        17.0559                 NaN
  1035.47        2500.00                 NaN            NaN   6.13190                 NaN            NaN            NaN   17.8776                 NaN            NaN   10.0367        46.3960        2.52467        17.0330                 NaN
  1034.00        2500.00                 NaN            NaN   6.24480                 NaN            NaN            NaN   17.4788                 NaN            NaN   9.93853        46.6796        2.60147        17.0568                 NaN
  1032.52        2500.00                 NaN            NaN   6.15217                 NaN            NaN            NaN   17.8133                 NaN            NaN   10.0369        46.4295        2.53256        17.0356                 NaN
  1031.04        2500.00                 NaN            NaN  0.751517        5.30634                 NaN            NaN   17.7238                 NaN            NaN   10.0563        46.5158        2.58773        17.0585                 NaN
  1029.56        2500.00                 NaN            NaN   6.14159                 NaN            NaN            NaN   17.9145                 NaN            NaN   10.0729        46.3438        2.51514        17.0120                 NaN
  1028.08        2500.00                 NaN            NaN  0.717719        5.34509                 NaN            NaN   17.7383                 NaN            NaN   10.0729        46.4946        2.58425        17.0471                 NaN
  1026.60        2500.00                 NaN            NaN   6.14666                 NaN            NaN            NaN   17.9336                 NaN            NaN   10.0910        46.3171        2.51016        17.0015                 NaN
  1025.13        2500.00                 NaN            NaN   6.15523                 NaN            NaN            NaN   17.9196                 NaN            NaN   10.0927        46.3196        2.50997        17.0030                 NaN
  1023.65        2500.00                 NaN            NaN   6.15701                 NaN            NaN            NaN   17.9318                 NaN            NaN   10.1027        46.3047        2.50737        16.9964                 NaN
  1022.17        2500.00                 NaN            NaN   6.15816                 NaN            NaN            NaN   17.9443                 NaN            NaN   10.1133        46.2897        2.50488        16.9897                 NaN
  1020.69        2500.00                 NaN            NaN   6.15996                 NaN            NaN            NaN   17.9578                 NaN            NaN   10.1238        46.2739        2.50220        16.9823                 NaN
  1019.21        2500.00                 NaN            NaN   6.16142                 NaN            NaN            NaN   17.9690                 NaN            NaN   10.1336        46.2596        2.49961        16.9767                 NaN
  1017.74        2500.00                 NaN            NaN  0.264082        5.80442                 NaN            NaN   17.8248                 NaN            NaN   10.1472        46.3971        2.56947        16.9930                 NaN
  1016.26        2500.00                 NaN            NaN   6.16143                 NaN            NaN            NaN   18.0024                 NaN            NaN   10.1604        46.2247        2.49374        16.9574                 NaN
  1014.78        2500.00                 NaN            NaN   6.16027                 NaN            NaN            NaN   18.0337                 NaN            NaN   10.1727        46.1955        2.48867        16.9491                 NaN
  1013.30        2500.00                 NaN            NaN  0.179068        6.02903                 NaN            NaN   17.8155                 NaN            NaN   10.1186        46.3456        2.51584        16.9964                 NaN
  1011.82        2500.00                 NaN            NaN   6.17004                 NaN            NaN            NaN   18.0367                 NaN            NaN   10.1863        46.1796        2.48495        16.9424                 NaN
  1010.35        2500.00                 NaN            NaN   6.15040                 NaN            NaN            NaN   18.0383                 NaN            NaN   10.1831        46.1744        2.48994        16.9638                 NaN
  1008.87        2500.00                 NaN            NaN   6.17290                 NaN            NaN            NaN   18.0665                 NaN            NaN   10.2079        46.1458        2.47882        16.9281                 NaN
  1007.39        2500.00                 NaN            NaN   6.15137                 NaN            NaN            NaN   18.0691                 NaN            NaN   10.2046        46.1405        2.48417        16.9503                 NaN
  1005.91        2500.00                 NaN            NaN   6.18849                 NaN            NaN            NaN   18.0179                 NaN            NaN   10.2118        46.1726        2.48634        16.9229                 NaN
  1004.43        2500.00                 NaN            NaN   6.19007                 NaN            NaN            NaN   18.0335                 NaN            NaN   10.2228        46.1551        2.48314        16.9153                 NaN
  1002.96        2500.00                 NaN            NaN   6.19091                 NaN            NaN            NaN   18.0511                 NaN            NaN   10.2348        46.1366        2.47995        16.9067                 NaN
  1001.48        2500.00                 NaN            NaN   6.19218                 NaN            NaN            NaN   18.0680                 NaN            NaN   10.2463        46.1183        2.47666        16.8985                 NaN
  1000.00        2500.00                 NaN            NaN   6.08756                 NaN            NaN            NaN   18.1308                 NaN            NaN   10.2033        46.1019        2.48277        16.9937                 NaN
