|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1554.27        2500.00                 NaN   99.4648       0.428608E-001            NaN            NaN  0.492318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        2500.00                 NaN   99.5403       0.363760E-001            NaN            NaN  0.423289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.31        2500.00                 NaN   99.5027       0.605650E-001            NaN            NaN  0.436748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        2500.00                 NaN   99.5143       0.130044E-001            NaN            NaN  0.472741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.35        2500.00                 NaN   99.5167       0.387958E-001            NaN            NaN  0.444529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.88        2500.00                 NaN   99.5215       0.366585E-001            NaN            NaN  0.441793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.40        2500.00                 NaN   99.5254       0.371824E-001            NaN            NaN  0.437425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.92        2500.00                 NaN   99.5281       0.350916E-001            NaN            NaN  0.436802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.44        2500.00                 NaN   99.5009       0.373762E-001            NaN            NaN  0.461691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.96        2500.00                 NaN   99.7494       0.188743E-001            NaN            NaN  0.231699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.49        2500.00                 NaN   99.3538       0.462586E-001            NaN            NaN  0.599934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00                 NaN   99.5421       0.445828E-001            NaN            NaN  0.413271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.53        2500.00                 NaN   99.5454       0.209492E-001            NaN            NaN  0.433684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.05        2500.00                 NaN   99.5475       0.270169E-001            NaN            NaN  0.425531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.57        2500.00                 NaN   99.5525       0.353185E-001            NaN            NaN  0.412160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        2500.00                 NaN   99.5560       0.313441E-001            NaN            NaN  0.412618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.62        2500.00                 NaN   99.5581       0.298197E-001            NaN            NaN  0.412071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.14        2500.00                 NaN   99.5626       0.374563E-001            NaN            NaN  0.399902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.66        2500.00                 NaN   99.5634       0.200893E-001            NaN            NaN  0.416553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.18        2500.00                 NaN   99.5675       0.280969E-001            NaN            NaN  0.404391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.71        2500.00                 NaN   99.5696       0.268525E-001            NaN            NaN  0.403514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        2500.00                 NaN   99.5739       0.269432E-001            NaN            NaN  0.399181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.75        2500.00                 NaN   99.5756       0.267157E-001            NaN            NaN  0.397721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        2500.00                 NaN   99.5793       0.245796E-001            NaN            NaN  0.396107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.79        2500.00                 NaN   99.5819       0.254018E-001            NaN            NaN  0.392702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        2500.00                 NaN   99.5834       0.241544E-001            NaN            NaN  0.392421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.84        2500.00                 NaN   99.5845       0.234041E-001            NaN            NaN  0.392067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        2500.00                 NaN   99.5960       0.236026E-001            NaN            NaN  0.380408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.88        2500.00                 NaN   99.5932       0.226555E-001            NaN            NaN  0.384151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.40        2500.00                 NaN   99.5940       0.204864E-001            NaN            NaN  0.385474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.93        2500.00                 NaN   99.5965       0.198243E-001            NaN            NaN  0.383657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        2500.00                 NaN   99.6002       0.212104E-001            NaN            NaN  0.378603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.97        2500.00                 NaN   99.6031       0.193742E-001            NaN            NaN  0.377500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.49        2500.00                 NaN   99.5695       0.587328E-001            NaN            NaN  0.209232       0.162546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.01        2500.00                 NaN   99.6095       0.142299E-001            NaN            NaN  0.376308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        2500.00                 NaN   99.5427       0.639718E-001            NaN            NaN  0.757658E-001  0.317561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.06        2500.00                 NaN   99.5045                 NaN            NaN            NaN  0.141267       0.354252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.58        2500.00                 NaN   99.5682                 NaN            NaN            NaN            NaN  0.431812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.10        2500.00                 NaN   99.4336                 NaN            NaN            NaN  0.191582       0.374774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.62        2500.00                 NaN   99.4773                 NaN            NaN            NaN  0.314332E-001  0.491312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.15        2500.00                 NaN   99.5228                 NaN            NaN            NaN  0.203108E-001  0.456858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.67        2500.00                 NaN   99.5002                 NaN            NaN            NaN            NaN  0.499841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.19        2500.00                 NaN   99.5000                 NaN            NaN            NaN            NaN  0.499962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.71        2500.00                 NaN   99.5001       0.125978E-004            NaN            NaN            NaN  0.499866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.23        2500.00                 NaN   99.4994                 NaN            NaN            NaN            NaN  0.500551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.75        2500.00                 NaN   98.2554                 NaN            NaN            NaN            NaN   1.74463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.80        2500.00                 NaN   99.9967                 NaN            NaN            NaN            NaN  0.333422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.32        2500.00                 NaN   99.7595                 NaN            NaN            NaN            NaN  0.240499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.84        2500.00                 NaN   99.4044                 NaN            NaN            NaN            NaN  0.275885       0.319705                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.36        2500.00                 NaN   99.1426                 NaN            NaN            NaN            NaN  0.354681       0.502699                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.89        2500.00                 NaN   99.2573                 NaN            NaN            NaN            NaN  0.305801       0.436864                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.41        2500.00                 NaN   99.2635                 NaN            NaN            NaN            NaN  0.303359       0.433145                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.93        2500.00                 NaN   99.2682                 NaN            NaN            NaN            NaN  0.430465       0.301324                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.45        2500.00                 NaN   99.2757                 NaN            NaN            NaN            NaN  0.298017       0.426295                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.97        2500.00                 NaN   99.2824                 NaN            NaN            NaN            NaN  0.295326       0.422321                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.50        2500.00                 NaN   99.2878                 NaN            NaN            NaN            NaN  0.292620       0.419549                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.02        2500.00                 NaN   99.2947                 NaN            NaN            NaN            NaN  0.415890       0.289370                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.54        2500.00                 NaN   99.3008                 NaN            NaN            NaN            NaN  0.413412       0.285800                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.06        2500.00                 NaN   99.3088                 NaN            NaN            NaN            NaN  0.407163       0.284086                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00                 NaN   99.3145                 NaN            NaN            NaN            NaN  0.281177       0.404371                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.11        2500.00                 NaN   99.3195                 NaN            NaN            NaN            NaN  0.279133       0.401405                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.63        2500.00                 NaN   99.3245                 NaN            NaN            NaN            NaN  0.398754       0.276697                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00                 NaN   99.3313                 NaN            NaN            NaN            NaN  0.395145       0.273562                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.67        2500.00                 NaN   99.3374                 NaN            NaN            NaN            NaN  0.391820       0.270737                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.19        2500.00                 NaN   99.3421                 NaN            NaN            NaN            NaN  0.389481       0.268384                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.72        2500.00                 NaN   99.3477                 NaN            NaN            NaN            NaN  0.386377       0.265879                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00                 NaN   99.3531                 NaN            NaN            NaN            NaN  0.383534       0.263365                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.76        2500.00                 NaN   99.3584                 NaN            NaN            NaN            NaN  0.380542       0.261077                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.28        2500.00                 NaN   99.3635                 NaN            NaN            NaN            NaN  0.259126       0.377324                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.80        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00                 NaN   98.7448                 NaN            NaN            NaN            NaN  0.508966       0.746190                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.85        2500.00                 NaN   99.3790                 NaN            NaN            NaN            NaN  0.369635       0.251401                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00                 NaN   99.3841                 NaN            NaN            NaN            NaN  0.366442       0.249487                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.89        2500.00                 NaN   99.3885                 NaN            NaN            NaN            NaN  0.364384       0.247128                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.41        2500.00                 NaN   99.3949                 NaN            NaN            NaN            NaN  0.244529       0.360532                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.94        2500.00                 NaN   99.3988       0.122652E-005            NaN            NaN            NaN  0.242459       0.358753                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.46        2500.00                 NaN   99.4029                 NaN            NaN            NaN            NaN  0.356665       0.240459                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.98        2500.00                 NaN   99.4079                 NaN            NaN            NaN            NaN  0.238485       0.353588                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.50        2500.00                 NaN   99.4122                 NaN            NaN            NaN            NaN  0.236380       0.351406                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.02        2500.00                 NaN   99.4170                 NaN            NaN            NaN            NaN  0.349009       0.234005                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.55        2500.00                 NaN   99.4211                 NaN            NaN            NaN            NaN  0.347308       0.231615                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.07        2500.00                 NaN   98.9157                 NaN            NaN            NaN            NaN  0.361986       0.449020                 NaN  0.273245                 NaN            NaN            NaN            NaN
  1431.59        2500.00                 NaN   98.5360                 NaN            NaN            NaN            NaN  0.612610       0.369016                 NaN  0.482331                 NaN            NaN            NaN            NaN
  1430.11        2500.00                 NaN   98.5600                 NaN            NaN            NaN            NaN  0.362064       0.603150                 NaN  0.474834                 NaN            NaN            NaN            NaN
  1428.63        2500.00                 NaN   98.5914                 NaN            NaN            NaN            NaN  0.590574       0.353805                 NaN  0.464207                 NaN            NaN            NaN            NaN
  1427.16        2500.00                 NaN   98.6152                 NaN            NaN            NaN            NaN  0.581193       0.347039                 NaN  0.456609                 NaN            NaN            NaN            NaN
  1425.68        2500.00                 NaN   98.6401       0.765483E-005            NaN            NaN            NaN  0.340734       0.570816                 NaN  0.448373                 NaN            NaN            NaN            NaN
  1424.20        2500.00                 NaN   98.6373       0.631949E-001            NaN            NaN            NaN  0.475147       0.362238                 NaN  0.462111                 NaN            NaN            NaN            NaN
  1422.72        2500.00                 NaN   98.7090       0.110724                 NaN            NaN            NaN  0.383251       0.351904                 NaN  0.445120                 NaN            NaN            NaN            NaN
  1421.24        2500.00                 NaN   98.6876       0.119218                 NaN            NaN            NaN  0.378598       0.358136                 NaN  0.456437                 NaN            NaN            NaN            NaN
  1419.76        2500.00                 NaN   98.7425       0.110979                 NaN            NaN            NaN  0.340861       0.370398                 NaN  0.435269                 NaN            NaN            NaN            NaN
  1418.29        2500.00                 NaN   98.7445       0.113482                 NaN            NaN            NaN  0.365777       0.339795                 NaN  0.436476                 NaN            NaN            NaN            NaN
  1416.81        2500.00                 NaN   98.7704       0.111834                 NaN            NaN            NaN  0.335216       0.355707                 NaN  0.426868                 NaN            NaN            NaN            NaN
  1415.33        2500.00                 NaN   98.7913       0.110645                 NaN            NaN            NaN  0.328275       0.349686                 NaN  0.420126                 NaN            NaN            NaN            NaN
  1413.85        2500.00                 NaN   98.8106       0.109712                 NaN            NaN            NaN  0.323514       0.342544                 NaN  0.413636                 NaN            NaN            NaN            NaN
  1412.37        2500.00                 NaN   98.8305       0.108852                 NaN            NaN            NaN  0.335498       0.318298                 NaN  0.406857                 NaN            NaN            NaN            NaN
  1410.90        2500.00                 NaN   98.8499       0.107876                 NaN            NaN            NaN  0.313221       0.328666                 NaN  0.400328                 NaN            NaN            NaN            NaN
  1409.42        2500.00                 NaN   98.8655       0.107223                 NaN            NaN            NaN  0.309208       0.322891                 NaN  0.395220                 NaN            NaN            NaN            NaN
  1407.94        2500.00                 NaN   98.8900       0.105169                 NaN            NaN            NaN  0.316362       0.301914                 NaN  0.386523                 NaN            NaN            NaN            NaN
  1406.46        2500.00                 NaN   98.9048       0.105384                 NaN            NaN            NaN  0.298644       0.309303                 NaN  0.381886                 NaN            NaN            NaN            NaN
  1404.98        2500.00                 NaN   98.9246       0.103082                 NaN            NaN            NaN  0.304429       0.293374                 NaN  0.374518                 NaN            NaN            NaN            NaN
  1403.51        2500.00                 NaN   98.9402       0.102918                 NaN            NaN            NaN  0.298439       0.288905                 NaN  0.369512                 NaN            NaN            NaN            NaN
  1402.03        2500.00                 NaN   98.9553       0.102236                 NaN            NaN            NaN  0.292518       0.285435                 NaN  0.364488                 NaN            NaN            NaN            NaN
  1400.55        2500.00                 NaN   98.9741       0.100331                 NaN            NaN            NaN  0.287953       0.279956                 NaN  0.357666                 NaN            NaN            NaN            NaN
  1399.07        2500.00                 NaN   98.9895       0.999826E-001            NaN            NaN            NaN  0.275836       0.282108                 NaN  0.352551                 NaN            NaN            NaN            NaN
  1397.59        2500.00                 NaN   99.0045       0.989802E-001            NaN            NaN            NaN  0.272082       0.276957                 NaN  0.347473                 NaN            NaN            NaN            NaN
  1396.12        2500.00                 NaN   99.0197       0.979043E-001            NaN            NaN            NaN  0.267480       0.272701                 NaN  0.342193                 NaN            NaN            NaN            NaN
  1394.64        2500.00                 NaN   99.0345       0.970572E-001            NaN            NaN            NaN  0.267509       0.263852                 NaN  0.337040                 NaN            NaN            NaN            NaN
  1393.16        2500.00                 NaN   99.0479       0.971101E-001            NaN            NaN            NaN  0.261662       0.260617                 NaN  0.332736                 NaN            NaN            NaN            NaN
  1391.68        2500.00                 NaN   99.0649       0.946022E-001            NaN            NaN            NaN  0.255256       0.258878                 NaN  0.326318                 NaN            NaN            NaN            NaN
  1390.20        2500.00                 NaN   99.0768       0.942042E-001            NaN            NaN            NaN  0.252377       0.254222                 NaN  0.322436                 NaN            NaN            NaN            NaN
  1388.73        2500.00                 NaN   99.0910       0.936040E-001            NaN            NaN            NaN  0.248728       0.249136                 NaN  0.317511                 NaN            NaN            NaN            NaN
  1387.25        2500.00                 NaN   99.1032       0.929528E-001            NaN            NaN            NaN  0.245997       0.244508                 NaN  0.313357                 NaN            NaN            NaN            NaN
  1385.77        2500.00                 NaN   99.1158       0.917013E-001            NaN            NaN            NaN  0.241541       0.242045                 NaN  0.308910                 NaN            NaN            NaN            NaN
  1384.29        2500.00                 NaN   99.1295       0.904913E-001            NaN            NaN            NaN  0.238217       0.237786                 NaN  0.304030                 NaN            NaN            NaN            NaN
  1382.81        2500.00                 NaN   99.1364       0.931210E-001            NaN            NaN            NaN  0.238086       0.229311                 NaN  0.303104                 NaN            NaN            NaN            NaN
  1381.34        2500.00                 NaN   99.1577       0.861245E-001            NaN            NaN            NaN  0.233258       0.229442                 NaN  0.293441                 NaN            NaN            NaN            NaN
  1379.86        2500.00                 NaN   99.1650       0.618330E-001            NaN            NaN            NaN  0.220080       0.266695                 NaN  0.286418                 NaN            NaN            NaN            NaN
  1378.38        2500.00                 NaN   99.1792       0.113022                 NaN            NaN            NaN  0.233772       0.182406                 NaN  0.291553                 NaN            NaN            NaN            NaN
  1376.90        2500.00                 NaN   99.1880       0.865641E-001            NaN            NaN            NaN  0.219624       0.222089                 NaN  0.283726                 NaN            NaN            NaN            NaN
  1375.42        2500.00                 NaN   99.1998       0.854049E-001            NaN            NaN            NaN  0.219062       0.216268                 NaN  0.279471                 NaN            NaN            NaN            NaN
  1373.95        2500.00                 NaN   99.2103       0.847154E-001            NaN            NaN            NaN  0.212800       0.216369                 NaN  0.275770                 NaN            NaN            NaN            NaN
  1372.47        2500.00                 NaN   99.2210       0.837689E-001            NaN            NaN            NaN  0.209941       0.213215                 NaN  0.272120                 NaN            NaN            NaN            NaN
  1370.99        2500.00                 NaN   99.2312       0.834823E-001            NaN            NaN            NaN  0.211075       0.205734                 NaN  0.268463                 NaN            NaN            NaN            NaN
  1369.51        2500.00                 NaN   99.2433       0.936098E-001            NaN            NaN            NaN  0.185212       0.211623                 NaN  0.266269                 NaN            NaN            NaN            NaN
  1368.03        2500.00                 NaN   99.2499       0.702758E-001            NaN            NaN            NaN  0.218591       0.201425                 NaN  0.259772                 NaN            NaN            NaN            NaN
  1366.56        2500.00                 NaN   99.2626       0.792689E-001            NaN            NaN            NaN  0.199538       0.201582                 NaN  0.257016                 NaN            NaN            NaN            NaN
  1365.08        2500.00                 NaN   99.2713       0.794638E-001            NaN            NaN            NaN  0.199317       0.195641                 NaN  0.254269                 NaN            NaN            NaN            NaN
  1363.60        2500.00                 NaN   99.2805       0.784818E-001            NaN            NaN            NaN  0.197042       0.193114                 NaN  0.250907                 NaN            NaN            NaN            NaN
  1362.12        2500.00                 NaN   99.2805       0.787779E-001            NaN            NaN            NaN  0.198835       0.190411                 NaN  0.251463                 NaN            NaN            NaN            NaN
  1360.64        2500.00                 NaN   99.3058       0.762280E-001            NaN            NaN            NaN  0.187056       0.189767                 NaN  0.241117                 NaN            NaN            NaN            NaN
  1359.16        2500.00                 NaN   99.3086       0.762078E-001            NaN            NaN            NaN  0.184866       0.189412                 NaN  0.240938                 NaN            NaN            NaN            NaN
  1357.69        2500.00                 NaN   99.3167       0.746959E-001            NaN            NaN            NaN  0.186511       0.184196                 NaN  0.237861                 NaN            NaN            NaN            NaN
  1356.21        2500.00                 NaN   99.3236       0.745852E-001            NaN            NaN            NaN  0.181086       0.185077                 NaN  0.235664                 NaN            NaN            NaN            NaN
  1354.73        2500.00                 NaN   99.3347       0.730445E-001            NaN            NaN            NaN  0.181846       0.179064                 NaN  0.231375                 NaN            NaN            NaN            NaN
  1353.25        2500.00                 NaN   99.3420       0.725168E-001            NaN            NaN            NaN  0.176893       0.179713                 NaN  0.228926                 NaN            NaN            NaN            NaN
  1351.77        2500.00                 NaN   99.3498       0.718016E-001            NaN            NaN            NaN  0.177740       0.174546                 NaN  0.226069                 NaN            NaN            NaN            NaN
  1350.30        2500.00                 NaN   99.3874       0.677338E-001            NaN            NaN            NaN  0.166875       0.164569                 NaN  0.213438                 NaN            NaN            NaN            NaN
  1348.82        2500.00                 NaN   99.3365       0.729325E-001            NaN            NaN            NaN  0.181674       0.178865                 NaN  0.230069                 NaN            NaN            NaN            NaN
  1347.34        2500.00                 NaN   99.3729       0.692397E-001            NaN            NaN            NaN  0.168845       0.171190                 NaN  0.217860                 NaN            NaN            NaN            NaN
  1345.86        2500.00                 NaN   99.3808       0.676975E-001            NaN            NaN            NaN  0.168391       0.168331                 NaN  0.214755                 NaN            NaN            NaN            NaN
  1344.38        2500.00                 NaN   99.3876       0.670879E-001            NaN            NaN            NaN  0.166664       0.166287                 NaN  0.212401                 NaN            NaN            NaN            NaN
  1342.91        2500.00                 NaN   99.3949       0.662182E-001            NaN            NaN            NaN  0.164582       0.164555                 NaN  0.209704                 NaN            NaN            NaN            NaN
  1341.43        2500.00                 NaN   99.4026       0.655014E-001            NaN            NaN            NaN  0.162459       0.162461                 NaN  0.206979                 NaN            NaN            NaN            NaN
  1339.95        2500.00                 NaN   99.4064       0.674855E-001            NaN            NaN            NaN  0.160771       0.158098                 NaN  0.207255                 NaN            NaN            NaN            NaN
  1338.47        2500.00                 NaN   99.4193       0.600964E-001            NaN            NaN            NaN  0.157137       0.164254                 NaN  0.199225                 NaN            NaN            NaN            NaN
  1336.99        2500.00                 NaN   99.4083       0.585749E-001            NaN            NaN            NaN  0.171115       0.156848                 NaN  0.205144                 NaN            NaN            NaN            NaN
  1335.52        2500.00                 NaN   99.4428       0.653276E-001            NaN            NaN            NaN  0.144941       0.154799                 NaN  0.192165                 NaN            NaN            NaN            NaN
  1334.04        2500.00                 NaN   99.4359       0.606664E-001            NaN            NaN            NaN  0.152458       0.156291                 NaN  0.194691                 NaN            NaN            NaN            NaN
  1332.56        2500.00                 NaN   99.4419       0.597506E-001            NaN            NaN            NaN  0.150627       0.155231                 NaN  0.192518                 NaN            NaN            NaN            NaN
  1331.08        2500.00                 NaN   99.4481       0.586853E-001            NaN            NaN            NaN  0.154557       0.148367                 NaN  0.190331                 NaN            NaN            NaN            NaN
  1329.60        2500.00                 NaN   99.4544       0.576924E-001            NaN            NaN            NaN  0.146481       0.153523                 NaN  0.187911                 NaN            NaN            NaN            NaN
  1328.13        2500.00                 NaN   99.4605       0.568943E-001            NaN            NaN            NaN  0.144714       0.152176                 NaN  0.185683                 NaN            NaN            NaN            NaN
  1326.65        2500.00                 NaN   99.4663       0.560694E-001            NaN            NaN            NaN  0.143117       0.150966                 NaN  0.183503                 NaN            NaN            NaN            NaN
  1325.17        2500.00                 NaN   99.4726       0.554665E-001            NaN            NaN            NaN  0.141405       0.149176                 NaN  0.181400                 NaN            NaN            NaN            NaN
