|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1323.69        2500.00                 NaN   99.4779       0.536134E-001            NaN            NaN            NaN  0.139309       0.150137                 NaN  0.179065                 NaN            NaN            NaN            NaN
  1322.21        2500.00                 NaN   99.4835       0.531719E-001            NaN            NaN            NaN  0.148596       0.137535                 NaN  0.177170                 NaN            NaN            NaN            NaN
  1320.74        2500.00                 NaN   99.4889       0.520573E-001            NaN            NaN            NaN  0.148043       0.135841                 NaN  0.175127                 NaN            NaN            NaN            NaN
  1319.26        2500.00                 NaN   99.4945       0.513546E-001            NaN            NaN            NaN  0.146871       0.134215                 NaN  0.173082                 NaN            NaN            NaN            NaN
  1317.78        2500.00                 NaN   88.3079       0.941982                 NaN            NaN            NaN  0.299476        1.32943                 NaN   1.51200        7.60926                 NaN            NaN            NaN
  1316.30        2500.00                 NaN   79.6213        1.66990                 NaN            NaN            NaN  0.276960        2.32790                 NaN   2.54557        13.5584                 NaN            NaN            NaN
  1314.82        2500.00                 NaN   82.7283        1.46640                 NaN            NaN            NaN   2.05710       0.896628E-001            NaN   2.16830        11.4902                 NaN            NaN            NaN
  1313.35        2500.00                 NaN   85.0474        1.29466                 NaN            NaN            NaN   1.83490                 NaN            NaN   1.88649        9.93653                 NaN            NaN            NaN
  1311.87        2500.00                 NaN   86.9084        1.13119                 NaN            NaN            NaN   1.62256                 NaN            NaN   1.65927        8.67858                 NaN            NaN            NaN
  1310.39        2500.00                 NaN   88.3929        1.00292                 NaN            NaN            NaN   1.45078                 NaN            NaN   1.47842        7.67497                 NaN            NaN            NaN
  1308.91        2500.00                 NaN   89.6147       0.897500                 NaN            NaN            NaN   1.30970                 NaN            NaN   1.32922        6.84885                 NaN            NaN            NaN
  1307.43        2500.00                 NaN   90.6574       0.811479                 NaN            NaN            NaN   1.18271                 NaN            NaN   1.20121        6.14717                 NaN            NaN            NaN
  1305.96        2500.00                 NaN   91.5302       0.737627                 NaN            NaN            NaN   1.07931                 NaN            NaN   1.09398        5.55888                 NaN            NaN            NaN
  1304.48        2500.00                 NaN   92.2755       0.674884                 NaN            NaN            NaN  0.991475                 NaN            NaN   1.00232        5.05582                 NaN            NaN            NaN
  1303.00        2500.00                 NaN   92.9163       0.621424                 NaN            NaN            NaN  0.915330                 NaN            NaN  0.923377        4.62356                 NaN            NaN            NaN
  1301.52        2500.00                 NaN   93.4746       0.573866                 NaN            NaN            NaN  0.850684                 NaN            NaN  0.854429        4.24644                 NaN            NaN            NaN
  1300.04        2500.00                 NaN   93.9623       0.533340                 NaN            NaN            NaN  0.792868                 NaN            NaN  0.793921        3.91759                 NaN            NaN            NaN
  1298.57        2500.00                 NaN   94.3893       0.497418                 NaN            NaN            NaN  0.743000                 NaN            NaN  0.740978        3.62934                 NaN            NaN            NaN
  1297.09        2500.00                 NaN   94.7679       0.465010                 NaN            NaN            NaN  0.700015                 NaN            NaN  0.693920        3.37316                 NaN            NaN            NaN
  1295.61        2500.00                 NaN   95.1028       0.436777                 NaN            NaN            NaN  0.661709                 NaN            NaN  0.652247        3.14650                 NaN            NaN            NaN
  1294.13        2500.00                 NaN   95.4026       0.410817                 NaN            NaN            NaN  0.628383                 NaN            NaN  0.614855        2.94333                 NaN            NaN            NaN
  1292.65        2500.00                 NaN   95.6695       0.387271                 NaN            NaN            NaN  0.599975                 NaN            NaN  0.581626        2.76158                 NaN            NaN            NaN
  1291.17        2500.00                 NaN   95.9100       0.366568                 NaN            NaN            NaN  0.573314                 NaN            NaN  0.551289        2.59887                 NaN            NaN            NaN
  1289.70        2500.00                 NaN   95.1765       0.381384                 NaN            NaN            NaN  0.668840                 NaN            NaN  0.644035        3.06037       0.688594E-001            NaN            NaN
  1288.22        2500.00                 NaN   93.9815       0.409614                 NaN            NaN            NaN  0.816641                 NaN            NaN  0.792868        3.82016       0.179250                 NaN            NaN
  1286.74        2500.00                 NaN   94.4645       0.381011                 NaN            NaN            NaN  0.753820                 NaN            NaN  0.730179        3.50524       0.165253                 NaN            NaN
  1285.26        2500.00                 NaN   94.8811       0.355339                 NaN            NaN            NaN  0.700877                 NaN            NaN  0.676082        3.23351       0.153134                 NaN            NaN
  1283.78        2500.00                 NaN   95.2393       0.332983                 NaN            NaN            NaN  0.656426                 NaN            NaN  0.629532        2.99928       0.142506                 NaN            NaN
  1282.31        2500.00                 NaN   95.5229       0.315998                 NaN            NaN            NaN  0.619727                 NaN            NaN  0.593007        2.81432       0.134064                 NaN            NaN
  1280.83        2500.00                 NaN   95.8576       0.292549                 NaN            NaN            NaN  0.582247                 NaN            NaN  0.548741        2.59484       0.124042                 NaN            NaN
  1279.35        2500.00                 NaN   95.5920       0.314994                 NaN            NaN            NaN  0.609824                 NaN            NaN  0.589719        2.76197       0.131479                 NaN            NaN
  1277.87        2500.00                 NaN   94.2996       0.345105                 NaN            NaN            NaN   1.02431                 NaN            NaN  0.738911        3.43416       0.157915                 NaN            NaN
  1276.39        2500.00                 NaN   98.5834       0.151503                 NaN            NaN            NaN  0.464128E-001            NaN            NaN  0.204719       0.959101       0.549030E-001            NaN            NaN
  1274.92        2500.00                 NaN   92.7548       0.321061                 NaN            NaN            NaN   1.14164                 NaN            NaN  0.994857        4.51352       0.274171                 NaN            NaN
  1273.44        2500.00                 NaN   99.5829       0.143021                 NaN            NaN            NaN            NaN            NaN            NaN  0.194029E-001  0.254693                 NaN            NaN            NaN
  1271.96        2500.00                 NaN   98.2023       0.213299                 NaN            NaN            NaN  0.192754                 NaN            NaN  0.236613        1.11718       0.378601E-001            NaN            NaN
  1270.48        2500.00                 NaN   97.0576       0.190953                 NaN            NaN            NaN  0.459532                 NaN            NaN  0.389028        1.83238       0.704751E-001            NaN            NaN
  1269.00        2500.00       0.897558E-001   97.0981       0.278080                 NaN            NaN            NaN  0.397763                 NaN            NaN  0.391606        1.74473                 NaN            NaN            NaN
  1267.53        2500.00       0.129714        96.9250       0.190639                 NaN            NaN            NaN  0.483997                 NaN            NaN  0.392287        1.87839                 NaN            NaN            NaN
  1266.05        2500.00       0.290567        92.8300                 NaN            NaN            NaN            NaN   1.42562                 NaN            NaN  0.680030        3.73677                 NaN   1.03705                 NaN
  1264.57        2500.00       0.305800        90.8375       0.260007                 NaN            NaN            NaN   1.66136                 NaN            NaN  0.890166        4.49862                 NaN   1.54654                 NaN
  1263.09        2500.00       0.282860        91.1818       0.216015                 NaN            NaN            NaN   1.59987                 NaN            NaN  0.845048        4.36291                 NaN   1.51145                 NaN
  1261.61        2500.00       0.282550        92.4055       0.280243E-001            NaN            NaN            NaN   1.47518                 NaN            NaN  0.683379        3.80752                 NaN   1.31785                 NaN
  1260.14        2500.00       0.289281        89.1297       0.469248                 NaN            NaN            NaN   1.81797                 NaN            NaN   1.07173        5.40083                 NaN   1.82126                 NaN
  1258.66        2500.00       0.353165        89.5276       0.164121                 NaN            NaN            NaN   1.88090                 NaN            NaN  0.959601        5.33098                 NaN   1.78360                 NaN
  1257.18        2500.00       0.263004        90.2718       0.331435                 NaN            NaN            NaN   1.64448                 NaN            NaN  0.911133        4.93576                 NaN   1.64242                 NaN
  1255.70        2500.00       0.348635        89.1282       0.142193                 NaN            NaN            NaN   1.89783                 NaN            NaN  0.939245        5.67549                 NaN   1.86840                 NaN
  1254.22        2500.00       0.868363        68.2117       0.882644                 NaN            NaN            NaN   4.95166                 NaN            NaN   2.73592        16.8819                 NaN   5.46789                 NaN
  1252.75        2500.00        2.67686                 NaN   2.23250                 NaN            NaN            NaN   15.0333                 NaN            NaN   8.21211        49.0005                 NaN   16.3871        6.45756     
  1251.27        2500.00        2.61473                 NaN   2.14170                 NaN            NaN            NaN   15.5265                 NaN            NaN   8.17192        48.7447                 NaN   16.4005        6.39991     
  1249.79        2500.00        2.61339                 NaN   2.14970                 NaN            NaN            NaN   15.5187                 NaN            NaN   8.18406        48.7778                 NaN   16.4139        6.34246     
  1248.31        2500.00        2.61014                 NaN   2.15317                 NaN            NaN            NaN   15.5190                 NaN            NaN   8.19703        48.7997                 NaN   16.4319        6.28905     
  1246.83        2500.00        2.60808                 NaN   2.16052                 NaN            NaN            NaN   15.5122                 NaN            NaN   8.21041        48.8303                 NaN   16.4467        6.23173     
  1245.36        2500.00        2.60629                 NaN   2.16507                 NaN            NaN            NaN   15.5094                 NaN            NaN   8.22270        48.8591                 NaN   16.4623        6.17524     
  1243.88        2500.00        2.60414                 NaN   2.17241                 NaN            NaN            NaN   15.5036                 NaN            NaN   8.23497        48.8901                 NaN   16.4772        6.11765     
  1242.40        2500.00        2.60232                 NaN   2.18198                 NaN            NaN            NaN   15.4935                 NaN            NaN   8.24794        48.9252                 NaN   16.4910        6.05804     
  1240.92        2500.00        2.59994                 NaN   2.18705                 NaN            NaN            NaN   15.4913                 NaN            NaN   8.26053        48.9530                 NaN   16.5074        6.00083     
  1239.44        2500.00        2.59738                 NaN   2.19241                 NaN            NaN            NaN   15.4875                 NaN            NaN   8.27430        48.9811                 NaN   16.5241        5.94318     
  1237.97        2500.00        2.70634                 NaN   2.40625                 NaN            NaN            NaN   11.5154        2.88184                 NaN   8.34390        49.6176                 NaN   16.5873        5.94139     
  1236.49        2500.00        2.59276                 NaN   2.20560                 NaN            NaN            NaN   15.4780                 NaN            NaN   8.30042        49.0428                 NaN   16.5564        5.82402     
  1235.01        2500.00        2.59010                 NaN   2.21187                 NaN            NaN            NaN   15.4740                 NaN            NaN   8.31355        49.0720                 NaN   16.5732        5.76534     
  1233.53        2500.00        2.59004                 NaN   2.22471                 NaN            NaN            NaN   15.4576                 NaN            NaN   8.32468        49.1205                 NaN   16.5838        5.69872     
  1232.05        2500.00        2.58867                 NaN   2.24504                 NaN            NaN            NaN   15.4323                 NaN            NaN   8.33873        49.1731                 NaN   16.5919        5.63024     
  1230.58        2500.00        2.59120                 NaN   2.25233                 NaN            NaN            NaN   15.4224                 NaN            NaN   8.35040        49.2216                 NaN   16.6007        5.56140     
  1229.10        2500.00        2.59345                 NaN   2.30397                 NaN            NaN            NaN   15.3476                 NaN            NaN   8.36240        49.3306                 NaN   16.5902        5.47181     
  1227.62        2500.00        2.53993                 NaN   2.34693                 NaN            NaN            NaN   15.3242                 NaN            NaN   8.38523        49.3373       0.325350E-001   16.6153        5.41856     
  1226.14        2500.00        2.41262                 NaN   2.43005                 NaN            NaN            NaN   15.2910                 NaN            NaN   8.42473        49.2793       0.108280        16.6640        5.38994     
  1224.66        2500.00       0.140681                 NaN   3.82703                 NaN            NaN            NaN   14.6203                 NaN            NaN   8.96170        47.6320        1.48782        17.3211        6.00934     
  1223.18        2500.00       0.716749E-001            NaN   3.86944                 NaN            NaN            NaN   14.6094                 NaN            NaN   8.98503        47.6137        1.52912        17.3554        5.96620     
  1221.71        2500.00       0.116629                 NaN   3.84397                 NaN            NaN            NaN   14.6227                 NaN            NaN   8.98035        47.6839        1.50212        17.3583        5.89207     
  1220.23        2500.00       0.123772                 NaN   3.84497                 NaN            NaN            NaN   14.6184                 NaN            NaN   8.99401        47.7221        1.49637        17.3728        5.82760     
  1218.75        2500.00       0.119999                 NaN   3.85074                 NaN            NaN            NaN   14.6179                 NaN            NaN   9.00471        47.7537        1.49773        17.3899        5.76540     
  1217.27        2500.00       0.111982                 NaN   3.86037                 NaN            NaN            NaN   14.6121                 NaN            NaN   9.01768        47.7835        1.50168        17.4082        5.70448     
  1215.79        2500.00       0.105048                 NaN   3.86766                 NaN            NaN            NaN   14.6124                 NaN            NaN   9.02896        47.8121        1.50485        17.4263        5.64267     
  1214.32        2500.00       0.960316E-001            NaN   3.87582                 NaN            NaN            NaN   14.6139                 NaN            NaN   9.04052        47.8393        1.50919        17.4451        5.58013     
  1212.84        2500.00       0.954559E-001            NaN   3.87908                 NaN            NaN            NaN   14.6159                 NaN            NaN   9.05072        47.8729        1.50855        17.4619        5.51553     
  1211.36        2500.00       0.882821E-001            NaN   3.88675                 NaN            NaN            NaN   14.6153                 NaN            NaN   9.06244        47.9021        1.51186        17.4800        5.45317     
  1209.88        2500.00       0.745642E-001            NaN   3.89815                 NaN            NaN            NaN   14.6133                 NaN            NaN   9.07406        47.9268        1.51922        17.5009        5.39304     
  1208.40        2500.00                 NaN            NaN   3.94949                 NaN            NaN            NaN   14.5981                 NaN            NaN   9.09787        47.9055        1.56078        17.5389        5.34939     
  1206.93        2500.00                 NaN            NaN   3.95224                 NaN            NaN            NaN   14.5962                 NaN            NaN   9.11084        47.9400        1.56010        17.5580        5.28270     
  1205.45        2500.00        1.13633                 NaN   3.33567                 NaN            NaN            NaN   14.6902                 NaN            NaN   8.86024        49.0071       0.894466        17.2387        4.83730     
  1203.97        2500.00                 NaN            NaN  0.314877E-005   2.82601        1.46666                 NaN   12.8649       0.108052E-001            NaN   9.16879        48.9846        1.69625        17.6536        5.32832     
  1202.49        2500.00        1.10978                 NaN   3.36194                 NaN            NaN            NaN   14.6684                 NaN            NaN   8.88638        49.0720       0.910208        17.2826        4.70871     
  1201.01        2500.00        1.10809                 NaN   3.36839                 NaN            NaN            NaN   14.6647                 NaN            NaN   8.89924        49.1088       0.911510        17.2992        4.64016     
  1199.54        2500.00        1.11221                 NaN   3.36748                 NaN            NaN            NaN   14.6638                 NaN            NaN   8.90288        49.1568       0.908950        17.3186        4.56920     
  1198.06        2500.00        1.10437                 NaN   3.37560                 NaN            NaN            NaN   14.6576                 NaN            NaN   8.91132        49.1967       0.913967        17.3400        4.50039     
  1196.58        2500.00       0.846381                 NaN   3.43776                 NaN            NaN            NaN   14.7505                 NaN            NaN   8.97070        48.8868        1.06371        17.4760        4.56818     
  1195.10        2500.00                 NaN            NaN   1.36974        2.59597                 NaN            NaN   14.5643                 NaN            NaN   9.14216        48.2578        1.55392        17.7371        4.77910     
  1193.62        2500.00                 NaN            NaN   1.36791        2.59965                 NaN            NaN   14.5662                 NaN            NaN   9.15092        48.2937        1.55397        17.7570        4.71069     
  1192.15        2500.00                 NaN            NaN   1.36389        2.61152                 NaN            NaN   14.5551                 NaN            NaN   9.16197        48.3453        1.55332        17.7760        4.63295     
  1190.67        2500.00                 NaN            NaN   1.36068        2.61759                 NaN            NaN   14.5553                 NaN            NaN   9.17148        48.3861        1.55325        17.7950        4.56060     
  1189.19        2500.00                 NaN            NaN   1.35304        2.62886                 NaN            NaN   14.5538                 NaN            NaN   9.18075        48.4278        1.55306        17.8131        4.48956     
  1187.71        2500.00                 NaN            NaN   1.34302        2.64268                 NaN            NaN   14.5518                 NaN            NaN   9.18758        48.4732        1.55296        17.8324        4.41639     
  1186.23        2500.00                 NaN            NaN   1.34857        2.63914                 NaN            NaN   14.5523                 NaN            NaN   9.19679        48.5126        1.55287        17.8522        4.34553     
  1184.76        2500.00                 NaN            NaN   1.69985        2.38870                 NaN            NaN   14.4097                 NaN            NaN   9.20253        48.7026        1.55363        17.8293        4.21371     
  1183.28        2500.00                 NaN            NaN   1.31525        2.67947                 NaN            NaN   14.5496                 NaN            NaN   9.21398        48.5996        1.55296        17.8887        4.20047     
  1181.80        2500.00                 NaN            NaN   1.65622        2.44326                 NaN            NaN   14.3961                 NaN            NaN   9.22475        48.7939        1.55376        17.8669        4.06519     
  1180.32        2500.00                 NaN            NaN   1.67075        2.43017                 NaN            NaN   14.3979                 NaN            NaN   9.22709        48.8409        1.55375        17.8866        3.99287     
  1178.84        2500.00                 NaN            NaN   1.66460        2.43782                 NaN            NaN   14.4042                 NaN            NaN   9.23804        48.8729        1.55249        17.9056        3.92444     
  1177.37        2500.00                 NaN            NaN   1.64646        2.46033                 NaN            NaN   14.3974                 NaN            NaN   9.24444        48.9249        1.55340        17.9262        3.84684     
  1175.89        2500.00                 NaN            NaN   1.64721        2.46283                 NaN            NaN   14.3957                 NaN            NaN   9.25241        48.9712        1.55333        17.9471        3.77023     
  1174.41        2500.00                 NaN            NaN   1.64487        2.46679                 NaN            NaN   14.4020                 NaN            NaN   9.26295        49.0170        1.55355        17.9692        3.68359     
  1172.93        2500.00                 NaN            NaN   1.62926        2.48537                 NaN            NaN   14.4012                 NaN            NaN   9.27089        49.0644        1.55362        17.9902        3.60505     
  1171.45        2500.00                 NaN            NaN   1.61668        2.50146                 NaN            NaN   14.3994                 NaN            NaN   9.27902        49.1127        1.55364        18.0113        3.52572     
  1169.98        2500.00                 NaN            NaN   1.58765        2.53413                 NaN            NaN   14.3989                 NaN            NaN   9.28797        49.1608        1.55368        18.0318        3.44509     
  1168.50        2500.00                 NaN            NaN   1.58363        2.54156                 NaN            NaN   14.3914                 NaN            NaN   9.29253        49.2141        1.55428        18.0509        3.37154     
  1167.02        2500.00                 NaN            NaN   1.59489        2.53805                 NaN            NaN   14.3831                 NaN            NaN   9.30530        49.2675        1.55359        18.0739        3.28375     
  1165.54        2500.00                 NaN            NaN   1.59596        2.53941                 NaN            NaN   14.3824                 NaN            NaN   9.30716        49.3179        1.55411        18.0950        3.20803     
  1164.06        2500.00                 NaN            NaN   1.54260        2.59753                 NaN            NaN   14.3785                 NaN            NaN   9.31997        49.3657        1.55556        18.1131        3.12700     
  1162.58        2500.00                 NaN            NaN   1.57300        2.56886                 NaN            NaN   14.3859                 NaN            NaN   9.32604        49.4170        1.55287        18.1391        3.03722     
  1161.11        2500.00                 NaN            NaN   1.55538        2.58971                 NaN            NaN   14.3818                 NaN            NaN   9.33236        49.4701        1.55407        18.1611        2.95554     
  1159.63        2500.00                 NaN            NaN   1.54318        2.60736                 NaN            NaN   14.3755                 NaN            NaN   9.34451        49.5214        1.55410        18.1819        2.87205     
  1158.15        2500.00                 NaN            NaN   1.55092        2.60049                 NaN            NaN   14.3820                 NaN            NaN   9.34844        49.5675        1.55364        18.2063        2.79066     
  1156.67        2500.00                 NaN            NaN   1.51112        2.64435                 NaN            NaN   14.3822                 NaN            NaN   9.35740        49.6220        1.55355        18.2270        2.70238     
  1155.19        2500.00                 NaN            NaN   1.49111        2.66747                 NaN            NaN   14.3851                 NaN            NaN   9.36562        49.6700        1.55274        18.2487        2.61926     
  1153.72        2500.00                 NaN            NaN   1.51360        2.64818                 NaN            NaN   14.3807                 NaN            NaN   9.37287        49.7270        1.55357        18.2738        2.53035     
  1152.24        2500.00                 NaN            NaN   1.50119        2.66236                 NaN            NaN   14.3844                 NaN            NaN   9.38116        49.7756        1.55318        18.2968        2.44536     
  1150.76        2500.00                 NaN            NaN   1.48142        2.68661                 NaN            NaN   14.3845                 NaN            NaN   9.38442        49.8341        1.55303        18.3173        2.35870     
  1149.28        2500.00                 NaN            NaN   1.47948        2.68886                 NaN            NaN   14.3892                 NaN            NaN   9.39770        49.8782        1.55236        18.3447        2.26948     
  1147.80        2500.00                 NaN            NaN   1.45750        2.71786                 NaN            NaN   14.3805                 NaN            NaN   9.40484        49.9404        1.55319        18.3657        2.18006     
  1146.33        2500.00                 NaN            NaN   1.43407        2.74200                 NaN            NaN   14.3833                 NaN            NaN   9.41054        49.9934        1.55332        18.3904        2.09297     
  1144.85        2500.00                 NaN            NaN   4.17877                 NaN            NaN            NaN   14.4381                 NaN            NaN   9.45654        50.0223        1.55273        18.3829        1.96866     
  1143.37        2500.00                 NaN            NaN   4.16662                 NaN            NaN            NaN   14.4653                 NaN            NaN   9.46970        50.0515        1.55271        18.4109        1.88319     
  1141.89        2500.00                 NaN            NaN   4.16872                 NaN            NaN            NaN   14.4677                 NaN            NaN   9.47794        50.1050        1.55253        18.4357        1.79243     
  1140.41        2500.00                 NaN            NaN   4.16512                 NaN            NaN            NaN   14.4804                 NaN            NaN   9.48723        50.1494        1.55235        18.4621        1.70344     
  1138.94        2500.00                 NaN            NaN   4.16781                 NaN            NaN            NaN   14.4813                 NaN            NaN   9.49522        50.2048        1.55216        18.4874        1.61132     
  1137.46        2500.00                 NaN            NaN   4.17357                 NaN            NaN            NaN   14.4771                 NaN            NaN   9.50228        50.2658        1.55190        18.5122        1.51709     
  1135.98        2500.00                 NaN            NaN   4.14781                 NaN            NaN            NaN   3.45553        10.3377       0.829380E-005   9.25019        50.6145        1.59353        18.7963        1.80447     
  1134.50        2500.00                 NaN            NaN   4.14886                 NaN            NaN            NaN   3.46583        10.3304       0.862265E-005   9.25574        50.6705        1.59289        18.8227        1.71312     
  1133.02        2500.00                 NaN            NaN   4.15342                 NaN            NaN            NaN   3.49613        10.2878       0.908208E-005   9.24926        50.7423        1.59653        18.8514        1.62318     
  1131.55        2500.00                 NaN            NaN   4.15967                 NaN            NaN            NaN   3.48870        10.2811       0.944328E-005   9.22511        50.8420        1.60064        18.8812        1.52163     
  1130.07        2500.00                 NaN            NaN   4.14986                 NaN            NaN            NaN   3.50690        10.2792       0.985969E-005   9.24022        50.8641        1.59803        18.9059        1.45574     
  1128.59        2500.00                 NaN            NaN   4.16587                 NaN            NaN            NaN   3.41798        10.3515       0.993715E-005   9.27726        50.9041        1.59681        18.9377        1.34883     
  1127.11        2500.00                 NaN            NaN   4.16277                 NaN            NaN            NaN   3.41881        10.3704       0.102099E-004   9.27005        50.9819        1.59556        18.9591        1.24141     
  1125.63        2500.00                 NaN            NaN   4.15857                 NaN            NaN            NaN   3.38095        10.4406       0.103481E-004   9.26561        51.0391        1.59424        18.9873        1.13359     
  1124.16        2500.00                 NaN            NaN   4.16897                 NaN            NaN            NaN   3.33119        10.4671       0.106042E-004   9.24937        51.1456        1.59638        19.0114        1.02986     
  1122.68        2500.00                 NaN            NaN   4.16828                 NaN            NaN            NaN   3.35785        10.4449       0.111531E-004   9.25401        51.1995        1.59559        19.0421       0.937809     
  1121.20        2500.00                 NaN            NaN   4.17056                 NaN            NaN            NaN   3.33360        10.4883       0.113877E-004   9.24947        51.2630        1.59414        19.0613       0.839703     
  1119.72        2500.00                 NaN            NaN   4.17423                 NaN            NaN            NaN   3.31173        10.4930       0.118184E-004   9.29821        51.2796        1.59440        19.0908       0.757991     
  1118.24        2500.00                 NaN            NaN   1.13500        3.10126                 NaN            NaN   14.4194                 NaN            NaN   9.57466        51.0893        1.54940        18.8733       0.257691     
  1116.77        2500.00                 NaN            NaN   1.11819        3.12115                 NaN            NaN   14.4222                 NaN            NaN   9.58345        51.1518        1.54894        18.9010       0.153234     
  1115.29        2500.00                 NaN            NaN   1.09957        3.14285                 NaN            NaN   14.4253                 NaN            NaN   9.59228        51.2148        1.54848        18.9287       0.479493E-001
  1113.81        2500.00                 NaN            NaN   4.19083                 NaN            NaN            NaN   14.7081                 NaN            NaN   9.60382        51.0515        1.52128        18.9245                 NaN
  1112.33        2500.00                 NaN            NaN   4.19384                 NaN            NaN            NaN   14.7070                 NaN            NaN   9.61213        51.0455        1.52087        18.9206                 NaN
  1110.85        2500.00                 NaN            NaN   4.19614                 NaN            NaN            NaN   14.7076                 NaN            NaN   9.61998        51.0389        1.52055        18.9168                 NaN
  1109.38        2500.00                 NaN            NaN   4.20674                 NaN            NaN            NaN   14.6633                 NaN            NaN   9.61767        51.0698        1.52412        18.9184                 NaN
  1107.90        2500.00                 NaN            NaN   4.20241                 NaN            NaN            NaN   14.7038                 NaN            NaN   9.63297        51.0318        1.51985        18.9092                 NaN
  1106.42        2500.00                 NaN            NaN   4.20507                 NaN            NaN            NaN   14.7043                 NaN            NaN   9.64092        51.0252        1.51948        18.9050                 NaN
  1104.94        2500.00                 NaN            NaN   4.20444                 NaN            NaN            NaN   3.06662        10.7313       0.166200E-004   9.34386        51.7621        1.59399        19.2976                 NaN
  1103.46        2500.00                 NaN            NaN   4.21001                 NaN            NaN            NaN   14.7053                 NaN            NaN   9.65702        51.0120        1.51870        18.8971                 NaN
  1101.99        2500.00                 NaN            NaN   4.17383                 NaN            NaN            NaN   14.5855                 NaN            NaN   9.66788        51.0774        1.54503        18.9503                 NaN
  1100.51        2500.00                 NaN            NaN   4.21513                 NaN            NaN            NaN   14.7072                 NaN            NaN   9.67293        50.9984        1.51787        18.8885                 NaN
  1099.03        2500.00                 NaN            NaN   4.22523                 NaN            NaN            NaN   14.6663                 NaN            NaN   9.67520        51.0245        1.52207        18.8868                 NaN
  1097.55        2500.00                 NaN            NaN   4.18039                 NaN            NaN            NaN   14.5845                 NaN            NaN   9.69003        51.0605        1.54374        18.9408                 NaN
  1096.07        2500.00                 NaN            NaN   4.18281                 NaN            NaN            NaN   14.5939                 NaN            NaN   9.70187        51.0475        1.54315        18.9307                 NaN
  1094.59        2500.00                 NaN            NaN   4.18543                 NaN            NaN            NaN   14.5989                 NaN            NaN   9.71103        51.0383        1.54262        18.9238                 NaN
  1093.12        2500.00                 NaN            NaN   4.18791                 NaN            NaN            NaN   14.6035                 NaN            NaN   9.71952        51.0296        1.54212        18.9173                 NaN
  1091.64        2500.00                 NaN            NaN   4.19048                 NaN            NaN            NaN   14.6080                 NaN            NaN   9.72816        51.0209        1.54160        18.9108                 NaN
  1090.16        2500.00                 NaN            NaN   4.23206                 NaN            NaN            NaN   14.7191                 NaN            NaN   9.72928        50.9472        1.51436        18.8580                 NaN
  1088.68        2500.00                 NaN            NaN   4.23426                 NaN            NaN            NaN   14.7293                 NaN            NaN   9.74522        50.9316        1.51414        18.8454                 NaN
  1087.20        2500.00                 NaN            NaN   4.23730                 NaN            NaN            NaN   14.7199                 NaN            NaN   9.74430        50.9352        1.51368        18.8496                 NaN
  1085.73        2500.00                 NaN            NaN   4.23284                 NaN            NaN            NaN   14.7679                 NaN            NaN   9.76407        50.8899        1.50880        18.8365                 NaN
  1084.25        2500.00                 NaN            NaN   4.23475                 NaN            NaN            NaN   14.7730                 NaN            NaN   9.77298        50.8800        1.50805        18.8312                 NaN
  1082.77        2500.00                 NaN            NaN   4.24440                 NaN            NaN            NaN   14.7282                 NaN            NaN   9.76850        50.9115        1.51190        18.8355                 NaN
  1081.29        2500.00                 NaN            NaN   4.24669                 NaN            NaN            NaN   14.7305                 NaN            NaN   9.77651        50.9039        1.51131        18.8310                 NaN
  1079.81        2500.00                 NaN            NaN   4.25216                 NaN            NaN            NaN   14.7123                 NaN            NaN   9.77998        50.9132        1.51274        18.8297                 NaN
  1078.34        2500.00                 NaN            NaN   4.25423                 NaN            NaN            NaN   14.7156                 NaN            NaN   9.78726        50.9051        1.51191        18.8260                 NaN
  1076.86        2500.00                 NaN            NaN   4.25486                 NaN            NaN            NaN   14.7299                 NaN            NaN   9.79817        50.8878        1.51023        18.8191                 NaN
  1075.38        2500.00                 NaN            NaN   4.25593                 NaN            NaN            NaN   14.7415                 NaN            NaN   9.80860        50.8727        1.50884        18.8125                 NaN
  1073.90        2500.00                 NaN            NaN   4.25027                 NaN            NaN            NaN   14.8038                 NaN            NaN   9.83407        50.8150        1.50301        18.7938                 NaN
  1072.42        2500.00                 NaN            NaN   4.22092                 NaN            NaN            NaN   14.6321                 NaN            NaN   9.81902        50.9368        1.53473        18.8564                 NaN
  1070.95        2500.00                 NaN            NaN   4.25440                 NaN            NaN            NaN   14.8113                 NaN            NaN   9.84885        50.7981        1.50119        18.7861                 NaN
  1069.47        2500.00                 NaN            NaN   4.22590                 NaN            NaN            NaN   14.6379                 NaN            NaN   9.83249        50.9233        1.53356        18.8469                 NaN
  1067.99        2500.00                 NaN            NaN   4.25843                 NaN            NaN            NaN   14.8216                 NaN            NaN   9.86550        50.7788        1.49941        18.7763                 NaN
  1066.51        2500.00                 NaN            NaN   4.26033                 NaN            NaN            NaN   14.8288                 NaN            NaN   9.87478        50.7676        1.49848        18.7700                 NaN
  1065.03        2500.00                 NaN            NaN   4.26214                 NaN            NaN            NaN   14.8451                 NaN            NaN   9.89286        50.7476        1.49804        18.7543                 NaN
