|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.5/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        iron           Sp(TH)         ne             lc             hed           
  1088.37        2500.00                 NaN            NaN  0.768569        31.5423                 NaN            NaN            NaN   10.3505        1.51376        37.7558                 NaN            NaN   17.9887       0.802284E-001            NaN
  1086.82        2500.00                 NaN            NaN  0.947305        31.4406                 NaN            NaN            NaN   10.3616        1.48314        37.8325                 NaN            NaN   17.9348                 NaN            NaN
  1085.27        2500.00                 NaN            NaN  0.780744        31.5714                 NaN            NaN            NaN   10.3734        1.50682        37.7733                 NaN            NaN   17.9943                 NaN            NaN
  1083.72        2500.00                 NaN            NaN  0.958044        31.1695                 NaN            NaN            NaN   10.3296        1.53496        38.0193                 NaN            NaN   17.9886                 NaN            NaN
  1082.17        2500.00                 NaN            NaN   1.32802        3.76281        24.0058                 NaN            NaN   9.66497        1.89836        40.4281                 NaN            NaN   18.6651       0.246805                 NaN
  1080.62        2500.00                 NaN            NaN   1.00510        31.5893                 NaN            NaN            NaN   10.4159        1.44648        37.6869                 NaN            NaN   17.8564                 NaN            NaN
  1079.07        2500.00                 NaN            NaN   1.00825        31.6056                 NaN            NaN            NaN   10.4282        1.44279        37.6675                 NaN            NaN   17.8477                 NaN            NaN
  1077.52        2500.00                 NaN            NaN   1.02586        31.5559                 NaN            NaN            NaN   10.4265        1.44940        37.6951                 NaN            NaN   17.8471                 NaN            NaN
  1075.97        2500.00                 NaN            NaN   1.01639        31.6378                 NaN            NaN            NaN   10.4519        1.43491        37.6281                 NaN            NaN   17.8309                 NaN            NaN
  1074.42        2500.00                 NaN            NaN   1.01722        31.6744                 NaN            NaN            NaN   10.4632        1.42726        37.5996                 NaN            NaN   17.8183                 NaN            NaN
  1072.87        2500.00                 NaN            NaN  0.819847        31.6622                 NaN            NaN            NaN   10.4550        1.47918        37.6480                 NaN            NaN   17.9358                 NaN            NaN
  1071.32        2500.00                 NaN            NaN  0.998343        31.6059                 NaN            NaN            NaN   10.4781        1.44301        37.6333                 NaN            NaN   17.8414                 NaN            NaN
  1069.77        2500.00                 NaN            NaN   1.03447        31.7127                 NaN            NaN            NaN   10.5017        1.41844        37.5419                 NaN            NaN   17.7909                 NaN            NaN
  1068.22        2500.00                 NaN            NaN  0.922479        31.8317                 NaN            NaN            NaN   10.5287        1.42895        37.4704                 NaN            NaN   17.8177                 NaN            NaN
  1066.67        2500.00                 NaN            NaN   1.04407        31.7473                 NaN            NaN            NaN   10.5252        1.40995        37.5002                 NaN            NaN   17.7733                 NaN            NaN
  1065.11        2500.00                 NaN            NaN  0.856108        31.7534                 NaN            NaN            NaN   10.5144        1.46038        37.5416                 NaN            NaN   17.8741                 NaN            NaN
  1063.56        2500.00                 NaN            NaN   1.07205        31.3863                 NaN            NaN            NaN   10.4576        1.47065        37.7679                 NaN            NaN   17.8455                 NaN            NaN
  1062.01        2500.00                 NaN            NaN   1.01135        31.7381                 NaN            NaN            NaN   10.5359        1.42202        37.5076                 NaN            NaN   17.7850                 NaN            NaN
  1060.46        2500.00                 NaN            NaN  0.870470        31.8112                 NaN            NaN            NaN   10.5509        1.44839        37.4765                 NaN            NaN   17.8425                 NaN            NaN
  1058.91        2500.00                 NaN            NaN  0.852289        31.8529                 NaN            NaN            NaN   10.5678        1.44188        37.4422                 NaN            NaN   17.8430                 NaN            NaN
  1057.36        2500.00                 NaN            NaN  0.878837        31.8269                 NaN            NaN            NaN   10.5699        1.44132        37.4514                 NaN            NaN   17.8317                 NaN            NaN
  1055.81        2500.00                 NaN            NaN  0.869395        31.8751                 NaN            NaN            NaN   10.5870        1.43485        37.4108                 NaN            NaN   17.8228                 NaN            NaN
  1054.26        2500.00                 NaN            NaN  0.872275        31.8856                 NaN            NaN            NaN   10.5979        1.43128        37.3960                 NaN            NaN   17.8170                 NaN            NaN
  1052.71        2500.00                 NaN            NaN   1.35077        15.1410        14.0141                 NaN            NaN   10.1678        1.65787        39.3273                 NaN            NaN   18.3412                 NaN            NaN
  1051.16        2500.00                 NaN            NaN   1.10503        31.5327                 NaN            NaN            NaN   10.5497        1.43891        37.6037                 NaN            NaN   17.7699                 NaN            NaN
  1049.61        2500.00                 NaN            NaN  0.901706        31.9128                 NaN            NaN            NaN   10.6277        1.42096        37.3524                 NaN            NaN   17.7844                 NaN            NaN
  1048.06        2500.00                 NaN            NaN  0.869803        31.9517                 NaN            NaN            NaN   10.6242        1.42316        37.3355                 NaN            NaN   17.7957                 NaN            NaN
  1046.51        2500.00                 NaN            NaN   1.06884        32.0558                 NaN            NaN            NaN   10.6976        1.35242        37.1789                 NaN            NaN   17.6464                 NaN            NaN
  1044.96        2500.00                 NaN            NaN   1.10972        32.0267                 NaN            NaN            NaN   10.7022        1.34723        37.1839                 NaN            NaN   17.6303                 NaN            NaN
  1043.41        2500.00                 NaN            NaN   1.10893        32.0601                 NaN            NaN            NaN   10.7179        1.34116        37.1530                 NaN            NaN   17.6189                 NaN            NaN
  1041.86        2500.00                 NaN            NaN   1.11286        32.0808                 NaN            NaN            NaN   10.7306        1.33645        37.1301                 NaN            NaN   17.6092                 NaN            NaN
  1040.31        2500.00                 NaN            NaN  0.925831        32.0827                 NaN            NaN            NaN   10.7332        1.35964        37.1753                 NaN            NaN   17.7233                 NaN            NaN
  1038.76        2500.00                 NaN            NaN   1.12205        32.1298                 NaN            NaN            NaN   10.7580        1.32607        37.0780                 NaN            NaN   17.5860                 NaN            NaN
  1037.21        2500.00                 NaN            NaN  0.870048        32.1795                 NaN            NaN            NaN   10.7277        1.38608        37.1200                 NaN            NaN   17.7166                 NaN            NaN
  1035.66        2500.00                 NaN            NaN  0.994396        32.0328                 NaN            NaN            NaN   10.7307        1.38148        37.1863                 NaN            NaN   17.6743                 NaN            NaN
  1034.11        2500.00                 NaN            NaN  0.878636        32.2225                 NaN            NaN            NaN   10.7530        1.37681        37.0738                 NaN            NaN   17.6952                 NaN            NaN
  1032.56        2500.00                 NaN            NaN  0.882291        32.2458                 NaN            NaN            NaN   10.7660        1.37206        37.0495                 NaN            NaN   17.6843                 NaN            NaN
  1031.01        2500.00                 NaN            NaN  0.983016        32.1328                 NaN            NaN            NaN   10.7751        1.36682        37.0950                 NaN            NaN   17.6473                 NaN            NaN
  1029.46        2500.00                 NaN            NaN  0.894610        32.2823                 NaN            NaN            NaN   10.7903        1.36302        37.0074                 NaN            NaN   17.6624                 NaN            NaN
  1027.91        2500.00                 NaN            NaN  0.896994        32.3092                 NaN            NaN            NaN   10.8040        1.35793        36.9806                 NaN            NaN   17.6513                 NaN            NaN
  1026.36        2500.00                 NaN            NaN   1.15555        32.3273                 NaN            NaN            NaN   10.8679        1.28430        36.8702                 NaN            NaN   17.4947                 NaN            NaN
  1024.81        2500.00                 NaN            NaN   1.01957        32.3101                 NaN            NaN            NaN   10.8542        1.32538        36.9224                 NaN            NaN   17.5683                 NaN            NaN
  1023.26        2500.00                 NaN            NaN   1.16492        32.3727                 NaN            NaN            NaN   10.8967        1.27402        36.8209                 NaN            NaN   17.4707                 NaN            NaN
  1021.70        2500.00                 NaN            NaN   1.17082        32.3980                 NaN            NaN            NaN   10.9092        1.26814        36.7929                 NaN            NaN   17.4609                 NaN            NaN
  1020.15        2500.00                 NaN            NaN  0.922316        32.4182                 NaN            NaN            NaN   10.8686        1.33360        36.8628                 NaN            NaN   17.5946                 NaN            NaN
  1018.60        2500.00                 NaN            NaN   1.17738        32.4539                 NaN            NaN            NaN   10.9401        1.25699        36.7372                 NaN            NaN   17.4344                 NaN            NaN
  1017.05        2500.00                 NaN            NaN   1.01864        32.6626                 NaN            NaN            NaN   10.9745        1.26538        36.6160                 NaN            NaN   17.4629                 NaN            NaN
  1015.50        2500.00                 NaN            NaN   1.05529        32.3177                 NaN            NaN            NaN   10.8973        1.31875        36.8804                 NaN            NaN   17.5306                 NaN            NaN
  1013.95        2500.00                 NaN            NaN   1.02182        32.7279                 NaN            NaN            NaN   11.0051        1.25348        36.5533                 NaN            NaN   17.4384                 NaN            NaN
  1012.40        2500.00                 NaN            NaN   1.19496        32.5688                 NaN            NaN            NaN   10.9987        1.23298        36.6195                 NaN            NaN   17.3851                 NaN            NaN
  1010.85        2500.00                 NaN            NaN   1.22619        32.4139                 NaN            NaN            NaN   10.9780        1.25373        36.7306                 NaN            NaN   17.3976                 NaN            NaN
  1009.30        2500.00                 NaN            NaN   1.03963        32.7989                 NaN            NaN            NaN   11.0466        1.23663        36.4767                 NaN            NaN   17.4016                 NaN            NaN
  1007.75        2500.00                 NaN            NaN   1.01828        32.6454                 NaN            NaN            NaN   10.9681        1.27962        36.6359                 NaN            NaN   17.4527                 NaN            NaN
  1006.20        2500.00                 NaN            NaN   1.21239        32.6875                 NaN            NaN            NaN   11.0589        1.20878        36.4992                 NaN            NaN   17.3332                 NaN            NaN
  1004.65        2500.00                 NaN            NaN   1.21707        32.7159                 NaN            NaN            NaN   11.0739        1.20302        36.4701                 NaN            NaN   17.3200                 NaN            NaN
  1003.10        2500.00                 NaN            NaN   1.04720        32.9467                 NaN            NaN            NaN   11.1124        1.21082        36.3371                 NaN            NaN   17.3458                 NaN            NaN
  1001.55        2500.00                 NaN            NaN  0.996247        32.6592                 NaN            NaN            NaN   11.0207        1.27424        36.5935                 NaN            NaN   17.4561                 NaN            NaN
  1000.00        2500.00                 NaN            NaN   1.04995        33.0219                 NaN            NaN            NaN   11.1478        1.19656        36.2652                 NaN            NaN   17.3186                 NaN            NaN
