|6.6.6
Archiving\03_Data\eq/QFM/LAR/LAR_3.tab                                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.2749       0.725056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2749       0.725122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2748       0.725189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2747       0.725255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2747       0.725322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2746       0.725389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2745       0.725456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2745       0.725523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2744       0.725590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2743       0.725656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2743       0.725723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2742       0.725790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2741       0.725856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2741       0.725923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2740       0.725990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2739       0.726057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2739       0.726124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2738       0.726191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2737       0.726257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2737       0.726324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.2736       0.726391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.2735       0.726458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.2735       0.726524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.2734       0.726591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.2733       0.726658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.2733       0.726725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.2732       0.726791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.2731       0.726858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.2731       0.726925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.2730       0.726991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.2729       0.727058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2729       0.727125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.2728       0.727192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.2727       0.727258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2727       0.727325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.2726       0.727392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.2725       0.727458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.2725       0.727525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.2724       0.727591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.2723       0.727658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.2723       0.727725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.2722       0.727791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.2721       0.727858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.2721       0.727924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.2720       0.727991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.2719       0.728058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.2719       0.728124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.2718       0.728191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.2717       0.728258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.2717       0.728324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.2716       0.728390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.2715       0.728456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.2715       0.728522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.2714       0.728589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.2713       0.728655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.2713       0.728721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.2712       0.728788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.2711       0.728854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.2711       0.728920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2710       0.728986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.2709       0.729052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.2709       0.729118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.2708       0.729184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.2707       0.729251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.2707       0.729317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.2706       0.729383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.2706       0.729448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.2705       0.729514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.2704       0.729580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.2704       0.729646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.2703       0.729712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.2702       0.729778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.2702       0.729844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.2701       0.729910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.2700       0.729975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.2700       0.730040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.2699       0.730106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.2698       0.730172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.2698       0.730237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.2697       0.730303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.2696       0.730369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.2696       0.730433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.2695       0.730497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.2694       0.730561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.2694       0.730626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.2693       0.730690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.2692       0.730755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.2692       0.730819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.2691       0.730884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.2690       0.730950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.2690       0.731017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.2689       0.731083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        99.2689       0.731150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        99.2688       0.731215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        99.2687       0.731279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        99.2687       0.731344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        99.2652       0.731413       0.334257E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        99.2540       0.731490       0.144937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        99.2428       0.731568       0.256472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        99.2316       0.731646       0.368030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        99.2203       0.731723       0.479612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        99.2091       0.731801       0.591217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        99.1978       0.731879       0.702845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        99.1866       0.731957       0.814497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.1753       0.732035       0.926173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        99.1647       0.732110       0.103170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        99.1541       0.732186       0.113725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        99.1435       0.732262       0.124282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        99.1328       0.732337       0.134841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        99.1222       0.732413       0.145402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        99.1115       0.732489       0.155966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        99.1009       0.732565       0.166531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        99.0903       0.732641       0.177099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        99.0803       0.732714       0.186985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        99.0703       0.732788       0.196874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        99.0604       0.732861       0.206764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        99.0504       0.732935       0.216657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        99.0404       0.733008       0.226551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        99.0305       0.733082       0.236447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        99.0205       0.733155       0.246346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        99.0105       0.733229       0.256246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        99.0010       0.733301       0.265682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        98.9915       0.733373       0.275120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        98.7538       0.733531       0.284808       0.227843                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        98.0799       0.733853       0.294125       0.892117                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        97.4210       0.734171       0.303074        1.54173                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        96.7616       0.734487       0.312029        2.19189                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        96.1016       0.734801       0.320991        2.84257                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        95.4411       0.735113       0.329959        3.49379                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        94.8214       0.735417       0.338281        4.10495                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        94.2011       0.735720       0.346609        4.71658                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        93.5803       0.736020       0.354943        5.32869                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        92.9591       0.736318       0.363282        5.94126                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        92.3375       0.736614       0.371627        6.55429                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        91.7153       0.736908       0.379977        7.16778                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        91.0928       0.737200       0.388333        7.78171                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        90.4697       0.737489       0.396694        8.39608                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        89.8801       0.737772       0.404347        8.97781                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        88.7936       0.738672       0.403735        9.22333       0.840651                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        87.5948       0.739731       0.399999        9.36299        1.90248                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        86.3926       0.740791       0.396253        9.50303        2.96732                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        85.2696       0.741792       0.391667        9.62759        3.96937                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        84.1436       0.742795       0.387068        9.75247        4.97409                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        83.0146       0.743799       0.382456        9.87767        5.98150                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        81.8826       0.744804       0.377831        10.0032        6.99158                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        80.8673       0.745730       0.371709        10.1056        7.90967                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        79.8496       0.746657       0.365571        10.2082        8.82999                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        78.8294       0.747586       0.359418        10.3110        9.75255                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        77.8068       0.748515       0.353248        10.4141        10.6774                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        76.7817       0.749445       0.347063        10.5174        11.6044                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        75.7540       0.750376       0.340861        10.6210        12.5337                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        74.7240       0.751308       0.334644        10.7248        13.4653                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        73.6914       0.752241       0.328411        10.8288        14.3991                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        72.7579       0.753112       0.319214        10.9108        15.2590                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        71.8222       0.753984       0.309996        10.9929        16.1208                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        70.8845       0.754857       0.300756        11.0753        16.9846                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        69.9448       0.755731       0.291494        11.1578        17.8503                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        69.0029       0.756606       0.282211        11.2404        18.7179                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        68.0589       0.757481       0.272906        11.3233        19.5874                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        67.1128       0.758358       0.263578        11.4063        20.4590                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        66.1646       0.759235       0.254229        11.4895        21.3324                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        65.2361       0.760110       0.241071        11.5657        22.1971                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        64.3054       0.760986       0.227882        11.6420        23.0636                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        63.3728       0.761863       0.214663        11.7186        23.9321                 NaN            NaN            NaN            NaN            NaN
  1474.36        2500.00        62.4381       0.762741       0.201413        11.7952        24.8025                 NaN            NaN            NaN            NaN            NaN
  1471.15        2500.00        60.8349       0.764326       0.196921        11.9875        25.1236        1.09273                 NaN            NaN            NaN            NaN
  1467.95        2500.00        59.2462       0.765901       0.192655        12.1758        25.4098        2.20961                 NaN            NaN            NaN            NaN
  1464.74        2500.00        57.7209       0.767422       0.188317        12.3520        25.6912        3.28024                 NaN            NaN            NaN            NaN
  1461.54        2500.00        56.1896       0.768947       0.183961        12.5288        25.9736        4.35510                 NaN            NaN            NaN            NaN
  1458.33        2500.00        54.7789       0.770372       0.180817        12.6798        26.2362        5.35389                 NaN            NaN            NaN            NaN
  1455.13        2500.00        53.3632       0.771800       0.177661        12.8314        26.4996        6.35634                 NaN            NaN            NaN            NaN
  1451.92        2500.00        51.9423       0.773231       0.174494        12.9835        26.7640        7.36248                 NaN            NaN            NaN            NaN
  1448.72        2500.00        50.5163       0.774665       0.171315        13.1362        27.0293        8.37231                 NaN            NaN            NaN            NaN
  1445.51        2500.00        49.1257       0.776080       0.178669        13.2531        26.8669        9.25146       0.548092                 NaN            NaN            NaN
  1442.31        2500.00        47.6808       0.777548       0.200487        13.3425        26.1419        10.0195        1.83724                 NaN            NaN            NaN
  1439.10        2500.00        47.6789       0.777585       0.200497        13.3430        26.1428        10.0199        1.83731                 NaN            NaN            NaN
  1435.90        2500.00        44.9063       0.780387       0.243776        13.4963        24.8423        4.21191        11.5190                 NaN            NaN            NaN
  1432.69        2500.00        44.9045       0.780423       0.243788        13.4967        24.8431        4.21205        11.5194                 NaN            NaN            NaN
  1429.49        2500.00        44.9027       0.780458       0.243800        13.4972        24.8439        4.21220        11.5198                 NaN            NaN            NaN
  1426.28        2500.00        44.9008       0.780493       0.243812        13.4976        24.8447        4.21235        11.5201                 NaN            NaN            NaN
  1423.08        2500.00        44.8990       0.780528       0.243824        13.4981        24.8455        4.21250        11.5205                 NaN            NaN            NaN
  1419.87        2500.00        44.8972       0.780563       0.243836        13.4986        24.8463        4.21265        11.5209                 NaN            NaN            NaN
  1416.67        2500.00        44.8953       0.780598       0.243848        13.4990        24.8471        4.21280        11.5213                 NaN            NaN            NaN
  1413.46        2500.00        44.8935       0.780633       0.243860        13.4995        24.8480        4.21295        11.5217                 NaN            NaN            NaN
  1410.26        2500.00        34.7815       0.791039       0.425324        13.8167        21.5749        11.3553        17.2553                 NaN            NaN            NaN
  1407.05        2500.00        34.7800       0.791066       0.425341        13.8170        21.5753        11.3556        17.2557                 NaN            NaN            NaN
  1403.85        2500.00        34.7785       0.791093       0.425359        13.8173        21.5758        11.3559        17.2561                 NaN            NaN            NaN
  1400.64        2500.00        34.7770       0.791120       0.425377        13.8176        21.5763        11.3561        17.2565                 NaN            NaN            NaN
  1397.44        2500.00        34.7754       0.791147       0.425395        13.8179        21.5768        11.3564        17.2569                 NaN            NaN            NaN
  1394.23        2500.00        34.7739       0.791174       0.425412        13.8183        21.5772        11.3567        17.2573                 NaN            NaN            NaN
  1391.03        2500.00        34.7724       0.791201       0.425430        13.8186        21.5777        11.3570        17.2577                 NaN            NaN            NaN
  1387.82        2500.00        34.7708       0.791228       0.425448        13.8189        21.5782        11.3573        17.2581                 NaN            NaN            NaN
  1384.62        2500.00        26.5420       0.800207       0.618000        13.6665        20.9330        15.2902        22.1502                 NaN            NaN            NaN
  1381.41        2500.00        25.6326       0.801262       0.643013        13.6198        20.9732        15.6322        22.6980                 NaN            NaN            NaN
  1378.21        2500.00        24.4772       0.802225       0.667837        13.7270        20.6350        16.3362        23.0533       0.301166                 NaN            NaN
  1375.00        2500.00        24.4762       0.802244       0.667860        13.7272        20.6352        16.3365        23.0536       0.301187                 NaN            NaN
  1371.79        2500.00        22.0023       0.803913       0.710143        14.1275        19.5130        23.4499        18.1203        1.27291                 NaN            NaN
  1368.59        2500.00        22.0014       0.803929       0.710165        14.1276        19.5132        23.4501        18.1206        1.27300                 NaN            NaN
  1365.38        2500.00        22.0005       0.803946       0.710187        14.1277        19.5134        23.4504        18.1208        1.27309                 NaN            NaN
  1362.18        2500.00        21.9995       0.803963       0.710209        14.1279        19.5136        23.4506        18.1210        1.27318                 NaN            NaN
  1358.97        2500.00        17.8140       0.806811       0.779587        14.7654        17.7481        21.0768        23.9958        3.01350                 NaN            NaN
  1355.77        2500.00        17.8132       0.806824       0.779608        14.7655        17.7482        21.0769        23.9960        3.01370                 NaN            NaN
