|6.6.6
Archiving\03_Data\eqLP/QFM_m1.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.3246       0.675427                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.3245       0.675501                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.3244       0.675576                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.3244       0.675650                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3243       0.675724                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3242       0.675799                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3241       0.675873                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.3241       0.675947                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.3240       0.676022                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.3239       0.676097                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.3238       0.676171                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.3238       0.676246                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.3237       0.676320                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3236       0.676395                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3235       0.676470                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3235       0.676544                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3234       0.676619                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3233       0.676694                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.3232       0.676769                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.3232       0.676844                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.3231       0.676919                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.3230       0.676994                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.3229       0.677069                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.3229       0.677144                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.3228       0.677219                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.3227       0.677294                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.3226       0.677369                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.3226       0.677444                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.3225       0.677519                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.3224       0.677595                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.3223       0.677670                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.3223       0.677745                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.3222       0.677821                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.3221       0.677896                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.3220       0.677971                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.3220       0.678047                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.3219       0.678122                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.3218       0.678198                 NaN            NaN            NaN            NaN            NaN            NaN
