|6.6.6
Archiving\03_Data\eqLP/QFM_m1.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.1681       0.831928                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.1681       0.831927                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.1681       0.831926                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.1681       0.831924                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.1681       0.831923                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.1681       0.831921                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.1681       0.831920                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.1681       0.831919                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.1681       0.831917                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1681       0.831916                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.1681       0.831914                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.1681       0.831913                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.1681       0.831911                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.1681       0.831910                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.1681       0.831908                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.1681       0.831907                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.1681       0.831905                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.1681       0.831903                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.1681       0.831902                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.1681       0.831900                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.1681       0.831898                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.1681       0.831897                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.1681       0.831895                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.1681       0.831893                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1681       0.831892                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.1681       0.831890                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.1681       0.831888                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.1681       0.831886                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.1681       0.831885                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.1681       0.831883                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.1681       0.831881                 NaN            NaN            NaN            NaN            NaN            NaN
