|6.6.6
Archiving\03_Data\Deq/QFM_m1.25/T13/T13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.9765       0.235325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9765       0.235324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9765       0.235323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9765       0.235323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9765       0.235322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9765       0.235321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.7554       0.124455E-001  0.232187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.4769                 NaN  0.523090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.4380                 NaN  0.561996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3216                 NaN  0.678434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2051                 NaN  0.794870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0887                 NaN  0.911307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.9723                 NaN   1.02774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        98.8558                 NaN   1.14418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.7394                 NaN   1.26061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.6230                 NaN   1.37705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        98.5065                 NaN   1.49348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        97.9678                 NaN   2.03218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        97.4291                 NaN   2.57087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.8904                 NaN   3.10958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        96.3517                 NaN   3.64829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        95.8130                 NaN   4.18701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        95.2743                 NaN   4.72574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        94.7355                 NaN   5.26447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        94.1968                 NaN   5.80321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        93.4570                 NaN   6.54299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        92.7172                 NaN   7.28280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        91.9774                 NaN   8.02262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        91.2375                 NaN   8.76245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        90.4789                 NaN   9.51887       0.224904E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        89.7181                 NaN   10.2625       0.193943E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        88.9585                 NaN   11.0052       0.362769E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        88.1989                 NaN   11.7479       0.531599E-001            NaN            NaN            NaN            NaN            NaN            NaN
