|6.6.6
Archiving\03_Data\eq/QFM_m3/Y98/Y98_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.2146       0.776996       0.837602E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2146       0.777067       0.837601E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2145       0.777138       0.837600E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2144       0.777209       0.837599E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2143       0.777281       0.837599E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2143       0.777352       0.837598E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2142       0.777423       0.837598E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2141       0.777495       0.837598E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2141       0.777567       0.837599E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2140       0.777638       0.837599E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2139       0.777710       0.837600E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2138       0.777782       0.837600E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2138       0.777853       0.837601E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2137       0.777925       0.837603E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2136       0.777997       0.837604E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2136       0.778069       0.837606E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2135       0.778141       0.837607E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2134       0.778213       0.837609E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2133       0.778285       0.837611E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2133       0.778358       0.837614E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.2132       0.778430       0.837616E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.2131       0.778502       0.837619E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.2130       0.778575       0.837622E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.2130       0.778647       0.837625E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.2129       0.778720       0.837628E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.2128       0.778792       0.837632E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.2128       0.778865       0.837635E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.2127       0.778938       0.837639E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.2126       0.779010       0.837643E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.2125       0.779083       0.837647E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.2125       0.779156       0.837652E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2124       0.779229       0.837656E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.2123       0.779302       0.837661E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.2122       0.779375       0.837666E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2122       0.779448       0.837671E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.2121       0.779522       0.837676E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.2120       0.779595       0.837682E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.2120       0.779668       0.837687E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.2119       0.779742       0.837693E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.2118       0.779815       0.837699E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.2117       0.779888       0.837705E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.2117       0.779962       0.837712E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.2116       0.780036       0.837718E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.2115       0.780109       0.837725E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.2114       0.780183       0.837732E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.2114       0.780257       0.837739E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.2113       0.780331       0.837746E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.2112       0.780405       0.837753E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.2111       0.780479       0.837761E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.2111       0.780553       0.837769E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.2110       0.780627       0.837776E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.2109       0.780701       0.837784E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.2108       0.780775       0.837793E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.2108       0.780849       0.837801E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.2107       0.780923       0.837810E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.2106       0.780998       0.837818E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.2105       0.781072       0.837827E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.2105       0.781147       0.837836E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.2104       0.781221       0.837846E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2103       0.781296       0.837855E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.2103       0.781370       0.837865E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.2102       0.781445       0.837874E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.2101       0.781520       0.837884E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.2100       0.781595       0.837894E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.2100       0.781669       0.837905E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.2099       0.781744       0.837915E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.2098       0.781819       0.837926E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.2097       0.781894       0.837936E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.2097       0.781969       0.837947E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.2096       0.782044       0.837958E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.2095       0.782120       0.837970E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.2094       0.782195       0.837981E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.2093       0.782270       0.837993E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.2093       0.782345       0.838004E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.2092       0.782421       0.838016E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.2091       0.782496       0.838028E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.2090       0.782572       0.838040E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.2090       0.782647       0.838053E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.2089       0.782723       0.838065E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.2088       0.782799       0.838078E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.2087       0.782874       0.838091E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.2087       0.782950       0.838104E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.2086       0.783026       0.838117E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.2085       0.783102       0.838130E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.2084       0.783177       0.838143E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.2084       0.783253       0.838157E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.2083       0.783329       0.838171E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.2082       0.783406       0.838185E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.2081       0.783482       0.838199E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.2081       0.783558       0.838213E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.2080       0.783634       0.838227E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.2079       0.783710       0.838242E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        99.2078       0.783786       0.838256E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        99.2065       0.783865       0.838273E-002  0.123949E-002            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        99.1944       0.783959       0.838307E-002  0.132142E-001            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        99.1825       0.784053       0.838341E-002  0.251027E-001            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        99.1705       0.784147       0.838375E-002  0.369942E-001            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        99.1590       0.784240       0.838409E-002  0.484185E-001            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        99.1474       0.784334       0.838442E-002  0.598458E-001            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        99.1359       0.784427       0.838476E-002  0.712760E-001            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        99.1244       0.784521       0.838510E-002  0.827091E-001            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        99.1129       0.784614       0.838543E-002  0.941452E-001            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        99.1013       0.784708       0.838577E-002  0.105584                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        99.0898       0.784801       0.838612E-002  0.117026                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.0782       0.784895       0.838646E-002  0.128471                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        99.0675       0.784987       0.838679E-002  0.139173                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        98.5781       0.785219       0.635900E-002  0.151033       0.479270                 NaN            NaN            NaN            NaN
  1657.05        2500.00        97.8073       0.785531       0.311384E-002  0.162551        1.24154                 NaN            NaN            NaN            NaN
  1653.85        2500.00        97.0602       0.785833                 NaN  0.174087        1.97991                 NaN            NaN            NaN            NaN
  1650.64        2500.00        96.5711       0.786068                 NaN  0.185029        2.45780                 NaN            NaN            NaN            NaN
  1647.44        2500.00        96.0818       0.786302                 NaN  0.195977        2.93596                 NaN            NaN            NaN            NaN
