|6.6.6
Archiving\03_Data\eq/QFM_m3/Y98/Y98_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.0124       0.963903       0.236588E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0124       0.963903       0.236588E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0124       0.963902       0.236588E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0124       0.963902       0.236588E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0124       0.963901       0.236588E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0124       0.963901       0.236588E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0124       0.963900       0.236588E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0124       0.963899       0.236587E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0124       0.963899       0.236587E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0124       0.963898       0.236587E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0124       0.963898       0.236587E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0124       0.963897       0.236587E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.0124       0.963896       0.236587E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0124       0.963896       0.236586E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0124       0.963895       0.236586E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0124       0.963894       0.236586E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0124       0.963894       0.236586E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0124       0.963893       0.236586E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0124       0.963892       0.236586E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.0124       0.963892       0.236586E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0125       0.963891       0.236585E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0125       0.963890       0.236585E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0125       0.963890       0.236585E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0125       0.963889       0.236585E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0125       0.963888       0.236585E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.0125       0.963887       0.236584E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.0125       0.963887       0.236584E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.0125       0.963886       0.236584E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.0125       0.963885       0.236584E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.0125       0.963884       0.236584E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.0125       0.963884       0.236584E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.0125       0.963883       0.236583E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.0125       0.963882       0.236583E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.0125       0.963881       0.236583E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.0125       0.963880       0.236583E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.0125       0.963880       0.236583E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.0125       0.963879       0.236582E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.0125       0.963878       0.236582E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.0125       0.963877       0.236582E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.0125       0.963876       0.236582E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.0125       0.963875       0.236581E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.0125       0.963874       0.236581E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.0125       0.963873       0.236581E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.0125       0.963873       0.236581E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.0125       0.963872       0.236581E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.0125       0.963871       0.236580E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.0125       0.963870       0.236580E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.0125       0.963869       0.236580E-001            NaN            NaN            NaN            NaN            NaN            NaN
