|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/KHA22/KHA22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1551.28        500.000       0.233928E-002   99.4583       0.539331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.90        500.000                 NaN   99.3775       0.622526       0.120986E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.52        500.000                 NaN   99.3767       0.623283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        500.000                 NaN   99.3896       0.610361       0.635336E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.75        500.000                 NaN   99.3921       0.605381       0.256432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        500.000                 NaN   99.3980       0.602041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.99        500.000                 NaN   99.4026       0.568665       0.287297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        500.000                 NaN   99.2477       0.752345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.23        500.000                 NaN   99.5750       0.414047       0.109530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000                 NaN   99.4164       0.565795       0.178313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.46        500.000                 NaN   99.4213       0.561730       0.169706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        500.000                 NaN   99.4246       0.558186       0.171729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.70        500.000                 NaN   98.7641        1.19280       0.430487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        500.000                 NaN  100.0000                 NaN  0.110296E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.94        500.000                 NaN   99.5526       0.434580       0.128434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.56        500.000                 NaN   99.1097       0.870455       0.198619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.17        500.000                 NaN   99.7813       0.212378       0.632388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        500.000                 NaN   99.4529       0.532233       0.149085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.41        500.000                 NaN   99.3960       0.594651       0.937683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.03        500.000                 NaN   99.5148       0.475446       0.974057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.65        500.000                 NaN   99.4631       0.526199       0.107388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        500.000                 NaN   99.7414       0.253917       0.472421E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.88        500.000                 NaN   99.1962       0.788914       0.149051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000                 NaN   99.4729       0.519067       0.807544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.12        500.000                 NaN   99.4730       0.518918       0.812298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000                 NaN   99.4858       0.507225       0.694985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.36        500.000                 NaN   99.4735       0.515259       0.112902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.98        500.000                 NaN   99.5049       0.487968       0.712213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.59        500.000                 NaN   99.4923       0.500421       0.725323E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.21        500.000                 NaN   99.4973       0.496573       0.608663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.83        500.000                 NaN   99.4988       0.496542       0.467932E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        500.000                 NaN   99.5006       0.497120       0.231202E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.07        500.000                 NaN   99.4369       0.559284       0.379079E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        500.000                 NaN   99.8596       0.139672       0.760091E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.30        500.000                 NaN   99.2284       0.767453       0.414784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        500.000                 NaN   99.5155       0.482175       0.228229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.54        500.000                 NaN   99.5178       0.482175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        500.000                 NaN   99.5238       0.451946       0.243031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.78        500.000                 NaN   99.5246       0.475386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.40        500.000                 NaN   99.5282       0.471799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.01        500.000                 NaN   99.5309       0.445120       0.239864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.63        500.000                 NaN   99.5328       0.467198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.25        500.000                 NaN   99.5351       0.464937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.87        500.000                 NaN   99.5388       0.461242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.49        500.000                 NaN   99.5391       0.460853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        500.000                 NaN   99.5444       0.455570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.72        500.000                 NaN   98.7036        1.28084       0.155677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.34        500.000                 NaN   99.9065       0.913846E-001  0.211171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.96        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   99.5972       0.402785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.20        500.000                 NaN   99.5565       0.443479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
